ZINC01174928	O=Cc1ccc(OCc2ccc(C(=O)[O-])cc2)c(I)c1
ZINC00611661	CC(=O)c1nc(N2C(=O)C3CC=C(C)CC3C2=O)sc1C
ZINC06018863	CC(=O)OC1CC(C)=C2C(=O)C=C(C)C2C2OC(=O)C(C)C12
ZINC62633055	O=C(C1CCOc2ccccc21)N1CCC2(CC1)OCCO2
ZINC63274997	Cn1cc(C=C2C(=O)c3ccccc3C2=O)c(-c2cccnc2)n1
ZINC63764101	O=C1N=NC(c2cccs2)=C2SC(N3CCCC3)N=C12
ZINC65851665	CC1CC(C)n2nccc2N1C(=O)c1ccc(N(C)C)c(F)c1
ZINC66103131	Cc1nc(S(=O)(=O)N2CCC3(CCCCC3)CC2)cn1C
ZINC66590286	CC(=O)N1CCN(C(=O)c2cnc(-c3cccs3)s2)CC1
ZINC66916384	CC1CCCN(C(=O)C2CCN(C(=O)C3CCOC3)CC2)C1
ZINC67006793	Cn1ncc2c(=O)n(Cc3ccc(Br)s3)cnc21
ZINC01462857	Clc1cnc(C(Cl)(Cl)Cl)c(Cl)c1Cl
ZINC03118268	O=C1/C(=C/c2ccccc2Cl)CS/C1=C/c1ccccc1Cl
ZINC00319392	Cc1ccccc1C1c2ccsc2CCN1C(=O)C1CC1
ZINC00479929	Brc1ccc(-c2csc(-c3ccccc3)n2)cc1
ZINC00071415	O=c1sc2c(s1)SC1c3ccccc3CC1S2
ZINC03407914	Clc1ccc(-c2onc3sc(I)cc23)cc1
ZINC00079797	Cc1nc2c(C)cccc2c2c1CC(C(Cl)Cl)S2
ZINC04532438	CC1C/C(=C/C=C(Cl)Cl)C(=O)/C(=C\C=C(Cl)Cl)C1
ZINC05023995	c1ccc(C2=Nc3ccccc3N3C2C3c2ccccc2)cc1
ZINC00759539	Cc1nc2c(Cl)cccc2c2c1CC(C(C)(Cl)Br)O2
ZINC05329043	CN1C(c2ccccc2)=CC(c2ccccc2)c2ccccc21
ZINC05481287	CC(=O)c1cccc2cccc(I)c12
ZINC03163750	O=S(c1ccc(Br)cc1)c1ccc(Br)cc1
ZINC05783877	Clc1cc(Cl)c(C(Cl)(Cl)Cl)nc1Cl
ZINC05852960	CC12CP(=O)(c3ccccc3)CC1c1ccccc1C2c1ccccc1
ZINC05949487	O=C(c1sccc1Br)c1sccc1Br
ZINC06970566	Clc1ccc(Cn2ccc3cc(Br)ccc32)cc1
ZINC08413368	Cc1cc(I)ccc1-n1c(C)ccc1C
ZINC13222659	Fc1cccc(F)c1C1SCc2nc3ccc(Cl)cc3n21
ZINC19537259	Brc1ccccc1CN1CCc2ccccc2C1
ZINC20184736	Cc1nc(-c2ccc(Br)cc2)c(CCl)s1
ZINC21054342	Clc1nc(Cc2ccccc2)nc2sc3c(c12)CCC3
ZINC36075514	CCCc1cc(Br)c2ccc(Br)cc2n1
ZINC36927481	CC(=O)c1ccc(-c2ccccc2I)s1
ZINC37379934	CC1CC1C(=O)c1cc(Br)sc1Br
ZINC37422539	Cc1ccc(-n2c(CCl)nc3c(F)cccc32)c(Cl)c1
ZINC04051027	Brc1cc(Br)c2nc3c(cc2c1)CCC3
ZINC37947761	Cc1nc2ccc(I)cc2c(Cl)c1C
ZINC39296080	CC(=O)c1sc(Br)c(Br)c1Br
ZINC39524280	CSC1CCCC2(CCCC(I)C2)N1Cl
ZINC39524281	CSC1CCCC2(CCCC(I)C2)N1Cl
ZINC39524535	CSC1CCCC2(CCCC(I)N2Cl)C1
ZINC39525125	CSC1CCCC2(CCCC(Cl)C2)N1Br
ZINC39526038	COC1CCCC2(CCCC(F)N2I)C1
ZINC39540746	Brc1cn(-c2ccccc2)cc1I
ZINC40272625	Clc1ccc(C(Cl)c2cncc(Br)c2)s1
ZINC40274762	ClC(c1cc(Br)sc1Br)C1CCCO1
ZINC40278574	Cc1ccc(C(Br)c2cncc(Br)c2)cc1C
ZINC40282313	Brc1cncc(C(Br)c2cccs2)c1
ZINC40289285	CC1Cc2cc(C(Br)c3cccs3)ccc2O1
ZINC40290286	Brc1ccc(C(Br)c2ccncc2)s1
ZINC40571864	O=C(c1c(Br)cccc1Br)C(F)(F)F
ZINC41485994	Cc1cc(C)c(C)c(-c2csc(Br)n2)c1C
ZINC44628841	Brc1ccc2ccnc(I)c2c1
ZINC45028367	Fc1cc(Br)ccc1-c1cnc2ccccc2c1
ZINC51171260	O=C(c1ccc(Cl)s1)c1cc(Cl)sc1Cl
ZINC55331599	Cc1ccc(C(Br)c2ccc(Br)s2)c(C)n1
ZINC61418214	Clc1ccc(C(Br)c2cccc3ncccc23)s1
ZINC61870551	Fc1cc(F)c(C(Cl)c2ccc(Br)cn2)c(F)c1
ZINC61870613	ClC(c1ccc(Br)cn1)c1csc2ccccc12
ZINC00854339	Cc1cc2c(o1)-c1c(oc3c(Br)cc(Br)cc13)CCC2C
ZINC00952382	Cc1sc2ncnc(SCc3ccc(Br)cc3)c2c1C
ZINC04174979	N#C/C(=C/c1ccccc1Br)c1nc(-c2ccc(F)cc2)cs1
ZINC00950172	CC(C)Cn1c(-c2ccc(Br)cc2)nc(=S)c2c1CCCC2
ZINC03267076	Cc1nc(SCc2ccc(Cl)c(Cl)c2)c2c3c(sc2n1)CCC3
ZINC04524142	O=C1/C(=C\C=C\c2ccc(Br)cc2)SC(=S)N1c1ccccc1
ZINC04578213	Brc1cccc(N2N=C(c3cccs3)CC2c2cccs2)c1
ZINC01050182	Cc1ccc2c(c1)-c1c(ssc1=S)C(C)(C)N2C(=O)Cc1cccs1
ZINC04724889	O=C1CCC(c2sc(Cl)c(Cl)c2Cl)=NN1c1ccccc1
ZINC01878648	CN1c2ccccc2C(C)(C)C12C=Cc1cc(C=O)cc(Br)c1O2
ZINC02325049	S=C1N(c2ccccc2)C(c2c(Cl)cccc2Cl)N2CCCN12
ZINC04942573	Cc1sc2nc3n(c(=O)c2c1C)CC(Br)C(c1ccccc1)S3
ZINC04996473	Cc1sc(/C(C#N)=C/c2ccc(Br)cc2)nc1-c1ccccc1
ZINC01179103	Cc1ccc(-c2noc(-c3ccc(I)cc3)n2)cc1
ZINC05377104	CC1C(=O)CC(c2ccccc2)P(=O)(c2ccccc2)C1c1ccccc1
ZINC05944501	O=C(/C=C/c1ccc(I)cc1)c1ccc2c(c1)CCCO2
ZINC07778335	Cc1sc2nc3n(c(=O)c2c1C)CC/C3=C/c1ccc(C(C)(C)C)cc1
ZINC09434458	CC(c1ccccc1)N1C(=O)/C(=C/c2ccc(Br)cc2)SC1=S
ZINC11869683	Cc1cc(C)c2oc(=O)cc(-c3cc4cc(Br)ccc4o3)c2c1
ZINC12618219	CN1c2ccccc2C(C)(C)C12CC(c1cccc(Br)c1)=NO2
ZINC03193035	Cc1ccc(/N=C/c2cc(C)n(-c3ccc(Br)cc3)c2C)cc1C
ZINC03193072	Cc1cccc(/N=C/c2cc(C)n(-c3ccc(Br)cc3)c2C)c1C
ZINC16134234	N#C/C(=C/c1ccc(Br)cc1)c1nc(-c2cccs2)cs1
ZINC18107727	CN(Cc1ccc(Br)s1)C(=O)c1ccc(Cl)cc1Cl
ZINC01054270	COc1ccc(Br)cc1/C=N/c1ccc(I)cc1
ZINC10060970	Cn1/c(=N/C(=O)Cc2ccc(Cl)s2)sc2cc(Cl)ccc21
ZINC27302922	O=C(c1cccs1)N1C(=O)c2cccc3c(I)ccc1c23
ZINC07148386	Cc1cc(-c2cc(-c3ccco3)c3c4c(sc3n2)CC(C)CC4)c(C)o1
ZINC36898241	Cc1ccc(-n2c(CCl)nc3cc(Br)ccc32)cc1Cl
ZINC36910370	ClCCc1nc2cc(Br)ccc2n1-c1cccc(Br)c1
ZINC36910556	Cc1cc(Br)ccc1-n1c(C(C)Cl)nc2cccc(Cl)c21
ZINC36910768	Cc1ccc(-n2c(CCCl)nc3cc(Br)ccc32)cc1F
ZINC36911401	Cc1ccc(-n2c(C(C)Cl)nc3cccc(Cl)c32)c(Br)c1
ZINC37369042	Cc1ccc2c(c1)nc(C(C)Cl)n2-c1cc(Br)ccc1C
ZINC01532333	CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1
ZINC01512229	S=C1N=C(c2ccc(Br)cc2)C(c2ccc(Br)cc2)=N1
ZINC39892974	Cc1cc2occ(CC(=O)N3CCCc4ccccc43)c2c(C)c1Cl
ZINC40278375	COc1cc(F)c(C(Br)c2ccc(Br)o2)c(F)c1
ZINC45923118	Clc1cc(Cl)c2oc(-c3ccc(CBr)cc3)nc2c1
ZINC48502221	CN(Cc1cccc(Cl)c1Cl)C(=O)c1sccc1Br
ZINC48527293	O=C(Oc1ccccc1I)c1sccc1Br
ZINC52617614	Fc1ccc(C2=C(c3ccncc3)N=C(c3ccc(Cl)cc3Cl)C2)cc1
ZINC55333921	N#CC(C(=O)c1ccccc1Br)c1ccccc1Br
ZINC17135816	Cc1cccc2s/c(=N/C(=O)c3ccc(Br)s3)n(C)c12
ZINC59104979	Cc1ccc(/N=C/c2c(Br)c(C)n(-c3ccccc3)c2C)cc1C
ZINC59248187	Brc1ccc(-n2cccc2/C=N/c2cccc(Br)c2)cc1
ZINC59397066	O=C1/C(=C/c2ccc(Br)s2)SC(=S)N1c1cccc(Cl)c1
ZINC05379853	COc1c(Br)cc(/C=N/c2ccc(C)cc2C)cc1Br
ZINC04566551	O=[N+]([O-])c1ccc2c(c1)-c1cccc3c(I)ccc-2c13
ZINC60320888	Clc1ccc(CN2CCOC(c3cccc(Br)c3)C2)s1
ZINC03880812	O=Cc1cc(Br)cnc1Br
ZINC00189534	Cc1nc2ccc3c(ccc4nc(C)sc43)c2s1
ZINC00334530	Brc1ccc2ncc3sccc3c2n1
ZINC03412899	Cc1nc(Cl)c2c(-c3ccccc3)csc2n1
ZINC01437382	Clc1ccc(-c2ccc(Br)cc2)nn1
ZINC04208875	Cc1cc2cc(I)ccc2o1
ZINC02534185	Cc1sc(-c2cscn2)cc1Br
ZINC00158870	Cc1nc(-c2ccc(Br)s2)cs1
ZINC00387839	CC1CCC(C(C)C)c2c1cnn2-c1ccccc1
ZINC05031303	COC1C(C)(C)C1(Br)Br
ZINC01759419	O=C1C=Cc2c(ccc3c4c(ccc23)=CC(=O)C=C4)=C1
ZINC05438799	O=S(c1ccccc1)C1Cc2ccccc2C1Cl
ZINC05734228	CC1(C)OP(=O)(c2ccccc2)C=C1Br
ZINC05105849	O=S1(=O)CC23C=CC=CC2(CCCC3)C1Cl
ZINC04114131	CC1=C(C)CS(=O)(=O)C(Cl)(c2ccccc2)C1
ZINC11727601	CC(=O)c1cc2cc(Cl)cc(C)c2nc1Cl
ZINC02243486	Clc1cncc(Cl)c1I
ZINC13213561	Cc1ccc2ccc3ccc(CBr)nc3c2n1
ZINC13444986	Fc1ccc(-c2ncsc2-c2ccncc2)cc1
ZINC15442704	Fc1ncc(Br)cc1Br
ZINC17111417	O=[SH](=O)c1cc(Br)ccc1Br
ZINC17130786	CP1(=S)CCC2C3=C(CCC21)CC(=O)CC3
ZINC26420461	Clc1ccc(-c2cccc(Br)c2)nn1
ZINC34874928	Ic1cccc(C2OCCO2)c1
ZINC00061866	Brc1ccc(-c2cn3ccccc3n2)cc1
ZINC00457757	O=C(/C=C/c1cccs1)N1CCc2ccccc21
ZINC39460079	CSc1cc(Br)n2c(F)cnc2c1
ZINC39506001	COC1CN(Cl)C2(CCC(Br)C2)C1
ZINC39506562	COC1CN(Br)C2(CCC(Br)C2)C1
ZINC39506564	COC1CN(Br)C2(CCC(Br)C2)C1
ZINC39506804	COC1CCC2(CC(Br)CN2Br)C1
ZINC39507295	COC1CCC2(CC(F)CN2I)C1
ZINC39507297	COC1CCC2(CC(F)CN2I)C1
ZINC39512275	FC1CCC2(C1)C(Br)CCCN2F
ZINC39512309	FC1CCC2(C1)C(Br)CCCN2Cl
ZINC39512607	COC1CCCN(Br)C12CCC(Cl)C2
ZINC39523867	FC1CCCC2(CCCC(Br)N2F)C1
ZINC39540473	CCn1cc(I)c(SC)c1
ZINC39957454	BrC1=CN=C2N=CC(I)=C2C1
ZINC40278646	Cc1ccc(C(Br)C2CCCO2)s1
ZINC41325004	Cc1nn(-c2ccccc2Cl)c(C)c1CCl
ZINC41405688	Cc1cc(-c2csc(Br)n2)ccc1F
ZINC41569182	Cc1c(Cl)c(C)c2ncoc2c1Br
ZINC44120312	Fc1ccc(-c2cccc(Br)n2)cc1F
ZINC48024925	CN1c2ccccc2SC2C=CC(CC#N)=CC21
ZINC57545328	Clc1ccccc1-n1ccnc1Br
ZINC26958237	O=S1(=O)C2(Cl)CCC1(Cl)C(Cl)=C2Cl
ZINC63158668	N#CCc1csc(C2CCCc3ccccc32)n1
ZINC52988377	CC1c2ccsc2CCN1C(=O)C1CC=CCC1
ZINC65813963	O=C(C1CC2CCC1C2)N1CC2CC3CC(C2)CC1C3
ZINC03881353	CC1CCC2C(C)(CO)C(O)CCC2(C)C12CCC1(CCOC1)O2
ZINC00682750	N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1ccc(Br)s1
ZINC03147879	O=C1c2ccccc2C(=O)C1(O)Nc1cccc2ccccc12
ZINC00334579	O=c1[nH]cc(-c2cc(Cl)cc(Br)c2)c(=O)[nH]1
ZINC03223760	NC1=C(c2nc3ccccc3s2)CC(=O)N1c1ccccc1
ZINC04275486	Oc1ccc(Br)cc1C1CC(c2ccoc2)=NN1
ZINC03208908	COc1cc(/C=C2/SC(=S)NC2=O)cc(Cl)c1O
ZINC00518402	CC1CCC2C(C)(CO)C(O)CCC2(C)C12CCC1(CCOC1)O2
ZINC11567972	Nc1cccc(-c2ccc(N3CCc4ccccc4C3)nn2)c1
ZINC00295178	Cc1ccc(-n2c(C)cc(/C=C3/NC(=S)NC3=O)c2C)cc1
ZINC05062075	CC(=O)C1C(c2ccccc2F)c2c(n[nH]c2C)CC1(C)O
ZINC09549862	Cc1cc(C)c2c3c(sc2n1)C(=O)NC(c1cccs1)N3
ZINC15009525	Cc1cc(I)cc2cc(C(N)=O)c(=O)oc12
ZINC19776254	Nc1sc2c(c1C(=O)c1ccc3c(c1)OCCO3)CCCC2
ZINC19808823	CC(=O)C1C(c2ccccc2F)c2c(n[nH]c2C)CC1(C)O
ZINC04453600	N#CC1=C(N)C(C#N)(C#N)C2=CCSCC2C1c1ccc(Cl)s1
ZINC20134547	Nc1ccc2nn(-c3ccc(Cl)cc3)nc2c1Br
ZINC20306828	O=C(Nc1cc(Cl)c(Cl)cc1Cl)c1ccc(=O)[nH]c1
ZINC31863190	Nc1cc(Br)cn2c(-c3ccccc3F)nnc12
ZINC35779567	Nc1cc(-c2ccccc2Br)nn1-c1ccncc1
ZINC36252112	Cc1cccc(-c2nnc3c(Br)cc(N)cn23)c1
ZINC36290413	Nc1c(-c2ccc(F)cc2)nc2scc(-c3ccncc3)n12
ZINC36899772	CC(c1cccnc1)n1c(N)nc2cc(Br)ccc21
ZINC36938984	Cc1c(C)n(-c2ccccc2Br)c2ncnc(N)c12
ZINC37350099	Nc1onc(-c2cccnc2)c1-c1ccc(Br)cc1
ZINC37350101	Nc1onc(-c2ccncc2)c1-c1ccc(Br)cc1
ZINC37409263	Cn1nc(-c2ccco2)c(-c2cccc(Br)c2)c1N
ZINC38032773	Cc1ccc(S(=O)(=O)N2CCc3c(N)cccc3C2)s1
ZINC38053193	Nc1cnc2ccc(Br)cc2c1-n1cc(Cl)cn1
ZINC04102994	CC1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cccs3)C2C1
ZINC01409892	Oc1ccc(Cl)cc1C1=NOC(O)(C(F)(F)C(F)F)C1
ZINC40516861	Nc1cccc(-c2nccn2-c2ncc(Cl)cc2Cl)c1
ZINC40707657	Cc1sc2nc(-c3ccc(F)cc3)c(N)n2c1-c1ccco1
ZINC42140476	CN(C(=O)c1ccc(Br)s1)c1ccncc1N
ZINC43597690	Nc1ccc(Oc2ccc3c(c2)OCO3)c(Br)c1
ZINC43666725	CC(c1ccco1)n1ncc(I)c1N
ZINC43666726	CC(c1ccco1)n1ncc(I)c1N
ZINC45622977	CN(C(=O)c1cc(N)ccc1Br)c1ccccn1
ZINC50593259	Cc1nn(-c2ncccc2C(N)=S)c(C)c1Br
ZINC50814994	CC1c2ccsc2CCN1Cc1nc(N)c2ccsc2n1
ZINC58021269	Nc1ccc(-c2nnc3scc(-c4ccc(F)cc4)n23)cc1
ZINC58021283	Cc1sc2nnc(-c3cccc(N)c3)n2c1-c1ccccc1
ZINC61079965	Nc1cc(C(=O)N2CCCC2c2ccsc2)c(Br)cc1F
ZINC61125720	Cn1nc(-c2ccccn2)c(-c2ccc(Cl)cc2Cl)c1N
ZINC61125770	Nc1onc(-c2ccccn2)c1-c1ccc(Br)cc1
ZINC20732059	OC1=Nc2n[nH]cc2C(c2ccc(Br)cc2)SC1
ZINC20732059	O=C1CSC(c2ccc(Br)cc2)c2c[nH]nc2N1
ZINC62825249	Nc1c(Br)cc(Br)cc1-c1ncno1
ZINC62825291	Cc1nnc(-c2cc(Br)cc(Br)c2N)n1C
ZINC63008345	O=C(Nc1ncc(C#CCO)s1)c1cc(F)c(F)c(F)c1
ZINC15828633	O=c1[nH]c(=S)[nH]c2c1sc(=S)n2-c1ccc(Cl)cc1
ZINC00158623	O=C(CBr)c1nc2ccccc2s1
ZINC00480745	Cc1sc(C)c(-c2ccncn2)c1I
ZINC01575040	FC(F)(F)c1nc(Cl)nc(Cl)c1Cl
ZINC03137071	ClC1=C(Cl)C2(OCCO2)C(Cl)=C1Cl
ZINC03124162	Cc1nn(C)c(Br)c1Br
ZINC03076803	O=S1(=O)CC(Cl)C(C(Cl)(Cl)Cl)C1
ZINC15083201	S=c1ssc(N2CCOCC2)c1Cl
ZINC16034656	CC(=O)N1C2CCCCC2SC2CCCCC21
ZINC16125724	O=C(CBr)c1cc(F)c(F)cc1F
ZINC19721643	Fc1cccc2cc(I)cnc12
ZINC20263930	CC(C)Cc1nc(Br)c2ccccn12
ZINC21984585	O=S(=O)(c1ccccc1)C1C=Cc2ccccc21
ZINC31920893	Cc1nc2ccc(Br)cn2c1CCl
ZINC36718639	Cc1ccsc1C(=O)N1c2ccccc2CC1C
ZINC36930294	Cc1ccc(-n2nc(C)c(CCl)c2Cl)cc1
ZINC37373231	CC(=O)c1ccc(-c2cccc3cnccc23)s1
ZINC37543728	Cc1nn(-c2ccccc2)c(C)c1C#CCCCl
ZINC04337471	CC(=O)N1C2CCCCC2SC2CCCCC21
ZINC38241212	Ic1cnc2ccccc2n1
ZINC38932891	CSC1=NC(=S)C2=C3CCCCC3SC2=N1
ZINC39295416	O=C(Cl)C1=C(Cl)C2SC(Cl)=CC2S1
ZINC39365019	N#CC1C(=S)N=C(C2CC2)C=C1c1cccs1
ZINC39463015	CSc1cnc2cc(F)cc(Br)n12
ZINC39505480	CSC1CN(F)C2(CCC(Br)C2)C1
ZINC39506003	COC1CN(Cl)C2(CCC(I)C2)C1
ZINC39506563	COC1CN(Br)C2(CCC(Br)C2)C1
ZINC39511087	COC1CCC2(C1)C(Br)CCCN2Cl
ZINC39511123	COC1CCC2(C1)C(F)CCCN2Br
ZINC39511442	CSC1CCC2(C1)C(Cl)CCCN2SC
ZINC39512327	COC1CCCN(Br)C12CCC(F)C2
ZINC39513344	CCOC1CCC2(C1)C(Cl)CCCN2Cl
ZINC39524222	COC1CCCC2(CCCC(Cl)C2)N1Cl
ZINC39524421	COC1CCCC2(CCCC(Cl)N2Cl)C1
ZINC39525243	FC1CCCC2(CCCC(F)N2Br)C1
ZINC41349523	N#Cc1c(Cl)nc2c(c1-c1cccs1)CCC2
ZINC41686774	Cc1cc2c(n1-c1ccc(F)c(F)c1)CCCC2=O
ZINC43559107	C/C(=C/C#N)c1cc2cc(Br)ccc2o1
ZINC43662384	O=S1(=O)CCC(C2Cc3ccccc3C2Cl)C1
ZINC43663437	O=S1(=O)CCC(C2CCCCC2Br)C1
ZINC44544665	N#CC1=CC(Br)C23CCCC12CC=C3C#N
ZINC45071216	CC1(C)OC12C1CCC2c2c(F)c(F)c(F)c(F)c21
ZINC48629957	ClC(c1ccc2c(c1)CCCO2)C1CCOC1
ZINC48629959	ClC(c1ccc2c(c1)CCCO2)C1CCOC1
ZINC52295142	CC(Cl)c1nc2c(F)cccc2n1C1CC1C
ZINC57539873	Cc1nc(-c2ccccn2)sc1Br
ZINC57546726	Cc1sc(Br)nc1-c1cccs1
ZINC05722256	CC1CS/C(=N\C2(C)C3CCC(C3)C2(C)C)O1
ZINC13116067	N#Cc1c(/N=C/c2cccs2)sc2c1CCC2
ZINC62540412	Clc1c(Br)cc2ncoc2c1Cl
ZINC65532380	Fc1ccc(Br)cc1Cn1ccnc1
ZINC09008154	Cc1nc2ccc(Cl)cc2c(-c2ccccc2)c1C1=NN(C(=O)CCC(=O)[O-])C(c2ccccc2F)C1
ZINC13016378	C=CCn1c(SCc2ccc(OC)c(Br)c2)nc2cc(C(=O)[O-])ccc2c1=O
ZINC13052673	O=C([O-])c1ccc2c(=O)n(CC3CCCO3)c(SCc3c(Cl)cccc3Cl)nc2c1
ZINC13091019	CC1CCc2c(sc3nc(Sc4ncccc4C(=O)[O-])n(CCc4ccccc4)c(=O)c23)C1
ZINC13180970	O=C([O-])c1ccccc1C(=O)c1ccc(Sc2c(F)c(F)c(F)c(F)c2F)c([N+](=O)[O-])c1
ZINC13198903	Cc1cccc(-c2nnc(SCc3cc4ccc(C)c(C)c4nc3Cl)n2CCC(=O)[O-])c1
ZINC13218332	CCn1c(CSc2nnc(-c3sc4ccccc4c3Cl)o2)nc2cc(C(=O)[O-])ccc21
ZINC13253666	C=CCn1c(=O)c2ccccc2n2c(SCc3c(C(=O)[O-])sc4cccc(F)c34)nnc12
ZINC13272021	CC(C)C(C(=O)[O-])n1c(SCCOc2cc(Cl)ccc2Cl)nnc1-c1cccs1
ZINC13354647	O=C([O-])c1ccc(CSc2nc3scc(-c4ccco4)c3c(=O)n2-c2ccccc2)cc1
ZINC13395234	CCC(C)c1ccc(-n2c(SCc3occc3C(=O)[O-])nc3cc(Cl)ccc3c2=O)cc1
ZINC13397864	Cc1ccccc1-n1c(SCc2occc2C(=O)[O-])nc2scc(-c3ccccc3)c2c1=O
ZINC09065527	CC(C)Oc1ccc(C(=O)C2=C([O-])C(=O)N(c3nccs3)C2c2ccc(C(C)C)cc2)cc1
ZINC09123638	COCCCN1C(=O)C([O-])=C(C(=O)c2ccc(OCC(C)C)cc2C)C1c1ccc(Br)cc1
ZINC09271528	COc1ccc2nc(N3C(=O)C([O-])=C(C(=O)c4ccccc4)C3c3ccc(C(C)(C)C)cc3)sc2c1
ZINC13549015	CCc1ccc2nc(N3C(=O)C([O-])=C(C(=O)c4ccco4)C3c3cccc(OC)c3)sc2c1
ZINC22064870	CCOc1cc(/C=C2\SC(=S)N=C2[O-])ccc1OC(=O)c1ccccc1I
ZINC33481065	CCOc1cccc(C2C(C(=O)c3cccs3)=C([O-])C(=O)N2c2nc3ccc(Cl)cc3s2)c1
ZINC33551938	CCOc1cccc(C2C(C(=O)c3ccc(C)o3)=C([O-])C(=O)N2c2nc3ccc(C)cc3s2)c1
ZINC33591340	CCc1ccc(C2C(C(=O)c3ccc(OC)cc3)=C([O-])C(=O)N2c2nc3ccc(C)cc3s2)cc1
ZINC35421539	Cc1ccc2nc(N3C(=O)C([O-])=C(C(=O)/C=C/c4ccccc4)C3c3ccc(C(C)(C)C)cc3)sc2c1
ZINC35421576	COc1cccc(C2C(C(=O)/C=C/c3ccccc3)=C([O-])C(=O)N2c2nc3ccc(C)cc3s2)c1
ZINC09127893	CSc1nc([O-])cc(CSc2nnc(-c3ccc(C(C)(C)C)cc3)n2-c2ccccc2)n1
ZINC35693710	CC1=C(C(=O)OC(C)C)C(c2ccccc2)N2C(/C=C(\[O-])N(C)C3CCCCC3)=CSC2=N1
ZINC36071781	CC1=C(C(=O)OC(C)C)C(c2ccc(C(C)C)cc2)N2C(/C=C(\[O-])N3CCCC3)=CSC2=N1
ZINC36071782	CC1=C(C(=O)OC(C)C)C(c2ccc(C(C)C)cc2)N2C(/C=C(\[O-])N3CCCC3)=CSC2=N1
ZINC27429878	CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(ccn2Cc2cc(Cl)c(Cl)cc2C(=O)[O-])c1
ZINC09506907	CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(CC)cc4s3)C2c2ccccc2)cc1
ZINC09019884	CCCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCOC)C2c2cccc(Br)c2)cc1C
ZINC08894270	CCc1ccc2nc(N3C(=O)C([O-])=C(C(=O)c4ccco4)C3c3ccc(C(C)(C)C)cc3)sc2c1
ZINC08973690	CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(C)cc4s3)C2c2ccccc2)cc1
ZINC08973689	CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(C)cc4s3)C2c2ccccc2)cc1
ZINC21098076	Cc1cc([O-])c(C(c2ccccc2)N2CCN(c3ccccc3F)CC2)c(=O)n1Cc1ccco1
ZINC39850793	O=C([O-])c1ccc(/N=C2\SC(Cc3cccc(Cl)c3Cl)C(=O)N2CCc2ccccc2)cc1
ZINC39870001	CN(C1=NC(=O)/C(=C/c2ccccc2OCc2ccc(Cl)cc2)S1)c1ccccc1C(=O)[O-]
ZINC39997737	CC1Oc2ccccc2C=C1/C=C(C#N)/C([O-])=N/c1nnc(SCc2ccc(F)cc2)s1
ZINC40027535	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CC=C)C2c2cc(Br)ccc2OC)cc1C
ZINC46085313	Cc1ccccc1C1CC(c2c(C)nc3ccc(Cl)cc3c2-c2ccccc2)=NN1C(=O)CCC(=O)[O-]
ZINC49545542	O=C(c1cccs1)N1N=C(c2ccccc2[N-]S(=O)(=O)c2ccccc2)CC1c1cccs1
ZINC31084245	Cc1ccc(-c2nnc([S-])n2CCC(=O)/N=c2/sccn2Cc2ccccc2Cl)cc1
ZINC59105332	CCOC(=O)C1=C([O-])/C(=C/c2ccc(OCC)c(Br)c2)S/C1=N\c1ccc(C)cc1
ZINC59105456	CCO/C([O-])=C1\C(=O)/C(=C\c2cc(C)n(-c3ccc(C(C)(C)C)cc3)c2C)S\C1=N/c1ccc(C)cc1
ZINC59136327	C=CCc1cc(/C=C2/C(=O)N(c3ccccc3F)C(=S)N=C2[O-])ccc1OCc1ccc(Cl)cc1
ZINC59247468	CCO/C([O-])=C1\C(=O)/C(=C\c2cc(C)n(-c3ccc(C(C)(C)C)cc3)c2C)S\C1=N/c1ccc(OC)cc1
ZINC10186309	Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CSc2nc([O-])cc(-c3ccccc3)n2)cc1
ZINC59517179	O=[N+]([O-])c1ccc([O-])c(/C=N/c2ccc3nc(SCc4cccc(Br)c4)sc3c2)c1
ZINC59599999	C=CCOc1ccc(/C=C2/S/C(=N\c3cccc(C(=O)[O-])c3)N(C)C2=O)cc1Br
ZINC08738327	CCC(C)c1ccc(N2C(=O)/C(=C/c3cccn3Cc3c(Cl)cccc3Cl)C(=O)N=C2[O-])cc1
ZINC08738327	CCC(C)c1ccc(N2C(=O)N=C([O-])/C(=C\c3cccn3Cc3c(Cl)cccc3Cl)C2=O)cc1
ZINC39731134	CCOc1ccc(C2C3=C([O-])CCCC3=NC3=NC(SCc4ccccc4)=NC(=O)C32)cc1
ZINC09370662	CCOc1ccc(N2C(=O)C(=O)/C(=C([O-])\C=C\c3ccccc3)C2c2ccc(Br)cc2)cc1
ZINC09370662	CCOc1ccc(N2C(=O)C([O-])=C(C(=O)/C=C/c3ccccc3)C2c2ccc(Br)cc2)cc1
