ZINC00178939	NC(=O)c1c(NC(=O)c2cccnc2Cl)sc2c1CCCCC2
ZINC36313636	C=CC(C)(O)C[NH+](CCC(C)C)Cc1nc2sc3c(c2c(=O)[nH]1)CCCCC3
ZINC32587286	CC(C)C[NH+]1CC(NCc2ccc(F)c(F)c2)CC1C(=O)NCCc1ccccc1F
ZINC39654194	CCCC(C)C(=O)N1CC(C(=O)NCCc2ccc(CC)cc2)C2(CC[NH2+]CC2)C1
ZINC39667137	CCCCC(C)C(=O)N1CC(C(=O)NCCc2ccc(C)cc2C)C2(CC[NH2+]CC2)C1
ZINC39688697	CCCCC(C)C(=O)N1CC(C(=O)NC(C)Cc2ccc(F)cc2)C2(CC[NH2+]CC2)C1
ZINC39696215	CCCCC(C)C(=O)N1CC(C(=O)NC(C)c2ccc(CC)cc2)C2(CC[NH2+]CC2)C1
ZINC39916137	CCC(C)[NH2+]CC(O)COCCOc1c(F)cc(Br)cc1F
ZINC35745790	Cc1ccccc1-c1csc2nc(C[NH+](CC(C)C)CC(O)C(C)C)[nH]c(=O)c12
ZINC40373293	CC(C)c1ccc(OCCOCC(O)C[NH+]2C(C)(C)CC(O)CC2(C)C)cc1
ZINC40404645	C=CC[NH+](Cc1nc2scc(-c3ccc(Cl)cc3)c2c(=O)[nH]1)CC(O)CC
ZINC40744089	COc1cc(C[NH2+]CC(C)O)cc(Cl)c1OCc1ccc(Cl)c(Cl)c1
ZINC44164222	CCN(CC)c1ccc(C2CSCC(C(=O)NCCc3ccc(Cl)cc3)[NH2+]2)cc1
ZINC36032774	CCC(C)CN1C(=O)C(CC(C)C)[NH2+]C12CCN(C(=S)Nc1ccccc1F)CC2
ZINC51049608	CCCC(C)NC(=O)C1CCC[NH+](CC(=O)NCc2ccc(Cl)s2)C1
ZINC16241296	COc1ccccc1C(CNC(=S)Nc1cccc(Cl)c1C)[NH+]1CCCC1
ZINC59398942	NC(=O)COc1ccc(C2N(Cc3ccccc3)CCC[NH+]2Cc2ccccc2)cc1
ZINC13735375	CC[NH2+]CCCNCc1cc(Br)cc(OC)c1OCc1ccccc1
ZINC62254135	O=S(=O)(NCC1CCCO1)c1ccc(C[NH2+]Cc2ccc(Cl)cc2)cc1
ZINC62358417	CC[NH+](CC)C(CNS(=O)(=O)NC1CCCC1)c1ccc(Cl)cc1
ZINC64041620	COCC(C)NC(=S)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1Cl
ZINC64176543	CC(=O)NC(CC(=O)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1)c1cccs1
ZINC64697329	CC(=O)c1c(C)[nH]c(C(=O)C(C)NCC(C2=c3ccccc3=[NH+]C2)C2CC=CS2)c1C
ZINC54623659	CC(Cc1ccccc1F)NC(=O)NCc1cccc(OCC[NH+](C)C)c1
ZINC65933861	CCS(=O)(=O)NCC[NH2+]Cc1sc(Sc2ccccc2)nc1Cl
ZINC66343472	C[NH+](C)C(CNC(=O)NCC1CCN(c2ccc(F)cc2)C1)Cc1ccccc1
ZINC66389270	CC(C)CCNC(=O)C(C)[NH2+]CC1(c2cccc(Cl)c2)CCOCC1
ZINC66587024	CCC(C)NC(=O)C(C)[NH2+]Cc1cn(C(C)(C)C)nc1-c1ccccc1Cl
ZINC66967993	CCC[NH+]1Cc2cccc(NC(C)C(=O)Nc3ccccc3OC(F)F)c2C1
ZINC67010325	CNS(=O)(=O)c1cccc(C(C)[NH2+]Cc2cccc(OC(F)F)c2)c1
ZINC67120258	OC(C[NH2+]Cc1ccc(OC(F)F)c(Cl)c1)CN1CCc2ccccc2C1
ZINC67247973	CCN(CC)c1ccc(C[NH2+]C(C)c2ccc(S(=O)(=O)NC)cc2)cc1
ZINC67507095	COc1ccc(-c2n[nH]cc2C[NH2+]CC2CCCN(Cc3ccccc3)C2)cc1
ZINC04867700	CCOc1cc(C[NH2+]CCCO)cc(I)c1OC(C)C
ZINC05566162	C/C(=N/OCC(O)C[NH2+]CCSCc1ccccc1)c1ccccc1Cl
ZINC08253957	CCOc1cc(C[NH2+]CC(C)O)cc(Cl)c1OCc1ccc(Cl)cc1
ZINC00880663	Cc1cc2cc(CN(CC[NH+](C)C)C(=S)Nc3ccccc3)c(=O)[nH]c2cc1C
ZINC11664818	OCC1(CCCc2ccccc2)CC[NH+](Cc2c[nH]nc2-c2cccc(F)c2)CC1
ZINC12790101	CC(C)C(NC(=O)c1ccccc1Cl)C(=O)NCC(c1ccccc1Cl)[NH+](C)C
ZINC02806560	CC(C[NH+]1CCCCC1)NC(=S)Nc1cnn(Cc2ccc(Cl)cc2)c1
ZINC15348609	COc1ccc(C(CNC(=S)NCC2CCCO2)[NH+]2CCCCC2)cc1
ZINC19595445	CCCCSc1ncc(C[NH+]2CCCC2c2ccc(C(N)=O)s2)cn1
ZINC20119352	CCOCc1cc(C[NH+]2CCCC2c2ccc(C(N)=O)s2)ccc1OC
ZINC20153615	CC[NH+]1CCN(c2cc(C)c3cc(NC(=S)NCCC(C)C)ccc3n2)CC1
ZINC20873202	CCCCC[NH2+]Cc1cc(Br)ccc1OCC(=O)NC(C)(C)C
ZINC20874715	CCOc1cc(C[NH2+]CC(C)O)cc(Br)c1OCc1ccc(C)cc1
ZINC21698884	C[NH+](Cc1ccccc1NCC(=O)NC(C)(C#N)C1CC1)C1CCCCC1
ZINC23304895	Oc1cccc(CN2CC[NH+](CCOC(c3ccccc3)c3ccccc3)CC2)c1O
ZINC27369807	CCCOc1ccc(C(O)(CC[NH+]2CCCCC2)c2ccc(O)cc2)cc1
ZINC29504324	CCc1sc(C(=O)NCC(=O)NCC(c2ccccc2Cl)[NH+](C)C)cc1C
ZINC30555869	CC(C)C(NC(=O)c1ccccc1Cl)C(=O)NCc1ccccc1C[NH+]1CCCC1
ZINC32728119	CC(C)C(NC(=O)c1c(F)cccc1F)C(=O)NCC(c1cccc(F)c1)[NH+](C)C
ZINC35374618	CCC(C)CNC(=O)C1CSC2(CCN(C(=O)CC(C)CC(C)(C)C)CC2)[NH2+]1
ZINC35744418	CCCC(O)C[NH+](CCC(C)C)Cc1nc2sc3c(c2c(=O)[nH]1)CCC3
ZINC35744449	C=CCCC(O)C[NH+](Cc1nc2sc3c(c2c(=O)[nH]1)CCC3)CC(C)C
ZINC35745765	CCCC(O)C[NH+](Cc1nc2scc(-c3ccc(C)cc3)c2c(=O)[nH]1)C(C)C
ZINC36205130	C=CC[NH+](Cc1nc2sc3c(c2c(=O)[nH]1)CCC(C)C3)CC(O)CCC
ZINC36205425	CCC(O)C[NH+](Cc1nc2scc(-c3ccccc3Cl)c2c(=O)[nH]1)CC(C)C
ZINC19825606	Cc1cccc(NC(=S)N(CC[NH+](C)C)Cc2cc3cccc(C)c3[nH]c2=O)c1
ZINC39533532	CCOC1C[NH+](C(CNCc2ccccc2)c2ccc(CC(C)C)cc2)CCN1
ZINC39696216	CCCCC(C)C(=O)N1CC(C(=O)NC(C)c2ccc(CC)cc2)C2(CC[NH2+]CC2)C1
ZINC40404578	CC(C)C[NH+](Cc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)CC(O)C(C)C
ZINC40720999	CCOc1cc(C[NH2+]CCCCO)cc(Cl)c1OCc1ccc(Cl)cc1
ZINC40730582	CC(C)Oc1c(Br)cc(C[NH2+]CCOCCO)cc1Br
ZINC40733241	CCC(CO)[NH2+]Cc1cc(Br)c(OCc2cccc(C)c2)c(OC)c1
ZINC40743973	COc1cc(C[NH2+]CC(C)O)cc(Br)c1OCc1ccc(F)cc1Cl
ZINC40744318	CCOc1cc(C[NH2+]CCCCO)cc(Cl)c1OCc1cccc(C)c1
ZINC36028033	CCC(C)CN1C(=O)C(C(C)CC)[NH2+]C12CCN(C(=S)Nc1ccccc1F)CC2
ZINC36032775	CCC(C)CN1C(=O)C(CC(C)C)[NH2+]C12CCN(C(=S)Nc1ccccc1F)CC2
ZINC51050061	CCCC(C)NC(=O)C1CCC[NH+](CC(=O)NCc2ccc(CC)s2)C1
ZINC53402055	Cc1cc(OCC(O)C[NH+](C)CC(=O)NC2CC2)c(C(C)C)cc1Cl
ZINC23374570	COc1ccc(O)c(CN2CC[NH+](CCCc3ccccc3)C(CCO)C2)c1
ZINC54041598	COc1ccccc1C(CNC(=O)NC(c1ccccc1)C1CC1)[NH+](C)C
ZINC22803233	CC(/[NH+]=C(\[S-])NCCc1ccccc1)C(c1cccs1)N1CC[NH+](C)CC1
ZINC62252369	CC(C)(C)c1nc(C[NH2+]Cc2ccc(S(=O)(=O)NC3CC3)cc2)cs1
ZINC63301276	CCC(C)(C)NC(=O)C(C)[NH+]1CCC(C(=O)NCCc2cccs2)CC1
ZINC63664198	COc1ccc2c(c1)=C(CCNC(=S)Nc1ccc(C(F)(F)F)cc1)C(C)[NH+]=2
ZINC53500781	CC(C)(C)CC(=O)NCC(=O)NCC(c1c(F)cccc1Cl)[NH+]1CCCC1
ZINC54340893	CC[NH+](CC(=O)N(CCC(N)=O)c1ccc(F)cc1)C(C)c1ccc(F)cc1
ZINC66189278	CCC(C)[NH+](C)CCNC(=O)NCC1(c2ccc(Cl)cc2)CCOCC1
ZINC66697557	CCCN(Cc1ccccc1O)C(=O)NCC(c1cccc(F)c1)[NH+](C)C
ZINC66875718	O=C(C[NH+]1CCC(NC(=O)CC2CCCC2)CC1)NCCc1ccc(F)cc1
ZINC66988741	CNS(=O)(=O)c1cccc(C[NH2+]Cc2ccccc2OC2CCCC2)c1
ZINC04037743	CCCOC(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC04840288	CCCc1nc2c(o1)NC(N)=C(C#N)C2Cc1ccccc1
ZINC07982140	CC(Nc1ncnc2sccc12)C(O)c1ccc(O)cc1
ZINC11737021	CCOc1ccc(S(=O)(=O)NC(C)(C)C)cc1N
ZINC19897507	CC(C)Sc1nnc(CNc2ccccc2F)n1N
ZINC28355885	C#CCNC(=O)C(C)Sc1nc(N)c2ccsc2n1
ZINC35340111	CCC1CCCCN1c1ccc(S(=O)(=O)NC)cc1N
ZINC35734369	Cc1ccc(N)c(C)c1S(=O)(=O)NC(C)C1CCCO1
ZINC37026331	CCOc1ncccc1NC(C)c1cc(O)ccc1O
ZINC37293024	NC(=O)Cn1cc(NC2CCC3CCCCC3C2)cn1
ZINC37073575	CC(C)CCC(C)Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1
ZINC40347600	Cc1cc(N)c(S(=O)(=O)NCC2CCCOC2)cc1C
ZINC40378752	CC(C)CC(=O)Nc1cc(S(N)(=O)=O)ccc1Cl
ZINC42142781	CC(Sc1nc2ccc(N)cc2o1)C(=O)NC(C)(C)C
ZINC42170776	O=C(CC1CCC[NH2+]1)Nc1cccc(F)c1C(=O)[O-]
ZINC42459103	CC(CN(C)C(=O)c1cc(Cl)ccc1Cl)/C(N)=N/O
ZINC42501555	Nc1cc2c(cc1N(CCO)C1CCCCC1)OCCO2
ZINC42578100	CC(C)CC(C)N(C)c1cc2c(cc1N)OCC(=O)N2
ZINC42812702	Cc1ccc(N)c(C)c1S(=O)(=O)NCC1CCCCO1
ZINC43446932	CC(C)OC(=O)CSc1nc2ccc(N)cc2[nH]1
ZINC43474749	CC(C)Oc1nc(Oc2cccc(CO)c2)ccc1N
ZINC43475732	Cc1nnc(Oc2cccc(CO)c2)c(C(N)=S)c1C
ZINC44785313	CC(C)C(C)N(C)C(=O)C1(/C(N)=N/O)CCCCC1
ZINC44874004	CCCC(C(=O)N(C)C1CCCC(C)C1)/C(N)=N/O
ZINC44882676	CCC(C(=O)N(CC)c1cccc(F)c1)/C(N)=N/O
ZINC45681250	Cc1ccc(C(N)=O)c(OCC(=O)NC2CCCC2)c1
ZINC46903118	CCNC(=O)NCCNc1ncc(Cl)cc1Cl
ZINC48258417	CC(C/C(N)=N/O)Oc1cccc2c1OC(C)(C)C2
ZINC48512420	CCC(C)N(C)C(=O)Nc1cc(C(N)=O)cc(F)c1C
ZINC48823827	CCC1CCCCC1NC(=O)CNC(=O)NC1CC1
ZINC49150235	O=C(NNC(=O)C1CCCCC1C(F)(F)F)NC1CC1
ZINC49468160	CC(C)NC(=O)NNC(=O)C1(c2cccc(Cl)c2)CC1
ZINC49584571	Nc1cc2c(cc1OCCc1cccs1)NC(=O)CO2
ZINC50268217	Cc1cc(S(N)(=O)=O)cc(NCC2CCC=CO2)c1C
ZINC50309793	CC(C)c1[nH]nc(C(=O)N(C)Cc2cccc(F)c2)c1N
ZINC50322374	CCCc1[nH]nc(C(=O)N2CCCC(CC)C2)c1N
ZINC50986747	COc1ccc(C2[NH+]=C(C)N(C(C)C)C2=[NH2+])cc1OC
ZINC51149115	CC1CC(OCc2nnsc2NN)CC(C)(C)C1
ZINC51149960	CCC1CCCCC1OCc1c(C)nn(C)c1NN
ZINC51700650	COCc1cc(NN)nc(-c2cc(F)cc(F)c2)n1
ZINC52731715	NNc1ncccc1CSc1ncnc2ccccc12
ZINC53035650	Cc1ccc(CNS(=O)(=O)c2c(N)ccc(C)c2C)o1
ZINC50648848	CCc1ccccc1[N-]S(=O)(=O)c1cc[nH+]c(N)c1
ZINC57930677	CCC1Nc2cc(C)c(C)cc2N(CC(O)CO)C1=O
ZINC58053990	CC(C)COc1ccc(-c2nc(CN)cc(=O)[nH]2)cc1
ZINC60280285	COc1cccc(C2[NH+]=C(C3CC3)N(C)C2=[NH2+])c1OC
ZINC61317978	C[NH2+]C(C)(C)C(=O)Nc1cc(Cl)ccc1C(=O)[O-]
ZINC61587858	COc1ccc(S(N)(=O)=O)cc1NC1CCCSC1
ZINC62960546	CCCC(C(=O)N1CCC(C)(CC)CC1)/C(N)=N/O
ZINC63091634	CC(C/C(N)=N/O)N(C)C(=O)c1cc2ccccc2s1
ZINC04174623	OCC(O)C(O)C(O)C(O)C1SC(c2ccccc2)=NN1c1ccccc1
ZINC04534184	OCC1OC(Oc2c[nH]c3ccc(Br)cc23)C(O)C(O)C1O
ZINC03548703	NC(=O)NC(=O)CSc1nc(N)c2c3c(sc2n1)CCCC3
ZINC06677874	Nc1nc(N)c(S(=O)(=O)c2ccccc2)c(NC2CCCCC2)n1
ZINC09970258	CC1(CO)OC(C)(Oc2ccc(O)cc2)C(C)(O)C(C)(O)C1(C)O
ZINC12254593	Nc1nc(N)nc(SC(C(=O)NC2CC2)c2ccc(F)cc2)n1
ZINC12562609	CC1CCCCC1NC(=O)CSc1nc2c(=O)[nH]c(N)nc2[nH]1
ZINC12895714	CC(Sc1nnc(N)s1)C(=O)Nc1sccc1C(N)=O
ZINC15085585	Nc1cc(N)nc(SCc2nc3ccc(Br)cc3c(=O)[nH]2)n1
ZINC15495066	Cc1ccc(NC(=O)C(C)SCc2nc(N)nc(N)n2)c(C)c1
ZINC19220705	CC1CCCC(NC(=O)CSCc2nc(N)nc(N)n2)C1C
ZINC22645395	Nc1nc(SCC(=O)NCc2cccc(NC(=O)C3CC3)c2)n[nH]1
ZINC25257103	CC(NC(N)=O)C(=O)NNC(=O)c1cc(Cl)ccc1Cl
ZINC28071444	NC(=O)c1cc(NCC(=O)NC(=O)NC2CC2)ccc1Cl
ZINC31163638	Cc1cc(O)c(C(C)C)cc1OC1OC(CO)C(O)C(O)C1O
ZINC37538953	CC1CCC2(C)C(CC(O)C(O)C2(O)CO)C1(C)CCC1=CC(O)OC1=O
ZINC05808789	NNC(=S)NN/C(CC1OC(=O)c2ccccc21)=C1/C=CC=CC1=O
ZINC39007611	CC1=CC(C2NNC(SCC(=O)Nc3ccc(F)cc3F)N2N)N=N1
ZINC38995919	CC1=CC(C2NNC(SCC(=O)NC3CCCCC3)N2N)N=N1
ZINC10715778	Cc1cc(C)c(NC(=O)CNC(=O)CSc2n[nH]c(N)n2)c(C)c1
ZINC40687089	Nc1c(NCC2CCCO2)ncnc1NNC(=O)c1ccccc1Cl
ZINC40781798	Nc1c(NNC(=O)c2ccco2)ncnc1Nc1cccc(Cl)c1
ZINC40794865	Nc1c(NNC(=O)C(c2ccccc2)c2ccccc2)nc[nH]c1=O
ZINC41740377	NC(=O)c1cc(NC(=O)C(=O)NCC(O)c2ccc(F)c(F)c2)ccc1Cl
ZINC42388110	CCN(CC(=O)NC(C)C)c1cc(N)cc(S(N)(=O)=O)c1
ZINC44990285	CC(Sc1nc(N)nc2[nH]cnc12)C(=O)NCC1CCCCC1O
ZINC49244057	NS(=O)(=O)c1ccc(CCNC(=O)NCC(O)c2ccc(F)c(F)c2)cc1
ZINC52010953	NNc1ncc(Br)cc1S(=O)(=O)NC1CCCCC1O
ZINC55186037	CC(NC(=O)c1csc(N)n1)c1ccc(S(N)(=O)=O)cc1
ZINC56014539	CNC(=O)NC(C)(C)C(=O)NC(C)c1ccc2[nH]c(=O)[nH]c2c1
ZINC56229261	CC(SCc1nc(N)nc(N)n1)C(=O)NC1CCCC(C)C1C
ZINC56835703	CC(COc1ccccc1C(F)(F)F)NC(=O)NNC(N)=O
ZINC58868105	O=C(CNC(=O)NC1CC1)NNC(=S)Nc1ccc(F)cc1F
ZINC58903695	Cc1nn(-c2ccccc2)c2c1C(c1ccc[nH]1)C(C(N)=O)=C(N)O2
ZINC59461803	Cc1nn(C(N)=S)c(O)c1C(c1ccc(Cl)cc1)C(C#N)C(N)=O
ZINC39180288	OCC(O)C(O)C(O)C(O)C1SC(c2ccccc2)=NN1c1ccccc1
ZINC60380654	CC(C)C(OC(=O)c1cc(N)ccc1Cl)C(=O)NC(N)=O
ZINC61596288	CC(C)n1c(Sc2cc(C(N)=O)c(N)cc2F)n[nH]c1=O
ZINC62206613	NC(=O)c1cc(NC(=O)C(=O)NCC(O)c2ccc(Cl)cc2)ccc1F
ZINC63244764	Cc1cc(C)c(S(N)(=O)=O)cc1C(=O)NNC(=O)NCC(C)C
ZINC63456250	CCC(C)(C)NC(=O)CO/N=C(/N)C1=C(N)C2(CCCC2)N(C)C1=O
ZINC58309615	Cc1ccc(-c2nc(C)c(C(=O)NC(C(N)=O)C(N)=O)s2)c(C)c1
ZINC20001989	COc1ccc(O)c(C(c2c(O)n[nH]c2C)c2c(C)n[nH]c2O)c1
ZINC65429848	Cc1ccc2cc(CN3CCN(c4cc(N)nc(N)n4)CC3)c(=O)[nH]c2c1
ZINC65513872	CC(C)c1nnc(NC(=O)NC(C)c2ccc(NC(N)=O)cc2)s1
ZINC65964914	Nc1nc(N)nc(CN2CCC(C(=O)NC3CCCCC3)CC2)n1
ZINC66427448	Cc1ccccc1C(CC(=O)NCc1nc(-c2cccs2)n[nH]1)NC(N)=O
ZINC66923020	Cc1ccccc1C(CC(=O)NC(C)C(=O)NC(C)(C)C)NC(N)=O
ZINC67415055	Cc1c(NC(=O)C(=O)NC2C3CCCC2C[NH+](C2CC2)C3)cccc1C(N)=O
ZINC67415081	NC(=O)Cc1ccc(NC(=O)C(=O)NC2C3CCCC2C[NH+](C2CC2)C3)cc1
ZINC00917086	CCOc1ccc2nc3sc(C(=O)Nc4ncc(C)s4)c(N)c3cc2c1
ZINC03295154	CC(C)(C)NC(=O)CSc1nnc(Cc2cccc3ccccc23)n1N
ZINC00758712	CCOC(=O)C1=C(N)Oc2[nH]nc(C)c2C1c1ccc(Cl)cc1Cl
ZINC05523951	CCOC(=O)C1C(c2ccc(Cl)cc2Cl)NC(=O)NC1(O)C(F)(F)F
ZINC03453479	CC1CCc2c(sc3ncnc(NCCc4ccc(S(N)(=O)=O)cc4)c23)C1
ZINC08216744	CC(Sc1nnc(N)s1)c1nc2scc(-c3ccccc3)c2c(=O)[nH]1
ZINC12181732	Cc1ccc(-c2cc(N)c(=O)n(CC(=O)NC3CCCCCCC3)n2)s1
ZINC23580905	Cc1ccc(-c2cc(C(=O)N3CCCC3c3ccc(C(N)=O)s3)[nH]n2)cc1
ZINC23701370	NC(=O)NC(=O)C(c1ccccc1)N1CCN(c2cccc(C(F)(F)F)c2)CC1
ZINC32323386	Cc1nnc(SC(C(=O)Nc2cc(Cl)ccc2Cl)C(C)C)n1N
ZINC32931479	CCCc1cc(C(=O)Nc2cccc(C3(C)NC(=O)NC3=O)c2)sc1C
ZINC36625688	Cc1cccc(Nn2c(N)nn(CC(=O)c3ccc(C)c(Cl)c3)c2=S)c1
ZINC36625691	Cc1cccc(Nn2c(N)nn(CC(=O)c3ccc(F)c(Cl)c3)c2=S)c1
ZINC14638651	C=C(C)/C=C/c1ccc2c(c1O)C(O)(c1ccc(OC)cc1)C(OC)C(=O)N2
ZINC39426547	CC1CCc2c(sc(NC(=O)C(C)Sc3nnc(N)s3)c2C#N)C1
ZINC39530007	CC(C)S(=O)(=O)C1CN(c2ccc(O)cc2-c2ccccc2O)CCN1
ZINC39543683	CCOC1=C2Nc3ccccc3C[NH+]2C(C(=O)N(CC)c2ccccc2O)C1
ZINC32911262	CC(C)C(C)NC(=O)COC(=O)c1nc(Cl)c(Cl)c(N)c1Cl
ZINC39991970	CNC(=O)c1c(NC(=O)/C(C#N)=C/c2cccc(O)c2)sc2c1CCCC2
ZINC34889335	CC1(C)C2CCC1(C)C(NC(=O)CSc1nnc(-c3cccs3)n1N)C2
ZINC44452962	CC(=O)NNC(=O)c1c(NC(=O)c2ccc(C)cc2C)sc2c1CCCCC2
ZINC47894293	O=C(Nc1cccc(N2CCNC2=O)c1)NC1CCCC(C(F)(F)F)C1
ZINC48141755	CC(C)CNC(=O)c1ccc(NC(=O)NC(C)C2CCCO2)cc1Cl
ZINC48141758	CC(C)CNC(=O)c1ccc(NC(=O)NC(C)C2CCCO2)cc1Cl
ZINC48636665	O=C(Nc1ccc(F)c(NC(=O)C2CCCCC2)c1)C(=O)NC1CCCC1
ZINC51714645	NC(=O)C1CN(C(=O)NC(Cc2cccc(F)c2)c2cccc(F)c2)CCO1
ZINC52283784	CC1Cc2cc(S(N)(=O)=O)ccc2N1CC(=O)NCc1ccc(Cl)s1
ZINC53850676	CC(NC(=O)COc1cccc(Br)c1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC11916400	Cc1ccc(O)c(-c2n[nH]c3c2C(c2ccccc2F)N(CCCO)C3=O)c1
ZINC08573198	Cc1cc(C)c(O)c(-c2n[nH]c3c2C(c2ccc(F)cc2)N(CCO)C3=O)c1
ZINC56710632	Cc1cc(OCC(N)=O)ccc1NC(=O)N(C)Cc1ccc(Cl)s1
ZINC56828064	CC(=O)Nc1cccc2c1CCN(C(=O)NC(C)CCc1ccc(O)cc1)C2
ZINC60582930	CC(Sc1nc(N)c(C#N)cc1C#N)C(=O)NC12CC3CC(CC(C3)C1)C2
ZINC22728377	COc1ccc(/N=C/c2cc(Br)ccc2O)cc1S(N)(=O)=O
ZINC32074630	COc1cccc(C2CC(O)=Nc3nc(N)sc32)c1OCc1cccc(F)c1
ZINC32074630	COc1cccc(C2CC(=O)Nc3nc(N)sc32)c1OCc1cccc(F)c1
ZINC63259981	CNC(=O)C1CCC(NC(=O)c2sc(NC(=O)C(C)(C)C)cc2C)CC1
ZINC63822467	O=C(NC1Nc2ccc(OC(F)(F)F)cc2S1)c1cc(=O)[nH]c2ccccc12
ZINC50550523	O=C(NNc1ccc(Cl)cc1Cl)C(=O)Nc1cccc2ncccc12
ZINC65500979	Cc1cc(C(C)NC(=O)NNC(=O)c2cc3c(s2)CCCCC3)c(C)o1
ZINC66135916	CCc1ccc(OCc2nc(N)nc(C)c2C(=O)NC)c(Br)c1
ZINC66240500	CC(NC(=O)c1ccc(-n2ncc(C#N)c2N)cc1)c1ccc(Cl)s1
ZINC66241218	CC(NC(=O)c1ccc(-n2ncc(C#N)c2N)cc1)c1ccccc1C(F)(F)F
ZINC66571985	CC(=O)NC12CC3CC(C1)CC(C(=O)NNC(=O)CC1CCCCC1)(C3)C2
ZINC66907907	CC(NC(=O)NCC1(O)CCCc2ccccc21)c1ccc(-n2ccnc2)cc1
ZINC67063452	CC(NC(=O)NCC1(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)NC(=O)CO2
ZINC67104359	CC(C)CCC(=O)NNC(=O)N1CC=C(c2c[nH]c3cc(F)ccc23)CC1
ZINC67250575	CNS(=O)(=O)c1cccc(C(C)NC(=O)Nc2cccc(Cl)c2C)c1
ZINC67270427	Cc1cc(S(N)(=O)=O)sc1C(=O)Nc1cc(Cl)ccc1N(C)C
ZINC67381235	CNS(=O)(=O)c1cccc(C(C)NC(=O)NC2CCCC(C)C2C)c1
ZINC67472772	Cc1c(C2CCOC(C)(C)C2)nc(N)c(C#N)c1-c1ccccc1OCCO
ZINC00671033	CCOC(=O)COc1cc(Br)c(/C=C2/C(=O)NC(=O)N(c3ccc(C)cc3)C2=O)cc1OC
ZINC08789549	CCOC(=O)C1CCN(c2ccc3c(cc2=O)C(NC(C)=O)CCc2cc(OC)c(OC)c(OC)c2-3)CC1
ZINC08925222	CCOC(=O)c1c(NC(=O)CSc2nnc(C3COc4ccccc4O3)o2)sc2c1CCC(C)C2
ZINC09080808	CN(C)c1ccc(C(CNS(=O)(=O)C2CCS(=O)(=O)C2)S(=O)(=O)c2ccc(Cl)cc2)cc1
ZINC09105341	O=S(=O)(Cc1ccccc1Cl)NCC(c1cccs1)S(=O)(=O)c1ccc2c(c1)OCCO2
ZINC09184792	Cc1ccc(S(=O)(=O)c2nc(S(=O)(=O)c3ccc(C)cc3)c(NCCCn3ccnc3)s2)cc1
ZINC09381019	CCS(=O)(=O)Nc1cccc(C2=NN(S(=O)(=O)c3ccc(OC)cc3)C(c3cccc(F)c3)C2)c1
ZINC09763266	CCNC(=O)C1CC(=O)N(Cc2cc(F)c(F)c(F)c2F)/C(=N/c2ccc(C(=O)OCC)cc2)S1
ZINC09925683	CC(C)CCOC(=O)CC1C(=O)NCCN1C(=O)c1ccc(OCC2CCCO2)c(Br)c1
ZINC12071330	O=C(COc1ccc(Cl)cc1)NCCn1ncc2c(=O)n(Cc3ccc(Br)cc3)cnc21
ZINC12483358	Cc1ccccc1CCN(C(=O)Cn1nnc2ccccc21)C(C(=O)NCC1CCCO1)c1ccccc1F
ZINC08918549	CCOc1c(OC)cccc1C1CN2C(=O)CN(CCCn3ccnc3)C(=O)C2(C)c2[nH]c3ccccc3c21
ZINC13679603	CCN(CC)C(=O)c1ccccc1NC(=O)C1CCN(S(=O)(=O)Cc2c(Cl)cccc2Cl)CC1
ZINC15000357	COc1cc(CN(C2CCCCNC2=O)S(=O)(=O)c2ccc(F)cc2)ccc1OCCc1ccccn1
ZINC16651235	Cc1ccc(CN(Cc2ccc(F)cc2)C(=O)CN(CC2CCCO2)C(=O)Nc2ccc(F)cc2F)o1
ZINC16734782	COc1cc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C(O)C(=O)N2CC2CCCO2)cc(OC)c1OC
ZINC06407834	COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OCCOC(C)C)C3c2ccc(C)o2)cc1OC
ZINC19973121	COCCn1nnnc1C(c1cc2cccc(C)c2[nH]c1=O)N(Cc1ccccc1)Cc1ccc(F)cc1
ZINC20082723	Cc1ccc2cc(C(c3nnnn3Cc3ccccc3)N(Cc3ccco3)Cc3cccs3)c(=O)[nH]c2c1
ZINC08818107	Cc1c(C(=O)C2=C([O-])C(=O)N(CCC[NH+](C)C)C2c2ccc(Cl)c(Cl)c2)cnn1-c1ccccc1
ZINC20280719	CCOc1ccc(C2C(C(=O)c3ccc(OC(C)C)cc3)=C([O-])C(=O)N2CCC[NH+](C)C)cc1OCC
ZINC09963406	CSc1ccc(CCNC(=O)CN2C(=O)COc3ccc(S(=O)(=O)N4CC(C)CC(C)C4)cc32)cc1
ZINC20519235	CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CC[NH+](C)C)cc1OCC
