ZINC06680090	CCNC(=O)c1cc(S(=O)(=O)NCC(=O)[O-])c(C)s1
ZINC41042124	Cc1n[nH]c(SC/C(N)=N/O)n1
ZINC42163115	NC(=O)NC(=O)CC[NH+]1CCCC1CC(=O)[O-]
ZINC42204334	COC(=O)C(C)NC(=O)C(C)NC(N)=O
ZINC42420450	CC(C)N(CC(=O)[O-])C(=O)NCC[NH3+]
ZINC42426510	CNC(=O)C1CCCCN1C(=O)NN
ZINC42489501	CNC(=O)C1CCN(C(=O)NN)CC1
ZINC42844328	CCC(C)NC(=O)NNC(=O)C(=O)NC1CC1
ZINC44931209	CCC(C[NH3+])C(=O)NCc1nnn[n-]1
ZINC44932674	CC([NH3+])CC(=O)NCc1nnn[n-]1
ZINC44996047	Cc1noc(CNC(=S)NN)n1
ZINC49144828	COC(=O)NCC(=O)NNC(=O)NC1CC1
ZINC49467723	COC(=O)NCC(=O)NNC(=O)NC(C)C
ZINC50753217	CNc1ccc(C(=O)NCCC(N)=O)nn1
ZINC51152314	Cc1cc(NN)nc(-c2nc[nH]n2)n1
ZINC52044168	CC(C)NC(=[NH2+])NCc1nnn[n-]1
ZINC52048347	[NH2+]=C(NCc1nnn[n-]1)NC1CCCC1
ZINC52834185	CS(=O)(=O)CCCN/C(N)=N/O
ZINC52834710	CNC(=O)C1CCCN1/C(N)=N/O
ZINC52834713	CNC(=O)C1CCCN1/C(N)=N/O
ZINC54155993	N/C(CCNS(=O)(=O)N1CCCC1)=N/O
ZINC54417570	CN(CC[NH3+])C(=O)c1cc(=O)[nH]c([O-])n1
ZINC18129970	C=CC(=O)NC(O)C(O)NC(=O)C=C
ZINC58839473	NNC(=O)CCNc1cccc([N+](=O)[O-])c1
ZINC58854393	NNC(=O)CCC(=O)NCc1ccco1
ZINC59204704	CCOC(=O)C/C(C)=N/N=C(N)N
ZINC62812235	Nc1c[nH]nc1C(=O)Nc1cnoc1
ZINC62947394	Nc1cncc(-c2n[nH]c(=O)[nH]2)c1
ZINC02226436	CCCCn1c(NNC=O)nc2c1c(=O)[nH]c(=O)n2C
ZINC01532218	COC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(C)=O
ZINC04533927	COC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(C)=O
ZINC07436552	CC(C)NC(=O)C(=O)NNC(=O)CN1CCSC1=O
ZINC08503869	CCCNC(=O)NC(=O)CSc1n[nH]c(=O)n1C1CC1
ZINC05264138	CCOC(=O)C/C(C)=N/Nc1n[nH]c(=O)[nH]c1=O
ZINC13735711	COCCCNC(=O)C(=O)Nc1n[nH]c2nc(C)ccc12
ZINC15443024	CC(C)(C)OC(=O)NCC(=O)N1CCN(C(N)=O)CC1
ZINC24480663	Cc1[nH]c(=O)[nH]c(=O)c1CCC(=O)Nc1ccn(C)n1
ZINC29018187	O=C1CN(NC(=O)CCNC(=O)c2ccco2)C(=O)N1
ZINC16977309	CCOC(=O)C(=O)/C(=C\NC(N)=O)C(=O)OCC
ZINC36746404	CC(=O)NCCNc1cc2c(cc1[N+](=O)[O-])OCC(=O)N2
ZINC36817955	COC(=O)C(CO)NS(=O)(=O)c1sc(=O)[nH]c1C
ZINC37527470	COC(=O)c1ccc(NCCS(N)(=O)=O)nn1
ZINC37598398	O=C([O-])C[NH+](CC(=O)NC(=O)NCc1ccco1)C1CC1
ZINC36214102	COCCNC(=O)NCC(=O)NCCN1CCOCC1
ZINC40288146	CN1C(=O)COc2ccc(NC(=O)C(=O)NCCO)cc21
ZINC40429568	COC(=O)CCNC(=O)CCc1c(C)[nH]c(=O)[nH]c1=O
ZINC40507977	O=C(NCC(=O)N1CCNCC1)c1ccc([N+](=O)[O-])[nH]1
ZINC40571238	CNC(=O)CNC(=O)N1CC[NH+](CCC(=O)[O-])CC1
ZINC40673427	C[NH+]1CCCC(NS(=O)(=O)c2n[nH]cc2C(=O)[O-])C1
ZINC40768945	CNC(=O)CNC(=O)CNC(=O)c1cc(C)nn1C
ZINC42253646	CC(Cn1cccn1)Nc1n[nH]c(=O)[nH]c1=O
ZINC42319496	COC(=O)C(C)NC(=O)CCc1c(C)[nH]c(=O)[nH]c1=O
ZINC44349951	O=C(NNC(=O)c1csc([N+](=O)[O-])c1)C(=O)NC1CC1
ZINC44928158	CC([NH2+]Cc1nnn[n-]1)c1ccc2c(c1)NC(=O)CO2
ZINC44934275	C[NH2+]C(C)c1ccc(S(=O)(=O)NCc2nnn[n-]2)cc1
ZINC44934829	CC[NH2+]CCS(=O)(=O)NC(C)c1nnn[n-]1
ZINC44934840	CC(NS(=O)(=O)CCC1CCCC[NH2+]1)c1nnn[n-]1
ZINC44934843	CC(NS(=O)(=O)CCC1CCCC[NH2+]1)c1nnn[n-]1
ZINC45014053	CNC(=O)CCNC(=O)N1CC[NH+](CCC(=O)[O-])CC1
ZINC47529702	Cc1[nH]c(=O)[nH]c(=O)c1CCC(=O)Nc1cnn(C)c1
ZINC49032945	CS(=O)(=O)NCC(=O)Nc1ccc2oc(=O)[nH]c2c1
ZINC49039324	COCC(C)N(C)C(=O)NC(Cc1c[nH+]c[nH]1)C(=O)[O-]
ZINC49119705	CC(C)OCC(=O)NNC(=O)NC1CCS(=O)(=O)C1
ZINC49160963	CC(C)CCNC(=O)NNC(=O)CN(C)S(C)(=O)=O
ZINC49164845	CCNC(=O)NNC(=O)C1CCCN(S(C)(=O)=O)C1
ZINC49165453	CCNC(=O)NNC(=O)C1CCCCN1S(C)(=O)=O
ZINC49167323	COCCCNC(=O)NNC(=O)C1CC1[N+](=O)[O-]
ZINC49183847	O=C(CCN1C(=O)CCC1=O)NNC(=O)NCC1CC1
ZINC49443520	CC(NS(=O)(=O)c1cn[nH]c1)C(=O)NCc1ccco1
ZINC51127394	COC1CCN(C(=O)c2ccc(NN)c([N+](=O)[O-])c2)CC1
ZINC54108823	CC[NH+](C)CCNC(=O)NC(=O)COCC(=O)[O-]
ZINC49475399	O=C(NCc1noc(-c2ccco2)n1)c1n[nH]c(=O)[nH]1
ZINC17121856	NC(=O)COC(=O)CCCN1C(=O)NC2(CCCC2)C1=O
ZINC39470733	CC1=NONC1NC(=O)CSc1cn[nH]n1
ZINC65191325	CCNC(=O)NNC(=O)CN1C(=O)C2CCCCC2C1=O
ZINC66655267	CCOCC(=O)NNC(=O)CNC(=O)c1ccoc1C
ZINC67066880	Cc1noc(CCCNC(=O)NC2CCCCNC2=O)n1
ZINC07143778	C#CCNC(=O)Cn1nnc(-c2ccc(C(N)=O)cc2)n1
ZINC03897368	S=C1NCCOCCNC(=S)NCCOCCN1
ZINC05480748	CC(NNC(N)=O)=C1C(=O)CC(C)(C)CC1=O
ZINC03885329	Nc1ccc(S(=O)(=O)N2CCOCC2)cc1N
ZINC06759662	COC(=O)c1c(NC(=O)NN)sc2c1CCC2
ZINC09970408	COC1(C)OC(C)(CO)C(C)(O)C(C)(O)C1(C)O
ZINC09970414	COC1(C)C(C)(O)C(O)OC(C)(CO)C1(C)O
ZINC14555943	OC1C(O)C(O)C2OC3(CCCCC3)OC2C1O
ZINC00184916	Nn1c(=O)[nH]c2c([nH]c3ccc(F)cc32)c1=O
ZINC16848328	C=CCn1c(O)c(/C(C)=N/N)c(=O)[nH]c1=S
ZINC20160796	S=C1NCN(CCN2CNC(=S)NC2)CN1
ZINC20483936	N/C(=N\O)c1ccc(Sc2nccc(=O)[nH]2)cc1
ZINC27549276	NC(=O)CN1CCc2cc(S(N)(=O)=O)ccc21
ZINC31890687	CC1(C)Nc2ccc(S(N)(=O)=O)cc2NC1=O
ZINC35763509	Nc1ccc(S(=O)(=O)Nc2cn[nH]c2)cc1
ZINC06694524	O=C1NC(=S)NC(=O)C1=CNc1cccc(O)c1
ZINC39279699	CC1NNC(SCc2cc(=O)[nH]c(=O)[nH]2)S1
ZINC39281261	CC1(C)C2(C(N)=O)CCC1(C)C1(C2)NC(=O)NC1=O
ZINC40321032	Nc1cc(N)cc(C(=O)N2CCN(C(=O)C3CC3)CC2)c1
ZINC40329449	CN(C)C(=O)N1CCN(C(=O)c2ccc(N)cc2N)CC1
ZINC40383619	NC(=O)N1CCc2cc(S(N)(=O)=O)ccc21
ZINC44022696	Cn1c(=O)cc(Nc2ccc(C(N)=O)cc2)[nH]c1=O
ZINC44784182	N/C(=N/O)C1(C(=O)NC2CCS(=O)(=O)C2)CCCC1
ZINC45922564	NNC(=O)Nc1nnc(C2CCCCC2)s1
ZINC45953363	NC(=O)c1ccc(N2CC(C(N)=O)CC2=O)c(Cl)c1
ZINC48277912	Nc1ccc2[nH]nc(C(=O)NCc3ccncc3)c2c1
ZINC48498707	CNC(=O)C(=O)Nc1ccc(Cl)c(C(N)=O)c1
ZINC48843586	[NH3+]C1CCCCC1NC(=O)N1CCCCC1C(=O)[O-]
ZINC49096502	CC(Nc1cc2c(cc1N)CC(=O)N2)C(=O)N(C)C
ZINC49776857	CNC(=O)C1CCCC[NH+]1C1N=C(C)N=C1N
ZINC50244617	[NH3+]C1CCN(C(=O)NC2(C(=O)[O-])CCCCCC2)C1
ZINC50251080	[NH3+]CC1CCN(C(=O)NC2(C(=O)[O-])CCCCC2)C1
ZINC50251349	[NH3+]CC1CCN(C(=O)NC2(C(=O)[O-])CCCCCC2)C1
ZINC00501803	O=C1c2ccccc2C2(O)Nc3nonc3NC12O
ZINC00501804	O=C1c2ccccc2C2(O)Nc3nonc3NC12O
ZINC50397201	Nc1cc(S(=O)(=O)NC2CCCNC2=O)ccc1F
ZINC51088968	NNc1ccc(C(=O)NC2CCS(=O)(=O)C2)cc1
ZINC51090472	NNc1ccc(C(=O)NC2CCS(=O)(=O)CC2)cc1
ZINC51996288	NC(=O)N1CCCC(C(=O)NC2CCCCC2O)C1
ZINC52298092	CC1CC1NC(=O)C1(/C(N)=N/O)CCOCC1
ZINC53006153	Cc1ccc(NN)c(C(=O)NC2CCS(=O)(=O)C2)c1
ZINC53068058	NC(=O)N1CCCC(C(=O)NC2(CO)CCCC2)C1
ZINC53200960	[NH3+]C1CCCN(C(=O)Nc2ccccc2CC(=O)[O-])C1
ZINC37933956	CC1CN(c2cc(N)cc(S(N)(=O)=O)c2)CC(C)O1
ZINC51120882	NNc1ccc(C(=O)N2CCCC(O)C2)cc1[N+](=O)[O-]
ZINC61916698	CC1CN(c2cc(N)cc(S(N)(=O)=O)c2)CCCO1
ZINC62102246	NNc1ncc(C(=O)N2CCNC(=O)CC2)cc1Cl
ZINC62243267	N/C(=N/O)c1cc(NC(=O)C2CCCOC2)ccc1F
ZINC62832369	Nc1ccc2[nH]cc(C(=O)NC3CCS(=O)(=O)C3)c2c1
ZINC62947083	[NH3+]C1CCCC(C(=O)Nc2cncc(C(=O)[O-])c2)C1
ZINC63193276	CC([NH3+])C1CCCCN1C(=O)c1cc([O-])[nH]c(=O)c1
ZINC00125901	CNC(=O)NNC(=O)CC1Sc2ccccc2NC1=O
ZINC05464362	CC12CCC/C(=N\NC(N)=S)C1C(=O)NC(=O)C2
ZINC04369529	Nc1cc(S(N)(=O)=O)ccc1N1CCOCC1
ZINC09915625	CCOC1(C)OC(C)(CO)C(C)(O)C(C)(O)C1(C)O
ZINC04904640	COc1ccc2c(=O)c(C(=O)NN)c[nH]c2c1
ZINC06863164	O=C1NC(=O)C(=NNc2ccc(O)cc2)C(=O)N1
ZINC21523270	Cc1cccc2c(=O)c(NC(=O)NCCO)c[nH]c12
ZINC31944273	Cc1c(C(N)=O)sc2nc(C)n(CC(N)=S)c(=O)c12
ZINC33028050	NC(=O)C1CCN(C(=O)c2ccc(N)c([N+](=O)[O-])c2)CC1
ZINC37471508	Cc1cc([N-]S(=O)(=O)c2c[nH+][nH]c2N)on1
ZINC37745281	[NH3+]CC#Cc1cc(F)ccc1[N-]S(=O)(=O)c1cn[nH]c1
ZINC37933957	CC1CN(c2cc(N)cc(S(N)(=O)=O)c2)CC(C)O1
ZINC37934334	Cn1ccnc1Sc1cc(N)cc(S(N)(=O)=O)c1
ZINC39279700	CC1NNC(SCc2cc(=O)[nH]c(=O)[nH]2)S1
ZINC39281259	CC1(C)C2(C(N)=O)CCC1(C)C1(C2)NC(=O)NC1=O
ZINC39296267	COC(=O)c1cc(S(N)(=O)=O)sc1N
ZINC40214900	Cc1ccc(NC(=O)C2CCC(=O)N2)cc1S(N)(=O)=O
ZINC40378120	Cc1c(NC(=O)C2CCC(=O)N2)cccc1S(N)(=O)=O
ZINC41158756	Cn1cc(CNc2cc3c(cc2N)CC(=O)N3)cn1
ZINC42272345	CNC(=O)C1CCCN1C(=O)c1c[nH]c2cc(N)ccc12
ZINC42393382	CNC(=O)C1CCCN1c1cc2c(cc1N)CC(=O)N2
ZINC42431200	[NH3+]C1CCCCC1NC(=O)N1CCCC1C(=O)[O-]
ZINC42431202	[NH3+]C1CCCCC1NC(=O)N1CCCC1C(=O)[O-]
ZINC42431249	[NH3+]C1CCCCC1NC(=O)N1CSCC1C(=O)[O-]
ZINC42431266	[NH3+]C1CCCCC1NC(=O)N1CCCC1C(=O)[O-]
ZINC48835230	CC1CCCC(NC(=O)NC2CC[NH2+]CC2)(C(=O)[O-])C1
ZINC48836076	CCC1CCC(NC(=O)N2CCC([NH3+])CC2)(C(=O)[O-])CC1
ZINC48837145	CC1CCC(NC(=O)N2CCCC([NH3+])C2)(C(=O)[O-])CC1
ZINC48844515	Cc1nc(C(=O)NC2CCCCC2[NH3+])ccc1C(=O)[O-]
ZINC50162553	CC(NC(=O)c1cc([O-])[nH]c(=O)c1)C1CCC[NH2+]C1
ZINC50244438	[NH3+]C1CCN(C(=O)Nc2cccc(F)c2C(=O)[O-])C1
ZINC50244644	[NH3+]C1CCN(C(=O)Nc2ccc(CC(=O)[O-])cc2)C1
ZINC50397272	Cc1cccc(N)c1S(=O)(=O)NC1CCCNC1=O
ZINC50397354	COc1nc(NC2CCCNC2=O)ccc1N
ZINC51088970	NNc1ccc(C(=O)NC2CCS(=O)(=O)C2)cc1
ZINC51118813	CC1(NC(=O)c2ccc(NN)cc2)CCS(=O)(=O)C1
ZINC05943845	NC(=O)C(=O)NNC(=O)c1cc(Cl)ccc1Cl
ZINC42690559	CC(=O)N1CCCN(c2ccc(N)cc2C(N)=O)CC1
ZINC14555946	OC1C(O)C(O)C2OC3(CCCCC3)OC2C1O
ZINC61174568	CN(C(=O)NC1CCCCC1[NH3+])C(C)(C)C(=O)[O-]
ZINC61714067	NNc1ccc([N+](=O)[O-])c(C(=O)N2CCC(O)C2)c1
ZINC61887332	N/C(=N/O)C1CCCC1NC(=O)C1CCCO1
ZINC62811461	CNC(=O)C1CCCCN1C(=O)c1n[nH]cc1N
ZINC62832370	Nc1ccc2[nH]cc(C(=O)NC3CCS(=O)(=O)C3)c2c1
ZINC62832567	CC(NC(=O)c1c[nH]c2ccc(N)cc12)C(=O)N(C)C
ZINC62947080	[NH3+]C1CCCC(C(=O)Nc2cncc(C(=O)[O-])c2)C1
ZINC63110946	CC(C)(C)OC(=O)N1CCC(N)(C(N)=O)CC1
ZINC63209856	COc1ccc(N)c(NC(=O)C2CCC(=O)N2)c1
ZINC58429561	NC(=O)c1ccc(C(=O)N2CCC(C(N)=O)CC2)s1
ZINC16899468	N=C1NC(=O)C(CC(=O)Nc2cccc(O)c2)S1
ZINC00481038	O=C1c2ccccc2C(=O)C(O)(O)C1(O)O
ZINC00192450	O=C1NCCCC1C(=O)NCC(O)CO
ZINC02046904	Cc1c(CC(CO)CO)[nH]c(=O)[nH]c1=O
ZINC21504910	Nc1ccc(C(=O)NCC(=O)NC2CCS(=O)(=O)C2)cc1
ZINC25721116	CC1(C)COC(C(O)C(O)C(O)CO)O1
ZINC26898580	NC(=O)C1CCCN(C(=O)CSc2nnc(N)s2)C1
ZINC30946854	CC(NC(N)=O)C(=O)Nc1ccc(C(=O)N(C)C)cc1
ZINC35354100	NNc1ccc(S(=O)(=O)NC2CCS(=O)(=O)C2)cc1
ZINC37252570	NC(=O)N1CCC([NH2+]CCC(=O)[O-])CC1
ZINC37387987	CCC1(C)NC(=O)N(CC(=O)NN)C1=O
ZINC37692854	NC(=O)CCNC1CS(=O)(=O)CC1O
ZINC02712782	CC(O)CNC(=O)Cc1cc(=O)[nH]c(=O)[nH]1
ZINC38011831	Cc1n[nH]cc1CNC(=O)c1ccc(C(N)=O)cc1
ZINC39098275	O=S(O)OC(O)c1ccc(O)c(O)c1
ZINC40220654	CC(C)(C)NC(=O)NCCS(N)(=O)=O
ZINC40332640	COC(=O)CN1CCN(C(=O)c2ccc(N)cc2N)CC1
ZINC40381215	NS(=O)(=O)c1ccc2c(c1)CCN2C(=O)c1c[nH]c(=O)[nH]1
ZINC40470833	CC(O)C(NC(=O)C1CCCC[NH2+]1)C(=O)[O-]
ZINC40480878	[NH3+]CC(=O)NCC(=O)N1CCc2cc(C(=O)[O-])ccc21
ZINC40484277	[NH3+]CC(=O)NCC(=O)N1CCCc2c(C(=O)[O-])cccc21
ZINC40507770	NC(=O)c1cccc(C(=O)NCC(=O)N2CCNCC2)c1
ZINC42429705	O=C([O-])C1CC(O)CN1C(=O)NC1CC[NH2+]CC1
ZINC42429966	CC(NC(=O)N1CCC([NH3+])CC1)C(=O)[O-]
ZINC44877711	CCC(C(=O)N1CCCC1C(=O)NC)/C(N)=N/O
ZINC44976540	N/C(CC(=O)NCC1CCCOC1)=N/O
ZINC45597150	Cc1n[nH]c(SCC(C)([NH3+])C(=O)[O-])n1
ZINC48462235	CC(=O)Nc1cccc(C(=O)NCC(N)=O)c1
ZINC48835240	CC1CCC(NC(=O)NC2CC[NH2+]CC2)(C(=O)[O-])CC1
ZINC48839635	[NH3+]C1CCCCC1NS(=O)(=O)N1CCCCC1C(=O)[O-]
ZINC49355242	CC([NH2+]C(C)c1ccc2[nH]c(=O)[nH]c2c1)C(=O)[O-]
ZINC50212944	O=C1NCCCC1Nc1n[nH]c(=O)[nH]c1=O
ZINC50244412	CCC(C)C(NC(=O)N1CCC([NH3+])C1)C(=O)[O-]
ZINC50244473	CCC(NC(=O)N1CCC([NH3+])C1)C(=O)[O-]
ZINC50244599	CC(C)(NC(=O)N1CCC([NH3+])C1)C(=O)[O-]
ZINC50244600	CC(C)(NC(=O)N1CCC([NH3+])C1)C(=O)[O-]
ZINC50244638	[NH3+]C1CCN(C(=O)NCCCC(=O)[O-])C1
ZINC50250986	CC(NC(=O)N1CCC(C[NH3+])C1)C(=O)[O-]
ZINC50250990	CC(NC(=O)N1CCC(C[NH3+])C1)C(=O)[O-]
ZINC50251365	[NH3+]CC1CCN(C(=O)NCCC(=O)[O-])C1
ZINC50376757	COC1CCCC1NC(=O)C/C(N)=N/O
ZINC51355295	[NH3+]CCCNC(=O)N1CCCC1C(=O)[O-]
ZINC51355296	[NH3+]CCCNC(=O)N1CCCC1C(=O)[O-]
ZINC52764201	NNC(=O)C(=O)N1CCCC1CCCO
ZINC54525754	[NH3+]C1CCN(C(=O)NC(C(=O)[O-])C2CC2)C1
ZINC54700167	[NH3+]C(Cc1c[nH]cn1)c1nc(-c2cccs2)n[n-]1
ZINC61887698	COCC(=O)NC1CCCC1/C(N)=N/O
ZINC61887699	COCC(=O)NC1CCCC1/C(N)=N/O
ZINC62101358	N/C(CC(=O)N1CCNC(=O)CC1)=N\O
ZINC62243294	N/C(CCNC(=O)C1CCCOC1)=N/O
ZINC63132264	Cc1csc(CCNC(=O)c2n[nH]cc2N)n1
ZINC05749424	O=C1NC(=O)C(Cc2ccc(O)c(O)c2)N1
ZINC09970412	COC1(C)OC(C)(CO)C(C)(O)C(C)(O)C1(C)O
ZINC15206064	CC1(C)OC2C(O)C(O)C(O)C(O)C2O1
ZINC00156258	COc1cc(C(=O)NN)cc(OC)c1O
ZINC01593798	COc1c(O)c(/C=C/C(=O)NN)cc2ccoc12
ZINC11569049	NC(=O)CN1C(=O)COc2ccc(N)cc21
ZINC34175209	NS(=O)(=O)c1ccccc1S(N)(=O)=O
ZINC35234211	CC(O)CNC(=O)C1CCCN(C(N)=O)C1
ZINC35326996	NC(=O)c1ccc(CN2C(=O)CCCC2=O)c(N)c1
ZINC35453665	NC(=O)CCN1C(=O)COc2ccc(N)cc21
ZINC37400281	CC(=O)Nc1nc(C(=O)NN)cs1
ZINC39937196	CC1(C)OC2C(O)C(O)C(O)C(O)C2O1
ZINC40328225	CC(=O)NC1CCCN(C(=O)c2cc(N)c[nH]2)C1
ZINC40367382	N/C(=N/O)c1ccc(NC(=O)C2CCCO2)cc1
ZINC40376402	CS(=O)(=O)Nc1cccc(F)c1/C(N)=N/O
ZINC41098087	NNC(=O)CCn1c(=O)[nH]c2ccccc2c1=O
ZINC42430387	[NH3+]C1CCCN(C(=O)NCCC(=O)[O-])C1
ZINC44169088	CC1(C)OC2C(O)C(O)C(O)C(O)C2O1
ZINC44501940	O=C(NCC1CCC[NH2+]C1)c1cc([O-])[nH]c(=O)c1
ZINC39096122	COC(=O)/N=c1\[nH]c2c([nH]1)C(O)C(O)C=C2
ZINC47962681	CNC(=O)C(=O)Nc1sccc1C(N)=O
ZINC48498553	CNC(=O)C(=O)Nc1cc(C(N)=O)cc(F)c1C
ZINC48834835	[NH3+]CCNC(=O)N1CC(C(=O)[O-])Oc2ccccc21
ZINC49425694	CC(NC(N)=O)C(=O)Nc1c2c(nn1C)CCC2
ZINC49425696	CC(NC(N)=O)C(=O)Nc1c2c(nn1C)CCC2
ZINC43601414	[NH3+]CCNC(=O)N1CCc2ccccc2C1C(=O)[O-]
ZINC50162627	CC(NC(=O)c1cc(=O)[nH]c([O-])n1)C1CCC[NH2+]C1
ZINC50162629	CC(NC(=O)c1cc(=O)[nH]c([O-])n1)C1CCC[NH2+]C1
ZINC52833881	N/C(=N\O)NCC1CCS(=O)(=O)C1
ZINC54055092	CC(C(=O)[O-])N(C)C(=O)NC1CCCCC1[NH3+]
ZINC54337141	CC(CNC(=O)N1CCC([NH3+])C1)C(=O)[O-]
ZINC40687647	Nc1c(Nc2ccncc2)[nH]cnc1=O
ZINC55171096	Cc1nc(N)sc1C(=O)N1CCCC1C(N)=O
ZINC55185260	NC(=O)C1CCCN1C(=O)c1csc(N)n1
ZINC16954437	C/C(=C\C=C(/C)C(=O)NO)C(=O)NO
ZINC16954439	C/C(=C/C=C(\C)C(=O)NO)C(=O)NO
ZINC32782017	Cc1cc(SCc2nc(N)nc(N)n2)nc(C)n1
ZINC61673764	N/C(CNC(=O)C1CCOCC1)=N\O
ZINC61680421	Nc1ccc(NC(=O)c2ccc[nH]c2=O)cn1
ZINC61685094	Nc1c(C2CC2)n[nH]c1C(=O)Nc1cnoc1
ZINC61714092	NNc1cc(C(=O)N2CCC(O)C2)cc(Cl)n1
ZINC62102255	NNc1ccc(C(=O)N2CCNC(=O)CC2)cc1
ZINC62102256	NNc1ccccc1C(=O)N1CCNC(=O)CC1
ZINC62243084	N/C(CNC(=O)C1CCCOC1)=N\O
ZINC62810517	Nc1c[nH]nc1C(=O)Nc1ccncc1
ZINC62811263	Cc1nn(C)c(C)c1NC(=O)c1n[nH]cc1N
ZINC62997237	NNC(=O)Nc1ccc(N2CCOCC2)cc1
ZINC64874598	COc1cc2c(=O)c(C(=O)NN)c[nH]c2cc1Cl
ZINC34198910	CC1(C)OC2C(O)C(O)C(O)C(O)C2O1
ZINC66635071	NC(=O)C1CCC(NC(=O)c2[nH+]cccc2[O-])CC1
ZINC04201769	COc1cccc(NC(=O)C(=O)NN)c1
ZINC02787471	NNC(=O)C(=O)Nc1ccc2c(c1)OCO2
ZINC11635276	Cc1cc2[nH]c(=O)[nH]c2cc1S(N)(=O)=O
ZINC12503472	Nc1nc2c(c(=O)[nH]1)N1C(=O)OCC1CN2
ZINC03885128	Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-]
ZINC04073009	CC1(C(=O)NN)Oc2ccccc2NC1=O
ZINC04249556	NC(=O)CSc1nc2[nH]ncc2c(=O)[nH]1
ZINC16916104	CC12NC(=O)NC(C)(NC(=O)N1)C2(C)C
ZINC01614028	NNC(=O)CCn1[nH]c(=O)c(Cl)c(Cl)c1=O
ZINC19729487	COc1cc(C([NH3+])c2nnn[n-]2)ccc1O
ZINC14555925	CC1(C)OC2C(O)C(O)C(O)C(O)C2O1
ZINC35137284	NC(=O)c1ccccc1NC(=O)C1=NNC(=O)CC1
ZINC35453269	CN(C)C(=O)CNc1cc2c(cc1N)OCC(=O)N2
ZINC36234883	[NH3+]C1CC1NC(=O)c1cc([N+](=O)[O-])c[n-]1
ZINC36335747	CN(C)c1ccc(NC(=O)C(=O)NN)cc1
ZINC36905988	CC(Cl)C(=O)NC(=O)NCC(N)=O
ZINC36962731	Cc1oc2nc[nH]c(=O)c2c1C(=O)NN
ZINC00153719	NNC(=O)CNc1ccc2c(c1)OCO2
ZINC38523994	[N-]=[N+]=NC(CO)C1OC(O)C(O)C1O
ZINC40294079	CC(=O)N1CCN(C(=O)c2ccc(N)cc2N)CC1
ZINC40538147	Cc1cc(N)c(S(N)(=O)=O)c(=O)n1C
ZINC40681084	Cc1cc(Nc2nc[nH]c(=O)c2N)no1
ZINC42267276	CC1CCC(C(N)=O)CN1S(N)(=O)=O
ZINC42873587	Cc1n[nH]c(Sc2nc(C)[nH]c2N)n1
ZINC44021117	CC1(C)OC2C(O)C(O)C(O)C(O)C2O1
ZINC44169083	CC1(C)OC2C(O)C(O)C(O)C(O)C2O1
ZINC39096123	COC(=O)/N=c1\[nH]c2c([nH]1)C(O)C(O)C=C2
ZINC49150180	O=C(NNC(=O)c1cn[nH]n1)NC1CC1
ZINC50244469	CC(C)(C)C(NC(=O)N1CCC([NH3+])C1)C(=O)[O-]
ZINC50244628	[NH3+]C1CCN(C(=O)NCCC(=O)[O-])C1
ZINC50349620	NC(=O)N1CCC(S(N)(=O)=O)CC1
ZINC51122039	NNc1ccccc1C(=O)N1CCNC(=O)C1
ZINC51995697	O=C(Cc1cc(=O)[nH]c(=O)[nH]1)NC1CCCCC1O
ZINC52833880	N/C(=N\O)NCC1CCS(=O)(=O)C1
ZINC52834467	CC1(N/C(N)=N/O)CCS(=O)(=O)C1
ZINC44924754	CC(Nc1ccc(N)[nH+]c1)c1nnn[n-]1
ZINC55172233	Cc1nc(N)sc1C(=O)NC1CCCCNC1=O
ZINC55188008	Nc1nc(C(=O)NCc2cn[nH]c2)cs1
ZINC48866017	N/C(CC(=O)N1CCCC1CO)=N\O
ZINC58825206	Nc1nc(NN2CCOCC2)cc(=O)[nH]1
ZINC44882706	CC1(NC(=O)C/C(N)=N/O)CCS(=O)(=O)C1
ZINC61670179	NC(=O)CNC(=O)c1ccc2cn[nH]c2c1
ZINC61712746	NNc1ccc(S(=O)(=O)N2CCC(O)C2)cc1
ZINC62134269	NC(=O)NC(=O)C[NH+]1CCC(C(=O)[O-])C1
ZINC62242933	N/C(=N/O)c1ccc(NC(=O)C2CCCOC2)cc1
ZINC62242936	N/C(=N/O)c1ccc(NC(=O)C2CCCOC2)cc1
ZINC62243080	N/C(CNC(=O)C1CCCOC1)=N\O
ZINC62811000	Nc1c[nH]nc1C(=O)Nc1cnccn1
ZINC62935474	CC(C(=O)NC(N)=O)[NH+]1CCC(C)(C(=O)[O-])C1
ZINC05731252	NC(=O)N/N=C1/C(=O)Nc2ccc(F)cc21
ZINC05731252	NC(=O)N/N=C1/C(O)=Nc2ccc(F)cc21
ZINC05731252	NC(=O)N/N=C1\C(=O)Nc2ccc(F)cc21
ZINC01569754	COCCNC(=O)Nc1c[nH]c(=O)[nH]c1=O
ZINC04053210	CCS(=O)(=O)c1ccc2c(c1)NCC(C(=O)NN)O2
ZINC06908622	Cc1nc(SCC(=O)NN)c([N+](=O)[O-])[nH]1
ZINC16844597	O=c1nc(N/N=C/c2c[nH]c(=O)[nH]c2=O)cc[nH]1
