ZINC00112261	Cc1cc(C)c(C(=O)Nc2nnc(C(C)C)s2)c(C)c1
ZINC05499243	CCCCC(c1nc2c(c3c1CCCC3)CCCC2)C(O)(C(F)(F)F)C(F)(F)F
ZINC03047291	Cc1ccc(NC(=O)c2sccc2SCc2c(Cl)cccc2Cl)cc1C
ZINC14456013	CCCCCCOc1ccc2c(c1)C1C=CCC1C(c1sccc1C)N2
ZINC14456671	CCCCCCOc1ccc2c(c1)C1C=CCC1C(c1ccc(C)s1)N2
ZINC14456672	CCCCCCOc1ccc2c(c1)C1C=CCC1C(c1ccc(C)s1)N2
ZINC14456673	CCCCCCOc1ccc2c(c1)C1C=CCC1C(c1ccc(C)s1)N2
ZINC14456741	Cc1ccc(C2Nc3ccc(OCCCc4ccccc4)cc3C3C=CCC32)s1
ZINC14465479	Clc1ccc(C2Nc3c(OCCCc4ccccc4)cccc3C3C=CCC32)cc1
ZINC14465483	Clc1ccc(C2Nc3c(OCCCc4ccccc4)cccc3C3C=CCC32)cc1
ZINC14465485	Clc1ccc(C2Nc3c(OCCCc4ccccc4)cccc3C3C=CCC32)cc1
ZINC14552186	CSc1ccc(C2Nc3c(OCCCc4ccccc4)cccc3C3C=CCC32)cc1
ZINC14552188	CSc1ccc(C2Nc3c(OCCCc4ccccc4)cccc3C3C=CCC32)cc1
ZINC16971039	OC(CC(c1ccccc1)c1cccc2ccccc12)(c1ccccc1)c1ccccc1
ZINC13799781	O=C1C(c2ccccc2)C(c2cccs2)NC(c2cccs2)C1c1ccccc1
ZINC04338042	Cc1cc(C)c(CSCCNC2=CC(=O)CC(c3ccc(Cl)cc3)C2)c(C)c1
ZINC20487009	CCCOc1ccc(CNc2c(Br)cc(C)cc2Br)cc1
ZINC13721309	Clc1ccc(CCNCc2ccc(-c3cc(Cl)ccc3Cl)o2)cc1
ZINC13721386	Cc1ccc(COc2c(Cl)cc(Cl)cc2CNCCc2ccc(Cl)cc2)cc1
ZINC20699861	Clc1ccc(C2Nc3c(OCCCc4ccccc4)cccc3C3C=CCC32)cc1
ZINC20874609	Cc1ccc(COc2ccc(Br)cc2CNCCc2ccccc2F)cc1
ZINC16449523	Fc1ccc(COc2ccc(Br)cc2CNCCc2ccccc2F)cc1
ZINC26771236	Cc1ccc(SC(=O)NC(Sc2ccc(C)cc2)C(Cl)(Cl)Cl)cc1
ZINC35941694	O=C1C(c2ccccc2)C(c2cccs2)NC(c2cccs2)C1c1ccccc1
ZINC35973413	CC(/C=C/C(C)C(C)(C)O)C1CCC2C(OCc3ccccc3)CCCC12C
ZINC36989729	CCCC(CCC)Nc1cc(Cl)cc(Br)c1OC(F)F
ZINC37056123	Cc1ccc(NC(C)c2ccc(CC(C)C)cc2)cc1I
ZINC37057470	COc1ccc(CC(C)Nc2ccc(I)cc2C)cc1
ZINC37198524	CCCOc1ccc(Br)cc1CNc1ccc(Br)cc1F
ZINC37271128	CC(Nc1ccc(SC(F)F)cc1)c1ccc(I)cc1
ZINC37282259	CCCc1ccccc1NCc1cc(Br)cc(Br)c1OC
ZINC37293162	CC(Cc1ccc(Br)cc1)NC(C)c1ccc(F)c(Br)c1
ZINC37305560	CCCOc1ccc(Br)cc1CNc1cc(Br)ccc1C
ZINC43758226	COC1C=C2CC(O)CCC2(C)C2CCC3(C)C(C(C)CCCC(C)C)CCC3C12
ZINC44603145	O=C(c1ccccc1O)C(Cc1ccc(Br)cc1)Sc1ccccc1
ZINC59241514	O=C(Nc1ccccc1Sc1ccccc1)c1cccc(I)c1
ZINC59241596	O=C(Nc1ccccc1Sc1ccccc1)C(Sc1ccccc1)c1ccccc1
ZINC66147572	Cc1ccc(C)c(OCCCC(C)(C)CNc2cc(Cl)cc(Cl)c2)c1
ZINC66155163	Cc1cc(C)c(NCCOc2ccc(C(C)(C)C)cc2C(C)(C)C)c(C)c1
ZINC66163396	CC(C)CCOc1cccc(CNc2cc(Cl)c(Cl)cc2Cl)c1
ZINC03885311	CC1CCc2c(sc(NC(=O)CCl)c2C#N)C1
ZINC00360373	CC(=O)Nc1nc2c(Cl)c(Cl)ccc2s1
ZINC04920115	CCNC(=O)N1CCSC1c1ccc(C)s1
ZINC01692039	C[NH+](C)C1c2ccccc2-c2cccc(C(=O)[O-])c21
ZINC05638386	C#CCSc1nc2sc3c(c2c(=O)[nH]1)CCC3
ZINC12016224	Cc1ccc2nc(NC(=O)C(C)Cl)sc2c1
ZINC13998037	CC1CCc2c(sc3nc(C4CC4)[nH]c(=O)c23)C1
ZINC14452025	C=C1CCC(O)C2(C)CC3OC(=O)C(C)=C3CC12
ZINC14984720	Cc1cc(I)c2c(C=O)n[nH]c2c1
ZINC09238363	OCc1cn2c(-c3ccc(Cl)cc3)csc2n1
ZINC15636383	Cc1ccc(C(=O)Nc2nc3c(s2)CCC3)s1
ZINC17146748	Oc1ccc(/N=C\c2ccc3ccccc3n2)cc1
ZINC20362451	Cc1ccc(NC2CCS(=O)(=O)C2)c(Cl)c1
ZINC31164591	CC1=C2CC3(C)C(C)CCCC3C(O)C2OC1=O
ZINC31976344	c1ccc(-c2cn3c4c(sc3n2)CNCC4)cc1
ZINC33184133	Cc1oc(C)c(C(=O)NC2CCCC(C)C2)c1C
ZINC35103417	CC(C)(C)C1CCC(C(=O)N2CCCC(O)C2)CC1
ZINC37563280	c1ccc2c(c1)NCCN2Cc1cccc2cccnc12
ZINC39505402	COC1CN(F)C2(CCC(c3ccccc3O)C2)C1
ZINC40467288	CC1CCC(N(C)C(=O)C2Cc3ccccc3N2)CC1
ZINC40864218	CC1CCc2ccccc2N1c1cc(CO)ccn1
ZINC41385142	c1ccc2c(c1)NCC2Cc1ccc2c(c1)OCCO2
ZINC41713278	Cc1csc(-n2c(C)cc3c2CC(C)(C)CC3O)n1
ZINC42376094	Oc1cccc(Oc2ncccc2Br)c1
ZINC43554363	CCC(Cl)c1nc2sc3c(c2c(=O)[nH]1)CCC3
ZINC44181261	Cc1cc(C)n(C2CC(C(C)(C)C)CCC2O)n1
ZINC44181512	OC1c2ccccc2CCC1n1cnc2ccccc21
ZINC45707908	CCC1CCC(O)C(N2CC(C)OC(C)(C)C2)C1
ZINC48666782	Cc1ccc(C(=O)Nc2cccc(C)c2C)c(C)n1
ZINC49123651	CC1(NC(=O)c2ccc3ccccc3n2)CCCC1
ZINC49453918	CCc1cc2c(cc3c(=S)[nH]nc(CC)n32)s1
ZINC49671305	O=c1[nH]c(Cc2ccccc2F)nc2c1CCCC2
ZINC54910238	Cc1nc(N2CCc3ccccc32)sc1C(C)O
ZINC54911600	CC1CCN(c2nc3c(s2)C(O)CC(C)(C)C3)C1
ZINC54961773	OC1c2ccccc2CC1n1cc(-c2ccccc2)cn1
ZINC55190423	OC1(c2ccc3c(c2)OCCCO3)Cc2ccccc2C1
ZINC55203823	CC1CCCC(C(O)c2ccc3c(c2)OCCO3)C1
ZINC57536328	COc1cc(C)c(C)c2c1C(C(C)C)CNC2=O
ZINC58014616	Cc1ncc(C(=O)Nc2ccc(Cl)cc2C)s1
ZINC61370917	Clc1cncc(NC2CCCc3sccc32)n1
ZINC61688312	Cc1nc(C2CCCC(C)C2)[nH]c(=O)c1C(C)C
ZINC61688403	Cc1ccc(-c2nc(C)c(C(C)C)c(=O)[nH]2)s1
ZINC62359877	CC1(C)Cc2cc(C(O)c3cscn3)ccc2O1
ZINC62661261	O=C(NC1CC2CC1C1CCCC21)c1cscn1
ZINC62749662	CC1CCC(C(=O)[O-])C([NH+]2CC(C)CC(C)C2)C1
ZINC62750748	CC1CCC(C(=O)[O-])C([NH+]2CCc3ccccc3C2)C1
ZINC62752765	O=C([O-])C1CCCC1[NH+]1CCCC2CCCCC21
ZINC62752946	CC1CCC(C(=O)[O-])C([NH+]2CCCC(C)C2C)C1
ZINC62945859	Cc1nc(N2CCCc3ccccc3C2)sc1CO
ZINC63074800	CC1(C)CCC[NH+]1C1(C(=O)[O-])CCc2ccccc21
ZINC00210908	CSc1ccc(C2C(C#N)=C(N)Oc3c2ccc2ccccc32)cc1
ZINC03161157	Nc1ccc(Oc2ccc(Br)cc2Br)cc1
ZINC00584774	CSc1ccc(C2C(C#N)=C(N)Oc3ccc4ccccc4c32)cc1
ZINC09086672	O=C1NC2=C(CCC/C2=C/c2ccccc2)C(c2ccccc2)N1
ZINC14459135	COc1cc(C2Nc3c(Cl)ccc(Cl)c3C3C=CCC32)ccc1O
ZINC14459494	COc1cccc(C2Nc3c(ccc4ccccc34)C3C=CCC32)c1O
ZINC14460850	Cc1ccc(C)c2c1NC(c1cc(Br)ccc1O)C1CC=CC21
ZINC14474898	Oc1ccc2c(c1)C1C=CCC1C(c1ccc3ccccc3c1)N2
ZINC14480585	CCOc1ccc(C2Nc3c(O)cccc3C3C=CCC32)cc1
ZINC15442808	Nc1nc2c(Br)c(C(F)(F)F)cc(C(F)(F)F)c2s1
ZINC19438568	Cc1cc(OCc2cc(Br)ccc2F)ccc1N
ZINC19723608	Cc1ccccc1-c1nc(SC2CCCCC2)sc1N
ZINC20480113	CC(Nc1ccccc1I)c1ccc(O)cc1
ZINC20694197	COc1cccc(C2Nc3c(Cl)ccc(Cl)c3C3C=CCC32)c1O
ZINC21015387	Nc1cc(Cl)ccc1SCc1cc(Br)ccc1F
ZINC21500163	Cc1cc(NC2CC(C)c3c(C)ccc(O)c32)ccc1Br
ZINC06934498	CCC1CCc2c(sc3c2C(O)=NC(c2ccc(Cl)cc2)N3)C1
ZINC36277141	Cc1sc2nc(Cl)nc(N)c2c1-c1ccc(C(C)C)cc1
ZINC36290573	Cc1ccc(-c2nc3sc4c(n3c2N)CCC(C)C4)c(C)c1
ZINC36809561	Nc1cc(Br)ccc1N1CCC2CCCCC2C1
ZINC36852075	Oc1cccc2c1CCC2Nc1ccccc1Br
ZINC36899518	Nc1nc2cc(Br)ccc2n1-c1ccccc1Br
ZINC36922844	Cc1ccc(C(C)Nc2c(Cl)ccc3scnc23)c(O)c1
ZINC36962183	Nc1ccc(Sc2ccccc2Br)c(Cl)c1
ZINC37091461	Cc1ccc(Br)cc1NC1CCc2c(O)cccc21
ZINC37105266	Oc1ccccc1CNc1ccc(I)cc1Cl
ZINC37192746	Cc1ccc(SCc2c(F)c(F)c(F)c(F)c2F)c(N)c1
ZINC37237897	CC(Nc1cccc(O)c1)c1ccc(I)cc1
ZINC37316797	CC(Nc1ccc(O)cc1)c1ccc(I)cc1
ZINC37365816	CCc1ccc(C(N)c2ccc(Br)cc2Cl)s1
ZINC37420359	Nc1c(F)cccc1Oc1ccc(I)cc1
ZINC12437289	C[NH+]1C(c2ccccc2)C2CCCC(C2O)C1c1ccccc1
ZINC39503388	Oc1ccccc1C1CN(c2ccccc2O)C2(CCC(F)C2)C1
ZINC39521378	Oc1ccccc1C1CCCC2(CCCC(F)N2c2ccccc2O)C1
ZINC39929378	S=C1NC2=C(/C(=C/c3ccccc3)CC2)C(c2ccccc2)N1
ZINC40236040	NC(c1ccc(Br)s1)c1ccc(Br)s1
ZINC41078914	Cc1ccc(OCc2ccc(Br)cc2F)c(N)c1
ZINC42411656	Cc1ccc(NCc2cccc(Br)c2O)cc1C
ZINC42417685	Nc1ccc(-c2nc3cc(Br)ccc3s2)c(Cl)c1
ZINC48413619	Cc1sc2nc(Cc3cccc(Br)c3)nc(N)c2c1C
ZINC48413697	Cc1sc2nc(Cc3ccc(Br)cc3)nc(N)c2c1C
ZINC48855540	COc1cc(F)c(C(N)c2cc3ccccc3s2)c(F)c1
ZINC50123124	Cc1ccc(N)c(C)c1OCc1ccc(F)c(Br)c1
ZINC50226147	Cc1cc(C)c(OCc2ccc(Br)cc2)c(N)c1
ZINC50309281	CC(C)(C)c1nc(-c2ccccc2Br)c(N)s1
ZINC50471287	Nc1ccc(OCc2sccc2Br)cc1Cl
ZINC52122302	Nc1ccc(F)cc1Oc1ccc(I)cc1
ZINC57900363	Cc1cc(C)c(Cc2nc(-c3cccc(N)c3)cs2)c(C)c1
ZINC42106420	Cc1cc(Br)ccc1NC1C(=O)Nc2c(C)ccc(C)c21
ZINC42117298	Cc1cc(C)cc(NC2C(=O)Nc3c(C)cc(Br)cc32)c1
ZINC04675083	O=C1CCCC2=C1C(c1ccc(Br)cc1)Nc1ccccc1N2
ZINC05104522	CC(C)C1C(O)C23CCC4C(C)(CO)CCCC4(C)C2CC13
ZINC05137826	Cc1c(Cl)cccc1NC(=O)Nc1csc2c1CCCC2
ZINC08156600	S=C1NC2/C(=C/c3ccccc3)CCCC2C(c2ccccc2)N1
ZINC08435807	Nc1ccccc1SCc1ccc(I)cc1
ZINC13329957	Cc1ccc(NC(=O)NC(C)c2ccc(Cl)cc2Cl)c(C)c1
ZINC14457172	COc1ccc(C2Nc3c(ccc(Cl)c3Cl)C3C=CCC32)cc1O
ZINC14457588	Cc1cc(C)c(C2Nc3ccc(O)cc3C3C=CCC32)c(C)c1
ZINC14463642	Oc1ccc2c(c1)C1C=CCC1C(c1cccc3ccccc13)N2
ZINC14473852	Oc1ccccc1C1Nc2cc(Cl)cc(Cl)c2C2C=CCC21
ZINC14474154	CCOc1cccc2c1NC(c1ccccc1O)C1CC=CC21
ZINC14480578	CCOc1ccc(C2Nc3c(O)ccc(C)c3C3C=CCC32)cc1
ZINC14545379	CCOc1ccccc1C1Nc2c(O)ccc(C)c2C2C=CCC21
ZINC14546496	Oc1ccc2c(c1)C1C=CCC1C(c1c(Cl)cccc1Cl)N2
ZINC14547761	Oc1ccc2ccccc2c1C1Nc2ccccc2C2C=CCC21
ZINC20557381	Cc1ccc(O)c2c1C(C)CC2Nc1ccccc1Br
ZINC20679368	Oc1ccc(C2Nc3ccc(Br)cc3C3C=CCC32)cc1
ZINC20680066	CC(C)Oc1ccc2c(c1)C1C=CCC1C(c1ccc(O)cc1)N2
ZINC20697828	Cc1ccc(O)c2c1C1C=CCC1C(c1ccc(C(C)C)cc1)N2
ZINC20707019	Oc1ccccc1C1Nc2c(Br)cccc2C2C=CCC21
ZINC20708017	Oc1cccc2c1NC(c1ccc3ccccc3c1)C1CC=CC21
ZINC21798906	O=C(Nc1cc(Cl)c(Cl)cc1Cl)c1cc(Cl)ccc1O
ZINC32689271	O=C1NC2=C(CCC/C2=C/c2ccccc2)C(c2ccccc2)N1
ZINC19759610	CC(C)c1ccc(CN2CC(C)(C)Oc3cc(N)ccc32)cc1
ZINC35453906	Nc1c(Oc2ccccc2I)ccc2scnc12
ZINC35676227	Nc1cccc(Br)c1CSc1cc(F)ccc1F
ZINC36142701	CCc1ccc(C2CC(=O)c3cc(C(C)C)cc(N)c3O2)cc1
ZINC36923445	Oc1cccc2c1CCC2Nc1c(Cl)ccc2scnc12
ZINC37132184	Oc1ccc(NC2CC(c3ccc(Br)cc3)C2)cc1
ZINC37205065	Nc1ccc(SCc2ccc(Br)s2)c(Cl)c1
ZINC37230661	CC(Nc1ccc2[nH]ccc2c1)c1sccc1Br
ZINC37378582	Nc1c(Oc2cccc(Cl)c2Cl)ccc2ncccc12
ZINC37652038	Clc1ccc(Cl)c(CNc2ccc3[nH]ncc3c2)c1Cl
ZINC37690066	OC1CCCC1Nc1c(Cl)cc(Br)cc1Cl
ZINC40232580	O=C(Nc1cc(Cl)c(Cl)cc1Cl)c1ccc(C#CCO)s1
ZINC40514984	Cc1cc(C)c(C(N)=S)c(Oc2ccc(Cl)c(C)c2)n1
ZINC40713885	Nc1cc(Br)cnc1Oc1cc(Cl)ccc1Cl
ZINC40909083	CC(Oc1cc(Cl)c(Cl)cc1Cl)c1ccc(N)cc1
ZINC41541317	Cc1ccc(-n2nc(C(C)(C)C)cc2N)c(Br)c1
ZINC42372023	Cc1ccc(NC(=O)c2ccc(I)cc2)c(C)c1O
ZINC42411728	Cc1cccc(NCc2cccc(Br)c2O)c1C
ZINC42411860	Oc1c(Br)cccc1CNc1cccc(Cl)c1F
ZINC50123121	Cc1ccc(N)c(C)c1OCc1ccc(Br)cc1
ZINC50266627	Cc1ccc(Cc2sc(N)nc2C2CC2)c(Br)c1
ZINC51609066	Nc1ccc(Cl)cc1OCc1cc(Br)ccc1F
ZINC55310056	Nc1cccc(Br)c1Cn1cc(Cl)c2ccccc21
ZINC57655277	CCC(C)c1ccc(-c2nc(N)sc2Br)cc1
ZINC61116287	Oc1c(Cl)cc(Cl)cc1CNc1cc(F)c(F)c(F)c1
ZINC62988060	CCC/C(N)=N/c1c(Cl)cc(Br)cc1Cl
ZINC63009960	Nc1ccc(-c2nc3cc(C(F)(F)F)ccc3s2)cc1F
ZINC03151174	Oc1ccc2ccccc2c1C1NN=C(c2ccccc2)S1
ZINC04420171	Fc1c(F)c(F)c(C2Nc3cccc4cccc(c34)N2)c(F)c1F
ZINC00436303	OC1(CSc2nc3ccccc3[nH]2)C2CC3CC(C2)CC1C3
ZINC00569817	Cc1cc2nc(-c3cc(Cl)c(N)c(Cl)c3)oc2cc1C
ZINC00570062	Nc1ccc(Cl)c(-c2nc3cc(Cl)cc(Cl)c3o2)c1
ZINC02455849	O=C1NC2=C(CCC/C2=C\c2ccccc2)C(c2ccccc2)N1
ZINC03246469	Cc1ccc(/C=C/C2=Cc3c(sc(N)c3C#N)C(C)(C)C2)o1
ZINC13398934	CC12CCC3C(CCC4CC(O)(C#CCl)CCC43C)C1CCC2O
ZINC13637151	Oc1ccc(C2Nc3c(Br)cccc3C3C=CCC32)cc1
ZINC13637724	CC(C)Oc1ccc2c(c1)C1C=CCC1C(c1ccc(O)cc1)N2
ZINC14457587	Cc1cc(C)c(C2Nc3ccc(O)cc3C3C=CCC32)c(C)c1
ZINC14473628	Oc1ccccc1C1Nc2c(ccc3ccccc23)C2C=CCC21
ZINC14474156	CCOc1cccc2c1NC(c1ccccc1O)C1CC=CC21
ZINC19791600	Nc1c(Cl)c(Cl)nc(C(Cl)(Cl)Cl)c1Cl
ZINC19970626	CCc1ccc(C(N)c2ccc(F)cc2Br)s1
ZINC20566748	Cc1ccc(O)c2c1C(C)CC2Nc1ccc(Br)cc1
ZINC20692672	COc1cc(C2Nc3c(ccc4ccccc34)C3C=CCC32)ccc1O
ZINC20697659	CC(=O)Nc1ccc2c(c1)C1C=CCC1C(c1ccc(C(C)C)cc1)N2
ZINC20707086	CCOc1cccc2c1NC(c1ccccc1O)C1CC=CC21
ZINC20708020	Oc1cccc2c1NC(c1ccc3ccccc3c1)C1CC=CC21
ZINC20750684	C1=CC2c3cc(Nc4ccccc4)ccc3NC(c3cccnc3)C2C1
ZINC22151198	Nc1ncc(Cc2c(Cl)cc(Br)cc2Cl)s1
ZINC06529051	OC1=NC(/C=C/c2ccccc2)Nc2scc(-c3ccccc3)c21
ZINC32689273	O=C1NC2=C(CCC/C2=C/c2ccccc2)C(c2ccccc2)N1
ZINC34939225	NC(c1ccc(Cl)s1)c1cc(F)ccc1Br
ZINC35381261	NC(c1ccc(Cl)s1)c1ccc(Br)s1
ZINC36142660	CCc1cc(N)c2c(c1)C(=O)CC(c1ccc(C(C)C)cc1)O2
ZINC36241746	Cc1ccc(-c2nc(Nc3cccc(O)c3)sc2C)c(C)c1
ZINC36766008	Nc1onc(CC2CC3CCC2C3)c1-c1cccc(Br)c1
ZINC36813330	Nc1cnc2ccc(Br)cc2c1SCc1ccccc1
ZINC36923447	Oc1cccc2c1CCC2Nc1c(Cl)ccc2scnc12
ZINC36926400	Nc1cc(Br)ccc1Sc1ccc2c(c1)CCC2
ZINC37057321	Cc1cc(I)ccc1NC(C)c1ccc(O)cc1
ZINC37101646	Oc1ccc(Cl)cc1CNc1ccc(Cl)c2ncccc12
ZINC37130503	Cc1ccc(NCc2ccc(F)c(Br)c2)c(C)c1O
ZINC37195222	Nc1cc(F)ccc1SCc1ccc(F)cc1Br
ZINC37204351	Nc1cccc(Cl)c1SCc1ccc(Br)s1
ZINC37516238	Nc1ccc(CSc2ccccc2Br)c(Br)c1
ZINC40236265	NC(c1ccc(Br)s1)c1ccccc1C(F)(F)F
ZINC05426196	CC1(O)CC2C(CC1SC1CC3C(CC1(C)O)C3(C)C)C2(C)C
ZINC43479343	Cc1ccc(Br)cc1NCc1ccc(O)c(Cl)c1
ZINC44491044	Cc1ccc(C(C)NC(=O)c2ccc(Br)cc2O)s1
ZINC49447905	O=C(NCc1ccc(Cl)s1)c1ccc(Br)cc1O
ZINC50123207	Cc1ccc(N)c(C)c1OCc1ccc(Br)s1
ZINC50266531	CC(C)c1nc(N)sc1Cc1ccc(Br)cc1
ZINC57998035	Cc1cc(NCc2ccc(O)c(Br)c2)ccc1Br
ZINC43668535	Cc1nn(C(C)c2ccc(C(C)C)cc2)c(N)c1Br
ZINC61692547	Cc1nc2c(Cl)ccc(Br)c2c(N)c1C(C)C
ZINC63062378	Cc1cc(Br)ccc1OCc1cc2ccccc2nc1N
ZINC05225392	Cc1cccc(N/C([S-])=[NH+]/C2CCSc3ccccc32)c1
ZINC05225392	Cc1cccc(NC(=S)NC2CCSc3ccccc32)c1
ZINC01648331	COP(N)(=S)Oc1cc(Cl)c(Cl)cc1Cl
ZINC05799236	Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1Br
ZINC00524573	NC(=O)c1ccccc1/N=C/c1c2ccccc2cc2ccccc12
ZINC08156598	S=C1NC2/C(=C/c3ccccc3)CCCC2C(c2ccccc2)N1
ZINC08869766	S=C1NC2=C(CCC/C2=C/c2cccs2)C(c2cccs2)N1
ZINC11730265	Nc1nc2c(s1)C1(CCCC1)Oc1ccc3ccccc3c1-2
ZINC13636508	Oc1ccc(C2Nc3c(ccc4ccccc34)C3C=CCC32)cc1
ZINC14462742	CC(C)c1ccc(C2Nc3c(O)cccc3C3C=CCC32)cc1
ZINC14473756	Oc1ccccc1C1Nc2ccc(Br)cc2C2C=CCC21
ZINC18115929	O=C1CC(c2ccccc2)CC2=C1C(c1ccsc1)Nc1ccccc1N2
ZINC19908096	Cc1cc(NC(C)c2ccc(O)cc2)ccc1Br
ZINC19930224	NC(c1nc(-c2cccc3ccccc23)cs1)c1ccccc1Cl
ZINC20473986	Nc1cc(Br)ccc1Oc1ccc(Br)cc1F
ZINC20679791	Oc1ccc(C2Nc3c(Cl)ccc(Cl)c3C3C=CCC32)cc1
ZINC20693061	COc1cc(C2Nc3c(ccc(Cl)c3Cl)C3C=CCC32)ccc1O
ZINC20696063	Oc1ccc(Br)cc1C1Nc2c(F)cccc2C2C=CCC21
ZINC20706627	Oc1ccccc1C1Nc2c(Cl)cc(Cl)cc2C2C=CCC21
ZINC22336948	Cc1cc(Cl)cc2c3c([nH]c12)CCC(NC(=O)CC1C=CCC1)C3
ZINC22337965	Cc1cc(Cl)cc2c3c([nH]c12)CCC(NC(=O)C1CC=CCC1)C3
ZINC22348642	O=C(NC1CCc2[nH]c3cc(Cl)cc(Cl)c3c2C1)C1CC=CCC1
ZINC35333288	Nc1ccc(Sc2cc(Cl)ccc2Cl)c2ccncc12
ZINC36290609	CC(C)(C)c1ccc(-c2nc3sc4c(n3c2N)CCC4)cc1
ZINC36813332	Cc1ccc(Sc2c(N)cnc3ccc(Br)cc23)cc1
ZINC36899642	Nc1nc2cc(Br)ccc2n1-c1cccc(C(F)(F)F)c1
ZINC36904165	Nc1cccc(Cl)c1Oc1cccc(I)c1
ZINC37037173	Nc1cc(Cl)ccc1SCc1cc(Cl)cc2c1OCOC2
ZINC37037191	Nc1cc(Cl)ccc1SCc1c(F)c(F)c(F)c(F)c1F
ZINC37132402	CC(Nc1cccc2c(O)cccc12)c1ccccc1Br
ZINC37230659	CC(Nc1ccc2[nH]ccc2c1)c1sccc1Br
ZINC37316558	Cc1ccc(NC(C)c2sccc2Br)c(C)c1O
ZINC37333081	Nc1cc(C(F)(F)F)ccc1Sc1ccc2c(c1)CCC2
ZINC37402354	Cc1ccc(SCc2c(N)cccc2Br)cc1
ZINC37402441	Nc1cccc(Br)c1CSc1ccc(F)cc1F
ZINC37402880	Nc1cc(COc2c(Cl)cc(Cl)cc2Cl)ccc1Cl
ZINC37428761	Cc1cccc(COc2c(Br)cc(N)cc2Br)c1
ZINC37690065	OC1CCCC1Nc1c(Cl)cc(Br)cc1Cl
ZINC39929379	S=C1NC2=C(/C(=C/c3ccccc3)CC2)C(c2ccccc2)N1
ZINC42728700	Cc1ccsc1C(N)c1cc(Br)ccc1Cl
ZINC43409206	Cc1cc(Cl)ccc1Oc1nc2c(cc1C(N)=S)CCC2
ZINC43675780	Cc1ccc(SCc2sccc2Br)c(N)c1
ZINC48473887	Cc1ccc(Cl)cc1NC(=O)NCc1ccc(Cl)s1
ZINC03151179	Oc1ccccc1C1=NNC(c2ccc3ccccc3c2)S1
ZINC04545444	CCC1CCc2c(sc3c2C(O)=NC(/C=C/c2ccccc2)N3)C1
ZINC04545462	CCC1CCc2c(sc3c2C(O)=NC(c2ccc(F)cc2)N3)C1
ZINC55306645	Nc1c(Sc2cccc(Br)c2)ccc2ncccc12
ZINC55335719	Nc1ccccc1-c1csc(Cc2ccccc2Br)n1
ZINC43669178	Cc1cc(C)c(C(C)n2nc(C)c(I)c2N)c(C)c1
ZINC61837927	CC(N)(c1ccc(Br)cc1)c1ccc(F)c(F)c1F
ZINC62988089	Cc1cc(Br)c(/N=C(\N)C(C)C)c(Br)c1
ZINC63061611	Cc1cc(Br)ccc1OCc1cccc(N)c1C
ZINC03909893	Cc1cccc(C)c1Nc1c(-c2cccs2)nc2ccc(Cl)cn12
ZINC04133083	C(=N/Nc1nc2ccccc2s1)\c1c2ccccc2cc2ccccc12
ZINC04155307	Cc1cccc(C)c1Nc1c(C(C)C)nc2ccc(Br)cn12
ZINC04279316	O=C(Nc1nc2c(s1)-c1cccc3cccc-2c13)c1cc(Cl)sc1Cl
ZINC01994227	Clc1ccccc1Nc1nc(-c2ccc(Br)cc2)cs1
ZINC04347918	Cc1cc(C)c(Nc2nc3cc(Br)cc(C)c3s2)c(C)c1
ZINC04578454	Clc1ccc2c(c1Cl)NC(c1ccc(Br)cc1)C1CC=CC21
ZINC02079816	Cc1cc(C)c2nc(-c3ccccc3)cc(C(=O)Nc3cccc4ccccc34)c2c1
ZINC04660100	Cc1ccc(/C=C2\S/C(=N/c3ccc(C)c(Cl)c3)NC2=O)cc1C
ZINC01807527	Cc1cccc(Nc2nc(-c3ccc(Cl)cc3)nc3ccccc23)c1C
ZINC02984450	O=C(Nc1ccc(-c2nc3ccccc3s2)cc1)c1cccc2ccccc12
ZINC04953298	CCc1ccc(/C=C2\S/C(=N/c3cccc(Cl)c3C)NC2=O)cc1
ZINC02591134	O=C(Nc1ccccc1-c1nc2ccccc2s1)c1cccc2c(Cl)cccc12
ZINC04923550	Cc1ccc(Nc2c3c(nc4ccccc24)CCC3)c(Br)c1
ZINC05551509	Cc1cccc(/N=C2/NC(=O)/C(=C\c3cccc4ccccc34)S2)c1C
ZINC06261735	CC(/C=C1\S/C(=N/c2ccccc2Cl)N=C1O)=C\c1ccccc1
ZINC06826372	Cc1cc2sc(NC(=O)c3ccc(C(C)(C)C)cc3)nc2cc1Cl
ZINC08410964	Cc1ccc(C)c(NC2=NC(=O)/C(=C/c3cccc4ccccc34)S2)c1
ZINC14462945	CC(C)c1ccc(C2Nc3c(Cl)ccc(Cl)c3C3C=CCC32)cc1
ZINC14464483	CC(C)Oc1cccc2c1NC(c1cccc3ccccc13)C1CC=CC21
ZINC14475228	Brc1cccc2c1NC(c1ccc3ccccc3c1)C1CC=CC21
ZINC14475424	CC(C)Oc1ccc2c(c1)C1C=CCC1C(c1ccc3ccccc3c1)N2
ZINC14544213	COc1ccc2ccccc2c1C1Nc2c(Cl)ccc(Cl)c2C2C=CCC21
ZINC14549029	C1=CC2c3ccc4ccccc4c3NC(c3c4ccccc4cc4ccccc34)C2C1
