ZINC06447457	Cn1c(=O)c2[nH]c(CC[NH3+])nc2n(C)c1=O
ZINC02955690	Cc1ccc(/[NH+]=c2\oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccc(Br)cc2)cc1C
ZINC14159749	Cc1ccc(NC(=S)N/C(=N\c2nc(C)cc(C)n2)N2CCN(c3cccc[nH+]3)CC2)c(Cl)c1
ZINC59777246	CC1(C)CC(NC(=O)CSc2nnc(-c3ccc(Br)cc3)n2-c2ccccc2)CC(C)(C)[NH2+]1
ZINC63354506	Cc1ccc(C(=O)N/C(=C\C2CN(C)c3ccccc32)C(=O)NCCC2=c3ccccc3=[NH+]C2)cc1
ZINC63375917	O=C1C2C(CC3=c4ccccc4=[NH+]C3)NC3(C(=O)Nc4c(Cl)cccc43)C2C(=O)N1c1ccccc1
ZINC63383573	CC(C)CNC(=O)C(CC(C)C)NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12
ZINC63383661	CCC(C)NC(=O)C(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(C)CC
ZINC63383799	CC(C)CCNC(=O)C(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(C)C
ZINC63383926	CCC(C)C(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(=O)NCC(C)C
ZINC63383930	CCC(C)C(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(=O)NCC(C)C
ZINC63384173	CSCCC(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(=O)NC1CCCCC1
ZINC63409319	O=C(N/N=C/c1cc(Br)ccc1O)C1[NH+]=c2ccc([N+](=O)[O-])cc2=C1c1ccccc1
ZINC63746564	CCc1ccc(NC(=O)Nc2cc(C)cc3c2=[NH+]C(C(=O)N2CCOCC2)C=3c2ccccc2)cc1
ZINC63850304	O=C(/C=C1/CSC(N2CCCC2=O)N1)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1Cl
ZINC64044571	O=C(NC(CC1=c2ccccc2=[NH+]C1)C(=O)N/N=C/c1ccc2c(c1)OCCO2)c1ccc(Cl)cc1
ZINC63480130	Cc1ccc2c(c1)C1(NC(CC3=c4ccccc4=[NH+]C3)C3C(=O)N(c4ccc(F)cc4)C(=O)C31)C(=O)N2
ZINC64518503	COc1ccc2cc(C(=O)N3CCC(CC(=O)NCCC4=c5cc(Cl)ccc5=[NH+]C4)CC3)[nH]c2c1
ZINC08733823	NC(=O)c1ccc(S(=O)(=O)N2CC[NH+](CC(=O)Nc3ccccc3Oc3ccccc3)CC2)cc1
ZINC08869031	CCC[NH+]1CCc2c(sc(NC(=O)C3CCCN3S(=O)(=O)c3ccc(Cl)cc3)c2C(N)=O)C1
ZINC08747398	CCOC(=O)c1sc2nc(C[NH+](C)CC(=O)Nc3c(Cl)cccc3Cl)nc(N)c2c1C
ZINC03376433	Cc1ccccc1Nc1nc(N)nc(CSc2nnc(C(C)[NH+](C)C)n2-c2ccc(Cl)cc2)n1
ZINC09862468	Cc1ccccc1Nc1nc(N)nc(CSc2nnc(C(C)[NH+](C)C)n2-c2ccc(F)cc2)n1
ZINC12644390	COc1ccc(NC(=O)C[NH+]2CCC(NC(=O)NC34CC5CC(CC(C5)C3)C4)CC2)c([N+](=O)[O-])c1
ZINC02129723	COc1cc2c(cc1OC)C(c1c(O)[nH]c(=O)n(-c3ccc(Br)cc3)c1=O)[NH2+]CC2
ZINC02196920	O=C(NC(=O)N(C(=O)NC1=[NH+]C2CCCCC2N1)c1ccc(Cl)cc1)Nc1ccc(Cl)cc1
ZINC14023388	CCC[NH+]1CCc2c(sc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(F)cc4)C3)c2C(N)=O)C1
ZINC14745215	CCCn1nc(C(=O)N2CCCCC2)c2c1CCC([NH2+]CCc1ccc(S(N)(=O)=O)cc1)C2
ZINC15441634	CCC1(C)NC(=O)N(NC(=O)C[NH+](C)CC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)C1=O
ZINC15946879	CC(C)[NH2+]CC(=O)Nc1sc2c(c1C(=O)Nc1cccc([N+](=O)[O-])c1)CCC(C(C)(C)C)C2
ZINC16685452	CC(c1nnc(SCc2nc(N)nc(Nc3ccc(F)cc3)n2)n1-c1ccc(Cl)cc1)[NH+](C)C
ZINC20155138	CC1CCCCC1[NH2+]CC(=O)Nc1ccc([N+](=O)[O-])cc1C(=O)Nc1ccc2c(c1)OCCO2
ZINC20155176	CC1CCCC([NH2+]CC(=O)Nc2ccc([N+](=O)[O-])cc2C(=O)Nc2ccc3c(c2)OCCO3)C1C
ZINC20504571	COCCNC(=O)C(C)C1CCC2(C)Cc3s/c(=N\C(=O)C[NH+](C)C)[nH]c3C(C)C2C1O
ZINC22920533	CCOC(=O)C1=C(CN2CC[NH+](Cc3nc4sc5c(c4c(=O)[nH]3)CCCC5)CC2)NC(=O)NC1CC
ZINC01203659	Cc1cc(C)c2c(c1)/C(=N/NC(=O)/C(=C/c1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1)C(=O)N2
ZINC22711533	COc1cccc(/C=[NH+]/CCNC(=O)c2cc3n(n2)C(C(F)(F)C(F)(F)F)CC(C)N3)c1O
ZINC36799261	CC(=O)/[NH+]=c1/ccc2c(CSc3nnc(-c4ccc(Cl)cc4Cl)n3N)cc(O)oc-2c1
ZINC38688986	Nc1nonc1N1N=NC(C(=O)N/N=C/C2=c3ccccc3=[NH+]C2)C1CSc1ccc(Cl)cc1
ZINC38769713	Cc1ccc(NC(=O)NC(=O)C(C)SC2NN=C(C3=c4ccccc4=[NH+]C3)N2C2CC2)c(C)c1
ZINC39467134	CC(C)S(=O)(=O)C1=CC2C[NH+]3NP(=O)(c4ccccc4O)OCC3CC2C=C1c1ccccc1O
ZINC39467606	CC(C)S(=O)(=O)C1=CC2CC3COP(=O)(c4ccccc4O)N[NH+]3CC2C=C1c1ccccc1O
ZINC39482834	CC(C)S(=O)(=O)c1ccc(NS(=O)(=O)c2ccccc2O)c(N2CC[NH2+]C(Cc3ccccc3)C2)c1
ZINC39561087	CCOC(=O)/[NH+]=c1/ccc2c(COC(=O)c3nc(Cl)c(Cl)c(N)c3Cl)cc(O)oc-2c1
ZINC39655626	Cc1cc(=O)oc2c(OCC(=O)N3CC(C(=O)NCCNc4ccccc4)C4(CC[NH2+]CC4)C3)cccc12
ZINC39684195	Cc1cccc2c(CCNC(=O)C3CN(C(=O)C4COc5ccccc5O4)CC34CC[NH2+]CC4)c[nH]c12
ZINC39693553	CC(C)(C)OC(=O)NCCNC(=O)C1CN(C(=O)c2ccc(-c3ccccc3)o2)CC12CC[NH2+]CC2
ZINC39142932	CCCCCCN1C(=O)C(C(=O)N/N=C(\C)C2C(=O)[NH+]=c3ccccc3=C2O)C(O)c2ccccc21
ZINC12462569	Cc1ccc2c(c1)C1(C(=O)N2)C2(C#N)C(N)=[NH+]C(ON=C3CCCCC3)(ON=C3CCCCC3)C21C#N
ZINC39695857	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4ccc5ccccc5n4)CC34CC[NH2+]CC4)[nH]c2c1
ZINC01088382	CC[NH+]1CC2(OC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC
ZINC39695739	COc1ccc(C(=O)N2CC(C(=O)NC(C)c3nc4ccc(C)cc4[nH]3)C3(CC[NH2+]CC3)C2)c(OC)c1
ZINC12548284	[NH2+]=C1Nc2nc3cc4c(cc3n2C(c2ccc(-c3cccc(Cl)c3Cl)o2)N1)OCCCO4
ZINC59170505	COc1ccc(NC(=O)c2cc3ccc(O)cc3o/c2=[NH+]\NS(=O)(=O)c2ccc(C)cc2)cc1
ZINC59170526	COc1cccc2cc(C(=O)Nc3ccc(Cl)cc3)/c(=[NH+]/c3ccc(S(N)(=O)=O)cc3)oc12
ZINC59170541	Cc1ccc(S(=O)(=O)N/[NH+]=c2/oc3cc(O)ccc3cc2C(=O)Nc2ccc(Cl)cc2)cc1
ZINC59170545	CCOc1cccc2cc(C(=O)Nc3cccc(Cl)c3)/c(=[NH+]/c3ccc(S(N)(=O)=O)cc3)oc12
ZINC59170577	Cc1ccc(S(=O)(=O)N/[NH+]=c2/oc3cc(O)ccc3cc2C(=O)Nc2ccccc2Cl)cc1
ZINC59170650	CCc1ccccc1NC(=O)c1cc2ccc(OC)cc2o/c1=[NH+]\c1ccc(S(N)(=O)=O)cc1
ZINC59170711	COc1cccc2cc(C(=O)Nc3cccc([N+](=O)[O-])c3)/c(=[NH+]/c3ccc(S(N)(=O)=O)cc3)oc12
ZINC59170730	COc1ccccc1NC(=O)c1cc2cc(Cl)ccc2o/c1=[NH+]\c1ccc(S(N)(=O)=O)cc1
ZINC12549557	NC1=[NH+]c2nc3cc4c(cc3n2C(c2cc(Br)ccc2OC(F)F)N1)OCCCO4
ZINC60343124	CC(NC(=O)OC(C)(C)C)C1CCCC[NH+]1CC(=O)N1c2ccc(S(N)(=O)=O)cc2CC1C
ZINC39977152	NS(=O)(=O)c1ccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2cccc3nsnc23)cc1
ZINC63330567	COc1ccc(NC(=O)/N=C(\NCCC2=c3cc(Cl)ccc3=[NH+]C2)Nc2nc(C)cc(C)n2)cc1
ZINC63472898	O=C1C2C(c3ccccc3O)[NH2+]C(CC3=c4ccccc4=[NH+]C3)(C(=O)[O-])C2C(=O)N1c1ccc(Cl)cc1
ZINC63708113	CC1=CC(NC(=O)CSC2[NH+]=c3ccccc3=C3NC(c4cccc([N+](=O)[O-])c4)NN32)N=N1
ZINC64136863	COc1ccc2c(c1)=C1CCNC(C3C(=O)N(c4cccc(C(F)(F)F)c4)C(O)N=C3O)C1[NH+]=2
ZINC00705586	CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc(Br)cc12
ZINC00921397	O=C1CCCC2=C1C(c1ccc(OC(F)F)cc1)c1c([nH]c(=O)[nH]c1=O)N2
ZINC00921395	O=C1CCCC2=C1C(c1ccc(OC(F)F)cc1)c1c([nH]c(=O)[nH]c1=O)N2
ZINC04821010	COC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)c(O)c1Br
ZINC05320432	COc1c(Br)cc(Br)cc1/C=N/Nc1nncn1N
ZINC06817251	Cc1cc(F)ccc1NS(=O)(=O)c1ccc2c(c1)NC(=O)C(C)C(=O)N2
ZINC02413475	Cc1ccccc1N1C(=O)SC(Nc2ccc(S(N)(=O)=O)cc2)C1=O
ZINC09515680	CC(NC(=O)c1cc(Cl)c2c(c1)OCO2)c1ccc(S(N)(=O)=O)cc1
ZINC12483269	O=C(Nc1ccc(F)cc1)NC1C2COC(O2)C(Oc2ccccc2)C1O
ZINC12672222	COc1ccc2c3c([nH]c2c1)C1CC2C(CC(O)C(OC)C2C(=O)[O-])C[NH+]1CC3
ZINC15224235	Cc1ccc(-c2nn(C3OC(CO)C(O)C3O)c(=S)n2-c2ccccc2)cc1
ZINC16399223	O=c1[nH]cnc2[nH]c(N/N=C\c3cccc(I)c3)nc12
ZINC16619640	CC1CCc2c(sc3ncn(CC(=O)Nc4sccc4C(N)=O)c(=O)c23)C1
ZINC18199539	O=C1CC(c2ccco2)CC2=C1C(c1ccc(F)cc1)c1c([nH]c(=O)[nH]c1=O)N2
ZINC19984784	Cc1ccc(C)c(NC(=O)C(C)n2cnc3sc(C(N)=O)c(C)c3c2=O)c1
ZINC19985955	Cc1c(C(N)=O)sc2ncn(C(C)C(=O)Nc3ccccc3Cl)c(=O)c12
ZINC20568967	COC(=O)C1=C(C)NC(=O)C12c1cc(Br)ccc1-c1oc(N)nc12
ZINC20896232	CC(Sc1nc2scc(-c3cccs3)c2c(=O)n1C)C(=O)NC(N)=O
ZINC18323819	Cc1nc2ccccn2c1C(=O)NNC(=O)CC12CC3CC(CC(O)(C3)C1)C2
ZINC01067280	O=C1Nc2c(c(=O)[nH]c(=O)n2-c2ccccc2)C(C(F)(F)F)(C(F)(F)F)N1
ZINC36378607	COC1OC(=O)C(CCC2(C)C(C)CCC3(C)C2CC(O)C(O)C32CO2)C1O
ZINC04245692	COc1ccc2c3c([nH]c2c1)C1CC2C(CC(O)C(OC)C2C(=O)[O-])C[NH+]1CC3
ZINC39469353	CCOP1(=O)NN2CC3C=C(O)C(c4ccccc4O)=CC3CC2CO1
ZINC39469421	CCOP1(=O)NN2CC3C=C(c4ccccc4O)C(O)=CC3CC2CO1
ZINC40476925	COC(=O)c1c(NC=C2C(=O)NC(=S)NC2=O)sc2c1CCC(C)C2
ZINC40801229	CNC(=O)c1c(NC(=O)CC2Oc3ccccc3NC2=O)sc2c1CCCC2
ZINC41004720	CCSc1nc2n(n1)C(c1ccc(Br)o1)C(C(N)=O)=C(C)N2
ZINC42871677	O=C(NNC(=O)c1cc2c(s1)CCCCCC2)NC1CCS(=O)(=O)C1
ZINC47968174	CS(=O)(=O)c1cccc(C(=O)NNC(=O)Nc2cccc3ccccc23)c1
ZINC53994231	CC(=O)Nc1c(Sc2ccc(Cl)cc2)nn(C2CCS(=O)(=O)C2)c1N
ZINC54071497	CC(NC(=O)NNC(=O)C1CCS(=O)(=O)C1)c1ccc2c(c1)CCCC2
ZINC54071501	CC(NC(=O)NNC(=O)C1CCS(=O)(=O)C1)c1ccc2c(c1)CCCC2
ZINC54645321	CC12CCC(C(=O)N(CC(=O)Nc3sc4c(c3C(N)=O)CCC4)C1=O)C2(C)C
ZINC55594193	Cc1ccc(S(=O)(=O)Nc2cccc(C3(C)NC(=O)NC3=O)c2)cc1F
ZINC55594198	Cc1ccc(F)c(S(=O)(=O)Nc2cccc(C3(C)NC(=O)NC3=O)c2)c1
ZINC56072599	Cc1cc2c(o1)CC(C)(C)CC2NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1
ZINC57339033	NNC(=O)c1nnc2sc(-c3ccc(I)cc3)nn12
ZINC35375006	CCC(C)N1C(=O)C2C(C(C)O)NC3(C(=O)Nc4c(Cl)cc(C)cc43)C2C1=O
ZINC63243998	Cc1cc(C)c(S(N)(=O)=O)cc1C(=O)Nc1nnc(C(F)(F)F)s1
ZINC63289598	N#CC1C2=C(CCCCCC2)SC1NC(=O)CSC1=NC(=O)CC(N)=N1
ZINC63351318	O=C1N=C([O-])N(c2ccc(F)cc2)C(O)C1C1NCCC2=c3ccccc3=[NH+]C21
ZINC63372377	O=c1[nH]c(=O)n(-c2cccc(F)c2)c([O-])c1C1NCCC2=c3ccccc3=[NH+]C21
ZINC05343548	Cc1cc(C)c(-c2[nH]nc3c2C(c2cccc(O)c2)N(CCO)C3=O)c(O)c1
ZINC05343548	Cc1cc(C)c(-c2n[nH]c3c2C(c2cccc(O)c2)N(CCO)C3=O)c(O)c1
ZINC35375471	CCCCN1C(=O)C2C(C(C)O)NC3(C(=O)Nc4c(Cl)cccc43)C2C1=O
ZINC39590231	CC1Cc2ccccc2N1C(=O)/C=C1/CSC(NC(=O)c2ccc[nH]c2=O)N1
ZINC66587275	CC(=O)N1c2ccc(S(=O)(=O)Nc3ccc(C)c(C(N)=O)c3)cc2CC1C
ZINC67019689	NC(=O)Cn1cc(NC(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)cn1
ZINC67095767	Cc1ccc2c(c1C)OCC2Nc1ccc(S(N)(=O)=O)cc1S(C)(=O)=O
ZINC67324911	COC(=O)Nc1cc(NC(=O)NC2CCCOc3ccccc32)ccc1F
ZINC67475025	Cn1cc(Br)cc1C(=O)NNC(=O)Nc1cnc2ccccc2c1
ZINC04082257	COc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2cc(OC)c(OC)cc2OC)cc1OC
ZINC06025233	CCOc1ccc(Br)cc1/C=C/C(=O)Nc1ccc(S(=O)(=O)Nc2onc(C)c2C)cc1
ZINC03243769	Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1CCCOC(=O)c1ccccc1F
ZINC03363156	O=C(COC(=O)c1ccccc1NS(=O)(=O)c1ccc(F)c(F)c1)Nc1nc2ccccc2s1
ZINC00703141	CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4cc5ccccc5o4)C3c3ccc(O)cc3)sc2c1
ZINC01031398	COc1c(Br)cc([N+](=O)[O-])c(OC)c1C(=O)NC(=O)Nc1c(C(C)C)cccc1C(C)C
ZINC08835290	Cc1ccc2nc(-c3ccc(NC(=S)NC(=O)c4ccc(N5CCCC5)c([N+](=O)[O-])c4)cc3)oc2c1
ZINC02313559	COc1cc(/C=N/NC(=O)CSc2nnc(-c3ccc(Cl)cc3)n2C)cc(Br)c1O
ZINC09354790	COc1ccc(-c2csc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(C)cc3)n2)cc1OC
ZINC09723320	COCCn1/c(=N/C(=O)c2ccc(C(=O)c3ccccc3)cc2)sc2cc(S(N)(=O)=O)ccc21
ZINC09905532	COc1cc(NC(=O)C2=C(C)Nc3ncnn3C2c2cccc(Br)c2)c(OC)cc1Cl
ZINC10166067	CCOC(=O)C1=C(N)Oc2cc(C)n(Cc3ccc4c(c3)OCO4)c(=O)c2C1c1ccccc1Cl
ZINC10245887	CCOc1ccccc1NC(=O)c1oc2ccccc2c1NC(=O)C1CC(=O)N(c2ccc(Cl)cc2)C1
ZINC10355088	COc1ccc(C2NC(=S)N(c3ccccc3OC)C(C)=C2C(=O)Nc2cc(C)on2)c(OC)c1
ZINC10266773	CCCCCn1c(=O)c2ccccc2n2c(SCC(=O)NC(=O)NC3CCCC(C)C3C)nnc12
ZINC10433656	O=C(Nc1ccc2c(c1)OCO2)c1cc2ccccc2o/c1=N\NS(=O)(=O)c1ccc(Cl)cc1
ZINC10533503	Cc1ccc(-n2c(SCc3nc(N)nc(N(C)C)n3)nc3sc4c(c3c2=O)CCCC4)cc1C
ZINC09805243	COc1cc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2cccc(OC)c2OC)cc(OC)c1OC
ZINC13527173	Cc1ccc(/C=C2\CCc3c2nc2ccccc2c3C(=O)OCC(=O)NC(=O)NCc2ccco2)cc1
ZINC13591479	CCCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)Oc1cc(O)c2c(=O)c3cccc(C)c3oc2c1
ZINC13640601	COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(OC)c(OC)c(OC)c2)N3)cc1
ZINC14274204	Cc1c(NC(=S)NC(=O)c2ccc(OCc3ccccc3)cc2)cccc1-c1nn2c(C)nnc2s1
ZINC16608646	O=C(Nc1nnc(-c2ccc3c(c2)OCO3)s1)C1CCCN1C(=O)NC12CC3CC(CC(C3)C1)C2
ZINC20106399	COc1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(C2CCCCC2)C4C(=O)NC2CCCCC2)cc1
ZINC20558538	COC(=O)c1ccc(C2C(C#N)=C(N)OC3=C2S(=O)(=O)N(Cc2ccccc2F)c2ccccc23)cc1
ZINC21234064	CCOc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(OC)c(OC)c2)C3)ccc1OC(C)=O
ZINC21252147	COC(=O)c1c(NC(=O)c2ccc3c(c2)OCO3)sc(C(=O)Nc2cccc(Cl)c2Cl)c1C
ZINC30873241	Cc1ccc(NC(=O)c2c(C)oc(-n3cccc3)c2C#N)cc1S(=O)(=O)Nc1ccccc1Cl
ZINC34847412	COc1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(C(C)c2ccccc2)C4C(=O)NC2CCCCC2)cc1
ZINC35750658	O=C(Nc1ccc(C2OC(=O)N(Cc3ccccc3)C2C(=O)Nc2ccc(F)cc2)cc1)c1ccco1
ZINC36066227	COCCN1C(=O)C2C(C(=O)Nc3ccc(C(C)C)cc3)C3C=CC2(O3)C1C(=O)NC1CCCC(C)C1C
ZINC36534680	CN(C(=O)C(O)(c1ccccc1)c1ccccc1)C(C(=O)NC1CCCCC1)c1ccc([N+](=O)[O-])cc1
ZINC38688705	CCOc1ccc(C2C(C#N)=C(N)Oc3cc(OC(=O)c4cc5ccccc5oc4=O)ccc32)cc1OC
ZINC39561037	Nc1c(Cl)c(Cl)nc(C(=O)OCC(=O)N2N=C(c3cccs3)CC2c2ccco2)c1Cl
ZINC39836476	CC(C)(C)C1CCc2c(sc(NC(=O)c3ccc([N+](=O)[O-])cc3)c2C(=O)NC2CCS(=O)(=O)C2)C1
ZINC40548620	Cc1cc(C)c(O)c(-c2n[nH]c3c2C(c2cccc(OCCC(C)C)c2)N(C2CCS(=O)(=O)C2)C3=O)c1
ZINC40812980	Cc1c(C(=O)Nc2ccc(Cl)cc2Cl)oc2c1/C(=N/NC(=O)c1cccc([N+](=O)[O-])c1)CCC2
ZINC40917563	COc1cc(C2C(C(=O)Nc3ccc(C)cc3C)=C(C)Nc3nnnn32)ccc1OCc1ccccc1
ZINC40920686	COc1cc(C2C(C(=O)Nc3ccccc3C)=C(C)Nc3nnnn32)ccc1OCCc1ccccc1
ZINC41023424	CCOc1ccccc1NC(=O)C1=C(C)Nc2nc(SCC)nn2C1c1ccc(Br)o1
ZINC43198693	Cc1ccc(S(=O)(=O)NN=C2C3CCC4C(=NNS(=O)(=O)c5ccc(C)cc5)C5CCC2C5C34)cc1
ZINC03011275	CCc1c(C)sc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccc(OC)c(OC)c2)N3)c1C#N
ZINC03012086	COc1ccc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccc(OC)c(OC)c2)N3)cc1Cl
ZINC54615393	CCOc1ccccc1NC(=O)C1=C(C)Nc2nnnn2C1c1ccc(OCc2ccc(C)cc2)cc1
ZINC01005639	O=C(Nc1cc(Oc2ccccc2)cc([N+](=O)[O-])c1)c1cnn2c1NC(c1ccccc1)CC2C(F)F
ZINC58847038	COc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccccc4F)cc3C3C=CCC32)cc1[N+](=O)[O-]
ZINC58848526	COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(OC)c([N+](=O)[O-])c2)N3)cc1
ZINC58850033	CC(C)Oc1ccc(C2Nc3ccc(S(=O)(=O)Nc4cccc([N+](=O)[O-])c4)cc3C3C=CCC32)cc1
ZINC09124104	COc1cc(C2c3c(n[nH]c3-c3cc(Cl)c(C)cc3O)C(=O)N2CCO)ccc1OCc1ccccc1
ZINC09124104	COc1cc(C2c3c(-c4cc(Cl)c(C)cc4O)n[nH]c3C(=O)N2CCO)ccc1OCc1ccccc1
ZINC16292698	CC1=NN(c2ccc(C)cc2)C(=O)/C1=C/Nc1ccc(C)c(N/C=C2/C(=O)N(c3ccc(C)cc3)N=C2C)c1
ZINC16292698	CC1=NN(c2ccc(C)cc2)C(=O)/C1=C\Nc1ccc(C)c(N/C=C2\C(=O)N(c3ccc(C)cc3)N=C2C)c1
ZINC04108735	O=C(CNc1ccc(I)cc1)N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1
ZINC03329160	CCOC(=O)c1sc2nc(C)cc(C)c2c1NC(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1
ZINC03271801	COc1ccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(Br)cc2)cc1OC
ZINC01962969	COC(=O)c1c(NC(=O)COc2ccc(C(=O)Nc3ccccc3OC)cc2)sc2c1CCC(C)C2
ZINC08894487	CCCCc1ccc(-n2nc3cc(C)c(NC(=S)NC(=O)c4ccc5c(c4)OCCO5)cc3n2)cc1
ZINC00864982	Cc1ccc(-c2ccc(OCC(=O)Nc3ccc(S(=O)(=O)Nc4onc(C)c4C)cc3)cc2)cc1
ZINC09674404	O=C(CSC1=Nc2ccccc2C2=NC(CCC(=O)NC3CCCCC3)C(=O)N12)Nc1ccccc1F
ZINC12529030	CCc1ccc(Nc2nnc(SCC(=O)Nc3ccc(S(=O)(=O)N4CCCC4)cc3)s2)cc1
ZINC12560650	COc1ccccc1NS(=O)(=O)c1cccc(C(=O)N/N=C/C=C2\N(C)c3ccccc3C2(C)C)c1
ZINC12815733	CCn1c(SC(C)C(=O)NC(=O)NC23CC4CC(CC(C4)C2)C3)nnc1-c1ccc(OC)cc1
ZINC02342332	COc1cc(/C=N/NC(=O)CSc2nnc(-c3ccc(Cl)cc3)n2-c2ccc(C)cc2)ccc1O
ZINC04091334	CCOC(=O)c1ccc(NC(=O)C(=O)N/N=C/c2cc(C)n(-c3cc(Cl)cc(Cl)c3)c2C)cc1
ZINC02324753	Cc1cc(C(F)(F)F)nc(SCc2ccc(C(=O)NNC(=O)COc3ccc(Cl)cc3C)o2)n1
ZINC14274502	COc1ccc(-n2nc3cc(C)c(NC(=S)NC(=O)c4cccc(C)c4OC)cc3n2)cc1Cl
ZINC14274828	COc1ccc([N+](=O)[O-])cc1NC(=S)NC(=O)c1cc2ccccc2c(Br)c1OC
ZINC16284995	COc1ccc(-n2nc3cc(C)c(NC(=S)NC(=O)COc4ccc(C)cc4C)cc3n2)cc1Cl
ZINC16828477	CCOc1ccc(-c2nnc(SC(C)C(=O)NC(=O)NC(C)(C)C)n2-c2ccccc2F)cc1
ZINC17307567	CCOc1ccc(C2C(C(=O)Nc3ccccc3OC)=C(C)Nc3nc(-c4cccs4)nn32)cc1
ZINC00648886	COc1ccc(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)CC(c2ccc(OC)c(OC)c2)C3)cc1O
ZINC21283810	CCOc1ccccc1Nc1nnc(SCC(=O)Nc2c(C)nn(-c3ccc(C)cc3)c2C)s1
ZINC21800973	CC(C)Cn1cnc2nc(CSc3ccccc3NC(=O)Nc3cccc(Cl)c3)cc(=O)n21
ZINC25446946	CCCCC1(c2ccccc2)NC(=O)N(CC(=O)Nc2sc3c(c2C(=O)OC)CCC(C)C3)C1=O
ZINC29635969	O=C(Nc1ccccc1C(=O)Nc1ccc(OC(F)F)c(Cl)c1)c1ccc([N+](=O)[O-])cc1Cl
ZINC32720218	CCOC(=O)c1c(NC(=O)CN2C(=O)NC(CC)(c3ccc(C)cc3)C2=O)sc2c1CCC(C)C2
ZINC33732588	CCCOC(=O)C1=C(C)NC2=C(C(=O)C(C(=O)OC)C(C)C2)C1c1cc(Cl)c(O)c(OCC)c1
ZINC35098845	CCC(C)C(NS(=O)(=O)c1c(C)cc(C)cc1C)C(=O)N1CCN(C(=O)NC2CCCCC2)C(C)C1
ZINC36219790	COc1ccccc1C(=O)Nc1ccc(C2OC(=O)N(Cc3ccc(C)cc3)C2C(=O)NCC(C)C)cc1
ZINC33932194	CCC(C)OC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1ccc(O)c(OC)c1
ZINC36547763	CC(C)(C)CC(C)(C)NC(=O)C(c1cc([N+](=O)[O-])ccc1Cl)N(C(=O)CO)c1ccccc1Cl
ZINC22619899	Cc1ccccc1OCc1nnc(SC(C)C(=O)NC(=O)NC2CCCCC2)n1-c1ccccc1
ZINC38651018	COc1cc(C(=O)Oc2ccc3c(c2)OC(N)=C(C#N)C3c2ccccc2Cl)cc(OC)c1OC
ZINC38657068	COc1ccc(C2C(C#N)=C(N)Oc3cc(OC(=O)COc4cc(C)c(Cl)c(C)c4)ccc32)c(OC)c1
ZINC38657161	COc1ccc(C2C(C#N)=C(N)Oc3cc(OC(=O)COc4ccc(C(C)C)cc4)ccc32)c(OC)c1
ZINC38658526	C=CCOc1ccc(C(=O)Oc2ccc3c(c2)OC(N)=C(C#N)C3c2ccc(OC)c(OC)c2)cc1
