ZINC02780389	Cc1nn(C)cc1C(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC39632606	O=C(NC1CCCC1)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC39635856	CC1CCCCC1NC(=O)C1CN(C(=O)C2CCC2)CC12CC[NH2+]CC2
ZINC39659799	O=C(NC1CCCCCCC1)C1CN(C(=O)C2CCC2)CC12CC[NH2+]CC2
ZINC39715980	N#CC1=C(N)OC2=c3ccccc3=[NH+]C(=O)C2C1c1ccc(C(F)(F)F)cc1
ZINC39926579	Cc1cccc(C2NNC(S)N2/N=C/C2=c3ccccc3=[NH+]C2)c1
ZINC41153707	CC1CCC([NH3+])(c2noc(-c3cc(F)ccc3Br)n2)CC1
ZINC41153935	CC1CCC([NH3+])(c2noc(-c3ccccc3Br)n2)CC1
ZINC41863594	Cc1sc2nc(C(C)[NH2+]C3CCCC(C)C3C)[nH]c(=O)c2c1C
ZINC42421396	CCOC1CCCN(c2c(N)c[nH+]c3ccc(Br)cc23)C1
ZINC43415043	Cc1cc(CNC(=O)/[NH+]=c2/ccc3c(C)cc(O)oc-3c2)ccc1F
ZINC48796488	Cn1ncc2c1CCCC2[NH2+]Cc1cccc(Br)c1O
ZINC49692552	Nc1c[nH+]c2ccc(Br)cc2c1N1CCS(=O)CC1
ZINC51361955	Cn1c(=O)oc2cc(C([NH3+])c3cncc(Br)c3)ccc21
ZINC51995604	OC1CCCCC1[NH2+]Cc1cc(Br)c2c(c1)OCCO2
ZINC40750125	[NH3+]C1CC2CCC(C1)N2Cc1cc2c(cc1Br)OCCO2
ZINC44684890	O=C1Nc2cccc(Br)c2C1NC1CC[NH+](C2CC2)C1
ZINC61719504	Cn1c(=O)n(C)c2cc(C3[NH2+]CCC34C(=O)Nc3ccccc34)ccc21
ZINC63127821	Cn1cc(Br)cc1C(=O)N1CC(CC[NH3+])c2ccccc21
ZINC63159180	C[NH2+]CC1CCN(C2C(=O)Nc3c(C)cc(Br)cc32)CC1
ZINC63991440	CC1=c2ccccc2=[NH+]C(=O)C1Sc1nnc(C(F)(F)F)n1N
ZINC64409676	CC1NNC(C2CCCN(C(=O)CC3=c4ccccc4=[NH+]C3)C2)S1
ZINC65248322	O=C1[NH+]=c2ccccc2=C(O)C1C1NC(c2cccc(Cl)c2)=NO1
ZINC65260063	Cc1ccsc1C(=O)N1CCCC2(C1)Nc1ccccc1N/C2=[NH+]\C(C)(C)C
ZINC65394090	CC1NC2C=CC(Cl)=CN2C1C1CC(=O)Nc2cc3c(cc21)C[NH+]=N3
ZINC65394091	CC1NC2C=CC(Cl)=CN2C1C1CC(=O)Nc2cc3c(cc21)C[NH+]=N3
ZINC03831088	CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
ZINC00651667	O=C1CC(c2cccs2)CC2=C1C(c1cccc(O)c1)Nc1ccccc1N2
ZINC00651669	O=C1CC(c2cccs2)CC2=C1C(c1cccc(O)c1)Nc1ccccc1N2
ZINC04016857	Cn1nc(C#CC(C)(C)O)c(C#CC(C)(C)O)c1C#CC(C)(C)O
ZINC04026792	CC(=O)NC1C(O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
ZINC01029483	N#CC1=C(N)Oc2cc(O)ccc2C1c1ccccc1I
ZINC04855959	CCc1nc2c(o1)NC(N)=C(C#N)C2c1ccc(Cl)cc1
ZINC05276371	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(O)CO)CCC12
ZINC05528371	CC1CC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC2(C)C1(O)C(=O)CO
ZINC14467776	CNC(=O)c1cccc2c1NC(c1cc(Cl)cc(Cl)c1O)C1CC=CC21
ZINC15919773	CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
ZINC16969335	CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
ZINC17004567	CC(O)C1(O)CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC21C
ZINC08995709	Cc1n[nH]c2c1C(c1ccccc1I)C(C#N)=C(N)O2
ZINC11592703	CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
ZINC19893729	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(O)CO
ZINC19897767	CC(O)C1CC(=O)C2(O)C3CC=C4CC(O)CCC4(C)C3CCC12C
ZINC20231203	Cc1ccc(-n2c(=S)[nH]c([O-])c(C3[NH2+]CCc4ccccc43)c2=O)cc1
ZINC20701775	CNC(=O)c1cccc2c1NC(c1cc(Cl)cc(Cl)c1O)C1CC=CC21
ZINC21503610	Nc1ccc(NC(=O)C2COc3ccccc3O2)c(Cl)c1
ZINC34173016	CC(=O)C1(O)CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC21C
ZINC33997807	CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1C(OC3=O)C2O
ZINC36142189	[NH3+]C1(C(=O)[O-])CCOc2c(Cl)cc(Br)cc21
ZINC36371067	CC(=O)C1(O)CCC2C3CCC4CC(O)CCC4(C)C3C(O)CC21C
ZINC36371068	CC(=O)C1(O)CCC2C3CCC4CC(O)CCC4(C)C3C(O)CC21C
ZINC36385541	NC(=S)N/N=C1\C2C3CC4C5C3C1C5C1(OCCO1)C42
ZINC31157853	CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1C(OC3=O)C2O
ZINC03831087	CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
ZINC00708291	COc1ccc(Br)cc1C1C(C#N)=C(N)SC(=N)C1C#N
ZINC38592681	CC(C)(C)C1CCC2=C3C(=O)N=C(NN)[NH+]=C3SC2C1
ZINC38643256	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO
ZINC39559744	C=C1C(O)C(O)C2(CC3C(C)=CCC4C(C)(C)C(=O)CCC34C)OC2C1O
ZINC39559747	C=C1C(O)C(O)C2(CC3C(C)=CCC4C(C)(C)C(=O)CCC34C)OC2C1O
ZINC39579406	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(O)CO
ZINC40302264	Nc1ccc2oc(C(=O)Nc3ccccc3I)cc2c1
ZINC43193639	OC1COC(Oc2ccc3cc(Br)ccc3c2)C(O)C1O
ZINC43736468	CC(=O)NC1C(O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
ZINC44021532	CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
ZINC44248556	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(O)CO
ZINC44785433	N/C(=N/O)C1(C(=O)N2CCC3CCCCC3C2)CCCC1
ZINC49776666	CC1=NC(N2CCN(c3ccccc3Cl)CC2)C(N)=[NH+]1
ZINC50987906	C#CCN1C(=[NH2+])C(c2cc(Cl)c3c(c2)OCO3)[NH+]=C1C
ZINC22079669	Cc1cccc(N2C(=N)/C(=C/c3ccc(Cl)cc3)C(N)=C(C#N)C2=O)c1
ZINC39575061	CC1=C(C)C(c2nc3cc4c(cc3[nH]2)OCCO4)C(N)S1
ZINC53735987	Nc1ccc2c(c1)nc(CO)n2-c1cccc(I)c1
ZINC61856092	CC1CN(c2ccc(/C(N)=N/O)c(Cl)c2)CC(C)(C)O1
ZINC62789297	N/C(=N/O)c1ccc(Cl)cc1N1CCc2sccc2C1
ZINC62943469	Nc1cc(F)c(N2CCC[NH+]3CCCC3C2)cc1C(=O)[O-]
ZINC62960563	N/C(=N/O)C1(C(=O)N2CCC3(CCCC3)CC2)CCCC1
ZINC65461998	Nc1nc2c(s1)C(c1cc3ccccc3o1)CC(=O)NC2
ZINC01393195	CC(C)Sc1nnc(-c2ccc(Cl)cc2)n1N
ZINC00522659	CCCc1nc2sc3c(c2c(=O)n1N)CC(C)CC3
ZINC05514501	COc1ccc2c(c1)OC(N)=C(C#N)C2c1ccccc1
ZINC06715177	Cc1ccc(NC(=O)NC(C)c2ccncc2)c(C)c1
ZINC19266059	Nc1cc(Cl)ccc1N1CCN(c2nccs2)CC1
ZINC19433870	CC1CCCCC1NC(=O)C1CNc2ccccc2O1
ZINC19447518	CC(C)Cc1cc2c(c(N)n1)c(=O)oc1ccccc12
ZINC19760157	CCN1CC(C)Oc2ccc(-c3csc(N)n3)cc21
ZINC20335825	CCc1cc2c(Oc3ccc(N)cc3)ncnc2s1
ZINC32578414	CC(C)(O)C(=O)N/N=C/c1c(Cl)cccc1Cl
ZINC34157617	Cc1nc(N)c2c(C)c(C)n(C(C)c3ccccc3)c2n1
ZINC36142396	COC(=O)C1(N)CC(C)(C)Oc2c(Cl)cccc21
ZINC36142714	CC(C)c1cc(N)c2c(c1)C(=O)CC(c1ccncc1)O2
ZINC36936814	Cc1cc(-c2noc(N)c2-c2ccc(F)cc2)c(C)o1
ZINC37066272	CC1CCCCN1c1ccc(N)c(OC(C)(C)C)n1
ZINC37077435	COc1nc(OC2CC(C)CC(C)(C)C2)ccc1N
ZINC37191438	Cc1ccc2nc(CSc3ccc(N)cn3)cn2c1
ZINC37549242	Cc1ccc(C#CCO)cc1NC(=O)c1ccc(Cl)o1
ZINC37715794	Nc1cc(Cl)ccc1Oc1ncnc2ccccc12
ZINC37756576	Nc1cc(-c2nc(C3CCCC3)no2)ccc1Cl
ZINC00615738	Cc1cc(Cl)ccc1OC(C)c1nnc(N)s1
ZINC20357484	CCSc1nc(N)c2c3c(sc2n1)CN(C)CC3
ZINC38089915	CC(c1ccc(O)cc1)N(C)C(=O)c1ccccc1O
ZINC13132468	Cc1cc2n(n1)SC(Nc1ccc(F)c(Cl)c1)N2
ZINC39505153	CCOC1CN(O)C2(CCC(c3ccccc3O)C2)C1
ZINC33960346	CC(C)(C)NC(=O)C12CCC(C)(/C(=N/O)C1)C2(C)C
ZINC40290614	Cc1nnc(Oc2ccccc2Cl)c(CN)c1C
ZINC41078952	Cc1ccc(Oc2c(C#N)cnc3ccccc23)c(N)c1
ZINC42039300	Cc1cccc(-c2nnc(C)n2C2CCCCC2)c1N
ZINC43409730	N#Cc1cc2c(nc1Oc1ccccc1N)CCCC2
ZINC43671660	Cc1ccc(-c2cc(N)n(-c3cc(C)ccn3)n2)cc1
ZINC44498216	CC(Nc1cccc2c(O)cccc12)c1cnn(C)c1
ZINC49121808	CCC1CCCCC1n1c(C)c(C)c2c(N)ncnc21
ZINC49542446	CC(O)c1ccccc1NC1CCC2(CC1)OCCO2
ZINC49545611	CNc1nc2c(s1)C(c1ccc(Cl)cc1)CC(O)=N2
ZINC49545611	CNc1nc2c(s1)C(c1ccc(Cl)cc1)CC(=O)N2
ZINC49977350	CCn1cc(N)cc1C(=O)N(C)c1ccc(C)cc1C
ZINC50309538	Nc1cc(F)c(F)cc1-c1nnc(C2CCCCC2)o1
ZINC50867096	CN(C)c1ccc(-c2nc(N)c3c(n2)CCCC3)cc1
ZINC52341960	Cc1c(C)n(C(C)C2CCCCC2)c2ncnc(N)c12
ZINC53128540	Cc1cc(NC2(CO)CCCC(C)C2)nc(Cl)n1
ZINC54698653	Cn1nc(C(C)(C)C)nc1-c1cc(Cl)ccc1N
ZINC00341742	Cc1ccc(C2(C)NN=C(c3ccccc3O)S2)o1
ZINC43667419	Cc1nn(Cc2ccc(C3CC3C)o2)c(N)c1Cl
ZINC43667421	Cc1nn(Cc2ccc(C3CC3C)o2)c(N)c1Cl
ZINC61681335	Cc1ccc(-c2c(C3CCOCC3)noc2N)cc1C
ZINC62364230	CCN(c1ccc(F)cc1)c1ncnc(Cl)c1N
ZINC62365009	Nc1c(Cl)ncnc1OC1CCCc2ccccc21
ZINC62609821	Nc1onc(-c2ccoc2)c1-c1ccc(F)cc1Cl
ZINC01251161	O=C(CC1Nc2ccccc2NC1=O)c1ccccc1
ZINC67173817	Nc1nc(-c2ccc(-c3ccc(F)cc3)cn2)ns1
ZINC04089459	CC1(C)SC2c3ccccc3C(=O)N2C1C(=O)NC(C(=O)[O-])c1ccccc1
ZINC12158501	O=C1NC(CC(=O)N2CC(C(=O)[O-])C(c3ccc(F)cc3)C2)c2ccccc21
ZINC13022696	Cc1cc(C)c(C(=O)[O-])c(SC(C)C(=O)NC2(C#N)CCCCC2)n1
ZINC13225919	CC1(C(=O)Nc2cc3c(cc2C(=O)[O-])OCCCO3)CC1(Cl)Cl
ZINC13249345	CC(C#N)(NS(=O)(=O)c1ccc(Br)c(C(=O)[O-])c1)C1CC1
ZINC13431685	CC1Oc2c(C(=O)Nc3cc4c(cc3C(=O)[O-])OCCO4)cccc2C1C
ZINC18196364	O=C1CC(c2cccs2)CC2=C1C(c1ccccc1C(=O)[O-])n1ncnc1N2
ZINC16051106	O=c1cc(/C([O-])=N/c2nnc(Cc3ccccc3)s2)c2ccccc2[nH]1
ZINC19880149	O=C([O-])CC12CSc3[nH]c(=O)sc3C1c1cc(Cl)ccc1OC2=O
ZINC04312176	O=C(C1=C([O-])C(=O)N(CC2CCCO2)C1c1ccc(O)cc1)c1ccc(Cl)cc1
ZINC13831869	O=C([O-])C1Sc2[nH]c(=O)sc2C2c3cc(Cl)ccc3OC(=O)C12
ZINC22023115	Cc1ccc(N2NC(=O)/C(=C/c3c(C)nn(-c4ccccc4)c3[O-])C2=O)cc1
ZINC16363305	Cc1nc2c(I)cccc2c(=O)n1Cc1nnc([S-])[nH]1
ZINC17086539	O=C1OC(c2c([O-])n(-c3ccc(Br)cc3)c(=O)[nH]c2=O)c2ccccc21
ZINC37656278	O=C([O-])C1CCCN(S(=O)(=O)Nc2ccc(I)cc2)C1
ZINC37657066	Cc1cc(I)ccc1NS(=O)(=O)N1CCCC(C(=O)[O-])C1
ZINC37657067	Cc1cc(I)ccc1NS(=O)(=O)N1CCCC(C(=O)[O-])C1
ZINC05695629	CC(NS(=O)(=O)c1ccccc1)c1nnc([S-])n1-c1ccccc1
ZINC09684287	Cc1[nH]c(C)c(S(=O)(=O)[N-]c2ccc(F)cc2Cl)c1C(=O)N1CCCC1
ZINC38715025	Cc1ccc2cccc(S(=O)(=O)[N-]c3ccc4c(c3)CCC(=O)N4)c2n1
ZINC39441955	O=C(Nn1c([O-])c2ccccc2nc1=S)C1C=C(c2ccc(Cl)cc2)N=N1
ZINC40095274	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCO)C3c3ccccc3)ccc2O1
ZINC40095467	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCO)C3c3ccccc3F)ccc2O1
ZINC40097264	O=C(C1=C([O-])C(=O)N(CCO)C1c1ccccc1F)c1cc2ccccc2o1
ZINC40098791	Cc1nc(C)c(C(=O)C2=C([O-])C(=O)N(CCO)C2c2ccc(Cl)c(Cl)c2)s1
ZINC43736263	CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)[O-])O1
ZINC49048244	COc1c(Br)cc(Cl)cc1NS(=O)(=O)C(C)C(=O)[O-]
ZINC49590533	O=C([O-])CC1CCN(C(=O)C2CC2)CC1CC1=NCCc2ccc(O)cc21
ZINC13692509	Cc1cnc(NC(=O)c2ccc3nc([N-]S(C)(=O)=O)sc3c2)s1
ZINC17028468	CC(c1ccccc1)n1c(=O)[nH]c([O-])c(C2OC(=O)c3ccccc32)c1=O
ZINC55312297	Cc1oc(C(=O)[O-])cc1S(=O)(=O)NCc1ccccc1Br
ZINC55313292	Cc1ccccc1CNS(=O)(=O)c1cc(C(=O)[O-])oc1Br
ZINC48623316	[O-]/C(Cc1csc(-c2cc(Br)cs2)n1)=N\c1ncn[nH]1
ZINC57121537	CCC1(c2ccc([N-]S(=O)(=O)c3cccs3)cc2)CCC(=O)NC1=O
ZINC17058256	COc1cc(/C=C2/C(=O)N(c3ccc(C)cc3)C(=O)N=C2[O-])cc(Cl)c1O
ZINC17058256	COc1cc(/C=C2\C(=O)N=C([O-])N(c3ccc(C)cc3)C2=O)cc(Cl)c1O
ZINC58235566	CC(NC(=O)C1=Cc2ccccc2OC1)c1ccccc1[N-]S(C)(=O)=O
ZINC58327700	CCc1nc(CCNC(=O)c2ccc3c([O-])n(C)c(=S)nc3c2)sc1C
ZINC61593876	CC(C)n1c(Sc2ncc(Br)cc2C(=O)[O-])n[nH]c1=O
ZINC61596310	CCn1c(SC(C)(C(=O)[O-])c2ccc(Br)cc2)n[nH]c1=O
ZINC61890154	N#CC1CCCC1NS(=O)(=O)c1ccc(Br)c(C(=O)[O-])c1
ZINC13147143	CCSc1nc2c(c(=O)[nH]1)C(c1cccs1)/C(=C(\[O-])OC)C(C)=N2
ZINC13147143	CCSc1nc2c(c(=O)[nH]1)C(c1cccs1)/C(=C(/[O-])OC)C(C)=N2
ZINC08995063	O=C1OC(c2c([O-])[nH]c(=O)n(-c3ccccc3Cl)c2=O)c2ccccc21
ZINC08995063	O=C1OC(c2c([O-])n(-c3ccccc3Cl)c(=O)[nH]c2=O)c2ccccc21
ZINC08972032	O=C1OC(c2c([O-])[nH]c(=O)n(Cc3ccc(F)cc3)c2=O)c2ccccc21
ZINC08972032	O=C1OC(c2c([O-])n(Cc3ccc(F)cc3)c(=O)[nH]c2=O)c2ccccc21
ZINC62828196	CN(Cc1ccc(Br)o1)C(=O)Nc1sccc1C(=O)[O-]
ZINC39955083	COc1ccccc1C1CC(=O)NC2C1C([O-])=Nc1nc3ccccc3n12
ZINC36354982	Cc1nn(-c2ccc([O-])nn2)c2c1C(c1ccc(Cl)cc1F)CC(O)=N2
ZINC36354982	Cc1nn(-c2ccc([O-])nn2)c2c1C(c1ccc(Cl)cc1F)CC(=O)N2
ZINC36633745	O=C1N=C(N2N=C(c3ccccc3)CC2c2ccccc2O)/C(=N/[O-])S1
ZINC65119298	CCc1ccc([N-]S(=O)(=O)c2cc(-c3ccc(=O)[nH]n3)cs2)cc1
ZINC65651399	N#C/C(C(=O)Nc1ccc2c(c1)OCCO2)=C(/[O-])C1CC1c1cccc(F)c1
ZINC67177773	CC1COC(c2ccccc2)CN1C(=O)c1ccc2c([O-])[nH]c(=S)nc2c1
ZINC04488911	CCOc1cc(C2CC(=O)NC3=C2C(=O)CCC3)ccc1O
ZINC05092345	CC1=C(C#N)C(NC(=O)c2ccccc2C)(C(F)(F)F)C(=O)N1
ZINC00269208	Cc1cc(C)c(S(=O)(=O)N2CCC(C(N)=O)CC2)c(C)c1
ZINC06949310	CC1Sc2ccc(S(=O)(=O)NC3CCCC3)cc2NC1=O
ZINC07535582	CC(Sc1nnc(N)s1)C(=O)N1CCc2ccccc2C1
ZINC09322628	CCS(=O)(=O)N1CCc2cc(-c3csc(N)n3)ccc21
ZINC12553301	O=C1c2ccccc2NC(c2ccc(O)cc2)N1CC1CCCO1
ZINC13524732	C=CCNC1=NS(=O)(=O)c2cc(Br)ccc2N1
ZINC14183529	CC1Sc2ccc(C(=O)NC(C)c3ccco3)cc2NC1=O
ZINC20262635	CN(C)S(=O)(=O)c1cc(N)ccc1N1CCc2ccccc21
ZINC20262883	CC1CCCCN1S(=O)(=O)c1cc(N)ccc1N1CCCC1
ZINC27556331	CC1Cc2cc(S(N)(=O)=O)ccc2N1Cc1cccc(C#N)c1
ZINC31814648	Nc1nc(Cn2cccc(C(F)(F)F)c2=O)nc2ccccc12
ZINC31934133	NC(=S)c1cccc(Cn2cnc3cc4c(cc32)OCCO4)c1
ZINC32646366	CC1CC(C)CN(C(=O)Cc2ccc(S(N)(=O)=O)s2)C1
ZINC36128849	CCC1COC(C)CN1S(=O)(=O)c1cc(N)c(F)cc1F
ZINC36322370	CCC1COCCN1S(=O)(=O)c1ccc(Cl)cc1N
ZINC37791253	Cc1ccc(C(C)NS(=O)(=O)c2cn[nH]c2C)c(C)c1
ZINC38971092	C=CCN1C(=O)C(c2nc3ccccc3[nH]2)C(O)c2ccccc21
ZINC39440502	CN1N=CC(Cl)C1C(=O)NCc1cc2cc(Cl)ccc2[nH]1
ZINC40033636	CNC(=O)NC(=O)C(c1ccccc1)N1CCc2sccc2C1
ZINC41681032	CC1CN(S(=O)(=O)c2cccc(C(N)=S)c2)CC(C)(C)O1
ZINC41695275	CN(Cc1ccc(O)cc1O)C(=O)c1ccc(CCl)o1
ZINC41759687	CC(C)(C)[NH2+]C(C)(C(=O)[O-])c1ccc2c(c1)OCCCO2
ZINC42174313	Cc1ccc(SC(C)C(=O)NC(=O)NC(C)(C)C)nc1
ZINC42747820	Cc1ccc(S(=O)(=O)N2CC(C(N)=O)CCC2C)c(Cl)c1
ZINC44922944	CC([NH2+]C(C)c1nnn[n-]1)c1cccc(Br)c1
ZINC45741264	Cc1cc(Cl)ccc1S(=O)(=O)NC1CCCCNC1=O
ZINC48545242	CCC1(C)NC(=O)N(CC(O)c2ccccc2Cl)C1=O
ZINC48793980	CCNC(=O)C1(NC(=O)c2scnc2C)CCCCC1
ZINC48939031	O=C(Nc1cc(C(F)(F)F)c[nH]c1=O)c1scnc1Cl
ZINC50649168	CNc1cc(S(=O)(=O)[N-]c2ccc(F)cc2C)cc[nH+]1
ZINC50833482	Cc1sc2nc(COCC3CCOC3)nc(N)c2c1C
ZINC50839582	Cc1sc2nc(CSc3cnn(C)c3)nc(N)c2c1C
ZINC52004812	N#Cc1ccc(Cl)cc1S(=O)(=O)NC1CCCCC1O
ZINC27553089	N/C(=N\c1nc(-c2ccccn2)cc2ccccc12)c1ccncc1
ZINC53640009	O=C(NC(c1ccccc1)c1ccco1)c1ccc[nH]c1=O
ZINC57292271	CC(=O)NNC(=O)c1csc(-c2ccc(Cl)s2)n1
ZINC49236344	CC(Cn1ccnc1)n1c(N)nc2cc(Br)ccc21
ZINC47575471	Cc1cc2c(o1)CC(C)(C)CC2NC(=O)NCc1ccco1
ZINC59437464	N#C/C(=C\c1cc(Br)c(N2CCCCC2)o1)C(N)=O
ZINC60916804	O=C(NCc1cn2ccsc2n1)NC1CCCc2ccccc21
ZINC61473905	N#Cc1ccc(C(=O)NNC(=O)c2ccc(F)c(F)c2)cc1
ZINC61767071	CC(C)Cn1ccnc(Oc2ccc(N)cc2Cl)c1=O
ZINC61770043	Nc1ccc2nc(Sc3nccn(C4CC4)c3=O)sc2c1
ZINC62102096	CC(C(=O)[O-])(c1ccc(Cl)cc1Cl)[NH+]1CCNC(=O)CC1
ZINC62320993	CCC1CCCCN1C(=O)c1cn(CC)c2cccc(N)c2c1=O
ZINC66647038	Cc1ccccc1-c1nc(C(=O)NC2CCC(=O)NC2)cs1
ZINC67104237	CC(C)CCC(=O)NNC(=O)N1CCc2sccc2C1
ZINC20729800	CC(C)Oc1cccc(C2SCC(O)=Nc3n[nH]cc32)c1
ZINC20729800	CC(C)Oc1cccc(C2SCC(=O)Nc3n[nH]cc32)c1
ZINC04646064	Cc1ccc(C(=O)Nc2ccc(I)cc2C(=O)[O-])o1
ZINC04652746	N#Cc1c(NC(=O)C2CC(Cl)=CCC2C(=O)[O-])sc2c1CCC2
ZINC04029396	CC12C=C/C(=N\OCC(=O)[O-])C=C1CCC1C2CCC2(C)C1CCC2(C)O
ZINC06856688	COc1c(Br)cc(Br)cc1/C=C(/NC(C)=O)C(=O)[O-]
ZINC07010162	CC1(C)Cc2occc2C(NC(=O)c2cc3ccccc3cc2C(=O)[O-])C1
ZINC06960371	COC(=O)c1ccc2c(c1C)NC(c1ccc(C(=O)[O-])cc1)C1CC=CC21
ZINC16932821	O=C([O-])c1ccc(N2C(=O)/C(=C/c3ccccc3O)SC2=S)cc1
ZINC08997328	Cc1ccc(-n2c(C)cc(/C=C3/C(=O)NC(=S)N=C3[O-])c2C)cc1C
ZINC06073578	C=CCn1c([O-])c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2ccccc21
ZINC24448909	C=CCNC(=O)c1ccc2c([O-])n(-c3cccc(C)c3C)c(=S)nc2c1
ZINC25081374	Cc1ccc(-c2csc(/N=C(\[O-])c3cc4ccccc4[nH]c3=O)n2)s1
ZINC32094914	O=C1Cc2cc([N-]S(=O)(=O)/C=C/c3ccccc3)c(Cl)cc2N1
ZINC32594714	O=C([O-])COc1ccccc1C1c2sc(=O)[nH]c2SC2C3CCC(C3)C12
ZINC32608118	O=c1c(/C([O-])=N/c2nc(-c3ccccc3)cs2)c[nH]c2cc(F)cc(F)c12
ZINC32608118	O=C(Nc1nc(-c2ccccc2)cs1)c1c[nH]c2cc(F)cc(F)c2c1=O
ZINC35306482	O=C([O-])c1sccc1NS(=O)(=O)c1ccc(Br)cc1Cl
ZINC35426878	O=C([O-])c1ccc(NS(=O)(=O)c2ccc(Br)cc2Cl)s1
ZINC35458023	CC(=O)OCC1(O)CC23CCC4C(C)(C(=O)[O-])CCCC4(C)C2CCC1C3
ZINC36961266	O=C([O-])c1c(NS(=O)(=O)c2ccc(Br)s2)sc2c1CCC2
ZINC37312919	CC(Nc1cccc(-c2nnn[n-]2)c1)c1sccc1Br
ZINC37404743	Cc1[nH]c(=O)nc(SCc2cc(F)ccc2Br)c1C(=O)[O-]
ZINC38812303	CC12CC/C(=N\OCC(=O)[O-])C=C1CCC1C2CCC2(C)C1CCC2(C)O
ZINC39465275	CSc1cc2c(cc1Cc1ccccc1)C1COP(=O)([O-])NN1CC2
ZINC39887613	CCOc1ccc(N2C([S-])=C(C#N)C(=O)NC2c2ccccc2)cc1
ZINC41069832	O=S(=O)([N-]c1ccc2[nH]ccc2c1)c1cc(Br)cnc1Cl
ZINC42523013	Cc1ccc(NS(=O)(=O)C(C)C(=O)[O-])cc1I
ZINC43710891	CC12CC/C(=N\OCC(=O)[O-])C=C1CCC1C2CCC2(C)C1CCC2(C)O
ZINC43769576	COC(=O)c1cccc2c1NC(c1ccc(C(=O)[O-])cc1)C1CC=CC21
ZINC44483670	O=C([O-])CN(C(=O)c1ccc(Br)cc1O)c1ccccc1
ZINC45135001	CC1(C)CC1NS(=O)(=O)c1cc(Br)cc(C(=O)[O-])c1F
ZINC49060921	C/C(=N/O)c1ccccc1[N-]S(=O)(=O)c1sccc1Br
ZINC49546794	CC(O)c1ccccc1[N-]S(=O)(=O)c1cc(Br)cnc1Cl
ZINC50654114	CNc1ncc(Br)cc1S(=O)(=O)[N-]c1cc(Cl)ccc1F
ZINC54261327	Cc1ccc(C(C)NC(=O)c2ccc3c([O-])n(C)c(=S)nc3c2)s1
ZINC54357301	COC(=O)/C([O-])=C1/C(c2cc(F)ccc2F)=NC(=S)NC1c1cccs1
ZINC54357308	COC(=O)/C([O-])=C1/C(c2cc(F)ccc2F)=NC(=S)NC1c1ccsc1
ZINC55329715	CC1(NS(=O)(=O)c2cc(C(=O)[O-])oc2Br)CCCC1
ZINC55370750	CN(CCc1ccc(F)cc1)C(=O)c1ccc2c([O-])[nH]c(=S)nc2c1
ZINC58334611	Cc1cc2c(o1)CC(C)(C)CC2NC(=O)c1ccc(C(F)(F)F)nc1[O-]
ZINC53476499	C=CCn1c([S-])nc2cc(C(=O)NC3CCc4ccccc43)ccc2c1=O
ZINC41979379	Cc1cc(=O)nc(SC(C)(C(=O)[O-])c2ccccc2Br)[nH]1
ZINC33937818	O=C1/C(=C\c2ccccc2O)C([O-])=NC(=S)N1c1cccc(Br)c1
ZINC13351846	O=C([O-])CCN1C(=O)/C(=C\c2cc(Cl)cc(Cl)c2O)SC1=S
ZINC62826436	Cc1ccc(/C=C/C(=O)Nc2c(Br)cccc2C(=O)[O-])o1
ZINC36360158	O=S(=O)([N-]c1ccccc1C(F)(F)F)c1ccc2c(c1)N=C(O)CS2
ZINC36360158	O=C1CSc2ccc(S(=O)(=O)[N-]c3ccccc3C(F)(F)F)cc2N1
