ZINC04219119	O=C([O-])c1c[nH]c2cc(Br)c(Br)cc12
ZINC08739943	O=C(C1=C([O-])C(=O)N(CCCn2ccnc2)C1c1ccccc1)c1cccs1
ZINC19851631	COc1cc(CC(C(=O)[O-])c2cccs2)ccc1OCCN1CCOCC1
ZINC05596002	O=C(C1=C([O-])C(=O)N(CCCn2ccnc2)C1c1ccccc1)c1ccc(F)cc1
ZINC09302122	COCCN1C(=O)C([O-])=C(C(=O)c2ccco2)C1c1cccc(Br)c1
ZINC06622013	Cc1ccc(C(=O)C2=C([O-])C(=O)N(CC3CCCO3)C2c2ccc(C)o2)cc1
ZINC35412923	CN(Cc1cccnc1)S(=O)(=O)c1cc(C(=O)[O-])sc1Br
ZINC36293786	O=C([O-])C1CCCN1S(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1
ZINC11679141	CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)[O-]
ZINC39549732	Cc1ccc(S(=O)(=O)N(Cc2cccnc2)C2CC(=O)C(c3ccccc3)=C2[O-])cc1
ZINC39693183	CCOc1ccc(SCC2=NC(=O)C3=C(C)C(C(=O)[O-])SC3=N2)cc1
ZINC39701042	CCOc1cc(/C=C/C(=O)C2=C(C)C(C(=O)[O-])N=C2C)cc(Br)c1OCC
ZINC40134999	COc1ccc(S(=O)(=O)[N-]c2cc(Cl)ccc2C(=O)N2CCCC2)cc1
ZINC42366753	CC(C)N(CCCC(=O)[O-])C(=O)N(C)Cc1csc(Br)c1
ZINC44243125	O=C([O-])CCC1CCCN(S(=O)(=O)c2cncc(Br)c2)C1
ZINC48486717	CS(=O)(=O)/N=C(\[O-])c1ccc(COc2ccc(Br)cc2)o1
ZINC48676789	CC(Sc1cc(Cl)ccc1Cl)/C([O-])=N/S(=O)(=O)c1cnn(C)c1
ZINC48868823	CC(Oc1ccc(Cl)cc1Br)/C([O-])=N/S(=O)(=O)N(C)C
ZINC48910759	CN(Cc1ccoc1)S(=O)(=O)c1cc(C(=O)[O-])sc1Br
ZINC50923013	O=C([O-])CCC1CCCCN1S(=O)(=O)c1cncc(Br)c1
ZINC50923024	O=C([O-])CCC1CCCCN1S(=O)(=O)c1sccc1Br
ZINC18166814	CC(=O)N1CCN(CC/N=C/C2=C([O-])CC(c3ccc(Cl)cc3)CC2=O)CC1
ZINC54422781	CC(/C([O-])=N/S(=O)(=O)c1cccs1)S(=O)(=O)c1ccc(F)cc1
ZINC55665977	COc1ccc(C(=O)N(C)C)cc1[N-]S(=O)(=O)c1cccc(Cl)c1F
ZINC36309902	CCOc1ccc([N-]S(=O)(=O)c2cc(C(=O)N(C)C)ccc2Cl)cc1
ZINC58173374	CS(=O)(=O)[N-]c1ccc(C(=O)N2CCCC2Cc2ccc(F)cc2)cc1
ZINC17321164	COCCCn1c([S-])nc2cc(C(=O)N3CCCCCC3)ccc2c1=O
ZINC61111045	COc1ccc(S(=O)(=O)/N=C(\[O-])c2csc3c2CCCC3)cc1OC
ZINC62031987	COCCCN(C)S(=O)(=O)c1cc(Br)cc(C(=O)[O-])c1F
ZINC62085182	CC(CS(=O)(=O)[N-]c1cccc(F)c1)C(=O)N(C)CCc1ccncc1
ZINC62143417	CC(CS(=O)(=O)[N-]c1cccc(F)c1)C(=O)N1CCC(c2ccco2)C1
ZINC63180567	COc1c(Cl)cccc1[N-]S(=O)(=O)c1ccc(F)c(S(C)(=O)=O)c1
ZINC57481144	CCS(=O)(=O)[N-]c1ccc(S(=O)(=O)N(CC(C)C)C2CC2)c(C)c1
ZINC64457156	[O-]C(/C=C/c1ccccn1)=N\c1ncn(Cc2cccc(Br)c2)n1
ZINC64666701	CC(OCC1CC1)/C([O-])=N/S(=O)(=O)c1ccc(C#N)c(C(F)(F)F)c1
ZINC64686484	CC(OCC1CC1)/C([O-])=N/S(=O)(=O)c1ccc(C#N)cc1C(F)(F)F
ZINC64697784	O=C1CC(/C([O-])=N/S(=O)(=O)c2ccc(Cl)cc2F)CN1CC1CC1
ZINC64872210	Cc1ccc(OCCCc2nnc(SCC(=O)[O-])o2)c(Br)c1
ZINC66004325	COCCOCCC/C([O-])=N/S(=O)(=O)c1cc(Cl)sc1Cl
ZINC66253702	COCCc1ccc(S(=O)(=O)[N-]c2nc(C)c(SCC#N)s2)cc1
ZINC66340057	COCCCN(C)C(=O)c1cccc([N-]S(=O)(=O)c2ccc(C)c(F)c2)c1
ZINC66586248	CC(C)Oc1ccc(F)cc1[N-]S(=O)(=O)c1cccc(S(C)(=O)=O)c1
ZINC66814059	COC(=O)c1ccccc1S(=O)(=O)[N-]c1ccccc1SC(C)CC#N
ZINC66814273	COC(=O)c1sccc1S(=O)(=O)[N-]c1ccccc1SC(C)CC#N
ZINC02881844	CCOC(=O)COc1c(I)cc(C(=O)[O-])cc1OCC
ZINC05049527	CC(=O)NC(CSC1(c2ccccc2)c2ccccc2-c2ccccc21)C(=O)[O-]
ZINC03839571	O=C([O-])C1CC(SCc2ccco2)CN1S(=O)(=O)c1ccc(Cl)cc1
ZINC06484029	CC(=O)NC(CCSCc1c2ccccc2c(C)c2ccccc12)C(=O)[O-]
ZINC11891175	COc1cccc(CCN2CC(C(=O)[O-])CC2=O)c1OCc1ccc(C)cc1
ZINC11961063	Cc1ccc(C)c(OCCOc2ccccc2CN2CC(C(=O)[O-])CC2=O)c1
ZINC11993762	Cc1cccc(OCCOc2ccccc2CCN2CC(C(=O)[O-])CC2=O)c1
ZINC13174754	O=C([O-])CC(NC(=O)CSc1ccc(Br)cc1)c1ccc(Cl)cc1
ZINC13177333	CC(Sc1ccc(Cl)cc1)C(=O)NC(CC(=O)[O-])c1ccc(F)cc1
ZINC13177337	CC(Sc1ccc(Cl)cc1)C(=O)NC(CC(=O)[O-])c1ccc(F)cc1
ZINC13177962	O=C([O-])CC(NC(=O)/C=C/c1ccc(Br)s1)c1ccc(F)cc1
ZINC13225329	CCOc1ccccc1OCCCC(=O)N1C(C(=O)[O-])CC2CCCCC21
ZINC13272898	COc1ccc(C(=O)/C=C/c2cc(F)cc3c2OCOC3)cc1CSCC(=O)[O-]
ZINC13398748	O=C([O-])C1CCCCN1C(=O)CSc1ncc(-c2ccc(Cl)cc2)n1Cc1ccccc1
ZINC13401845	CCCCSc1nnc(SCC(=O)N2CCCC(C(=O)[O-])C2)s1
ZINC13408879	O=C([O-])c1ccoc1CSc1ncc(-c2ccccc2)n1CC1CCCO1
ZINC18010492	COCCCN1C(=O)C([O-])=C(C(=O)c2ccc(OC)c(C)c2)C1c1ccc(F)cc1
ZINC27760148	N#Cc1ccc(C2OCC(C/C=C\CCC(=O)[O-])C(c3cccnc3)O2)cc1
ZINC36971595	CSCCC(NC(=O)CCCc1ccc(Br)s1)C(=O)[O-]
ZINC37097075	CCCN(C1CC1)S(=O)(=O)c1cc(Br)cc(C(=O)[O-])c1F
ZINC37407128	CSCCC(NC(=O)c1cc(Cl)cc(Cl)c1I)C(=O)[O-]
ZINC39701160	CCOc1cc(/C=C/C(=O)C2=C(C)C(C(=O)[O-])N=C2C)cc(Cl)c1OC
ZINC42368030	Cc1cc(S(=O)(=O)[N-]c2ccccc2C(=O)OCCCC#N)ccc1F
ZINC48553476	CCCCS(=O)(=O)/N=C(\[O-])Cc1csc(COc2ccc(C)cc2)n1
ZINC55119717	O=C([O-])C1CCN(C(=O)c2cccnc2SC/C=C/c2ccccc2)CC1
ZINC55632618	COCCOCc1cccc([N-]S(=O)(=O)c2cccc3cc(C)cnc23)c1
ZINC56484461	CCCN(CC#N)C(=O)c1ccc([N-]S(=O)(=O)/C=C/c2ccccc2)cc1
ZINC57124187	COCCOc1ccc([N-]S(=O)(=O)c2ccc(Cl)c(C#N)c2)cc1F
ZINC57126290	CCC(C)Oc1cccc([N-]S(=O)(=O)c2cccc(S(C)(=O)=O)c2)c1
ZINC57482925	C=CCN(C1CCCC1)S(=O)(=O)c1ccc([N-]S(=O)(=O)CC)cc1C
ZINC60442277	COc1ccc([N-]S(=O)(=O)c2c(F)cc(F)cc2F)cc1OC(F)F
ZINC46930077	COc1ccc(CC/C([O-])=N/S(=O)(=O)c2ccc(C)cc2C)cc1OC
ZINC62323680	COCCS(=O)(=O)[N-]c1cc(C(=O)c2ccc(F)c(C)c2)ccc1OC
ZINC63851471	C=CCN(CC(F)(F)F)C(=O)c1ccc([N-]S(=O)(=O)c2ccccc2)cc1
ZINC63857913	CCc1ccccc1N/C([S-])=C(/C(=O)c1ccccc1)[n+]1cc([O-])ccc1C
ZINC63858410	CCc1ccc(C(=O)/C(=C(/[S-])NC2CCCCC2)[n+]2cc([O-])ccc2C)cc1
ZINC64871771	C=CCn1c(COc2ccc(C)cc2Br)nnc1SCC(=O)[O-]
ZINC65842474	CCS(=O)(=O)[N-]c1ccccc1C(=O)NC1CCCC(C(F)(F)F)C1
ZINC66247682	COC(=O)Cc1csc([N-]S(=O)(=O)c2ccc(CCCCl)cc2)n1
ZINC66318571	CC(Sc1nc2ncc(Cl)cc2[n-]1)C(=O)N(CCC#N)c1ccccc1
ZINC57481167	CCS(=O)(=O)[N-]c1ccc(S(=O)(=O)N(C)C(C)CC(C)C)c(C)c1
ZINC66577436	CC(C)CS(=O)(=O)[N-]c1cccc(S(=O)(=O)N(C)c2ccccc2)c1
ZINC66584242	CCn1cc(S(=O)(=O)[N-]c2ccc(OCc3ccccc3F)cc2)cn1
ZINC66587712	C=C(C)COc1cccc([N-]S(=O)(=O)c2ccccc2S(C)(=O)=O)c1
ZINC66729863	CN(C)S(=O)(=O)/N=C(\[O-])CCCCOc1ccc(Br)cc1
ZINC66741814	COc1ccc(S(=O)(=O)/N=C(\[O-])CC(C)C2CC2)cc1Br
ZINC66814170	CC(CC#N)Sc1ccccc1[N-]S(=O)(=O)c1c(F)cc(F)cc1F
ZINC41796255	Cc1nc([S-])sc1CC(=O)NCC1CN(Cc2ccccc2)CCO1
ZINC67347250	CSC(C)c1cccc(NC(=O)c2ccc(C)c([N-]S(C)(=O)=O)c2)c1
ZINC67632682	CC(C)C(SCc1ccccc1)/C([O-])=N/S(=O)(=O)CC1CCCCO1
ZINC05255259	COC(=O)N1CCc2c(sc(NC(=O)c3ccc(F)cc3)c2C(N)=O)C1
ZINC10514009	CCC(Nc1c2c(nn1-c1ccccc1)CCC2)=C1C(=O)NC(=S)NC1=O
ZINC11643316	NC(=O)NC(=O)CSc1ncc(-c2ccccc2)n1CC1CCCO1
ZINC12507163	CC(Sc1nc2cc(S(N)(=O)=O)ccc2n1C)C(=O)NC1CCCC1
ZINC13746179	Cc1nnc(SCC(=O)Nc2sc3c(c2C(N)=O)CCC(C)C3)n1C
ZINC21652311	COC(=O)c1cnn(-c2ccc(C(=O)NC3CCCc4ccccc43)cc2)c1N
ZINC06179773	CCc1nnc(NC(=O)c2sc3nc(C)cc(COC)c3c2N)s1
ZINC38739355	NC(=O)C1CCN(C(=O)Cc2csc(NC(=O)C3CCCC3)n2)CC1
ZINC39142716	CC(=O)N(c1cccc(C)c1)C1N=C(CSc2nc(N)n[nH]2)CS1
ZINC39724622	CC1=C(C(=O)CSc2nc(N)cc(=O)[nH]2)CC(C)N1CC1CCCO1
ZINC41457417	CC(=O)Nc1cccc(C(C)NC(=O)C(=O)Nc2cccc3cccnc23)c1
ZINC41558309	CC(C)C(=O)Nc1ccc(NC(=O)C(=O)NCc2ccc(C#N)cc2)cc1
ZINC42057649	N#Cc1cccnc1NCCNC(=O)C(=O)Nc1cccc2c1CCCC2
ZINC43680495	CNC(=O)c1cccc(NC(=O)NCC2(N3CCOCC3)CCSC2)c1
ZINC44015835	CC(=O)Nc1cc(NC(=O)NC(C)c2ccc(S(C)(=O)=O)cc2)ccc1F
ZINC44176289	CNC(=O)c1cccc(NC(=O)NCC(C(C)C)N2CCOCC2)c1C
ZINC44629331	CC(=O)N1CCCC(C(=O)NC(C)c2ccc(NC(=O)NC3CC3)cc2)C1
ZINC11277220	CC(C)NC(=O)NC(=O)C(C)OC(=O)CC12CC3CC(CC(O)(C3)C1)C2
ZINC47728766	Cn1ncc2c1CCCC2NC(=O)Nc1ccc(Cl)c(C(=O)NC2CC2)c1
ZINC51588224	CCCNC(=O)C1CCCN(C(=O)Nc2cc(NC(C)=O)ccc2F)C1
ZINC54199361	CCC1(c2ccc(NC(=O)c3c[nH]c(=O)c(Cl)c3)cc2)CCC(=O)NC1=O
ZINC55846821	Cc1cccc(NCC(=O)NC(=O)NCC(C)C)c1C(=O)N1CCCC1
ZINC55879788	CCSc1ccccc1NCC(=O)NC(=O)NC1CCS(=O)(=O)C1
ZINC55893367	CC1CCN(C(=O)c2ccccc2NCC(=O)NC(=O)NC(C)C)CC1
ZINC57846817	O=C(CN1CCN(CCO)CC1)NC(=O)NC12CC3CC(CC(C3)C1)C2
ZINC61462325	N#Cc1ccc(C(=O)NNC(=O)c2[nH]nc(C3CC3)c2Br)cc1
ZINC62585797	CC(=O)N(C)c1ccc(NC(=O)C(=O)NC2C3CCCC2C[NH+](C2CC2)C3)cc1
ZINC62630272	Cc1ccc(NC(=O)C(=O)NC(C)C(=O)NCc2ccco2)c(Cl)c1
ZINC39937853	CC1CC=C(C2=C3C(=O)N=C(CSc4n[nH]c(N)n4)N=C3SC2)S1
ZINC63343181	N#Cc1ccc(OCC(=O)Nc2ccc(Cl)c(S(N)(=O)=O)c2)cc1
ZINC63820590	CC(Sc1nc(-c2cccs2)n[nH]1)C(=O)NC1=CCNN1C(C)C
ZINC63823299	CS(=O)(=O)NC1Nc2ccc(C(=O)NC3=CC4N=CC=C4C=C3)cc2S1
ZINC64034981	O=C(NNC(=O)c1ccc(-c2cccs2)[nH]c1=O)c1ccc(Cl)nc1
ZINC64957750	Cc1ccc(C(C)NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c(=O)c3c2)s1
ZINC51674794	CC(C)S(=O)(=O)NCC1CCCN(C(=O)NC2CCC(O)CC2)C1
ZINC51785400	O=C(NCc1ccc(O)cc1)C(=O)Nc1ccc(Oc2ccncc2)cc1
ZINC66360713	CC(=O)NNC(=O)NC1CCN(c2ccc(OC(F)(F)F)cc2)CC1
ZINC66430233	Cc1ccc(C(=O)NCC(=O)NCc2nc(-c3cccs3)n[nH]2)s1
ZINC66595815	Cc1ncsc1CN(C)C(=O)NC(C)c1cccc(S(N)(=O)=O)c1
ZINC66639078	Cc1cccc(-c2ccc(C(=O)NCc3n[nH]c(=S)n3C(C)C)c(=O)[nH]2)c1
ZINC66718737	Cc1ccc(C(C)NC(=O)C(=O)Nc2ccc(C)c(C(=O)NC(C)C)c2)o1
ZINC66928814	Cc1ccc(-c2cc(NC(=O)C(C)NC(=O)C3CCOCC3)[nH]n2)s1
ZINC66963823	CCN(C(=O)C(C)Nc1ccc(C)c(C(N)=O)c1)C1CCS(=O)(=O)C1
ZINC66983388	O=C(Nc1ccc(NC(=O)C2CC2)nc1)C(=O)NC1CCc2ccccc21
ZINC67260814	CCn1nc(C)c(CNC(=O)Nc2cc(C(=O)NC3CC3)ccc2C)c1C
ZINC67328982	CCc1ccc(NC(=O)C2CSC3(C)CCC(=O)N23)cc1S(N)(=O)=O
ZINC67388039	O=C(CCC1CCCCC1)NNC(=O)NC1CCS(=O)(=O)c2ccccc21
ZINC67577056	CC(=O)NCC1CCCN(C(=O)Nc2ccc(NC(C)=O)cc2Cl)C1
ZINC67606472	O=C(Nc1cccc(CNC(=O)N2CCCC(CO)C2)c1)C1CCCO1
ZINC67649913	O=C(NC(CO)c1cccnc1)c1cc(Cn2ccc3ccccc32)[nH]n1
ZINC08451883	O=Cc1cc(I)c(OCc2ccc(C(=O)[O-])cc2)c(I)c1
ZINC09404414	Cc1ccc2cc(C3CC(c4ccc(Br)cc4)=NN3C(=O)CCCC(=O)[O-])c(Cl)nc2c1
ZINC13026507	O=C([O-])c1sc(/C=C/c2ccc(-c3ccccc3Br)o2)nc1-c1ccccc1
ZINC13237454	C=CCn1c(SCc2ccc(C(=O)[O-])cc2)nc2scc(-c3ccc(F)cc3)c2c1=O
ZINC13271944	Cc1ccc2cc(CSc3nnc(-c4cccs4)n3C(C(=O)[O-])C(C)C)c(Cl)nc2c1
ZINC13271945	Cc1ccc2cc(CSc3nnc(-c4cccs4)n3C(C(=O)[O-])C(C)C)c(Cl)nc2c1
ZINC13732550	CCc1nc2c(C)cc(C)nc2n1Cc1ccc(N(CC)C(C(=O)[O-])c2cccc(C)c2)cc1
ZINC13943612	Cc1ccnc(OC(C(=O)[O-])C(SCc2ccccc2)(c2ccccc2)c2ccc(F)cc2)n1
ZINC16972027	COc1ccc(/C=N/n2c([S-])nnc2-c2cccc(Cl)c2)cc1OCc1ccccc1
ZINC20394918	Cc1ccc(OCCOCCOc2ccc(Cl)cc2/C=C2\SC(=S)N=C2[O-])cc1C
ZINC20573313	CCC(C)c1ccc(OCCOc2c(Cl)cc(/C=C3\SC(=S)N=C3[O-])cc2OC)cc1
ZINC02791543	COc1ccc(/C=N/n2c([S-])nnc2C(F)(F)Cl)cc1COc1ccc(Cl)cc1
ZINC22532273	Cc1ccc(S(=O)(=O)[N-]c2ccc(C(=O)N3CCN(C/C=C/c4ccccc4)CC3)cc2Cl)cc1
ZINC27842513	Cc1ccnc(OC(C(=O)[O-])C(SCc2ccccc2)(c2ccccc2)c2ccccc2)n1
ZINC27904013	O=C(CN1C(C(=O)c2ccccc2)=C([O-])c2ccccc2S1(=O)=O)c1ccc(-c2ccccc2)cc1
ZINC32071147	Cc1cc(/C=C(\Cl)c2nc([O-])c3cc(Cl)ccc3n2)cc(C)c1OCc1ccccn1
ZINC09762844	COc1cc(/C=N\n2c([S-])nnc2-c2ccc(Cl)cc2)ccc1OCc1ccccc1
ZINC01915758	CCCc1nnc([S-])n1/N=C/c1ccc(OCc2c(Cl)cccc2Cl)c(OC)c1
ZINC02224127	CCC(C)c1ccc(N2C(=O)N=C([O-])/C(=C\c3cn(Cc4ccc(C)cc4)c4ccccc34)C2=O)cc1
ZINC35693616	CCN(CC)/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OC(C)C)C(c3ccccc3Cl)N12
ZINC35697418	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC3)N2C1c1ccc(Cl)cc1
ZINC35698246	CCN(CC)C(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N(C)CC)N2C1c1ccc(Cl)cc1
ZINC35704600	CCN(C)/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OCc3ccccc3)C(c3cccs3)N12
ZINC35705167	CCOC(=O)C1=C(C(F)(F)F)N=C2SC=C(/C=C(\[O-])N(C)CC)N2C1c1cc(C)ccc1C
ZINC36071860	CC1=C(C(=O)OC(C)C)C(c2ccsc2)N2C(/C=C(\[O-])N(C)Cc3ccccc3)=CSC2=N1
ZINC37397305	COc1ccccc1-n1c(SCc2ccc(C(=O)[O-])cc2)nnc1-c1ccccc1Cl
ZINC37601811	CC(C)(C)C(=O)N1CCc2ccc(OCc3nc(C(=O)[O-])cs3)cc2C1c1cccc(F)c1
ZINC37601841	CC(C)CC(=O)N1CCc2ccc(OCc3ccc(C(=O)[O-])o3)cc2C1c1cccc(F)c1
ZINC38277610	O=C(C1=C([O-])C(=O)N(CC2CCCO2)C1c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
ZINC06172003	CC1(C)CC2CC(C)(CN2C(=O)c2cc(S(=O)(=O)[N-]c3cccc(C(F)(F)F)c3)ccc2Cl)C1
ZINC39835160	O=C(C1=C([O-])C(=O)N(c2nnc(SCc3ccccc3)s2)C1c1ccccc1)c1cccs1
ZINC39835165	O=C(C1=C([O-])C(=O)N(c2nnc(SCc3ccccc3)s2)C1c1cccs1)c1cccs1
ZINC39835219	Cc1ccc(CSc2nnc(N3C(=O)C([O-])=C(C(=O)c4cccs4)C3c3ccccc3)s2)cc1
ZINC39997042	CCCCSc1nnc(/N=C([O-])/C(C#N)=C/c2cc(Br)ccc2OC)s1
ZINC39998159	CCCSc1nnc(/N=C([O-])/C(C#N)=C/c2ccc(-c3ccc(Br)cc3)o2)s1
ZINC39998159	CCCSc1nnc(/N=C(O)/C(C#N)=C/c2ccc(-c3ccc(Br)cc3)o2)s1
ZINC39998161	CCCSc1nnc(/N=C([O-])/C(C#N)=C/c2ccc(-c3cccc(Br)c3)o2)s1
ZINC39998231	N#CC(=C\c1ccc(-c2cccc(Cl)c2)o1)/C([O-])=N/c1nnc(SCc2ccc(F)cc2)s1
ZINC40029763	C=CCN1C(=O)C([O-])=C(C(=O)c2cccc(OCCCC)c2)C1c1c(Cl)cccc1Cl
ZINC40030184	C=CCN1C(=O)C([O-])=C(C(=O)c2cccc(OCc3ccccc3Cl)c2)C1c1ccc(SC)cc1
ZINC40091874	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(OCCC)c(C)c2)C1c1c(F)cccc1Cl
ZINC13510851	CCCCN1CCc2cc(/C=C3\C(=O)N=C([O-])N(c4ccc(I)cc4)C3=O)ccc21
ZINC13510851	CCCCN1CCc2cc(/C=C3/C(=O)N(c4ccc(I)cc4)C(=O)N=C3[O-])ccc21
ZINC57855629	CC(OC(=O)/C=C/c1sc2ccccc2c1Cl)C(=O)c1ccc([N-]S(C)(=O)=O)cc1
ZINC59860447	CCCCOc1ccccc1/C=C1/C(=O)N(c2ccc(Br)c(C)c2C)C(=O)N=C1[O-]
ZINC60166908	CCCN(C(=O)CS(=O)(=O)[N-]c1ccc(N2CCCCC2)cc1)C1CCc2ccccc2C1
ZINC39731135	CCOc1ccc(C2C3=C([O-])CCCC3=NC3=NC(SCc4ccccc4)=NC(=O)C32)cc1
ZINC39731143	CCN(CC)c1ccc(C2C3=C([O-])CCCC3=NC3=NC(SCc4ccccc4)=NC(=O)C32)cc1
ZINC39731327	CN(C)c1ccc(C2C3=C([O-])CCCC3=NC3=NC(SCc4ccccc4F)=NC(=O)C32)cc1
ZINC39765193	Cc1ccc(CSC2=NC(=O)C3C(=N2)N=C2CCCC([O-])=C2C3c2ccc(N(C)C)cc2)cc1
ZINC39775824	CC(C)CCSC1=NC(=O)C2C(=N1)N=C1CC(C)(C)CC([O-])=C1C2c1ccc(C#N)cc1
ZINC13174762	N#CC1=C(SCC(=O)N(c2ccccc2)c2ccccc2)NC2=C(C(=O)CCC2)C1c1ccccc1F
ZINC13174762	N#CC1=C(SCC(=O)N(c2ccccc2)c2ccccc2)N=C2CCCC([O-])=C2C1c1ccccc1F
ZINC00145650	CC(C)=CC(=O)Nc1sc2c(c1C(N)=O)CCC(C)C2
ZINC19396030	Cc1ccc(OC(C)C(=O)Nc2ccc(N)cc2C)cc1
ZINC20005768	Cc1cc(S(=O)(=O)NC2CCCCC2C)cc(N)c1C
ZINC21036398	Cc1ccc(C(C)C)c(Oc2ccc(/C(N)=N/O)cc2)c1
ZINC21057841	Cc1cc(N)c(S(=O)(=O)NC2CCCC(C)C2C)cc1C
ZINC21501616	Cc1cc(N)cc(S(=O)(=O)NC2CCCC(C)C2C)c1C
ZINC35346851	Cc1cccc(N)c1S(=O)(=O)NC1CCCCC1C
ZINC36861973	CC(C)n1cc(N)cc1C(=O)Nc1cc(Cl)cc(Cl)c1
ZINC36862222	Cc1cc(N)cc(S(=O)(=O)NC2CCCC(C)C2C)c1C
ZINC36887923	CC(C)c1cccc(Oc2ccc(/C(N)=N/O)cc2F)c1
ZINC36887956	Cc1cc(C)c(C)c(Oc2ccc(/C(N)=N/O)cc2F)c1
ZINC36934919	Cc1cc(N(C)C)ccc1NC(C)c1ccc(O)cc1O
ZINC36973199	CC(Nc1ccc(Cl)c(C#N)c1)c1cc(O)ccc1O
ZINC37062978	Cc1ccc(N)c(C)c1S(=O)(=O)NC1CCCCC1C
ZINC37063344	Cc1ccc(N)c(C)c1S(=O)(=O)NC1CCCC(C)C1C
ZINC37064533	Cc1ccc(NC(=O)c2cccc(OC(F)F)c2)c(N)c1
ZINC37137017	CC1CCCC(C)C1Nc1ccc(CS(N)(=O)=O)cc1
ZINC37348975	COc1ccc(C)cc1-c1c(-c2ccsc2)n[nH]c1N
ZINC02508437	NNc1ccc2c(C(F)(F)F)cc(C(F)(F)F)nc2n1
ZINC40680609	Cc1ccc(Sc2ncnc(NC(C)(C)C)c2N)cc1
ZINC41139770	CCC1CCCCN1C(=O)CCc1ccc(O)c(N)c1
ZINC41704000	CC(O)c1ccc(NC(=O)NC2CCCCC2C)cc1
ZINC42864855	CC1CCCCC1CNc1ccccc1S(N)(=O)=O
ZINC49117921	CCC1CCCCC1NS(=O)(=O)c1c(C)cccc1N
ZINC49118759	CS(=O)(=O)c1ccc(Nc2ccc(Cl)c(F)c2)c(N)c1
ZINC49986771	Cc1ccc(N(C)c2ccc(/C(N)=N/O)cc2F)c(C)c1
ZINC50986914	CC1=[NH+]C(c2ccc(OC(F)(F)F)cc2)C(=[NH2+])N1C1CC1
ZINC50995241	CCC1=[NH+]C(c2ccc3c(c2)CCO3)C(=[NH2+])N1C(C)(C)C
ZINC51088906	CC1CCc2ccccc2N1C(=O)c1ccccc1NN
ZINC51151317	NNc1nc(-c2cc(F)c(F)c(F)c2)nc2sccc12
ZINC51579120	CCN(c1cccc(C)c1)c1cc(C)ccc1/C(N)=N/O
ZINC51580609	CCC1CCCCC1Oc1cc(C)ccc1/C(N)=N/O
ZINC51630952	CCOc1nc(NC2CCc3ccccc3C2)ccc1N
ZINC52906879	CCC1CCCCC1Oc1cccc(Cl)c1/C(N)=N/O
ZINC53072000	O=C(NC1(CO)CCCC1)NC12CC3CC(CC(C3)C1)C2
ZINC55142518	NC(=S)c1ccc(Nc2cnc3ccccc3c2)nc1
ZINC42539045	CC(Cn1cccn1)Nc1ccc(Br)cc1N
ZINC59141616	Cc1ccc(C(N)=S)c(Nc2ccc(N(C)C)cc2)n1
ZINC13657714	Oc1ccccc1/C=N/[NH+]=C(\[S-])NC1CC2C=CC1C2
ZINC13657714	Oc1ccccc1/C=N/NC(=S)NC1CC2C=CC1C2
ZINC60280090	CC(C)C1=[NH+]C(c2ccc3c(c2)CCO3)C(=[NH2+])N1C1CC1
ZINC41213734	CSc1ccc(/C=N/NC(=O)c2ccccc2N)cc1
ZINC62236283	Nc1[nH]nc(C2CCCOC2)c1-c1c(Cl)cccc1Cl
ZINC62794495	N/C(=N/O)c1ccc(N2CCC3CCCCC3C2)c(Cl)c1
ZINC62794884	CCC1CCCCC1Oc1ccc(/C(N)=N/O)cc1Cl
ZINC62795178	Cc1cc(Nc2ccc(C(N)=S)cc2Cl)n(C)n1
ZINC62820367	CC(C)Nc1ccccc1C(=O)NC1CCCCC1O
ZINC41628911	CCc1cc(-c2nc(N)sc2C)cc2c1NC(=O)C2CC
ZINC62834295	CC1CCCCC1N(C)C(=O)c1cc2cc(N)ccc2[nH]1
ZINC63059286	Cc1cc(C)cc(N(C)C(=O)c2ccc(NN)c(C)c2)c1
ZINC66139697	CCOc1ccccc1-c1cc(-c2ccccc2N)n[nH]1
ZINC05094393	COC(=O)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)[O-])sc2c1CCC2
ZINC08028613	COc1ccc(NC(=O)C(C)c2nc(C)c(C(=O)[O-])s2)cc1Cl
ZINC13022530	COC(=O)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)[O-])sc2c1CCC2
ZINC13467130	CC(NC(=O)CC(C)(C(=O)[O-])c1ccccc1)c1ccc(-n2ccnc2)cc1
ZINC16429370	O=C([O-])CNC(=O)CSc1nc2c(c(-c3ccc(Cl)cc3)n1)CCCC2
ZINC17074167	O=C([O-])C1C2C=CC(O2)C1C(=O)Nc1ccc(OC(F)F)c(Cl)c1
ZINC17080212	CCC1CCc2c(sc(NC(=O)CCC(=O)[O-])c2C(=O)N2CCCCC2)C1
