ZINC03897368	S=C1NCCOCCNC(=S)NCCOCCN1
ZINC16958886	CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC1c2ccsc2/C(=N/O)C1O
ZINC32125443	CCCOc1cccc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCCCC3)c1
ZINC36526765	CCCCC(CC)C(=O)N(C)C(C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36529208	CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36540283	CCCCC(=O)N(C)C(C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36586669	CC(C)(C)NC(=O)C(c1ccccc1O)N(C(=O)c1c(O)cccc1O)C(C)(C)C
ZINC36591934	C=C(C)C(=O)N(C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O)C(C)(C)C
ZINC36597706	Cc1ccc(CN(C(=O)c2cccc(O)c2O)C(C(=O)NC(C)(C)C)c2ccccc2O)o1
ZINC39515058	CC(C)(C)c1ccc(O)c(NC(=O)CNC(=O)CNC(=O)c2ccc(Cl)cc2Cl)c1
ZINC40159226	CC(Sc1nc(N)cc(N)n1)C(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1
ZINC40685088	Nc1c(Nc2ccc(OC(F)(F)F)cc2)ncnc1Nc1ccc2c(c1)OCO2
ZINC40783390	Cc1ccc(Sc2ncnc(NNS(=O)(=O)c3ccc(C)cc3)c2N)cc1
ZINC40824359	CCCCOc1ccc(NC(=O)c2oc3c(c2C)/C(=N/NC(N)=O)CCC3)cc1
ZINC40824655	CCOC(=O)c1ccccc1NC(=O)c1oc2c(c1C)/C(=N/NC(N)=S)CCC2
ZINC41006679	CC1(O)CC(=O)C(C(=O)Nc2ccccc2)C(c2cccc(O)c2)C1C(=O)Nc1ccccc1
ZINC43553838	CC(C)NC(=O)OC1CCC2(C)C(CC(=O)N3CCCC3CO)C(O)CCC2C1(C)CO
ZINC43883995	CC(C)C(NC(=O)NNC(=S)NC1CCCC1)c1ccc2c(c1)OCCO2
ZINC46670862	COc1cc(C(C)NC(=O)NNC(=S)NC2CCCC2)ccc1OC(C)C
ZINC46711036	NC(=O)CNC(=O)c1cccc(NC(=O)/C=C/c2ccc(-c3ccc(Cl)cc3)s2)c1
ZINC20759600	CCC1Cc2c([nH]c3ccccc23)C(c2c([O-])[nH]c(=O)n(Cc3ccc(OC)cc3)c2=O)[NH2+]1
ZINC20759600	CCC1Cc2c([nH]c3ccccc23)C(c2c([O-])n(Cc3ccc(OC)cc3)c(=O)[nH]c2=O)[NH2+]1
ZINC05564320	CC[NH+](CC)c1ccc(C2C(C#N)=C(N)Oc3n[nH]c(-c4ccc(C)cc4)c32)cc1
ZINC56157229	Cc1ccc(NC(=O)NC(=O)C(C)Nc2cccc(N3CCNC3=O)c2)c(C)c1
ZINC56559547	CC(CCc1ccco1)NC(=O)NNC(=O)Nc1ccc(Br)cc1
ZINC04122985	CCOC(=O)N1CCc2c(sc3c2C(O)=NC(c2ccc([NH+](CC)CC)cc2O)N3)C1
ZINC28631638	CC(C)C(NC(=O)c1ccc(F)cc1)C(=O)NNC(=S)NC1CCCCC1
ZINC01232652	O=S(=O)(c1ccc(O)c(/N=C\c2ccc[nH]2)c1)c1ccc(O)c(/N=C/c2ccc[nH]2)c1
ZINC06335782	O=C(CSc1n[nH]c(N/N=C/c2ccccc2O)n1)Nc1ccc(Cl)cc1
ZINC59385127	COc1ccccc1/C=N/NC(=O)C1=C(C)NC(=S)NC1c1ccccc1O
ZINC20292102	Cc1ccc(NC(=O)CSc2nnc(N/N=C/c3cccc(Br)c3)n2N)cc1
ZINC18166543	COc1ccc(N/C(N)=N\c2nc(=O)cc(CSc3ccc(C)cc3)[nH]2)cc1
ZINC18166543	COc1ccc(N/C(N)=N/c2nc(=O)cc(CSc3ccc(C)cc3)[nH]2)cc1
ZINC66951975	CC(C)(C)NC(=O)c1ccc(NC(=O)NCC2(O)CCCc3ccccc32)cc1
ZINC02946821	NNc1nc(Nc2ccc(Br)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1
ZINC02858349	COC(=O)c1sc2cc(NC(=S)NNC(=S)NC3CCCCC3)ccc2c1Cl
ZINC08709362	CCC(C)c1ccc(-n2c(SCc3nc(N)nc(N)n3)nc3ccc(Cl)cc3c2=O)cc1
ZINC08710494	Cc1cc(C)cc(-n2c(SCc3nc(N)nc(N)n3)nnc2-c2ccc(Br)cc2)c1
ZINC08720411	Cc1sc2nc(C(C)Sc3nnc(COc4ccc(C(C)(C)C)cc4)n3N)nc(N)c2c1C
ZINC01839687	CC1CCc2c(sc(NC(=S)NC(=O)c3ccc(-c4ccc(Cl)cc4)o3)c2C(N)=O)C1
ZINC01839686	CC1CCc2c(sc(NC(=S)NC(=O)c3ccc(-c4ccc(Cl)cc4)o3)c2C(N)=O)C1
ZINC01897121	Nc1ccc(-c2nnc(-c3ccc(N)c(C(=O)c4ccccc4)c3)o2)cc1C(=O)c1ccccc1
ZINC11338504	Nc1c(N(CCC2=CCCCC2)CC(=O)Nc2cccc(F)c2)c(=O)[nH]c(=O)n1Cc1ccccc1
ZINC01067859	CCOC(=O)c1c(N)oc2c(-c3ccc(Cl)cc3)c3c(C(=O)OCC)c(N)oc3cc12
ZINC02503908	CCCOC(=O)c1c(N)oc2c(-c3ccc(C)cc3)c3c(C(=O)OCCC)c(N)oc3cc12
ZINC12500874	O=C(NNC(=S)NC(=O)c1ccccc1Br)c1cc2ccccc2cc1O
ZINC14006022	O=C(/C=C/c1ccco1)NC(=S)Nc1ccccc1C(=O)Nc1ccc(Nc2ccccc2)cc1
ZINC14006028	O=C(/C=C/c1cccs1)NC(=S)Nc1ccccc1C(=O)Nc1ccc(Nc2ccccc2)cc1
ZINC14276531	COc1cc(OC)cc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCC(C(C)(C)C)C3)c1
ZINC15015415	O=C(N/N=C/c1cc(O)c(O)c(Br)c1)/C(=C/c1ccccc1)NC(=O)c1ccccc1
ZINC15230541	O=C(/C=C/c1cc(O)cc(O)c1)Nc1cccc2c(S(=O)(=O)Nc3ccc(Cl)cc3)cccc12
ZINC01766868	CNC(=S)N/N=C/c1c(Cl)n(-c2ccccc2)c2c(/C=N/NC(=S)NC)cccc12
ZINC03658979	Cc1c(O)c(Br)c(C)c(/C=N/NC(=O)CNC(=O)c2ccccc2Br)c1O
ZINC21080001	Cc1ccc(NC(=O)CSc2n[nH]c(N/N=C/c3cc(Br)ccc3O)n2)cc1Cl
ZINC21324139	CC(/C=C/c1ccccc1)=N\Nc1nnc(SCC(=O)Nc2cccc(Cl)c2Cl)n1N
ZINC22739236	COc1ccc(Br)cc1C(=O)NC(=S)Nc1sc2c(c1C(N)=O)CCC(C)C2
ZINC24835322	CCOC(=O)C1=C(CSc2nc(N)c3ccsc3n2)NC(=O)NC1c1ccc(Cl)cc1
ZINC25588670	CCc1nc(SCC(=O)NNC(=O)c2ccc(Cl)cc2)nc(N)c1-c1ccc(Cl)cc1
ZINC25589346	CCc1nc(SC(C)C(=O)NC(=O)NC2CCCC2)nc(N)c1-c1ccc(Cl)cc1
ZINC32929426	C=CCOC(=O)C1=C(C)Nc2sc(C(=O)c3ccccc3)c(N)c2C1c1ccc(O)c(OC)c1
ZINC19075402	O=C(NCC1CCCC(CNC(=O)Nc2ccc(S)cc2)C1)Nc1ccc(S)cc1
ZINC12630110	CC1CC(NC(=O)NCCCCCCNC(=O)NC2CC(C)CC(C)(C)C2)CC(C)(C)C1
ZINC36491569	COCC(=O)N(C1CCCCC1)C(C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O
ZINC08691193	Cc1ccc(C(c2c(C)nn(-c3ccccc3)c2N)c2c(C)nn(-c3ccccc3)c2N)cc1
ZINC39327049	CCOC(=O)C1=C(C)Nc2sc(C(=O)NC34CC5CC(CC(C5)C3)C4)c(N)c2C1c1cccs1
ZINC39327051	COC(=O)C1=C(C)Nc2sc(C(=O)NC34CC5CC(CC(C5)C3)C4)c(N)c2C1c1cccs1
ZINC39856108	Cc1c(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)oc2c1/C(=N/NC(N)=S)CC(C)(C)C2
ZINC39882065	CC(C)c1ccc(/C=C(/NC(=O)C(C)(C)C)C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1
ZINC39882254	CC(C)(C)C(=O)N/C(=C/c1c(Cl)cccc1Cl)C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC39895262	CCc1ccc(Nc2sc3c(-c4ccc(C)cc4)c(C#N)c(N)nc3c2C(=O)NC)cc1
ZINC40797152	Nc1c(Nc2ccc(OC(F)(F)F)cc2)ncnc1Nc1ccc(Br)cc1F
ZINC40799766	Nc1c(Nc2ccc(OC(F)(F)F)cc2)ncnc1Nc1ccc(OC(F)(F)F)cc1
ZINC40824470	CCn1c2ccccc2c2cc(NC(=O)c3oc4c(c3C)/C(=N/NC(N)=S)CCC4)ccc21
ZINC19075182	CC1(C)CC(NC(=O)Nc2cc(F)ccc2F)CC(C)(CNC(=O)Nc2cc(F)ccc2F)C1
ZINC35365916	CCCCc1ccc(N2C(=O)C3C(CC(N)=O)NC4(C(=O)Nc5c4ccc(C)c5C)C3C2=O)cc1
ZINC40957752	O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1F
ZINC36604406	COc1ccccc1C(=O)N(c1ccccc1)C(C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36604952	CC(C)CC(=O)N(c1ccccc1)C(C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36605686	CC1C(C(=O)N(c2ccccc2)C(C(=O)NC(C)(C)C)c2c(O)cc(O)cc2O)CC2CC1C2(C)C
ZINC19890970	Cc1ccc(SCc2cc(=O)nc(/N=C(\N)Nc3ccccc3-c3ccccc3)[nH]2)cc1
ZINC09245775	CCCOc1ccc(-c2[nH]nc3c2C(c2ccc([NH+](CC)CC)cc2)C(C#N)=C(N)O3)cc1
ZINC12575080	O=C(CCC(=O)N/N=C/c1cc(Cl)cc(Cl)c1O)N/N=C/c1cc(Cl)cc(Cl)c1O
ZINC58998131	C=CCc1cccc(/C=N/Nc2nc(SCC(=O)Nc3cccc4ccccc34)n[nH]2)c1O
ZINC59830603	C/C(=N\Nc1nc(SCCC(=O)Nc2c(Cl)cccc2Cl)n[nH]1)c1ccccc1O
ZINC05018297	CCOC(=O)C1=C(CSc2nnc(N)s2)NC(=O)NC1c1ccc(C)cc1C
ZINC07067429	COc1ccc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCCCC3)cc1
ZINC08138548	CC(=O)N/C(=C\c1ccccc1)C(=O)NNC(=S)Nc1ccc(C(C)C)cc1
ZINC01434170	O=C(N/N=C/c1ccc(O)cc1O)c1cccc(NC(=O)c2ccccc2F)c1
ZINC08705338	Nc1cc(=O)[nH]c(SCC(=O)Nc2cc(C(F)(F)F)ccc2N2CCCCC2)n1
ZINC10149994	CCCOc1cccc(C(=O)NC(=S)Nc2sc(C)c(CC)c2C(N)=O)c1
ZINC06831686	Cc1ccc(-n2c(SCc3nc(N)nc(N)n3)nnc2-c2ccccc2)cc1C
ZINC09157192	O=C(NCCC1=CCCCC1)c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1
ZINC14841431	CC(C)NC(=S)NNC(=O)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(C)C
ZINC17080341	CCOC(=O)c1ccc(NC(=O)NNC(=O)c2ccc3ccccc3c2O)cc1
ZINC09486940	Cc1ccc(-c2cc(-c3nnc(SCC(=O)Nc4c(C)cc(C)cc4C)n3N)n[nH]2)cc1
ZINC09486940	Cc1ccc(-c2cc(-c3nnc(SCC(=O)Nc4c(C)cc(C)cc4C)n3N)[nH]n2)cc1
ZINC03085234	C/C(=C/C(=O)Nc1cc(Cl)cc(Cl)c1)NNC(=O)C(=O)Nc1cccc2ccccc12
ZINC20878484	CC(C)CNC(=O)c1cccc(NCc2c(OCC(N)=O)ccc3ccccc23)c1
ZINC20918375	Cc1ccc(/C=N/Nc2nnc(SCC(=O)Nc3cc(C)cc(C)c3)n2N)cc1
ZINC21162809	CC(C)(C)c1ccc(-c2nnc(SCC(=O)NNC(=O)c3cccs3)n2N)cc1
ZINC21318881	COc1cccc(/C=N/Nc2nnc(SCc3cccc(Br)c3)n2N)c1O
ZINC24977371	Cc1ccc(C)c(NC(=O)c2ccc(NS(=O)(=O)c3ccc4[nH]c(=O)[nH]c4c3)cc2)c1
ZINC29225549	Cc1ccc(NC(=O)NC(=O)C(C)Sc2nnc(C3CCCCC3)n2N)c(C)c1
ZINC29720177	CC(Nc1ccc(NC(=O)NCc2ccco2)cc1)C(=O)NCc1cccs1
ZINC33701436	CCC(C)(C)c1ccc(OCc2ccc(C(=O)NC(C(N)=O)C(C)O)cc2)cc1
ZINC35570621	O=C(c1ccccc1)C1C(c2ccc(O)c([N+](=O)[O-])c2)NC(=S)NC1(O)C(F)(F)F
ZINC35932585	CC(C)(C)c1nn(-c2cc(F)ccc2F)c(N)c1NC(=O)NCc1ccccn1
ZINC36348954	NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc1ccc(=O)[nH]c1
ZINC36550403	CCC(=O)N(c1ccccc1Cl)C(C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O
ZINC39267577	Nc1nc(Nc2ccc(C(=O)NC3CCCCCCC3)cc2)cc(N2CCOCC2)n1
ZINC39362118	COc1cccc(N2C(Cc3cc(=O)[nH]c(=O)[nH]3)NNC2SC(C)c2ccccc2)c1
ZINC33592511	O/N=C(Nc1nc(SCc2ccccc2Cl)n[nH]1)\C(=N\O)c1ccccc1
ZINC39856190	COc1ccc(NC(=O)c2oc3c(c2C)/C(=N/NC(N)=S)CC(C)(C)C3)cc1
ZINC40684012	COc1ccc(CCNc2ncnc(Nc3cc(F)ccc3F)c2N)cc1OC
ZINC40784337	COc1ccc2nc(Nc3ncnc(NCCc4cccs4)c3N)sc2c1
ZINC41006681	CC1(O)CC(=O)C(C(=O)Nc2ccccc2)C(c2cccc(O)c2)C1C(=O)Nc1ccccc1
ZINC42667285	Cc1cccc(C(C)C)c1NC(=O)C(C)Nc1ccc(NC(=O)NC2CC2)cc1
ZINC46670864	COc1cc(C(C)NC(=O)NNC(=S)NC2CCCC2)ccc1OC(C)C
ZINC47702724	COc1ccc(OC)c(NC(=O)NC(C)c2ccc(NC(=O)NC3CC3)cc2)c1
ZINC47757474	CC(CCc1ccc(O)cc1)NC(=O)Nc1ccc(C(=O)NC2CCCC2)cc1
ZINC49201595	CC(C)c1ccc(C(NC(=O)C(=O)Nc2ccc(CC(N)=O)cc2)C(C)C)cc1
ZINC53997392	CCC(C)C(NC(N)=O)C(=O)Nc1cccc(COc2ccc(CC#N)cc2)c1
ZINC54621190	NS(=O)(=O)c1ccc(NC(c2ccccc2)c2ccc3cccnc3c2O)cc1
ZINC20477901	Cc1ccc(SCc2cc(=O)nc(/N=C(\N)Nc3ccc(C)cc3C)[nH]2)cc1
ZINC32084971	CCCNc1ccc(S(N)(=O)=O)cc1NS(=O)(=O)c1ccc(CC(C)C)cc1
ZINC58774113	CSCCC(NC(N)=O)C(=O)NCCCN1c2ccccc2Sc2ccccc21
ZINC58990142	Nn1c(SCC(=O)N/N=C/c2cc(Br)ccc2O)nnc1-c1ccccc1
ZINC58996769	O=C(CSc1n[nH]c(N/N=C/c2ccccc2O)n1)Nc1ccc(Br)cc1
ZINC59385061	COc1ccccc1/C=N/NC(=O)C1=C(C)NC(=S)NC1c1ccc(O)cc1
ZINC33471070	Nc1cc(N)nc(SCC(=O)N2N=C(c3ccc(Cl)cc3)CC2c2ccco2)n1
ZINC60388229	CC[NH+](c1ccc(NC(=O)C(NC(=O)Nc2ccccc2)C(C)C)cc1)C(C)C
ZINC61115917	Cc1nc2ccc(NC(=O)NC(C)c3ccc(NC(=O)NC4CC4)cc3)cc2o1
ZINC20457636	N#CC1=C(N)Oc2[nH]nc(-c3ccc(Cl)c(Cl)c3)c2C1c1ccc(OCC(N)=O)cc1
ZINC66682152	Cc1cc(NC(=O)NC2C3CCCC2C[NH+](C2CC2)C3)ccc1C(=O)NC(C)C
ZINC67193503	CC(CC(=O)NNC(=S)Nc1ccc(F)cc1F)NC(=O)C1CCCCC1
ZINC01673415	OC(Nc1nc(NC(O)C(Cl)(Cl)Cl)nc(-c2ccccc2)n1)C(Cl)(Cl)Cl
ZINC02316593	COc1ccc(/C=C/C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCCCCC3)cc1OC
ZINC08988272	Nc1c(N(CCC2=CCCCC2)CC(=O)Nc2ccccc2)c(=O)[nH]c(=O)n1Cc1ccccc1
ZINC09518184	CCOc1ccc(C(=O)Nc2c(N)nc(SCc3c(F)cccc3Cl)[nH]c2=O)cc1
ZINC09645844	CC(C)(C)c1ccc(-c2nnc(SCc3nc(N)nc(N)n3)n2-c2ccccc2Cl)cc1
ZINC12491572	CCOC(=O)C1=C(COC(=O)c2ccc(Cl)cc2N)NC(=O)NC1c1cccs1
ZINC12501464	CCCC(=O)Nc1ccc(C(=O)NNC(=S)NC(=O)c2ccc(Cl)cc2Cl)cc1
ZINC12775226	CCCNc1ccc(S(N)(=O)=O)cc1NS(=O)(=O)c1c(C)c(C)c(C)c(C)c1C
ZINC14029975	CCCCOc1ccc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCCC3)cc1
ZINC14653826	Cc1sc(NC(=S)NC(=O)c2ccc(OCC(C)C)c(Br)c2)c(C(N)=O)c1C
ZINC15107711	COC(=O)c1ccc(C2c3c(O)n[nH]c3CC(C)(O)C2C(=O)Nc2ccc(C)cc2C)cc1
ZINC15575246	CC(C)CC(NC(=O)c1ccc(Cl)cc1Cl)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC15575248	CC(C)CC(NC(=O)c1ccc(Cl)cc1Cl)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC15810121	Cc1ccc(Nc2nnc(SC(C)C(=O)Nc3ccc4[nH]c(=O)[nH]c4c3)s2)cc1C
ZINC16045562	CC(C)(C)c1cc(CCC(=O)Nc2cccc(S(N)(=O)=O)c2)cc(C(C)(C)C)c1O
ZINC16682094	CCOC(=O)C(C1=NC(N)=C(C#N)C(c2ccccc2)=CS1)=C1Nc2ccccc2N1
ZINC19681046	CCc1ccc(S(=O)(=O)Nc2ccccc2/C(=N/NC(N)=S)c2ccccc2)cc1
ZINC19929121	COc1ccc(-c2c(C#N)c(N)nc3sc(C(=O)c4ccccc4)c(N)c23)cc1OC
ZINC20159100	C/C(=C\C(=O)Nc1cccc(Cl)c1Cl)NNC(=O)c1ccc2ccccc2c1O
ZINC20414247	NS(=O)(=O)c1ccc(N2N=C(/C=C/c3ccccc3O)CC2c2ccccc2O)cc1
ZINC20527880	Cc1ccc(NC(=O)CSc2nnc(N/N=C/c3ccc(Cl)cc3Cl)n2N)cc1
ZINC20805583	Nn1c(N/N=C/c2cccc3ccccc23)nnc1SCC(=O)Nc1ccccc1Cl
ZINC20907511	O=C(CCSc1n[nH]c(N/N=C/c2c(O)ccc3ccccc23)n1)Nc1ccccc1
ZINC20919020	Nn1c(NN=C(Cc2ccccc2)Cc2ccccc2)nnc1SCc1nc2ccccc2[nH]1
ZINC21348699	COc1ccc(NC(=O)Nc2ccc(SC3=C(N)C(=O)c4ccccc4C3=O)cc2)cc1
ZINC22421146	COc1ccc(Oc2cc(NC(C)C(=O)Nc3ccc(C(N)=O)cc3)ccc2OC)cc1
ZINC22689238	CC(C)c1ccc(NC(=O)c2ccccc2NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1
ZINC24720094	Nc1nc(CSc2nnc(NCCc3cccs3)s2)nc(Nc2ccc(Cl)cc2)n1
ZINC25588613	CCc1nc(SC(C)C(=O)Nc2ccc(NC(C)=O)cc2)nc(N)c1-c1ccc(Cl)cc1
ZINC32125061	CC(C)Oc1ccc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCCCC3)cc1
ZINC32125207	CCCOc1ccc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCCCC3)cc1
ZINC32771512	CC(Nc1cccc(NC(=O)Nc2ccccc2)c1)C(=O)N1CC(=O)Nc2ccccc21
ZINC36491250	C=C(C)C(=O)N(C1CCCCC1)C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC36502714	CC(C)=CC(=O)N(Cc1ccco1)C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC36560523	CCCN(C(=O)C1CCCCC1)C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC36562464	CCCN(C(=O)CCC1CCCCC1)C(C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36574201	CCCN(C(=O)CCl)C(C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36589433	CCCC(=O)N(C(C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O)C(C)(C)C
ZINC03978776	Cc1c(O)c(C(=O)CC(C)C)c2oc3c(C(=O)CC(C)C)c(O)c(C)c(O)c3c2c1O
ZINC03978815	CCC(C)C(=O)c1c(O)c(C)c2oc3c(C)c(O)c(C(=O)C(C)CC)c(O)c3c2c1O
ZINC38999761	NN1C(SCc2c(Cl)cccc2Cl)NNC1C1C=C(c2ccc(F)cc2)N=N1
ZINC39015763	NN1C(SCc2cccc3ccccc23)NNC1C1C=C(c2ccc(Cl)cc2)N=N1
ZINC39016188	NN1C(SCc2ccc(Br)cc2)NNC1C1C=C(c2ccc(Cl)cc2)N=N1
ZINC39935064	O=c1[nH]c(CSC2NNC(c3ccccc3O)N2c2ccccc2)nc2ccccc12
ZINC40681512	Cc1cc(C)cc(Oc2ncnc(NNC(=O)c3ccc(Br)cc3)c2N)c1
ZINC43553805	CC(C)NC(=O)OC1CCC2(C)C(CC(=O)NCc3ccco3)C(O)CCC2C1(C)CO
ZINC20907505	Cc1ccc2nc(CSc3n[nH]c(N/N=C/c4c(O)ccc5ccccc45)n3)[nH]c2c1
ZINC36559481	C=C1C=C([O-])N2C(=NC(NCCc3c[nH]c4ccccc34)=[NH+]C2c2ccc(Cl)cc2)N1
ZINC65315518	Cc1ccc(NC(=O)Nc2ccc(NC(=O)N3CCCC(C(=O)NC4CC4)C3)cc2)c(C)c1
ZINC65315519	Cc1ccc(NC(=O)Nc2ccc(NC(=O)N3CCCC(C(=O)NC4CC4)C3)cc2)c(C)c1
ZINC03840724	CC(C(=O)NC1CC1)C1CCC2(C)Cc3sc(NC(=O)CC(C)(C)C)nc3C(C)C2C1O
ZINC04144332	O=C1NC(c2cccc(Oc3ccccc3)c2)C(C(=O)c2ccc(F)cc2)C(O)(C(F)(F)F)N1
ZINC04231479	C=CCOc1ccc(/C=N/NC(=O)c2cc(Br)cc(Br)c2N)cc1
ZINC01768882	O=C(CC1Nc2ccccc2NC1=O)Nc1ccccc1SC(F)(F)C(F)(F)C(F)(F)F
ZINC03122261	CCOC(=O)NC(NC(=S)Nc1ccc(Br)cc1)C(Cl)(Cl)Cl
ZINC00685707	CCOc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(OC)cc2)C3)ccc1O
ZINC03252028	C=C1NC(=S)NC(c2ccccc2OC(F)F)C1C(=O)Nc1ccc(Br)cc1
ZINC02214734	Cc1ccc(S(=O)(=O)NC2c3cccc4cccc(c34)C2Sc2nnc(N)s2)cc1
ZINC02214738	Cc1ccc(S(=O)(=O)NC2c3cccc4cccc(c34)C2Sc2nnc(N)s2)cc1
ZINC02843262	Nc1nnc(SC2c3cccc4cccc(c34)C2NS(=O)(=O)c2ccc(Cl)cc2)s1
ZINC02858382	Cc1ccc(S(=O)(=O)Nc2ccc(NC(=S)Nc3ccc(Cl)c(Cl)c3)cc2)cc1
ZINC02882829	O=C(Nc1ccc(Cl)cc1)Nc1ccc(S(=O)(=O)Nc2cccc(Cl)c2Cl)cc1
ZINC01021112	Cc1cccc(OCC(=O)N/N=C/c2cc(Br)c(O)c(Br)c2O)c1
ZINC00675853	COc1ccc(OC)c(C2NC(=S)NC(C)=C2C(=O)Nc2ccc(Br)cc2)c1
ZINC08448508	COC(=O)C1=C(C)Nc2sc(C(=O)C34CC5CC(CC(C5)C3)C4)c(N)c2C1c1cccs1
ZINC01248400	CCC1(C)Cc2c(sc3nc(SCC(=O)Nc4ccc(Br)cc4)nc(N)c23)CO1
ZINC01812715	COc1ccc(NC(=O)CSc2nc(N)c3c4c(sc3n2)CSC(C)(C)C4)cc1
ZINC09720922	CCc1ccc(/N=C2/NC(=O)/C(=C/c3cc(Br)ccc3OCC(N)=O)S2)cc1
ZINC03670543	O=C1Nc2ccc(Br)cc2C(O)(C(=O)NCCC2=CCCCC2)N1c1ccc(Cl)cc1
ZINC10149621	CCc1c(C)sc(NC(=O)COc2c(Cl)cc(Cl)cc2Br)c1C(N)=O
ZINC09504836	CCC1C2=C(CC(C)(C)CC2=O)Nc2ccccc2N1CC(=O)NCCc1c[nH]c2ccccc12
ZINC12497192	O=C(/C=C/c1cccc2ccccc12)NC(=S)Nc1ccccc1C(=O)Nc1ccccc1
ZINC12573894	Cc1ccc(C(=O)NNC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1Br
ZINC13936148	O=S(=O)(Nc1ccc(Cl)c(Cl)c1)c1ccc(NC(=S)Nc2ccccc2)cc1
ZINC14270178	Cc1cc(C)c2oc(-c3ccc(NC(=S)NC(=O)c4ccc(C(C)(C)C)cc4)cc3O)nc2c1
ZINC14457253	COc1ccc(C2Nc3ccc(S(=O)(=O)Nc4c(C)cccc4C)cc3C3C=CCC32)cc1O
ZINC14466914	O=S(=O)(NCCc1ccccc1)c1ccc2c(c1)C1C=CCC1C(c1cc(Cl)cc(Cl)c1O)N2
ZINC14473640	COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2O)N3)cc1
ZINC16161848	CCOc1cc(/C=C2\SC(Nc3ccc(CC)cc3)NC2=O)c(Br)cc1O
ZINC20466438	CC(C(=O)NC(C)(C)C)C1CCC2(C)CCC(NC(=O)c3ccc(C#N)cc3)C(C)C2C1O
ZINC20679312	O=S(=O)(NCCc1ccccc1)c1ccc2c(c1)C1C=CCC1C(c1ccc(O)cc1)N2
ZINC20926848	CCCOc1c(Br)cc(CNCCc2ccc(S(N)(=O)=O)cc2)cc1Br
ZINC21256857	COc1cc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2cccc(O)c2)ccc1OC(C)C
ZINC22433395	CC(C)(Oc1ccc(Br)cc1)C(=O)Nc1sc2c(c1C(N)=O)CCCCC2
ZINC27664428	O=C1NC(c2ccc(-c3ccccc3Cl)o2)C(C(=O)c2ccc(F)cc2)C(O)(C(F)(F)F)N1
ZINC28464336	COc1ccc(OC)c(NC(=O)C2=C(C)NC(=S)NC2c2ccc(Br)cc2)c1
ZINC28527658	Nc1nn(CC(=O)c2c(Cl)cc(Cl)cc2Cl)c(=S)n1Nc1ccc(Cl)cc1
ZINC32527086	Cc1ccc(-c2csc(NC(=O)CCn3c(=O)cc(C)c4cccc(C)c43)c2C(N)=O)cc1
ZINC01984270	CCc1ccc(OCC(=O)Nc2sc3c(c2C(N)=O)CCC(C)C3)c(Br)c1
ZINC39495702	O=CCC(NC=O)c1ccc(-c2ccccc2O)c(I)c1-c1ccccc1O
