ZINC01027075	Cc1nnc(CSc2nnc3n(N)cnn23)o1
ZINC21931260	O=C(c1cncc([N-]S(=O)(=O)c2ccc3c(c2)OCCO3)c1)N1CCOCC1
ZINC24628820	O=C(c1ccc([N+](=O)[O-])c([O-])c1)N1CCN(C(=O)C2COc3ccccc3O2)CC1
ZINC31761466	Cn1c(-c2ccccc2)c/c(=N/NS(C)(=O)=O)c2cc(S(=O)(=O)[O-])ccc21
ZINC32506060	Cc1cccc(N2/C(=N/C(=O)COCC(=O)[O-])SC3CS(=O)(=O)CC32)c1C
ZINC32506056	Cc1cccc(N2/C(=N/C(=O)COCC(=O)[O-])SC3CS(=O)(=O)CC32)c1C
ZINC32505667	Cc1cccc(C)c1N1/C(=N/C(=O)COCC(=O)[O-])SC2CS(=O)(=O)CC21
ZINC35686175	CN(C)S(=O)(=O)[N-]c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1
ZINC35910704	CN1CCN(S(=O)(=O)c2ccc(NC(=O)C3CC=CCC3C(=O)[O-])cc2)CC1
ZINC39449661	COC1CC(=O)c2c(c3ncc(S(=O)(=O)c4ccccc4)cc3c(=O)n2[O-])N1
ZINC39612367	CC1=C2C(=O)N=C(CSc3nc4nc(C)cc(C)n4n3)N=C2SC1C(=O)[O-]
ZINC41115387	CC1CN(S(=O)(=O)/N=c2/ccc(C(=O)[O-])c[nH]2)CC(C)O1
ZINC44454900	O=C(NCCN1CCN(C(=O)c2ccc([O-])nn2)CC1)c1ccsc1
ZINC46303471	CN(C)C(=O)c1ccccc1[N-]S(=O)(=O)c1c[nH]c(C(=O)N2CCCC2)c1
ZINC49097858	Cc1cc(C)nc(-n2nc(C)c(C/C([O-])=C(/C#N)C(=O)N3CCOCC3)c2C)n1
ZINC49408412	O=S(=O)([N-]c1ccc2c(c1)OCCO2)c1ccc2nncn2c1
ZINC55592669	Cc1occc1C(=O)Nc1cc([N-]S(=O)(=O)c2cnn(C)c2)ccc1F
ZINC55665874	COc1ccc(C(=O)N(C)C)cc1[N-]S(=O)(=O)c1c(C)nn(C)c1Cl
ZINC56958757	CC(C1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1)S(=O)(=O)[O-]
ZINC56958760	CC(C1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1)S(=O)(=O)[O-]
ZINC57121521	CCC1(c2ccc([N-]S(=O)(=O)c3cnn(C)c3)cc2)CCC(=O)NC1=O
ZINC27903912	CC1=NN(c2ccccc2)C(=O)/C1=N\Nc1ccc2ccccc2c1S(=O)(=O)[O-]
ZINC60242170	CS(=O)(=O)c1n[n-]c(NC(=O)COc2ccc(Br)cc2)n1
ZINC15943849	Cc1ccn2c(=O)c(C(=O)NCCCN3CCCC3=O)c([O-])nc2c1
ZINC36194765	COc1ccc([N-]S(=O)(=O)c2ccc(N3C(=O)CCS3(=O)=O)cc2)cn1
ZINC62572677	CC(=O)N1CCOc2cc([N-]S(=O)(=O)c3c(C)n[nH]c3C)ccc21
ZINC39781044	Cc1nnc([O-])c2c1C(C)O/C2=N\C(=O)CSC1=NNCN1C(C)C
ZINC39955770	CCn1nc(C)c(CNC(=O)C2[N-]C(C3=CC=CC4N=CC=C34)=NO2)c1C
ZINC63795173	CC(C)c1nnc(NC(=O)C2CCN(C3N=C(Cl)[N-]C4=NC=NC43)CC2)s1
ZINC52768097	CN(C)S(=O)(=O)/N=C(\[O-])C1CCCCN1S(=O)(=O)c1cccs1
ZINC52770390	Cc1nn(C)c2nc(-c3cccs3)cc(/C([O-])=N/S(=O)(=O)N(C)C)c12
ZINC52795411	O=C1CC(/C([O-])=N/S(=O)(=O)N2CCCCC2)CN1c1ccc2c(c1)OCO2
ZINC22875263	CN1C(=O)CC(N2CCN(CC/N=C/C3=C([O-])CC(C)(C)CC3=O)CC2)C1=O
ZINC65042013	COCc1nc(/C([O-])=N/S(=O)(=O)c2ccc3c(c2)OCCCO3)cs1
ZINC65259291	Cc1ccccc1[N-]S(=O)(=O)c1cc(C2N=NC=C2C(=O)N(C)C)oc1C
ZINC65259292	Cc1ccccc1[N-]S(=O)(=O)c1cc(C2N=NC=C2C(=O)N(C)C)oc1C
ZINC65259293	Cc1cccc([N-]S(=O)(=O)c2cc(C3N=NC=C3C(=O)N(C)C)oc2C)c1
ZINC65259349	Cc1oc(C2N=NC=C2C(=O)N(C)C)cc1S(=O)(=O)[N-]c1ccc(F)c(F)c1
ZINC65374186	CN1CCOc2cc(C(=O)N3CCCC(Cn4cc(C(=O)[O-])nn4)C3)ccc21
ZINC66246856	CCn1cc(S(=O)(=O)[N-]c2nc3ccc(S(C)(=O)=O)cc3s2)cn1
ZINC66248045	CC(=O)N1c2ccc(S(=O)(=O)[N-]c3cc(C)nn3CCC#N)cc2CC1C
ZINC66248094	Cc1cc([N-]S(=O)(=O)c2cc3c(cc2F)NC(=O)CC3)n(CCC#N)n1
ZINC66248122	Cc1cc([N-]S(=O)(=O)C2CS(=O)(=O)c3ccccc32)n(CCC#N)n1
ZINC66582711	CCn1cc(S(=O)(=O)[N-]c2ccc(C(=O)N3CC(C)OC(C)C3)cc2)cn1
ZINC04712793	[S-]c1ncnc2c1[nH]c1ccc(Br)cc12
ZINC05518267	Cc1cc(O)c(C(=O)[O-])c2c1CCC(C1(C)CO1)C2
ZINC01460906	Cc1c(C(=O)/C=C/C(=O)[O-])[nH]c2ccccc12
ZINC16284669	Cc1ccc(O)c(C(=O)C2C3C=CC(C3)C2C(=O)[O-])c1
ZINC01443672	[S-]c1nnc(NCc2ccccc2)s1
ZINC19272269	Cc1cc(C)c(C(=O)Nc2ccsc2C(=O)[O-])c(C)c1
ZINC19437912	Cc1ccc(NC(=O)C2CC2C)c(C(=O)[O-])c1
ZINC03984745	C/C(=N\C1CSCC1O)C1=C([O-])CC2C1C2(C)C
ZINC20250730	O=C([O-])c1ccsc1NC(=O)C1CC2CCC1C2
ZINC20581816	Fc1cc(F)cc(Nc2nnc([S-])s2)c1
ZINC21956478	Cc1cc(NC(=O)c2ccsc2)sc1C(=O)[O-]
ZINC26473334	[S-]c1nnc(COc2cc(Cl)ccc2Cl)[nH]1
ZINC27299104	[O-]c1[nH]c(=S)nnc1Cc1ccc(Cl)cc1
ZINC29843104	Cc1cc(C(C)NC(=O)c2cccnc2[S-])c(C)s1
ZINC30015392	CC1CCCC(NC(=O)c2cccnc2[S-])C1
ZINC33494549	CNc1c(C)cc(Br)cc1C(=O)[O-]
ZINC34938245	[S-]c1nnc(-c2cc3c(s2)CCC3)[nH]1
ZINC34977898	FC(F)(F)c1cccc(-c2nnc([S-])[nH]2)c1
ZINC33962546	CC(C)NC(=O)c1cccc2cccc(C(=O)[O-])c12
ZINC35426423	Cc1ccc(C(=O)Nc2ccc(C(=O)[O-])s2)s1
ZINC02788869	O=C1/C(=C\c2ccccc2O)N=C([S-])N1C1CC1
ZINC37403289	Cc1ccsc1C(=O)Nc1cc(C(=O)[O-])ccc1F
ZINC40230021	O=C([O-])C1CC=CCC1C(=O)Nc1cccc(F)c1F
ZINC40231473	O=C([O-])c1ccc(C(=O)Nc2cccc(F)c2F)s1
ZINC41462341	Cc1[nH]c(-c2ccc(Br)s2)cc1C(=O)[O-]
ZINC42137237	Cc1cc(C)c(C(=O)[O-])c(SC2CCCCC2O)n1
ZINC42393140	Cc1ccc(C(=O)[O-])c(OC2CCCC2O)c1
ZINC42393607	Cc1ccc(OC2CCCCC2O)c(C(=O)[O-])c1
ZINC42769091	CC1(C2CCCCC2)[N-]C2(CCCCC2)C(=O)N1
ZINC02524641	COc1cc(Br)cc(/C=C/C(=O)[O-])c1O
ZINC43699622	Cc1cc(=O)[nH]c(SCc2cc(C#CCO)cs2)n1
ZINC44222583	COc1cc(/C=C(\C)C(=O)[O-])cc(F)c1O
ZINC45046268	CC1(Nc2nnc([S-])s2)CCCCC1
ZINC48807004	O=C([O-])c1ccc(NC(=O)C2CC=CCC2)cc1Cl
ZINC49125493	CC1CCCCC1(Nc1ccc(Cl)c(F)c1)C(=O)[O-]
ZINC49149014	CC1CCCCC1(Nc1ccc(Cl)cc1F)C(=O)[O-]
ZINC49149022	O=C([O-])C1(Nc2ccc(Cl)cc2F)CCCCCC1
ZINC49558786	Cc1ccc(C(C)Nc2nnc([S-])s2)cc1
ZINC49622996	Cc1cc([O-])nc(SCc2ccccc2C#CCO)n1
ZINC50047516	CC1CCCC(Sc2ccccc2O)(C(=O)[O-])C1
ZINC52267119	CC(C)(C(=O)[O-])C1(O)CCCCc2ccccc21
ZINC52267352	CC(C)(C(=O)[O-])C(O)c1cc(Br)ccc1F
ZINC52267723	CC(C)(C(=O)[O-])C(O)c1ccc(Br)cc1F
ZINC57524273	CCCCn1c([O-])c2[nH]c(C)cc2nc1=S
ZINC01579874	CSc1nc2c(=S)[nH]c([S-])nc2s1
ZINC61327429	O=C([O-])c1cc(NC2CCCc3sccc32)ccc1F
ZINC61591562	O=c1[nH]nc([S-])n1-c1cccc(Br)c1
ZINC62337846	Cc1cc(NC(=O)C(C)C)cc(C(=O)[O-])c1C
ZINC02482929	O=C1N=C2[N-]c3cc4ccccc4cc3NC=C2S1
ZINC02482929	O=c1[nH]c2c(s1)C=Nc1cc3ccccc3cc1N2
ZINC63008863	Cc1ccsc1C(=O)Nc1ccc(C(=O)[O-])cc1F
ZINC04771095	CC(C)(C)N1C(=O)N2C[NH+](CCO)CN3C(=O)NC1C32
ZINC04776641	N#CC1=C(N)OC2([NH+]3CCOCC3)CCCC2C1(C#N)C#N
ZINC04784982	[NH3+]C1COS(=O)OC1c1ccc([N+](=O)[O-])cc1
ZINC00118758	C[NH+](C)CCn1c(N)c(C#N)c2nc(C#N)c(C#N)nc21
ZINC10033291	CNC(=O)NC(=O)C[NH+]1CCN(C(=O)N2CCOCC2)CC1
ZINC19786512	CC([NH3+])c1nc(COc2ccc3c(c2)OCO3)no1
ZINC12484065	OC1C([NH2+]Cc2ccco2)C2COC(O2)C1N1CCOCC1
ZINC27566355	CCNC(=O)NC(=O)C[NH+]1CCCC1C(=O)N(C)C
ZINC29967246	CNC(=O)NC(=O)CC[NH+]1CCCCC1C(=O)OC
ZINC31990320	COc1cc2ncn(C3CS(=O)(=O)CC3[NH3+])c2cc1OC
ZINC35307825	Cn1ncc2c(NCCCN3CC[NH2+]CC3)ncnc21
ZINC36261043	CN(C(=O)c1ccc([N+](=O)[O-])cc1)C1C[NH2+]CC1O
ZINC36867695	Cn1nc(NC2CC[NH2+]C3(CCC3)C2)c(=O)n(C)c1=O
ZINC37808959	CN(C)S(=O)(=O)N1CCN(C(=O)C2([NH3+])CCCCC2)CC1
ZINC37919770	Cn1cc[nH+]c1C(NCc1nc[nH]n1)c1ccco1
ZINC25756929	N#CCC(=O)N/N=C1\C(=O)Nc2ccc([N+](=O)[O-])cc21
ZINC39681652	CNC(=O)C1CN(C(=O)c2c(C)noc2C)CC12CC[NH2+]CC2
ZINC39779486	CC1=C(S(=O)(=O)N2CCOC(C[NH3+])C2)C(C)N=N1
ZINC40267320	Cc1nn(C)c(C)c1NC(=O)C(=O)NCC[NH+](C)C
ZINC40635581	COC1C[NH2+]C(C(=O)N2CCCC(NS(C)(=O)=O)C2)C1
ZINC40923476	CN(C)S(=O)(=O)N1CCN(C(=O)C(C)(C)[NH3+])CC1
ZINC43571369	[NH3+]C(c1noc(-c2ccc([N+](=O)[O-])cc2F)n1)C1CC1
ZINC44610607	[NH3+]C1CCC2CN(c3cncc4nnnn34)CC2C1
ZINC44610887	[NH3+]CCc1ccc(Oc2cncc3nnnn23)cc1
ZINC45048801	CC[NH2+]Cc1cnn(-c2ncnc3[nH]cnc23)c1C
ZINC48214479	C[NH+](CC(=O)NC(=O)NC1CC1)C1CCS(=O)(=O)C1
ZINC48513245	Cc1cc(NC(=O)C(=O)NC2CC[NH+]3CCCC23)no1
ZINC22943401	CC1(NC(=O)C[NH+]2CCN(CCO)CC2)CCS(=O)(=O)C1
ZINC48597610	C[NH+](CC(=O)Nc1c[nH]ccc1=O)C1CCS(=O)(=O)C1
ZINC48873114	Cn1cc[nH+]c1Cn1cc([N+](=O)[O-])cc(C(N)=O)c1=O
ZINC49641564	Cc1cc(NS(=O)(=O)CCN2CC[NH2+]CC2)n(C)n1
ZINC49715100	Cc1ccc(-n2cnnn2)cc1NCc1[nH]cc[nH+]1
ZINC50050365	CNC(=O)NC(=O)CC[NH+]1CCCC1C(=O)OC
ZINC50224280	Cc1cc(-c2nnc(Cn3cc(C[NH3+])nn3)o2)c(C)o1
ZINC50224742	[NH3+]Cc1cn(Cc2nnc(-c3ccccc3)o2)nn1
ZINC50241915	[NH3+]C1CCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)C1
ZINC50829272	Cc1nn(Cc2c(C)[nH+]n(C)c2N)c(C)c1[N+](=O)[O-]
ZINC54503236	[NH3+]C(c1nc(-c2ccccc2[N+](=O)[O-])no1)C1CC1
ZINC54716913	COc1ccc(Cn2cc(C(C)[NH3+])cn2)cc1[N+](=O)[O-]
ZINC57766038	[NH3+]CCCCN1C(=O)COc2cc([N+](=O)[O-])ccc21
ZINC57884315	CNC(=O)NC(=O)CN1CC[NH+](CC2CCCO2)CC1
ZINC61165135	CC(C)[NH+](CC(=O)NC(=O)NC1CCS(=O)(=O)C1)C1CC1
ZINC61817804	Cc1[nH+]n(C)c(N)c1Cn1nc2n(c1=O)CCCC2
ZINC63078940	CNc1nc(C[NH+](C)CC(C)O)nc2c1cnn2C
ZINC63079357	CCc1[nH+]ccn1Cc1nc(N)c2cnn(C)c2n1
ZINC63303176	N#CC1=CN=NC1NC(=O)C(=O)NCCC1=c2ccccc2=[NH+]C1
ZINC53631479	O=C1C2=CNc3ncnn3C2C=CN1CCc1c[nH]c[nH+]1
ZINC64012333	CC1CC=C(C(=O)NNC2=NC(=O)C(C)N=[NH+]2)S1
ZINC39537824	CN(CCc1ccccn1)C1N=C(N)[NH+]=C2N=NC=C21
ZINC65287283	c1cnc(-c2nc(C3CC[NH+](C4CCNC4)CC3)n[nH]2)cn1
ZINC04141968	N#CC1C(=O)NC(=O)C([n+]2ccccc2)C1c1ccc(O)cc1
ZINC04671298	CN(C)C(=O)OCCCc1n(C)cc[n+]1C
ZINC01692971	CN(C)C(=O)OCC[n+]1cccc(OC(=O)N(C)C)c1
ZINC05613560	CC(=O)c1ccc[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c1
ZINC00487968	CCC(=O)CC1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)C
ZINC04795603	O=S(=O)(c1ccc[n+](C/C=C\c2ccccc2)c1)N1CCOCC1
ZINC01684489	C[N+](C)(C)c1ncnc2c1ncn2C1CCCCO1
ZINC07716371	COC(=O)c1c(C)[nH]c(C(=O)C(C)[n+]2cccc(C(C)=O)c2)c1C
ZINC07760361	CC(C)NC(=O)NC(=O)C[N+](C)(C)C1CCCC1
ZINC11155642	CN(C)c1cc[n+](CC(=O)NC(N)=O)cc1
ZINC15454205	CC(C(=O)NC(=O)NC1CCCC1)[N+]12CCN(CC1)CC2
ZINC15767770	CC1=[N+](NS(=O)(=O)c2ccccc2)N=NC1C
ZINC15781054	O=[N+]([O-])c1ccc(C[n+]2ccccc2CO)cc1
ZINC20030830	OCCN1CC[N+](=c2cc(O)oc3ccccc23)CC1
ZINC29406116	Cc1ccc([N+](=O)[O-])c(NC(=O)C(C)[n+]2ccc(N(C)C)cc2)c1C
ZINC32911583	C[S+](C)C1OC(CO)C(O)C(O)C1O
ZINC35778038	CC1COCCN1C(=O)n1cc[n+](C)c1
ZINC36265800	[NH3+]C1CC(NS(=O)(=O)C2CCS(=O)(=O)C2)C1
ZINC37818495	CN(Cc1nnc2n1CCC2)C(=O)C[NH3+]
ZINC01878103	C[n+]1cc(C(=O)NCCC[N+]2(C)CCCC2)ccc1/C=N/[O-]
ZINC39290597	O=[N+]([O-])C1=CC=CC2=NC(CC[n+]3ccccc3)=NC12
ZINC41161577	CS(=O)(=O)CCC([NH3+])c1n[nH]c(C2CCCC2)n1
ZINC39141645	C[N+](C)(CC#N)CCN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC42527927	CCN(CC(=O)OC)C(=O)n1cc[n+](C)c1
ZINC43735544	C[N+]12CCC3=CC(O)C(O)C(c4cc5c(cc4C1)OCO5)C32
ZINC45022063	CCC(C)n1c(N=[N+]=N)c(C=O)c(C)c(C#N)c1=O
ZINC45703266	CC1CN(C(=O)n2cc[n+](C)c2)CC(C)(C)O1
ZINC48391754	CC(C)NC(=O)NC(=O)C(C)[n+]1cc(Cl)n(C)c1
ZINC49881378	CC(C)Nc1cccc[n+]1C(=O)c1csc(-c2cnn(C)c2)n1
ZINC04616509	COc1ccc(-n2cn[n+](C(C)(C)C)n2)cc1
ZINC50395731	O=C1NCCCC1[NH2+]C1CS(=O)(=O)CC1O
ZINC00269494	CC(=O)c1c(/C=C/N(C)C)nc2nonc2c1NC=[N+](C)C
ZINC51188279	C[N+](C)=CNc1nc(Cl)c(C=C(C#N)C#N)s1
ZINC54698102	COCCC([NH3+])c1nc(C2CC2)nn1C
ZINC55064518	Clc1ccc2cccnc2c1C[N+]12CN3CN(CN(C3)C1)C2
ZINC55519862	N=C1/C(=C/c2ccc(OC(=O)c3ccco3)cc2)C(=O)N=C2SCC=[N+]12
ZINC12575478	N#CC[n+]1c(CNS(=O)(=O)c2ccccc2)cn2ccsc21
ZINC07760412	C[N+](C)(CC(=O)NC1CCS(=O)(=O)C1)C1CCCC1
ZINC58058175	N=C1/C(=C/c2ccc(SCc3ccccc3)o2)C(=O)N=C2SCC=[N+]12
ZINC59369311	CN1C(=O)NC(O)C([n+]2ccccc2)C1=O
ZINC50182109	CCc1c[nH]c(C(N)CCS(C)(=O)=O)[nH+]1
ZINC19946790	CC(=O)Nc1cccc2c1[n+](=O)c(C)c(C)n2[O-]
ZINC61797737	CC[NH2+]CC(O)CN1CCN(C)C(=O)C1=O
ZINC62812348	O=C(NC1CCS(=O)(=O)C1)C1C[NH2+]CCN1
ZINC62812753	CN(C)C(=O)CNC(=O)C1C[NH2+]CCN1
ZINC62962622	[NH3+]CC1(N2CCS(=O)CC2)CCS(=O)(=O)C1
ZINC63141727	CS(=O)(=O)CCS(=O)(=O)N1CCN(CC[NH3+])CC1
ZINC63141772	CS(=O)(=O)CCS(=O)(=O)NCC[NH3+]
ZINC65406343	CN(CC1C=NN=C1c1ccccc1)C(=O)C1=CNN2CC=[N+](C)C12
ZINC66323972	C[NH+](C)N1C(=O)C([O-])=C([n+]2ccc3ccccc3c2)C1=O
ZINC04792410	CC1(C)OC2OC(CO)C(O)C(OC(=O)CF)C2O1
ZINC00533674	COC(=O)C1=C2SC(C)C(=O)N2C(N)=C(C#N)C1c1ccco1
ZINC04537155	Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c(C)c1N=O
ZINC06938773	Cc1ccc(S(=O)(=O)NC(=O)NC2CCS(=O)(=O)C2)cc1
ZINC06110698	O=c1[nH]nc(SCc2cn3ccsc3n2)c(=O)[nH]1
ZINC05817095	CC(=O)Nc1ccc(NC=C2C(=O)N(C)C(=S)N(C)C2=O)cc1
ZINC20043642	CN1C(=O)c2ccc(NCCN3CCNC3=O)cc2C1=O
ZINC12524777	CC1CC(C)CN(C(=O)Cn2c(N)nc(C#N)c2C#N)C1
ZINC25512772	Cc1nn(C)c(C)c1NC(=O)Nc1c(C)nn(C)c1C
ZINC04280895	Cc1cc(/C(N)=N/OC(=O)c2ccc(Cl)nc2)no1
ZINC35655665	COc1nn(C(C)c2nnc3n2CCCCC3)cc1N
ZINC37549767	O=C(Cn1cnnn1)Nc1ccccc1C#CCCO
ZINC37557179	CC1CN(S(=O)(=O)c2cn(C)nc2N)CC(C)O1
ZINC37559691	Cn1cc(S(=O)(=O)N2CCCC2c2ccncc2)c(N)n1
ZINC39279874	COCC1=C2C(N=N1)OC(N)=C(C#N)C2c1ccncc1
ZINC05610952	COCC1=NN=C2OC(N)=C(C#N)C(c3ccoc3)C12
ZINC39357073	O=C(C1=CNN2C=CC=CC12)N1CCC(c2cc(=O)[nH]cn2)CC1
ZINC40216117	Cc1nnsc1C(=O)N1CCc2cc(S(N)(=O)=O)ccc21
ZINC40348020	COC(=O)N1CCN(S(=O)(=O)c2cc(N)ccc2C)CC1
ZINC40670338	CN(C)c1nccc2c1ncn2C1CC(O)C(CO)O1
ZINC40860702	CN(C)c1ccncc1NS(=O)(=O)N1CCNCC1
ZINC41120926	Cc1ncc(CNC(=O)c2n[nH]c3c2CS(=O)(=O)CC3)s1
ZINC42376903	CN(CC(N)=O)c1ncc(Br)cc1[N+](=O)[O-]
ZINC45445900	CC1CN(C(=O)c2ccc(N)c([N+](=O)[O-])c2)C(C)CO1
ZINC48001343	Cc1nc(NC(=O)C(=O)NC(C)C2CCCO2)oc1C
ZINC48921107	O=C1CN(C(=O)NCCCN2CCCC2=O)CCN1
ZINC49393131	Cc1nn(C)c(C)c1C(C)NS(=O)(=O)c1cn[nH]c1
ZINC49419606	CC(C)(C)n1cc(NS(=O)(=O)c2cn[nH]c2)cn1
ZINC49449667	Cn1cc(-c2nc(C(=O)Nc3cc[nH]n3)cs2)cn1
ZINC49449941	O=C(Nc1cc[nH]n1)C1CC(=O)N(Cc2ccco2)C1
ZINC50351552	O=S1(=O)CCC(S(=O)(=O)Nc2cn[nH]c2)CC1
ZINC50421290	Cn1cnnc1CNS(=O)(=O)c1ccc(O)cc1
ZINC50636611	Nc1nc2sccn2c1S(=O)(=O)N1CCOCC1
ZINC50655647	CNc1ccc(S(=O)(=O)[N-]c2cnn(C)c2)c[nH+]1
ZINC50658488	CC(C)N1CCN(S(=O)(=O)c2c(N)nc3sccn23)CC1
ZINC50702989	CC1CN(C(=O)c2cc(N)ccc2[N+](=O)[O-])C(C)CO1
ZINC50829152	CCNc1c(CN2C(=O)NC(C)(C)C2=O)c(C)nn1C
ZINC54414395	CC1CN(C(=O)c2ccc([N+](=O)[O-])c(N)c2)CC(C)O1
ZINC59882206	Cc1nnc(SC(C)c2nnc(C(C)C)o2)n1N
ZINC50708271	CN(CC1CCCO1)C(=O)c1ccc(N)c([N+](=O)[O-])c1
ZINC17214344	CC1(C)OCC(C(O)C2OC(C)(C)OC2/C=N/O)O1
ZINC62508763	CCNS(=O)(=O)Nc1cccc2c1OCC(=O)N2C
ZINC62943178	O=C([O-])/C=C/C(=O)NC(=O)N1CCC[NH+]2CCCC2C1
ZINC63079943	Cn1ncc2c(N)nc(CSc3nncs3)nc21
ZINC29661901	CNC(=O)NC(=O)C(C)N1CCN(C(=O)C2CCCC2)CC1
ZINC65395741	CNC(=O)C1=NN=C2NC(=O)CC(C3=CC=CC4N=CC=C34)C21
ZINC66180011	Cc1noc(CNC(=O)NC2CCCc3occc32)n1
ZINC66557232	Cc1ccsc1C(=O)NNC(=O)C(C)n1cncn1
ZINC66621426	Cc1cc(NC(=O)c2cncc(-c3cnn(C)c3)c2)[nH]n1
ZINC66915654	CCn1cc(S(=O)(=O)NC2CCCNC2=O)cn1
ZINC04085422	O=C([O-])CNC(=O)COc1ccc2c(c1)O/C(=C\c1ccc3c(c1)OCO3)C2=O
ZINC04291730	CCOC(=O)c1c(NC(=O)/C=C/C(=O)[O-])sc2c1CCN(C(C)=O)C2
ZINC01818507	O=c1c2[nH]c3ccc(Cl)cc3c2ncn1/N=C/c1ccc(S(=O)(=O)[O-])o1
ZINC08313896	CC1CCN(S(=O)(=O)c2ccc(C(=O)NC(C(=O)[O-])C(C)O)cc2)CC1
ZINC13250476	COC(=O)C1CC(O)CN1S(=O)(=O)c1ccc(/C=C/C(=O)[O-])cc1
ZINC13250480	COC(=O)C1CC(O)CN1S(=O)(=O)c1ccc(/C=C/C(=O)[O-])cc1
ZINC13316726	O=C(Cn1cc([N+](=O)[O-])cc(C(=O)[O-])c1=O)Nc1ccc2c(c1)OCCO2
ZINC16479416	CC(C)(CC(=O)[O-])CC(=O)NNC(=O)C1COc2ccccc2O1
ZINC17080548	CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)c3cnn(C)c3C)C2SC1
ZINC02785173	CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CCn3ncc([N+](=O)[O-])c3C)C2SC1
ZINC02785172	CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CCn3ncc([N+](=O)[O-])c3C)C2SC1
ZINC20318124	Cc1nn(C)cc1C(C)NC(=O)c1ccn(CCC(=O)[O-])n1
ZINC23214962	Cn1ncc(N2CCC(CNC(=O)CCc3cc([O-])no3)C2)cc1=O
ZINC33534854	CCC(C)C1(C(=O)[O-])[NH2+]C(c2ccc(OC)c(C)c2OC)C2C([O-])=NC(=O)C21
ZINC35517753	O=C([O-])CCNC(=O)C1CC(c2ccc3c(c2)OCO3)=NO1
ZINC35678343	CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(C)Cn3cc([N+](=O)[O-])cn3)C2SC1
ZINC36864083	CCn1cc(S(=O)(=O)NC2CCS(=O)(=O)C2)cc1C(=O)[O-]
ZINC36864268	CCn1cc(S(=O)(=O)NCC(=O)N(C)C)cc1C(=O)[O-]
ZINC37838250	CC1CCC(C(N)=O)CN1S(=O)(=O)c1ccc(C(=O)[O-])o1
ZINC00002094	COc1ncnc([N-]S(=O)(=O)c2ccc(N)cc2)c1OC
ZINC01096573	COc1ccc(/C=C/C(=O)[O-])cc1S(=O)(=O)NC1CCS(=O)(=O)C1
ZINC37982273	Cn1cc(S(=O)(=O)NCC2CCS(=O)(=O)C2)cc1C(=O)[O-]
ZINC38798732	C=CCn1c([S-])nnc1CC1=NC(NC(=O)C2=COCCO2)SC1
ZINC39482952	CC(C)S(=O)(=O)c1ccc(NS(=O)(=O)[O-])c(N2CCNC(F)C2)c1
ZINC13037339	CC(C)C(=O)N1CCN(c2ccc(C(=O)NC(C)C(=O)[O-])cc2[N+](=O)[O-])CC1
ZINC44457680	CC(C)(C)OC(=O)N1CCN(CCNC(=O)c2ccc([O-])nn2)CC1
ZINC44694566	O=C([O-])c1cn[nH]c1S(=O)(=O)[N-]C1CC[NH+](C2CC2)C1
ZINC44930594	COc1ccc(OC)c(S(=O)(=O)NC(C)c2nnn[n-]2)c1
ZINC47152416	CC(C(=O)NCC(=O)[O-])N1C(=O)/C(=C/c2cccc([N+](=O)[O-])c2)SC1=S
ZINC47967768	CC(C)C(Nc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-])C(=O)[O-]
ZINC50635137	Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)[N-]Cc1ccncc1
ZINC51068746	C=CCSCC(=O)/C(C#N)=C(\[O-])c1c(N)n(C)c(=O)n(C)c1=O
ZINC54504741	Cc1ccc(S(=O)(=O)NC(C(=O)[O-])C2CC2)cc1[N+](=O)[O-]
ZINC38087250	O=C([O-])COc1cccc(NS(=O)(=O)N2CCOCC2)c1
ZINC49047776	COc1[nH+]ccc(N(C)C)c1[N-]S(=O)(=O)C(C)C(=O)[O-]
ZINC35084429	CNS(=O)(=O)c1ccc(SCC(=O)[O-])c([N+](=O)[O-])c1
ZINC61637946	CS(=O)(=O)[N-]c1cc(C(=O)N2CCN(CC(N)=O)CC2)ccc1Cl
ZINC61827166	CC(C)(CC(=O)[O-])CC(=O)N1CCN(S(N)(=O)=O)CC1
ZINC61890119	N#CC1CCCC1NS(=O)(=O)c1cnn(CCC(=O)[O-])c1
ZINC41134984	Cc1ccc(S(=O)(=O)/N=C(\[O-])NCc2nnc(-c3ccncc3)o2)cc1
ZINC62123748	CC(=O)Nc1nnc(S(=O)(=O)[N-]c2ccc(N3CCOCC3=O)cc2)s1
ZINC63134121	Cc1csc(CCNS(=O)(=O)c2[nH]ncc2C(=O)[O-])n1
