ZINC01615674	CC(O)C(NC(=O)c1cnc2ccccc2n1)C(=O)[O-]
ZINC41118921	Cc1ccc(N)cc1S(=O)(=O)NCCn1ccnc1
ZINC41680830	COCC(C)CNC(=O)C1(C(N)=S)CCOCC1
ZINC42193243	CC(C(=O)NCc1ccco1)S(=O)(=O)c1ccc(N)cc1
ZINC42199044	Nc1cc(F)c(S(=O)CCN2CCNC2=O)c(F)c1
ZINC42516733	COCC(O)CN(C)c1ccc(S(N)(=O)=O)cc1
ZINC44257934	[NH3+]CC#Cc1cncc(S(=O)(=O)[N-]c2cccnc2)c1
ZINC44284677	Cc1ccc(-n2nc(C)c(CC([NH3+])C(=O)[O-])c2Cl)cc1
ZINC44933142	CC1(NC(=O)C2(C(N)=S)CCOCC2)CCS(=O)(=O)C1
ZINC45009198	CN(C)C(=O)CCNC(=O)C1(C(N)=S)CCCCC1
ZINC45801435	Cc1oc(C)c(S(N)(=O)=O)c1C(=O)NCC(F)(F)F
ZINC47836588	NS(=O)(=O)c1ccc(C(=O)NC2=NCCS2)cc1
ZINC48720747	Cc1c(F)cc(C#N)cc1NC(=O)C(=O)NC(C)CO
ZINC49413365	Cc1nc(CN(C)C(=O)C(NC(N)=O)C(C)C)cs1
ZINC49588760	O=C1CCC(C(=O)NCc2cc(C#CCO)ccc2F)N1
ZINC50102068	Nc1ccccc1CS(=O)(=O)NC1CCS(=O)(=O)C1
ZINC50253945	CCC(C)(NS(=O)(=O)c1c(C)nn(C)c1C)C(N)=S
ZINC50392981	O=C1NCCCC1NS(=O)(=O)c1ccccc1C#CCO
ZINC50588316	Cc1nn(CCCCC(C)([NH3+])C(=O)[O-])c(C)c1Cl
ZINC50949153	O=C(CCC1CCCC[NH2+]1)NC1(C(=O)[O-])CCCCC1
ZINC51893827	NC(=O)CSCCC(=O)N1CCCC(CCO)C1
ZINC55174409	Cc1nc(N)sc1C(=O)NCC1CCS(=O)(=O)C1
ZINC56862436	NS(=O)(=O)CCNC(=O)c1ccc(-n2cccc2)cc1
ZINC58054836	COc1ccc(OC)c(-c2nc(C(C)N)cc(=O)[nH]2)c1
ZINC58563476	NC(=O)CN1CCN(CC(O)c2ccccc2F)CC1
ZINC42116906	Cc1cc(F)c2c(c1)C(N)C(=O)N2CC(=O)NC(C)(C)C
ZINC42119075	NC1C(=O)N(CC(=O)NCC2CC2)c2c(F)ccc(Cl)c21
ZINC42321294	CC(Cn1ccnc1)NS(=O)(=O)c1ccc(N)cc1
ZINC01385828	CNC(=S)/C(C#N)=C(\N)N1CCN(c2ccc(OC)cc2)CC1
ZINC35611120	CC(CO)NS(=O)(=O)c1ccc2c(c1)C(C)C(=O)N2
ZINC61886426	NC(=S)C1CCCC1NS(=O)(=O)C1CCOCC1
ZINC62106522	O=C1Cc2cc(S(=O)(=O)NCC3(CO)CC3)ccc2N1
ZINC63141182	Nc1ncccc1S(=O)(=O)NCCc1nccs1
ZINC67495692	Cc1ccc2cccc(NC(=O)C(=O)NC(C)CO)c2n1
ZINC00610818	O=C(NNC(=S)NCC1CCCO1)c1ccccn1
ZINC12231167	Cc1ccc(COc2cn(CC(N)=O)c(CO)cc2=O)cc1
ZINC35205424	CCS(=O)(=O)NC(CCSC)C(=O)NCC(C)O
ZINC35391359	Cc1nn(C)c(C)c1NC(=O)C[NH2+]C(C(=O)[O-])C(C)C
ZINC37064342	Cc1cc(N)ccc1S(=O)(=O)NCCCn1ccnc1
ZINC37735600	COc1c(C)cnc(CSCCC([NH3+])C(=O)[O-])c1C
ZINC40337029	Cc1nccc(CNC(=O)CCOc2ccc(N)cc2)n1
ZINC40337031	Cc1nccc(CNC(=O)CCOc2cccc(N)c2)n1
ZINC40384219	CCCS(=O)(=O)NCc1cccc(S(N)(=O)=O)c1
ZINC40385457	CC1CCCN(S(=O)(=O)NCCCS(N)(=O)=O)C1
ZINC40436178	O=C(CCNC(=O)c1cccs1)NCc1cc[nH]n1
ZINC40552735	CC1CCC(NC(=O)NCCC[NH+](C)C)(C(=O)[O-])CC1
ZINC40596271	CC[NH+]1CCC(CNC(=O)NC(CCSC)C(=O)[O-])C1
ZINC41035982	CC[NH+](CC)CCNC(=O)NC1(C(=O)[O-])CCCC(C)C1
ZINC42444003	CCN(CC(C)C(N)=S)S(=O)(=O)c1cn[nH]c1C
ZINC42500479	COCC(O)CN(C)c1ccc(S(C)(=O)=O)cc1N
ZINC42528990	Cc1n[nH]c(C)c1S(=O)(=O)N(CCC(N)=S)C(C)C
ZINC43644114	O=C(NCCNC(=O)c1ccco1)NCc1ccco1
ZINC44288052	COC(=O)c1cc(-c2ccc(CC([NH3+])C(=O)[O-])o2)ccc1Cl
ZINC44330777	CNC(=O)CNC(=O)Cc1csc(NC(=O)C(C)C)n1
ZINC44780630	COCCn1cc(NC(=O)C2(C(N)=S)CCCC2)cn1
ZINC44781675	CCC(CC)(C(=O)N(C)CC(O)COC)C(N)=S
ZINC44860769	CC(C)C(C(=O)NCCCS(C)(=O)=O)C(N)=S
ZINC45827456	CC(C)(C)OC(=O)NCCC(=O)Nc1c[nH]ccc1=O
ZINC46306399	NS(=O)(=O)c1ccc(CNC(=O)CCC2CCCO2)cc1
ZINC33980013	O=C(NCCOCCO)c1c[nH]c2ccccc2c1=O
ZINC48004188	Cc1csc(CNC(=O)NCCNC(=O)C(C)C)n1
ZINC48624004	CCC(=O)NC(CCSC)C(=O)NCc1cc[nH]n1
ZINC48793248	CCOCCNC(=O)Cc1ccc(S(N)(=O)=O)s1
ZINC48793314	CCOCCNC(=O)c1c(C)oc(C)c1S(N)(=O)=O
ZINC49351903	COC(=O)C(C)NS(=O)(=O)c1ccc(N)cc1OC
ZINC49467704	CC(C)NC(=O)NNC(=O)CSCc1ccccn1
ZINC49625417	O=C([O-])/C=C/c1cc(C[NH+](CCO)CCO)ccc1F
ZINC51328338	Cn1cnnc1SCC(O)COc1ccc(N)cc1
ZINC52943092	CC1CCC(C(C)C)C([NH2+]CCOCCO)(C(=O)[O-])C1
ZINC52943094	CC1CCC(C(C)C)C([NH2+]CCOCCO)(C(=O)[O-])C1
ZINC54154282	COC(=O)CCCS(=O)(=O)NCC(C)C(N)=S
ZINC54522711	N#Cc1ccc(NC(=O)CC[NH2+]C(C(=O)[O-])C2CC2)cc1
ZINC54528127	CS(=O)(=O)NCCNc1[nH+]c2c(cc1C(=O)[O-])CCC2
ZINC54859905	Cn1cc(CNc2ccccc2SCC(N)=O)nn1
ZINC45585643	Cc1cc(=O)[nH]c(SCC(C)([NH2+]C2CC2)C(=O)[O-])n1
ZINC61717920	CC[NH+]1CCCC1C/N=C1\C(=O)C(=O)C1NCC[NH+](C)C
ZINC62123940	CC(=O)NCCC(=O)NCCn1c(=O)[nH]c2ccccc21
ZINC62858604	CCCC1(C(=O)NC(C)(C(=O)[O-])C2CC2)CCC[NH2+]C1
ZINC62858607	CCCC1(C(=O)NC(C)(C(=O)[O-])C2CC2)CCC[NH2+]C1
ZINC64655257	C#CCNC(=O)NCc1cccc(CS(=O)(=O)NC)c1
ZINC66194788	Cc1csc(CCCCNC(=O)NC2CCCNC2=O)n1
ZINC66987041	O=C(NCCCO)NCCCS(=O)(=O)c1ccccc1
ZINC67427664	CCNC(=O)Cn1ccc(NC(=O)NCC(F)(F)F)n1
ZINC41835367	NC(=O)CSc1ccccc1NC(=O)Cn1cncn1
ZINC03013047	O=C/C(=C\NC(CO)(CO)CO)c1nc2ccccc2o1
ZINC22047789	CC(C)(C)[NH2+]CC(O)c1ccc(OS(=O)(=O)[O-])c(CO)c1
ZINC28911106	NC(=O)CCSc1nnc(C2CC2)n1CCC(N)=O
ZINC35082981	N#Cc1ccc(NC(=O)CSCC([NH3+])C(=O)[O-])cc1Cl
ZINC35153920	COC(=O)CNC(=O)C(CCSC)NC(N)=O
ZINC35366580	CN(C)S(=O)(=O)N(CC(N)=O)Cc1ccc(N)cc1
ZINC35391922	CC(C)C([NH2+]CC(=O)NNc1ccccn1)C(=O)[O-]
ZINC35797345	CS(=O)(=O)NCCNS(=O)(=O)c1ccc(N)cc1Cl
ZINC36780183	CCNC(=O)CNS(=O)(=O)c1ccc(N)cc1C#N
ZINC37488149	CC(C)Cn1c(N)c(NCCCO)c(=O)n(C)c1=O
ZINC37735833	[NH3+]C(CCSCC(=O)Nc1cccnc1Cl)C(=O)[O-]
ZINC37736001	[NH3+]C(CCSCC(=O)NCCC1=CCCCC1)C(=O)[O-]
ZINC37736044	[NH3+]C(CCSCC(=O)NCc1ccc(Cl)cc1)C(=O)[O-]
ZINC37736573	Cc1sc(NC(=O)CSCCC([NH3+])C(=O)[O-])c(C#N)c1C
ZINC37736638	N#Cc1ccc(NC(=O)CSCCC([NH3+])C(=O)[O-])cc1Cl
ZINC37736740	CCc1cccc(C)c1NC(=O)CSCCC([NH3+])C(=O)[O-]
ZINC38810643	NC(=O)C1=C2CCCC2SC1NC(=O)CSc1ncn[nH]1
ZINC40335978	CCN(CCCNC(=O)c1cc(N)c[nH]1)S(C)(=O)=O
ZINC40336171	CCC(C)NC(=O)CCNC(=O)Cn1cc(N)cn1
ZINC41019734	CSCCC([NH3+])C(=O)Nc1cnn(CC(=O)[O-])c1
ZINC41071735	[NH3+]C(COCC(=O)[O-])c1ccc2c(c1)CCC(=O)N2
ZINC41682623	CC(O)C(NC(=O)NCCCC[NH+](C)C(C)C)C(=O)[O-]
ZINC42435621	NC(=S)CNC(=O)C(=O)NCc1ccccc1Br
ZINC42483565	COCC(O)CN(C)S(=O)(=O)c1ccc(O)c(N)c1
ZINC42503558	COCC(O)CN(C)C(=O)C(CCSC)NC(N)=O
ZINC42926802	NC(=O)CCCNC(=O)CCNC(=O)c1cccs1
ZINC47633293	CS(=O)(=O)NCCCNC(=O)NC1CCC(O)CC1
ZINC47963206	CCOCCCNC(=O)C(=O)Nc1sccc1C(N)=O
ZINC48782146	CC(C)NC(=O)CCNC(=O)CNC(=O)NC1CC1
ZINC48949611	CNC(=O)NNC(=O)CCNC(=O)c1ccsc1
ZINC49129231	O=C(CCNC(=O)c1ccsc1)NNC(=O)NC1CC1
ZINC50638748	CNc1ncc(Br)cc1S(=O)(=O)NCC(N)=O
ZINC50669703	Nc1ccc2cc(S(=O)(=O)N(CCO)CCO)ccc2n1
ZINC50776265	CNc1ccnc(C(=O)NCCCS(N)(=O)=O)c1
ZINC52212758	CS(=O)(=O)c1ccc(NN)c(S(=O)(=O)NC2CCC2)c1
ZINC52808191	CCS(=O)(=O)[N-]c1ccc(NC(=O)C([NH3+])CCOC)cc1
ZINC52925014	Nc1cc(S(=O)(=O)NCCOCCO)ccc1F
ZINC42272675	CC(C)CN(CC(N)=O)S(=O)(=O)c1ccc(N)cc1C#N
ZINC61608150	CC(C)n1c(SCCCCC(C)([NH3+])C(=O)[O-])n[nH]c1=O
ZINC61608151	CC(C)n1c(SCCCC(C)([NH3+])C(=O)[O-])n[nH]c1=O
ZINC61627159	NC(=S)CNC(=O)C(=O)NCc1ccccc1C(F)(F)F
ZINC61806837	N#Cc1ccc(CN(CC(N)=O)CC(N)=O)c(F)c1
ZINC61809032	NC(=O)CN(CC(N)=O)C(=O)c1ccccc1Br
ZINC61809056	NC(=O)CN(CC(N)=O)C(=O)c1csc(Br)c1
ZINC61963530	CS(=O)(=O)NCCNC(=O)NCC(O)c1ccccc1F
ZINC62383535	CCCn1c(CO)cc(=O)c(O)c1CN(CCO)CCO
ZINC62793857	N#Cc1ccc(N(CC(N)=O)CC(N)=O)c(Cl)c1
ZINC63132770	Nc1n[nH]cc1S(=O)(=O)NCCc1nccs1
ZINC64099179	NC(=O)c1cccc(OCC(=O)NC2CCCNC2=O)c1
ZINC66056642	NNC(=O)c1cccc(OCC(=O)NCC2CCCO2)c1
ZINC01635648	CC(C)(SCc1ccc([N+](=O)[O-])cc1)C([NH3+])C(=O)[O-]
ZINC05715062	CC(C)(SCc1ccc([N+](=O)[O-])cc1)C([NH3+])C(=O)[O-]
ZINC20113825	COC(=O)CC(=O)Nc1sc(C)c(C)c1C(N)=O
ZINC36745591	CC(C)C(Br)C(=O)NCCS(N)(=O)=O
ZINC36998684	Cc1nc(C(C)Nc2cnn(CC(N)=O)c2)cs1
ZINC37750750	CS(=O)(=O)CCNc1ccc(S(N)(=O)=O)cc1
ZINC40383332	NS(=O)(=O)CCCNC(=O)c1cccn1C1CC1
ZINC40384177	NS(=O)(=O)CCNS(=O)(=O)C1CCCCC1
ZINC40887491	COCCNC(=O)C(C)Oc1ccc(N)cc1C#N
ZINC41036701	CC1CCCC(NC(=O)CC[NH2+]C2CC2)(C(=O)[O-])C1
ZINC42445207	CCN(CC(C)/C(N)=N/O)C1CCS(=O)(=O)C1
ZINC43430307	CC(C)C([NH2+]Cc1cc2ccccc2[nH]c1=O)C(=O)[O-]
ZINC43590742	CC1CCC(NC(=O)CCC2CCC[NH2+]C2)(C(=O)[O-])CC1
ZINC43590755	O=C(CCC1CCC[NH2+]C1)NC1(C(=O)[O-])CCCCCC1
ZINC44560123	C[NH+]1CCCC(CNC(=O)NC(C)(C(=O)[O-])C2CC2)C1
ZINC44782190	CN(CC(=O)NC1CC1)C(=O)C1(C(N)=S)CCCC1
ZINC44782818	CS(=O)(=O)CCCNC(=O)C1(C(N)=S)CCOCC1
ZINC44860763	CCC(C(=O)NCCCS(C)(=O)=O)C(N)=S
ZINC45549584	CC([NH3+])(CCSc1ccc([N+](=O)[O-])cc1)C(=O)[O-]
ZINC47234595	NC(=O)Cn1cc(NC(=O)Cc2cccs2)cn1
ZINC47822824	CC(=O)NCCNC(=O)NCCc1nc(C)cs1
ZINC48489062	CNC(=O)Cc1ccccc1NC(=O)C(=O)NC(C)C
ZINC48490326	O=C(NCCCO)C(=O)Nc1cccc2cccnc12
ZINC48838272	O=C(CC1(C(=O)[O-])CCCC1)NCCN1CC[NH2+]CC1
ZINC48923399	O=C(CNC(=O)c1ccsc1)NNC(=O)C1CC1
ZINC49051453	C#Cc1cccc(NC(=O)C(=O)NC(C)C(=O)NCC)c1
ZINC49187338	CC(C[NH+]1CCCC1)NC(=O)NC1(C(=O)[O-])CCCC1
ZINC49199141	C#Cc1cccc(NC(=O)C(=O)NCCC(=O)NC)c1
ZINC49199333	CNC(=O)CCNC(=O)C(=O)Nc1ccc(F)cc1
ZINC49500112	O=C(CCCNC(=O)C1CC1)NC1CCCNC1=O
ZINC50018017	COCC(O)CN(C)C(=O)c1cc(F)c(F)cc1N
ZINC50420231	CCCC(C(=O)NC(C)c1nncn1C)C(N)=S
ZINC50603072	CCC(C(=O)NCC1CCS(=O)(=O)C1)C(N)=S
ZINC50949230	CC1CCC(NC(=O)CCC2CCCC[NH2+]2)(C(=O)[O-])CC1
ZINC50949245	CC(NC(=O)CCC1CCCC[NH2+]1)(C(=O)[O-])C1CC1
ZINC51146446	CN(CCC#N)Cc1nc(NN)c2ccsc2n1
ZINC51327364	Cc1nc(C)n(CC(O)COc2ccc(N)cc2)n1
ZINC52942980	CC1CC(C)(C)CC([NH2+]CCOCCO)(C(=O)[O-])C1
ZINC54109448	CC1CCCC(NC(=O)NCC[NH+]2CCCC2)(C(=O)[O-])C1
ZINC54390725	Cc1csc(C/C(N)=N\OCC(=O)NC(C)C)n1
ZINC54523030	O=C([O-])C([NH2+]Cc1nc2ccccc2[nH]c1=O)C1CC1
ZINC54523526	N#Cc1ccc(NC(=O)C[NH2+]C(C(=O)[O-])C2CC2)cc1
ZINC62384191	Cc1cc(=O)c(O)c(CN(C)CCO)n1CC(C)O
ZINC62898172	CCCC1(C(=O)NC2(C(=O)[O-])CCCC2)CC[NH2+]C1
ZINC62898207	CCCC1(C(=O)NC(C)(C(=O)[O-])C2CC2)CC[NH2+]C1
ZINC63154003	CCCC(NS(=O)(=O)CCOCC)C(N)=S
ZINC63155024	[NH3+]Cc1ccc([N-]S(=O)(=O)CC2CCCO2)nc1
ZINC63155025	[NH3+]Cc1ccc([N-]S(=O)(=O)CC2CCCO2)nc1
ZINC64252123	CC(=O)C1=C(C)C(C(=O)NCCCC(N)=O)=NC1C
ZINC51105840	NC(=O)C1CN(CCC(=O)Nc2cccc(F)c2)CCO1
ZINC05258806	O=C(CC([NH2+]CCO)C(=O)[O-])Nc1cccnc1
ZINC01291466	NC(=O)CSc1nnc(-c2cccnc2)n1N
ZINC13545525	N#CC(OC1OC(CO)C(O)C(O)C1O)c1ccccc1
ZINC08700300	C=CCCCOC1OC(CO)C(O)C(O)C1O
ZINC13600719	CC(C)(C)/N=C(\NC#N)Nc1ccc(N)[n+]([O-])c1
ZINC32103597	Cc1n[nH]c(C)c1S(=O)(=O)NCC(C)ON
ZINC20113089	[NH3+]CCCNC(=O)c1c([O-])n2c3c(cccc3c1=O)CC2
ZINC33351162	O=S1(=O)CC(O)C([NH2+]CCNC(=S)[S-])C1
ZINC35108657	O=C(NCC(O)c1ccccc1)c1c[nH]c(=O)[nH]c1=O
ZINC35354401	CNS(=O)(=O)c1cc(S(C)(=O)=O)ccc1NN
ZINC35359329	[NH3+]C(CCCC(=O)[O-])c1cc2c(cc1Cl)NC(=O)C2
ZINC35599600	CC(O)CNS(=O)(=O)c1ccc(N)cc1C#N
ZINC37054163	N#Cc1cc(N)ccc1S(=O)(=O)NCCCO
ZINC37270373	CN(CC(N)=O)S(=O)(=O)c1ccc(F)cc1N
ZINC37471602	Cn1cc(S(=O)(=O)NC(C)(C)CO)c(N)n1
ZINC37735881	N#Cc1ccsc1NC(=O)CSCCC([NH3+])C(=O)[O-]
ZINC37736149	N#CC1(NC(=O)CSCCC([NH3+])C(=O)[O-])CCCC1
ZINC40308585	Nc1cccc(OCCC(=O)NCc2nc[nH]n2)c1
ZINC40315818	Nc1ccc(S(=O)(=O)NCc2nc[nH]n2)cc1
ZINC40453327	CC(C)N(CCCO)c1c(N)n(C)c(=O)[nH]c1=O
ZINC40715525	O=C(Nc1ccc(CCO)cc1)c1c[nH]c(=O)[nH]c1=O
ZINC40861909	NC(=O)c1ccccc1NS(=O)(=O)N1CCNCC1
ZINC41036629	CC1CCCC(NC(=O)C([NH3+])C(C)C)(C(=O)[O-])C1
ZINC42435052	NNc1ncccc1S(=O)(=O)N1CCCC1CO
ZINC42503536	COCC(O)CN(C)C(=O)C(NC(N)=O)C(C)C
ZINC42507196	COCC(O)CN(C)c1ccc(/C(N)=N/O)cn1
ZINC44168740	O=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
ZINC44218187	[NH3+]C(CC(=O)[O-])c1c[nH]c2ccc([N+](=O)[O-])cc12
ZINC44870859	CCC(C(=O)NCCS(C)(=O)=O)/C(N)=N/O
ZINC45147796	Nc1cccc(F)c1S(=O)(=O)NCc1nc[nH]n1
ZINC46042508	COc1ccc(CNC(=O)CCNC(N)=O)cn1
ZINC48008046	Cc1c(NCC(=O)N2CCNC2=O)cccc1C(N)=O
ZINC48841156	CC[NH2+]CCCNC(=O)NC1(C(=O)[O-])CCCCC1
ZINC50604401	CCC(C(=O)NCC1CCS(=O)(=O)C1)/C(N)=N/O
ZINC50638725	CCNc1ncccc1S(=O)(=O)NCC(N)=O
ZINC51094141	NNc1ccnc(C(=O)NCC2COCCO2)c1
ZINC51094163	NNc1cccc(C(=O)NCC2COCCO2)n1
ZINC51095090	COCCOCCNC(=O)c1cccc(NN)n1
ZINC51125453	COCC(O)CN(C)C(=O)c1cccc(NN)n1
ZINC51638279	CN(C)S(=O)(=O)Nc1ccc(F)c(/C(N)=N/O)c1
ZINC54381063	N/C(=N/O)c1nccnc1N1CCCCC1CCO
ZINC56229288	CC(C)N(C)C(=O)CSCc1nc(N)nc(N)n1
ZINC60321969	Cc1cc(C)c(CNC(=O)c2ccc(C(N)=O)cn2)c(=O)[nH]1
ZINC61367381	NC(=S)CNC(=O)C(=O)NC1CCCc2sccc21
ZINC61607848	CC([NH3+])(CCCSc1n[nH]c(=O)n1C1CC1)C(=O)[O-]
ZINC61808214	CC(C(=O)c1ccc(F)cc1F)N(CC(N)=O)CC(N)=O
ZINC61809630	NC(=O)CN(CC(N)=O)S(=O)(=O)CCCCl
ZINC62858661	CCC1(C(=O)NCC(=O)NCC(=O)[O-])CCC[NH2+]C1
ZINC04556833	N#CC(OC1OC(CO)C(O)C(O)C1O)c1ccccc1
ZINC67172768	[NH3+]C(CCCn1c(=S)[nH]c2ccccc2c1=O)C(=O)[O-]
ZINC02859854	CC(C)(C)c1ccc(C(=O)NNC(=O)C(=O)NCCO)cc1
ZINC06884314	CC(C)C(NS(=O)(=O)c1ccc(F)cc1)C(=O)NN
ZINC14060294	NC(=O)c1ccc(COC(=O)c2nccnc2N)cc1
ZINC20310917	COCCNC(=O)C(C)Sc1nc(N)cc(=O)[nH]1
ZINC22223371	[NH3+]Cc1ccc(NC(=O)CCn2nc([O-])ccc2=O)cc1
ZINC28623956	NS(=O)(=O)Cc1ccc(CNc2cn[nH]c(=O)c2Cl)cc1
ZINC35358251	NNc1ncccc1S(=O)(=O)NCCc1ccccn1
ZINC35366823	Cc1ncsc1C(=O)N(CC(N)=O)Cc1ccccc1N
ZINC35694138	CC(NS(=O)(=O)c1cccnc1NN)c1ccncc1
ZINC35694150	CC(NS(=O)(=O)c1ccc(NN)nc1)c1ccncc1
ZINC35797298	CS(=O)(=O)NCCNS(=O)(=O)c1ccc(Cl)cc1N
ZINC35797304	Cc1c(N)cccc1S(=O)(=O)NCCNS(C)(=O)=O
ZINC37625950	O=C(NNCNNC(=O)c1ccncc1)c1ccccc1
ZINC37933997	CN(CCc1ccccn1)c1cc(N)cc(S(N)(=O)=O)c1
ZINC38009074	CC(NS(=O)(=O)c1ccnc(NN)c1)C1CCCO1
ZINC38091696	Cc1csc(CNc2c(N)n(CC(C)C)c(=O)[nH]c2=O)n1
ZINC38094688	CC(C)Cn1c(N)c(NCC2CCOC2)c(=O)[nH]c1=O
ZINC40331781	COC(=O)C(C)CN(C)C(=O)c1ccc(N)cc1N
ZINC40347143	COc1ccc(S(=O)(=O)NCc2cn[nH]c2)c(N)c1
ZINC40514012	NC(=O)NC(CC(=O)Nc1ccncc1)c1ccccc1F
ZINC41706697	CC(O)c1cccc(NC(=O)NCCNS(C)(=O)=O)c1
ZINC42356874	CCOc1ccc(N)cc1S(=O)(=O)NCc1c[nH]nc1C
ZINC42458481	CNC(=O)c1cc(N(C)CC(C)/C(N)=N/O)ccn1
ZINC43410691	N/C(=N/O)c1cc2c(nc1OCCCO)CCCC2
ZINC43430788	CC([NH2+]C(C(=O)[O-])C(C)C)c1cccc(S(N)(=O)=O)c1
ZINC44791870	N/C(=N/O)C1(C(=O)N(CCO)C2CCCC2)CCOCC1
ZINC44870875	CC(C)C(C(=O)NCCS(C)(=O)=O)/C(N)=N/O
ZINC44902926	O=C(NCCc1c[nH]c2ccccc12)C(=O)Nc1c[nH]ccc1=O
ZINC48840675	C[NH2+]CCCNC(=O)NCc1cc(C(=O)[O-])c(C)o1
ZINC49004934	CC(C)CCSCC(=O)C(C#N)c1nc(N)nc(N)n1
ZINC49079498	NNc1ccc(S(=O)(=O)NCCn2cccn2)cc1
ZINC49154669	CNC(=O)CCNC(=O)NCCCc1cn[nH]c1C
ZINC49183430	CCNC(=O)NNC(=O)CNC(=O)c1ccc(C)s1
ZINC49234584	CC(Cn1ccnc1)NS(=O)(=O)c1ccc(O)c(N)c1
ZINC50084899	C#CCNC(=O)CCNC(=O)Nc1ccc(F)c(C(=O)NC)c1
ZINC50324282	Nc1c(C2CC2)n[nH]c1C(=O)N(CCO)CC(F)(F)F
ZINC50469072	NC(=O)c1cccc(COC(=O)Cn2ccc(N)n2)c1
ZINC54207757	CCNc1c(F)cccc1C(=O)NCCS(N)(=O)=O
ZINC06574870	O=C1NC(=O)C(=CNC(=S)NCc2ccccc2)C(=O)N1
ZINC58006004	NS(=O)(=O)c1ccc(CCNC(=O)c2cn[nH]c2)s1
ZINC42272787	Nc1n[nH]cc1S(=O)(=O)N(CCO)C1CCCC1
ZINC42426711	COCCCN(CCOC)c1ccc(N)cc1C(N)=O
ZINC13229426	CCCC#CC(C)(O)C[NH2+]C(Cc1c[nH]cn1)C(=O)[O-]
ZINC60411408	CCCC(=O)NCC(=O)NNC(=O)NCC(F)(F)F
ZINC62022585	NC(=O)CNC(=O)c1csc(Nc2cccnc2)n1
ZINC63154530	CCOCCS(=O)(=O)NC1CCCC1/C(N)=N/O
ZINC63156803	N/C(=N/O)C1(NS(=O)(=O)CC2CCCO2)CCCC1
ZINC64851923	NC(=O)c1ccccc1NC(=O)CCNc1ncccn1
ZINC54025578	NS(=O)(=O)c1ccc(CNC(=O)NCC2CCCO2)cc1
ZINC67483821	NC(=O)NCC(=O)NCc1ccnc(OCC2CC2)c1
ZINC12407137	O=C(NCC(O)c1ccccc1)C(=O)Nc1c[nH]c(=O)[nH]c1=O
ZINC13747667	COc1cc(/C=N/NC(N)=O)c(Br)cc1OCC(N)=O
ZINC14504482	COc1ccc(C(O)C(C)OC2OC(CO)C(O)C(O)C2O)cc1
ZINC15923140	CN(CC(O)C(O)C(O)C(O)CO)C(=S)S
ZINC16102365	CC(O)C(O)C(O)C(O)C1NN=C(c2ccccc2)S1
ZINC21327546	NC(=O)CSc1nnc(NN=C2CCCC2)n1N
ZINC22520400	CC(OC(=O)c1cc(S(N)(=O)=O)ccc1F)C(=O)NC(N)=O
ZINC22576983	Cc1occc1-c1nnc(SC(C(=O)NC(N)=O)C(C)C)n1N
ZINC24085170	CC(C)(C)NC(=O)CNC(=O)CCCCNC(N)=O
ZINC25362027	CC(Sc1n[nH]c(N)n1)C(=O)NC(=O)NCC(F)(F)F
ZINC27986426	NNC(=O)CCC(=O)N/N=C/c1cc(Br)ccc1O
ZINC31745886	Cc1cc(N)nc(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)n1
ZINC35191168	COc1cc(/C=N\NC(N)=O)cc(/C=N/NC(N)=O)c1O
ZINC35682010	C=CCNC(=S)NNc1nc2[nH]ncc2c(=O)[nH]1
ZINC36746702	NC(=O)CCNS(=O)(=O)c1cc(N)cc(Cl)c1F
ZINC37024659	NC(=O)Cn1cc(NC(=O)Cc2ccc(N)cc2)cn1
ZINC37130897	Cc1n[nH]cc1CNc1cccc(NS(N)(=O)=O)c1
ZINC37658415	NC(=O)CCCNS(=O)(=O)c1cc(N)ccc1F
ZINC37660487	NC(=O)CCCNS(=O)(=O)Cc1ccccc1C(N)=S
ZINC37920855	CSCCC(NC(N)=O)C(=O)NCc1nc[nH]n1
ZINC37934315	Nc1cc(NCCc2cccnc2)cc(S(N)(=O)=O)c1
ZINC38080049	NC(=O)c1cccnc1NCCOc1cccc(N)c1
ZINC38752874	CC1=CC(C2NNC(SCC(=O)Nc3cccc(C)n3)N2N)N=N1
ZINC40306439	Nc1c[nH]c(C(=O)Nc2cnn(CC(=O)NC3CC3)c2)c1
ZINC40376354	N/C(COc1cccc(NS(=O)(=O)c2cn[nH]c2)c1)=N\O
ZINC40708253	CC(C)Nc1ncnc(NNC(=O)c2ccccn2)c1N
ZINC40750913	NNc1ccc(S(=O)(=O)N(CCO)CCO)cc1
ZINC42691433	CC(C)CN(CC(N)=O)c1cc2c(cc1N)OCC(=O)N2
ZINC42788932	NC(=O)C(NC(=O)CSc1ccc2c(c1)CCC2)C(N)=O
ZINC43009388	CC(OCC(F)(F)F)C(=O)NC(C(N)=O)C(N)=O
ZINC44510262	Nc1cc(NCCC2CCCO2)cc(S(N)(=O)=O)c1
ZINC44785234	CS(=O)(=O)NCCNC(=O)C1(/C(N)=N/O)CCCCCC1
ZINC44837926	CCCC(C(=O)NCCS(N)(=O)=O)C(N)=S
ZINC45063701	Cc1c(N)cccc1C(=O)NCCCS(N)(=O)=O
ZINC45089068	CCCC(C(=O)NCCCS(N)(=O)=O)C(N)=S
