ZINC13547300	N#Cc1sc(=S)n(-c2ccc(F)cc2)c1N
ZINC49910892	Cc1cc(Cl)ccc1NCC(O)c1ccc2c(c1)CCC2
ZINC13795334	Cc1cc(Br)ccc1N/C([S-])=[NH+]/C1CCCC1
ZINC13795334	Cc1cc(Br)ccc1NC(=S)NC1CCCC1
ZINC52858844	CC(c1cccs1)N(C)c1ccc(Cl)cc1C(N)=S
ZINC52905698	CN(Cc1ccc(F)cc1)c1cccc(Cl)c1C(N)=S
ZINC16213880	Cc1cc(Cl)ccc1NC(=S)Nc1cccc(Cl)c1
ZINC16184280	CC1CCCC(NC(=S)Nc2ccc(F)cc2F)C1C
ZINC57611227	C[NH+](C)c1ccc(NCc2ccc(F)c(Br)c2)cc1
ZINC16212028	Cc1cccc(NC(=S)Nc2c(Cl)cccc2Cl)c1
ZINC13792405	Fc1ccc(NC(=S)Nc2ccc(Cl)cc2F)cc1Cl
ZINC49726953	CC(c1cccs1)N(C)c1ccc(C(F)(F)F)cc1N
ZINC49985456	Cc1ccc(N(C)C(CN)c2c(F)cccc2Cl)c(C)c1
ZINC61953017	CN(Cc1c(F)cccc1Cl)c1cccc(C(N)=S)c1
ZINC62434969	Nc1ccc(Cc2nc(Cc3ccc(F)cc3)cs2)cc1
ZINC62788324	CC(c1cccs1)N(C)c1cc(Cl)ccc1C(N)=S
ZINC63022691	CCSc1cc(N)cc2c1ccn2Cc1cccc(Cl)c1
ZINC63022735	CCSc1cc(N)cc2c1ccn2Cc1ccc(Cl)s1
ZINC00998770	CC1CCc2c(sc(NC(=O)c3cc(F)c(F)cc3Cl)c2C(N)=O)C1
ZINC04072616	CC1CCc2sc(NC(=O)c3cc(Cl)ccc3Cl)c(C(N)=O)c2C1
ZINC00944338	CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccc(Cl)cc2)NC(=O)N1
ZINC02742567	NC(=O)c1c(NC(=O)/C=C/c2c(F)cccc2Cl)sc2c1CCCC2
ZINC05122812	CSc1cccc2sc(Nc3sc4c(c3C(N)=O)CCC(C)C4)nc12
ZINC05231373	COc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3sc(C#N)c(N)c32)cc1
ZINC01002399	CC(C)(C)C1CCc2c(sc(NC(=O)c3c(F)cccc3F)c2C(N)=O)C1
ZINC02783722	Cc1cc(Cl)ccc1NC(=S)NNC(=O)c1ccc(Cl)c(Cl)c1
ZINC00712819	Nc1ccc2nc(SCC(=O)Nc3cccc(C(F)(F)F)c3)sc2c1
ZINC07006522	CC1CCc2c(sc(NC(=O)Cc3c(F)cccc3Cl)c2C(N)=O)C1
ZINC12858019	CCC1CCc2nc3sc(C(=O)NC4CC4)c(N)c3c(C(F)(F)F)c2C1
ZINC17243038	CC1=C(C(=O)Nc2ccccc2F)C(c2cccc(Cl)c2)NC(=O)N1
ZINC19756587	Cc1ccc(NC(=O)CN2CC(C)(C)Oc3ccc(N)cc32)cc1C
ZINC01248957	CC1=C(C(=O)Nc2cccc(C)c2C)C(c2cccc(Cl)c2)NC(=S)N1
ZINC06932676	COc1cc(Cl)cc(C2N=C(O)c3c(sc4c3CCC(C)C4)N2)c1O
ZINC06930578	COc1cc(Cl)cc(C2N=C(O)c3c(sc4c3CCC(C)C4)N2)c1O
ZINC26920065	CC1=C(C(=O)Nc2ccccc2F)C(c2ccc(C(C)C)cc2)NC(=S)N1
ZINC32117772	Cc1cc(C(F)(F)F)nc2sc(C(=O)Nc3ccc(F)cc3F)c(N)c12
ZINC33251746	Nc1nc(Nc2ccc(Br)cc2)sc1C(=O)c1ccccc1F
ZINC35341664	Nc1cc2c(cc1Oc1cccc(I)c1)CCC(=O)N2
ZINC36858560	Cc1c(N)cc(S(=O)(=O)NC2CCCC(C)C2C)cc1Cl
ZINC37063365	CC1CCCC(NS(=O)(=O)c2c(Cl)cc(N)cc2Cl)C1C
ZINC37063843	Nc1cc(Cl)c(S(=O)(=O)NC2CCCCCCC2)c(Cl)c1
ZINC37064373	Nc1cc(Br)ccc1S(=O)(=O)Nc1ccc(F)cc1Cl
ZINC37064648	Cc1ccc(NS(=O)(=O)c2cc(Cl)sc2Cl)c(N)c1
ZINC37067379	CC(C)(C)Oc1nc(Nc2ccc(I)cc2)ccc1N
ZINC39323635	CC1CCc2nc3sc(C(=O)Nc4ccc(F)cc4F)c(N)c3cc2C1
ZINC39323777	CSc1ccccc1NC(=O)c1sc2nc3c(cc2c1N)CC(C)CC3
ZINC40291103	Cc1nnc(Nc2ccc(I)cc2)c(C(N)=S)c1C
ZINC40291116	Cc1nnc(Nc2c(F)cc(F)cc2Br)c(C(N)=S)c1C
ZINC40328437	Nc1cc(Br)ccc1S(=O)(=O)Nc1ccc(Cl)cc1F
ZINC40347118	CC(NS(=O)(=O)c1cc(Cl)ccc1N)c1cccc(Br)c1
ZINC40724697	Nc1c(NC23CC4CC(CC(C4)C2)C3)ncnc1N1CCCCC1
ZINC40783426	Cc1ccc(Sc2ncnc(Nc3ccc(F)c(F)c3)c2N)cc1
ZINC41107345	CC1=C(C(=O)Nc2ccccc2C)C(c2c(F)cccc2Cl)NC(=S)N1
ZINC45166338	CC(NS(=O)(=O)c1c(N)cccc1Cl)c1ccccc1Br
ZINC46574692	CC1CCCCC1NC(=S)NNC(=O)c1cc(F)cc(Br)c1
ZINC46772407	Cc1ccc(NC(=S)NNC(=O)c2cc(F)cc(Br)c2)cc1C
ZINC49126994	CC(NS(=O)(=O)c1c(N)cc(Cl)cc1Cl)c1ccc(Cl)s1
ZINC02472097	Cc1ccc(C2CC(c3ccc(Br)cc3)Nc3nc(N)nn32)cc1
ZINC04554577	CCC(C)(C)C1CCc2c(sc3c2C(O)=NC(c2ccc[nH]2)N3)C1
ZINC01162761	CC1=C(C(=O)Nc2ccc(C)cc2C)C(c2ccc(Cl)cc2)NC(=O)N1
ZINC50694803	Nc1ncc(Br)cc1C(=O)Nc1cc(Cl)c(Cl)cc1Cl
ZINC54397737	NC(=S)c1nccnc1Nc1ccc(Br)cc1Br
ZINC01114994	Nc1nc2n(n1)C(c1cccc(Cl)c1)CC(c1ccc(Cl)cc1Cl)N2
ZINC43466857	CC1CCc2sc(C(=O)NNC(=O)NC3CCCCC3)cc2C1
ZINC06574464	Cc1ccc(NC(=S)NNC(=O)C23CC4CC(CC(C4)C2)C3)cc1C
ZINC61484712	CC1CCCCC1NC(=S)NNC(=O)c1ccc(F)cc1Br
ZINC66277013	CC1CCCCC1NC(=S)NNC(=O)c1cc(F)c(F)cc1Cl
ZINC67637975	CC1CCCCC1NC(=S)NNC(=O)c1ccc(Br)c(F)c1
ZINC00195145	Brc1ccc(Nc2nc(-c3ccccc3)cs2)cc1
ZINC00711045	CC1(C)C(C=C(Cl)Cl)C1C(=O)Nc1cccc(C(F)(F)F)c1
ZINC00456962	Cc1ccccc1NC(=O)C(Sc1ccccc1)c1ccccc1
ZINC02143124	CC(C)c1cccc(C(C)C)c1NC(=O)c1ccc(Cl)cc1Cl
ZINC01165605	Cc1ccc(NC(=S)c2ccc3ccccc3n2)c(Br)c1
ZINC03259840	CN(C)P(=S)(Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl
ZINC00555048	Cc1ccc(SC(C)C(=O)Nc2ccc(C)c(Cl)c2)cc1
ZINC00610484	Cc1ccc(SC(C)C(=O)Nc2ccc(Cl)c(Cl)c2)cc1
ZINC05065155	O=C(CC12CC3CC(CC(C3)C1)C2)NC1C2CC3CC(C2)CC1C3
ZINC05380006	Cc1ccc(S(=O)Nc2ccccc2)c(Sc2ccccc2)c1
ZINC05557313	O=C(CC12CC3CC(CC(C3)C1)C2)NC12CC3CC(CC(C3)C1)C2
ZINC05589855	O=C1c2cccc3cccc(c23)C1C(Nc1ccccc1)c1ccccc1
ZINC05863332	Cc1cc(C)c(NC(=O)CSc2ccc(Cl)cc2)c(Cl)c1
ZINC07804660	O=C(NCC12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2
ZINC09620668	CC(C)Sc1ccc(C(=O)Nc2ccc3c4c(cccc24)CC3)cc1
ZINC14909554	CC(C)c1ccccc1NC(=O)/C=C/c1ccc(Br)s1
ZINC15314116	Cc1ccc(NC(=O)C(Sc2ccccc2)c2ccccc2)c(F)c1
ZINC15964864	CCC(C)c1ccccc1NC(=O)c1ccc(Br)s1
ZINC15964865	CCC(C)c1ccccc1NC(=O)c1ccc(Br)s1
ZINC16322390	CC(Sc1ccc(Cl)cc1)C(=O)Nc1ccc(F)c(Cl)c1
ZINC02740613	O=C(/C=C/c1c(F)cccc1Cl)NCc1ccc(Cl)c(Cl)c1
ZINC19903893	CCOc1ccccc1NC(C)c1cccc(Br)c1
ZINC19988141	FC(F)(F)Oc1ccccc1NCc1ccc(Br)cc1
ZINC20005867	FC(F)(F)Oc1ccccc1CNc1cc(Cl)ccc1Cl
ZINC20090300	CC(Nc1ccc(Br)cc1)c1cccc(OC(F)F)c1
ZINC20429920	Fc1ccc(NCc2ccc(OC(F)(F)F)cc2)cc1Cl
ZINC20505053	FC(F)Oc1ccccc1CNc1c(Cl)cc(Cl)cc1Cl
ZINC20505192	CC1CC1c1ccc(CNc2c(Cl)cc(Cl)cc2Cl)o1
ZINC20505194	CC1CC1c1ccc(CNc2c(Cl)cc(Cl)cc2Cl)o1
ZINC20558238	Cc1cc(Br)ccc1NC(C)c1ccccc1OC(F)F
ZINC20563247	CCOc1ccccc1C(C)Nc1ccc(Br)cc1C
ZINC21041324	CCOc1ccccc1C(C)Nc1cccc(Br)c1
ZINC21809132	CC(Nc1ccccc1OC(F)F)c1ccc(Cl)c(Cl)c1
ZINC36934791	Cc1cc(N(C)C)ccc1NC(C)c1ccc(Br)cc1
ZINC36961687	Brc1ccc(NC(c2ccccc2)c2ccccc2)nc1
ZINC36973654	CC(Nc1ccc(C#N)cc1C(F)(F)F)c1ccc(Cl)s1
ZINC37072149	CC(C)CC(Nc1ccc(C#N)cc1Br)c1ccccc1
ZINC37092034	CCOc1cc(F)ccc1NC(C)c1cc(Cl)ccc1Cl
ZINC37215595	Cc1cccc(NCc2cc(Br)ccc2OC(F)F)c1C
ZINC37274198	CCC(Nc1ccc(N(C)C)cc1C)c1cccc(Br)c1
ZINC37279260	CSc1ccccc1NC(C)c1sc(C(C)(C)C)nc1C
ZINC37315917	CC(Nc1cccc(Cl)c1N(C)C)c1ccc(F)cc1Cl
ZINC00129094	Cc1ccc(SC(C)C(=O)Nc2ccc(C(C)(C)C)cc2)cc1
ZINC00129091	Cc1ccc(SC(C)C(=O)Nc2ccc(C(C)(C)C)cc2)cc1
ZINC46621224	Cc1ccc(CCC(=O)NC(C)c2ccc(Cl)s2)c(C)c1
ZINC48411950	CC(SCc1ccc(Cl)s1)C(=O)Nc1ccccc1Cl
ZINC52343506	CC(NC(=O)c1cc(Br)ccc1Cl)C1CCCCC1
ZINC60338144	CC(C)(CNC(=O)C1CC1c1cccc(Cl)c1)c1ccccc1F
ZINC66155110	Cc1cc(C)c(NCC(C)Oc2ccc(Cl)cc2Cl)c(C)c1
ZINC66155111	Cc1cc(C)c(NCC(C)Oc2ccc(Cl)cc2Cl)c(C)c1
ZINC05605951	C=CCOc1ccc(CNc2ccc(C(=O)[O-])cc2)cc1Cl
ZINC01856483	CC(C)SC(C)(NC(=O)C1C(C)(C)CCC1(C)C)C(=O)[O-]
ZINC10827988	CC(C)C(NC(=O)C1CC=CCC1C(=O)[O-])c1ccc(Cl)cc1
ZINC13021584	Cc1cc(C)c(C(=O)[O-])c(SCC(=O)NC2CCCCCC2)n1
ZINC13022381	Cc1cc(C)c(C(=O)[O-])c(SC(C)C(=O)Nc2ccc(Cl)cc2)n1
ZINC13080047	CC(Oc1cccc(C(=O)[O-])c1)C(=O)Nc1cccc(Cl)c1
ZINC13312177	Cc1ccc(Cl)cc1NC(=O)C(C)Sc1ccccc1C(=O)[O-]
ZINC13467633	N#CSc1ccc(NC(=O)CC2(C(=O)[O-])CCCCC2)c(Cl)c1
ZINC13468398	CC(NC(=O)CC1(C(=O)[O-])CCCC1)c1ccc2c(c1)CCCC2
ZINC13468495	O=C(CC1(C(=O)[O-])CCCCCC1)Nc1cccc(C2SCCS2)c1
ZINC13469144	O=C([O-])C1CC=CCC1C(=O)Nc1ccccc1Sc1ccccc1
ZINC17068367	Cc1cccc2sc(NC(=O)CC3(CC(=O)[O-])CCCC3)nc12
ZINC20314420	CC(C)(C)C1CCc2c(sc3ncnc(NCCC(=O)[O-])c23)C1
ZINC20352696	Cc1cc(Cl)ccc1OC(C)C(=O)Nc1ccccc1C(=O)[O-]
ZINC35287786	C=CCSCCc1c([O-])nc(-c2ccccc2Br)[nH]c1=O
ZINC35458741	C=C1CCC2C(C)(C(=O)[O-])CCCC2(C)C1CC/C(C)=C\CO
ZINC37452039	O=C(CCCc1ccc(Br)s1)Nc1ccsc1C(=O)[O-]
ZINC01046011	CC(CC(=O)[O-])CC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
ZINC05045353	Cc1ccc(NC(=O)C(C)Sc2nc(-c3ccccc3)cc(=O)[nH]2)cc1
ZINC00268428	COc1ccc(C(C)(C)C)cc1NC(=O)C1CC=CCC1C(=O)[O-]
ZINC37794007	CC(NC(=O)CC(C)(C(=O)[O-])C(C)C)c1ccc(Cl)s1
ZINC13389500	CC(C)(C)C1CCC(C(=O)NC(CC(=O)[O-])c2cccs2)CC1
ZINC40493895	CC(C)(C)CNS(=O)(=O)c1ccc(Cl)c(C(=O)[O-])c1Cl
ZINC41590019	CC1CC1C(=O)Nc1cccc(S(=O)(=O)[N-]c2ccccc2F)c1
ZINC41752751	CSc1ccc(NC(C)(C(=O)[O-])c2ccccc2Cl)cc1
ZINC41770018	CCC(C)CC(CC)(Nc1c(Cl)cc(Cl)cc1Cl)C(=O)[O-]
ZINC42708454	CC(CN(C)C(=O)NC(C)c1ccc(Cl)cc1Cl)C(=O)[O-]
ZINC42865119	Cc1cc(S(=O)(=O)NCC2CCCCC2C)sc1C(=O)[O-]
ZINC43813439	Cc1ccc(CN/C([O-])=C/Sc2nc3ncccc3n3cccc23)cc1
ZINC26263290	Cc1ccc(SCc2cccc(C(=O)Nc3ncn[n-]3)c2)c(C)c1
ZINC50208783	CCC(C)CN(C)C(=O)Nc1ccc(Br)cc1C(=O)[O-]
ZINC50804949	Cc1cccc(CSC/C([O-])=C(\C#N)C(=O)NCCc2ccccc2)c1
ZINC50948640	N#C/C(C(=O)CC1CCCCC1)=C(/[O-])Nc1ccc(F)c(Cl)c1
ZINC51030981	CCC(C)c1ccc(N/C([O-])=C(\C#N)C(=O)/C=C(/C)C2CC2)cc1
ZINC51402446	N#C/C(C(=O)C1CCCCC1)=C(/[O-])Nc1ccccc1C(F)(F)F
ZINC51402491	CC(C)(C)C/C([O-])=C(\C#N)C(=O)Nc1ccccc1C(F)(F)F
ZINC51403981	C/C(=C/C([O-])=C(\C#N)C(=O)Nc1ccccc1C(F)(F)F)C1CC1
ZINC55584613	CCc1ccc(S(=O)(=O)[N-]c2cccc(-c3ccn[nH]3)c2)s1
ZINC23487431	CC(C)=CC1C(C(=O)Nc2ccc([N-]S(C)(=O)=O)cc2)C1(C)C
ZINC41982354	CCC(Sc1nc(=O)cc[nH]1)(C(=O)[O-])c1cccc(Cl)c1
ZINC12653562	Cc1ccc(Cc2c(C)[nH]c(SC(C)C(=O)[O-])nc2=O)c(C)c1
ZINC61213024	CCN(C(=O)Nc1cc(Cl)c(Cl)cc1Cl)C(C)CC(=O)[O-]
ZINC61216750	CCN(CC(C)C(=O)[O-])C(=O)Nc1ccc(Cl)c(Cl)c1
ZINC61222948	CCN(CC(C)C(=O)[O-])C(=O)Nc1ccc(Cl)cc1Cl
ZINC62827117	CCN(CC(C)C)C(=O)Nc1c(Br)cccc1C(=O)[O-]
ZINC66318593	CC(Sc1nc2ncc(Cl)cc2[n-]1)C(=O)NC(C)c1ccccc1
ZINC16855568	Cc1ccc(CSc2nc(C)c(C(C)C(=O)[O-])c(=O)[nH]2)c(C)c1
ZINC16855575	Cc1nc(SCc2ccc(Cl)cc2)[nH]c(=O)c1C(C)C(=O)[O-]
ZINC66579643	CC(C)C(=O)Nc1cccc([N-]S(=O)(=O)C2CCCCC2)c1
ZINC66582979	O=S(=O)([N-]c1ccccc1NCC(F)(F)F)C1CCCCC1
ZINC05032223	CC(=O)N1CCC([NH2+]C(C)C23CC4CC(CC(c5ccc(Cl)cc5)(C4)C2)C3)CC1
ZINC04701004	CC[NH+](CC)C1c2cccc3cccc(c23)C1NS(=O)(=O)c1ccc(Cl)cc1
ZINC07454231	C[NH+](CC(=O)Nc1ccc(Cl)c(Cl)c1)Cc1csc(-c2ccsc2)n1
ZINC08201647	CC(C(=O)NC12CC3CC(CC(C3)C1)C2)[NH+]1CCC(c2nc3ccccc3s2)CC1
ZINC09885021	O=c1[nH]c(C[NH+]2CCCC2c2cccs2)nc2scc(-c3ccccc3Cl)c12
ZINC20524863	CC(C)[NH2+]CCCOc1c(Br)cc(Br)cc1Br
ZINC20814781	CC[NH+](CC(=O)Nc1ccccc1Br)Cc1ccc(Br)s1
ZINC22645135	O=C(NC1CC2CCC(C1)[NH+]2CCc1ccc(F)cc1)c1ccc(F)cc1C(F)(F)F
ZINC30938514	O=C(Nc1ccc(Br)cc1F)C1CCC[NH+](Cc2cccc(Cl)c2)C1
ZINC34992815	COc1c(Br)cc(Br)cc1C[NH2+]C(C)c1cccc(F)c1
ZINC35230238	CCOc1c(Br)cc(C[NH2+]Cc2cccc(C)c2)cc1Br
ZINC35231470	CC([NH2+]Cc1ccc(Br)c([N+](=O)[O-])c1)c1cccc(Br)c1
ZINC35254861	CCOc1c(Br)cc(C[NH2+]Cc2cccc(F)c2)cc1Br
ZINC35502569	C[NH2+]C(c1ccc(OC(F)F)cc1)c1cc(Br)sc1Br
ZINC35560532	CC[NH2+]C(c1ccccc1OCC)c1cc(Br)sc1Br
ZINC35825016	Cc1cccc(C[NH+]2CCC(c3nc(C)ccc3C(=O)NCC3CCCCC3)CC2)c1
ZINC37985149	FC(F)Oc1ccc(Br)cc1C[NH2+]Cc1ccc(Br)s1
ZINC38849802	O=C(Nc1ccccc1C(F)(F)F)C1CCC[NH+](Cc2c(F)cccc2Cl)C1
ZINC38852809	O=C(NCCSC1CCCCC1)C1CCC[NH+](Cc2ccc(Br)cc2)C1
ZINC38852813	O=C(NCCSC1CCCCC1)C1CCC[NH+](Cc2ccc(Br)cc2)C1
ZINC38852844	O=C(NCCSC1CCCCC1)C1CC[NH+](Cc2ccc(Br)cc2)CC1
ZINC38853016	Cc1ccccc1CSCCNC(=O)C1CCC[NH+](Cc2c(F)cccc2Cl)C1
ZINC38853272	Cc1ccccc1C[NH+]1CCCC(C(=O)NCCSCc2c(F)cccc2Cl)C1
ZINC38853275	Cc1ccccc1C[NH+]1CCCC(C(=O)NCCSCc2c(F)cccc2Cl)C1
ZINC38857388	O=C(NCc1ccccc1Cl)C1CCC[NH+](Cc2c(Cl)cccc2Cl)C1
ZINC39752771	Cc1ccccc1C[NH+]1CCC(C(=O)NCCSCc2c(F)cccc2Cl)CC1
ZINC40730455	CC(C)Oc1c(Br)cc(C[NH2+]Cc2ccccc2)cc1Br
ZINC40730495	CC(C)Oc1c(Br)cc(C[NH2+]Cc2cccs2)cc1Br
ZINC40739713	Fc1cccc(Cl)c1COc1ccc(Br)cc1C[NH2+]Cc1ccccn1
ZINC41641603	CC([NH2+]CC(C(C)C)N1CCCC1)c1ccc(Br)cc1Br
ZINC41648866	CC(Nc1cccc(C[NH+](C)C)c1)c1ccc(Br)cc1Br
ZINC41663765	CC([NH2+]Cc1cccc2c1OCO2)c1ccc(Br)cc1Br
ZINC44935650	CCC(NC(=O)C1CCC[NH+](Cc2ccc(Cl)c(Cl)c2)C1)c1ccc(C)cc1
ZINC44935766	CCC(NC(=O)C1CC[NH+](Cc2ccc(Cl)cc2Cl)CC1)c1ccc(C)cc1
ZINC45618067	C[NH2+]C(C)CCCOc1c(Br)cc(Br)cc1Br
ZINC48068718	CCOc1c(Br)cc(C[NH2+]Cc2ccc(C)s2)cc1Br
ZINC22771420	COc1c(Br)cc(Br)cc1C[NH2+]Cc1cccc(Cl)c1
ZINC48520281	COc1c(Br)cc(Br)cc1C[NH2+]Cc1cc(Br)cs1
ZINC48818124	FC(F)Oc1ccc(Br)cc1C[NH2+]Cc1cccc(Br)c1
ZINC49160425	COc1c(Br)cc(Br)cc1C[NH2+]C(C)c1ccc(C)s1
ZINC49160430	COc1c(Br)cc(Br)cc1C[NH2+]C(C)c1ccc(C)s1
ZINC49160681	COc1c(Br)cc(C[NH2+]C(C)c2ccc(C)s2)cc1Br
ZINC49160686	COc1c(Br)cc(C[NH2+]C(C)c2ccc(C)s2)cc1Br
ZINC50892161	CC[NH2+]C(c1ccc2c(c1)CCO2)c1cc(Br)sc1Br
ZINC50892162	CC[NH2+]C(c1ccc2c(c1)CCO2)c1cc(Br)sc1Br
ZINC55227616	CN(Cc1ccc(C#CC(C)(C)O)cc1)CC1CCC[NH+](CCc2ccc(F)cc2)C1
ZINC61361479	CCOc1c(Br)cc(C[NH2+]C(C)c2ccsc2)cc1Br
ZINC61361480	CCOc1c(Br)cc(C[NH2+]C(C)c2ccsc2)cc1Br
ZINC61361494	CCOc1c(Br)cc(Br)cc1C[NH2+]C(C)c1ccsc1
ZINC40051751	O=C(N/N=C/C1=c2ccccc2=[NH+]C1c1ccccc1)c1ccccc1Br
ZINC05501234	CC(C)Oc1ccc(C(CC[NH2+]C(C)c2ccc(Cl)cc2)c2ccc(F)cc2)cc1
ZINC05501237	CC(C)Oc1ccc(C(CC[NH2+]C(C)c2ccc(Cl)cc2)c2ccc(F)cc2)cc1
ZINC05501246	CC(C)Oc1ccc(C(CC[NH2+]C(C)c2ccc(Cl)cc2)c2ccc(F)cc2)cc1
ZINC01819009	Cc1ccc(C(CC[NH2+]C(C)c2ccc(Cl)cc2)c2ccc(OC(C)C)cc2)cc1
ZINC10435847	CCCC([NH2+]Cc1c(OCc2ccc(Cl)cc2)ccc2ccccc12)c1ccccc1
ZINC10435848	CCCC([NH2+]Cc1c(OCc2ccc(Cl)cc2)ccc2ccccc12)c1ccccc1
ZINC10435850	CCCC([NH2+]Cc1c(OCc2ccccc2Cl)ccc2ccccc12)c1ccccc1
ZINC10435851	CCCC([NH2+]Cc1c(OCc2ccccc2Cl)ccc2ccccc12)c1ccccc1
ZINC10436333	CCCC([NH2+]Cc1cc(Cl)cc(Cl)c1OCc1ccc(C)cc1)c1ccccc1
ZINC10436348	CCCC([NH2+]Cc1cc(Br)ccc1OCc1ccc(C)cc1)c1ccccc1
ZINC10436531	CC(C)(C)[NH2+]Cc1cc(Br)c(OCc2ccccc2)c(Br)c1
ZINC10315475	Clc1ccc(Cn2cc(C[NH2+]C34CC5CC(CC(C5)C3)C4)c3ccccc32)c(Cl)c1
ZINC10436546	Brc1cc(C[NH2+]C23CC4CC(CC(C4)C2)C3)cc(Br)c1OCc1ccccc1
ZINC10474924	CCC(C)[NH2+]Cc1cc(Br)c(OCc2ccccc2)c(Br)c1
ZINC10474926	CCC(C)[NH2+]Cc1cc(Br)c(OCc2ccccc2)c(Br)c1
ZINC10315654	Cc1c(C[NH2+]C2CCCCCCC2)c2ccccc2n1Cc1ccc(Cl)cc1Cl
ZINC16430624	Clc1ccc(COc2ccc(Br)cc2C[NH2+]Cc2cccs2)cc1
ZINC20876445	Clc1ccc(COc2ccc(C[NH2+]Cc3cccs3)cc2Br)cc1
ZINC20926913	CCCOc1c(Br)cc(C[NH2+]C(C)(C)CC(C)(C)C)cc1Br
ZINC20926931	CCCOc1c(Br)cc(C[NH2+]Cc2ccc(C)cc2)cc1Br
ZINC20929613	CCCOc1c(Br)cc(Br)cc1C[NH2+]C(C)c1ccccc1
ZINC20929618	CCCOc1c(Br)cc(Br)cc1C[NH2+]C(C)c1ccccc1
ZINC20929842	CCCOc1c(Br)cc(Br)cc1C[NH2+]Cc1ccc(C)cc1
ZINC22074161	CC([NH2+]Cc1cc(Br)ccc1OCc1ccccc1Cl)c1ccccc1
ZINC22076287	CC(C)(C)CC(C)(C)[NH2+]Cc1cc(Cl)ccc1OCc1ccc(Cl)cc1Cl
ZINC27221616	COc1c(Br)cc(Br)cc1C[NH2+]C(C)c1ccc(Cl)s1
ZINC34992210	COc1c(Br)cc(Br)cc1C[NH2+]C(C)c1ccccc1Br
ZINC34992784	COc1c(Br)cc(Br)cc1C[NH2+]C(C)c1ccc(Cl)cc1
ZINC34992785	COc1c(Br)cc(Br)cc1C[NH2+]C(C)c1ccc(Cl)cc1
ZINC35458460	C[NH2+]C(Cc1ccc(Br)cc1)c1cc(Cl)cc(Br)c1OC
ZINC35458463	C[NH2+]C(Cc1ccc(Br)cc1)c1cc(Cl)cc(Br)c1OC
ZINC35509801	CC[NH2+]C(c1cccc(Br)c1)c1cc(Cl)cc(Br)c1OC
ZINC35509872	CC[NH2+]C(c1ccccc1Br)c1cc(Cl)cc(Br)c1OC
ZINC35585881	CCC[NH2+]C(c1cc(Br)sc1Br)C1Cc2ccccc2O1
ZINC35585887	CCC[NH2+]C(c1cc(Br)sc1Br)C1Cc2ccccc2O1
ZINC35586067	CCC[NH2+]C(c1ccccc1OCC)c1cc(Br)sc1Br
ZINC37366198	CCOc1ccc(Br)cc1C([NH2+]C)c1ccc(Br)cc1Cl
ZINC38689210	CC(C)Oc1ccc(C(CC[NH2+]C(C)c2ccc(Cl)cc2)c2ccc(F)cc2)cc1
ZINC38689213	CC(C)Oc1ccc(C(CC[NH2+]C(C)c2ccc(Cl)cc2)c2ccc(F)cc2)cc1
ZINC40730468	CC(C)Oc1c(Br)cc(C[NH2+]C(C)c2ccccc2)cc1Br
ZINC40730471	CC(C)Oc1c(Br)cc(C[NH2+]C(C)c2ccccc2)cc1Br
ZINC40735735	CC(C)(C)CC(C)(C)[NH2+]Cc1c(OCc2c(F)cccc2Cl)ccc2ccccc12
ZINC40739644	Fc1cccc(Cl)c1COc1ccc(Br)cc1C[NH2+]C12CC3CC(CC(C3)C1)C2
ZINC40739658	Fc1cccc(Cl)c1COc1ccc(Br)cc1C[NH2+]Cc1ccccc1Cl
ZINC40739851	CC([NH2+]Cc1cc(Br)ccc1OCc1cccc(Cl)c1)c1ccccc1
ZINC40739866	Clc1cccc(COc2ccc(Br)cc2C[NH2+]Cc2cccs2)c1
ZINC40743075	Clc1ccc(OCc2c(Cl)cccc2Cl)c(C[NH2+]Cc2ccccc2Cl)c1
ZINC40743305	CC12CC3CC(C)(C1)CC([NH2+]Cc1cc(Cl)ccc1OCc1c(F)cccc1Cl)(C3)C2
ZINC40743468	CC(C)(C)CC(C)(C)[NH2+]Cc1cc(Cl)ccc1OCc1ccc(Cl)c(Cl)c1
ZINC06161025	Cc1cccc(C)c1Nc1c(C2CCCCC2)[nH+]c2c(OCc3ccccc3)cccn12
ZINC08720635	Cc1cc(NC(=O)C[NH+](C)CC(=O)Nc2c(Cl)cccc2Cl)ccc1N1CCCC1
ZINC09473039	COC(=O)c1c(NC(=O)CCCSc2ccc(OC)cc2)sc2c1CC(C)(C)[NH2+]C2(C)C
ZINC10315603	CCOc1c(Br)cc(C[NH2+]CCNc2ccc([N+](=O)[O-])cc2)cc1Br
ZINC12853909	CC[NH+](CC(=O)Nc1c(F)cccc1F)Cc1nc2sc(C)c(-c3ccc(C)cc3)c2c(=O)[nH]1
ZINC12858961	CC[NH+](CC(=O)Nc1c(F)cccc1F)Cc1nc2scc(-c3ccc(Cl)cc3)c2c(=O)[nH]1
ZINC12985417	C[NH+](CC(=O)Nc1ccc(Cl)c(Cl)c1)Cc1nc2scc(-c3ccccc3)c2c(=O)[nH]1
