ZINC04026895	O=CNC1C2CCCC1C1=C(CCCC1)C2
ZINC28055823	COc1ccc(C2C3=C(Nc4nnnn42)c2ccccc2OC3c2cccc(OC)c2OC)cc1
ZINC28056386	COc1ccc(C2Oc3ccccc3C3=C2C(c2cccc(F)c2)n2nnnc2N3)c(OC)c1OC
ZINC28059449	COc1ccc(C2C3=C(Nc4nnnn42)c2ccccc2OC3c2ccccc2OC)cc1OC
ZINC28060581	COc1ccc(C2Oc3ccccc3C3=C2C(c2cccs2)n2nnnc2N3)c(OC)c1OC
ZINC31165402	C=C1CC2C3(C)C(O)CC(=O)C(C)(C)C3CC(OC(C)=O)C2(C)C2C(=O)OC(C)(C(=O)OC)C(=O)C12C
ZINC33034907	Cc1cc2nnc(SC(C(=O)Nc3ccc(Cl)c([N+](=O)[O-])c3)c3ccccc3)n2c(C)n1
ZINC33043154	COc1ccc(Oc2cc3c(cc2NC(=O)c2ccc(Br)o2)n(C)c(=O)c(=O)n3C)cc1
ZINC08636867	Cn1c(N/N=C/c2ccc3ccccc3n2)nc2c1c(=O)n(Cc1ccccc1Cl)c(=O)n2C
ZINC32738745	Cc1nc(SCc2nc3sc4c(c3c(=O)[nH]2)CCCC4)c2c(=O)n(C)c(=O)n(CC(C)C)c2n1
ZINC38634755	COc1cc(NC(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c2cccs2)cc(OC)c1
ZINC38634757	COc1cccc(NC(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c2cccs2)c1OC
ZINC38754807	O=C(CC1CSC2=NC3CCCCC3C(=O)N21)NCc1cc(-c2ccc3c(c2)OCO3)on1
ZINC41076723	Cc1ccc([N+](=O)[O-])cc1-c1ccc(/C=C2/C(=N)N3N=C(SCc4ccccc4)SC3=NC2=O)o1
ZINC29591145	CC(Sc1nnc(C2COc3ccccc3O2)o1)c1nc2scc(-c3ccco3)c2c(=O)[nH]1
ZINC16183085	N=C1/C(=C\c2ccc(-c3ccc(Cl)c([N+](=O)[O-])c3)o2)C(=O)N=C2SC(c3ccccc3)=NN12
ZINC20207393	Cc1ccc(C(=O)Oc2ccc(/C=C3/C(=N)N4C(=NC3=O)SN=C4S(=O)(=O)C(C)C)cc2)cc1
ZINC65365313	C#CCOc1ccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc(N3CCCCC3)nn2)cc1OC
ZINC04160585	Cc1ccc2cc(C(c3nnnn3C3CCCCC3)[NH+]3CCCC(C)C3)c(=O)[nH]c2c1
ZINC00889314	Cc1cccc2cc(C(c3nnnn3C3CCCCC3)[NH+]3CCCCCC3)c(=O)[nH]c12
ZINC00910510	Cc1cc2cc(C(c3nnnn3C3CCCCC3)[NH+]3CCCCC3)c(=O)[nH]c2cc1C
ZINC08918367	Cc1cc(C)c2c(c1)C1(C(=O)N2)C2C(=O)N(c3ccccc3Br)C(=O)C2C2CCC[NH+]21
ZINC09350304	C=C1CCCC2(C)CC3OC(=O)C(C[NH2+]CC4C(=O)OC5CC6(C)CCCC(=C)C6CC54)C3CC12
ZINC12303432	COc1ccccc1N1CC2CC(c3ccc(C#CC(C)(C)O)s3)[NH+]3CCCC23C1=O
ZINC06300712	Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3C3CCCCC3)[NH+]3CCc4ccccc4C3)cc2c1
ZINC06301813	Cc1cc(C)c2cc(C(c3nnnn3C3CCCC3)[NH+]3CCc4ccccc4C3)c(=O)[nH]c2c1
ZINC03459024	O=c1[nH]c(C[NH+]2CCN(c3ncnc4sc5c(c34)CCCCC5)CC2)nc2sc3c(c12)CCCC3
ZINC06321243	Cc1cc2cc(C(c3nnnn3C3CCCC3)[NH+]3CCc4ccccc4C3)c(=O)[nH]c2cc1C
ZINC13406260	CCCC(=O)N1CCC23c4ccccc4NC4N(C)c5cccc6c5C42CC[NH+](C6C2OC2(C)C)C13
ZINC09128979	Cc1ccc2[nH+]c3c(cc2c1)CC1(C(=O)NC(=O)N(C2CCCCC2)C1=O)C1CCCCN31
ZINC15731067	O=C1CCSc2ccc(S(=O)(=O)N3CCC(C[NH+]4CCc5ccccc5C4)CC3)cc2N1
ZINC15731175	CC1CSc2ccc(S(=O)(=O)N3CCC([NH+](C)C4CCCCC4)CC3)cc2NC1=O
ZINC17112399	C[NH+]1CC(c2ccc([N+](=O)[O-])cc2)C(C(=O)c2ccc(F)cc2)C12C(=O)Nc1ccccc12
ZINC09319942	Cc1cc(C)c2c(c1)C1(C(=O)N2)C2C(=O)N(c3ccccc3F)C(=O)C2C2CCC[NH+]21
ZINC16007657	Cc1ccc2c(c1C)NC(=O)C21C2C(=O)N(c3ccc(Cl)c(Cl)c3)C(=O)C2C2CCC[NH+]21
ZINC16013124	Cc1cc(Cl)cc2c1NC(=O)C21C2C(=O)N(c3ccc(Cl)cc3)C(=O)C2C2CCC[NH+]21
ZINC20990046	Cc1cc2c3c([nH]c2cc1S(=O)(=O)N1CCN(c2cccc[nH+]2)CC1)CC(C)(C)CC3=O
ZINC23258847	Cc1cc(O)oc2cc(=[NH+]C(=O)c3ccc(-n4c(C)nc5ccccc5c4=O)cc3)ccc1-2
ZINC16001445	Cc1c(Cl)ccc2c1NC(=O)C21C2C(=O)N(c3ccc(Cl)cc3)C(=O)C2C2CCC[NH+]21
ZINC35671686	O=C1CSc2sc3c(=O)n(CC(c4ccc(Cl)cc4)[NH+]4CCCC4)cnc3c2N1
ZINC35825530	Oc1ccccc1C[NH+]1CCN(c2nc3ccccc3c3nnc(-c4ccco4)n23)CC1
ZINC16001703	COC(=O)c1c(N2C(=O)C3C4CCCN4C4(C(=O)Nc5c4ccc(C)c5C)C3C2=O)sc(C)c1C
ZINC36369558	CC1CCC=C2CC3OC(=O)C(C[NH+]4CCC(C(=O)c5ccccc5)CC4)C3C(O)C21C
ZINC36801636	CC(=O)/[NH+]=c1/ccc2c(CSc3nnc(-c4ccccc4C)n3C)cc(O)oc-2c1
ZINC02918630	Brc1ccc(C2CC(c3ccc(I)cc3)Nc3nnnn32)cc1
ZINC38930796	COc1cc(/C=N/N2C(=S)[NH+]=NC2c2ccc(C)cc2)cc(Br)c1O
ZINC39282966	FC(F)(F)c1cccc(-c2ccc(/C=N/N=c3\n[nH+]c4c([nH]3)=NC3C=CC=CC=43)o2)c1
ZINC39561878	CC(=O)/[NH+]=c1/ccc2c(COc3ncnc4sc5c(c34)CCC(C)C5)cc(O)oc-2c1
ZINC39939754	Cc1ccc2c(c1)=C(O)C(/C=N/C1C(=O)N(c3ccccc3)N(c3ccccc3)C1C)C(=O)[NH+]=2
ZINC39951177	CCCC12CN3CC(CC)(CC[NH+](C1)C31C(=O)Nc3ccc(Br)cc31)C2=O
ZINC35851522	Cc1ccc2c(c1C)NC(=O)C21C2C(=O)N(c3ccc(Cl)c(Cl)c3)C(=O)C2C2CCC[NH+]21
ZINC43737143	CC1=CCCC2(C)CC3OC(=O)C(C[NH2+]C4COC(C)(C)OC4c4ccccc4)C3C=C12
ZINC43743821	CC1CCCC2(C)CC3OC(=O)C(C[NH+]4CCC(O)(Cc5ccccc5)CC4)C3C3OC132
ZINC22288843	O=C(/N=c1/[nH]c(C[NH+]2CCCCC2)cs1)C1CC(=O)N(c2ccccc2Cl)C1
ZINC22325142	CC1CC(C)C[NH+](Cc2cs/c(=N\C(=O)c3ccc(-n4cnc5ccccc5c4=O)cc3)[nH]2)C1
ZINC35851818	CCc1ccc2c(c1)C1(C(=O)N2)C2C(=O)N(c3ccc(F)cc3)C(=O)C2C2CCCN21
ZINC41584717	Cc1cc(O)c(C[NH+]2CC3CC(C2)c2cccc(=O)n2C3)c2c1C(=O)/C(=C/c1ccccc1Cl)O2
ZINC41585918	Cn1cc(/C=C2/Oc3c(ccc(O)c3CN3CCN(c4cccc[nH+]4)CC3)C2=O)c2ccccc21
ZINC63187834	CC1CCN(C(=O)CN2C(=O)NC(CC3=c4ccccc4=[NH+]C3)C2=O)c2ccccc2S1
ZINC63270917	O=C(CNC(=O)N1CCC2=c3cc(Cl)ccc3=[NH+]C2C1)N1CC2CC(C1)c1cccc(=O)n1C2
ZINC63302995	Clc1ccc(OCc2nnc3n2NC(C2C=c4ccccc4=[NH+]2)S3)c(Cl)c1
ZINC39977368	O=S(=O)(/N=C1\N=c2ccccc2=[NH+]C1Nc1ccc(F)cc1)c1ccc(Cl)cc1
ZINC63362537	Cc1ccc(C)c(NC(=O)c2ccc(N3C(=O)N4CCC5=c6ccccc6=[NH+]C5C4(C)C3=O)cc2)c1
ZINC63362920	Cc1ccc2c(c1)=C1CCCC(NCC3C(=O)OC4CC5(C)CCCC6(CO6)C5CC43)C1[NH+]=2
ZINC63980353	O=C1C2=CNc3nc(-c4ccc(Cl)cc4)nn3C2C=CN1CCC1=c2ccccc2=[NH+]C1
ZINC64131736	CSc1ncc(CN2CCC3=c4ccccc4=[NH+]C3C2C2Nc3ccccc3N2C)cn1
ZINC64502958	Cc1ccc(N2NC(N3CCN(C(=O)C4C=c5cc(Cl)ccc5=[NH+]4)CC3)C=CC2=O)cc1C
ZINC35426996	COc1ccc(C2c3cccn3-c3sc4c(c3CN2C(=O)NC(C)C)CC[NH+](C)C4)cc1
ZINC00335937	CSc1nnc2c(n1)OC(c1ccc(C)o1)Nc1ccccc1-2
ZINC04733963	CN1C(=O)NC(c2ccccc2Cl)C2=C1CN(Cc1ccco1)C2=O
ZINC01194911	CCSc1nnc2c(n1)OC(c1cccc(C)n1)Nc1ccccc1-2
ZINC00543394	COc1cc2[nH]c3c(N4CC(C)CC(C)C4)ncnc3c2cc1OC
ZINC01735633	Cc1cccc(C2=N/C(=C/c3ccc4c(c3)OC(O)O4)C(=O)O2)c1
ZINC05944105	O=C(N/N=C/c1cccc2c1OCO2)c1ccc(Br)o1
ZINC00713161	Cc1ccc(C(=O)N/N=C/c2cc3c(cc2Br)OCO3)o1
ZINC06816501	Cc1csc(NC(=O)c2cc3c(=O)n4cccc(C)c4nc3s2)n1
ZINC08704812	Cc1ccc(NC(=O)N(C)Cc2nnc3n2CCCCC3)cc1Cl
ZINC12879977	O=c1oc2c(O)cccc2cc1-c1nc(-c2ccccc2F)no1
ZINC12904977	CCC1CCC2(CC1)NC(=O)N(Cc1nc3ccccc3o1)C2=O
ZINC13584642	Cc1c(/C=N\NC(=O)C2COc3ccccc3O2)c2ccccc2n1C
ZINC13786858	O=C1NC(=S)/C(=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)S1
ZINC16199968	Cc1ccc(NC(=O)c2cc(Br)cn2C)cc1[N+](=O)[O-]
ZINC20781277	Cc1nn(C)c(Cl)c1-c1nc2c(cnn2C(C)c2ccccc2)[nH]1
ZINC22454560	Cc1ccc(Nc2nn(-c3ncccn3)c3c2C(=O)CC(C)C3)cc1
ZINC29762468	Cc1nc2c(cc1C(=O)NC(C)c1cc3ccccc3o1)c(C)nn2C
ZINC34074922	C/C=C(/C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1O
ZINC34074927	C/C=C(/C)C(=O)OC1C(O)c2c(ccc3ccc(=O)oc23)OC1(C)C
ZINC08747741	Cc1sc2nc(C(C)Sc3nnc4ccccn34)[nH]c(=O)c2c1C
ZINC36275491	CC(Cl)c1nc2scc(-c3cccc([N+](=O)[O-])c3)c2c(=O)[nH]1
ZINC36358207	Cc1cc(-c2nn3c(-c4ccc(Cl)cc4F)nnc3s2)n[nH]1
ZINC36358207	Cc1cc(-c2nn3c(-c4ccc(Cl)cc4F)nnc3s2)[nH]n1
ZINC00494403	CN1C(=O)N(C)C2(c3ccccc3)N(C)C(=O)NC12c1ccccc1
ZINC13121783	Cc1ccc(C2C3=C(CCCC3=O)Nc3c2c(C)nn3-c2ccccn2)o1
ZINC38507536	Cc1nc2c(ccc3nc(NC(=O)c4ccn(C(C)C)n4)sc32)s1
ZINC38600283	CC1Nc2ccccc2C(=O)N1/N=C/C1C=NN=C1c1ccccc1
ZINC38979788	Clc1ccccc1C1Nn2c(nnc2C2N=NC3=C2CCC3)S1
ZINC37651930	Cc1nc2sc(C(c3ccc(C)o3)[NH+]3CC(C)CC(C)C3)c([O-])n2n1
ZINC41637616	Cc1ccc(C(c2sc3ncnn3c2[O-])[NH+]2CCCCCC2)o1
ZINC41637628	Cc1ccc(C(c2sc3ncnn3c2[O-])[NH+]2CCCCC2C)o1
ZINC48255100	Cn1nc(-c2cccnc2)c2[nH]c(-c3ccccc3-c3ccco3)nc21
ZINC48760077	Cc1cc(=O)[nH]c(Sc2ccc(Br)cc2[N+](=O)[O-])n1
ZINC49660792	Cc1c(Cl)cccc1NC(=O)c1nn2c(C(F)(F)F)nnc2s1
ZINC49660794	Cc1ccc(Cl)cc1NC(=O)c1nn2c(C(F)(F)F)nnc2s1
ZINC49661216	Cc1ccc(NC(=O)c2nn3c(C(C)C)nnc3s2)cc1Cl
ZINC50931481	CC1=NC([N+](=O)[O-])/C(=[NH+]/Cc2ccc(Br)cc2Cl)N1C
ZINC55504232	COC(=O)c1sc2nc(-c3ccc(Cl)nc3)[nH]c(=O)c2c1C
ZINC55674853	Cc1ccc(C)c(N(C)S(=O)(=O)c2ccc3c(c2)NC(=O)CO3)c1
ZINC57680858	O=[N+]([O-])c1c(NC2CCSc3c(F)cccc32)nc2sccn12
ZINC03592944	CN(C(=O)CN1C(=O)NC2(CCCCCC2)C1=O)C1CCCCC1
ZINC59267186	COc1ccc([N+](=O)[O-])c2c1NC(c1cccnc1)C1CC=CC21
ZINC61721205	Cc1nc(NC(=O)c2cc(C(C)C)nc3c2c(C)nn3C)sc1C
ZINC62089062	Cc1ccc(S(=O)(=O)Nc2ccc3oc(=O)n(C)c3c2)cc1C
ZINC63807273	Cc1noc2nc(C(C)C)cc(C(=O)NC3=CC4=CC=NC4C=C3)c12
ZINC63848471	C1=NN(C2CCCC2)C2NC(c3ccc(C4CCCCO4)o3)N=C12
ZINC35481994	Cn1c(=O)[nH]c2cc(-c3noc(-c4ccc(F)c(F)c4)n3)ccc21
ZINC65383409	CC1=C(C2N=C3CC(c4ccc(Cl)cc4)CNC(=O)C3=N2)C(C)N=N1
ZINC65531146	COc1cc(OC)cc(C2CC(=O)NCc3nc4ccc(C)cn4c32)c1
ZINC66453016	Cc1nc2c3ccccc3nc(NC(C)c3ccc(C#N)cc3)n2n1
ZINC66813896	Fc1ccc(C2CN(c3ncnc4[nH]cnc34)CCO2)cc1Cl
ZINC03464416	CCC1(c2ccc(Cl)cc2)NC(=O)N(CC(=O)Nc2ccc(C(C)=O)cc2)C1=O
ZINC04375629	Cc1ccc(NC(=O)C(=O)NCCc2csc3nc(-c4ccccc4C)nn23)cc1
ZINC07215232	Cc1ccc2c(c1)CCCN2CC(=O)NN1C(=O)NC(C)(CCc2ccccc2)C1=O
ZINC06143644	CCCSc1nc2c(c(=O)[nH]1)C(c1cc(OC)ccc1OC)C1=C(CCCC1=O)N2
ZINC08984092	CC(=O)N(c1ccccc1)c1nc(CSc2nnc(C3CCCCC3)n2N)cs1
ZINC02316240	Cn1c(SCC(=O)N/N=C/c2ccc(O)cc2)nnc1-c1cccc(Br)c1
ZINC09103758	CC(C)CCNC(=O)C1CCCc2sc(NC(=O)c3ccc4c(c3)OCO4)nc21
ZINC09103764	CC(C)CCNC(=O)C1CCCc2sc(NC(=O)c3ccc4c(c3)OCO4)nc21
ZINC03284387	COc1cc(/C=C/C(=O)OCc2nc3sc4c(c3c(=O)[nH]2)CCC(C)C4)ccc1O
ZINC09821798	Cc1ccc2nc(NC(=O)Cc3csc(NS(=O)(=O)c4ccccc4)n3)sc2c1
ZINC09837954	Cc1ccc(N(CC(=O)Nc2ccc(F)c(Cl)c2)S(=O)(=O)c2c(C)n[nH]c2C)cc1
ZINC10372671	Cc1cccn2cc(COc3cccc(C(=O)NNC(=O)c4cc5c(s4)CCC5)c3)nc12
ZINC09382492	O=c1cc(Cc2nnc(SCc3ccccc3F)n2-c2ccc(Cl)cc2)[nH]c(=O)[nH]1
ZINC03832741	CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc2)s1
ZINC12382979	C=CCc1cc(/C=C2/C(=O)NC(=O)N(c3ccc(C(C)C)cc3)C2=O)cc(OC)c1O
ZINC09669638	Cn1nc(-c2ccc(Cl)cc2)cc1NC(=O)CSc1nnc(-c2cccs2)[nH]1
ZINC14235800	Cc1c(C(=O)NNS(=O)(=O)c2ccc(OC(F)(F)F)cc2)oc2ccccc12
ZINC15130585	O=C1NC2(CCCC2)C(=O)N1CCCNc1ncnc2scc(-c3ccccc3)c12
ZINC03482668	CCNC(=O)NC(=O)CSc1nc2ccccc2c(=O)n1-c1ccccc1C(C)C
ZINC16361157	C=CCSc1nc2c(c(=O)[nH]1)C(c1ccc(C(=O)OC)cc1)C1=C(CCCC1=O)N2
ZINC17329883	O=C(NNC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cccc([N+](=O)[O-])c1
ZINC21141016	O=C(COc1ccc2ccc(=O)oc2c1)Nc1cccc(NC(=O)c2cccs2)c1
ZINC21706272	Cc1cc(Cl)ccc1NC(=O)CN1C(=O)NC(C)(c2ccc(OC(F)F)cc2)C1=O
ZINC21732985	Cc1ccc(C(NC(=O)CN2C(=O)NC(C)(c3ccco3)C2=O)c2cccs2)cc1
ZINC21969325	CC(C)(C)C1CCc2sc(C(=O)NNC(=O)CCn3c(=O)oc4ccccc43)cc2C1
ZINC22062964	CC(Sc1nnc(-c2ccccc2F)n1C1CC1)C(=O)NC(=O)Nc1ccccc1
ZINC22358764	CC(C)c1ccc(S(=O)(=O)Nc2cccc(S(=O)(=O)/N=C3/CCCN3)c2)cc1
ZINC10061163	COCCn1/c(=N/C(=O)Cc2ccc(Cl)s2)sc2cc(S(N)(=O)=O)ccc21
ZINC22865939	CC(C)c1ccc(-c2csc(NC(=O)CN3C(=O)NC(C)(C4CC4)C3=O)n2)cc1
ZINC23564324	Cc1cccc(C)c1NC(=O)CNC(=O)C(C)Sc1nnc2cc(C)c3ccccc3n12
ZINC27086312	Cc1oc(-c2ccccc2)nc1C(=O)NNC(=O)C(C)Oc1cccc(Br)c1
ZINC33334618	COc1cc(/C=N\NC(=O)CSc2nc3ccccc3o2)cc(Br)c1O
ZINC33473819	C=CCNC(=O)NC(=O)CSc1nc2sc3c(c2c(=O)n1C1CCCC1)CCCC3
ZINC08617313	COc1ccccc1C(=O)Nc1nnc(SCc2cc(=O)c3ccccc3[nH]2)s1
ZINC08603495	COC(=O)C1=C(CS(=O)(=O)c2ccc(C)cc2C)NC(=O)NC1c1ccc(C)cc1
ZINC32255452	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NN(Cc1ccccc1)c1ccccc1)C2=O
ZINC39553359	Cc1ccc(C(=O)NC(C(=O)Nc2cccc(-c3nnc4n3CCC4)c2)C(C)C)cc1
ZINC40825983	CCC(C)NC(=O)c1oc2c(c1C)/C(=N/NS(=O)(=O)c1ccc(F)cc1)CCC2
ZINC08621256	CCC(C)n1c(SCC(=O)NC(=O)NC(C)C)nc2sc3c(c2c1=O)CCCCC3
ZINC45259520	CCc1cccc(-c2nc(CNc3cccc(C#N)c3)[nH]c2C2=CC=C3OCOC3C2)n1
ZINC14607536	COc1ccc(CNC2=[NH+]C(c3ccc(SC)cc3)N3C([O-])=CC(C)=NC3=N2)cc1
ZINC09348911	CCOC(=O)c1sc(NC2=NC(c3ccccc3)C3=C(CC(C)(C)CC3=O)N2)nc1C
ZINC09348911	CCOC(=O)c1sc(/N=C2/NC3=C(C(=O)CC(C)(C)C3)C(c3ccccc3)N2)nc1C
ZINC09580148	CCOC(=O)c1ccc(N2C(=O)/C(=C\Nc3cccc(O)c3)c3ccccc3C2=O)cc1
ZINC13567341	COc1cc(C2CC(=O)Nc3nc(SC)[nH]c(=O)c32)ccc1OCc1ccccc1C
ZINC58865516	CC(NC(=O)Nc1ccc(S(=O)(=O)N(C)C(C)C)cc1)c1cc2ccccc2o1
ZINC51829080	CC1CC(C)CN(S(=O)(=O)c2cccc(C(=O)Oc3cccc(C(N)=O)c3)c2)C1
ZINC60098295	CCc1ccc(C(=O)Nc2ccc(NC(=O)C(C)n3nc(C)cc3C)c(Cl)c2)o1
ZINC60216913	CC(C)(CNC(=O)CNC(=O)c1ccc(Br)o1)c1ccc2c(c1)OCO2
ZINC02305208	CCN(CC)c1ccc(N/C=C2/C(=O)NC(=O)N(c3c(C)cc(C)cc3C)C2=O)cc1
ZINC02305208	CCN(CC)c1ccc(N/C=C2\C(=O)NC(=O)N(c3c(C)cc(C)cc3C)C2=O)cc1
ZINC63731578	CCc1ccc(N2C(=N)C3=C(C)N=NC3=NC2SCC(=O)Nc2ccc(C)cc2)cc1
ZINC00674591	Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)COc3ccc(Br)c(C)c3)cc2)c(C)c1
ZINC02855878	CCc1cc(C(=O)OC)c(NC(=S)Nc2nn(Cc3ccc(Cl)c(Cl)c3)cc2Cl)s1
ZINC02105065	Cc1ccc(NC(=O)c2sc(NC(=O)c3csc4c3CCC(C)C4)c(C(=O)OC(C)C)c2C)c(C)c1
ZINC09777236	Cc1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(CCC(C)C)C4C(=O)NC2CCCC(C)C2C)cc1C
ZINC09779775	Cc1ccc(C(C)C)c(OCC(=O)NNC(=O)COc2c(Cl)cc(Cl)cc2Br)c1
ZINC10001940	CC(C)C(NC(=O)c1ccccc1F)C(=O)N/N=C/c1ccccc1OCc1ccc(Cl)cc1Cl
ZINC11855283	O=C(Nc1cc(-c2cccs2)nn1-c1nc(-c2ccccc2)cc(=O)[nH]1)c1ccccc1C(F)(F)F
ZINC01437508	COc1cc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccc(C(F)(F)F)cc2)cc(OC)c1OC
ZINC03404314	CCOC(=O)c1c(NC(=O)C2=C(C)N(c3ccccc3)C(=S)NC2c2cccc(F)c2)sc(C)c1C
ZINC13977656	CCc1ccc(OCC(=O)NNC(=O)CCCOc2ccc(Cl)cc2Cl)c(Br)c1
ZINC13978329	CCc1ccc(OCC(=O)NC(=S)Nc2sc3c(c2C(=O)OC)CCCC3)c(Br)c1
ZINC19880971	COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OC(C)C)C3c2cc(Cl)c(O)c(OC)c2)cc1
ZINC00689748	COc1ccc(C2C(C(=O)Nc3cc(C(F)(F)F)ccc3Cl)=C(C)NC3=C2C(=O)CCC3)c(OC)c1
ZINC20157901	C/C(=N\NC(=O)C1CC1c1ccc(C(C)(C)C)cc1)c1ccc(NC(=O)c2ccc(Br)o2)cc1
ZINC09598247	COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)Nc2ccc(C)cc2)C3c2ccc(C)cc2)cc1OC
ZINC21085480	CCN(CC)c1ccc(NC(=O)c2ccccc2OCC(=O)NC2C3=C(CCCC3)c3ccccc32)cc1
ZINC21221212	CCOc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(N(C)C)cc2)C3)ccc1OC(C)C
ZINC21240380	COc1ccc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(OC(C)C)c(OC)c2)C3)c(OC)c1
ZINC21595950	Cc1ccc(-c2cc3ccccc3oc2=O)cc1NC(=S)NC(=O)/C=C/c1ccc(-c2ccccc2)o1
ZINC28307422	Cc1ccc(NC(=O)/C(=C\c2ccc3c(c2)OCO3)NC(=O)c2ccccc2C(=O)c2ccc(C)cc2)cc1
ZINC28352376	C/C(=N\NC(=O)CSc1nc2sc3c(c2c(=O)n1-c1ccc(C)cc1)CCCC3)c1ccccc1O
ZINC30828695	O=C(NC(=S)Nc1ccc(N2CCN(C(=O)/C=C/c3ccccc3)CC2)cc1)c1cccc2ccccc12
ZINC30858677	COc1ccc(C(CC(C)C)NC(=O)c2ccc(Cl)c(S(=O)(=O)Nc3ccc(C)cc3C)c2)cc1
ZINC33599588	CCc1cccc(CC)c1N1C(=O)C2C(c3cc(C)ccc3C)[NH2+]C(CC3CCCCC3)(C(=O)[O-])C2C1=O
ZINC33810441	CC(C)Sc1nc2c(c(=O)[nH]1)C(c1ccc(OCc3ccccc3)cc1)C1=C(CC(C)(C)CC1=O)N2
ZINC35934842	CCN1C(=O)NC(c2ccc(Cl)cc2Cl)C2=C1CN(C(C)C(=O)Nc1ccc(C(C)C)cc1)C2=O
ZINC36493788	CC(C)(C)NC(=O)C(c1cccc(O)c1)N(Cc1ccco1)C(=O)/C(=C/c1ccccc1)c1ccccc1
ZINC36493789	CC(C)(C)NC(=O)C(c1cccc(O)c1)N(Cc1ccco1)C(=O)/C(=C\c1ccccc1)c1ccccc1
ZINC36534568	COc1cccc(C(C(=O)NC(C)(C)CC(C)(C)C)N(C)C(=O)C(O)(c2ccccc2)c2ccccc2)c1
ZINC36552832	Cc1ccc(C(C(=O)NC(C)(C)CC(C)(C)C)N(C(=O)C2CCC(=O)N2)c2cccc(Cl)c2)c(C)c1
ZINC36555334	Cc1ccc(CN(C(=O)/C(=C\c2ccccc2)c2ccccc2)C(C(=O)NC(C)(C)C)c2cccc(O)c2)o1
ZINC36555343	Cc1ccc(CN(C(=O)/C(=C/c2ccccc2)c2ccccc2)C(C(=O)NC(C)(C)C)c2ccc(O)cc2)o1
ZINC36556588	Cc1ccc(CN(C(=O)Cc2ccccc2C)C(C(=O)NC(C)(C)CC(C)(C)C)c2ccccc2O)o1
ZINC36557749	O=S(=O)(NCC1CCCO1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1OCc1ccccc1)N2
ZINC36579384	COc1cc(C(C(=O)NC(C)(C)C)N(C(=O)/C(=C\c2ccccc2)c2ccccc2)C(C)(C)C)ccc1O
ZINC36590458	COc1cc(C(C(=O)NC(C)(C)C)N(C(=O)C(c2ccccc2)c2ccccc2)C(C)(C)C)ccc1O
ZINC36597379	Cc1ccc(CN(C(=O)c2ccc(O)cc2)C(C(=O)NC(C)(C)CC(C)(C)C)c2ccc(Cl)cc2)o1
ZINC08432410	CC1(C)CC(NC(=O)COc2ccc(Cl)cc2)CC(C)(CNC(=O)COc2ccc(Cl)cc2)C1
ZINC08432412	CC1(C)CC(NC(=O)COc2ccc(Cl)cc2)CC(C)(CNC(=O)COc2ccc(Cl)cc2)C1
ZINC39836234	CC1CCc2c(sc(NC(=O)/C=C/c3ccc(C(C)(C)C)cc3)c2C(=O)NC2CCS(=O)(=O)C2)C1
ZINC40115548	CCOCCCNC(=O)c1c(NC(=O)c2oc3cc(Br)ccc3c2C)sc2c1CCCC2
ZINC38704677	COc1ccc(CCN2C(=O)c3[nH]nc(-c4c(C)cc(C)cc4O)c3C2c2ccc(Cl)cc2)cc1OC
ZINC41020853	CCSc1nc2n(n1)C(c1cccc(Oc3ccccc3)c1)C(C(=O)Nc1cccc(C)c1C)=C(C)N2
ZINC36608986	COc1cc(C(C(=O)NC(C)(C)CC(C)(C)C)N(C(=O)c2cccc(Cl)c2)c2ccccc2)ccc1O
ZINC58847929	COc1ccc(OC)c(C2Nc3ccc(S(=O)(=O)Nc4cccc(Cl)c4C)cc3C3C=CCC32)c1
ZINC12490324	Cc1cc(OCC(=O)NNC(=O)C(C)Oc2ccc(Cl)cc2Cl)c(C(C)C)cc1Br
ZINC12619552	Cc1nn(-c2ccccc2)c(O)c1C(c1ccc(-c2ccccc2)cc1)c1c(C)[nH]n(-c2ccccc2)c1=O
ZINC09243649	CCOc1cc(C2c3c(n[nH]c3-c3cc(Cl)c(C)cc3O)C(=O)N2Cc2ccc(C)cc2)ccc1O
ZINC09243649	CCOc1cc(C2c3c(-c4cc(Cl)c(C)cc4O)n[nH]c3C(=O)N2Cc2ccc(C)cc2)ccc1O
