ZINC03458097	Cc1cc(C)cc(CN2C(=O)NC3(CCC(C)CC3)C2=O)c1
ZINC39228268	O=C(NCC1CCCO1)C1CC=CCC1C(=O)N1CCc2c([nH]c3ccccc23)C1
ZINC39508820	C=C1C=C(C)C(C(=O)NC2CCCN(c3ccc(C(F)(F)F)cn3)C2)C(=O)N1
ZINC39726354	NC(=O)C1CCCCN1CC1=NC(=O)C2SC(c3ccc(Cl)cc3)=CC2=N1
ZINC40144302	CC(NC(=O)C1CCCC1)C(=O)NCc1cc(Cl)c2c(c1)OCCCO2
ZINC41957785	Cc1c(C(C)NC(=O)C(=O)Nc2cc(Cl)c(Cl)cc2Cl)cnn1C
ZINC43759880	CC(=O)OCC(=O)C1(O)CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC21C
ZINC04548354	COc1cc(/C=C2/NC(=O)N(Cc3ccc(Br)cc3)C2=O)ccc1O
ZINC58011374	O=C1NC2(CCCC2)C(=O)N1CC(O)COc1cccc(Br)c1
ZINC08401674	CC(c1ccc(S(N)(=O)=O)cc1)N(C)C(=O)C1Cc2cc(Cl)ccc2O1
ZINC60498857	Cc1ccc(C2CCCN2S(=O)(=O)c2ccc(S(N)(=O)=O)cc2F)cc1
ZINC05343701	O=C1c2n[nH]c(-c3ccccc3O)c2C(c2cccc(Cl)c2)N1CCCO
ZINC05343701	O=C1c2[nH]nc(-c3ccccc3O)c2C(c2cccc(Cl)c2)N1CCCO
ZINC40014232	C/C(N)=C(/C#N)C(=O)CSC1=NC(=O)C2=C(c3ccccc3)CSC2=N1
ZINC64349686	CN(CC(=O)NC(=O)NCc1ccco1)c1ccc(Br)cc1F
ZINC17918536	CCNC(=O)[C@H]1CC(=O)N(CC)C(=Nc2cc(Cl)c(O)c(Cl)c2)S1
ZINC17918536	CCNC(=O)C1CC(=O)N(CC)/C(=N/c2cc(Cl)c(O)c(Cl)c2)S1
ZINC64816867	Cc1cc(C)c2c(n1)SCCN2C(=O)NCC(=O)NCc1ccc(F)cc1
ZINC54506958	O=C(NCCS(=O)(=O)c1ccc(Cl)cc1)N1CCc2ccc(O)cc2C1
ZINC65736411	O=C(NC(c1ccc(F)cc1)C1CCCO1)c1ccc(-c2ccco2)[nH]c1=O
ZINC66097337	O=C(CC1CCS(=O)(=O)C1)Nc1cc(-c2cc(Cl)cc(Cl)c2)[nH]n1
ZINC66139338	Cc1nc(N)nc(C(C)Oc2ccc(Cl)cc2Br)c1C(=O)N(C)C
ZINC66241455	N#Cc1cnn(-c2ccc(C(=O)N3CCCCC3Cc3ccccc3)cc2)c1N
ZINC66273255	NC(=O)c1ccc(OC(=O)C2CCN(c3nc4ccccc4s3)CC2)cc1
ZINC66305301	CC1CC(CC(=O)NNC(=O)c2ccc(S(C)(=O)=O)cc2)CC(C)(C)C1
ZINC66851184	CC(C)NC(=O)NC(=O)C(C)N1CCOC(c2ccc(Cl)c(Cl)c2)C1
ZINC67000561	COc1cccc2c1N(C(=O)C(=O)NCC1(O)CCCc3ccccc31)CCC2
ZINC04384810	COC(=O)c1ccc(C2C3=C(Nc4[nH]c(N)nc(=O)c42)c2ccccc2C3=O)cc1
ZINC01430913	CSc1nc(N)c2c(n1)OC(N)=C(C#N)C2c1ccc(Br)cc1
ZINC01683009	Cn1c(-c2nc3c(N)nc(-c4ccccc4)nc3nc2N)nc2ccccc21
ZINC05082399	CCC(C)Sc1nc(N)c(NC(=O)c2ccc(Br)o2)c(=O)[nH]1
ZINC00944117	O=C(NNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2)c1ccccc1O
ZINC11635273	Cc1cc2[nH]c(=O)[nH]c2cc1S(=O)(=O)Nc1ccc(O)c2ccccc12
ZINC11758697	NC(=O)c1nc(-c2ccccc2O)nc2c1[nH]c(=O)n2-c1ccc(Cl)c(Cl)c1
ZINC15107905	COCc1cc(C)nc2sc(-c3nc(N)nc(N4CCCCC4)n3)c(N)c12
ZINC17206155	O=c1c(C2[NH2+]CCc3c2[nH]c2ccccc32)c([O-])[nH]c(=S)n1CCc1ccccc1
ZINC17206157	O=c1c(C2[NH2+]CCc3c2[nH]c2ccccc32)c([O-])[nH]c(=S)n1CCc1ccccc1
ZINC20533504	Cc1ccc(-n2nc(C)c3c(-c4ccc(O)c(O)c4)c(C#N)c(N)nc32)cc1
ZINC21233515	CCNC(=O)NC(=O)C(C)Sc1nc(N)c2c3c(sc2n1)CCCC3
ZINC05792287	CC1(C)CC(=O)C2=C(C1)NC(Nc1nc3ccccc3o1)=NC2c1ccc(O)c(O)c1
ZINC30801159	COc1nc(N)nc2sc(C(=O)NNC(=O)c3cc4c(s3)CCCCC4)cc12
ZINC35087269	N#Cc1c(N)nc2sc(C(=O)c3cccc4c3OCCO4)c(N)c2c1-c1ccco1
ZINC00958592	CC1=C(C(N)=O)C(c2cccc(O)c2)N2[N-]C(SCc3ccccc3F)=NC2=[NH+]1
ZINC38558100	O=C1NC(=O)N(c2ccc(Cl)cc2)C(O)C1C1NCCc2c1[nH]c1ccccc21
ZINC38990105	O=C1C(C2NCCc3c2[nH]c2ccccc32)C(O)=NC(O)N1c1cccc2ccccc12
ZINC38990106	O=C1C(C2NCCc3c2[nH]c2ccccc32)C(O)=NC(O)N1c1cccc2ccccc12
ZINC38990108	O=C1C(C2NCCc3c2[nH]c2ccccc32)C(O)=NC(O)N1c1cccc2ccccc12
ZINC39000026	Cc1cc(C)c(N2C(=O)C(C3NCCc4c3[nH]c3ccccc43)C(O)=NC2O)c(C)c1
ZINC39007515	Cc1ccc(N2C(=O)C(C3NCCc4c3[nH]c3ccccc43)C(O)=NC2O)cc1Cl
ZINC39011835	Cc1ccc(Cl)cc1N1C(=O)C(C2NCCc3c2[nH]c2ccccc32)C(O)=NC1O
ZINC39011836	Cc1ccc(Cl)cc1N1C(=O)C(C2NCCc3c2[nH]c2ccccc32)C(O)=NC1O
ZINC39011838	Cc1ccc(Cl)cc1N1C(=O)C(C2NCCc3c2[nH]c2ccccc32)C(O)=NC1O
ZINC39482030	O=S(=O)(Nc1ccc(-c2ccccc2)cc1N1CC[NH2+]C([O-])C1)c1ccccc1O
ZINC39856310	Cc1c(C(=O)NC2CCCCC2)oc2c1/C(=N/NC(N)=O)CC(C)(C)C2
ZINC39962494	N#CC1C2=C(CCCCCC2)SC1NC(=O)CSc1nc(N)cc(=O)[nH]1
ZINC40399635	CCc1ccccc1NC(=O)C1CC(=O)Nc2nc(Nc3ccc(F)cc3)[nH]c(=O)c21
ZINC40687400	Nc1c(NNC(=O)c2ccccc2Br)ncnc1N1CCc2ccccc21
ZINC40780187	Nc1c(NNC(=O)c2ccc(F)cc2)ncnc1N1CCCc2ccccc21
ZINC40793546	Nc1c(NNC(=O)c2ccc(Cl)cc2Cl)ncnc1-n1cnc2ccccc21
ZINC44400084	CCC([NH3+])Cc1c(O)cc(C)c2c1Oc1c(C(=O)[O-])cc(OC)c(C)c1OC2=O
ZINC05315753	CC(C)(C)N/N=C(/c1nc2ccc(Cl)cc2[nH]c1=O)C(O)c1ccccc1O
ZINC09130177	O=C1NC(c2cccc(O)c2)C(C(=O)c2ccc(Cl)cc2)C(O)(C(F)(F)F)N1
ZINC04663864	Cc1n[nH]c(O)c1C(c1cccc(I)c1)c1c(O)n[nH]c1C
ZINC56762045	Cc1c(C(=O)NNC(=O)NC(C)Cc2ccc(O)cc2)oc2ccccc12
ZINC57034789	O=C(Nc1nccs1)NC(Cc1ccc(O)cc1)c1nc2ccccc2[nH]1
ZINC57848405	CC(NC(=O)Nc1ccccc1N1CCCCC1)c1ccc(S(N)(=O)=O)cc1
ZINC58949164	CC1=C(C(N)=O)C(c2cccc(OCc3ccccc3)c2)C(C#N)=C(N)O1
ZINC59385725	COc1cc(/C=N/NC(=O)C2=C(C)NC(=O)NC2c2ccccc2Cl)ccc1O
ZINC59385826	COc1ccccc1/C=N/NC(=O)C1=C(C)NC(=O)NC1c1ccccc1O
ZINC59385831	COc1ccc(/C=N/NC(=O)C2=C(C)NC(=O)NC2c2ccccc2O)cc1
ZINC59385845	CC1=C(C(=O)N/N=C/c2ccc(N(C)C)cc2)C(c2ccccc2O)NC(=O)N1
ZINC59385847	CC1=C(C(=O)N/N=C/c2ccc(N(C)C)cc2)C(c2ccccc2O)NC(=O)N1
ZINC20115267	COc1ccc(C(=O)N/N=C(/C)c2cc(O)ccc2O)cc1Br
ZINC66220208	O=C(Cc1c[nH]c2ccccc12)NNC(=O)NC1(c2ccccc2)CCC1
ZINC66977179	O=C(NCc1ccc(-c2ccn[nH]2)cc1)NCC1(O)CCCc2ccccc21
ZINC66977180	O=C(NCc1ccc(-c2ccn[nH]2)cc1)NCC1(O)CCCc2ccccc21
ZINC67381613	Cc1ccsc1C(=O)NNC(=O)NC(c1nc2ccccc2[nH]1)C(C)C
ZINC02130625	Cc1c(Cl)ccc2c1NC(=O)C21[NH2+]C(CCC(N)=O)C2C(=O)N(Cc3ccccc3)C(=O)C21
ZINC02136682	CCc1cccc2c1NC(=O)C21[NH2+]C(CCC(N)=O)C2C(=O)N(Cc3ccccc3OC)C(=O)C21
ZINC02138804	COc1ccccc1CN1C(=O)C2C(CCC(N)=O)[NH2+]C3(C(=O)Nc4c(C)cc(C)cc43)C2C1=O
ZINC04085132	NC(=O)CC1[NH2+]C2(C(=O)Nc3ccccc32)C2C(=O)N(CCc3ccccc3)C(=O)C12
ZINC05413395	NC(=O)C(CC1CCCCC1)NC(=O)C1C[NH2+]CCN1C(=O)c1cccs1
ZINC01605735	COC(=O)C(Cc1cccs1)NC(=O)C([NH3+])Cc1c[nH]c2ccccc12
ZINC08253709	CCOc1cc(C[NH2+]C(C)(C)CO)cc(Br)c1OCC(N)=O
ZINC02316557	CC[NH+]1CCc2c(sc(NC(=S)NC(=O)/C=C/c3ccco3)c2C(N)=O)C1
ZINC02136476	CC(=O)Oc1ccc(N2C(=O)C3C(CCC(N)=O)[NH2+]C4(C(=O)Nc5c4ccc(Cl)c5C)C3C2=O)cc1
ZINC08789967	CC(=O)Oc1ccc(N2C(=O)C3C(Cc4ccc(O)c(O)c4)[NH2+]C4(C(=O)Nc5ccccc54)C3C2=O)cc1
ZINC08790263	Cc1ccc2c(c1)C1([NH2+]C(CCC(N)=O)C3C(=O)N(CCc4ccccc4)C(=O)C31)C(=O)N2
ZINC08791032	COc1ccc(CCN2C(=O)C3C(CC(N)=O)[NH2+]C4(C(=O)Nc5c(C)cccc54)C3C2=O)cc1OC
ZINC08918227	CC(C)C(NC(=O)C1CCN(C(=O)C([NH3+])Cc2ccccc2)CC1)C(=O)NCc1ccccc1F
ZINC15032151	CC(C(=O)NCCc1ccc(S(N)(=O)=O)cc1)[NH+]1CCC(C(=O)NCc2ccccc2)CC1
ZINC04635149	O=C(C1=C(O)C(=O)N(CC[NH2+]CCO)C1c1ccc(O)cc1)c1ccc(Cl)cc1
ZINC17099489	COC(=O)c1c(NC(=O)c2cc3ccc4ccccc4c3oc2=[NH2+])sc(C(N)=O)c1C
ZINC20836979	Cc1nn(C)c(C)c1/C=N/Nc1nc(SCC(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)n[nH]1
ZINC20837638	CC1(C)CC(NC(=O)CSc2n[nH]c(N/N=C/c3ccncc3)n2)CC(C)(C)[NH2+]1
ZINC26580555	O=C(NCC[NH2+]CCO)/C(=C/c1ccc(Cl)cc1Cl)NC(=O)c1ccco1
ZINC27724055	CC(C)([NH3+])C(=O)NC(COCc1ccccc1)C(=O)N1CCC2(CC1)CC(O)c1ccccc12
ZINC38815325	CCC([NH2+]C1N=NC(=O)NC1=O)C(=O)N/N=C\c1c(O)ccc2ccccc12
ZINC39534509	CC(C)S(=O)(=O)c1ccc(C(CNc2ccccc2O)N2CC[NH2+]C(O)C2)cc1
ZINC20637881	Nc1nc(N2CCC3(CC2)c2ccccc2C([NH+]2CCCC2)C3O)cc(=O)[nH]1
ZINC39656208	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(C)cc34)C3(CC[NH2+]CC3)C2)C(C)ON1
ZINC15226908	COc1ccc(C2=NN(C3=NNC([NH3+])=Cc4nncn43)C(O)(C(F)(F)F)C2)cc1
ZINC40152850	CC1Cc2cc(S(N)(=O)=O)ccc2N1C(=O)C[NH+](CC(N)=O)Cc1ccc(Br)cc1
ZINC40952852	CCn1c(-c2nonc2N)nc2c(-c3ccccc3)ncc(OCCC[NH3+])c21
ZINC41328672	CC(C)C(CNC(=O)C(=O)Nc1ccccc1CC(N)=O)[NH+]1CCCCCC1
ZINC41593547	CC1CC[NH+](C(CNC(=O)C(=O)Nc2ccccc2CC(N)=O)C(C)C)CC1
ZINC42636207	CCOC(=O)C1=C(CS/C(N)=[NH+]/C(C)C)NC(=O)NC1c1ccccc1
ZINC43217356	[NH3+]C(Cc1ccc(O)cc1)c1nc(C(=O)NC(Cc2ccccc2)c2ccccc2)co1
ZINC46917530	NC(=O)NC(CC(=O)NCC(c1ccccc1)[NH+]1CCCC1)c1ccccc1
ZINC51053832	CCCC(C)NC(=O)C1CCC[NH+](C(C)C(=O)Nc2sccc2C(N)=O)C1
ZINC51164772	NC(=O)C([NH2+]Cc1ccc(S(=O)(=O)NCc2ccco2)cc1)c1ccccc1
ZINC13781853	Cc1cc(N)[nH+]c(C)c1CNC(=O)Cn1c(C)cnc(NCCc2ccccc2)c1=O
ZINC54038138	C[NH+](C)C(CNC(=O)NNC(=O)c1cc(Br)c[nH]1)c1ccco1
ZINC54945953	CC1CC(C)C[NH+](C(C)(C)CNC(=O)C(=O)Nc2ccc(CC(N)=O)cc2)C1
ZINC54945955	CC1CC(C)C[NH+](C(C)(C)CNC(=O)C(=O)Nc2ccc(CC(N)=O)cc2)C1
ZINC57414210	COC(=O)C1=C(CN2CCC(C(N)=O)([NH+]3CCCCC3)CC2)NC(=O)NC1c1ccccc1
ZINC39935313	NC(=O)C1C2=C(CCC2)SC1NC(=O)C[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC39938684	NC(=O)C1C2=C(CCCC2)SC1NC(=O)C[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC39958856	CC1(C)CC(NC(=O)C2NC(C3=CC4=CC=NC4C=C3)NO2)CC(C)(C)[NH2+]1
ZINC63692073	CCCC(NC(N)=O)C(=O)NCc1ccccc1C[NH+]1CC(C)CC(C)C1
ZINC63782402	O=C(CC1NOC(C(=O)NCCC2=c3cc(Cl)ccc3=[NH+]C2)N1)Nc1ccccc1
ZINC63783182	O=C(CC1NOC(C(=O)NCCC2=c3cc(F)ccc3=[NH+]C2)N1)NCc1ccccc1
ZINC64340222	COC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)C(Cc1ccccc1)NC(N)=O
ZINC65382669	NS(=O)(=O)c1ccc(CN2CNC(c3ccccc3)C2c2[nH]cc[nH+]2)cc1
ZINC40405614	N/C(=N\C(=O)CC(c1ccc(F)cc1)c1ccccn1)NCCCc1c[nH]c[nH+]1
ZINC66244254	[NH2+]=C(NCc1ccc(S(=O)(=O)NCC2CCCO2)cc1)NC1CCCC1
ZINC02946022	CCOc1ccc(/C=N/NC(=O)c2cc(O)c(O)c(O)c2)cc1C[NH+]1CC2CC(C1)c1cccc(=O)n1C2
ZINC04060875	Cc1ccc(-n2c(O)c(C3[NH2+]CCc4c3[nH]c3ccccc43)c(=O)[nH]c2=O)cc1C
ZINC04277891	NC(=O)C(CC1CCCCC1)NC(=O)C1CN(C(=O)C2CC[NH2+]CC2)CCN1C(=O)C1CCCCC1
ZINC05765701	COc1c2ccc(c1OC)Oc1cc(ccc1O)/C=C/C(=O)NCCC[NH2+]CCCCNC(=O)/C=C/2
ZINC06166220	COc1ccccc1-n1c(O)c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(=O)[nH]c1=O
ZINC00902341	CC[NH+]1CCc2c(sc(NC(=S)NC(=O)/C=C/c3ccccc3)c2C(N)=O)C1
ZINC08665865	[NH2+]=C1NN(c2ccccc2)C2(c3ccncc3C(=O)[O-])C1C(=[NH2+])NN2c1ccccc1
ZINC08789882	Cc1c(Cl)ccc2c1NC(=O)C21[NH2+]C(Cc2ccccc2)C2C(=O)N(c3ccc(C(N)=O)cc3)C(=O)C21
ZINC08790299	O=C1C2C(Cc3ccc(O)c(O)c3)[NH2+]C3(C(=O)Nc4ccccc43)C2C(=O)N1CCc1ccccc1
ZINC08790320	NC(=O)CC1[NH2+]C2(C(=O)Nc3ccc(Cl)cc32)C2C(=O)N(CCc3ccccc3)C(=O)C12
ZINC08790321	NC(=O)CC1[NH2+]C2(C(=O)Nc3ccc(Cl)cc32)C2C(=O)N(CCc3ccccc3)C(=O)C12
ZINC04177803	CC1(C)Cc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)c2C(N)=O)C(C)(C)[NH2+]1
ZINC02107400	O=c1c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(O)[nH]c(=S)n1-c1ccc(Br)cc1
ZINC02128806	O=C1C2C(Cc3ccc(O)c(O)c3)[NH2+]C3(C(=O)Nc4ccccc43)C2C(=O)N1c1ccc(Cl)cc1
ZINC12882450	O=C1C2C(Cc3ccc(O)c(O)c3)[NH2+]C3(C(=O)Nc4ccccc43)C2C(=O)N1C1CCCCCC1
ZINC12883053	Cc1cc(C)c2c(c1)C1([NH2+]C(CC(N)=O)C3C(=O)N(CCc4ccccc4)C(=O)C31)C(=O)N2
ZINC12885390	Cc1ccc2c(c1C)NC(=O)C21[NH2+]C(CC(N)=O)C2C(=O)N(CCc3ccccc3)C(=O)C21
ZINC12902062	Cc1ccc2c(c1)C1([NH2+]C(Cc3c[nH]c4ccc(O)cc34)C3C(=O)N(c4ccccc4)C(=O)C31)C(=O)N2
ZINC12902067	Cc1ccc2c(c1)C1([NH2+]C(Cc3c[nH]c4ccc(O)cc34)C3C(=O)N(c4ccccc4)C(=O)C31)C(=O)N2
ZINC05625954	Cc1ccc(-n2c(O)c(C3[NH2+]CCc4c3[nH]c3ccccc43)c(=O)[nH]c2=S)c(C)c1
ZINC14157963	Cc1ccc(NC(=S)N=C(Nc2nc(C)cc(C)n2)NC2CC(C)(C)[NH2+]C(C)(C)C2)c(C)c1
ZINC12412579	CCOC(=O)C1=C(C[NH2+]C2CC(C)(C)NC(C)(C)C2)NC(=O)NC1c1ccc2c(c1)OCO2
ZINC20504782	C[NH+](C)CCNC(=O)CC1c2[nH]/c(=N/C(=O)c3cccs3)sc2CC2C(C)(CO)C(O)CCC12C
ZINC20832433	CC1(C)CC(NC(=O)CSc2n[nH]c(N/N=C/c3ccccc3O)n2)CC(C)(C)[NH2+]1
ZINC20835394	C/C(=N\Nc1nc(SCC(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)n[nH]1)c1ccc(Br)cc1
ZINC22063446	CCOC(=O)C1=C(C[NH+]2Cc3ccccc3CC2C(N)=O)NC(=O)NC1c1ccccc1
ZINC33626771	CC(C)c1ccc2c(c1)CCC1C(C)(CNC(=O)c3coc(C([NH3+])Cc4ccc(O)cc4)n3)CCCC21C
ZINC33626772	CC(C)c1ccc2c(c1)CCC1C(C)(CNC(=O)c3coc(C([NH3+])Cc4ccc(O)cc4)n3)CCCC21C
ZINC38701563	[NH3+]C(Cc1c[nH]c2ccccc12)C1NNC(SCC(=O)c2ccc(Cl)cc2)O1
ZINC39035095	Cc1csc(NC(=O)CSC2NNC(c3cc(Br)ccc3O)[NH+]2C)n1
ZINC39467306	O=P1(c2ccccc2O)N[NH+]2CC3C=C(c4ccccc4O)C(O)=CC3CC2CO1
ZINC39597930	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccccc34)C3(CC[NH2+]CC3)C2)C(c2ccccc2)NO1
ZINC39661820	CCC(C(=O)N1CC(C(=O)NCCc2ccc(O)c(O)c2)C2(CC[NH2+]CC2)C1)c1ccccc1
ZINC39661821	CCC(C(=O)N1CC(C(=O)NCCc2ccc(O)c(O)c2)C2(CC[NH2+]CC2)C1)c1ccccc1
ZINC39661857	CCCCC(C)C(=O)N1CC(C(=O)NCCc2ccc(O)c(O)c2)C2(CC[NH2+]CC2)C1
ZINC39676519	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(Cl)cc34)C3(CC[NH2+]CC3)C2)C(C)ON1
ZINC39856026	Cc1c(C(=O)Oc2ccc(-c3ccc(C#N)cc3)cc2)oc2c1/C(=N/NC(N)=[NH2+])CC(C)(C)C2
ZINC40069609	Cc1ccccc1C(CC(=O)NCC(c1cccs1)[NH+]1CCC(C)CC1)NC(N)=O
ZINC40972249	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCC([NH3+])Cc3ccccc3)c21
ZINC43547779	CC1(O)CCC2(CCC(=O)NCCc3c[nH]c4ccccc34)C([NH2+]C3CCOCC3)CC(C)(C)C2C1
ZINC43553256	CCCCNc1[nH+]c2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)Nc1ccccc1
ZINC18053704	COc1cc(C2NC(N)=[NH+]c3nc4ccccc4n32)cc(I)c1O
ZINC57944212	Cc1cc(C)c2c(N)c(C(=O)OCCOc3ccc(S(N)(=O)=O)cc3)sc2[nH+]1
ZINC59170583	NS(=O)(=O)c1ccc(/[NH+]=c2\oc3cc(O)ccc3cc2C(=O)Nc2ccccc2Br)cc1
ZINC13634046	Cc1nnc(SCc2cc(=O)[nH]c(NC(=[NH2+])Nc3ccc(C(C)C)cc3)n2)s1
ZINC08776429	CCOc1ccc(O)c(C2NC(=[NH2+])Nc3nc4cc5c(cc4n32)OCCCO5)c1
ZINC13477566	COc1cc(/C=N/[NH+]=C(\N)c2nonc2N)cc(Br)c1OCc1ccccc1C
ZINC13477566	COc1cc(/C=N/[NH+]=C(/N)c2nonc2N)cc(Br)c1OCc1ccccc1C
ZINC63686255	O=C(CCC1NNC(C(=O)Nc2ccccc2)S1)NCCC1=c2ccccc2=[NH+]C1
ZINC63686256	O=C(CCC1NNC(C(=O)Nc2ccccc2)S1)NCCC1=c2ccccc2=[NH+]C1
ZINC64150829	Nc1nc(N)nc(COC(=O)CCC2=c3cc(F)ccc3=[NH+]C2c2ccc(F)cc2)n1
ZINC03785843	CC(CC1CCCc2ccccc21)[NH2+]CC(O)c1ccc(O)cc1
ZINC04031230	CC(C)[NH2+]CC1(O)CCC2C3CCC4CC(O)CCC4(C)C3CCC21C
ZINC04974918	OC(CC1CCCC(CC(O)c2ccccc2)[NH2+]1)c1ccccc1
ZINC06331988	CC1(C)CC(NC(=S)NC2CC3CCC2C3)CC(C)(C)[NH2+]1
ZINC19483481	NC(=[NH2+])c1cccc(OCc2ccccc2Br)c1
ZINC20222149	Cc1cc2c(c(C)c1Cl)C(O)C([NH3+])C1(CCCCC1)O2
ZINC21509600	CCC(CO)[NH2+]C(c1ccc(O)cc1)c1ccc(Cl)cc1
ZINC31900451	Nc1cc(CCC[NH2+]C2CCCCCCC2)ccc1N1CCCC1
ZINC35255365	NC(=O)C1CCC([NH2+]Cc2ccc(Br)s2)CC1
ZINC36264247	[NH3+]C1CC1NS(=O)(=O)c1c(Cl)cc(Cl)cc1Cl
ZINC36829729	Cc1cc(Br)ccc1C([NH3+])c1ccc2c(c1)NC(=O)CO2
ZINC36914325	NC(=[NH2+])c1cnc2ccccc2c1Sc1ccccc1Br
ZINC37142020	CC([NH2+]C1CCCC(C(F)(F)F)C1)c1ccc(O)cc1O
ZINC37261398	CC([NH2+]C(C)c1ccc(Cl)c(Cl)c1Cl)C(N)=O
ZINC37261446	CC([NH2+]C(c1cccs1)c1ccc(Cl)s1)C(N)=O
ZINC37371367	[NH3+]C(c1ccc(Cl)c(Cl)c1)c1ccc2c(c1)NC(=O)CO2
ZINC37371423	[NH3+]C(c1ccc2c(c1)NC(=O)CO2)c1ccccc1Br
ZINC37619407	CCCCC([NH3+])C(=O)Nc1c(F)cc(F)cc1Br
ZINC38049948	[NH3+]C1CCCCC1NS(=O)(=O)c1cc(Cl)ccc1Cl
ZINC38064923	CCC(C)[NH2+]C(C(N)=O)c1cc(Br)ccc1F
ZINC38065655	CCC(C)[NH2+]C(C)(C(N)=O)c1ccccc1Br
ZINC39931185	CC(CC1CCCc2ccccc21)[NH2+]CC(O)c1ccc(O)cc1
ZINC42072560	CC([NH2+]C1C(=O)Nc2cc(Cl)ccc21)c1cccc(O)c1
ZINC43051209	[NH3+]CC(c1ccccc1Cl)N1CC(=O)Nc2ccccc21
ZINC43242976	Cc1ccc(C(C(C)N)[NH+](CCO)C2CCCCC2)s1
ZINC43253994	CC(N)C(c1ccc(Cl)s1)[NH+](CCO)C1CCCC1
ZINC43259055	CC([NH3+])C(c1ccc(Br)s1)N1CCCCC1CCO
ZINC43286066	CCC([NH3+])C(c1cc(Br)cs1)N1CCCC(CO)C1
ZINC44464806	[NH3+]C(CO)Cc1ccc(-c2ccc(Br)cc2)o1
ZINC45551730	CC[NH2+]C(CSc1ccc(Br)cc1)C(N)=O
ZINC49542316	CCCC(Nc1ccc(N)c2c[nH+]ccc12)c1cccs1
ZINC49555115	CC(C)C(Nc1ccc(N)c2ccc[nH+]c12)c1cccs1
ZINC52002364	Cc1cc(Br)cc2c1NC(=O)C2[NH2+]C1CCCCC1O
ZINC53097077	OCC1([NH2+]CC(O)c2cccc(Br)c2)CCCCC1
ZINC53125935	CC1CCCC(CO)([NH2+]CC(O)c2cc(F)ccc2F)C1
ZINC54464823	NC(=O)C([NH2+]Cc1ccccc1)c1csc2ccccc12
ZINC55023709	NC(=[NH2+])CC(Oc1cc(Cl)ccc1Cl)c1ccccc1
ZINC32070612	CC1CCCN(C(C[NH3+])c2ccc(O)c(Br)c2)C1
ZINC32071516	CCN(C(C[NH3+])c1ccc(O)c(Br)c1)C(C)(C)C
ZINC49554988	CC(C)CC(C[NH+](C)C)Nc1ccc(Br)cc1N
ZINC43090834	CC([NH3+])C(c1ccccc1Br)N1CCCCC1CCO
ZINC59500962	NC1=[NH+]C(C(O)c2ccccc2)C(c2ccc(Cc3ccccc3)cc2)S1
ZINC61440091	Cc1ccc2nc(SC(c3ccsc3)C(C)[NH3+])[nH]c2c1
ZINC61440128	Cc1ccc2nc(SC(c3ccc(C)s3)C(C)[NH3+])[nH]c2c1
ZINC61689857	[NH3+]C1CCC(c2ncc(-c3ccc(F)c(Br)c3)[nH]2)CC1
ZINC61856660	NC(=[NH2+])c1ccc(N(Cc2ccsc2)C2CC2)cc1Cl
ZINC62789061	NC(=[NH2+])c1ccc(Cl)cc1Oc1ccc(Cl)cc1Cl
ZINC62819207	NC(=O)c1c(Cl)cccc1N1CC[NH2+]Cc2ccccc21
ZINC63213790	[NH3+]C1CCCCCC1NS(=O)(=O)c1ccc(Cl)cc1F
ZINC64481032	Oc1ccc(C2NCCC3=c4cc(Cl)ccc4=[NH+]C32)cc1O
ZINC04299561	OC(Cn1ccc2ccccc21)C[NH+]1CCC([NH2+]C2CCCCC2O)CC1
ZINC04328269	CCSC1(SCC)[NH+]=C(N)C2(C#N)C(c3ccccc3)[NH2+]C(C)=C(C)C12C#N
ZINC06273315	CCCCCCC(C)NC(=O)c1coc(C([NH3+])Cc2c[nH]c3ccccc23)n1
ZINC07737465	Nc1c(NCC(c2ccco2)[NH+]2CCCCC2)c(=O)[nH]c(=O)n1Cc1ccccc1
ZINC08789589	O=C1C2C(Cc3ccc(O)c(O)c3)[NH2+]C3(C(=O)Nc4ccccc43)C2C(=O)N1Cc1ccccc1
ZINC04177802	CN(C)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)[NH2+]C3(C)C)cc1
ZINC12004516	OC1CCC([NH2+]Cc2cccc(OCC(O)C[NH+]3CCCCCC3)c2)CC1
