ZINC13807919	C[NH2+]C[C@H](O)c1cc(O)c(O)cc1F
ZINC64352907	C[C@H](S[C@H]1NN=C(C2=c3ccccc3=[NH+]C2)O1)c1nc(N)nc(Nc2ccccc2)n1
ZINC03116795	O=c1[nH]cc(NCCNc2[nH+]cc(C(F)(F)F)cc2Cl)c(=O)[nH]1
ZINC05668216	C[NH+](C)C[C@@H](/C(Cc1ccccc1)=N\NC(=S)NN)c1ccccc1
ZINC06758186	NC(=O)c1c(NC(=O)NCC[NH+]2CCOCC2)sc2c1CCCC2
ZINC08473991	CCCNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1Cc2ccccc2C[NH2+]1
ZINC09512764	C[C@H]([NH2+]C[C@@H](O)COc1ccc(C#N)cc1)c1ccc(S(N)(=O)=O)cc1
ZINC12886618	Cc1cc(Cl)c2c(c1)[C@@]1([NH2+][C@@H](CC(N)=O)[C@H]3C(=O)N(CCc4ccccc4)C(=O)[C@H]31)C(=O)N2
ZINC20151115	CC(C)(C)[C@H]1CCc2c(sc(NC(=O)CN3CC[NH2+]CC3)c2C(N)=O)C1
ZINC17073270	N/C(=[NH+]\N=C\c1ccc(OCc2ccccc2F)cc1)c1nonc1N
ZINC22589339	Oc1ccc(C2(C[NH2+]C[C@H](O)COc3ccccc3)CCCC2)cc1O
ZINC28367932	N#Cc1c(C2CC[NH2+]CC2)cc(-c2c(O)cccc2OCc2ccccc2)nc1N
ZINC31829401	[NH3+]CCCC[C@@H](CO)NC(=O)OCC1c2ccccc2-c2ccccc21
ZINC36797312	C[N@H+](CC(=O)Nc1ccc(N)cc1Br)CC(=O)NC1CC1
ZINC37152651	CC[C@@H]([NH2+][C@H]1CC[C@@H](C(N)=O)CC1)c1cc(Br)ccc1O
ZINC37943044	COc1cc([C@H]([NH2+]C[C@H]2CCCO2)C(N)=O)cc(Br)c1O
ZINC18249700	[NH2+]=C(Nc1nc(=O)cc(CSc2ccc(Cl)cc2)[nH]1)Nc1cccc2ccccc12
ZINC40687237	Cc1ccc2c(Nc3ncnc(NC[C@@H]4CCCO4)c3N)cccc2[nH+]1
ZINC40726717	CC[NH+]1CCN(c2ncnc(NNC(=O)c3ccccc3F)c2N)CC1
ZINC40752884	CCOC(=O)[C@H]1CCCN(c2nc[nH+]c(NNc3ccccc3)c2N)C1
ZINC40756413	Nc1c(NCC[NH+]2CCCCC2)ncnc1Nc1ccc(F)c(Cl)c1
ZINC40779284	Nc1c(Nc2ncc(C(F)(F)F)cc2Cl)nc[nH+]c1Nc1ccccn1
ZINC40796620	CC(C)(C)NNc1[nH+]cnc(N(Cc2ccccc2)c2ccccn2)c1N
ZINC40824981	Cc1c(C(=O)Oc2cccc3cccnc23)oc2c1/C(=N/NC(N)=[NH2+])CCC2
ZINC42910201	C[C@@H](Oc1ccccc1F)C(=O)NNC(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC43217329	CC(C)C[C@H](C)NC(=O)c1coc([C@@H]([NH3+])Cc2c[nH]c3ccccc23)n1
ZINC43217631	C[C@H]1CCCC[C@@H]1NC(=O)c1coc([C@@H]([NH3+])Cc2c[nH]c3ccccc23)n1
ZINC43262550	CC[C@H]([NH3+])[C@@H](c1ccc(Br)s1)N1C[C@H](C(N)=O)CC[C@@H]1C
ZINC43284790	CC[C@H]([NH3+])[C@@H](c1cc(Br)cs1)N1CCC(C(N)=O)CC1
ZINC43287254	CC[C@H]([NH3+])[C@@H](c1cc(Br)cs1)N1CCC(CC(N)=O)CC1
ZINC44163254	[NH3+][C@@H](Cc1ccc(O)cc1)c1nc(-c2nnc(Nc3ccccc3)o2)co1
ZINC44249498	[NH3+]Cc1c(F)cccc1NCCOC(=O)NC(Cl)=C(Cl)Cl
ZINC44254352	NC(=O)C[C@@H]([NH3+])c1ncc(C(F)(F)F)cc1Sc1ccc(Cl)cc1
ZINC44255171	NC(=O)C[C@@H]([NH3+])c1ccc(-c2ccc(Br)cc2C(F)(F)F)o1
ZINC44471191	N[C@H](C[NH3+])c1nccn1C(c1ccccc1)(c1ccccc1)c1ccccc1
ZINC45253179	CCOc1ccc(Nc2c(C)c(NCC[NH3+])c(C#N)c3ccnn23)cc1
ZINC45314862	CCOc1ccc(Nc2c(C)c(NCCC[NH3+])c(C#N)c3ccnn23)cc1
ZINC45464000	CC(C)C[NH+]1CCC(NC(=O)NNC(=O)c2cc(Br)c[nH]2)CC1
ZINC45696283	CC(C)(CNC(=O)Nc1ccccc1SCC(N)=O)[NH+]1CCCCC1
ZINC46427366	C[C@@H]1C[C@@H](C)C[NH+](CCCNC(=O)NNC(=S)NC2CCCC2)C1
ZINC48174772	NC(=O)N[C@@H](CC(=O)Nc1cccc(C[NH+]2CCCC2)c1)c1cccs1
ZINC51094942	CC(C)[N@@H+]1CC[C@H](CNC(=O)c2cc(Br)cnc2NN)C1
ZINC51094943	CC(C)[N@H+]1CC[C@@H](CNC(=O)c2cc(Br)cnc2NN)C1
ZINC52497915	O=C(NCCC[NH2+]C1CCCCC1)NCCNC(=O)c1ccccc1F
ZINC55392786	C[C@H](c1ccc(C(=O)NCCc2nc(N)cc(=O)[nH]2)o1)[NH+]1CCCCC1
ZINC45608227	NC(=O)C[NH+]1CCC(NC(=O)NCCCn2ccc3ccccc32)CC1
ZINC62529201	O=C(NNC(=O)C(=O)NC1CC1)NC1CC[NH+](CC2CCCCC2)CC1
ZINC62701990	CC(C)[NH2+]Cc1ccc(O[C@H](C)C(=O)NC(N)=O)c(Br)c1
ZINC39980188	CCCSc1nnc(NC(=O)c2ccc(N3CN[NH2+]N3)cc2)s1
ZINC66873891	NS(=O)(=O)NC[C@@H]1CCC[N@H+](CCC(=O)NCC2CCCCC2)C1
ZINC67483773	CC(C)C[C@@H](NC(N)=O)C(=O)NC[C@@H]1CCC[N@@H+]1CC1CCCCC1
ZINC67584503	CCCC(=O)Nc1cccc(NC(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)c1C
ZINC02138942	COc1ccccc1CN1C(=O)[C@@H]2[C@@H](CC(N)=O)[NH2+][C@]3(C(=O)Nc4c(C)cc(C)cc43)[C@@H]2C1=O
ZINC02569391	NC(=O)Nc1cc(Cl)ccc1NCCNc1[nH+]cc(C(F)(F)F)cc1Cl
ZINC04313037	CCc1ccccc1NC(=O)CSc1nnc([C@H]([NH3+])Cc2c[nH]c3ccccc23)o1
ZINC02395750	COc1ccc(S(=O)(=O)c2c(N)n(CC[NH3+])c3nc4ccccc4nc23)cc1
ZINC03091967	Cc1ccc(S(=O)(=O)N[C@@]2(C(Cl)Cl)[NH+]=C(c3ccccc3)NC2=[NH2+])cc1
ZINC08790170	Cc1cc(Cl)c2c(c1)[C@]1([NH2+][C@@H](CCC(N)=O)[C@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]31)C(=O)N2
ZINC08790360	Cc1cc(C)c2c(c1)[C@@]1([NH2+][C@@H](CC(N)=O)[C@H]3C(=O)N(CCc4ccccc4)C(=O)[C@H]31)C(=O)N2
ZINC09167567	CC[C@@H](CO)/[NH+]=C/[C@]12CC[C@H](O)C[C@]1(O)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O
ZINC12883060	Cc1cc(C)c2c(c1)[C@@]1([NH2+][C@H](CC(N)=O)[C@H]3C(=O)N(CCc4ccccc4)C(=O)[C@H]31)C(=O)N2
ZINC12901822	C[C@H](c1ccccc1)N1C(=O)[C@@H]2[C@H](CCC(N)=O)[NH2+][C@]3(C(=O)Nc4ccccc43)[C@@H]2C1=O
ZINC08995726	COCCN1C(=O)[C@H]2[C@@H](CC(N)=O)[NH2+][C@@]3(C(=O)Nc4ccc(Br)cc43)[C@@H]2C1=O
ZINC22937618	Oc1ccc(Br)cc1CNCC[NH2+]Cc1cc(Br)ccc1O
ZINC23125400	CNc1[nH+]n(CC(=O)Nc2c(C)cccc2C)c(N)c1-c1nc(-c2ccccc2C)no1
ZINC26842135	Nc1ccc(S(=O)(=O)Nc2ccc(Nc3c4ccccc4[nH+]c4ccccc34)cn2)cc1
ZINC27905106	Nc1nc(N)nc(C[NH+]2CCN(Cc3ccc(-c4ccccc4F)s3)CC2)n1
ZINC34894468	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CCC[NH2+]C3)c21
ZINC39237432	O=C(NCc1cc2cc(Cl)ccc2[nH]1)[C@H]1C[C@@H]2[NH2+][C@@H](c3ccc(Cl)cc3)C[C@@H](C(F)(F)F)N2N1
ZINC39280198	[NH3+][C@H]1c2ccc(-c3cccs3)nc2S[C@H]1C(=O)NCCc1c[nH]c2ccccc12
ZINC39421120	Oc1ccc([C@H]2Nc3ccccc3S2)cc1C[NH2+]CCc1c[nH]c2ccccc12
ZINC39480859	Cc1ccc(NS(=O)(=O)c2ccccc2O)c(N2CC[NH2+][C@@H](c3ccccc3O)C2)c1
ZINC39481545	CC(C)Cc1ccc(NS(=O)(=O)c2ccccc2O)c(N2CC[NH2+][C@@H](c3ccccc3O)C2)c1
ZINC39671539	CC1=C(C(=O)N2C[C@@H](C(=O)NCc3cc4ccccc4[nH]3)C3(CC[NH2+]CC3)C2)[C@H](c2cc(C)on2)ON1
ZINC39684259	CC1=C[C@@H](C(=O)N2C[C@@H](C(=O)NCCc3c[nH]c4c(C)cccc34)C3(CC[NH2+]CC3)C2)NN1C
ZINC40685847	Cc1cccc(Nc2[nH+]cnc(Nc3ncc(C(F)(F)F)cc3Cl)c2N)n1
ZINC40686099	CC1(C)CC(Nc2ncnc(NCc3ccc4c(c3)OCO4)c2N)CC(C)(C)[NH2+]1
ZINC40701772	CC1(C)CC(Nc2ncnc(Nc3ccccc3C(F)(F)F)c2N)CC(C)(C)[NH2+]1
ZINC40728097	Nc1c(N2CCN(c3cccc(Cl)c3)CC2)nc[nH+]c1NNc1ccccc1
ZINC40754439	COc1ccc(Nc2ncnc(NC3CC(C)(C)[NH2+]C(C)(C)C3)c2N)c(OC)c1
ZINC40758240	Cc1cccnc1Nc1[nH+]cnc(Nc2ncc(C(F)(F)F)cc2Cl)c1N
ZINC40782012	Cc1ccc2c(Nc3ncnc(Nc4cccc(C(F)(F)F)c4)c3N)cccc2[nH+]1
ZINC40783722	Nc1c(NCCCn2cc[nH+]c2)ncnc1NC(c1ccccc1)c1ccccc1
ZINC40783737	Cc1ccc2c(Nc3ncnc(NC(c4ccccc4)c4ccccc4)c3N)cccc2[nH+]1
ZINC40784250	Cc1ccc(C(=O)NNc2ncnc(Nc3cccc4[nH+]c(C)ccc34)c2N)cc1
ZINC40799867	Cc1ccc2c(Nc3ncnc(Nc4ccc(OC(F)(F)F)cc4)c3N)cccc2[nH+]1
ZINC43146985	CC(C)NS(=O)(=O)c1ccc(NNC(=O)NCC2([NH+](C)C)CCCC2)nc1
ZINC43227024	NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1csc(C2CC[NH2+]CC2)n1
ZINC44792829	CCOC(=O)C1=C(CS/C(N)=[NH+]/[C@@H](C)COC)NC(=O)N[C@H]1c1ccco1
ZINC44792838	CCOC(=O)C1=C(CS/C(N)=[NH+]/[C@H](C)COC)NC(=O)N[C@H]1c1ccco1
ZINC48731430	NC(=O)Cc1ccccc1NC(=O)C(=O)NC[C@H](c1ccco1)[NH+]1CCCCC1
ZINC20504138	O=C(NCC[NH+]1CCCCC1)[C@H]1C[C@@H](O)[C@H](O)[C@@H]2N/C(=N\c3ccccc3)S[C@@H]21
ZINC49794915	CC[NH+](CC)[C@@H](CNC(=O)NNC(=O)C(=O)NC1CC1)c1ccccc1Cl
ZINC50441526	C[C@]([NH3+])(CCOc1c(Br)cc([N+](=O)[O-])cc1Br)C(N)=O
ZINC39357282	C[C@H]1CC(=O)N2[C@H](NC(NCCc3c[nH]c4ccccc34)=[NH+][C@@H]2[C@H]2CC=CCC2)N1
ZINC39357300	C[C@H]1CC(=O)N2[C@H](NC(NCCc3c[nH]c4ccccc34)=[NH+][C@H]2c2ccccc2)N1
ZINC55028994	CC(C)CNC(=O)NC(=O)[C@H](C)[NH+]1CCC(NC(=O)NC2CCCCC2)CC1
ZINC29126919	Nc1n[nH]c2nc(-c3ccc(C[NH+]4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)c(-c3ccccc3)cc12
ZINC59804440	CC1(C)CC(NC(=O)CSc2nnc(-c3ccc(F)cc3)n2N)CC(C)(C)[NH2+]1
ZINC13523733	CC(C)(Cc1ccc(O)cc1)NC(=O)CC(=O)/N=N/c1c(O)[nH]c2ccc(Br)cc12
ZINC13523733	CC(C)(Cc1ccc(O)cc1)NC(=O)CC(=O)N/N=C1/C(=O)Nc2ccc(Br)cc21
ZINC65598282	CCCCNC(=O)NC(=O)[C@H](C)[NH+]1CCC(NC(=O)NC2CCCCC2)CC1
ZINC65788764	Cn1ncc2c1CCC[C@H]2NC(=O)Nc1cccc(C[N@@H+]2CCC[C@H]2C(N)=O)c1
ZINC03973501	CC[NH+](CC)Cc1c(C(=O)N/N=C(\C)c2ccc(O)cc2)nnn1-c1nonc1N
ZINC02129136	COc1ccccc1CN1C(=O)[C@@H]2[C@H](CC(N)=O)[NH2+][C@]3(C(=O)Nc4c(C)cccc43)[C@@H]2C1=O
ZINC02129990	Cc1c(Cl)ccc2c1NC(=O)[C@]21[NH2+][C@H](CCC(N)=O)[C@H]2C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)[C@H]21
ZINC02130567	COc1ccc(CN2C(=O)[C@@H]3[C@H](CCC(N)=O)[NH2+][C@]4(C(=O)Nc5c4ccc(C)c5C)[C@@H]3C2=O)cc1
ZINC02135330	COc1ccccc1CN1C(=O)[C@@H]2[C@H](CCC(N)=O)[NH2+][C@@]3(C(=O)Nc4c(C)cccc43)[C@@H]2C1=O
ZINC02138897	COc1ccc(CN2C(=O)[C@@H]3[C@H](CC(N)=O)[NH2+][C@]4(C(=O)Nc5c4ccc(Cl)c5C)[C@@H]3C2=O)cc1
ZINC03978067	CC[C@@]1(O)C[C@@H](O[C@@H]2C[C@H]([NH+](C)C)[C@H](O)[C@@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
ZINC08254638	O=C(NCC[NH+]1CCCCC1)[C@@H]1C[C@@H](O)[C@H](O)[C@@H]2NC(=S)N(c3ccccc3)[C@H]12
ZINC08767987	O=C(C[NH2+]CCNc1ccc([N+](=O)[O-])cc1Cl)NNC(=O)c1cccc([N+](=O)[O-])c1
ZINC08789395	CCOC(=O)c1ccc(N2C(=O)[C@@H]3[C@H](CC(N)=O)[NH2+][C@]4(C(=O)Nc5c4ccc(Cl)c5C)[C@@H]3C2=O)cc1
ZINC08789436	CC(=O)Oc1ccc(N2C(=O)[C@@H]3[C@H](CC(N)=O)[NH2+][C@]4(C(=O)Nc5ccccc54)[C@@H]3C2=O)cc1
ZINC08790469	CCc1ccc2c(c1)[C@]1([NH2+][C@H](Cc3ccc(O)c(O)c3)[C@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]31)C(=O)N2
ZINC02242869	Nc1nonc1-n1nnc(C[NH+]2CCCCC2)c1C(=O)N/N=C/c1cc(Cl)ccc1O
ZINC08876181	CCCCc1ccc(N2C(=O)[C@@H]3[C@@H](CC(N)=O)[NH2+][C@]4(C(=O)Nc5c4ccc(C)c5C)[C@@H]3C2=O)cc1
ZINC08969506	COc1ccc([N+](=O)[O-])cc1N1C(=O)[C@H]2[C@@H](CCC(N)=O)[NH2+][C@@]3(C(=O)Nc4ccccc43)[C@@H]2C1=O
ZINC09042917	COCCCN1C(=O)[C@@H]2[C@@H](Cc3ccc(O)c(O)c3)[NH2+][C@@]3(C(=O)Nc4c(Cl)cccc43)[C@@H]2C1=O
ZINC09330125	COc1cc([N+](=O)[O-])ccc1N1C(=O)[C@H]2[C@@H](CCC(N)=O)[NH2+][C@@]3(C(=O)Nc4ccccc43)[C@@H]2C1=O
ZINC02127189	COc1ccc(CN2C(=O)[C@@H]3[C@H](CC(N)=O)[NH2+][C@]4(C(=O)Nc5c(C)cc(Cl)cc54)[C@@H]3C2=O)cc1
ZINC12877994	COc1ccc(CN2C(=O)[C@@H]3[C@@H](CCC(N)=O)[NH2+][C@]4(C(=O)Nc5ccc(Cl)cc54)[C@@H]3C2=O)cc1
ZINC12878248	CCOC(=O)c1ccc(N2C(=O)[C@@H]3[C@@H](CC(N)=O)[NH2+][C@]4(C(=O)Nc5c4ccc(C)c5C)[C@@H]3C2=O)cc1
ZINC02138253	COc1ccc(CN2C(=O)[C@@H]3[C@H](CC(N)=O)[NH2+][C@@]4(C(=O)Nc5c4ccc(C)c5C)[C@@H]3C2=O)cc1
ZINC12885352	Cc1cc(C)c2c(c1)[C@@]1([NH2+][C@H](CCC(N)=O)[C@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]31)C(=O)N2
ZINC12886178	COc1ccc(CN2C(=O)[C@@H]3[C@@H](CCC(N)=O)[NH2+][C@]4(C(=O)Nc5c(C)cccc54)[C@@H]3C2=O)cc1
ZINC09058748	COc1ccc2[nH]c3c(c2c1)CC[NH2+][C@H]3c1c(O)nc(O)n(CCc2ccc(F)cc2)c1=O
ZINC08969505	COc1ccc([N+](=O)[O-])cc1N1C(=O)[C@H]2[C@H](CCC(N)=O)[NH2+][C@@]3(C(=O)Nc4ccccc43)[C@@H]2C1=O
ZINC19926782	CC[NH+](CC)Cc1nnn(-c2nonc2N)c1C(=O)N/N=C(\C)c1ccc(O)cc1
ZINC02793963	Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3nc(C(=O)NNC(=S)NCCC[NH+](C)C)cc3N2)cc1C
ZINC20755997	CCNc1nc(Nn2c(=S)[nH]c3sc4c(c3c2=O)CCCC4)nc(NCC)[nH+]1
ZINC20833216	CC1(C)CC(NC(=O)CSc2n[nH]c(N/N=C/c3ccc(F)cc3)n2)CC(C)(C)[NH2+]1
ZINC20873256	C[C@H](O)CNCC[NH2+]Cc1cc(Br)ccc1OCC(=O)NC(C)(C)C
ZINC14158065	Cc1cc(C)nc(N/C(=N/C(=S)NC[C@H]2CCCO2)NC2CC(C)(C)[NH2+]C(C)(C)C2)n1
ZINC23865295	Nc1[nH]c(=O)[nH]c(=O)c1[C@@H](c1cccc(C(F)(F)F)c1)N1CCN(c2cccc[nH+]2)CC1
ZINC02520771	Nc1nonc1-n1nnc(C[NH+]2CCCCC2)c1C(=O)N/N=C/c1cc(Br)ccc1O
ZINC34285211	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCC[NH2+]C3)c21
ZINC02604895	C[N@H+](Cc1c(C(=O)N/N=C/c2ccc(O)cc2)nnn1-c1nonc1N)C1CCCCC1
ZINC39252887	Nc1nonc1N1N=N[C@H](C(=O)N/N=C/C2=c3ccccc3=[NH+]C2)[C@@H]1CNc1ccccc1
ZINC39326496	O=C(NCCc1c[nH]c2ccccc12)C1=NNS[C@@H]1NC(=O)N1CCN(c2cccc[nH+]2)CC1
ZINC39446141	COc1c(Br)cc(C/C(=N/O)C(=O)NC/C=C2/C=[NH+]C(=N)N2)cc1Br
ZINC39480858	Cc1ccc(NS(=O)(=O)c2ccccc2O)c(N2CC[NH2+][C@H](c3ccccc3O)C2)c1
ZINC39676519	CC1=C(C(=O)N2C[C@@H](C(=O)NCCc3c[nH]c4ccc(Cl)cc34)C3(CC[NH2+]CC3)C2)[C@H](C)ON1
ZINC39709605	O=C(NCCc1c[nH]c2ccccc12)[C@@H]1C[C@@H]2[NH2+][C@H](c3ccco3)C[C@H](C(F)(F)F)N2N1
ZINC39964304	N#CC1=C(N)O[C@H]2N=[NH+][C@@H](c3ccc4ccccc4c3)[C@@H]2[C@@H]1c1cn(CC(N)=O)nc1-c1ccccc1
ZINC40645216	CC1(C)CC(Nc2ncnc(NNC(=O)c3ccc(Cl)cc3)c2[N+](=O)[O-])CC(C)(C)[NH2+]1
ZINC45318274	Nc1nonc1-c1nc2c(-c3ccccc3)ncc(OCCC[NH3+])c2n1CCc1ccccc1
ZINC39357289	COc1ccc2[nH]cc(CCNC3=[NH+][C@H](c4ccccc4)N4C(=O)C[C@@H](C)N[C@H]4N3)c2c1
ZINC39935313	NC(=O)[C@@H]1C2=C(CCC2)S[C@H]1NC(=O)C[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC64029255	C[C@H]1NNC(=O)C2=C1[C@@H](C)O[C@H]2NC(=O)C[NH+]1CCC(C(=O)NCC(F)(F)F)CC1
ZINC64055454	C[C@@H](S[C@H]1NN=C(C2=c3ccccc3=[NH+]C2)N1c1ccc(Cl)cc1)C(=O)NC(N)=O
ZINC64066286	NC(=O)N[C@H](CC(=O)NC[C@H](C1=c2ccccc2=[NH+]C1)c1ccccc1Cl)c1ccccc1F
ZINC15936058	C/C(=N\NC(=O)c1nnn(-c2nonc2N)c1C[NH+]1CCCCC1)c1ccccc1O
ZINC04017986	[NH3+]CCNc1ccc([N+](=O)[O-])c(NCCCNc2ccc([N+](=O)[O-])cc2)c1
ZINC04095900	CC(C)(O)CC[C@@H](O)[C@@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C
ZINC05180946	CC(C)=CCNc1ncnc2c1c(C(N)=O)cn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O
ZINC05373343	CCCC[NH2+][C@@H](C)[C@@]1(O)Cc2c(O)c3c(c(O)c2[C@H](O)C1)C(=O)c1c(OC)cccc1C3=O
ZINC05514023	COc1ccc(-c2coc3cc(OC(=O)[C@H]([NH3+])CCCC[NH3+])ccc3c2=O)cc1
ZINC09975196	Cc1cccc(/C=N/Nc2nc3c(N)ncnc3n2[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)n1
ZINC06393465	Cc1ccc2c(c1)c1c(n2C[C@H](O)C[NH2+]C(CO)(CO)CO)C(=O)CCC1
ZINC08740507	Nc1ncnc2c1nc(N/N=C/c1ccc(O)cc1)n2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O
ZINC08740539	Nc1ncnc2c1nc(N/N=C/c1cccnc1)n2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O
ZINC08637257	Nc1ncnc2c1nc(N/N=C/c1ccco1)n2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
ZINC14984557	CC(C)(O)CC[C@@H](O)[C@@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C
ZINC08695415	NC(=O)c1nnsc1Sc1c(C(N)=O)nnn1-c1ccccc1N
ZINC17105557	CCn1c(Cl)c(/C=N\NC(N)=S)c2cccc(/C=N/NC(N)=S)c21
ZINC02398924	C=C(Nc1cccc(NC(C)=C2C(=O)NC(=O)NC2=O)c1)C1C(=O)NC(=O)NC1=O
ZINC19899028	COC(=O)[C@H]1C/C(=N\NC(N)=S)[C@H](C(=O)OC)C/C1=N/NC(N)=S
ZINC20922783	CC(C)Sc1nnc(NC(=O)CSc2nnc(NN)n2N)s1
ZINC27529391	CC(C)(C)[NH2+]C[C@@H](O)COc1ccc(OC[C@H](O)C[NH2+]C(C)(C)C)cc1
ZINC31164103	COc1cc(O)c2c(=O)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(-c3ccc(O)cc3)oc2c1O
ZINC31164902	C[C@@H]1[C@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)O[C@@H](c2ccc(O)cc2)[C@@]1(C)O
ZINC31166806	CC(C)=CCc1c(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)cc2c(c1O)C(=O)[C@@H](O)[C@H](c1ccc(O)cc1)O2
ZINC32109900	Nc1ccc(NC(Nc2ccc(N)cc2)=C(/C=C(/Cl)[N+](=O)[O-])[N+](=O)[O-])cc1
ZINC08740536	Nc1ncnc2c1nc(N/N=C/c1cccnc1)n2[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
ZINC08740541	Nc1ncnc2c1nc(N/N=C/c1ccccc1)n2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
ZINC36389504	O=c1c(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
ZINC03973253	O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
ZINC04098633	OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC39447169	Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1N[NH2+]N[C@H]1C[N@@H+](C)C(C)C)CC3
ZINC40151097	O=C1[NH+]=c2ccccc2=[NH+][C@H]1/C(=N\Nc1ccccc1F)[C@H](O)[C@H](O)CO
ZINC40151101	O=C1[NH+]=c2ccccc2=[NH+][C@H]1/C(=N\Nc1ccccc1F)[C@@H](O)[C@H](O)CO
ZINC40687638	Cc1ccc(S(=O)(=O)NNc2ncnc(Nc3cc[nH+]cc3)c2N)cc1
ZINC40688249	CCc1ccccc1Nc1ncnc(NC2CC(C)(C)[NH2+]C(C)(C)C2)c1N
ZINC40701555	Cc1c(Cl)cccc1Nc1ncnc(NC2CC(C)(C)[NH2+]C(C)(C)C2)c1N
ZINC40757456	Nc1c(NNc2ccccc2)nc[nH+]c1Nc1cccc(C(F)(F)F)c1
ZINC40757572	Nc1c(NNc2ccccc2)nc[nH+]c1Nc1cccc(Br)c1
ZINC40760720	CC1(C)CC(Nc2ncnc(Nc3cc(Cl)ccc3Cl)c2N)CC(C)(C)[NH2+]1
ZINC43465439	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)ccc1O
ZINC45260904	CCCc1cc(N2CC[C@H](O)C(C)(C)C2)[nH+]c2sc(C(N)=O)c(N)c12
ZINC48553248	Nc1nnc(N)n1NC(=O)C(=O)Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
ZINC48605137	CC1(C)CC(NC(=O)C(=O)Nc2ccccc2CC(N)=O)CC(C)(C)[NH2+]1
ZINC08964843	Nc1ncnc2c1nc(N/N=C/c1ccccc1O)n2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
ZINC52569931	[NH3+][C@@H](CNc1nccc(-c2ccncc2)n1)[C@H](O)C1=c2ccccc2=[NH+]C1
ZINC05349782	CCOC(=O)CNC(=O)CNC(=O)CCCCc1c([O-])[nH+]c(N)[nH]c1=O
ZINC58949548	COc1cc([C@H]2C(C(N)=O)=C(C)OC(N)=C2C(N)=O)cc(OC)c1OC
ZINC58950363	CC[NH+](CC)c1ccc([C@H]2C(C(N)=O)=C(N)Oc3nc([O-])[nH]c(=O)c32)cc1
ZINC14880004	CN(C)[C@@H]1C([O-])=C(C(=O)NC[NH+]2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
ZINC02575702	N#CC(=C(/N)Sc1ccccc1N)/C(C#N)=C(\N)Sc1ccccc1N
ZINC02575702	N#CC(=C(/N)Sc1ccccc1N)/C(C#N)=C(/N)Sc1ccccc1N
