ZINC01637789	CCOP1(=O)CC(C)=C(Cl)C(OC)C1
ZINC12983663	N#Cc1c(N)sc2c1CCN(c1nc(-c3ccccc3)c3ccccc3n1)C2
ZINC13482285	CCc1ccc(C2Nc3ccccc3NC3=C2C(=O)C(C(=O)OC)C(C)C3)cc1
ZINC13482307	COC(=O)C1C(=O)C2=C(CC1C)Nc1ccccc1NC2c1cc(C)ccc1C
ZINC13638653	O=[N+]([O-])c1cc(O)c2c(c1)C1C=CCC1C(c1ccc(Br)cc1)N2
ZINC14460905	O=[N+]([O-])c1ccc2c(c1)C1C=CCC1C(c1cc(Br)ccc1O)N2
ZINC14460920	O=[N+]([O-])c1cccc2c1NC(c1cc(Br)ccc1O)C1CC=CC21
ZINC14477494	O=[N+]([O-])c1cc(O)c2c(c1)C1C=CCC1C(c1ccc(Cl)cc1Cl)N2
ZINC14477495	O=[N+]([O-])c1cc(O)c2c(c1)C1C=CCC1C(c1ccc(Cl)cc1Cl)N2
ZINC14547926	O=[N+]([O-])c1cccc2c1NC(c1c(O)ccc3ccccc13)C1CC=CC21
ZINC15229918	O=C(N/N=C\c1cccn1-c1ccccc1)Nc1ccc(Br)cc1
ZINC00861513	COC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccccc3)C2)C1c1cccc(O)c1
ZINC19890607	CCOc1ccc(C=C2C(C)=C(C#N)c3nc(N)c(C#N)c(C)c32)cc1Cl
ZINC17193818	CC[C@@H](C)n1cc(C=C2C(C)=C(C#N)c3nc(N)c(C#N)c(C)c32)c2ccccc21
ZINC14475927	O=[N+]([O-])c1ccc(O)c(C2Nc3c(Cl)ccc(Cl)c3C3C=CCC32)c1
ZINC27533224	COC(=O)C1=C(N)OC2=C(C(=O)CC(c3ccccc3)C2)C1c1ccc(C)cc1
ZINC01102208	CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1cc2ccccc2[nH]1
ZINC34118522	O=[N+]([O-])c1c(Cl)cc(O)c2c1C1C=CCC1C(c1ccc(Cl)cc1)N2
ZINC34934640	Cc1ccccc1NC(=O)NC(C(=O)N1CC2(C)CC1CC(C)(C)C2)C(C)C
ZINC35193560	CCOC(=O)C1(C#N)C(N)=C(C#N)C2=C(C(C)CC(C)(C)C2)C1c1ccccc1
ZINC04453384	CC(C)c1ccc(C2C(C#N)=C(N)C(C#N)(C#N)C3=CCN(C(C)C)CC32)cc1
ZINC14475887	O=[N+]([O-])c1ccc(O)c(C2Nc3c(ccc(Cl)c3Cl)C3C=CCC32)c1
ZINC38618302	FC(F)(F)c1ccc(Cl)c(N2C(S)NNC2C2C=C(C3CC3)N=N2)c1
ZINC15932594	Cc1cc(C2=NN=C3OC(N)=C(C#N)C(c4ccc(C(C)C)cc4)C32)c(C)s1
ZINC39444117	CCCC1=C2C(N=N1)OC(N)=C(C#N)C2c1ccc2ccccc2c1
ZINC39444443	CC1(C(=O)N/N=C/c2cccc(F)c2)CCC(c2nc3ccccc3[nH]2)C1(C)C
ZINC39964424	Fc1ccc(C2=CC(C3NNC(S)N3c3cccc4ccccc34)N=N2)cc1
ZINC41076940	CCN(Cc1cc(=O)[nH]c2c(C)cc(C)cc12)C(=O)Nc1cc(C)cc(C)c1
ZINC41097552	Nc1nc(-c2ccccc2)nn1/C(=N\C(Cl)=C(Cl)Cl)c1ccccc1
ZINC42015518	Nc1cc(-c2nnnn2C2CCCCCC2)cc(Cl)c1Cl
ZINC43003219	O=C(NC(c1ccccc1)c1ccccc1)N1CCN(c2ccccc2O)CC1
ZINC43574266	CC(NC(=O)Nc1cccc(-c2nc3ccccc3s2)c1)c1ccccn1
ZINC04872323	C/C(=N\N1C(=O)c2ccccc2NC1c1ccccc1Cl)c1ccccc1O
ZINC58394156	CNc1ccc(Nc2ncnc3sc(-c4ccccc4)cc23)cn1
ZINC59357376	Cc1ccc(C)c(C(C)NC(=O)Nc2ccc(C(=O)N3CCCCC3C)cc2)c1
ZINC05377480	CC(C)(C)OC(=O)N/N=C1\CCC2C3CCc4cc(O)ccc4C3CCC12C
ZINC01174918	N#CC1=C(N)Oc2[nH]nc(-c3cccc4ccccc34)c2C1c1cccc(F)c1
ZINC64532405	Cc1ccc(C2CCCN2C(=O)Nc2ccc(C(=O)NC(C)C)cc2C)cc1C
ZINC65059038	Cc1ccc(CNC(=O)C2(C)CCCN(C(=O)Nc3ccc(C)cc3)C2)cc1
ZINC65059127	Cc1cc(C)cc(NC(=O)N2CCCC(C)(C(=O)NCc3ccccc3)C2)c1
ZINC65987721	O=C(NCc1nc2ccccc2s1)N1CCC(c2cc3ccccc3[nH]2)CC1
ZINC04210611	S=C(N/N=C/c1cc(OCc2ccccc2)ccc1Br)NC1CCCCC1
ZINC04276299	Cc1[nH]c2ccccc2c1C(c1ccc(OC(F)F)cc1)c1c(C)[nH]c2ccccc12
ZINC02183167	COc1ccc(CSc2nc(N)c3c4c(sc3n2)CC(C(C)(C)C)CC4)cc1
ZINC04927416	CCC(CCNC(=O)C12CC3CC(CC(C3)C1)C2)NC(=O)C12CC3CC(CC(C3)C1)C2
ZINC06469963	COc1ccc(C(Nc2cccc(Cl)c2)c2c(C)[nH]c3ccccc23)cc1OC
ZINC02855692	CCC(C)c1ccc(NC(=S)Nc2nn(Cc3ccccc3Cl)cc2Cl)cc1
ZINC06839207	CC(C)(C)c1ccc(C(CC(=O)NCc2ccc(F)cc2)c2c[nH]c3ccccc23)cc1
ZINC07039829	CCN(CC)c1ccc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)c(OC)c1
ZINC08439134	Cc1ccc(Sc2cc(NS(=O)(=O)c3ccc(C)cc3C)c3ccccc3c2O)cc1
ZINC10039812	Cc1ccc(Sc2ccc(/C=C(/C#N)C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1
ZINC11616088	Nc1c(C(=O)Oc2ccccc2)sc2nc(-c3cccs3)cc(C(F)(F)F)c12
ZINC11862502	Cc1cccc(C(C)(C)C)c1OCCOc1ccc2ccccc2c1C(N)=S
ZINC01088589	Cc1cc(C)cc(CC(c2nc3ccccc3[nH]2)C(C)c2nc3ccccc3[nH]2)c1
ZINC08833508	Cc1ccc2[nH]c(-c3ccc(NC(=O)COc4cccc(C)c4C)cc3)nc2c1
ZINC13637918	Oc1ccc(C2Nc3ccc(OCCC4CCCCC4)cc3C3C=CCC32)cc1
ZINC14459310	COc1cc(C2Nc3ccc(OCCCc4ccccc4)cc3C3C=CCC32)ccc1O
ZINC14459960	COc1cccc(C2Nc3ccc(OCCCc4ccccc4)cc3C3C=CCC32)c1O
ZINC14462260	CCN(CC)c1ccc(C2Nc3ccc(NC(=O)CC(C)C)cc3C3C=CCC32)cc1
ZINC14463400	CCCC(=O)Nc1ccc(Cl)c2c1C1C=CCC1C(c1ccc(C(C)C)cc1)N2
ZINC14668434	CC(C)Oc1ccc(Br)cc1C(=O)NC(=S)NCCC1=CCCCC1
ZINC16383949	O=C(NC(=S)NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2cccc(Cl)c2Cl)o1
ZINC16855065	Cc1ccc(CSCCc2c(O)nc(SCc3ccccc3)[nH]c2=O)c(C)c1
ZINC20680186	Oc1ccc(C2Nc3ccc(OCCC4CCCCC4)cc3C3C=CCC32)cc1
ZINC20698010	CCCNS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(C(C)C)cc1)N2
ZINC20708529	CCC(C)NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc3ccccc3c1)N2
ZINC20719571	CCCC(=O)Nc1ccc2c(c1)C1C=CCC1C(c1c(OC)ccc3ccccc13)N2
ZINC20752143	Oc1ccc2ccccc2c1C1Nc2c(OCCOc3ccccc3)cccc2C2C=CCC21
ZINC20756171	COc1cccc(C2Nc3ccc(NC(=O)CCc4ccccc4)cc3C3C=CCC32)c1
ZINC21226775	CCCOc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2cccs2)cc1
ZINC21239358	CC(C)COc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2cccs2)cc1
ZINC21253328	CCOc1cccc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(CC)cc2)C3)c1
ZINC21256548	CCCOc1ccccc1C1Nc2ccccc2NC2=C1C(=O)CC(c1ccc(C)cc1)C2
ZINC25150471	O=C(NCc1cc(F)cc(F)c1)c1ccc(-c2cc(-c3cccc4ccccc34)n[nH]2)cc1
ZINC32697598	O=C(CSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)Nc1cccc2ccccc12
ZINC33597736	CCCCc1c(-c2ccc(C(C)(C)C)cc2)c(C(N)=O)c(C)n1C1CCc2ccccc21
ZINC33614804	Cc1ccc(NC2c3cccc4cccc(c34)C2NS(=O)(=O)c2ccccc2)c(C)c1
ZINC33631118	CCCc1c(-c2cccc(OC(F)(F)F)c2)c(C(N)=O)c(C)n1C1CCc2ccccc21
ZINC04754883	CCC1=C/C(=C2/NNC(C)=C2c2ccc(F)cc2)C(=O)C=C1OCc1ccccc1
ZINC34387035	CCCc1c(-c2ccc(Br)cc2)c(C(N)=O)c(C)n1CC1CCCCC1
ZINC09514404	[O-]c1sc(-c2ccccc2)cc1/C=[NH+]/CC/[NH+]=C/c1cc(-c2ccccc2)sc1[O-]
ZINC38569712	CCCN1CCCc2cc(CCNC(=O)Nc3ccc(C(C)(C)C)cc3)ccc21
ZINC39267118	O=C(NC1CCCCC1C(=O)NC(c1ccccc1)c1ccc(Cl)cc1)c1ccccc1
ZINC40839785	CC(C)(C)c1ccccc1OCC(=O)NC(c1ccccc1)c1c(O)ccc2ccccc12
ZINC04554735	CCOc1ccccc1C1N=C(O)c2c(sc3c2CCC(C(C)(C)CC)C3)N1
ZINC57323005	O=C(CNC(c1ccc2c(c1)CCCC2)c1cccs1)Nc1ccccc1OC(F)F
ZINC59113999	S=C(Nc1ccc(/N=N/c2ccccc2)cc1)Nc1ccccc1Cc1ccccc1
ZINC59114440	CCC(C)c1ccccc1NC(=S)Nc1ccc(/N=N/c2ccc(C)cc2)cc1
ZINC59381972	CCOc1ccc(NC(c2ccc(Cl)cc2Cl)c2ccc3cccnc3c2O)cc1
ZINC64983293	CC[NH+](CC)c1ccc(NC(=O)C(C)Oc2ccc(C(C)(C)c3ccccc3)cc2)cc1
ZINC64983294	CC[NH+](CC)c1ccc(NC(=O)C(C)Oc2ccc(C(C)(C)c3ccccc3)cc2)cc1
ZINC01870332	O=[N+]([O-])c1ccc(P(=O)(Nc2ccc3ccccc3c2)Nc2ccc3ccccc3c2)cc1
ZINC01650361	O=S(=O)(Nc1nc2ccccc2nc1Nc1cccc2ccccc12)c1ccccc1
ZINC09482493	COc1cc(NC(=O)C2(c3ccccc3)CCCC2)ccc1NC(=O)c1cc2ccccc2o1
ZINC09553531	COC(=O)C1C(=O)C2=C(CC1C)Nc1ccccc1NC2c1cccc(OCc2ccccc2)c1
ZINC02642587	CC(C)(C)c1ccc(C2(C)NC(=O)N(CC(=O)NC(c3ccccc3)c3ccccc3)C2=O)cc1
ZINC09724040	Cc1cccc(NC(=O)C2(N(Cc3ccco3)C(=O)Cc3cc4ccccc4[nH]3)CCCCC2)c1
ZINC01434799	COC(=O)c1ccc(C2Nc3ccccc3NC3=C2C(=O)CC(c2cccc(OC)c2)C3)cc1
ZINC09680532	COc1ccc(Nc2cc(C(=O)NC3CCCC(C)C3C)c3ccccc3n2)cc1OC
ZINC01077723	COC(=O)C1C(=O)C2=C(CC1C)Nc1ccccc1NC2c1cccc(OCc2ccccc2)c1
ZINC12705492	COc1ccccc1CN(Cc1cc2c(C)cc(C)cc2[nH]c1=O)C(=O)NC1CCCCC1
ZINC01177564	Cc1ccc2nc(-c3ccc(C)c(NC(=S)NC(=O)c4cc5ccccc5o4)c3)oc2c1
ZINC14471281	CCCC(=O)Nc1ccc(Cl)c2c1C1C=CCC1C(c1ccc(Cl)c([N+](=O)[O-])c1)N2
ZINC09635736	CCOc1cc(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)ccc1O
ZINC20563076	CCC(C)(C)C1CCc2c(sc(NC(=O)c3ccnn3C)c2C(=O)Nc2ccccc2C)C1
ZINC20798219	CC(C)CCc1cc(=O)[nH]c(Nc2nc(-c3ccccc3)c3cc(Cl)ccc3n2)n1
ZINC20885026	CCOc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2cccc(OC)c2OC)cc1
ZINC21232605	CCOc1c(OC)cccc1C1Nc2ccccc2NC2=C1C(=O)CC(c1cccc(OC)c1)C2
ZINC21363531	COc1ccc(C)cc1NC(=O)Nc1ccc(-c2nc(-c3cccc(Br)c3)co2)cc1
ZINC21522682	CCOC(=O)c1c(NC(=O)NC(C)c2c(-n3cccc3)sc(C)c2C)sc2c1CCCC2
ZINC12566770	CCCc1cc(=O)[nH]c(SC2c3cccc4cccc(c34)C2NS(=O)(=O)c2ccccc2)n1
ZINC22445965	CCOc1ccc(Nc2nc3c(c(Nc4cc(C)cc(C)c4)n2)C(=O)CC(C)C3)cc1
ZINC02769726	COc1ccc(C2C3CCCC=C3C(C#N)=C(N)C2(C#N)C#N)cc1COc1ccccc1Cl
ZINC02769727	COc1ccc(C2C3CCCC=C3C(C#N)=C(N)C2(C#N)C#N)cc1COc1ccccc1Cl
ZINC32126459	COc1cc2s/c(=N/C(=S)NC(=O)c3cc(Cl)cc(Cl)c3OC)[nH]c2cc1Cl
ZINC32127264	CC(C)c1ccc(C(=O)NC(=S)/N=c2\[nH]c3ccc(N4CCOCC4)cc3s2)cc1
ZINC17113028	CC(C)(c1ccccc1)c1ccc(OCc2nnc(NC(=O)Nc3ccccc3)s2)cc1
ZINC33026455	CCc1ccc(NC(=O)Nc2ccccc2SCc2cc(=O)n3cc(C)ccc3n2)cc1
ZINC33035580	CCc1ccc(NC(=O)N2CCCC(c3cccc(C(=O)NCc4ccccc4OC)c3)C2)cc1
ZINC33097087	CCOc1cc(/C=N\Nc2ncnc3sc4c(c23)CC(C(C)(C)CC)CC4)ccc1O
ZINC00740708	Cc1cccc(CC(=O)N2CCN(c3ccc(NC(=O)Nc4cccc5ccccc45)cc3)CC2)c1
ZINC35201299	Cc1cccc(CSc2nnc(C(C)NC(=O)NC(C)(C)C)n2-c2cc(Cl)ccc2C)c1
ZINC35232517	COc1ccccc1C(=O)Nc1ccc(N2CCC(C)CC2)c(C(=O)NC2CCCCC2)c1
ZINC08591639	CC1=C(C(=O)Nc2ccccc2)C(c2cccs2)n2nc(SCc3ccccc3F)nc2N1
ZINC38651037	CC(C)Oc1ccc(C(=O)Oc2ccc3c(c2)OC(N)=C(C#N)C3c2ccccc2Cl)cc1
ZINC38652771	CC(C)Oc1ccc(C(=O)Oc2ccc3c(c2)OC(N)=C(C#N)C3c2ccc(F)cc2)cc1
ZINC38681660	CCCOc1ccccc1C1C(C#N)=C(N)Oc2cc(OC(=O)c3cccc4ccccc34)ccc21
ZINC38707666	Cc1cc(C)cc(NC(=O)Nc2ccc3c(c2)OCC(C)(C)C(=O)N3CCC(C)C)c1
ZINC39926839	COc1ccc(N2C(SCc3nc4ccccc4[nH]3)=NNC2c2ccc(C(C)(C)C)cc2)cc1
ZINC17146321	CC(C)c1ccc(C2(C)NC(=O)N(CC(=O)NC(C)c3ccc4c(c3)CCCC4)C2=O)cc1
ZINC39898864	CCCOc1cccc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2Cc2ccccc2)c1
ZINC39912288	C=CCOc1ccc(C2c3c(-c4cc(C)cc(C)c4O)n[nH]c3C(=O)N2Cc2ccccc2)cc1
ZINC39914315	CCCCN1C(=O)c2[nH]nc(-c3cc(Cl)c(C)cc3O)c2C1c1ccc(OCC)cc1
ZINC38610258	C=CCOc1ccc(C2c3c(-c4ccccc4O)n[nH]c3C(=O)N2Cc2ccc(Cl)cc2)cc1
ZINC40550249	Cc1cc(C)c(-c2n[nH]c3c2C(c2ccc(C(C)(C)C)cc2)N(CC2CCCO2)C3=O)c(O)c1
ZINC38705222	C=CCOc1ccc(C2c3c(-c4c(C)cc(C)cc4O)n[nH]c3C(=O)N2Cc2ccccc2)cc1
ZINC40982518	CCCSc1nc2n(n1)C(c1ccc(CC)cc1)C(C(=O)Nc1ccc(C)cc1)=C(C)N2
ZINC09608539	CC1=C(C(=O)Nc2ccccc2)C(CC(C)C)n2nc(SCc3cccc(C)c3)nc2N1
ZINC59364252	Cc1ccc(OCC(=O)NC(=S)Nc2ccc(Cl)c(-c3nc4ccc(C)cc4o3)c2)cc1
ZINC13768694	O=C(/C=C/c1ccc(F)cc1)Nc1nc2n(n1)C(c1ccc(Cl)cc1)CC(c1ccccc1)N2
ZINC32638826	CN1/C(=C\C(=O)CSc2nnc(-c3ccc(C(C)(C)C)cc3)n2N)C(C)(C)c2ccccc21
ZINC04019680	Cn1c(/C=C/c2ccco2)nc2ccccc21
ZINC00091491	CC1=NN(c2cc(Cl)cc(Cl)c2)C(=O)CC1
ZINC00156773	CCOc1ncnc2sc3c(c12)CCCC3
ZINC01714021	CC(C)(C)C1CCC(Cl)([N+](=O)[O-])CC1
ZINC05573000	Cc1cc(=O)n2c(nc3cc(C)c(C)cc32)s1
ZINC01567493	CN(C)P1(=S)OCC(C(C)(C)C)CN1C
ZINC06402024	Cc1nnc(S)n1-c1ccc(C(C)C)cc1
ZINC04709351	C/C(=C\c1cc(Br)cs1)[N+](=O)[O-]
ZINC11985240	COc1cc2cc(C#N)c(Cl)nc2cc1Cl
ZINC12367138	CSc1sc(C#N)c(C)c1-c1ccno1
ZINC12880824	CSc1nc(-c2ccco2)nc2ccccc12
ZINC03124146	CSc1nc(Cl)c(C=O)c(Cl)n1
ZINC13360051	C=C(C)C1Cc2c(ccc3ccc(=O)oc23)O1
ZINC00068161	Fc1cccc(/N=C/c2ccc3c(c2)OCO3)c1
ZINC13755931	C1=CCN(c2nc3ccsc3n3cccc23)CC1
ZINC19476960	N#Cc1ccnc(Oc2cccc(Cl)c2)c1
ZINC19801509	Cc1cc(C)c2nc(N(C)C)c(CC#N)cc2c1
ZINC31915658	CC(C#N)c1c(C(C)(C)C)nc2ccccn12
ZINC31916057	Cc1cccn2c(C(C)C#N)c(C(C)C)nc12
ZINC31936403	N#CCn1c(-c2ccccc2F)nc2ccccc21
ZINC34975249	Clc1ncnc2cc(-c3ccco3)sc12
ZINC36244151	Cc1ccc(-c2cn3cc(C#N)ccc3n2)c(C)c1
ZINC37147280	Cc1nc2ccccc2n1C1CCCCC1C#N
ZINC37153547	Cc1ccc2cccc(OC3CCCC3C#N)c2n1
ZINC00137901	COC(=O)c1c(C)cc(C)c2c1CC(C)(C)C2=O
ZINC38053515	CCC1CCC(C#N)C(n2cc(Cl)cn2)C1
ZINC39124253	Cc1nc2ccc(N3CCCCC3)cc2nc1C
ZINC40730047	CCC1CCC(C#N)C(n2nc(C)c(C)c2C)C1
ZINC41476092	CC1CC(C)CN(c2ncnc3ccccc23)C1
ZINC42245613	CC1CC(C)CN(c2nc3c(cc2C#N)CCC3)C1
ZINC42291614	CCC1CCN(c2cncc(Cl)n2)CC1
ZINC42390366	[N-]=[N+]=NCc1ccc(Br)s1
ZINC42496367	CC1CCCC(N(C)c2cc(Cl)ncn2)C1
ZINC43407373	N#Cc1cc2c(nc1OC1CCCCC1)CCC2
ZINC44118246	CC1CCCN(c2nccc(Br)n2)C1
ZINC44764584	CC1CCCN(C(=O)C2(C#N)CCCCCC2)C1
ZINC44766060	CCC1CCCN1C(=O)C1(C#N)CCCCCC1
ZINC45091394	Clc1nccnc1N1CCCC1C1CCCC1
ZINC50527087	ClCc1ccnc(-n2ncc3ccccc32)c1
ZINC51750253	CC1CCN(c2nsnc2Cl)C(C)C1
ZINC51849150	CC1Cc2ccccc2N1c1ccnc(Cl)n1
ZINC52814186	Cc1cc(N2CC(C)CC(C)C2)nc(Cl)n1
ZINC54268437	O=CC1CCN(c2nc3ccccc3s2)CC1
ZINC03129471	S=C=Nc1ccccc1N1CCOCC1
ZINC61815290	N#Cc1cc(OC2CCCc3ccccc32)ccn1
ZINC61957244	CN(c1cccc(C#N)c1)c1ccc(Cl)cn1
ZINC62431818	N#Cc1ccc2nc(Cc3ccccc3)cn2c1
ZINC62791695	N#Cc1ccc(N2CCCCC2C=O)c(Cl)c1
ZINC63072207	CC1(C)CCCN1c1c(C#N)cnc2ccccc12
ZINC65494955	CC1=C(c2ccc(C)c3ncccc23)C(C)N=N1
ZINC04099968	Clc1ccc2nc(Cl)c3c4ccccc4[nH]c3c2c1
ZINC01002725	CC1CC1C(=O)NC1CCCCCCCCCCC1
ZINC01002724	CC1CC1C(=O)NC1CCCCCCCCCCC1
ZINC01711822	CC(C)c1cc2c(cc1O)C1(C)CCCC(C)(C)C1CC2=O
ZINC00584470	Oc1ccccc1/C=N/c1cc(Cl)c(Cl)cc1Cl
ZINC06673382	Clc1ccc(NN=C2CCCC2)cc1Cl
ZINC06833061	CC1CCCC(NC(=S)c2ccc(C(C)(C)C)cc2)C1C
ZINC19231636	CSc1cccc(NC(C)C23CC4CC(CC(C4)C2)C3)c1
ZINC19978371	Cc1ccc(NC(C)c2ccc(C(C)(C)C)cc2)cc1C
ZINC19983310	CSc1cccc(NC2CC(C)CCC2C(C)C)c1
ZINC20010108	CC1CC(Nc2cccc3ncccc23)CC(C)(C)C1
ZINC20011504	CC(Nc1ccc(C(C)(C)C)cc1)c1cccc(Cl)c1
ZINC20372187	Cc1ccc(NC2CC(C)CCC2C(C)C)c(F)c1
ZINC20477088	CCC(C)C(C)Nc1ccc(I)cc1
ZINC20477284	CCCC(C)Nc1ccc(I)cc1
ZINC20478469	CCCC(C)Nc1cccc(I)c1
ZINC20525797	CC1(C)CCC(Nc2cccc(Cl)c2F)c2ccccc21
ZINC21010928	CC(Nc1ccc(C(C)(C)C)cc1)c1c(F)cccc1F
ZINC21056574	CC1CC(Nc2ccccc2SC(F)F)CC(C)(C)C1
ZINC21505434	Cc1cc(C)c(C(C)Nc2cc(Cl)cc(Cl)c2)cc1C
ZINC21514195	CCC(Nc1ccc(F)c(F)c1F)c1ccc(Cl)cc1
ZINC21796975	CC1CCCC(Nc2ccc3oc4ccccc4c3c2)C1
ZINC21807544	CC(C)(C)c1ccc(NC2CCSc3ccccc32)cc1
ZINC21815998	Cc1ccc(NC(C)C23CC4CC(CC(C4)C2)C3)cc1Cl
ZINC21816659	Cc1ccc(NC(C)c2ccc(C(C)C)cc2)cc1Cl
ZINC22153677	CC1CCC(C(C)C)C(Nc2ccc(Cl)cc2)C1
ZINC17967149	CC12CCC3C(CCC4CCCCC43C)C1CC/C2=N/O
ZINC03122378	Cc1cc2c(cc1/C=N/O)C(C)(C)CCC2(C)C
ZINC36841084	CSc1cccc(NC2CC(c3cccc(Cl)c3)C2)c1
ZINC36664862	CC1CCC(C(C)C)C(Nc2cccc(F)c2)C1
ZINC36904727	Cc1ccc(NC2CC(C)CCC2C(C)C)c(F)c1
ZINC36923045	CC1CCCCC1Nc1c(Cl)ccc2scnc12
ZINC36954406	CC1CC(Nc2cc(Cl)ccc2C#N)CC(C)(C)C1
ZINC36972972	N#Cc1cc(NC2CC3CC2C2CCCC32)ccc1Cl
ZINC37202863	Clc1ccc(NC(c2ccc(Cl)cc2)C2CC2)cc1
ZINC37206588	CC1CCCC(Nc2nc3cc(Cl)ccc3s2)C1C
ZINC37206591	CC1CCCC(Nc2nc3cc(Cl)ccc3s2)C1C
ZINC37206594	Cc1ccc(Nc2nc3cc(F)ccc3s2)c(C)c1
ZINC37213048	CCc1ccc(NC(C)c2sc3ccccc3c2C)cc1
ZINC37248300	CCC(Nc1ccccc1I)C(C)C
ZINC37282349	CCCc1ccccc1NC1CCSc2c(F)cccc21
ZINC37305225	Cc1c(F)cc(C#N)cc1NC1CCC2CCCCC2C1
ZINC37529838	CC1CCC(C(C)C)C(O)(Cc2cccc(Cl)c2)C1
ZINC03978238	CC(C)c1c(O)ccc2c1CCC1C(C)(C=O)CCCC21C
ZINC37937322	N#CC1(Nc2cccc(Cl)c2)CCCCCCC1
ZINC41465245	CC(C)(C)c1ccc(C(O)Cc2cccc(Cl)c2)cc1
ZINC04802489	C=CC(C)(O)CCC1C(=C)CCC2C(C)(C)CCCC12C
ZINC54557081	CC(C)C1CCc2nc(-c3ccccc3O)sc2C1
ZINC54823973	N#CC1CCCCCC1Nc1ccccc1Br
ZINC62557727	Cc1cc(C)c2c(c1)NCC(c1ccc(C(C)C)cc1)O2
ZINC11734521	Cc1cccc(C(CO)Cc2cccc(Cl)c2)c1
ZINC19905625	Cc1cc(Br)ccc1NC(C)C
ZINC20430286	CCC(C)CNc1ccc(F)cc1Br
ZINC20476313	CC1CCC(Nc2c(F)cccc2F)CC1
ZINC20551290	Cc1ccc(NC(C)c2cc(C)sc2C)cc1
ZINC20556304	Cc1ccccc1C(C)Nc1cc(F)cc(F)c1
ZINC21819015	CC1CCCCC1Nc1ccc(F)c(F)c1
ZINC02519490	c1ccc(Cc2c[nH]cc2Cc2ccccc2)cc1
ZINC11633753	Cc1ccc2c(c1)CC(Cc1ccccc1)CN2
ZINC33466538	OC(Cc1ccc(Cl)cc1)C1CCCCC1
ZINC33466539	OC(Cc1ccc(Cl)cc1)C1CCCCC1
ZINC35229718	Cc1cccc(CNc2ccc3sccc3c2)c1
ZINC35283911	CC(Nc1cc(Cl)ccc1F)C1(C)CC1
ZINC36957369	CSc1ccccc1NC(C)c1ccc(C)s1
ZINC37202297	Cc1ccc(NCC2CC3C=CC2C3)cc1C
ZINC37212989	CCc1ccc(NCC2CC3C=CC2C3)cc1
ZINC37243972	Cc1ccc(NCC2CC3C=CC2C3)c(F)c1
ZINC37745678	CCC(C)C(C)(O)Cc1ccc(Cl)cc1
ZINC38077040	Cc1cc(C)cc(CC2(O)CCCC(C)C2)c1
ZINC38077041	Cc1cc(C)cc(CC2(O)CCCC(C)C2)c1
ZINC40163619	CCCC1CCC(O)(Cc2cccc(F)c2)CC1
ZINC40242821	CCc1ccc(C(O)CC2CCCCC2)s1
ZINC40244068	OC(c1ccccc1)c1cc2c(s1)CCCCC2
ZINC40244345	CCC(c1ccccc1)C(O)c1ccc(C)cc1
ZINC40244346	CCC(c1ccccc1)C(O)c1ccc(C)cc1
ZINC40246809	CCC(C)c1ccc(C(O)c2ccsc2)cc1
ZINC40248282	Cc1ccc(C)c(C(O)CCC2CCCC2)c1
ZINC40249239	Cc1cc(C)c(C(O)CC2CCCC2)c(C)c1
ZINC40254311	CC(C)c1ccc(C(O)C2CC2)c(C(C)C)c1
ZINC40260899	CCCC(C)C(O)c1cc(Cl)sc1Cl
ZINC41075242	Fc1cccc(NC(c2ccccc2)C2CC2)c1
ZINC41264532	Cc1ccc(C(C)(C)C)cc1C(CO)C(C)C
ZINC42328484	Fc1cccc(NC(c2cccs2)C2CC2)c1
ZINC42731263	Cc1ccsc1C(O)CCC1CCCCC1
ZINC43657655	CC(C)(C)C(O)CCc1c(F)cccc1Cl
ZINC47206175	Oc1cccc(C(F)(F)F)c1-c1ccccc1F
ZINC50101766	CC1(Nc2ccc3ccccc3c2)CCCC1
ZINC50329017	OC(C1=CCCCC1)c1ccc2ccccc2c1
ZINC50329375	Cc1cccc(C(O)C2=CCCCCC2)c1C
ZINC50329615	Cc1ccc(C(O)C2=CCCCCC2)cc1C
ZINC51790346	Cc1c(F)cccc1NC/C=C/c1ccccc1
ZINC51813968	Cc1ccc(NCC#Cc2ccccc2)c(C)c1
ZINC51814033	Cc1ccc(NCC#Cc2ccccc2)cc1C
ZINC52945499	OC(Cc1cccc(Cl)c1)C1=CCCCC1
ZINC53782529	OC(CC1CCCCC1)c1cccc(Cl)c1
