ZINC19433863	CC([NH3+])C(=O)Nc1ccccc1C(=O)NC1CC1
ZINC13273186	Cn1c(Sc2ccc(S(N)(=O)=O)cc2C(=O)[O-])nnc1C1CC1
ZINC13276912	CNS(=O)(=O)c1ccc(NCCCN2CCCC2=O)c(C(=O)[O-])c1
ZINC13277235	CNS(=O)(=O)c1ccc(NC2CCS(=O)(=O)C2)c(C(=O)[O-])c1
ZINC13362568	O=C(NNS(=O)(=O)c1ccc(F)c(C(=O)[O-])c1)c1ccco1
ZINC13407164	CC1CC12C(=O)C1=C(C(=O)C2O)C2(C)CCCC(C)(CC(=O)[O-])C2C(O)C1OC=O
ZINC13418516	Cc1c(C(=O)[O-])sc2ncn(C(C)C(=O)NC(=O)NC(C)(C)C)c(=O)c12
ZINC20479159	Cc1cc(-c2n[nH]c(=S)n2/N=C/c2ccccc2C(=O)[O-])n[nH]1
ZINC20479159	Cc1cc(-c2nnc([S-])n2/N=C/c2ccccc2C(=O)[O-])[nH]n1
ZINC20830725	Cc1cc(NC(=O)C2CC=CCC2C(=O)[O-])n(-c2nc(=O)c3c([nH]2)CCC3)n1
ZINC35361226	CC12CC/C(=N\OCC(=O)N3CC(O)CC3C(=O)[O-])C=C1CCC1C2CCC2(C)C(O)CCC12
ZINC37225708	COC(=O)C(CO)NS(=O)(=O)c1ccc(Cl)c(C(=O)[O-])c1
ZINC37449558	O=C(NCC(=O)N1CC(O)CC1C(=O)[O-])c1ccc(Br)o1
ZINC38722809	Cc1cccnc1NC(=O)C(=O)Nc1cc([O-])n(-c2ccccc2)n1
ZINC40385286	Cn1cc(S(N)(=O)=O)c([N-]S(=O)(=O)c2ccccc2Br)n1
ZINC33925289	Cc1ccc(C)c(C2[NH2+]C(CC(=O)[O-])(C(=O)[O-])C3C(=O)N(C4CCCCC4)C(=O)C23)c1
ZINC50778875	CCNc1ncc(Br)cc1C(=O)NC(C)c1nnn[n-]1
ZINC51009790	CCCCN/C([O-])=C(\C#N)C(=O)CN1C(=O)NC2(CCCC2)C1=O
ZINC52557408	CC(NC(=O)c1ccc(Br)s1)C(=O)Nc1nc(C#N)c(C#N)[n-]1
ZINC12360726	N#Cc1c(SCC(=O)Nc2nncs2)sc2c(=O)[nH]c([O-])nc12
ZINC55309681	Cc1cc(C)c(NC(=O)CCC(=O)NCCCc2nnn[n-]2)c(C)c1
ZINC55313739	O=C([O-])c1cc(S(=O)(=O)NC2CCCCNC2=O)c(Br)o1
ZINC55329873	O=C([O-])c1cc(S(=O)(=O)NC2CCCNC2=O)c(Br)o1
ZINC55597787	CNC(=O)c1ccc(S(=O)(=O)[N-]c2cccc(N3CCNC3=O)c2)cc1
ZINC55614297	CC(C)NC(=O)Nc1ccccc1[N-]S(=O)(=O)c1cnn(C)c1
ZINC26263728	CC(C)C(NS(=O)(=O)c1ccccc1F)/C([O-])=N/c1ncn[nH]1
ZINC57742657	Cc1nc([N-]S(C)(=O)=O)sc1C(=O)NC1CCC(=O)NC1c1cccs1
ZINC08133937	Cn1cc(C(=O)NNC(=O)Cn2nc([O-])c3ccccc3c2=O)c2ccccc21
ZINC58282122	CNC(=O)C1(NC(=O)c2cnn(-c3ccc([O-])nn3)c2C)CCCCC1
ZINC42294545	COC(=O)c1c([N-]S(=O)(=O)CC(=O)[O-])sc2c1CC[NH2+]C2
ZINC26732152	O=P([O-])([O-])C(Nc1ccc(Br)cn1)P(=O)([O-])O
ZINC07137144	O=C(CCn1nc([O-])c2ccccc2c1=O)NNC(=O)c1ccccc1F
ZINC61485814	Cc1ccc(C(=O)NNC(=O)c2ccoc2)cc1[N-]S(C)(=O)=O
ZINC36356933	C/C([O-])=N/S(=O)(=O)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1
ZINC39958701	CC(C)NC(=O)CNC(=O)C1[N-]C(C2=CC=CC3N=CC=C23)=NO1
ZINC18116117	CCOC(=O)C(N)CSC1CC(=O)N(c2ccc(C(=O)[O-])cc2)C1=O
ZINC63920029	O=C(NCc1ccoc1)C1=CNN(c2ccc([O-])nn2)C1C(F)(F)F
ZINC64029068	CC(C)N1NCc2c(C(=O)Nc3ncn[n-]3)cc(-c3ccco3)nc21
ZINC64610491	N#Cc1ccccc1OCC(=O)NNC(=O)CC1(C(=O)[O-])CCSC1
ZINC18089383	CCN(CC)/C(=N/C([O-])=N/S(=O)(=O)c1ccc(C)cc1)NO
ZINC18089383	CCN(CC)/C(=N/O)[N-]/C([O-])=N/S(=O)(=O)c1ccc(C)cc1
ZINC66253845	CCn1cc(S(=O)(=O)[N-]c2nc(C)c(SCC(N)=O)s2)cn1
ZINC66520007	NC(=O)C1CCCN(c2ccc(/C([O-])=N/S(=O)(=O)N3CCCC3)cc2)C1
ZINC66520060	NC(=O)C1CCCN(c2ccc(/C([O-])=N/S(=O)(=O)N3CCCCC3)cc2)C1
ZINC66585749	Cn1cc(S(=O)(=O)[N-]c2ccc(-n3cccn3)c(Cl)c2)cc1C(N)=O
ZINC67004863	O=C(Nc1ccc([N-]S(=O)(=O)c2c[nH]c3ncccc23)cn1)C1CC1
ZINC67174110	CN(C)C(=O)Cn1cc(NC(=O)c2ccc3c([O-])[nH]c(=S)nc3c2)cn1
ZINC67642779	Cc1nn(CC(=O)[O-])c2c1C(c1c[nH]nc1C1CCCCC1)CC(=O)N2
ZINC02134244	CC1(C)OC2OC(C(=O)NCC(=O)[O-])C3OC(C)(C)OC3C2O1
ZINC05027339	CC1(C)OC2OC(C(=O)NCC(=O)[O-])C3OC(C)(C)OC3C2O1
ZINC05374762	CN1C(=O)/C(=C\c2ccc(C(=O)N3CC(O)CC3C(=O)[O-])cc2)SC1=S
ZINC08738137	O=c1c2[nH]c3ccc(F)cc3c2nc(O)n1/N=C/c1ccc(S(=O)(=O)[O-])o1
ZINC13028381	CCN(CC)S(=O)(=O)c1ccc(S(=O)(=O)N2CC(O)CC2C(=O)[O-])cc1
ZINC13640481	CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cn3cc([N+](=O)[O-])nc3C)C2SC1
ZINC01715307	O=S(=O)([O-])CC(O)CSSCC(O)CS(=O)(=O)[O-]
ZINC19232364	CC(O)C(NS(=O)(=O)c1ccc(F)c([N+](=O)[O-])c1)C(=O)[O-]
ZINC19232366	CC(O)C(NS(=O)(=O)c1ccc(F)c([N+](=O)[O-])c1)C(=O)[O-]
ZINC19371704	O=S(=O)([O-])CCCCN1CC[NH+](CCCCS(=O)(=O)[O-])CC1
ZINC20635144	O=C(CC1SCC(C(=O)[O-])NC1=O)Nc1ccccc1[N+](=O)[O-]
ZINC22052328	O=C([O-])C=CC(=O)NCCOCCOCCNC(=O)C=CC(=O)[O-]
ZINC22160247	CC(NC(=O)c1cc(S(=O)(=O)N2CCCC2)cn1C)C(=O)[O-]
ZINC13643055	O=P([O-])([O-])C(O)(C[n+]1ccc(Cc2ccccc2)cc1)P(=O)([O-])O
ZINC35053128	CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)C2C1C(=O)[O-]
ZINC35207931	Cn1cc(S(=O)(=O)NCCNS(C)(=O)=O)cc1C(=O)[O-]
ZINC36337296	O=C([O-])C1CSCN1S(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1
ZINC37052527	CC(O)C(NS(=O)(=O)c1cc([N+](=O)[O-])ccc1F)C(=O)[O-]
ZINC37418266	CNS(=O)(=O)c1ccc(S(=O)(=O)N(C)CC(=O)[O-])cc1
ZINC37449901	O=C([O-])C1CC(O)CN1C(=O)Cn1cc(Br)ccc1=O
ZINC37454646	CC(C)CC(NS(C)(=O)=O)C(=O)N1CSCC1C(=O)[O-]
ZINC37455678	CCCS(=O)(=O)NC(C)C(=O)N1CC(OC)CC1C(=O)[O-]
ZINC37465404	CNC(=O)c1cc(S(=O)(=O)N2CSCC2C(=O)[O-])cn1C
ZINC37589143	CCS(=O)(=O)NC(CCSC)C(=O)N(CC(=O)[O-])C1CC1
ZINC37739594	Cc1nn(CC(=O)[O-])c(C)c1S(=O)(=O)NCCS(C)(=O)=O
ZINC00537202	NC(=O)CSc1nnnn1CC(CC(=O)[O-])c1ccccc1
ZINC19827235	O=C([O-])C1CCCN1S(=O)(=O)c1ccc2[nH]c(=O)c(=O)[nH]c2c1
ZINC22875287	CC1(C)CC(=O)C(=CNCCN2CCN(CCCCS(=O)(=O)[O-])CC2)C(=O)C1
ZINC39482902	CSC1CN(c2cc(S(=O)(=O)C(C)C)ccc2NS(=O)(=O)[O-])CCN1
ZINC39482952	CC(C)S(=O)(=O)c1ccc(NS(=O)(=O)[O-])c(N2CCNC(F)C2)c1
ZINC39670429	CC(=O)N1c2ccc(S(=O)(=O)N3CC(O)CC3C(=O)[O-])cc2CC1C
ZINC40393986	CC(C)CC(NS(C)(=O)=O)C(=O)N1CC(O)CC1C(=O)[O-]
ZINC40396347	COC(=O)c1sccc1S(=O)(=O)N1CC(O)CC1C(=O)[O-]
ZINC40457031	CC1C(NC(=O)CSc2cc(Cl)nc(Cl)c2)C(=O)N1OS(=O)(=O)[O-]
ZINC40559076	Cc1csc(NC(=O)N(CC(=O)[O-])C2CCS(=O)(=O)C2)n1
ZINC40571591	CN(C)C(=O)CNC(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1
ZINC36644249	CC(=O)OC1C(=O)OC2C1OC(n1cnc3nc([O-])[nH]c(=O)c31)C2OC(C)=O
ZINC36644251	CC(=O)OC1C(=O)OC2C1OC(n1cnc3nc([O-])[nH]c(=O)c31)C2OC(C)=O
ZINC43509736	O=C(NC1(C(=O)[O-])CCSC1)c1cnc2n(c1=O)CCS2
ZINC43511275	O=C([O-])C1(NS(=O)(=O)C2CCS(=O)(=O)C2)CCSC1
ZINC44712531	O=C1c2ccccc2C(=O)C1(C1(S(=O)(=O)[O-])C=Cc2ccccc2N1)S(=O)(=O)[O-]
ZINC45014072	CNC(=O)CCNC(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1
ZINC50213250	O=C(Cn1cc(C(=O)[O-])nn1)NC1CS(=O)(=O)CC1Cl
ZINC50265572	CCCn1cc(S(=O)(=O)NC2(C(=O)[O-])CCSC2)nc1C
ZINC13557568	O=P([O-])([O-])OC1CCC(OP(=O)([O-])O)C(OP(=O)([O-])[O-])C1
ZINC43509099	CSc1nc([O-])nc(C)c1C(=O)NC1(C(=O)[O-])CCSC1
ZINC62388533	CC(C(=O)[O-])n1cc(O)c(=O)cc1CN1CCN(CCO)CC1
ZINC63142462	CCC1CCC(NS(=O)(=O)CCS(C)(=O)=O)(C(=O)[O-])CC1
ZINC23476971	O=C([O-])Cc1csc(N2C(=O)CC(N3CCN(CCO)CC3)C2=O)n1
ZINC67605283	O=C1CN(CC(=O)N2CCCC(Cn3cc(C(=O)[O-])nn3)C2)C(=O)N1
ZINC03844989	O=C(OC(C(=O)c1ccc2c3c(cccc13)CC2)c1ccccc1)c1ccccc1
ZINC01746451	CCOC(=O)c1c(-c2ccc(-c3ccccc3)cc2)csc1-n1c(C)ccc1C
ZINC03655943	O=C(c1cn(CCCOc2ccccc2Cl)c2ccccc12)C1CCCCC1
ZINC01457642	O=C1/C(=C\c2ccc(OC(F)F)cc2)CCC/C1=C\c1ccc(OC(F)F)cc1
ZINC03662503	CCC1CCCCN1S(=O)(=O)c1c(C(C)C)cc(C(C)C)cc1C(C)C
ZINC02179133	Cc1cc(Br)ccc1OCC(=O)N(C1CCCCC1)C1CCCCC1
ZINC04186127	Fc1ccc(CSc2nnc(-c3ccccc3Cl)n2-c2ccccc2F)cc1
ZINC02292446	CC(C)CCSc1ncnc2c1sc1nc(C(C)C)c3c(c12)CCCC3
ZINC04837292	CCSP1(=O)C=C(c2ccccc2)N(c2ccccc2)N=C1c1ccccc1
ZINC05698501	Cc1ccc(/N=C(\c2ccccc2)N(C(=O)c2ccccc2)c2ccc(C)cc2)cc1
ZINC05711536	CCCCC(=O)c1ccc(N2N=C(c3ccccc3)CC2c2ccccc2)cc1
ZINC05753354	Cc1ccc(-c2ccc(OC(=O)COc3ccc(C)cc3Br)cc2)cc1
ZINC06119719	CCC1(CC(=O)OC)OCC(C)(Cc2ccccc2)c2c1sc1ccccc21
ZINC03323979	CCc1ccc2c(CC(C#N)(c3ccccc3)c3ccccc3)cc(=O)oc2c1
ZINC09473815	Cc1ccc(SCCCC(=O)/N=c2/sc3cc(Cl)ccc3n2C)cc1
ZINC09564635	CSCCn1/c(=N/C(=O)/C=C/c2cccs2)sc2cc(C)c(C)cc21
ZINC09475238	Cc1ccc(Cl)c2s/c(=N/C(=O)CCCSc3ccc(F)cc3)n(C)c12
ZINC10096908	CSCCn1/c(=N/C(=O)Cc2ccc(C(C)C)cc2)sc2ccccc21
ZINC10617969	CCc1ccc2c(c1)s/c(=N/C(=O)CCCSCc1ccccc1)n2C
ZINC11822613	Cc1ccc(C(C)(C)C)c(OCCOc2ccc(Br)cc2C#N)c1
ZINC12602561	C=CC/N=c1\scc(-c2ccccc2)n1/N=C/c1ccc(C(F)(F)F)cc1
ZINC12629538	CCn1/c(=N/C(=O)CCCSc2ccc(F)cc2)sc2cc(F)ccc21
ZINC13961149	CCCCn1nc(C)c2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc21
ZINC13961161	CCCCn1nc(C)c2c(C(F)(F)F)cc(C34CC5CC(CC(C5)C3)C4)nc21
ZINC09015232	CCCCSC1=C(C#N)C(c2ccc(C(C)C)cc2)C2C(=O)CCCC2=N1
ZINC06506174	Cc1ccc(/S(CC2CC2(Cl)Cl)=N\S(=O)(=O)c2ccc(C)cc2)cc1
ZINC05727426	CC(C)c1cc(C(C)C)c(S(=O)(=O)N2CC3C4C=CC(C4)C3C2)c(C(C)C)c1
ZINC03108271	CCCC1CCC(C2CCC(OC(=O)c3cncc(Br)c3)CC2)CC1
ZINC03385419	CC1CCc2sc(C(=O)OCC(=O)c3ccc(C4CCCCC4)cc3)cc2C1
ZINC33661465	O=C(/C=C/c1ccccc1OC(=O)c1ccc(Br)cc1)c1ccccc1
ZINC33726014	CCC(C(=O)N1CCn2cccc2C1c1ccc(C(C)(C)C)cc1)c1ccccc1
ZINC06363090	C=CCn1/c(=N/C(=O)C(c2ccccc2)c2ccccc2)sc2cc(F)ccc21
ZINC35519760	C/C(=N/OCc1cccc(F)c1)c1cc(-c2ccccc2)n(-c2ccc(C)cc2)c1C
ZINC35519782	C/C(=N/OCc1ccccc1C)c1cc(-c2ccccc2)n(-c2ccccc2)c1C
ZINC37634097	CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCC=O)CCC32)C1
ZINC37634099	CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCC=O)CCC32)C1
ZINC39432152	COC(=O)CCC(C)C1CCC2C3CCC4CC5(CCC4(C)C3CCC12C)CO5
ZINC36717437	CCc1cccc2s/c(=N/C(=O)CCCSc3ccc(C)cc3)n(C)c12
ZINC36647880	C=CCn1/c(=N/C(=O)Cc2c(C)cc(C)cc2C)sc2cc(SC)ccc21
ZINC39716774	CCCn1/c(=N/C(=O)c2ccc(SC)cc2)sc2cc(SC)ccc21
ZINC39721605	CCCn1/c(=N/C(=O)Cc2ccc(C)c(C)c2)sc2cc(SC)ccc21
ZINC36694233	C=CCn1/c(=N\C(=O)c2cccc(SCC)c2)sc2cc(F)cc(F)c21
ZINC39737646	C#CCn1/c(=N\C(=O)CCCSCc2ccccc2)sc2cc(C)c(C)cc21
ZINC40167201	CCN(C(=O)CSc1cc(C)c2cc(C)cc(C)c2n1)c1cccc(C)c1
ZINC41332608	CCc1ccc(N(Cc2cccs2)C(=O)c2cc3cccc(F)c3o2)cc1
ZINC45952107	CCCCSc1nnc(-c2ccc(Br)cc2)n1-c1ccccc1
ZINC04873585	O=C(c1cccs1)N(Cc1cccn1Cc1ccccc1Cl)C1CCCCC1
ZINC59056153	O=C(c1ccccc1)N(Cc1cccs1)c1ccc(N2CCCCC2)c(Cl)c1
ZINC06438715	Cc1ccc(-c2csc(SCC(=O)N(c3ccccc3)c3ccccc3)n2)cc1
ZINC59265312	Fc1ccc(-c2nnc(SCCCc3ccccc3)n2-c2ccccc2)cc1
ZINC05190748	CC1(C)CC(=O)C2=C(C1)Nc1ccc[nH+]c1NC2c1c[nH]c2ccccc12
ZINC05482725	COc1ccc(NC(=O)C2CC(C(C)C)[NH2+]C23C(=O)Nc2ccc(F)cc23)cc1
ZINC06697227	O=C(CC1[NH2+]C2CCCCC2NC1=O)Nc1ccc(Cl)c(C(F)(F)F)c1
ZINC07526448	CC(C)c1ccc(NC(=S)NC2CC(C)(C)[NH2+]C(C)(C)C2)cc1
ZINC09043096	COc1ccc(NC(=O)C2CC(C(C)C)[NH2+]C23C(=O)Nc2c(C)cc(C)cc23)cc1
ZINC09043689	COc1ccc(NC(=O)C2CC(CC(C)C)[NH2+]C23C(=O)Nc2c(C)cc(C)cc23)cc1
ZINC09483989	O=C(CC1[NH2+]C2CCCCC2NC1=O)Nc1ccccc1C(F)(F)F
ZINC12671282	Cc1c(C(C)C2[NH2+]CC(C)CC2O)ccc2c1CC1C2CC=C2CC(O)CCC21C
ZINC12885396	O=C(C[NH+]1CCC(C(=O)Nc2ccccc2O)CC1)Nc1cc(Cl)cc(Cl)c1
ZINC19220539	Cc1ccc2[nH]cc(C(O)C[NH+]3CCC4(CC3)CC(O)c3cc(C)c(C)cc3O4)c2c1
ZINC24893444	C/C([NH3+])=C(/C#N)c1csc(Nc2ccccc2C(F)(F)F)n1
ZINC28048676	CCC[NH+]=c1c(NC(=O)Nc2ccccc2CC)c(O)oc2ccccc12
ZINC28048851	CCC[NH+]=c1c(NC(=O)Nc2cc(C)cc(C)c2)c(O)oc2ccccc12
ZINC28048881	Cc1cccc(NC(=O)Nc2c(O)oc3ccccc3c2=[NH+]C2CCCC2)c1C
ZINC32106015	CNC(=O)C1/C(=N/Nc2ccc(Cl)cc2)C[NH+](C2CCCCC2)C1C(=O)NC
ZINC33070989	O=C(NCCc1c[nH]c2ccc(Cl)cc12)C1CCN(c2[nH]c3ccccc3[nH+]2)CC1
ZINC34791389	Cc1ccc2[nH+]c(-c3ccc(O)c(O)c3)c(NC3CCCC3)n2c1
ZINC28048662	CCC/[NH+]=c1\c(NC(=O)Nc2ccc(F)c(Cl)c2)c(O)oc2ccccc12
ZINC37615096	CCOc1c(Br)cc(Cl)cc1NC(=O)C(C)([NH3+])C1CC1
ZINC37622072	CCCC(C)([NH3+])C(=O)Nc1cc(Cl)cc(Br)c1OC
ZINC39462724	C(=N/Nc1ccc2c(c1)NN(c1ccccc1)N2)\C1=c2ccccc2=[NH+]C1
ZINC39531570	Cc1ccc(C(CNBr)N2CC[NH2+]C(c3ccccc3O)C2)cc1
ZINC39552535	O=C(NCC1CCC[NH+](CC2Nc3ccccc3S2)C1)c1cc2ccccc2[nH]1
ZINC19332222	Oc1ccc(C2N3CC4(c5ccccc5)C[NH+]2CC(c2ccccc2)(C3)C4O)c(O)c1
ZINC43283453	CC([NH3+])C(Sc1nc2ccccc2[nH]1)c1ccc(Br)s1
ZINC44483777	C[NH2+]C(C)c1ccc(NC(=O)c2ccc(Br)cc2O)cc1
ZINC45896257	C/[NH+]=c1\c(NC(=O)Nc2ccc(C)cc2C)c(O)oc2ccccc12
ZINC45896307	CCC[NH+]=c1c(NC(=O)NCc2ccc(C)cc2)c(O)oc2ccccc12
ZINC52094512	C[NH2+]C(c1ccccc1Br)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094677	CCC[NH2+]C(c1ccsc1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC54403064	CC[NH2+]C(c1cc2[nH]c(=O)[nH]c2cc1Br)C(C)(C)CC
ZINC33359315	Cc1cccc(C(=O)Nc2ccc3c(c2)CC([NH3+])C3)c1-c1ccc(C(F)(F)F)cc1
ZINC20623604	Cc1c(O)c(CNC2CC(C)(C)[NH2+]C(C)(C)C2)cc2c3c(c(=O)oc12)CCCC3
ZINC20589411	CCc1cc(=O)oc2c(CNC3CC(C)(C)[NH2+]C(C)(C)C3)c(O)c(Cl)cc12
ZINC57869727	CC1(C)CC(NC(=O)Nc2ccccc2N2CCCCC2)CC(C)(C)[NH2+]1
ZINC58174402	CC1CCCC([NH+](CC(=O)NC(N)=O)Cc2c(F)cccc2Cl)C1C
ZINC58552455	Cc1cc(N(C)C)ccc1NC(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC59112432	CC1(C)CC(NC(=S)NC2CCCCCCC2)CC(C)(C)[NH2+]1
ZINC49771096	CC(C(=O)Nc1cccc(F)c1)[NH+]1CCC(C(=O)Nc2cc(Cl)ccc2O)CC1
ZINC61611106	Cc1cc(Br)c(NC(=O)C(C[NH3+])c2ccccc2)c(Br)c1
ZINC61794163	Cc1ccc2nc(C3CCCN3C(=O)NC3CC(C)(C)[NH2+]C(C)(C)C3)[nH]c2c1
ZINC63187825	O=C(CC1=c2ccccc2=[NH+]C1c1cccs1)NNC(=O)c1ccccc1O
ZINC63214310	[NH3+]C1CCCCCC1Nc1ccc([N+](=O)[O-])cc1Br
ZINC63214469	[NH3+]C1CCCCCC1Nc1ccc(Br)cc1[N+](=O)[O-]
ZINC63214472	[NH3+]C1CCCCCC1Nc1ccc(Br)cc1[N+](=O)[O-]
ZINC63465576	CC(NC(=O)OC(C)(C)C)C(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC08682599	Cc1ccc2c(c1)c(/N=[NH+]/C(=[NH2+])[S-])c(O)n2Cc1ccccc1
ZINC08682599	Cc1ccc2c(c1)/C(=N/NC(N)=S)C(=O)N2Cc1ccccc1
ZINC67148690	CC(CC(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1)NC(=O)C1CCCCC1
ZINC67454082	[NH2+]=C1Nc2nc3ccccc3n2C(c2ccc(OC(F)F)c(Cl)c2)N1
ZINC67581294	CC(c1cccc(O)c1)N(C)C(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC02199949	CC1CCCC(C)[NH+]1Cc1c(O)ccc2c(=O)c(-c3nc4ccccc4s3)c(N)oc12
ZINC04554485	Cc1cccc(NC(=O)c2c(NC(=O)C[NH2+]C(C)C)sc3c2CCC3)c1
ZINC05677717	CCc1c(C)sc(NC(=O)C[NH+]2CCN(c3cccc(C)c3)C(C)C2)c1C(N)=O
ZINC04284110	CC1(C)CC([NH3+])CC(C)(CNc2ccc(S(=O)(=O)C(F)(F)F)cc2[N+](=O)[O-])C1
ZINC08328829	C[NH+](CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1)Cc1ccc(-c2ccc(Cl)cc2)o1
ZINC09042708	COc1ccc(Cl)cc1NC(=O)C1CC(C(C)O)[NH2+]C12C(=O)Nc1ccc(Cl)cc12
ZINC09365482	Cc1cc(Br)c(NC(=O)C[NH+]2CCCCC2C(N)=O)c(Br)c1
ZINC09467357	Nc1c(Cl)c(Cl)[nH+]c(C(=O)N/N=C/c2ccc(N3CCCCC3)s2)c1Cl
ZINC12329182	Cc1ccc2c(c1)C(O)CC1(CC[NH+](CC(O)c3c(C)[nH]c4cc(C)ccc34)CC1)O2
ZINC12745354	CC(NC(=O)C[NH+]1CCC(C(=O)Nc2ccccc2O)CC1)c1ccccc1Cl
ZINC13535757	O=C(CC1[NH2+]C2CCCCC2NC1=O)Nc1ccccc1C(F)(F)F
ZINC15044158	Cc1ccccc1C(C)NC(=O)C[NH+]1CCC(C(=O)Nc2ccccc2O)CC1
ZINC20867106	Cc1cc2cc(CNC(=O)CC3C(=O)NCC[NH+]3Cc3ccc(F)cc3Cl)ccc2[nH]1
ZINC27217248	Cc1ccc(C(NC(=O)C[NH+]2Cc3ccccc3CC2C(N)=O)C2CC2)cc1
ZINC28396402	Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(N3CC[NH2+]C(C)C3)n2)s1
ZINC35828159	COc1ccc(Cl)cc1NC(=O)C1CC(C(C)O)[NH2+]C12C(=O)Nc1ccc(Cl)cc12
ZINC37129744	CC(C)[NH+]1CCC(Nc2cc3[nH]c(=O)[nH]c3cc2Br)CC1
ZINC38038982	CC([NH2+]Cc1cc(F)ccc1Br)c1ccc(O)cc1O
ZINC38556665	CC1(C)CC([NH3+])CC(C)(CNc2ccc(S(=O)(=O)C(F)(F)F)cc2[N+](=O)[O-])C1
ZINC14751746	CNC(=O)c1nn(CC2CCCCC2)c2c1CC([NH2+]C1C3CC4CC1CC(O)(C4)C3)CC2
ZINC39355546	CCN1C=C(C[NH+]2CCC(C(=O)Nc3cccc(-c4cc5ccccc5[nH]4)c3)CC2)C(C)N1
ZINC43222577	CC(NC(=O)C1C[NH2+]CC1C(=O)NC(C)C1CCCCC1)c1ccccc1
ZINC44483848	CC(NC(=O)c1ccc(Br)cc1O)C1CCCC[NH2+]1
ZINC48127310	CCOC(=O)NC(C(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1)C(C)C
ZINC49060956	[NH3+]C1(CNS(=O)(=O)c2sccc2Br)CCCCCC1
ZINC54406375	CC1CC(C)C[NH+](C(C)(C)CNC(=O)Nc2cccc(NC(=O)C3CC3)c2)C1
ZINC54733697	Cc1ccc(C(C)NC(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)s1
ZINC55029563	CC(C)c1ccc(C(O)C[NH+]2CCC(NC(=O)NC3CCCCC3)CC2)cc1
ZINC12576348	Oc1ccc(/C=N/c2ccc3cc4ccc(/N=C/c5ccc(O)cc5O)cc4[nH+]c3c2)c(O)c1
ZINC59170823	Cc1ccc(/[NH+]=c2\oc3c(O)cc(C(C)(C)C)cc3cc2C(N)=S)cc1C
ZINC59170839	Cc1ccc(/[NH+]=c2\oc3c(O)cc(C(C)(C)C)cc3cc2C(N)=S)c(C)c1
ZINC13387864	CC(O)c1ccc(NC(=O)c2cnn3c2NC(c2ccc(F)cc2)CC3C(F)(F)F)cc1
ZINC55888091	O=C(CNc1ccccc1[NH+]1CCC(O)CC1)Nc1ccc(-c2ccccc2)cc1
ZINC55027485	CC(NC(=O)C[NH+]1CCC(NC(=O)NC2CCCCC2)CC1)c1ccc(F)cc1
ZINC62385551	O=C(Nc1cccc(NC(=O)C2CC2)c1)NC1CC[NH+](CC2CCCCC2)CC1
ZINC12579688	[NH2+]=C1Nc2nc3ccccc3n2C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)N1
ZINC63213118	[NH3+]C1CCCCCC1NS(=O)(=O)c1c(Cl)cc(Br)cc1Cl
ZINC32620577	[NH2+]=C(N/N=C\c1ccc(Br)cc1)N/N=C\c1ccc(Br)cc1
ZINC63281361	O=C(NCCC1=c2ccccc2=[NH+]C1)C(=O)Nc1ccc(C2Nc3ccccc3S2)cc1
ZINC63600776	O=C(NC1Nc2ccc(NC(=O)C3C=c4ccccc4=[NH+]3)cc2S1)c1ccccc1
ZINC63641870	O=C1C(C2NCCC3=c4ccccc4=[NH+]C32)C(O)NC(S)N1c1cccc2ccccc12
ZINC63690806	Cc1ccc(C(=O)NC2NC3=C(C(=O)NCCC4=c5ccccc5=[NH+]C4)CCC3S2)cc1
ZINC64349065	O=C(NC(CC1=c2ccccc2=[NH+]C1)C(=O)NC1CCCCC1)C1Cc2ccccc2CN1
ZINC64540089	O=C(NCCC1=c2ccccc2=[NH+]C1)c1cccc(NC(=O)C2NSc3ccccc32)c1
ZINC65439111	CC(C)C(=O)Nc1ccc(NC(=O)NC2CC[NH+](C(C)c3ccccc3)C2)cc1
ZINC67061065	O=C(CC1CCCCC1)NNC(=O)NC1CC[NH+](Cc2ccccc2F)CC1
ZINC67064867	CC(c1ccccc1)[NH+]1CCC(NC(=O)NNC(=O)CC2CCCCC2)C1
