ZINC02004002	CC(C)([NH3+])Cc1ccc(Br)cc1
ZINC34732062	CCC1=C(C)Cc2sc3c(c21)c(=O)n(C)c(=O)n3CCC(C)C
ZINC34915371	C=CCC(C)(C)C(=O)N1CCC(n2cnc3ccc(C)cc32)CC1
ZINC35358705	CC(C)CN(C)S(=O)(=O)c1ccc2nc(Cl)ccc2c1
ZINC19084615	CC(C)(C)c1noc(C2CCN(Cc3ccc(Cl)cc3)C2)n1
ZINC19084635	CC(C)(C)c1noc(C2CCN(Cc3cccc(F)c3F)C2)n1
ZINC37991237	CC(C)C(C)N(C)S(=O)(=O)c1ccc2nc(Cl)ccc2c1
ZINC39893193	Cc1ccc2occ(CC(=O)Oc3cccc4cccnc34)c2c1
ZINC41547914	CCc1sc(C(=O)C(C#N)c2nc3ccccc3o2)cc1C
ZINC41770590	Cn1c(SCC2CCCO2)nnc1-c1ccccc1Cl
ZINC44030013	Cc1occc1-c1nnc(SC(C)c2ccccc2F)n1C
ZINC44114814	Fc1ccc(SCc2nc(-c3ccco3)no2)cc1Cl
ZINC49928896	Cc1cccc(C(C#N)N(C)S(=O)(=O)c2cccc(C)c2)c1
ZINC55040133	CC(C)C(=O)/C(C#N)=C/c1c(-c2ccccc2)nc2sccn12
ZINC57650449	CCN(C(=O)Cn1nc(C)cc1C)C12CC3CC(CC(C3)C1)C2
ZINC07383088	CCOc1ccccc1Cn1cnc2sc(C)c(C)c2c1=O
ZINC62105212	CC1CCCN(S(=O)(=O)c2ccc(OC3CCCC3)cc2)C1
ZINC63044060	O=[N+]([O-])c1ccc(CC(Br)c2ccccc2)nc1
ZINC63518850	Cc1c(C)c(C)c(S(=O)(=O)N(CC#N)C2CC2)c(C)c1C
ZINC65162487	Cc1ccc(CC2CCCN(C(=O)/C=C/c3cnccn3)C2)cc1
ZINC65201738	CCCOC1CCCN(c2ncnc3sc(C)c(C)c23)C1
ZINC66081678	Cc1cc(C)cc(CN(C)S(=O)(=O)c2ccc(Cl)nc2)c1
ZINC66260453	Cc1ccc(-c2nnc(SC(C)c3cccnc3)o2)c(C)c1
ZINC66290191	CCN(C(=O)c1cnn(C)c1C(F)F)c1cc(C)cc(C)c1
ZINC67371921	CC(C)C(c1cccnc1)N(C)c1ncc(Br)cn1
ZINC67650811	Cc1ccc(-c2nc(Cn3ccc(C(F)(F)F)n3)co2)cc1
ZINC02714497	Cc1cc(C)c2s/c(=N\C(=O)C(C)C)n(C)c2c1
ZINC00162922	CC(C)(C)c1ccc(-c2noc(CCl)n2)cc1
ZINC00145431	O=[N+]([O-])c1ccc(Sc2ccccc2)c(Cl)c1
ZINC02526222	O=[N+]([O-])c1c(Cl)ccc(C(F)(F)F)c1Cl
ZINC00115185	CSc1nnc(-c2ccc(C(C)(C)C)cc2)n1C
ZINC01388601	CCCn1c(-c2cccnc2Cl)nc2ccccc21
ZINC01745161	O=[N+]([O-])c1ccc(C=C2C=c3ccccc3=C2)cc1
ZINC05519595	O=C(Sc1nc2ccccc2s1)c1ccco1
ZINC05669802	O=Cc1ccc(Sc2nc3ccccc3s2)o1
ZINC08138088	COC(=O)c1ccc(-c2nc3ccccc3s2)s1
ZINC11907893	C=CCSc1nnc2cc(C)c3cccc(C)c3n12
ZINC18194580	CC1CC(C)CN(c2cc(C#N)c3ccccc3n2)C1
ZINC19804608	CC(C)(C)c1ccccc1Oc1ncccc1C#N
ZINC19821701	CCc1ccc2nc(N3CCCCC3)c(C=O)cc2c1
ZINC20469466	Cc1cc(C)cc(Oc2c(CCl)c(C)nn2C)c1
ZINC21988915	COC(=O)c1ccc(-c2cccc(Cl)c2Cl)o1
ZINC28093070	S=C=Nc1ccc2sc(-c3ccccn3)nc2c1
ZINC34682028	Cc1cc(C)c2cc(CC#N)c(N3CCCCC3)nc2c1
ZINC36697079	CC1CCC(C(C)C)C(Oc2ncccc2C#N)C1
ZINC36939173	CCC1CCc2nc3sc(Br)nn3c2C1
ZINC37147284	CCC1CCC(C#N)C(n2c(C)nc3ccccc32)C1
ZINC37151766	N#CC1CCCCCC1Oc1cccc2cccnc12
ZINC01687021	O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl
ZINC37981634	Clc1nsnc1Oc1ccc2ccccc2c1
ZINC40408112	CCC(C)n1c(C2CCCO2)nc2cc(Cl)ccc21
ZINC40886039	ClCc1nc(-n2cnc3ccccc32)ccc1Cl
ZINC40886102	CCc1c(C)nn(-c2nc(C)cc(C)c2CCl)c1C
ZINC40886406	CC1CC(Oc2ccc(CCl)nn2)CC(C)(C)C1
ZINC40887051	Cc1ccc(C)c(Oc2ccc(CCl)nn2)c1C
ZINC40928240	O=Cc1c(C(F)(F)F)nn(C2CCCCC2)c1Cl
ZINC42404499	Cc1cnc(SC2CCCCCC2C#N)nc1
ZINC42404503	Cc1cnc(SC2CCCCCC2C#N)nc1
ZINC48631034	CC(C)(C)c1ccccc1Oc1cc(Cl)ncn1
ZINC49875906	Cc1cc(C)c(C)c(-c2ccc(C#N)c(N(C)C)n2)c1C
ZINC50349254	CC(C)(C)C1CCN(c2ccc(Cl)nn2)CC1
ZINC50436711	Cc1ccc(C#N)cc1-n1ccc2c1CC(C)(C)CC2=O
ZINC51849027	Cc1cc(C)c(C)c(Oc2ccnc(Cl)n2)c1
ZINC52224411	ClCCc1cn(-c2cc(Cl)cc(Cl)c2)nn1
ZINC52813992	Cc1cc(Oc2c(C)ccc(C)c2C)nc(Cl)n1
ZINC52837397	Cc1cc(C)cc(N(C)c2cc(Cl)nc(C)n2)c1
ZINC52885078	Cc1cc(C)c(CCl)c(-n2ccc(C(C)C)n2)n1
ZINC54380642	CC(C)(C)c1ccc(Sc2nccnc2C#N)cc1
ZINC54863287	CC(=O)c1sc(N(C)c2cc(C)cc(C)c2)nc1C
ZINC54967135	CC1CCCCN1c1nc(C(C)(C)C)c(C=O)s1
ZINC57331189	CC1CCN(c2nc(Cl)c3c(n2)CCCC3)CC1
ZINC57331198	CCc1nc(N2CCC(C)CC2)nc(Cl)c1C
ZINC57805447	CC(C#N)Cn1c(C(C)(C)C)nc2cc(F)c(F)cc21
ZINC58481603	CCSc1nc(-c2ccco2)nc2ccccc12
ZINC62011207	CC(c1ccc(Cl)cc1)N(C)c1cncc(Cl)n1
ZINC63046344	Cc1cc([N+](=O)[O-])ccc1C(C)C(C)Br
ZINC03848175	COc1c(C)c(C)c(OC)c2c1CC2Cl
ZINC03895616	Cc1nc(C23CC4CC(CC(C4)C2)C3)c(C)o1
ZINC04832947	CC1=CC(C)C(C2OCCC(C)O2)C(C)C1
ZINC04245483	Cc1c(N2CCCC2)ccc(C=O)c1Cl
ZINC05425002	CC1(C)COC(c2cccc3ccccc23)=N1
ZINC05567137	C1=CC2C(O1)OC2c1cccc2ccccc12
ZINC05767265	CC1=CCC(C2(C)CCC(=O)C(C)(C)O2)CC1
ZINC00518335	CC1=CC(C)C2(COC(C(C)C)OC2)C(C)C1
ZINC28286115	N#CC1(c2cccc3ccccc23)CCOCC1
ZINC32876594	Cc1csc(Sc2csc(Cl)n2)n1
ZINC36255096	CC(C)(C)c1csc2nc(CCl)cn12
ZINC36291657	ClCc1cnc2c(Cl)cc(Cl)cn12
ZINC36749910	N#CC1CCCCC1Oc1ccc(F)c(F)c1
ZINC37152600	CC1CCCC(OC2CCCCC2C#N)C1
ZINC37169429	Cc1ccc(-c2nccc(Cl)n2)cc1C
ZINC37367432	CC(C#N)(C1CCCCC1)N1CCCCC1
ZINC00521413	CC(C)c1nc(Cl)c(C#N)c2c1CCC2
ZINC38086130	N#CC(C1CCCCC1)N1CCCCCC1
ZINC04098293	CC1(C)CCCC2(C)C(C=O)C(C=O)=CCC12
ZINC38644069	COC(=O)C1(C)CCC2=C(C1)C(C)(C)CCC2
ZINC39521881	CON1C(Cl)CCCC12CCCC(F)C2
ZINC39524370	COC1CCCC2(CCCC(F)N2Cl)C1
ZINC40269291	ClC(c1ccc2c(c1)CCO2)c1ccco1
ZINC40269295	Cc1ccc(C(Cl)c2ccc3c(c2)CCO3)o1
ZINC40275669	CC1Cc2cc(C(Cl)C3CCCO3)ccc2O1
ZINC40885130	CC1CC(C)CN(c2cc(CCl)ccn2)C1
ZINC43762557	CC(=O)OC1C=CC2(C)CCC3C(C)CCC132
ZINC44979257	CCc1cc(Cl)nc(C2CCCC(C)C2)n1
ZINC48524416	CC1(C)C=CCC2(C)C1CCCC21OCCO1
ZINC50575403	Cc1cc(N2CCCC(C)C2C)ccc1C=O
ZINC51732842	CC1CCN(c2ccc(C=O)cc2F)C(C)C1
ZINC51754498	CC1CC1C(=O)c1ccc2c(c1)CC(C)(C)O2
ZINC52811975	CC(C)Sc1nc(Cl)nc2ccccc12
ZINC54743157	CCOc1ccc(C)c2c1CCOCC2Cl
ZINC54833067	Cc1cc(CCl)nc(C2CCCC(C)C2)n1
ZINC57524797	Cc1cc(C)cc(-n2nc(CCl)cc2C)c1
ZINC59514009	Cc1ccc(/C=N/c2cccc(Cl)c2C)o1
ZINC59519234	Cc1c(Cl)cccc1/N=C/c1ccco1
ZINC61851249	CC1(C)CCN(c2ccc(C#N)c(Cl)c2)CC1
ZINC62465232	CC1CC(C)CN(c2ccc(Cl)nc2)C1
ZINC62529155	CCc1nc2cccc(Br)c2o1
ZINC62529521	Clc1cc(Cl)c2oc(C3CC3)nc2c1
ZINC62536436	CN1CCOc2c1cc(Cl)cc2C(F)(F)F
ZINC62614151	Cc1ccc(C(C)C)c2c1C(C#N)CCCO2
ZINC62621036	CC(C)(C)c1ccc2c(c1)C(CC#N)CCCO2
ZINC62626508	Cc1cc2c(c(C(C)(C)C)c1)OCCCC2CC#N
ZINC62789951	CC1CCN(c2cc(Cl)ccc2C#N)C1
ZINC63043670	Cc1nc2ccccc2nc1C(C)C(C)Cl
ZINC63058538	Cc1cc(-c2nc(CCl)co2)ccc1F
ZINC38545675	CCC1=C(C)/C(=C/C2=CC(C)=NC2C)N=C1C
ZINC00220632	O=[N+]([O-])c1ccc(CNc2ccc(F)c(Cl)c2)s1
ZINC00083740	Clc1c(CSc2nc3ccccc3[nH]2)nc2ccccn12
ZINC00544017	CCCc1cc(NC(C)C)n2c(nc3ccccc32)c1C#N
ZINC04476463	O=c1c(Cl)c(NC2CC2)cnn1C12CC3CC(CC(C3)C1)C2
ZINC00194255	O=C1c2ccccc2C(=O)N1CNc1cccc(Cl)c1Cl
ZINC00397948	Cc1ccccc1NC(=O)Oc1ccc(Cl)c2cccnc12
ZINC05148550	CC1CCc2nn(CC(=O)Nc3cccc4ccccc34)cc2C1
ZINC07240877	CCc1cccc(NCc2cc(=O)n3cc(C)ccc3n2)c1
ZINC12534417	N#Cc1cccc(Nc2nc(C(F)(F)F)nc3ccccc23)c1
ZINC14242766	COc1ccnc(NC(C)c2ccc3c(c2)CCCC3)n1
ZINC20187388	Cc1ccc(C(C)Nc2cccc(-c3nnco3)c2)s1
ZINC32383468	CC1CC1CNC(=O)/C=C/c1cc(Cl)c2c(c1)OCO2
ZINC35046778	O=[N+]([O-])c1ccccc1NC1CCSc2ccc(Cl)cc21
ZINC35429277	OCc1c(Oc2cccc(Cl)c2Cl)nc2sccn12
ZINC13983564	[O-]c1nc(SCC[NH+]2CCCCC2)nc2ccccc12
ZINC36759596	O=C(Nc1cccnc1Oc1ccccc1)C1CC=CCC1
ZINC37014626	Cc1ccc(-c2nnco2)cc1NC(C)c1cccs1
ZINC37061735	Cc1cc([N+](=O)[O-])ccc1NC(C)c1c(F)cccc1F
ZINC37076822	Cc1ccccc1C(C)Nc1cc([N+](=O)[O-])c(F)cc1F
ZINC37151851	CCC1CCC(Nc2ccc(-n3ccnc3C)nc2)CC1
ZINC37215754	Cc1cccc(NCc2cc([N+](=O)[O-])c(F)cc2F)c1C
ZINC37562395	Cc1ccc(Cl)cc1NCc1csc([N+](=O)[O-])c1
ZINC00810628	c1ccc2c(Nc3nnc(-c4ccncc4)s3)cccc2c1
ZINC06810419	CSc1ncc(Cl)c(C(=O)Nc2cc(C)ccc2C)n1
ZINC39987685	Cc1ccc(-c2noc(CNc3ccccc3F)n2)cc1
ZINC40230155	Cc1ccc(C(C)Nc2cccc(F)c2F)cc1[N+](=O)[O-]
ZINC40794426	CCn1nc(C)c(Cl)c1C(=O)Nc1cccc(Cl)c1C
ZINC40881668	OCc1nc(Oc2ccc(Cl)c3cccnc23)ccc1Cl
ZINC41373875	CCOC(=O)Nc1cc(N2CCCCC2)ccc1Cl
ZINC41459220	CCc1ccc(-c2cc(C)[nH+]c(N(C)C)c2C(=O)[O-])cc1
ZINC41480140	COc1ccc(Nc2ncnc3c(F)cccc23)cc1Cl
ZINC41480158	CCOc1ccccc1Nc1ncnc2c(F)cccc12
ZINC43720529	Cc1ccc(C(C)NC(=O)N(C)C(C)c2cccs2)o1
ZINC44809369	CCCC(C#N)C(=O)Nc1nc2ccc(Cl)cc2s1
ZINC48335259	Cc1cc(C(C)Nc2ccc([N+](=O)[O-])c(C)c2)c(C)s1
ZINC52120413	Cc1cc(C(C)Nc2cc(F)ccc2[N+](=O)[O-])c(C)s1
ZINC08992631	C=CCc1c(C)[nH]c2c(-c3ccc(Cl)cc3)c(C)nn2c1=O
ZINC07136434	CCCn1/c(=N/C(=O)c2ccc(F)c(F)c2)[nH]c2ccccc21
ZINC57818661	O=C(Nc1c(-c2ccccc2)nc2ccccn12)C1CC=CCC1
ZINC57930766	CCC1Nc2cc(C)c(C)cc2N(Cc2cccc(C#N)c2)C1=O
ZINC44326500	CC1CCCN(C(=O)Nc2ccc(OC3CCCC3)cc2)C1
ZINC58154665	O=C(CSC(F)(F)F)N1CCCCC1c1ncc[nH]1
ZINC53464446	CC(C)=CC1C(C(=O)Nc2nc3c(s2)CN(C)CC3)C1(C)C
ZINC59319594	CC1CCCN(C(=O)NCCOC2CCCCC2C)C1
ZINC60291569	Cc1ccc(S(=O)(=O)Nc2ccc3scnc3c2)cc1C
ZINC60372304	Cc1nc(Cl)cc(N2CCC(Nc3ccc(F)cc3)CC2)n1
ZINC49951042	CC1CC1C(=O)Nc1nnc(C23CC4CC(CC(C4)C2)C3)s1
ZINC60549304	CSc1nc(C(=O)Nc2ccccc2Cl)c2ccccn12
ZINC61992277	CCOC(=O)Nc1nc2c(C)cc(Br)cc2s1
ZINC66408296	Cc1ccc2c(C(=O)/C(C#N)=C\c3cccc(C#N)c3)c[nH]c2c1
ZINC03831221	C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
ZINC00369041	Cc1ccc(-c2cc(C(=O)N3CCCCC3)c3ccccc3n2)s1
ZINC00085147	O=[N+]([O-])c1ccc(C2CC2(Br)Br)cc1
ZINC04456026	CC(C)(C)C1C/C(=C\c2cccnc2)C(=O)/C(=C/c2cccnc2)C1
ZINC04896394	CC(=O)OC1CCC2(C)C(=CC3C4CCC(=O)C4(C)CCC32)C1
ZINC05016828	Cc1ccc(SCc2cc(=O)n3c(C)csc3n2)cc1C
ZINC02582105	CC1(C)CC(=O)C(Cl)=C(N2CCN(c3ccccc3)CC2)C1
ZINC03149649	Cc1ccc2c(c1)c1c3n2CCN(C(=O)CCCCl)C3CCC1
ZINC01403614	CC(=O)C(C)Sc1ncc2c(n1)-c1cc(C)ccc1SC2
ZINC01403615	CC(=O)C(C)Sc1ncc2c(n1)-c1cc(C)ccc1SC2
ZINC03391671	Cc1csc(SC(C)C(=O)N2CCCc3ccccc32)n1
ZINC04019974	CC1CCCC(C)N1S(=O)(=O)c1ccc(Br)cc1
ZINC08180202	O=C1OC(c2ccccc2Br)=N/C1=C\c1ccsc1
ZINC16159611	FC(F)(F)c1ccnc(Oc2ccc(Br)cc2)n1
ZINC16919237	Ic1ccc(/C=N/N=C\c2ccco2)cc1
ZINC20356989	Cc1ccc(N2C(=O)/C(=C\N3CCCCC3)SC2=S)c(C)c1
ZINC33494366	CC(C)CCN1C(=O)C(=O)c2cc(Br)cc(Cl)c21
ZINC35454325	N#Cc1ccc(Oc2ccccc2I)nc1
ZINC36829457	Cc1cc(Br)ccc1C(=O)c1ccc2c(c1)CC(=O)N2C
ZINC36911759	CC(Cl)c1nc2cc(Cl)ccc2n1C(C)c1ccncc1
ZINC37404945	CCC1CCCN(S(=O)(=O)c2ccccc2Br)C1
ZINC05228324	C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
ZINC37915555	CCC1CCCN1S(=O)(=O)c1ccc(Br)c(C)c1
ZINC38086093	COc1ccc(Br)cc1C(C#N)N1CCCCCC1
ZINC38826858	CC1SC2=NC(=S)N(c3ccccc3)C(=O)C2=C1c1ccccc1
ZINC39252901	C=CCN1C(=O)C2=C3CCC(C(C)(C)C)CC3SC2=NC1=S
ZINC41096681	Cc1cc(C)c(S(=O)(=O)N2CCCCC2C)cc1Br
ZINC42350349	O=S(=O)(c1ccc(Br)cc1Cl)N1CC2CCC1C2
ZINC43426477	O=C(CN1CCOC2CCCCC21)c1cc(Cl)sc1Cl
ZINC43675888	Cc1cc(C)c2c(c1)C(=O)C(=O)N2Cc1sccc1Br
ZINC43678910	CC1Oc2ccccc2N(Cc2ccc(Br)s2)C1=O
ZINC44478806	COc1ccc(CN2CC(C)OC(C)(C)C2)cc1Br
ZINC44775534	CC1CCCN(C(=O)C2CC=CCC2c2nc3ccccc3s2)C1
ZINC48044517	Cc1cc(S(=O)(=O)N2CCCC(C)C2)c(C)cc1Br
ZINC48571693	N#Cc1cccnc1N1CCCC1c1ccc(Br)cc1
ZINC49534369	Cc1ccc2c(c1)nc(CCl)n2C(C)c1sc(C)nc1C
ZINC49534394	Cc1ncc(Cn2c(C(C)Cl)nc3cccc(Cl)c32)s1
ZINC50128933	O=C(CN1CCCCCCC1=O)c1ccc(Br)s1
ZINC50973100	Clc1cc2c(cc1C(Br)C1CCCCO1)OCCO2
ZINC52518720	Cc1cccc(C)c1N1CCN(Cc2ccc(Cl)nc2)CC1
ZINC55304593	BrC(c1ccc2oc3ccccc3c2c1)C1COCCO1
ZINC20033652	[O-][n+]1ccccc1SCc1nc2ccccc2c2ccccc12
ZINC25371413	Fc1ccccc1CN1CCN(c2nc3ccccc3s2)CC1
ZINC60847112	O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCCSCC1
ZINC61861275	CC1Cc2cc(C(=O)c3ccc(Br)cn3)ccc2O1
ZINC61874061	CCC1c2ccsc2CCN1C(=O)c1ccc(Br)cn1
ZINC63045341	CC(C)(C)C(Br)CC1=NS(=O)(=O)c2ccccc21
ZINC63899633	CCC1SC2=NC(C)=NC(=O)C2=C1c1ccc(Br)cc1
ZINC64034124	FC(F)(F)c1cc(I)n(C2CCCCO2)n1
ZINC66845490	N#Cc1ccc(CN2CCOC(c3ccc(F)c(Cl)c3)C2)cc1
ZINC04292910	CC(=O)OC1CCC2C3CCC4CC(C(C)=O)=CCC4(C)C3CCC12C
ZINC01038270	CSc1nccc(-c2sc(SC)c3c2CC(C)(C)CC3=O)n1
ZINC01040307	O=C1CCN(c2cc(C(F)(F)F)nc3cc(Cl)cc(Cl)c23)CC1
ZINC00987241	C=C(C)Cn1c(SC)nc2sc3c(c2c1=O)CCc1ccccc1-3
ZINC04532322	CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)=O)CCC32)C1
ZINC04534946	N#Cc1cc(Br)ccc1/N=C1\CCCN1Cc1ccccc1
ZINC03028482	Cc1ccsc1CN1CC(=O)N(c2cccc(Cl)c2C)C1=S
ZINC03658673	CSc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(F)c1
ZINC04825047	N#C/C(=C/c1ccco1)c1nc(-c2ccc(Cl)cc2Cl)cs1
ZINC04940253	CCC1CCCCN1C(=O)c1ccc2c(Cl)c3c(nc2c1)CCCC3
ZINC05034916	CC(Sc1nc2ccccc2s1)C(=O)N1c2ccccc2CC1C
ZINC05242114	CCC(=O)OC1CCC2(C)C(CCC3C4CCC(=O)C4(C)CCC32)C1
ZINC05276111	CC(=O)OC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
ZINC03051874	Ic1c(/C=N/C2CCCCC2)ccc2c1OCO2
ZINC05431062	COP12(OCCO1)SC(C(F)(F)F)=C(C(F)(F)F)S2
ZINC05523771	CC1=CC2=NC(C(F)(F)F)(C(F)(F)F)N=C(c3ccccc3)N2C=C1
ZINC05570695	CC(Sc1nc2sc3c(c2c(=O)n1C)CCC3)c1ccccc1
ZINC02696954	CCC1CCCCN1S(=O)(=O)c1cc(C)c(Br)cc1C
ZINC00210403	CC(C)c1ccc(/C=C2/C(=O)N(C3CCCCC3)C(=S)N2C)cc1
ZINC04265463	Cc1cc(C)cc(-n2c(SC(C)C)nc3c(c2=O)SC(C)C3)c1
ZINC11616367	CCC(=O)OC1CCC2C3CCC4CC(=O)C(C)CC4(C)C3CCC12C
ZINC12378019	CCC(=O)OC1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
ZINC12404021	CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)=O)CCC32)C1
ZINC12550309	Cc1ccc(-c2csc3ncnc(Sc4ccccn4)c23)cc1
ZINC15656841	O=C(Oc1ccc(Br)cc1Cl)c1ccc(Cl)nc1
ZINC20615145	Cc1nn(-c2ccccc2F)c2nc(-c3ccccc3)cc(C(F)F)c12
ZINC21983958	CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)=O)=CCC32)C1
ZINC22843650	O=S(=O)(c1ccccc1C(F)(F)F)N1CCCc2cccc(F)c21
ZINC25595288	CC1CC(C)CN(C(=O)C2CCCCC2c2nc3ccccc3s2)C1
ZINC35553047	Cc1sc2nc(Cc3ccccc3)nc(N3CCSCC3)c2c1C
ZINC37328547	Cc1csc(SCc2nc(Cl)c3c(C)c(C)sc3n2)n1
ZINC00506725	C=CCn1c(SC)nc2sc3c(c2c1=O)CCc1ccccc1-3
ZINC04370005	CC(=O)OC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
ZINC04870081	Cc1nnc(C)c2c(C)n(C(c3ccccc3)c3ccccc3)c(C)c12
ZINC04370002	CC(=O)OC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
ZINC03319861	CC1(C)CC2CC(C)(CN2S(=O)(=O)c2ccccc2C(F)(F)F)C1
ZINC39956034	CC(C)c1cnn2c(Cl)cc(-c3ccc(Br)cc3)nc12
ZINC40753451	Fc1cccc(F)c1Cn1c(-c2c(F)cccc2F)nc2ccncc21
ZINC40965018	CCc1c(-c2ccc(Br)cc2)nc2sc(SC)nn12
ZINC43757492	CC(=O)OC1CCC2(C)C3=CCC4(C)C(C(C)=O)CCC4C3CCC2C1
ZINC43757502	CC(=O)OC1CCC2(C)C3=CCC4(C)C(C(C)=O)=CCC4C3CCC2C1
ZINC43794472	CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)=O)CCC32)C1
ZINC48287738	CCn1c2ccccc2c2cc(/C=C(/C#N)c3nc(C)cs3)ccc21
ZINC49991666	Cc1ccccc1N(C)S(=O)(=O)c1ccc(F)cc1Br
ZINC54862827	CN(Cc1ccc(Cl)s1)c1nc2c(s1)C(=O)CC(C)(C)C2
ZINC22453439	O=S(=O)(Oc1cccc(Cl)c1Cl)c1ccccc1Cl
ZINC32626680	Cc1cc(F)c2c(c1)CCCN2S(=O)(=O)c1ccc(F)c(F)c1F
ZINC60035264	CC1Cc2ccccc2N1S(=O)(=O)c1ccc(F)c(C(F)(F)F)c1
ZINC61696624	CC(=O)c1ccc(Sc2nc3ccccc3o2)c(Br)c1
ZINC13118696	Cc1cccc(N2CCC/C2=N\c2ccc(Br)cc2C#N)c1
ZINC02581911	ClC(Cl)(Cl)c1nc(-c2ccc(C3SCCS3)cc2)no1
ZINC04936870	O=C(c1ccccc1)C1C2C3CC(Cl)C(C3)C2ON1c1ccccc1
ZINC05039779	Cc1cc(C)c(C)c(SCc2cc(=O)n3c(C)csc3n2)c1C
ZINC05275240	CC(=O)OC(C)C1CCC2C3CCC4=CC(=O)C=CC4(C)C3CCC12C
ZINC05570902	Cc1ccc(C)c(CSc2nc3sc4c(c3c(=O)n2C)CCC4)c1
ZINC03373692	Cn1c(SCc2ccccc2Cl)nc2sc3c(c2c1=O)CCC3
ZINC01284970	Cc1ccc(OC(=O)c2ccc(Br)o2)c(Br)c1
ZINC00678332	O=S1(=O)c2cccc3cccc(c23)N1Cc1ccc(Cl)cc1Cl
ZINC06242322	Brc1c(-c2ccccc2)nn2c(-c3cccs3)ccnc12
ZINC02786389	Cc1ccc(-c2cc(C(F)F)n3nc(C)c(Br)c3n2)cc1C
ZINC07380431	CSc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(C)C4)cc1
ZINC12784826	CC1CCN(C(=O)C2(Cc3nc4ccccc4s3)CCCCC2)CC1
ZINC11613894	Cc1ccc2cccc(OC(=O)c3ccc(Br)cc3)c2n1
ZINC13467416	CC(=O)OC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
ZINC00136442	Clc1cccc(Cl)c1/C=N/N1CCN(c2ccccc2)CC1
ZINC10615373	CC(C)CSc1nc2scc(-c3ccccc3)c2c(=O)n1C
ZINC20989044	CCN(C(=O)c1ccc2ncsc2c1)C12CC3CC(CC(C3)C1)C2
ZINC23185009	CN(C(=O)c1nc(Cl)ccc1Cl)C1C2CC3CC(C2)CC1C3
ZINC23862348	Cc1cccc(OS(=O)(=O)c2ccccc2Br)c1C
ZINC29461543	O=C(c1c2c(nc3ccccc13)/C(=C/c1ccccc1)CC2)N1CCCCC1
ZINC06077828	CN1C(=S)N(C2CCCCC2)C(=O)/C1=C\c1ccc(C(C)(C)C)cc1
ZINC01305353	CCC(=O)N(C=C1Sc2ccccc2C1=O)c1cccc2ccccc12
ZINC35449994	Fc1cc(Br)ccc1Oc1nc2ccccn2c1CCl
ZINC36324874	Cc1cc2ncn(CC(=O)c3ccc(Br)s3)c2cc1C
ZINC37365646	CN(C=O)c1ccc(C(=O)c2ccc(Br)cc2Cl)cc1
ZINC37631389	COC1(OC)CCC2(C)C(CCC3C2CCC2(C)C(C(C)=O)CCC32)C1
ZINC05875149	O=c1cc2c(nn1Cc1c(Cl)cccc1Cl)-c1ccccc1CC2
ZINC03979065	CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
ZINC41105647	CC(C)(C)c1ccc(Br)c(S(=O)(=O)N2CCCCC2)c1
ZINC43191503	CC(=O)OC1CCC2(C)C(CCC3C4CC=C(C(C)=O)C4(C)CCC32)C1
ZINC43560457	ClC(c1ccccc1)c1nc(-c2ccccc2Br)no1
ZINC43735440	CC(=O)OC1CCC2C3CCC4=C(Cl)C(=O)CCC4(C)C3CCC12C
ZINC43736226	CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)=O)CCC32)C1
ZINC44230688	FC(F)(F)c1cc(Cl)c(-c2ccc(C3OCCO3)o2)c(Cl)c1
ZINC44352879	O=S(=O)(c1ccc(Br)s1)N1CCCC1C1CCCC1
ZINC48441970	Cc1ccc(N(C)S(=O)(=O)c2ccc(C)cc2Br)c(C)c1
ZINC32551307	Cc1ccc(OS(=O)(=O)c2ccc(C)s2)c(Br)c1
ZINC49033532	Cc1cc(-c2ccc3nc(C4COc5ccccc5C4)sc3c2)ccn1
ZINC12412094	C=CCN1C(=O)/C(=C2\Sc3ccc(Cl)cc3N2CC)SC1=S
ZINC51637989	N#Cc1cc(-n2c(CCl)nc3cc(Br)ccc32)ccc1F
ZINC05427475	Cc1ccc2nc(CSc3ccc(Br)cc3)cc(=O)n2c1
ZINC13563854	CC1CN(Cc2ccccc2)Cc2cc3cccc(C(C)C)c3nc2O1
