ZINC00519932	O=C1NN(c2ccccc2)C(=O)C2C1C1C=CC2C12CC2
ZINC13572214	O=C(CCN1C(=O)S/C(=C\c2ccccc2Cl)C1=O)NCCc1ccc(O)c(O)c1
ZINC13756230	Cc1ccc(S(=O)(=O)NC(=O)NN/C(=N/c2ccc(Cl)cc2)C(F)(F)F)cc1
ZINC13839629	O=C(/C=C/c1ccco1)NC(=S)Nc1ccc(NC(=O)c2ccco2)c(Cl)c1
ZINC14075704	O=C(CCCOc1ccc(Cl)cc1Cl)NNC(=O)c1cc2ccccc2[nH]c1=O
ZINC14584341	CCN(C(=O)CSc1ccccc1F)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC14656377	CCCCn1c(N)c(N(C)C(=O)c2ccccc2I)c(=O)[nH]c1=O
ZINC14980764	CC(C)NC(=O)c1cn(Cc2ccccc2)cc(C(=O)NCC2(O)CCCCC2)c1=O
ZINC15985903	CC(C)NS(=O)(=O)c1cccc(C(=O)NNC(=O)c2cc(Cl)ccc2Cl)c1
ZINC21882639	CC(=O)NCCNC(=O)CCc1nc2sc3c(c2c(=O)[nH]1)CCC(C(C)(C)C)C3
ZINC23350466	NC(=O)Cn1c(SCC(=O)Nc2c(Cl)cc(Cl)cc2Cl)nnc1C1CC1
ZINC24961669	NS(=O)(=O)c1ccc(CNC(=O)CCc2ncc(-c3c(F)cccc3F)o2)s1
ZINC32654994	COc1ccc(C2NC(=O)NC(O)(C(F)(F)F)C2C(C)=O)cc1OCc1ccccc1
ZINC33624923	CCCCN1C(=O)C2C(c3ccccc3O)[NH2+]C(CC3CCCCC3)(C(=O)[O-])C2C1=O
ZINC12530228	O=C([O-])c1ccc(CN2Cc3[nH]c[nH+]c3CC2C(=O)NCc2ccc(Cl)cc2)cc1
ZINC36586578	COc1cc(C(C(=O)NC(C)(C)C)N(C(=O)c2ccc(O)cc2)C(C)(C)C)ccc1O
ZINC36597138	Cc1ccc(CN(C(=O)c2ccc(O)cc2)C(C(=O)NC(C)(C)C)c2ccc(O)cc2)o1
ZINC08598779	O=C(CCNS(=O)(=O)c1ccc2c(c1)CCCC(=O)N2)NCc1ccc(Cl)cc1
ZINC13084807	CC(=O)NC(Cc1ccc(F)cc1)C(=O)NC1CCN(C(=O)NCc2ccccc2)CC1
ZINC11859529	COC(=O)c1c(NC(=O)CC2SC(N)=NC2=O)sc2c1CCC(C(C)(C)C)C2
ZINC39276492	COC(=O)C1=C(C)C(C)SC1NC(=O)C(=O)NCCc1c[nH]c2ccc(Cl)cc12
ZINC39425591	N#Cc1c(NC(=O)CSc2nnc(N)s2)sc2c1CCN(Cc1ccccc1)C2
ZINC39658152	CCCCC(C)C(=O)N1CC(C(=O)NC2CCC(C(=O)[O-])CC2)C2(CC[NH2+]CC2)C1
ZINC39737801	Cc1sc(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3C)cc2)c(C(N)=O)c1C
ZINC39737803	Cc1sc(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3C)cc2)c(C(N)=O)c1C
ZINC32808961	CC(NC(=O)C(NC(=O)Nc1ccccc1)C(C)C)c1ccc(S(C)(=O)=O)cc1
ZINC43943894	O=C(NCC1CCN(C(=O)Nc2ccc(F)cc2)CC1)C(=O)Nc1ccc(F)cc1F
ZINC45925239	CC(C)NC(=O)CSc1ncc(S(=O)(=O)c2ccc(Br)s2)c(N)n1
ZINC21347617	O=C(NNC(=S)Nc1ccccc1C(F)(F)F)C1CCCN(C(=O)c2ccco2)C1
ZINC15959174	CCc1ccc2c(c1)C1(NC(C(C)O)C3C(=O)N(CCc4ccccc4)C(=O)C31)C(=O)N2
ZINC09461962	CCN(CCO)c1ccc(N/C=C2\C(=O)NC(=S)N(c3ccccc3Cl)C2=O)cc1
ZINC01204058	Cc1[nH]n(-c2nc(-c3ccccc3)cs2)c(=O)c1C(c1ccccc1)C(C#N)C(N)=O
ZINC58819500	NC(=O)Cc1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2I)cc1
ZINC59966184	NS(=O)(=O)c1ccc(CCNC(=O)C2CCN(c3ccc(Cl)cc3)C2=O)cc1
ZINC60213824	CCC(C)NS(=O)(=O)c1ccc(C(=O)Nc2cc(Cl)ccc2NC(C)=O)cc1
ZINC60341709	CNc1ccc(S(=O)(=O)NC)cc1NS(=O)(=O)c1ccccc1Br
ZINC60368199	CCS(=O)(=O)c1ccc(O)c(NC(=O)CNC(=O)c2cc3c(s2)CCCC3)c1
ZINC09348709	NC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2)c2oc(CO)cc(=O)c2O1
ZINC63363239	CC1=NN(C2Nc3ccccc3S2)C(=O)/C1=C(/C)NCCSCc1[nH]c[nH+]c1C
ZINC01640538	CN1CN(c2ccccc2)C2(CC[NH+](CC(C)(c3ccc(F)cc3)C3OCCCO3)CC2)C1=O
ZINC09328295	CC[NH+](CC)CCN1C(=O)c2oc3cc(C)c(C)cc3c(=O)c2C1c1ccccc1OC
ZINC09384885	CCc1ccc2nc(N(CC[NH+](C)C)C(=O)CS(=O)(=O)c3ccc(Cl)cc3)sc2c1
ZINC09386316	C[NH+](C)CCCN(C(=O)CS(=O)(=O)c1ccc(F)cc1)c1nc2c(Cl)cccc2s1
ZINC09386601	C[NH+](C)CCCN(C(=O)CS(=O)(=O)c1ccc(F)cc1)c1nc2c(F)cc(F)cc2s1
ZINC09465938	CCn1c(C[NH+](C)Cc2ccc(C(F)(F)F)cc2)nc2cc(S(=O)(=O)N(C)C)ccc21
ZINC09601247	Cc1ccn(C(C(=O)c2ccccc2)C(=O)N2CC[NH+](C/C=C/c3ccccc3)CC2)c(=O)c1
ZINC11843251	CCc1noc(C)c1C(=O)N(CC1CC[NH+](Cc2ccccc2F)CC1)CC1CCCO1
ZINC12099131	COc1ccc(C[NH+]2CC(Sc3ccc(F)cc3)CC2C(=O)N(C)Cc2ccon2)cc1C
ZINC09198365	CCn1c(C[NH+]2CCc3sccc3C2c2ccccc2)nc2cc(S(=O)(=O)N(C)C)ccc21
ZINC09847526	CC(c1nnc(SCC(=O)N(C)Cc2ccc(Cl)cc2)n1-c1ccc(F)cc1)[NH+](C)C
ZINC14731568	CC(C)CN1C(=O)N(CCCc2cccnc2)C(=O)C12CC[NH+](C1CCc3ccccc3C1)CC2
ZINC14744988	CC(C)CCN1C(=O)N(CCCc2ccncc2)C(=O)C12CC[NH+](C1CCSC1)CC2
ZINC14887475	COc1ccc(C[NH+]2CC(Sc3ccc(F)cc3)CC2C(=O)N2CCOCC2)cc1OC
ZINC19224487	COc1ccc(CN2CC(OCc3ccccc3F)C[NH+](C3CCOCC3)CC2=O)cc1
ZINC22791706	CC(C(=O)N(C)C1CCS(=O)(=O)C1)[NH+]1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
ZINC22930855	COc1ccc(Cl)cc1N1C(=O)CC(N2CCN(Cc3ccc(Br)s3)CC2)C1=O
ZINC25532609	C[NH+](CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1)Cc1ccccc1C(F)(F)F
ZINC30947391	CN(C)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CCC[NH+](Cc2ccc(Cl)cc2Cl)C1
ZINC30947394	CN(C)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CCC[NH+](Cc2ccc(Cl)cc2Cl)C1
ZINC30947438	CN(C)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CC[NH+](Cc2ccc(Cl)cc2Cl)CC1
ZINC29639943	COc1cc2c(cc1OC)CN(C(=O)C[NH+]1CCN(Cc3ccc(C(F)(F)F)cc3)CC1)CC2
ZINC33069201	CN(Cc1ccccc1)C(=O)CCc1nc(C2=CC[NH+](Cc3ccc(Cl)cc3)CC2)no1
ZINC34829688	COc1ccc(C2c3ccsc3CC[NH+]2CC(=O)N2CCN(C(=O)CC(C)C)C(C)C2)cc1
ZINC35246737	O=C(c1ccc(C[NH+](Cc2ccccc2)Cc2ccc(F)cc2)o1)N1CCC2(CC1)OCCO2
ZINC35486969	CCOc1cccc(C2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2CCC[NH+](C)C)c1
ZINC35554875	CCOC(=O)C1CCN(C(=O)C2Cc3ccccc3N3CC[NH+](Cc4ccc(F)cc4)CC23)CC1
ZINC35841574	CCN(Cc1ccccc1)C(=O)c1coc(C[NH+]2CCN(Cc3ccc(F)cc3F)CC2)n1
ZINC35938817	O=C(CC[NH+]1CCc2sccc2C1c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1
ZINC35938818	O=C(CC[NH+]1CCc2sccc2C1c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1
ZINC35938821	CC(C(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1)[NH+]1CCc2sccc2C1c1ccccc1
ZINC35959048	CCCCc1ccc(C(=O)N2CCC([NH+]3CCC(C(=O)N4CCN(CC)CC4)CC3)CC2)cc1
ZINC36312852	CC1CCCCN1c1onc(-c2ccccc2)c1CN(CC[NH+](C)C)C(=O)c1ccccc1F
ZINC39519855	CC(C)S(=O)(=O)C1CCC2(C1)C(S(=O)(=O)Oc1ccccc1)CCC[NH+]2Cc1ccccc1
ZINC39563913	CC(C)[NH+](C)CC1CCN(C(=O)C2CCN(S(=O)(=O)/C=C/c3ccccc3)CC2)CC1
ZINC40384917	CCOC(=O)C1CCCN(C(=O)C2Cc3ccccc3N3CC[NH+](Cc4ccc(F)cc4)CC23)C1
ZINC44910472	Cc1ccc(C[NH+]2CCC(C(=O)N3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)CC2)cc1
ZINC52607409	COc1c(OCc2ccc(C(F)(F)F)cc2)cc[nH+]c1CS(=O)C1=NC2=CSCC2=N1
ZINC22791395	CCOc1cc(C[NH+]2CCN(CC(=O)N3CC(C)CC(C)C3)CC2)cc(Br)c1OC
ZINC59748047	CCC[NH+]1CCC(N(C)S(=O)(=O)c2cc(OC)c(OC)cc2Br)CC1
ZINC59855360	COCC(C)n1c(C)cc(/C=C(/C#N)C(=O)N2CCC[NH+](Cc3ccc(Cl)cc3)CC2)c1C
ZINC14994981	CCN(CC)C(=O)C1CCC[NH+](Cc2ccc3c(c2)CN(Cc2ccc4c(c2)CCO4)CCO3)C1
ZINC63139204	COc1ccc(CN2CC(=O)N3C(CC4=c5ccccc5=[NH+]C4C3CCc3ccccc3)C2=O)cc1
ZINC63139447	COc1ccccc1CN1CC(=O)N2C(CC3=c4ccccc4=[NH+]C3C2CCc2ccccc2)C1=O
ZINC39791695	CCOC(=O)c1sc2cccc(F)c2c1COC(=O)/C=C/C1C=c2ccccc2=[NH+]C1=O
ZINC63373027	COCCCN1CC(=O)N2CC(c3ccc(Br)cc3)C3=c4ccccc4=[NH+]C3C2(C)C1=O
ZINC63373671	COc1ccccc1C1CN2C(=O)CN(CCc3ccc(F)cc3)C(=O)C2(C)C2[NH+]=c3ccccc3=C12
ZINC63374741	COc1ccccc1C1CN2C(=O)CN(CCc3ccccc3F)C(=O)C2(C)C2[NH+]=c3ccccc3=C12
ZINC63697597	COc1cc(C(=O)N2CCC3=c4ccccc4=[NH+]C3C2c2ccc(SC)cc2)cc(OC)c1OC
ZINC63750993	O=C(CCCC1=c2ccccc2=[NH+]C1)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1
ZINC01480716	CCOC(=O)C1CCN(c2nc3c(C)cccn3c(=O)c2/C=C2\SC(=S)N(C)C2=O)CC1
ZINC09223412	COc1cc2c(cc1/C=C/C(=O)N1CCN(S(=O)(=O)c3ccc(C(C)=O)cc3)CC1)OC(C)C2
ZINC09488493	CCOc1ccc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2c2cc(C)on2)cc1OC
ZINC09613581	O=C(c1ccco1)N1CCC(C(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)CCCC4)CC2)CC1
ZINC09949370	O=C(C1CN(C(=O)CCn2c(=O)oc3cc(Cl)ccc32)c2ccccc2O1)N1CCCCC1
ZINC09488603	C#CCn1/c(=N/C(=O)c2ccc(N3C(=O)CCC3=O)cc2)sc2cc(OC)c(OC)cc21
ZINC12793485	CCOC(=O)N1CCC(C(=O)N2CCN(S(=O)(=O)c3ccccc3C(F)(F)F)CC2)CC1
ZINC12806350	COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccc4c3OC(C)C4C)CC2)cc1OC
ZINC12871315	CCCn1c(=O)n(CC(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)c2ccccc21
ZINC13138112	Cc1cc(C)c(C)c(S(=O)(=O)N2CCN(C(=O)Cn3c(=O)oc4ccccc43)CC2)c1C
ZINC15928866	O=C(Cc1ccc(Br)cc1)N1CCN(S(=O)(=O)c2cccc([N+](=O)[O-])c2)CC1
ZINC16234875	CC(c1ccc(-n2cncn2)cc1)N(C)C(=O)CCn1cnc2sc3c(c2c1=O)CCCC3
ZINC18332148	Cc1sc2nc(SCC(=O)N3CCN(S(C)(=O)=O)CC3)n(C3CCCC3)c(=O)c2c1C
ZINC18522422	CC(Sc1nnc(N2CCCC2)n1-c1cccc(Cl)c1)C(=O)N(C)C1CCS(=O)(=O)C1
ZINC19740869	COC(=O)C1CCCCN1C(=O)c1c(OC)cc(=O)n2c1CCN(Cc1ccc(Cl)cc1)CC2
ZINC14970957	COC(=O)c1c(S(=O)(=O)N2CCCCCCC2)sc2c1CCN(Cc1cnn(C)c1C)C2
ZINC20320912	Cc1ccc(-c2nnc(C3CCN(S(=O)(=O)c4ccc(N5CCCC5=O)cc4)CC3)o2)cc1
ZINC20327243	CCN(Cc1ccccc1)C(=O)C1CCCN(S(=O)(=O)c2ccc3c(c2)oc(=O)n3C)C1
ZINC20355454	CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)N(CC(=O)N2CCCCC2)C(=O)CO3)C1
ZINC20647452	COc1ccc(C(=O)N2CCN(c3nc(-c4ccco4)c4c(c3C#N)CC(C)(C)OC4)CC2)cc1
ZINC21783805	COc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(F)c(Cl)c3)CC2)c(OC)c1OC
ZINC22400601	Cc1cc(C)c(N(CC(=O)N2CCc3cc(S(=O)(=O)N(C)C)ccc32)S(C)(=O)=O)c(C)c1
ZINC24534882	CC(=O)N1CCc2cc(C(=O)C(C)Sc3nc4cc(S(=O)(=O)N(C)C)ccc4o3)ccc21
ZINC24714075	O=C(c1ccc2c3c(cccc13)CC2)N1CCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1
ZINC24877242	Cc1ccc(-c2noc(C(C)N3CCN(C(=O)C4CSC5(C)CCC(=O)N45)CC3)n2)cc1
ZINC26677573	O=C1CCC2(C(=O)OCc3cc(Cl)c4c(c3)OCCCO4)N1c1ccccc1C(=O)N2C1CC1
ZINC27455930	CCOC(=O)N1CCN(C(=O)C2CCN(S(=O)(=O)c3ccccc3C(F)(F)F)CC2)CC1
ZINC13070806	O=S(=O)(c1ccc2ccccc2c1)N1CCN(Cn2nnn(-c3ccccc3)c2=S)CC1
ZINC33059071	Cc1noc(/C=C/c2ccc(F)cc2F)c1S(=O)(=O)N1CCC(C(=O)N2CCOCC2)CC1
ZINC33256007	COc1ccc(-c2noc(-c3cn(C)c4cc(N5CCC(C)CC5)c(F)cc4c3=O)n2)cc1OC
ZINC33256012	COc1cc(OC)cc(-c2noc(-c3cn(C)c4cc(N5CCC(C)CC5)c(F)cc4c3=O)n2)c1
ZINC35485971	C=CCOc1ccc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2c2nnc(C)s2)cc1OC
ZINC35870665	CCOC(=O)C1CCCN(C(=O)C2Cc3ccccc3N3CCN(C(=O)c4ccco4)CC23)C1
ZINC35920899	CC(=O)N1CCN(S(=O)(=O)C2CON(C)C2c2cccc(Oc3ccc(Cl)cc3)c2)CC1
ZINC36386809	O=C(C1CCCO1)N1CCN(CC(=O)N2N=C(c3ccc(Cl)cc3)CC2c2ccco2)CC1
ZINC09830713	CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)oc(=O)n3CC(=O)N(C)Cc2ccccc2)C1
ZINC08680760	CCOC(=O)N1CCN(C(=O)C2CCN(S(=O)(=O)c3c(C)cc(C)cc3C)CC2)CC1
ZINC38649017	COc1ccc(C2c3c(oc4cc(C)c(C)cc4c3=O)C(=O)N2C2CCS(=O)(=O)C2)cc1OC
ZINC39542096	COc1cc2nc3n(c(=O)c2cc1OC)CCc1c-3n(S(=O)(=O)C(C)C)c2ccccc12
ZINC39984223	O=C(Cn1c(=O)oc2cc(Cl)ccc21)N1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)CC1
ZINC20323341	CC1CCN(S(=O)(=O)c2ccc3c(c2)oc(=O)n3CC(=O)N2CC(C)CC(C)C2)CC1
ZINC09962852	CC1CCN(S(=O)(=O)c2ccc3c(c2)N(CC(=O)N2CC(C)CC(C)C2)C(=O)CO3)CC1
ZINC26362645	O=C(/N=c1\sccn1Cc1ccccc1Cl)C1=NN(C2CCS(=O)(=O)C2)C(=O)CC1
ZINC09891003	CC(Sc1ccccc1)C(=O)N1CCN(c2ccc(S(C)(=O)=O)cc2[N+](=O)[O-])CC1
ZINC32975664	Cc1ccc(CN2C(=O)C3CCCCC3C2=O)cc1S(=O)(=O)N1CCC2(CC1)OCCO2
ZINC15712908	CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)c1c(C)oc(-n2cccc2)c1C#N
ZINC59932179	Cc1noc(C)c1S(=O)(=O)N1CCN(C(=O)CN(C)c2ccc(C(C)(C)C)cc2)CC1
ZINC63561324	COc1ccc(C2=CC(C(=O)N3CCN(S(=O)(=O)c4ccc(Cl)s4)CC3)N=N2)cc1
ZINC09164659	CC(=O)Oc1ccc(C(=O)C2C3C(=O)N(c4ccc(Cl)cc4)C(=O)C3C3C=CC=NN32)cc1
ZINC64503118	CCOC(=O)C1=C(C)N=C(C)C1S(=O)(=O)N1CCC(C(=O)N2CCc3ccccc3C2)CC1
ZINC00602086	CC(n1cnc2cc(Cl)ccc2c1=O)C(O)(Cn1cncn1)c1ccc(F)cc1F
ZINC04601031	CC1CN(C(=O)CN2C(=O)NC(Cc3ccccc3)(c3ccccc3)C2=O)CC(C)O1
ZINC04985146	Cc1nnc(SCC(=O)N2c3ccccc3NC(=O)C2(C)C)n1Cc1ccccc1
ZINC02732509	Cc1c(S(=O)(=O)N2CCCC(C(=O)NC3C4CC5CC(C4)CC3C5)C2)cnn1C
ZINC09134704	CC(NC(=O)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1)C(=O)N1CCCCCC1
ZINC09396842	CC(=O)N1c2ccc(S(=O)(=O)N(C)CC(=O)Nc3ccc(F)cc3F)cc2CC1C
ZINC09396958	CC(=O)N1c2ccc(S(=O)(=O)N3CCC(C(=O)NC4CCCC4)CC3)cc2CC1C
ZINC09441270	CC12CCC(=O)N1C(C(=O)OCC(=O)Nc1sc3c(c1C#N)CCCCC3)CS2
ZINC11904724	Cc1cc(N2C(=O)CCS2(=O)=O)cc(C)c1S(=O)(=O)NCc1ccc(F)cc1
ZINC11997538	O=C1CCS(=O)(=O)N1c1ccc(S(=O)(=O)Nc2c(Cl)cccc2Cl)cc1
ZINC12769266	Cc1cc(NC(=O)C2CCCN(S(=O)(=O)c3ccc(Br)s3)C2)no1
ZINC12913538	CC(NC(=O)C1CC(=O)N(c2cccc3ccccc23)C1)c1ccc(-n2cncn2)cc1
ZINC18212795	CC(NC(=O)c1cc(S(=O)(=O)N2CCOCC2)cn1C)c1ccc2c(c1)CCCC2
ZINC19559249	Cc1nc(C)c(C(=O)N2CCC(c3cc4n(n3)C(C(F)(F)F)CC(C(C)C)N4)C2)o1
ZINC21022890	CC(=O)N1c2ccc(S(=O)(=O)N3CCCCC3)cc2CC1C(=O)Nc1ccccc1C
ZINC14238664	CC(C)c1nn(CN2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)c(=S)[nH]1
ZINC21955222	CCn1c(SCC(=O)Nc2cc(C)on2)nc2ccc(Br)cc2c1=O
ZINC22701443	Cc1nn(-c2ccc(F)cc2)c(Cl)c1/C([O-])=N/c1nc(C[NH+]2CCOCC2)cs1
ZINC23135707	Cn1nc2c(c1NC(=O)C1CCN(S(=O)(=O)c3ccc(Cl)s3)CC1)CCC2
ZINC23821804	N#Cc1c(NC(=O)CCN2CCN(C(=O)C3CCCO3)CC2)sc2c1CCCCC2
ZINC24610183	O=C1CN(C(=O)C2CCN(S(=O)(=O)Cc3ccc(F)cc3)CC2)c2ccccc2N1
ZINC25171575	CC(C)C(NC(=O)c1c(F)cccc1F)C(=O)N1CCN(C(=O)N2CCCCC2)CC1
ZINC25714239	Cc1sc2nc(SC(C)C(=O)N3CCNC3=O)n(C3CCCC3)c(=O)c2c1C
ZINC25919711	CNC(=O)c1ccc(/C=C/C(=O)N2CCCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1
ZINC29864972	O=C1NC2(CCOc3ccccc32)C(=O)N1CCS(=O)(=O)c1ccc(Cl)cc1
ZINC32722515	Cc1c(C(=O)NCc2ccc(S(=O)(=O)N3CCOCC3)cc2)oc2c(F)cccc12
ZINC32899964	Cc1cc(C)c(NC(=O)CN(C)C(=O)c2cc(C3CC3)nc3c2c(C)nn3C)c(C)c1
ZINC16045506	COc1ccc(OC)c(/N=C2\SCCCN2C(=O)c2cc(=O)[nH]c3ccccc23)c1
ZINC34792109	CN1C(=O)NC(c2ccccc2C(F)(F)F)C2=C1CN(CC(=O)N1CCCCC1)C2=O
ZINC35357717	CCOC(=O)CNC(=O)N1CCC2(CC1)SCCN2C(=O)c1ccc(Cl)cc1
ZINC35515384	Cc1ccc2oc3c(c(=O)c2c1)C(c1ccc(O)cc1)N(CCN1CCOCC1)C3=O
ZINC35966718	CC(C(=O)N1CCCC1)N1CC2=C(C1=O)C(c1ccccc1C(F)(F)F)NC(=O)N2C
ZINC36755421	CC(C)(C)OC(=O)N1CCCC1C(=O)Nc1cc2c(cc1Br)OCCO2
ZINC32971002	CC1(NC(=O)c2cccc(S(=O)(=O)N3CCCc4ccccc43)c2)CCS(=O)(=O)C1
ZINC08673295	Cc1cc(C)cc(NC(=O)CN2C(=O)CSc3ccc(S(=O)(=O)N(C)C)cc32)c1
ZINC08611732	Cc1cc(C)cc(NC(=O)CSc2c(C(C)C)cnc3c2c(=O)n(C)c(=O)n3C)c1
ZINC38695399	Cc1ccc(N2CCCS2(=O)=O)cc1NC(=O)C1CC(=O)N(c2ccc(F)cc2)C1
ZINC39470007	CCOC1=CC2CC3COP(=O)(S(=O)(=O)C(C)C)NN3CC2C=C1Br
ZINC39889579	O=C1c2oc3ccccc3c(=O)c2C2(C(=O)N(Cc3ccccc3)c3ccccc32)N1CCO
ZINC40131238	COc1ccc(-c2csc(NC(=O)C3CCCN(C(=O)N(C)C)C3)n2)cc1Cl
ZINC20356537	Cc1cc(/C=C2\C(=N)N3N=C(N4CCCCC4)SC3=NC2=O)c(C)n1Cc1ccccc1
ZINC58519862	O=C(/C=C/c1ccc(N2CCCC2=O)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC59248385	Cc1cc(C)c(C(=O)CN2C(=O)NC(C)(c3ccc(S(C)(=O)=O)cc3)C2=O)cc1C
ZINC59332898	CCc1nnsc1C(=O)N1CCCC(C(=O)Nc2ccc(Br)cn2)C1
ZINC59872674	CC1CCN(C(=O)COC(=O)C2CC(O)CN2C(=O)C23CC4CC(CC(C4)C2)C3)CC1
ZINC59921458	CC(C)(C)OC(=O)N1CCCC1C(=O)NCc1cn2cc(Br)ccc2n1
ZINC15321589	CCc1ccc(N2C(=O)CC(N3CCC4(CC3)C(=O)NCN4c3ccccc3)C2=O)cc1
ZINC09192170	CCOc1ccc(-n2c(C)cc(/C=C3\C(=N)N4N=C(C(C)C)SC4=NC3=O)c2C)cc1
ZINC01442476	O=C1CC(N(Cc2ccco2)C(=O)Nc2ccc(F)cc2)C(=O)N1c1ccc(F)cc1
ZINC63698305	CCc1ccc(CNC(=O)C2CCN(C(=O)C3SC4=NC=NC(=O)C4=C3C)CC2)cc1
ZINC04346194	COCC[NH2+]C(C)c1nc2ccccc2c(=O)n1-c1ccc(F)c(Cl)c1
ZINC04741202	CCc1ccc(C(=O)NC(C(=O)N2CCC([NH+]3CCCCC3)CC2)C(C)C)cc1
ZINC05446166	Cc1ccc(/C(O)=C2/C(=O)C(=O)N(CCC[NH+](C)C)C2c2ccc(F)cc2)cc1
ZINC06209108	CC1(CCc2ccccc2)NC(=O)N(C[NH+]2CC=C(c3ccccc3)CC2)C1=O
ZINC05098835	Cc1ccc(S(=O)(=O)NCC(c2ccc(N(C)C)cc2)[NH+](C)C)c(C)c1
ZINC08800613	Cc1ccc(S(=O)(=O)NCC(c2ccc3c(c2)CCN3C)[NH+](C)C)c(C)c1
ZINC12363609	CCCOc1cc2c(cc1C[NH+]1CCC(O)(c3ccc(F)cc3)CC1)OCO2
ZINC12589365	Cc1c(C(C)[NH2+]Cc2cccn2-c2ccc(Cl)cn2)cnn1-c1ccccc1
ZINC12921320	Cc1ccc(C)c(NC(=O)CN(C)C(=O)C[NH+](C)C(C)c2ccccc2)c1
ZINC15672012	CC1=C(c2ccc(C)c(C)c2)S(=O)(=O)N=C1NCCC[NH+]1CCCCC1C
ZINC15724449	CC1CCC(C(C)C)C(OCC(O)CN2CCN(c3cccc[nH+]3)CC2)C1
ZINC19793450	CCCOC(=O)c1ccc2[nH]c(C)c(C[NH+]3CCCCC3CC)c(=O)c2c1
ZINC21672157	Cc1c(C#N)c(NC(=O)C[NH+](C)Cc2ccsc2)n(-c2cccc(F)c2)c1C
ZINC22366898	Cc1ccc(-c2nn(C[NH+](C)Cc3ccc(N(C)C)cc3)c(=S)[nH]2)cc1
ZINC23382529	CCC1(c2ccccc2)NC(=O)N(C[NH+](Cc2ccccc2)C(C)C)C1=O
ZINC25383041	C=C1c2ccccc2C(=O)N1CC(=O)NCC(c1ccc(CC)cc1)[NH+](C)C
ZINC28289817	CCc1ccc2oc(C(=O)NCC(c3ccc(C)cc3)[NH+](C)C)cc(=O)c2c1
ZINC35523302	CCCNC(=O)c1ccc(C[NH+]2CCn3cccc3C2c2ccccc2Cl)o1
ZINC38737971	COc1ccc(C(C)C)cc1C[NH+]1CCCCC1C(=O)NCc1ccco1
ZINC39543038	Cc1ccc(C)c(C2=NN=CC2CN2CC[NH+](C3CCCC3)C(CCO)C2)c1
ZINC39951312	CCCC12CCN3CC(CCC)(CN(C1)C31CCCC1C(=O)OCC)C2O
ZINC45773997	COc1ccc(NC(=O)C[NH+](C)C(C)c2ccc(F)c(F)c2)c(OC)c1
ZINC47031925	O=S(=O)(NCC(c1ccco1)[NH+]1CCCC1)c1c(Cl)cccc1Cl
ZINC20996767	Cc1c(CNC2CCC[NH+](CC3CCCCC3)C2)c(=O)n(-c2ccccc2)n1C
ZINC48310908	Cc1noc(C(C)C)c1C(=O)NCc1ccc(C[NH+]2CC(C)CC(C)C2)cc1
ZINC49799188	CCc1ccc(C(CNC(=O)N(C)Cc2ccc(C#N)cc2)[NH+](C)C)cc1
ZINC36026675	CCC(C)C1[NH2+]C2(CCN(C(=O)CC(C)C)CC2)N(Cc2ccccc2)C1=O
ZINC35698932	CC(c1ccccc1)[NH+](Cc1[nH+]c(C(=O)[O-])co1)Cc1ccc(F)cc1F
ZINC51580987	CCCC(C)NC(=O)C1CCC[NH+](C(C)C(=O)N(C)C2CCCCC2)C1
ZINC56873900	C=CCN(Cc1ccccc1F)C(=O)NC1CCN(c2cccc[nH+]2)CC1
