ZINC02574883	NS(=O)(=O)c1cc(F)c(Br)cc1F
ZINC26171579	Cc1ccc(Sc2ccc(NC(=O)C(C)[NH+](C)Cc3nc4ccccc4c(=O)[nH]3)cc2)cc1C
ZINC35745826	Cc1ccccc1-c1csc2nc(C[NH+](CC(O)COC(C)C)C3CCCCC3)[nH]c(=O)c12
ZINC35746426	CCOCC(O)C[NH+](Cc1nc2scc(-c3ccc(C)cc3C)c2c(=O)[nH]1)C1CCCCC1
ZINC35747239	Cc1ccccc1OCC(O)C[NH+](Cc1nc2scc(-c3ccccc3C)c2c(=O)[nH]1)C(C)C
ZINC35747610	CC(C)[NH+](Cc1nc2scc(-c3cccc(Cl)c3)c2c(=O)[nH]1)CC(O)COc1ccccc1
ZINC35747612	CC(C)[NH+](Cc1nc2scc(-c3cccc(Cl)c3)c2c(=O)[nH]1)CC(O)COc1ccccc1
ZINC36161385	CC1CCc2c(sc3nc(C[NH+](CC(O)COC(C)(C)C)C4CCCCC4)[nH]c(=O)c23)C1
ZINC36205508	CC(C)(C)OCC(O)C[NH+](Cc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)C1CCCCC1
ZINC36206230	CCC(O)C[NH+](CCC(C)C)Cc1nc2scc(-c3ccc(Cl)cc3)c2c(=O)[nH]1
ZINC36206527	CCOCC(O)C[NH+](Cc1nc2scc(-c3cc(C)ccc3C)c2c(=O)[nH]1)C1CCCCC1
ZINC38546926	Cc1cc(C(Nc2cccc[nH+]2)c2ccc(Cl)cc2)c(NC(=O)c2ccco2)s1
ZINC38546949	Cc1cc(C(Nc2cccc[nH+]2)c2ccccc2Cl)c(NC(=O)c2ccco2)s1
ZINC38547514	COc1ccc(C(Nc2cccc(C)[nH+]2)c2c(NC(=O)c3ccccc3)sc(C)c2C)cc1OC
ZINC38547580	Cc1cccc(NC(c2ccc(F)cc2)c2c(NC(=O)c3ccco3)sc(C)c2C)[nH+]1
ZINC38854467	Cc1ccccc1C[NH+]1CCCC(C(=O)Nc2ccccc2C(=O)NC2CCCCC2)C1
ZINC38854477	Cc1cccc(C[NH+]2CCCC(C(=O)Nc3ccccc3C(=O)NC3CCCCC3)C2)c1
ZINC39659853	CCC(C(=O)N1CC(C(=O)NC2CCCCCCC2)C2(CC[NH2+]CC2)C1)c1ccccc1
ZINC39696146	CCCCCCC(=O)N1CC(C(=O)NC(C)c2ccc(CC)cc2)C2(CC[NH2+]CC2)C1
ZINC39696147	CCCCCCC(=O)N1CC(C(=O)NC(C)c2ccc(CC)cc2)C2(CC[NH2+]CC2)C1
ZINC39696148	CCCCCCC(=O)N1CC(C(=O)NC(C)c2ccc(CC)cc2)C2(CC[NH2+]CC2)C1
ZINC39696149	CCCCCCC(=O)N1CC(C(=O)NC(C)c2ccc(CC)cc2)C2(CC[NH2+]CC2)C1
ZINC40200672	COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)C[NH+]1CC2(C)CC1CC(C)(C)C2
ZINC40404718	C=CC(C)(O)C[NH+](Cc1nc2scc(-c3ccc(C)cc3C)c2c(=O)[nH]1)CC(C)C
ZINC38551033	COc1cccc(C(Nc2cccc(C)[nH+]2)c2cc(C)sc2NC(=O)c2ccccc2)c1OC
ZINC23358318	CNC(=O)C1CC([NH2+]Cc2cc(C)c(OC)cc2C)CN1CC(c1ccccc1)c1ccccc1
ZINC31040261	CSc1ccccc1NC(=O)C[NH+](C)CC(=O)Nc1ncc(Cc2cccc(C)c2)s1
ZINC12469503	O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc2n(n1)C(C(F)(F)F)CC(c1ccco1)N2
ZINC21529344	Cc1ccccc1C(=O)NC(CC(C)C)C(=O)Nc1nc2c(s1)C[NH+](Cc1ccccc1)CC2
ZINC63122563	O=C(/C=C1/CSC(c2ccccc2)N1)NCC(C1=c2ccccc2=[NH+]C1)c1cccs1
ZINC63262612	CC1=C2C=C(C(=O)NCCC3=c4ccccc4=[NH+]C3)SC2N(c2ccc(Cl)cc2)N1
ZINC63819174	Cc1cccc(S(=O)(=O)NC(CC2=c3ccccc3=[NH+]C2)C(=O)NCCC2=CCCCC2)c1
ZINC63819175	Cc1cccc(S(=O)(=O)NC(CC2=c3ccccc3=[NH+]C2)C(=O)NCCC2=CCCCC2)c1
ZINC63830570	O=C(CSc1ccccc1C(=O)NCCC1=c2ccccc2=[NH+]C1)NCC1CCCCC1
ZINC65329904	CCOc1ccccc1N/C(=N\C(=O)c1ccccc1C)NCCC1=c2ccccc2=[NH+]C1
ZINC65329907	CCOc1ccccc1N/C(=N\C(=O)c1ccccc1)NCCC1=c2ccccc2=[NH+]C1
ZINC03840739	CC(C(=O)N1CC[NH+](C)CC1)C1CCC2(C)Cc3sc(NC(=O)CC(C)(C)C)nc3C(C)C2C1O
ZINC03840741	CC(C(=O)N1CC[NH+](C)CC1)C1CCC2(C)Cc3sc(NC(=O)CC(C)(C)C)nc3C(C)C2C1O
ZINC08790896	CCc1cccc2c1NC(=O)C21[NH+]2CCCC2C(C(=O)c2ccccc2)C12C(=O)Nc1ccccc12
ZINC09042810	CCc1cccc2c1NC(=O)C21[NH+]2CCCC2C(C(=O)c2ccccc2)C12C(=O)Nc1ccccc12
ZINC11815906	CC(c1cccs1)[NH+](C)Cc1ccc(C(=O)NC2c3ccccc3-c3ccccc32)c(=O)[nH]1
ZINC12930640	CC(c1nc2scc(-c3cccs3)c2c(=O)[nH]1)[NH+]1CCC(C(=O)Nc2ccccc2)CC1
ZINC14981576	O=C(NC1CCCC1)c1cc2cc(C3(O)CC[NH+](Cc4cccn4-c4nccs4)CC3)ccc2o1
ZINC02437001	Cc1cccc(NC(=S)N2CC[NH+](CC(=O)Nc3ccc(Br)cc3)CC2)c1C
ZINC13469245	Cc1ccc(NC(=O)Nc2ccc(N3CCN(c4ncccc4C(F)(F)F)CC3)[nH+]c2)cc1
ZINC24071672	CC(C(=O)NC(=O)NC12CC3CC(CC(C3)C1)C2)[NH+]1CCC(c2nc3ccccc3o2)CC1
ZINC27574953	Cc1cc(NC(=O)c2ccco2)sc1C(=O)NCC(c1cccs1)[NH+]1CCC(C)CC1
ZINC27904211	CC(c1nc(N)nc(N(C)C)n1)[NH+]1CCN(Cc2ccc(-c3ccccc3Cl)s2)CC1
ZINC31655838	Cc1cc(C[NH+](C)CC(=O)Nc2sc3c(c2C(=O)Nc2ccc(Cl)cc2)CCCC3)no1
ZINC35035810	CC(c1nc2cc(Cl)ccc2c(=O)[nH]1)N(CC[NH+](C)C)C(=O)Nc1cccc(Br)c1
ZINC35035834	CCC(c1nc(=O)c2ccccc2[nH]1)[NH+]1CCN(C(=O)Nc2ccc(Cl)cc2Cl)CC1
ZINC35035840	CCC(c1nc(=O)c2ccccc2[nH]1)[NH+]1CCN(C(=O)Nc2ccccc2Br)C(C)C1
ZINC35418853	CC(CSc1nc2c(c(=O)[nH]1)C(c1ccccc1)C1C(=O)CC(C)(C)CC1N2)C[NH+](C)C
ZINC35807384	CCc1cccc2c1NC(=O)C21[NH+]2CCCC2C(C(=O)c2ccccc2)C12C(=O)Nc1ccccc12
ZINC35852336	CCOc1ccccc1NC(=O)Nc1ccc(N2CCN(Cc3c(F)cccc3F)CC2)[nH+]c1
ZINC12915793	CC([NH2+]CC(=O)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1Cl)c1ccc(Cl)cc1Cl
ZINC39198273	O=C(NC1CCCc2ccccc21)C1CCC[NH+](Cc2cccnc2Nc2ccc(F)cc2)C1
ZINC39355139	O=C(CC1S/C(=N/N=C/C2=c3ccccc3=[NH+]C2c2ccccc2)NC1=O)Nc1ccc(Cl)cc1
ZINC39609768	CCCCC(C)C(=O)N1CC(C(=O)NCc2ccc(Cl)c(Cl)c2)C2(CC[NH2+]CC2)C1
ZINC39609770	CCCCC(C)C(=O)N1CC(C(=O)NCc2ccc(Cl)c(Cl)c2)C2(CC[NH2+]CC2)C1
ZINC39609792	CC(C)C(Oc1ccccc1)C(=O)N1CC(C(=O)NCc2ccc(Cl)c(Cl)c2)C2(CC[NH2+]CC2)C1
ZINC39609795	CC(C)C(Oc1ccccc1)C(=O)N1CC(C(=O)NCc2ccc(Cl)c(Cl)c2)C2(CC[NH2+]CC2)C1
ZINC39639409	Cc1ccc(C(C)NC(=O)C2CN(C(=O)c3ccc(-c4ccccc4F)o3)CC23CC[NH2+]CC3)cc1
ZINC39659714	O=C(NC1CCCCCCC1)C1CN(C(=O)c2ccc(Cl)cc2Cl)CC12CC[NH2+]CC2
ZINC39659752	O=C1c2ccccc2-c2c1cccc2C(=O)N1CC(C(=O)NC2CCCCCCC2)C2(CC[NH2+]CC2)C1
ZINC39666244	Cc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3ccc(-c4ccc(F)cc4)o3)CC23CC[NH2+]CC3)cc1
ZINC39666248	Cc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3ccc(-c4ccccc4)o3)CC23CC[NH2+]CC3)cc1
ZINC39695882	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3ccc(Cl)c(Cl)c3)CC23CC[NH2+]CC3)cc1
ZINC39695923	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3c(Cl)cccc3Cl)CC23CC[NH2+]CC3)cc1
ZINC39695925	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3c(Cl)cccc3Cl)CC23CC[NH2+]CC3)cc1
ZINC39696087	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3cccc(Cl)c3Cl)CC23CC[NH2+]CC3)cc1
ZINC39696089	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3cccc(Cl)c3Cl)CC23CC[NH2+]CC3)cc1
ZINC39696251	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3cc(Cl)c(OC)c(Cl)c3)CC23CC[NH2+]CC3)cc1
ZINC39926559	O=C(CSC1NC2SC3=C(CCCC3)C2C(=O)N1c1ccccc1)N/N=C/C1=c2ccccc2=[NH+]C1
ZINC43525843	COc1ccccc1-c1cc(C2C[NH+]3CCC2CC3CNC(=O)NC2CCCCC2)n(C)n1
ZINC43528141	Cc1nc(-c2ccccc2Br)cc(C2C[NH+]3CCC2CC3CNC(=O)NCc2ccccc2)n1
ZINC45258504	CC(C)(C)C1(C)Cc2c(C[NH+]3CCC4(CCN(C(=O)c5ccc(N)cn5)CC4)CC3)cccc2O1
ZINC25011348	Cc1sc2nc(CSC(C)C(=O)Nc3nc(C[NH+]4CCC(C)CC4)cs3)[nH]c(=O)c2c1C
ZINC63180151	CC(=O)c1ccc(NC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(=O)c2ccccc2Cl)cc1
ZINC63182772	N#CCc1ccc(NC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(=O)c2ccccc2Cl)cc1
ZINC63294345	O=C(CCCNC(=O)N1CCC2=c3ccccc3=[NH+]C2C1)Nc1cccc(Br)c1
ZINC63375685	CCC(C)C(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(=O)NC1CCCCC1
ZINC63383506	CC(C)CC(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(=O)NC1CCCCC1
ZINC63541083	O=C(NCCC1=c2ccccc2=[NH+]C1)C1NN2C(C(F)(F)F)=CC(c3cccs3)=NC2C1Cl
ZINC64518508	COc1ccc2cc(C(=O)N3CCC(C(C)C(=O)NCCC4=c5ccccc5=[NH+]C4)CC3)[nH]c2c1
ZINC35430833	CC(C)(C)c1ccc(C2=NC3(CC[NH+](CC(=O)Nc4cc(F)ccc4F)CC3)NC2=O)cc1
ZINC12369347	O=C(Nc1ccc(N2CCN(c3[nH+]cccc3C(F)(F)F)CC2)[nH+]c1)Nc1ccc(F)cc1F
ZINC14879354	O=C(NCCC1=CCCCC1)C1CC12CC[NH+](Cc1cc(C[NH+]3CCCCC3)cs1)CC2
ZINC20219134	O=C1Nc2ccccc2C2=[NH+]C(CN3CC[NH+](C(c4ccccc4)c4ccccc4)CC3)CN12
ZINC09440514	O=C1[NH+]=c2ccccc2=C1Nc1cc(Cl)c(NC2=c3ccccc3=[NH+]C2=O)cc1Cl
ZINC38599443	COC(=O)C1[NH+]=c2ccc(Br)cc2=C1NC(=O)C[NH+]1CC=C(c2ccc(F)cc2)CC1
ZINC38965220	O=S(=O)(/N=C1\N=c2ccccc2=[NH+]C1Nc1ccc(Cl)c(Cl)c1)c1cccc(Cl)c1
ZINC38965239	Cc1ccc(S(=O)(=O)/N=C2\N=c3ccccc3=[NH+]C2Nc2ccc(Br)cc2C)cc1
ZINC38966548	O=S(=O)(/N=C1\N=c2ccccc2=[NH+]C1Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccc(F)cc1
ZINC38966564	COc1ccc(S(=O)(=O)/N=C2\N=c3ccccc3=[NH+]C2Nc2cc(Cl)cc(Cl)c2)cc1
ZINC38971176	COc1ccc(S(=O)(=O)/N=C2\[NH+]=c3ccccc3=[NH+]C2NCc2ccc(C)cc2)cc1
ZINC38971464	Cc1cccc(S(=O)(=O)/N=C2\N=c3ccccc3=[NH+]C2Nc2ccc(Br)cc2C)c1
ZINC38971484	O=S(=O)(/N=C1\[NH+]=c2ccccc2=[NH+]C1Nc1cc(Cl)cc(Cl)c1)c1cccs1
ZINC38975637	COc1ccc(S(=O)(=O)/N=C2\N=c3ccccc3=[NH+]C2Nc2ccccc2F)cc1
ZINC38975792	CCC(C)c1ccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2ccc(F)cc2)cc1
ZINC38978974	Cc1ccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2ccc(F)cc2)cc1F
ZINC38979952	CCC(C)c1ccc(NC2[NH+]=c3ccccc3=[NH+]/C2=N\S(=O)(=O)c2cccs2)cc1
ZINC38980576	CC(C)CCNC1[NH+]=c2ccccc2=N/C1=N\S(=O)(=O)c1cc(Cl)ccc1Cl
ZINC38980792	CC(=O)c1cccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2cccc(C)c2)c1
ZINC38981007	Cc1cccc(S(=O)(=O)/N=C2\N=c3ccccc3=[NH+]C2Nc2ccc(F)c(Cl)c2)c1
ZINC38981363	Cc1ccc(C)c(S(=O)(=O)/N=C2\N=c3ccccc3=[NH+]C2Nc2ccc(Br)c(C)c2)c1
ZINC39007757	CC(=O)Nc1ccc(S(=O)(=O)/N=C2\N=c3ccccc3=[NH+]C2Sc2ccccc2Cl)cc1
ZINC39159959	CCOc1cc(/C=C(\C#N)C2[NH+]=c3cc(Br)cnc3=[NH+]2)cc(Br)c1O
ZINC39702813	CCOc1cc(/C=C(\C#N)C2[NH+]=c3ccccc3=[NH+]2)cc(I)c1O
ZINC39777250	O=C1[NH+]=c2ccccc2=[NH+]C1c1ccccc1NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1
ZINC63151155	Brc1ccc(N2C(SCC3[NH+]=c4ccccc4=[NH+]3)=NNC2c2cccnc2)cc1
ZINC63165329	Clc1ccc(N2C(SCC3[NH+]=c4ccccc4=[NH+]3)NNC2c2cccc(Cl)c2)cc1
ZINC63209497	O=C(Nc1cccc(C(F)(F)F)c1)C([NH2+]CCC1=c2ccccc2=[NH+]C1)c1ccccc1
ZINC63270289	CC1=C(C)C2C(=O)N(c3ccc(Cl)c(Cl)c3)C(SCC3[NH+]=c4ccccc4=[NH+]3)NC2S1
ZINC39979755	O=S(=O)(/N=C1\[NH+]=c2ccccc2=[NH+]C1Nc1ccc(F)c(Cl)c1)c1cccs1
ZINC63348655	Cc1ccc(C2[NH+]=c3ccccc3=[NH+]2)cc1NC(=O)C1Sc2c(cccc2[N+](=O)[O-])C1Cl
ZINC63348659	Cc1ccc(C2[NH+]=c3ccccc3=[NH+]2)cc1NC(=O)C1Sc2c(cccc2[N+](=O)[O-])C1Cl
ZINC63393616	O=C(CSc1ccc(Cl)cc1)Nc1cc(C2[NH+]=c3ccccc3=[NH+]2)ccc1Cl
ZINC63486251	CC1=NC2C(c3ccccc3)C(C)=NN2C(C)=C1CCC(=O)Nc1ccc(C2[NH+]=c3ccccc3=[NH+]2)cc1
ZINC63530621	CC[NH+]1CCCC1CNC(=O)C1[NH+]=c2cc(C)ccc2=C1Sc1ccc(Cl)cc1
ZINC63530706	Cc1ccc2c(c1)=[NH+]C(C(=O)NCCC[NH+](C)C1CCCCC1)C=2Sc1ccc(Cl)cc1
ZINC39276655	COc1c(Br)cc(Br)cc1/C=N\NC1=NC2[NH+]=c3c(C)cccc3=C2N=[NH+]1
ZINC63625116	Cc1cccc(C2OC=NC2C(=O)Nc2ccccc2CCC2[NH+]=c3ccccc3=[NH+]2)c1
ZINC63696656	Cc1ccc2c(c1)=[NH+]C(N1CCCC(C(=O)NCc3cccc(Br)c3)C1)[NH+]=2
ZINC63699704	O=C(CC1CCCC1)Nc1ccc(S(=O)(=O)N2CCC(C3[NH+]=c4ccccc4=[NH+]3)CC2)cc1
ZINC63708170	CC1=C(CCC2=[NH+]C3=c4ccccc4=[NH+]C(SCc4ccccc4F)N3N2)C(C)N=N1
ZINC63708174	CC1=C(CCC2=[NH+]C3=c4ccccc4=[NH+]C(SCc4ccccc4F)N3N2)C(C)N=N1
ZINC63708214	CC1=C(CCC2=[NH+]C3=c4ccccc4=[NH+]C(SCc4ccc(F)cc4)N3N2)C(C)N=N1
ZINC63709566	O=C(Nc1ccccc1C1[NH+]=c2ccccc2=[NH+]1)C1CCCN1S(=O)(=O)c1ccc(Cl)s1
ZINC63743041	COc1ccc2c(c1)=[NH+]C(SCC1=NNC(c3ccccc3Br)O1)[NH+]=2
ZINC39935648	CCc1ccc2c(c1)=C1N=[NH+]C(N/N=C/c3cc(Br)ccc3OC)=NC1[NH+]=2
ZINC38734804	Cc1cc(C)c(S(=O)(=O)Nc2ccc(C)cc2C2[NH+]=c3ccccc3=[NH+]C2=O)c(C)c1
ZINC38734815	Cc1cc(C)c(S(=O)(=O)Nc2ccccc2C2[NH+]=c3ccccc3=[NH+]C2=O)c(C)c1
ZINC64066834	CC(C)(O)C#Cc1ccc(C[NH+]2CCC3(CC2)CC3C(=O)NCCC2=c3ccccc3=[NH+]C2)cc1
ZINC64093780	O=C1c2cc(Cl)ccc2OCC1C[NH+]1CCC2(CC1)CC2C(=O)NCCC1=c2ccccc2=[NH+]C1
ZINC64137468	N#CCCN1CC(C[NH2+]CC(C2=c3ccccc3=[NH+]C2)c2ccccc2)c2ccccc21
ZINC11968732	O=C(NCc1cccc(C(F)(F)F)c1)C1CC12CC[NH+](Cc1ccc3nsnc3c1)CC2
ZINC11995390	O=C(NCC1CCC2(CC[NH+](Cc3cccn3-c3ccc(Cl)cn3)CC2)O1)c1ccccc1
ZINC12331954	O=c1c2c3c(sc2ncn1Cc1ccccc1)CC([NH2+]Cc1cccc(-n2cccn2)c1)CC3
ZINC12243650	Cc1ccc(C(=O)NCC(C)Oc2ccc(C[NH+](C)Cc3ccc4ncccc4c3)cc2)s1
ZINC05397739	CC(=O)Nc1ccc(-c2ccc(=O)n3c2C2CC(C3)C[NH+](Cc3ccc(-c4ccccn4)cc3)C2)cc1
ZINC12151860	CCC(C)[NH+]1CCC(O)(c2ccc3oc(C(=O)N(C)Cc4ccc5ncccc5c4)cc3c2)CC1
ZINC20114362	Cc1cc(N2CCN(C)CC2)[nH+]c2ccc(NC(=O)COc3ccc(Cl)cc3Cl)cc12
ZINC20272762	O=C1CCC(CC[NH2+]Cc2cc3c(cc2Cl)OCO3)N1Cc1cc(F)cc(C(F)(F)F)c1
ZINC13694870	O=C(CN1CCN(c2[nH+]ccn2-c2cccc(Cl)c2)CC1)Nc1ccc(Br)cc1
ZINC14071829	CC1CC[NH+](C(CNC(=O)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)c2cccs2)CC1
ZINC21775232	Cc1cc(C)c(C)c(S(=O)(=O)NCC(c2ccc3c(c2)CCCN3C)N2CC[NH+](C)CC2)c1C
ZINC21777224	Brc1ccc(C([NH2+]Cc2ccc3c(c2)OCO3)c2nnc(-c3ccccc3)o2)cc1
ZINC22242237	Cc1oc(NC(=O)C[NH+]2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(C#N)c1C
ZINC22919985	CC(C(=O)N1CC(=O)Nc2ccccc21)[NH+]1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
ZINC27534606	O=C(Nc1cccc(C(F)(F)F)c1)c1cnc(N2CCN(c3cccc[nH+]3)CC2)c2ccccc12
ZINC15030658	COc1cc(Cl)c(C)cc1NC(=O)C(C)[NH+]1CCCN(c2ccc(C(F)(F)F)cn2)CC1
ZINC30955414	O=C(Nc1ccc(Br)cc1F)C1CC[NH+](Cc2nc(-c3ccccc3)no2)CC1
ZINC30979189	Cc1ccc(CNC(=O)C2CC[NH+](Cc3nc(-c4ccc(Br)cc4)no3)CC2)cc1
ZINC30982703	O=C(Nc1ccc(Br)cc1F)C1CC[NH+](Cc2nc(-c3ccc(F)cc3)no2)CC1
ZINC31054426	Cc1cccc(C)c1NC(=O)C1CCC[NH+](Cc2nc(-c3ccc(Cl)cc3Cl)no2)C1
ZINC31054673	Cc1ccccc1CNC(=O)C1CCC[NH+](Cc2nc(-c3ccc(Cl)cc3Cl)no2)C1
ZINC33059877	Cc1cccc([NH+]2CCN(CCNC(=O)c3sc4ncccc4c3-n3cccc3)CC2)c1C
ZINC35671567	CC(C)(C)c1ccc(C(Cn2cnc3c4c(sc3c2=O)SCC(=O)N4)[NH+]2CCCCC2)cc1
ZINC32737991	CC(C)[NH+](C)Cc1ccccc1CNC(=O)c1ccc(SCc2cn3ccccc3n2)cc1
ZINC38546488	COc1ccc(C(c2c(NC(=O)c3ccco3)sc3c2CCCC3)N2CC[NH+](C)CC2)cc1
ZINC38573236	COCc1cc(=O)[nH]c(SC2C(=O)[NH+]=c3ccc(Cl)cc3=C2c2ccccc2Cl)n1
ZINC38613038	CCCCC(Br)C(=O)NC1=c2cc(Br)ccc2=[NH+]C1C(=O)OCC
ZINC38872566	O=C(NCc1ccc(F)cc1)C1CC[NH+](Cc2nc(-c3ccc(Cl)cc3Cl)no2)CC1
ZINC38887886	Cc1cccc(-c2noc(C[NH+]3CCCC(C(=O)NCc4ccc(Cl)cc4Cl)C3)n2)c1
ZINC39359614	COc1ccc(C2CC(C3C(=O)[NH+]=c4ccc(Cl)cc4=C3c3ccccc3)=NN2)cc1OC
ZINC40961156	O=C(NC1CC[NH+](Cc2nc(-c3ccc(C(F)(F)F)cc3)no2)CC1)c1cccc(Cl)c1
ZINC41251283	O=C(NC1CCc2ccccc21)C1CC[NH+](Cc2nc(-c3ccc(C(F)(F)F)cc3)no2)CC1
ZINC46865201	Cc1cccc(C[NH+]2CCC(NC(=O)c3sc4nc(-c5ccco5)nc(C)c4c3C)CC2)c1
ZINC49366565	O=C(C[NH+]1CCC(c2nnc(-c3ccco3)s2)CC1)Nc1cc(C(F)(F)F)ccc1Cl
ZINC36024508	CCC(C)N1C(=O)C(C(C)C)[NH2+]C12CCN(S(=O)(=O)c1ccc(Cl)c(Cl)c1)CC2
ZINC58819671	CC1CC[NH+](C(CNC(=O)c2cc([N+](=O)[O-])ccc2I)C(C)C)CC1
ZINC63373863	COc1ccc(-c2nc(C(=O)NCCC3=c4ccccc4=[NH+]C3)cc3c2N=C2C=CC=CC23)cc1
ZINC63384909	CC1c2cc3c(cc2OC(=O)C1CC(=O)NCCC1=c2cc(F)ccc2=[NH+]C1)OC(C)(C)CC3
ZINC63385492	Cc1coc2c1c(C)cc1oc(=O)c(CC(=O)NCCC3=c4cc(Cl)ccc4=[NH+]C3)c(C)c12
ZINC63386327	CC(CC1=c2ccccc2=[NH+]C1)NC(=O)CC1C(=O)Oc2cc3c(cc2C1C)CCC(C)(C)O3
ZINC63491007	Cc1oc2cc3c(cc2c1C)C(C)C(CC(=O)NCCC1=c2cc(Cl)ccc2=[NH+]C1)C(=O)O3
ZINC63491009	Cc1oc2cc3c(cc2c1C)C(C)C(CC(=O)NCCC1=c2cc(Cl)ccc2=[NH+]C1)C(=O)O3
ZINC63655324	COc1ccc2c(c1)=C(CCN(Cc1cccnc1)C(=S)Nc1cc(C)ccc1C)C(C)[NH+]=2
ZINC63655327	COc1ccc2c(c1)=C(CCN(Cc1cccnc1)C(=S)Nc1ccc(C)cc1C)C(C)[NH+]=2
ZINC63749580	O=C(NCCC1=c2ccccc2=[NH+]C1)c1cc(S(=O)(=O)N2CCCCCC2)ccc1Cl
ZINC63780568	O=C(CN1C(=O)C2CCCCC2C1=O)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1Cl
ZINC63824349	O=C(CN1C(=O)COc2ccccc21)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1Cl
ZINC63824353	O=C(CN1C(=O)COc2ccccc21)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1Cl
ZINC38980730	O=S(=O)(/N=C1\N=c2ccccc2=[NH+]C1NCc1ccccc1Cl)c1cccc(Cl)c1
ZINC35397193	C[NH+]1CCC2(CC1)N=C(SCC(=O)Nc1cccc(F)c1)C(c1ccc(Br)cc1)=N2
ZINC08733843	CC(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(c2[nH+]cc(C(F)(F)F)cc2Cl)CC1
ZINC09346863	CCSc1ccccc1C(=O)Nc1sc2c(c1C(=O)OC)CC[NH+](Cc1ccccc1)C2
ZINC09569221	CN(C)c1ccc(C(CNS(=O)(=O)c2ccc(F)cc2F)[NH+]2CCc3ccccc3C2)cc1
ZINC11788994	O=C1CCC(CC[NH2+]Cc2cc3c(cc2Cl)OCO3)N1Cc1cc(C(F)(F)F)ccc1F
ZINC11789214	O=c1c2c3c(sc2ncn1CCCc1ccncc1)CC([NH2+]CCc1ccccc1F)CC3
ZINC12034406	O=c1c2c3c(sc2ncn1Cc1ccccn1)CC([NH2+]Cc1ccc(C(F)(F)F)cc1F)CC3
ZINC12034408	O=c1c2c3c(sc2ncn1Cc1ccccn1)CC([NH2+]Cc1ccc(C(F)(F)F)cc1F)CC3
ZINC12034675	COc1ccc(C[NH+]2CCC3(CC2)c2ccccc2C(NC(=O)c2ccco2)C3OC)c(C)c1C
ZINC11790354	Cc1nc2cc(NC(=O)C3CC(Sc4ccccn4)C[NH+]3Cc3ccc(F)c(F)c3)ccc2s1
ZINC12053110	Cc1nc(N2CCCC([NH2+]Cc3cccc4ccccc34)CC2)nc2cc(S(C)(=O)=O)ccc12
ZINC12282886	CC(C)C[NH+]1CCC(O)(c2ccc3oc(C(=O)N(C)Cc4cccc5ncccc45)cc3c2)CC1
ZINC12331953	O=c1c2c3c(sc2ncn1Cc1ccccc1)CC([NH2+]Cc1cccc(-n2cccn2)c1)CC3
ZINC09229206	CC[NH+]1CCCC1CNC(=O)C1CCN(C(=O)c2ccc(-n3c(C)cc4ccccc43)s2)CC1
ZINC14985716	Cc1cc(=O)c(C(=O)NCC(C)(C)C[NH+](C)C)c2n1-c1ccccc1SC(c1ccsc1)C2
ZINC15787845	C[NH+](C)C(CNC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12)c1ccccc1Cl
ZINC20181504	CC[NH+]1CCCC1CNC(=O)CN1C(=O)/C(=C\c2ccc(C(F)(F)F)cc2)Sc2ccccc21
ZINC20272760	O=C1CCC(CC[NH2+]Cc2cc3c(cc2Cl)OCO3)N1Cc1cc(F)cc(C(F)(F)F)c1
ZINC20436948	Cc1cc(C)cc(N(CC(=O)Nc2cccc(C(F)(F)F)c2)C2=[NH+]C3CS(=O)(=O)CC3S2)c1
ZINC20618150	O=C(CN(C1=[NH+]C2CS(=O)(=O)CC2S1)c1cccc(Cl)c1)Nc1cccc(C(F)(F)F)c1
