ZINC06503852	Cc1ccc(C(=O)NC(=S)NNC(N)=S)cc1I
ZINC61934969	CCC[C@@](C)(C[N@H+]1CCCOCC1)C(=O)[O-]
ZINC62105144	CCCNS(=O)(=O)N1CCCC[C@H]1CC
ZINC62435236	CC1(C)CN(CC[C@H](C#N)NC2CC2)CCO1
ZINC63095741	C[C@H](CC#N)N(C)CC(=O)NC1CCCCC1
ZINC66600645	C#CCNC(=O)c1ccc(OCC2CC2)nc1
ZINC67004947	CCCNC(=O)N1CCC[C@H](OCCC)C1
ZINC06702777	C=C(C)COc1c(Cl)cc(C(N)=O)cc1OC
ZINC18207442	C[C@H](NC(=O)c1ccc(NC(=O)C2CC2)cc1)C1CC1
ZINC22415040	CCc1sc(C(=O)NNC(=O)[C@@H](C)CC)cc1C
ZINC32112547	Cc1ccccc1N[C@@H](C)C(=O)NC[C@H]1CCCO1
ZINC35365092	CCCN(Cc1ccccc1N)C(=O)c1ccc(C)o1
ZINC35763862	CCOc1ccc([C@H](C)Nc2cn[nH]c2)cc1
ZINC36736000	CCOc1ccc([C@@H](C)Nc2c(C)n[nH]c2C)cc1
ZINC36978740	CNS(=O)(=O)c1cccc(N[C@@H](C)C2(C)CC2)c1
ZINC36978837	CNS(=O)(=O)c1cccc(N[C@H](C)C2CC2)c1
ZINC37069594	N#CCOc1cccc(NCc2cccc(O)c2)c1
ZINC37158577	CNS(=O)(=O)c1ccccc1N[C@@H](C)C1(C)CC1
ZINC37692425	CC/C(=N\O)c1ccccc1OCC(C)(C)O
ZINC37741585	O=C([O-])c1cc[nH+]c(NCCC2CCCC2)c1
ZINC37741590	O=C([O-])c1cc(NCCC2CCCC2)cc[nH+]1
ZINC37875802	O[C@@H](CNc1cccc2c1CCCC2)Cn1cccn1
ZINC37912942	CCCOc1nc(N2CCC[C@H]2CC)ccc1N
ZINC37925007	CC(C)Oc1nc(N(C)CC2CC2)ccc1N
ZINC02484850	OCCSc1nnc(Nc2ccccc2)s1
ZINC36157934	CC(C)CNC(=O)[C@H](C)Nc1cccc(F)c1C#N
ZINC20316161	CC(C)CNC(=O)[C@@H](C)Nc1cccc(C#N)c1
ZINC13545077	C/C(=N\[NH+]=C(/[S-])Nc1cccc(C)c1)c1ccco1
ZINC13545077	C/C(=N\NC(=S)Nc1cccc(C)c1)c1ccco1
ZINC41161542	Cc1ccccc1NCCc1n[nH]c(C2CCCC2)n1
ZINC41735590	CCC(CC)[NH2+][C@@]1(C(=O)[O-])CCOc2ccccc21
ZINC41750320	CCC[C@H](C)[NH2+][C@@]1(C(=O)[O-])CCOc2ccccc21
ZINC41803101	Cc1ccccc1[C@](C)([NH2+][C@@H](C)c1ccco1)C(=O)[O-]
ZINC42948142	CC(C)CNC(=O)N[C@H](c1ccccc1)c1ccco1
ZINC45024395	COCC[C@@H](C)Nc1ccc2c(c1)CCC(=O)N2
ZINC45212365	COc1ccc(OC[C@@](N)(C#N)c2ccccc2)cc1
ZINC45544343	Cc1ccsc1CNC(=O)NCCc1ccco1
ZINC45817561	CCc1c(Cc2ccc(C=O)[nH]2)[nH]c(C=O)c1C
ZINC46886425	O=C(NCCc1ccco1)NCC1CCCC1
ZINC48671303	Nc1ccccc1OCC(=O)OC1CCCCC1
ZINC48708314	CC(C)C(=O)NNC(=O)C[C@H](C)c1ccc(F)cc1
ZINC49242944	CC[C@H](NC(=O)NC[C@@H]1CCOC1)c1cccs1
ZINC49295241	O=C(CNC(=O)C1CCCC1)NC[C@H]1CC=CCC1
ZINC49430105	CC[C@H](C)NC(=O)[C@@H](C)NC(=O)C=C1CCCCC1
ZINC49488092	Cc1ccc(C#N)cc1NCC(=O)N[C@H](C)C(C)C
ZINC50507725	Cc1ccc([C@H](C)[NH2+][C@H](C(=O)[O-])c2ccccc2)o1
ZINC50777897	CCNc1ccc(C(=O)N[C@@H](C)c2ccc(C)o2)cc1
ZINC50837456	CC[C@@H](C)SCc1ccc(N)c([N+](=O)[O-])c1
ZINC53174103	COC[C@@H](C)Nc1ccc(-c2cc[nH]n2)cc1
ZINC54528183	CC[N@@H+]1CC[C@@H](CNc2ccc(C(=O)[O-])cc2C)C1
ZINC58004772	CCC1(CC)CN(CCCO)c2ccc(O)cc2O1
ZINC58999855	NC(=O)c1ccc(C(=O)OC[C@@H]2CC=CCC2)cc1
ZINC59034665	CC(C)NC(=O)NCCO[C@H]1CCCC[C@H]1C
ZINC54532189	Cc1cc(C(=O)[O-])ccc1NCC(C)(C)[NH+](C)C
ZINC61949680	CN(CCOc1ccccc1N)c1ccc(C#N)cc1
ZINC62094627	CCCNS(=O)(=O)NC1CCCCCC1
ZINC62108604	CC(C)OCCNC(=O)NC1CCCCC1
ZINC62669783	COCCNc1[nH]nc2c1[C@@H](C)CC[C@@H]2C(C)C
ZINC04171210	C=CCNC(=S)Nc1n[nH]c2nc(C)cc(C)c12
ZINC00261683	Cc1ccccc1NCC(=O)N/N=C/c1ccc[nH]1
ZINC05709221	C[C@@H](OC(=O)c1ccc(N)cc1)C(=O)NC1CCCC1
ZINC08557975	CC(C)C(=O)NC(=S)NNC(=O)C1CCCCC1
ZINC12797806	C[C@@H](OC(=O)c1ccc(F)cc1N)C(=O)NC(C)(C)C
ZINC20094720	CCOc1ccccc1CNc1ccc2[nH]c(=O)[nH]c2c1
ZINC35333728	CCN(CC)c1ccc(S(=O)(=O)NC)cc1N
ZINC35606823	CNS(=O)(=O)c1ccc(N[C@H](C)CO)cc1
ZINC35608032	CC(C)(CO)NC(=O)CNC(=O)C(C)(C)C
ZINC36424852	COC(=O)NNC(=S)N[C@H]1C[C@@H]2CC[C@H]1C2
ZINC37067114	CCOc1nc(NCc2ccncc2)ccc1N
ZINC37972889	NC(=O)[C@@H](NCC(F)(F)F)c1ccc2c(c1)OCO2
ZINC37134998	COc1ccc(S(N)(=O)=O)cc1N[C@@H](C)C(C)C
ZINC40324073	CCCN(Cc1ccc(C#N)cc1)C(=O)c1cc(N)c[nH]1
ZINC41802817	CCNC(=O)C[NH2+][C@]1(C(=O)[O-])CCc2ccccc21
ZINC42270747	CCNC(=O)CN(CC)C(=O)c1cc(N)c(C)c(F)c1
ZINC42453952	CCN(CC/C(N)=N/O)C(=O)[C@@H]1C[C@H]2CC[C@@H]1C2
ZINC43590690	O=C(CC[C@H]1CCC[NH2+]C1)Nc1ccccc1C(=O)[O-]
ZINC44650993	CC[NH2+]CC(=O)Nc1ccc(F)cc1C(=O)[O-]
ZINC44785356	CC[C@H]1CCCN(C(=O)C(CC)(CC)/C(N)=N/O)C1
ZINC44792021	CC(C)N(CC1CC1)C(=O)C(C)(C)/C(N)=N/O
ZINC44871113	CCC[C@H](C(=O)N1CCC[C@H]1CC)/C(N)=N/O
ZINC45091515	CCC[C@@H](C(=O)N1CCC[C@H]1C1CCCC1)/C(N)=N/O
ZINC46888139	CC(C)NC(=O)CNC(=O)NCC1CCCC1
ZINC49114514	CCC[C@H](NC(N)=O)C(=O)N1CCC[C@H](CC)C1
ZINC49183181	CCNC(=O)NNC(=O)C=C(C1CC1)C1CC1
ZINC49338502	C[C@@H](NC(=O)NCC1CCCC1)C(=O)NC1CCCC1
ZINC49366856	CCOC(=O)[C@@H](C)NC(=O)c1ccc(F)c(N)c1
ZINC49445091	CC[C@H](C)NC(=O)[C@@H](C)NC(=O)NC1CCCC1
ZINC51700626	COCc1cc(NN)nc(Cc2cc(F)cc(F)c2)n1
ZINC51994328	CC(C)(C)C(=O)NCCC(=O)N[C@@H]1CCCC[C@H]1O
ZINC51997076	O=C(CCNC(=O)C1CCCC1)N[C@@H]1CCCC[C@H]1O
ZINC53173301	COC[C@H](C)Nc1cc(S(N)(=O)=O)cc(C)c1C
ZINC53174424	COC[C@H](C)Nc1cc(S(N)(=O)=O)ccc1C
ZINC54189799	O=C([O-])c1cccc(F)c1NCCN1CC[NH2+]CC1
ZINC54401357	C=CCCC(=O)Nc1ccc(S(N)(=O)=O)cc1F
ZINC15900555	CNC(=S)N/N=C/c1ccc(O)c(OC)c1
ZINC57411842	CC(C)Oc1nc(N2CCCC[C@@H]2CCO)ccc1N
ZINC07061088	COC(=O)NNC(=S)Nc1ccc(F)cc1F
ZINC57840644	CCCc1nc(SCC[NH3+])nc([O-])c1C#N
ZINC61146702	CC(C)(C)Oc1nc(NC[C@H]2CCOC2)ccc1N
ZINC61594495	Nc1ccc(CCSc2n[nH]c(=O)n2C2CC2)cc1
ZINC61976623	Cc1ccccc1NC(=O)C(=O)NC[C@](C)(O)C1CC1
ZINC62017517	C[C@H](c1ccccc1F)N(C)Cc1nnsc1NN
ZINC62192940	Nc1ccccc1OCCNC(=O)[C@H]1CCCOC1
ZINC62274648	Cc1cc2cc(CNS(=O)(=O)NC(C)C)ccc2[nH]1
ZINC62870867	CCC[C@](C)([NH3+])C(=O)N1CCC[C@@](CC)(C(=O)[O-])C1
ZINC62870869	CCC[C@](C)([NH3+])C(=O)N1CCC[C@](CC)(C(=O)[O-])C1
ZINC62893469	C[C@]1(C(=O)N[C@H](CC(=O)[O-])c2cccs2)CC[NH2+]C1
ZINC12760169	NC(=O)CSc1nc(/C=C/c2cccs2)n[nH]1
ZINC12373081	CC(C)(C)CN1CCC[C@@](O)(C[NH2+]C(C)(C)C)C1=O
ZINC19414859	COc1ccc([C@H]([NH3+])c2ccccc2OC)cc1OC
ZINC19970181	CCc1ccc([N+](=O)[O-])cc1[C@@H]([NH3+])CC(C)(C)C
ZINC29476536	C=CC/[NH+]=C(\N)SCC(=O)N1C[C@H](C)C[C@@H](C)C1
ZINC32118363	CC(C)CC(=O)N1CCC(O)(C[NH2+]C(C)(C)C)CC1
ZINC35139214	C[C@H]([NH2+][C@@H](C)c1ccco1)C(=O)NC1CCCC1
ZINC35236029	COc1cccc(OC)c1O[C@H]1CCCC[C@@H]1C[NH3+]
ZINC36235972	CO[C@H]1C[NH2+]C[C@@H]1NC(=O)CCC1CCCCC1
ZINC36786245	C[C@H](C1CC1)N(C)S(=O)(=O)c1ccc(C[NH3+])s1
ZINC37240941	CCOc1ccc(OCC)c(N2CC[C@H]([NH3+])C2)c1
ZINC37241568	CS(=O)(=O)NCC[NH2+][C@H]1CC[C@H]2CCCC[C@@H]2C1
ZINC37255266	C[C@H]([NH2+][C@H]1CCC[C@@H](C)C1)C(=O)NCc1ccco1
ZINC37268452	CCC(C)(C)[C@@H]1CC[C@@H](C#N)[C@H]([N@@H+](C)CC(N)=O)C1
ZINC37817026	Cc1ccc(CN(C(=O)C[C@H](C)[NH3+])C(C)C)o1
ZINC37919369	C[C@H]([NH2+]Cc1nc[nH]n1)c1ccc(C(C)(C)C)cc1
ZINC37940821	Cc1cc([C@H](C#N)NCC[NH+](C)C)cc(C)c1O
ZINC38045912	O=C(C[NH2+]C[C@@H]1CCCOC1)NC1CCCCC1
ZINC37749542	CC(C)NC(=O)[C@H](C)[NH2+][C@H](C)c1ccc(C#N)cc1
ZINC42413053	CCC[C@](C)([NH3+])c1nc(CC(F)(F)F)no1
ZINC42428882	CC[C@H]1CC[C@H](C#N)[C@H]([N@H+](CC(N)=O)C(C)C)C1
ZINC43234842	CC[C@@H]([NH3+])[C@@H](O[C@@H]1CCCC[C@@H]1C)c1cnn(C)c1
ZINC43326680	COc1ccc(N[C@H]2CCC[NH2+]C2)cc1OC(F)F
ZINC43334979	CC[C@H]1CO[C@@H](C)CN1[C@@H](c1ccco1)[C@H]([NH3+])CC
ZINC43366091	COc1ccccc1O[C@@H](c1ccc(C)o1)[C@H](C)[NH3+]
ZINC44281230	[NH3+]CCCc1ccc(C(F)(F)F)cc1[N+](=O)[O-]
ZINC45277350	COC(=O)[C@](C)(N)C[N@H+]1CCC[C@@H]1C1CCCC1
ZINC48926447	CC1(C)COCCN1CCOc1ccccc1C[NH3+]
ZINC49645420	CC[C@H]1CCCC[C@H]1NS(=O)(=O)C[C@@H]1CCC[NH2+]1
ZINC49801222	O=C(C[N@H+]1CCCC[C@@H]1CCO)NC1CCCCC1
ZINC50093384	CC[C@@](C)(C[NH3+])N(C)S(=O)(=O)c1ccc(C)cc1
ZINC50283989	[NH3+][C@H](c1ccccc1)c1nnc(CCC2CCCC2)o1
ZINC50373972	CO[C@@H]1CCC[C@H]1NC(=O)C[NH2+]C1CCCC1
ZINC50892163	CC[NH2+][C@@H](Cc1ncc[nH]1)c1ccc2c(c1)CCO2
ZINC52295391	C[NH2+][C@H](C)c1cccc(S(=O)(=O)N[C@@H]2C[C@@H]2C)c1
ZINC52342871	CC[C@@H](NC(=O)[C@@H]1C[C@H](OC)C[NH2+]1)C1CCCCC1
ZINC52516742	COc1cccc(N(C)Cc2cc(C[NH3+])oc2C)c1
ZINC52676731	COc1ccc(OCc2cc(C[NH3+])oc2C)cc1
ZINC53341861	O=C(COC[C@H]1CC[NH2+]C1)NC1CCCCCC1
ZINC37536952	CC[NH2+]C1CCN(CC(=O)NC2CCCCC2)CC1
ZINC49559581	O=C(C[NH2+]CC1CC1)Nc1nc2c(s1)CCCC2
ZINC54111474	Cc1cc(C)c2c(c1)[C@H](NCC[N@H+](C)C(C)C)C(=O)N2
ZINC61221420	CC[NH2+]C[C@@H](C)c1n[nH]c(-c2ccccc2)n1
ZINC62349035	CC[C@H](C)NC(=O)NC[C@H](C)[NH+]1CCCCC1
ZINC62777010	CCC[NH2+][C@@H](c1cn[nH]c1)c1ccc2c(c1)C[C@@H](C)O2
ZINC62860731	CCC[C@@]1(C(=O)N[C@@H]2CCC[C@@H]2OC)CCC[NH2+]C1
ZINC62977348	Nc1ccccc1OCCN1CC[C@@H]([NH+]2CCCC2)C1
ZINC63190293	CC[C@H](C)NC(=O)C[N@H+]1CCCC[C@@H]1[C@@H]1CCCN1
ZINC63195318	C[C@@H]([NH3+])[C@@H]1CCCCN1CCOc1ccc(C#N)cc1
ZINC66972217	c1ccc(N2CC[C@H](C[NH2+]Cc3cc[nH]n3)C2)cc1
ZINC67541433	CC[NH+]1CCC(CNC(=O)NCC(F)(F)F)CC1
ZINC05090120	C=CCNC(=O)NC(=O)CNc1ccc(Br)cc1
ZINC20524496	COC(C)(C)C[C@H](C)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC20584911	COc1cc(Nc2ccc(N)cc2Cl)cc(OC)c1OC
ZINC21010877	CCOc1ccccc1NS(=O)(=O)c1ccc(F)c(N)c1
ZINC27255826	C[C@@H]1CCC[C@H](NC(=S)NNC(=O)c2ccccn2)[C@@H]1C
ZINC31543981	Cc1ccoc1C(=O)NNC(=S)N[C@@H]1CCC[C@H](C)[C@H]1C
ZINC31543991	Cc1ccoc1C(=O)NNC(=S)N[C@H]1CCC[C@H](C)[C@H]1C
ZINC36224860	Cc1c(C(=O)OC(C)C)sc(N)c1C(=O)NC1CCCC1
ZINC36296046	CCOc1ccc(S(=O)(=O)Nc2cc(N)ccc2F)cc1
ZINC37077079	C[C@@H](Nc1ccc(NS(C)(=O)=O)cc1)c1cccc(O)c1
ZINC37866669	C/C(=C\C(=O)Nc1ccc(C)cc1C)NNC(=O)C(C)C
ZINC37907383	CC(C)C(=O)Nc1ccc(N[C@@H](C)c2cc[nH]n2)cc1
ZINC40347528	Cc1ccc(N)c(C)c1S(=O)(=O)NCCc1ccco1
ZINC40471622	O=C(C[NH2+]C1CCCC1)Nc1cc(Cl)ccc1C(=O)[O-]
ZINC40709107	C=CCNc1ncnc(Oc2ccc(Cl)c(C)c2)c1N
ZINC41097578	C[C@@H](OC(=O)c1ccc(F)c(N)c1)C(=O)NC1CCCC1
ZINC41100039	Cc1cccc(N)c1C(=O)O[C@H](C)C(=O)NC1CCCC1
ZINC41102130	C[C@H](OC(=O)c1sccc1N)C(=O)NC1CCCCC1
ZINC41139573	CCOc1cc(CCC(=O)N2CCCC[C@H]2C)cc(N)c1O
ZINC42446024	CCN(C[C@H](C)/C(N)=N/O)C(=O)c1cc2c(s1)CCCC2
ZINC42741255	CCCN(CC(F)(F)F)c1cc2nc[nH]c(=O)c2cc1N
ZINC43367372	CC[C@@H]([NH3+])[C@@H](Sc1nc(C)cc([O-])n1)c1ccc(C)o1
ZINC44791935	CC(C)C[C@H](C)N(C)C(=O)C1(/C(N)=N/O)CCCCC1
ZINC44877502	CC(C)[C@@H](C(=O)N(C)[C@@H](C)c1cccs1)/C(N)=N/O
ZINC45091492	CCC(CC)(C(=O)N1CCC[C@@H]1C1CCCC1)/C(N)=N/O
ZINC47819932	CC(=O)NCCNC(=O)N[C@H]1CCCC[C@H]1C(C)(C)C
ZINC47872218	Cc1ccc(C(=O)NNC(=S)N[C@H]2CCC[C@@H](C)[C@@H]2C)o1
ZINC49106109	CCC[C@@H](NC(N)=O)C(=O)N(C)C1CCCCCC1
ZINC49163520	CC(C)=C[C@H]1[C@@H](C(=O)NNC(=O)NCC(C)C)C1(C)C
ZINC49279504	CCCNC(=O)NNC(=O)[C@H]1[C@@H](C=C(C)C)C1(C)C
ZINC49467714	COCCc1nc(N)cc(Nc2ccc(Cl)cc2)n1
ZINC49540709	CCC[C@H]1CC[C@H](NC(=O)Cn2nc(C)c(N)c2C)CC1
ZINC50349282	CCC[C@H](C(=O)N1CCC(C(C)(C)C)CC1)/C(N)=N/O
ZINC51149543	CCc1ccccc1OCc1nnsc1NN
ZINC51149556	CC(C)(C)c1cccc(OCc2nnsc2NN)c1
ZINC51168559	CCc1c(C)nc(-c2ccc(OC(C)C)cc2)nc1NN
ZINC52840169	Nc1cc([N+](=O)[O-])ccc1NCCc1ccc(F)cc1
ZINC52841056	CC(C)[C@H](Nc1ccc([N+](=O)[O-])cc1N)c1cccs1
ZINC55992233	C[C@H](NC(N)=O)C(=O)N(C)Cc1ccc(-c2ccccc2)cc1
ZINC20201535	CC(C)(C)c1ccc(C(=O)NCCc2nnc(N)s2)cc1
ZINC60710261	Cc1cc(N)nc(S[C@H](C(=O)NC(C)(C)C)C(C)C)n1
ZINC62527340	CC[C@@H](C)NC(=O)[C@H](C)NC(=O)N[C@H]1CCC[C@@H](C)[C@H]1C
ZINC63840115	CCC/C=C/C(=O)N[C@H](C)c1ccc2[nH]c(=O)[nH]c2c1
ZINC65180033	CC(C)CNC(=O)NNC(=O)C1(c2ccc(F)cc2)CCC1
ZINC65192455	O=C(NCC1CC1)NNC(=O)C1(c2cccc(F)c2)CCC1
ZINC65424752	O=C(CCNC(=O)Nc1cccc(F)c1F)NC1CCCC1
ZINC66772750	CC(C)(NC(=O)CNC(=O)NC1CC1)c1ccc(Cl)cc1
ZINC67038653	CC(C)CCC(=O)NNC(=O)N[C@@H]1CCCC[C@@H]1C
ZINC67103612	O=C(CC1CCCCC1)NNC(=O)NC[C@@H]1CC=CCC1
ZINC67647267	CCCC[C@H]1CC[C@H](NC(=O)NNC(C)=O)CC1
ZINC15666794	O=C(NNC(=S)NC1CC1)c1nc(Cl)ccc1Cl
ZINC20551231	C[C@H](Nc1cccc(NS(C)(=O)=O)c1)c1ccccc1O
ZINC21297171	Cc1ccc(C(=O)NNC(=S)Nc2cccc(C)c2C)o1
ZINC29755231	CC(=O)NCCNC(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1
ZINC36225147	Nc1cc(C=O)ccc1OCC(=O)NC1CCCCC1
ZINC36295768	CCOc1ccc(S(=O)(=O)Nc2ccc(N)c(C)c2)cc1
ZINC36900800	CCOc1ccc(N)cc1S(=O)(=O)Nc1ccccc1F
ZINC37043680	COc1cc(Cl)c(NCc2ccc(O)c(O)c2)cc1OC
ZINC37053704	CCc1ccc(N)cc1S(=O)(=O)Nc1ccccc1OC
ZINC37131604	CNS(=O)(=O)c1ccc(N[C@H](C)c2ccc(O)cc2)cc1
ZINC37259630	COc1ccc(S(=O)(=O)NCC2CCCCC2)c(N)c1
ZINC37317795	CO[C@H]1CCCC[C@H]1Nc1ccc(CS(N)(=O)=O)cc1
ZINC01800731	CCCOC(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC38137144	COc1ccc(CNS(=O)(=O)C2CCCCC2)cc1N
ZINC41095911	C[C@@H](OC(=O)c1cc(N)ccc1Cl)C(=O)NC1CCCC1
ZINC41100033	Cc1cccc(N)c1C(=O)O[C@H](C)C(=O)NC(C)(C)C
ZINC43328930	CCNC(=O)[C@@H](C)NC(=O)Nc1ccccc1-c1ccccc1
ZINC43410682	CC(C)C[C@H](C)Oc1nc2c(cc1/C(N)=N/O)CCCC2
ZINC44784267	CCC(CC)(C(=O)N(C)C1CCCCC1)/C(N)=N/O
ZINC44866435	CCC[C@H](C(=O)N1CCCC[C@@H]1CC)/C(N)=N/O
ZINC44877499	CC(C)[C@H](C(=O)N(C)[C@@H](C)c1cccs1)/C(N)=N/O
ZINC44878684	CCC[C@H](C(=O)N(C)[C@H]1CCCC[C@@H]1C)/C(N)=N/O
ZINC47053591	O=C(Cc1ccc(Cl)cc1)NNC(=O)NCC1CCC1
ZINC49279495	CCCNC(=O)NNC(=O)[C@@H]1[C@H](C=C(C)C)C1(C)C
ZINC50987380	COc1cc(OC)cc([C@H]2[NH+]=C(C)N(CC(C)C)C2=[NH2+])c1
ZINC50988340	CCC1=[NH+][C@H](c2cc(OC)ccc2OC)C(=[NH2+])N1C(C)C
ZINC51150847	NNc1ccc(CSc2ccc(F)c(F)c2)cc1[N+](=O)[O-]
ZINC52006475	O=S(=O)(NC1CC1)c1ccccc1N[C@@H]1CCCC[C@H]1O
ZINC53095501	C[C@@H](NC(=O)C(C)(C)C)C(=O)NC1(CO)CCCCC1
ZINC54352566	O=C(CCNC(=O)Nc1cc(F)ccc1F)NC1CCCC1
ZINC54752117	C[C@@H]1CCCC[C@@H]1NC(=O)NCCC(=O)NC1CCCC1
ZINC57611149	CCOc1nc(Nc2ccc(N(C)C)cc2)ccc1N
ZINC58001872	COc1c(OC(C)C)cccc1-c1sc(NN)nc1C
ZINC58303938	CC[C@H](C)NC(=O)CN1C[C@H](CC)Oc2cc(N)ccc21
ZINC20202025	Nc1nnc(CCNC(=O)/C=C/c2ccc(Cl)cc2)s1
ZINC51168633	CCCc1cc(NN)nc(-c2ccc([C@@H]3C[C@@H]3C)o2)n1
ZINC60463289	O=C(CNc1ccccc1)NNC(=O)c1ccc(Cl)cc1
ZINC61318266	C[NH2+]C(C)(C)C(=O)Nc1cc(C(=O)[O-])cc(C(F)(F)F)c1
ZINC61564448	CC[NH2+]C(C)(C)C(=O)Nc1cc(F)c(F)cc1C(=O)[O-]
ZINC61638302	COc1ccc(N(C)Cc2nc(NN)ccc2Cl)cc1
ZINC62901140	CCC[C@@]1(C(=O)Nc2ccc(C(=O)[O-])c(Cl)c2)CC[NH2+]C1
ZINC62960034	CCC1(CC)CCN(S(=O)(=O)c2ccc(NN)cc2)CC1
ZINC62960561	CCC1(CC)CCN(C(=O)[C@@H](/C(N)=N/O)C(C)C)CC1
ZINC63458815	N/C(=N/OCC(=O)Nc1cc(F)cc(F)c1)C1CCCCC1
ZINC64427851	CC(C)(C)c1ccc(/C=C/C(=O)NNC(=O)NC2CC2)cc1
ZINC65197860	O=C(NCC1CC1)NNC(=O)c1ccc(-c2ccccc2)cc1
ZINC54752097	C[C@@H]1CCC[C@H](NC(=O)NCCC(=O)NC2CCCC2)[C@@H]1C
ZINC27254072	O=C(NNC(=S)NC1CCCC1)c1ccc(Cl)o1
ZINC67035111	O=C(CCC1CCCCC1)NNC(=O)Nc1ccccc1F
ZINC67103711	Cc1ccccc1CNC(=O)NNC(=O)CC1CCCCC1
ZINC04011365	C=CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(F)cc1
ZINC00209042	N#Cc1nc(CNc2ccccc2)oc1Nc1ccccc1
ZINC03514377	Cc1cccc(C(=O)O[C@H](C)C(=O)NC2CCCC2)c1O
ZINC00538666	COC(=O)[C@@H](NC(=O)Nc1cc(C)cc(C)c1)C(C)C
ZINC05481676	CC(=O)Nc1ccc(C(=O)N/N=C(\C)CC(C)C)cc1
ZINC06188773	Cc1cc(C)cc(OCC(=O)NNC(=O)C(C)(C)C)c1
ZINC07764948	O=C(COc1ccc(F)cc1)NNC(=O)C1CCCCC1
ZINC02390444	CCNC(=S)N/N=C/c1ccc2c(c1)OCO2
ZINC11950753	NC(=S)c1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1
ZINC16671218	Cc1ccc(/C=N\NC(=O)CNc2ccccc2C)o1
ZINC33012206	CC[C@@H](CO)Nc1ccc([N+](=O)[O-])cc1Cl
ZINC35205655	C[C@@H](CO)Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-]
ZINC35288213	CCCc1c([O-])[nH+]c(-c2ccc(OCC)cc2)[nH]c1=O
ZINC35451436	C[C@H](CCc1ccco1)Nc1ccc2c(c1)C(=O)NC2=O
ZINC37077076	Cc1ccc([C@H](C)Nc2ccc(NS(C)(=O)=O)cc2)o1
ZINC37420884	O=[N+]([O-])c1c(F)cccc1NC[C@H](O)c1ccccc1
ZINC08691221	CC(C)/[NH+]=C(\[S-])N/N=C/c1ccc2c(c1)OCCO2
ZINC08691221	CC(C)NC(=S)N/N=C/c1ccc2c(c1)OCCO2
ZINC40111631	Cc1cc(N(C)C)ccc1NC(=O)CNC(=O)[C@@H]1C[C@H]1C
ZINC40826737	CC(C)(C)[C@H](NS(=O)(=O)c1cn[nH]c1)c1ccccc1
ZINC41845211	CC(C)C[C@](C(=O)[O-])(c1ccccc1)[N@@H+]1CCNC(=O)C1
ZINC42455167	C[C@@H](C#N)CN(C)c1ccc(N)c(OC(C)(C)C)n1
ZINC42946688	CC(C)CNC(=O)N1CCC[C@@H](C(=O)NCC2CC2)C1
ZINC43373176	CC(C)Cc1nnc(NC(=O)NC[C@@H]2C[C@H]2C)s1
ZINC43407798	Cc1nnc(NC(=O)NCCCC2CCCCC2)s1
ZINC43577850	COCCCNC(=O)Nc1nc2c(s1)C[C@H](C)CC2
ZINC44375255	COc1cc(N)c(C(=O)O[C@H]2CCC[C@H](C)C2)cc1OC
ZINC44926510	C[C@H]([NH2+][C@H](c1cccs1)C1CCCC1)c1nnn[n-]1
ZINC47830278	CCCNC(=O)NCCc1ccc2c(c1)OCO2
ZINC48089951	CCOC(=O)NNC(=O)/C=C/c1ccc(C)cc1
ZINC48554346	Cc1ccc(C)c([C@@H](C)[NH2+]C/C([O-])=N/c2nncs2)c1
ZINC48823057	Cc1cc(C)cc(OCC(=O)NNC(=O)[C@@H]2C[C@H]2C)c1
ZINC48955488	CCNC(=O)Nc1ccccc1OC[C@@H]1CCCCO1
ZINC49015949	O=C(NCC(=O)OC1CCCC1)NC1CCCCC1
ZINC49069749	CCCn1cc(NC(=O)NCC2CCCC2)ccc1=O
ZINC49264348	CC(C)(C)CCNC(=O)Nc1nnc(C(F)F)s1
ZINC49549161	CCC[C@H]1CC[C@H](NS(=O)(=O)c2cn[nH]c2C)CC1
ZINC50816034	CCN(Cc1ccc(N)c([N+](=O)[O-])c1)c1cccc(F)c1
ZINC52290075	C[C@H]1C[C@@H]1NC(=O)c1ccc(NC(=O)OC(C)(C)C)cc1
ZINC05471980	CCNC(=O)C(=O)N/N=C/c1ccc(C(C)(C)C)cc1
ZINC20836525	CC[C@@H](C)Sc1nnc(NN=C2CCCCC2)[nH]1
ZINC61858865	CCNC(=O)[C@@H]1CCCN(C(=O)NC(C2CC2)C2CC2)C1
ZINC62126601	COc1ccccc1NS(=O)(=O)NC1CCCC1
ZINC62162502	CCN(CC)C(=O)N[C@H](C)C(=O)Nc1ccccc1F
ZINC62871126	CCC[C@@]1(C(=O)[O-])CCCN(C(=O)C[C@@H]2CCC[NH2+]2)C1
ZINC63001437	O=[N+]([O-])c1ccccc1N[C@@H](CO)c1ccccc1
ZINC63507426	C[C@H](Nc1nccc(C(F)(F)F)n1)C(=O)NC(C)(C)C
