ZINC04719096	CC(=O)c1cc2c(N)c(/C(N)=N/C#N)sc2nc1C
ZINC65208102	Cc1ccc2[nH+]c(CNc3ccc(F)c(C(F)(F)F)c3)cc(=O)n2c1
ZINC66187268	O=C(NCc1cc(F)cc(Br)c1)N1CC[C@H]([NH+]2CCCC2)C1
ZINC11975794	Clc1ccccc1-c1ccc(C[N@@H+]2CCC[C@H](c3ccn[nH]3)C2)o1
ZINC67472904	O[C@@H]1C[N@H+](Cc2cccc(Cl)c2)CC[C@H]1c1ccc2c(c1)OCO2
ZINC04097970	CC[C@]12C=CC[N@@H+]3CC[C@]4(C(=C(C(=O)OC)C1)Nc1ccccc14)[C@@H]32
ZINC02487578	CC(C)(C)[C@@H]1CCc2c(sc(NC(=O)C[NH+]3CCCC3)c2C#N)C1
ZINC04377857	Oc1cc2c(cc1[C@@H](c1ccc(C(F)(F)F)cc1)[NH+]1CCCCC1)OCO2
ZINC04820954	C[NH+](C)CC(=O)Nc1sc2c(c1C#N)CC[C@@H](C(C)(C)C)C2
ZINC05997148	O=c1ccc2c(O)c(-c3ccc(Cl)cc3)coc-2c1C[NH+]1CCCCCC1
ZINC00122763	C[N@H+](Cc1c(O)ccc2c3c(c(=O)oc12)CCC3)C1CCCCC1
ZINC00250891	CC[C@H]([NH2+]C)c1nc2ccccc2c(=O)n1-c1cccc(Cl)c1
ZINC07587377	N#Cc1c(NC(=O)C[N@@H+]2CCC[C@H]3CCCC[C@H]32)sc2c1CCC2
ZINC09515122	Oc1cc2c(cc1C[N@@H+]1CCC[C@H]1c1ccc3c(c1)OCCO3)CCC2
ZINC12302125	c1cc2c(cc1N[C@H]1CCC[N@@H+](C3CCSCC3)C1)OCO2
ZINC12772878	Cc1ccc(-c2nn(C[N@H+]3CCC[C@@H]3c3ccccc3)c(=S)[nH]2)cc1
ZINC05686938	C[NH+](C)Cc1c2occ(-c3ccc(Cl)cc3)c(O)c-2ccc1=O
ZINC19799250	COc1cc(/C=C/C[N@H+]2Cc3ccccc3O[C@@H](C)C2)ccc1O
ZINC20532089	O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)N1CCC(C[NH+]2CCCC2)CC1
ZINC20999304	CC(C)Cn1cnc2sc3c(c2c1=O)CC[C@H]([NH2+]C1CCCC1)C3
ZINC23399789	Cc1nc([C@@H]2CCC[N@H+](Cc3ccc4c(c3)Cc3ccccc3-4)C2)cc(=O)[nH]1
ZINC27030003	C[C@H]1C[C@@H](C)[NH+]=C(SCc2cn3cc(C(F)(F)F)cc(Cl)c3n2)N1
ZINC35430834	C[NH2+]Cc1c(Oc2cc(C)c(Cl)c(C)c2)nc2sccn12
ZINC35789970	COc1cc(C[N@H+]2CCCn3cccc3[C@@H]2c2ccc(C)cc2)ccc1O
ZINC35791172	COc1cc(C[N@H+]2CCCn3cccc3[C@@H]2c2cc(C)ccc2C)ccc1O
ZINC35791268	COc1cccc(C[N@@H+]2CCCn3cccc3[C@H]2c2cccc(F)c2)c1O
ZINC35847996	CCCCc1nc(N2CC[NH2+]CC2)c2c3c(sc2n1)C[C@H](C)CC3
ZINC36266506	C[C@@H]1C[C@@H]2C[NH2+]C[C@@H]2N1S(=O)(=O)c1cc(Cl)sc1Cl
ZINC37129104	C[C@@H](Nc1c(Cl)cc(Cl)c2nsnc12)[C@H]1CCC[N@@H+](C)C1
ZINC19791811	C[NH+](C)Cc1c(O)ccc2c(=O)c(-c3ccccc3Cl)coc12
ZINC13124877	Clc1ccc([C@@H]2C3=C(N=C4[NH+]=CNN42)c2ccccc2CC3)cc1
ZINC03696946	Fc1ccccc1N1NC(c2cc3ccccc3o2)=C2CCCC[NH+]=C21
ZINC39142670	Fc1ccccc1[N-]C1=NN=C(C2=c3ccccc3=[NH+]C2)CS1
ZINC39315154	O=C(N/N=C\C1=c2ccccc2=[NH+]C1)c1cc(Cl)c(Cl)cc1Cl
ZINC36834417	C[C@H]1CCc2c(sc3nc([C@H](C)[N@H+]4C[C@@H](C)C[C@@H](C)C4)[nH]c(=O)c23)C1
ZINC43631720	COc1ccccc1-c1n[nH]c2c1C[N@H+](C[C@@H]1C[C@@H]3C=C[C@H]1C3)CC2
ZINC44857622	C/C=C1\C[C@@H]2C[N@H+]3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13
ZINC51363322	CCn1c(=O)oc2cc([C@H]([NH2+]C)c3ccc(Cl)s3)ccc21
ZINC51493100	CC(C)[NH2+]Cc1cc2ccccc2c(-n2cc(Br)cn2)n1
ZINC54160037	C[NH2+][C@H](C)c1cnc(-c2cc(Cl)c3c(c2)OCCCO3)s1
ZINC04599667	CCn1c(/N=C/c2cc(Br)ccc2O)[nH+]c2ccccc21
ZINC57874374	CC(C)(C)c1nc2cc(Cl)cnc2n1CC[C@@H]1CCCC[NH2+]1
ZINC60991683	C[NH+]1CCC(Nc2nc(-c3ccsc3)nc3ccccc23)CC1
ZINC06533900	Cc1ccc2c(c1)C(c1ccncc1)=NNC(c1ccc(F)cc1)=N2
ZINC63349831	COC(=O)[C@@H]1CC2=c3ccccc3=[NH+][C@H]2[C@H](c2ccccc2Cl)N1
ZINC63385449	CCCCCN1C(=O)[C@]2(NCCC3=c4cc(C)ccc4=[NH+][C@H]32)c2ccccc21
ZINC63870651	C[NH2+]C1CCN(C2CCN(c3ccc(-c4ccco4)cc3)CC2)CC1
ZINC64044478	COc1cccc2c1=C[C@H](C(=O)N[C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)[NH+]=2
ZINC64053105	C[C@@H](OC1=C[C@@H]2[NH+]=c3ccccc3=C2C=C1)C(=O)Nc1ccccc1F
ZINC45168980	C(=N/[NH+]=c1/cc(-c2ccccc2)[nH]c2ccccc12)\c1cccnc1
ZINC35430855	O=C1NC2(CC[NH+](Cc3ccccc3Cl)CC2)N=C1c1ccc(Cl)cc1
ZINC35430871	Cc1ccc(C2=NC3(CC[NH+](Cc4ccc(Cl)cc4)CC3)NC2=O)cc1C
ZINC35430888	Cc1ccc(C[NH+]2CCC3(CC2)N=C(c2cccc(F)c2)C(=O)N3)c(C)c1
ZINC65535524	O=c1cc(CNc2ccc3c4c(cccc24)CC3)[nH+]c2sccn12
ZINC66826299	Cc1cccn2c(=O)cc(CNc3cc(Br)ccc3Cl)[nH+]c12
ZINC03628340	COC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1cc(OC)ccc1OC
ZINC05194940	COC(=O)c1ccc(NC(=O)N[C@@H]2CC(=O)N(c3ccc(F)cc3)C2)cc1
ZINC08277513	COc1ccc([C@H]2NC(=O)NC3=C2C(=O)N(Cc2ccccc2OC)C3)cc1
ZINC08490364	C[C@](C#N)(NC(=O)CN1C(=O)N[C@](C)(c2ccc(Cl)cc2)C1=O)C1CC1
ZINC08704650	COC(=O)c1c(C)cccc1NCC(=O)N1c2ccccc2NC(=O)C1(C)C
ZINC09169187	COc1ccccc1CS(=O)(=O)Nc1ccc2c(c1)OCC(C)(C)C(=O)N2
ZINC12622498	COc1ccc(NC(=O)[C@@H](C)SC2=C(C#N)C(C)(C)[C@H](C#N)C(=O)N2)cc1
ZINC12802340	COc1cccc([C@]2(C)NC(=O)N(NC(=O)/C=C/c3ccc(F)cc3)C2=O)c1
ZINC07189153	Cc1ccc(-n2cnnc2S[C@H](C)C(=O)NC(=O)NC(C)C)cc1Cl
ZINC04951039	COc1ccc2[nH]c3c(=O)n(CCCC(=O)N4CCCC4)c(=S)[nH]c3c2c1
ZINC14169845	Cc1ccc(-c2csc(NC(=O)CCn3[nH]c(=O)ccc3=O)n2)cc1C
ZINC14302628	O=C(Nc1ccc(OC(F)F)cc1)c1c[nH]nc1-c1ccc2c(c1)OCCO2
ZINC15384671	C[C@H](Oc1ccc(F)cc1)C(=O)NNC(=O)c1cc(=O)c2ccccc2o1
ZINC22137677	C[C@@H]1Oc2ccccc2O[C@@H]1C(=O)NNC(=O)[C@@H](C)Oc1ccc(F)cc1
ZINC32901722	NS(=O)(=O)c1ccc(OCc2cccc(Br)c2)c([N+](=O)[O-])c1
ZINC32909865	CC1(C)NC(=O)N(CCCC(=O)Nc2nc3cc(Cl)ccc3s2)C1=O
ZINC33140324	CN(C)C(=O)c1ccc2c(c1)ncn2CCNC(=O)Nc1ccccc1Cl
ZINC01354204	COc1cccc(Cn2cccc(NC(=O)Nc3cccc(C#N)c3)c2=O)c1
ZINC03410482	O=C(CNC(=O)c1ccc(Br)o1)NCc1ccc2c(c1)OCO2
ZINC07976523	CC(NNc1ccc(S(=O)(=O)N2CCCCC2)cn1)=C1C=CC(=O)C=C1
ZINC40569668	COC(=O)C1=C(N)Oc2cc(C)n(Cc3ccccc3)c(=O)c2[C@@H]1c1ccco1
ZINC40783443	CCOC(=O)N1CCN(c2ncnc(Sc3ccc(C)cc3)c2N)CC1
ZINC42627428	O=C1COc2ccc(S(=O)(=O)N[C@H](c3ccccc3)c3ccco3)cc2N1
ZINC45918970	COc1cc(/C=C2\Oc3c(CO)c(O)cc(C)c3C2=O)cc(OC)c1OC
ZINC48800808	C[C@@H](NC(=O)C(=O)Nc1ccccc1-n1cncn1)c1ccc2ccccc2c1
ZINC49756512	COc1ccc(/C=C/C(=O)Nc2ccc3c(c2)NC(=O)C(C)(C)O3)cc1OC
ZINC20512694	COc1ccc([C@H](C)NS(=O)(=O)c2cc3oc(=O)[nH]c3cc2Cl)cc1
ZINC50061213	C[C@H](COc1ccc(F)cc1)NC(=O)Nc1ccc2c(c1)n(C)c(=O)n2C
ZINC02377314	COCC(=O)Nc1nc2n(n1)[C@@H](c1ccc(F)cc1)C[C@@H](c1ccccc1)N2
ZINC53548556	COc1cccc([C@H]2CCCN2C(=O)CSc2ncc(C#N)c(N)n2)c1
ZINC54371431	COc1cc([C@@H]2NC(=O)c3ccccc3N2)ccc1OC(=O)c1cccnc1
ZINC56056965	COC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(-n2ccc(C(F)(F)F)n2)cc1
ZINC56177781	COc1ccc(NC(C)=O)c(NC(=O)/C=C/c2c(Cl)nc3ccccn23)c1
ZINC06649601	Cc1cc(C)c(NC(=O)[C@@H](C)OC(=O)c2n[nH]c(=O)c3ccccc23)c(C)c1
ZINC57892338	O=C(NCc1ccsc1)Nc1cccc(Cn2nc3ccccn3c2=O)c1
ZINC58903155	COC(=O)C1=C(N)Oc2c(c(C)nn2-c2ccccc2)[C@H]1c1cccc(OC)c1
ZINC60163021	COc1cccc(NC(=O)CN2C(=O)N[C@@](C)(c3ccccc3F)C2=O)c1
ZINC61748931	O=C(Nc1ccc(NC(=O)N2CCN(CC(F)F)CC2)cc1)c1ccco1
ZINC62221913	Cc1ccccc1-c1noc(CC(=O)NCc2cc3ccccc3[nH]c2=O)n1
ZINC62555586	CCn1c([C@@H](C)NC(=O)NCc2nc3ccccc3n2C)nc2ccccc21
ZINC52472510	C[C@@H](NC(=O)Nc1cccc(-c2cnco2)c1)c1ccc(-n2ccnc2)cc1
ZINC63491586	Cc1cc(=O)[nH]c(SCc2cc(=O)n3c(n2)S[C@H](SC(C)C)N3)n1
ZINC04171009	CCCOc1ccccc1[C@H]1C(C#N)=C(N)Oc2[nH]nc(-c3ccncc3)c21
ZINC51271103	Cc1ncsc1C(=O)NC1CCN(C(=O)N[C@@H](C)Cc2ccco2)CC1
ZINC65314438	O=C(CCC(=O)NCc1ccc(F)cc1Cl)/N=c1\[nH]nc2ccccn12
ZINC66783156	COc1ccc2c(CC(=O)NNC(=O)c3sccc3C)cc(=O)oc2c1
ZINC66859866	CS(=O)(=O)c1ccc(NC[C@@]2(O)CCCc3ccccc32)c([N+](=O)[O-])c1
ZINC67088793	COc1ccc([C@]2(C)NC(=O)N(CC(=O)Nc3cccc(F)c3F)C2=O)cc1
ZINC67100812	COc1nc(C)cc(C)c1CNC(=O)N[C@H](C)c1ccc2c(c1)OCCCO2
ZINC67532236	Cc1c([C@@H](C)NC(=O)C(=O)Nc2ccn(-c3ccccc3)n2)oc2ccccc12
ZINC01747679	CC[NH+](CC)Cc1c(O)ccc2c(=O)c(-c3ccc(Cl)cc3)c(C(F)(F)F)oc12
ZINC04417273	Cc1cccc(-n2c(-c3ccc(Cl)cc3)cc(C(=O)NCC[NH+]3CCCC3)c2C)c1
ZINC05968775	Cc1ccc([C@@H](c2c(-c3ccccc3)n(O)c3ccccc23)[NH+]2CCOCC2)cc1
ZINC07926703	COc1ccc2cc(C[N@H+](C)[C@H](C)C(=O)Nc3ccc(F)cc3Cl)ccc2c1
ZINC08071650	C[NH+](C)[C@@H](CNc1ncnc2cc(-c3ccc(F)cc3)sc12)c1ccccc1
ZINC08163280	C=CC[N@@H+](CC(=O)Nc1ccc(C#N)c(Cl)c1)Cc1ccc(Cl)s1
ZINC07900899	CCc1ccc(C[N@H+](C)Cc2nc3scc(-c4ccc(F)cc4)c3c(=O)[nH]2)cc1
ZINC08823664	CC(C)C[NH+](Cc1c(O)ccc2c1O/C(=C\c1ccccc1)C2=O)CC(C)C
ZINC11839043	COc1ccc(C[NH2+][C@@H](C)c2cnn(-c3cccc(F)c3)c2C)c2ccccc12
ZINC12296553	CC(C)c1ccc(-c2nc(CC(=O)NC[C@@H]3CCC[N@H+]4CCCC[C@H]34)cs2)cc1
ZINC12407554	Clc1ccccc1CNc1nc2ccccc2n1CC[NH+]1CCCCC1
ZINC12748864	COc1ccc2cc(C[N@H+](C)[C@H](C)C(=O)Nc3ccc(C)cc3C)ccc2c1
ZINC12460111	COc1ccc([C@@H]2c3[nH]c4ccccc4c3CC[N@H+]2Cc2ccccn2)cc1C
ZINC06749216	Cc1cccc(C[NH+]2CCC(CNc3c(-c4ccc(C)c(C)c4)c(=O)c3=O)CC2)c1
ZINC20978370	CC[NH+]1CCN(c2c(Cl)cccc2NC(=O)/C=C/c2ccc(C(C)C)cc2)CC1
ZINC21672136	COc1ccc2cc(C[N@@H+](C)[C@@H](C)C(=O)Nc3ccccc3Cl)ccc2c1
ZINC24908173	CC[NH+]1CCC(CNc2ncc(-c3ccsc3)c3nc(C(F)(F)F)ccc23)CC1
ZINC34740728	CC(=O)N(C[C@H]1C[N@@H+](Cc2ccc[nH]2)C[C@H]1c1ccc(C)cc1)C1CCCCC1
ZINC34740731	CC(=O)N(C[C@H]1C[N@H+](Cc2ccccc2O)C[C@@H]1c1ccc(C)cc1)C1CCCCC1
ZINC19922931	COc1ccc([C@@H]2CC([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)=[NH+]C([S-])=[NH+]2)cc1OC
ZINC13142814	Brc1cccc(CNc2nc3ccccc3n2CC[NH+]2CCCCC2)c1
ZINC38133874	CC[NH2+][C@H](Cc1ccc([N+](=O)[O-])cc1)c1ccc(I)cc1
ZINC38195457	CC(C)CC[NH2+][C@H](C)c1nc2ccccc2c(=O)n1-c1ccccc1Cl
ZINC38677455	Cn1cccc1[C@@H](CNC(=O)C1(c2cccs2)CCCC1)[NH+]1CCCCCC1
ZINC39024584	Cc1ccccc1COc1ccc([C@H]2[NH+]=NC=C2c2ccc(Cl)cc2)c(O)c1
ZINC39227987	COc1ccc(OC)c([C@@H]2c3[nH]c4ccccc4c3CC[N@H+]2Cc2cccc(F)c2)c1
ZINC39228238	COc1ccc(OC)c([C@H]2c3[nH]c4ccccc4c3CC[N@H+]2Cc2ccc(C)cc2)c1
ZINC39356443	COc1ccc2cc(C3=NN=C[C@H]3C[NH2+][C@H](C)Cc3cccs3)ccc2c1
ZINC39541213	Cc1ccccc1C[C@@]1(CO)CCC[N@H+](C[C@@H]2C=NN=C2c2ccc(Cl)cc2)C1
ZINC37124463	C[C@]1(C(=O)/N=c2\[nH]c3c(s2)C[N@H+](Cc2ccccc2)CC3)CC1(Cl)Cl
ZINC39248160	Cc1ccc2nc(S[C@H]3C(=O)[NH+]=c4ccc(Cl)cc4=C3c3ccccc3)[nH]c2c1
ZINC09496680	CCOc1ccc([C@@H]2C[C@H](c3ccccc3F)n3c([nH+]c4ccccc43)N2)cc1Cl
ZINC62048823	Cc1ccc(-c2csc3ncnc(NCCCC[NH+]4CCCC4)c23)c(C)c1
ZINC41510952	Cc1cc(O)c(C[NH+]2CCCCC2)c2c1C(=O)/C(=C/c1ccc(Br)cc1)O2
ZINC41511504	Cc1ccsc1/C=C1\Oc2c(C[N@H+]3CCCC[C@@H]3C)c(O)cc(C)c2C1=O
ZINC41511611	C[C@H]1CCCC[N@@H+]1Cc1c(O)ccc2c1O/C(=C\c1c(Cl)cccc1Cl)C2=O
ZINC41514223	Cc1cc(O)c(C[NH+]2CCCCCC2)c2c1C(=O)/C(=C/c1ccccc1Cl)O2
ZINC41584017	CCCC[N@H+](C)Cc1c(O)cc(C)c2c1O/C(=C\c1c(F)cccc1Cl)C2=O
ZINC41584034	CCCC[N@@H+](C)Cc1c(O)cc(C)c2c1O/C(=C\c1cccc(Cl)c1)C2=O
ZINC41584035	CCCC[N@@H+](C)Cc1c(O)cc(C)c2c1O/C(=C\c1cccc(Br)c1)C2=O
ZINC63091689	COc1ccc([C@H](CNC(=O)[C@@H]2CC=CCC2)C2=c3ccccc3=[NH+]C2)cc1
ZINC63407576	C=CCN(Cc1ccccc1F)C(=O)NC1CC[NH+](CC2CCCC2)CC1
ZINC63531135	CC[C@@H](C)NC(=O)[C@H]1[NH+]=c2cc(OC)ccc2=C1Sc1ccc(C)cc1
ZINC63531140	CC[C@H](C)NC(=O)[C@@H]1[NH+]=c2cc(OC)ccc2=C1Sc1ccc(C)cc1
ZINC63571688	Cc1ccc([C@H]2[C@H]3[NH+]=c4ccccc4=C3CCN2C(=O)NCCC(C)C)cc1
ZINC38802784	O=C1N/C(=N/c2ccccc2C(F)(F)F)S/C1=C\C1=c2ccccc2=[NH+]C1
ZINC64557168	CC(C)(C)OC(=O)NC1CC[NH+](Cc2ccc(SC(F)F)cc2)CC1
ZINC65321183	O=C1[NH+]=c2ccc(Cl)cc2=C(c2ccccc2)[C@H]1C1=NN[C@H](/C=C/c2ccccc2)C1
ZINC65321185	O=C1[NH+]=c2ccc(Cl)cc2=C(c2ccccc2)[C@@H]1C1=NN[C@H](/C=C/c2ccccc2)C1
ZINC67186949	C[C@@H]([NH2+]Cc1ccc(-c2ccc(Cl)c(Cl)c2)s1)c1nnc2n1CCC2
ZINC04527675	CCCCC(=O)N(CCCCCC[NH3+])[C@@H](C)c1nc2ccccc2c(=O)n1CCOC
ZINC04990641	CC[NH+](CC)CCC[C@H](C)Nc1ncnc2c1ncn2[C@H](C)CCC[NH+](CC)CC
ZINC04773564	CC[NH+](CC)CCC[C@H](C)Nc1cccc2c1C(=O)c1cccc(N[C@@H](C)CCC[NH+](CC)CC)c1C2=O
ZINC05650070	CC[NH+](CC)CCOc1cccc(OCC[NH+](CC)CC)c1OCC[NH+](CC)CC
ZINC05716200	COCCC[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccc(OC)cc1)C(N)=O
ZINC05716465	COCCC[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)OCc1ccc(OC)cc1)C(N)=O
ZINC06078175	CCOc1ccc(NC(=S)N(CCC[NH+](CC)CC)Cc2cc3cc(OC)c(OC)cc3[nH]c2=O)cc1
ZINC06193055	CC[NH+](CC)CCCNC(=S)N(CCC[NH+]1CCOCC1)Cc1cc2c(C)cc(C)cc2[nH]c1=O
ZINC06193082	CC[NH+](CC)CCCNC(=S)N(CC[NH+](CC)CC)Cc1cc2cc(C)cc(C)c2[nH]c1=O
ZINC06193192	CC[NH+](CC)CCCNC(=S)N(Cc1ccc(OC)cc1)Cc1cc2ccc(OC)cc2[nH]c1=O
ZINC06193217	CCOc1ccc2[nH]c(=O)c(CN(Cc3ccccc3)C(=S)NCCC[NH+](CC)CC)cc2c1
ZINC06197792	CCc1ccc2[nH]c(=O)c(CN(Cc3ccc(OC)cc3)C(=S)NCCC[NH+](CC)CC)cc2c1
ZINC08398927	CCCCc1cc(Nc2ccc3nonc3c2[N+](=O)[O-])c(CC)c(Nc2ccc3nonc3c2[N+](=O)[O-])c1
ZINC04916664	CNC(=S)N/N=C(/C)CCCCCCCC/C(C)=N/NC(=S)NC
ZINC12430342	CC[NH+](CC)C[C@H](O)COc1ccc(C[NH2+]CCCC2CCCC2)cc1OC
ZINC13801261	c1ccc2c(NCCCCCCCCCCCCNc3cc[nH+]cc3)c3c([nH+]c2c1)CCCC3
ZINC15909796	CCCCOc1ccc(/C=C/C(=O)NNC(=S)NCCCOC)cc1OC
ZINC16213179	COC[C@H](C)NC(=S)Nc1ccc(Oc2ccc(NC(=S)N[C@@H](C)COC)cc2)cc1
ZINC13635279	C=CCNC(=S)NNC(=O)[C@H](CCCC)C[C@@H](O)COCC(C)C
ZINC05298111	CCCCOC[C@@H](O)C[NH+](CCCC)C[C@H](O)COCCCC
ZINC16213182	COC[C@H](C)NC(=S)Nc1ccc(Oc2ccc(NC(=S)N[C@H](C)COC)cc2)cc1
ZINC22063147	COCCc1ccc(OC[C@@H](O)C[NH+](C[C@H](O)COc2ccc(CCOC)cc2)C(C)C)cc1
ZINC27408333	CCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)C(=O)NCc1ccccn1
ZINC33689089	COc1cccc(CCN[C@H](c2ccc(Cl)cc2Cl)[C@H](C[NH2+]CCc2cccc(OC)c2)C(=O)[O-])c1
ZINC33838877	C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@H]1OC[C@@H](C[C@@H]2O[C@@H]2[C@H](C)[C@@H](C)O)[C@@H](O)[C@H]1O
ZINC34896776	COCCn1c([C@H](C)N(CCCCCC[NH3+])C(=O)COc2ccc(Cl)cc2)nc2ccccc2c1=O
ZINC35352100	COCCn1c([C@H](C)N(CCCCCC[NH3+])C(=O)c2ccc(OC)cc2OC)nc2ccccc2c1=O
ZINC35465860	C/C=C(\C)C[C@H](C)C[C@@H](C)[C@H](O)[C@H](OC(=O)/C=C/C(C)=C/[C@H](CO)CCO)[C@@H](CC(=O)OC)OC
ZINC35747050	CCOC(=O)c1sc2nc(C[N@H+](CCCOC)C[C@@H](O)COc3ccccc3C)[nH]c(=O)c2c1C
ZINC35747061	C=CCC[C@@H](O)C[N@@H+](Cc1ccccc1)Cc1nc2sc(C(=O)OCCOC)c(C)c2c(=O)[nH]1
ZINC35842572	COCCC[N@H+](CC(=O)N(CCc1c[nH]c2ccccc12)Cc1ccc(Cl)cc1)C[C@H](O)C(C)C
ZINC35842584	CCC[N@H+](CC(=O)N(CCc1c[nH]c2ccccc12)Cc1ccc(C(C)(C)C)cc1)C[C@H](O)COCC(C)C
ZINC35842596	CC(C)COC[C@H](O)C[N@H+](CC(=O)N(CCc1c[nH]c2ccccc12)Cc1ccc(C(C)(C)C)cc1)CC(C)C
ZINC35842604	CCC[C@H](O)C[N@H+](CCCOC)CC(=O)N(CCc1c[nH]c2ccccc12)Cc1ccc(C(C)(C)C)cc1
ZINC35842606	CCC[C@@H](O)C[N@H+](CCCOC)CC(=O)N(CCc1c[nH]c2ccccc12)Cc1ccc(C(C)(C)C)cc1
ZINC37263694	C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@H]1OC[C@H](C[C@@H]2O[C@H]2[C@H](C)[C@@H](C)O)[C@@H](O)[C@H]1O
ZINC24770802	CCCCCN(C(=O)CCC(=O)OCc1ccccc1C)c1c(N)n(CCCC)c(=O)[nH]c1=O
ZINC20032678	C/C(NCCCCCCCCCCCCN/C(C)=C1\SC(=S)N=C1[O-])=C1/SC(=S)NC1=O
ZINC37474975	CC(C)CC[C@H](C)[NH+](C[C@H](O)COCc1ccco1)C[C@H](O)COCc1ccco1
ZINC40008520	CCCC[NH+](CCCC)CCCN1C(=O)c2oc3ccc(C)cc3c(=O)c2[C@@H]1c1ccc(OCC(N)=O)cc1
ZINC40507159	CCCCOCC[NH2+]C[C@@H](O)COC[C@H](CC)CCCC
ZINC43227088	CCC(C)(C)c1ccc(OCCCCNC(=O)c2csc([C@@H]([NH3+])CC(C)C)n2)c(C(C)(C)CC)c1
ZINC44250223	CC(C)CCC[C@H](C)CCOc1cc(CC[NH3+])c(OCC[C@H](C)CCCC(C)C)cc1CC[NH3+]
ZINC49557225	CCCC[C@@H](CC)COC[C@@H](O)C[NH2+][C@@H](C)CC[NH+](C)C
ZINC49557226	CCCC[C@H](CC)COC[C@@H](O)C[NH2+][C@@H](C)CC[NH+](C)C
ZINC51253485	CCC[C@@](C)(C[NH2+]C(C)C)C[N@H+](CCCOC)CCOC
ZINC58356450	CCOCCC/[NH+]=C(/NCCCn1c(C)nc2ccccc21)NCc1ccc(OC)cc1
ZINC66244626	CCC[N@@H+]1CC[C@H](CN/C(NCc2ccc(OC)cc2)=[NH+]\CCCOCC)C1
ZINC16855311	CCOc1ccc(CNC(=S)N/N=C\C(C)=N\NC(=S)NCc2ccc(OCC)cc2)cc1
ZINC67623150	C=CC[NH+](CC=C)[C@@H](CNC(=O)NCc1ccc(NCCOC)cc1)C(C)C
ZINC04762633	CCC[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCSC)C(N)=O
ZINC04762636	CCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CCSC)C(N)=O
ZINC05542106	CCOC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C)C(N)=O
ZINC05575061	COC(=O)[C@@H](CSCc1ccccc1)NC(=O)[C@@H](CC(N)=O)NC(=O)OCc1ccccc1
ZINC04221743	NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]1C[C@@H](NS(=O)(=O)c2cccs2)CCN1C(=O)COCC(=O)[O-]
ZINC09167809	Cc1c(Cc2ccccc2)c(=O)oc2cc(OCC(=O)N[C@H](CCCNC(N)=O)C(=O)[O-])ccc12
ZINC09510327	CSCC[C@H](NC(=O)c1ccccc1Cl)C(=O)OCC(=O)Nc1sccc1C(N)=O
ZINC13941010	COc1ccc(CCNC(=O)CCC(=O)NNC(=O)Cc2c(C)[nH]c3ccc(C)cc23)cc1OC
ZINC14359309	CSCC[C@@H](NC(=O)c1ccc(Cl)cc1Cl)C(=O)OCC(=O)Nc1sccc1C(N)=O
ZINC20527988	CCOc1ccc(/C=N/Nc2nnc(SCC(=O)NCc3ccc(OC)cc3)n2N)cc1
ZINC20806059	CC[C@H](C)c1ccc(NC(=O)CSc2nnc(N/N=C/c3ccc(C(=O)OC)cc3)n2N)cc1
ZINC20836773	CC(C)(C)C(=O)NNC(=O)CSc1n[nH]c(N/N=C/c2ccccc2OCc2ccc(Cl)cc2)n1
ZINC20918164	CCOC(=O)c1c(NC(=O)CCSc2nnc(N/N=C/c3ccc(C)cc3)n2N)sc2c1CCC2
ZINC20920770	CC(C)n1cc(/C=N/Nc2nnc(SCC(=O)Nc3ccccc3SCc3ccccc3)n2N)cn1
ZINC21809792	CCCCN(C(=O)CSc1nc(CCC2CCCC2)n[nH]1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC12623130	COC[C@H](C)NC(=S)N[C@H]1CC[C@@H](NC(=S)N[C@H](C)COC)CC1
ZINC22406498	COCCCN(CC(=O)Nc1cc(C)ccc1OC)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC31167611	CC(C)C[C@H](O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)NCCCC(=O)[O-]
ZINC32602717	CSCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCN/C(N)=N/[N+](=O)[O-])C(=O)[O-]
ZINC36526781	CCCCNC(=O)[C@H](c1c(O)cc(O)cc1O)N(C)C(=O)[C@H](CC)CCCC
