ZINC00227558	CC1=C(C(=O)OC(C)C)C(c2ccccc2F)CC(=O)N1
ZINC60102637	CCCS(=O)(=O)[N-]c1cccc(NC(=O)c2csc(-c3ccc(Cl)s3)n2)c1C
ZINC60354720	COCCCn1c([S-])nc2cc(C(=O)NCC(C)(C)c3ccccc3C)ccc2c1=O
ZINC13114385	C=CCO/C([O-])=C1/C(C)=Nc2nc(SCCCC)[nH]c(=O)c2C1c1ccc(F)cc1
ZINC02825596	O=C([O-])Cn1cc(/C=C2\C(=O)NC(=S)N(c3ccc(Cl)c(Cl)c3)C2=O)c2ccccc21
ZINC09933806	Cc1ccc(C(=O)[O-])cc1-n1c(C)cc(/C=C2\C(=O)NC(=S)N(c3cccc(C)c3C)C2=O)c1C
ZINC13186440	Cc1cc(C(=O)[O-])cc(S(=O)(=O)NC(c2ccc3c(c2)OCCCO3)C(C)C)c1C
ZINC13200147	Cc1cccc(C(C)C)c1NC(=O)C(C)Sc1nc2cc(C(=O)[O-])ccc2c(=O)n1C
ZINC09554198	Cc1cccc(N2C(=O)/C(=C\c3cc(C)n(-c4cccc(C(=O)[O-])c4C)c3C)C(=O)NC2=S)c1
ZINC13346019	CC1CCc2c(sc3ncnc(SCc4nc5cc(C(=O)[O-])ccc5c(=O)[nH]4)c23)C1
ZINC13362005	O=C([O-])CCNS(=O)(=O)c1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1
ZINC16907389	CCC(Oc1ccc(/C=C2/SC(=S)N(CCc3ccc(O)cc3)C2=O)cc1)C(=O)[O-]
ZINC20089980	O=C1CCCC2=C1C(c1ccc(C(=O)[O-])cc1)n1nc(SCc3ccccc3F)nc1N2
ZINC20588752	CN(C)C(CN1C(=O)C([O-])=C(C(=O)c2cccs2)C1c1ccc(O)cc1)c1cccs1
ZINC03051912	O=C(NCc1ccc(F)cc1)c1ccc2c(=O)n(Cc3ccc4c(c3)OCO4)c([S-])nc2c1
ZINC03051981	O=C(NCc1ccccc1Cl)c1ccc2c(=O)n(Cc3ccc4c(c3)OCO4)c([S-])nc2c1
ZINC20899285	CCCCn1c([O-])c(C2=[NH+]c3ccccc3SC(c3cccc4ccccc34)[CH-]2)c([O-])nc1=[SH+]
ZINC29112768	Cc1cc(NC(=O)c2ccc([N-]S(=O)(=O)c3ccc(Br)s3)cc2)no1
ZINC32565789	O=C(N/N=C\c1cc(Br)c([O-])c(Br)c1)c1ccc([N+](=O)[O-])cc1
ZINC32845375	CN1CCc2nc(NC(=O)c3ccc([N-]S(=O)(=O)c4ccc(F)c(F)c4)cc3)sc2C1
ZINC33525699	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(Cc3ccccc3)C2c2cccc(O)c2)cc1
ZINC33700197	COc1cc(C2C(C(=O)c3cc(C)ccc3C)=C([O-])C(=O)N2c2nccs2)ccc1O
ZINC13567377	COc1ccc(C2CC(=O)Nc3nc(SCc4ccc(F)cc4)nc([O-])c32)cc1OC
ZINC20737406	O=C([O-])C(c1c[nH]c2ccc(Br)cc12)N1CCN(S(=O)(=O)c2ccccc2)CC1
ZINC35490654	CCc1nn(-c2cccc(Cl)c2)c([O-])c1/C=C1\NC(=O)N(Cc2ccccc2F)C1=O
ZINC36352101	CC(C)(C)OC(=O)N1CCN(C(C(=O)[O-])c2c[nH]c3cc(Br)ccc23)CC1
ZINC12274879	N#CC1=C(SCC(=O)Nc2nc3ccccc3s2)N=C([O-])C(C#N)C1c1ccccc1Cl
ZINC38915285	N#C/C(=C\c1ccc(-c2cccc(C(=O)[O-])c2)o1)C1N=C2C=C(Br)C=NC2N1
ZINC38915286	N#C/C(=C\c1ccc(-c2cccc(C(=O)[O-])c2)o1)C1N=C2C=C(Br)C=NC2N1
ZINC39275545	O=C(NC1N=CCS1)c1ccc2nc([N-]S(=O)(=O)c3ccc(Cl)cc3)sc2c1
ZINC39359424	CC1=C2C(N=N1)NC1=C(C(=O)CC(c3cccs3)C1)C2c1ccc(OCC(=O)[O-])cc1
ZINC40048628	COc1ccc(C(=O)C2=C([O-])C(=O)N(CCCO)C2c2ccc(Br)cc2)cc1C
ZINC40075211	O=C(C1=C([O-])C(=O)N(CCO)C1c1cccs1)c1ccc(OCc2ccccc2)cc1
ZINC40077027	CCN(CC)c1ccc(C2C(C(=O)c3ccc(Br)cc3)=C([O-])C(=O)N2CCO)cc1
ZINC40082518	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2cccc3ccccc23)c(C)c1
ZINC40083301	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2cccc3ccccc23)c(C)c1
ZINC40094430	O=C(C1=C([O-])C(=O)N(CCOCCO)C1c1ccc(Cl)cc1Cl)c1ccc(F)cc1
ZINC40102197	C=CCOc1cccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2ccc(Br)cc2)c1
ZINC40102667	O=C(C1=C([O-])C(=O)N(CCO)C1c1cccs1)c1cccc(OCc2ccccc2)c1
ZINC46543280	CCCNS(=O)(=O)c1ccc([N-]S(=O)(=O)c2ccccc2Br)cc1
ZINC15048369	CC(C(=O)NCCCC(=O)[O-])N1C(=O)/C(=C/c2c3ccccc3cc3ccccc23)SC1=S
ZINC02380147	Cc1ccc(N2C(=O)C([N-]S(=O)(=O)c3ccc(Cl)cc3)(C(F)(F)F)N=C2O)cc1
ZINC02380147	Cc1ccc(N2C(=O)C(NS(=O)(=O)c3ccc(Cl)cc3)(C(F)(F)F)N=C2[O-])cc1
ZINC01282940	O=C1CCCC2=C1C(c1ccccc1C(=O)[O-])n1nc(SCc3ccccc3Cl)nc1N2
ZINC21533841	CC1CCN(c2[nH+]cc([N-]S(=O)(=O)c3ccc(Br)s3)cc2C(=O)[O-])CC1
ZINC12784715	CC(Sc1nc([O-])c2cnn(-c3ccccc3)c2n1)C(=O)Nc1ccc(F)c(F)c1F
ZINC59466309	Cc1cc([N-]S(=O)(=O)c2ccc(/N=C/c3cc(Br)ccc3O)cc2)no1
ZINC62038931	O=C(CSc1nc([O-])c2c(-c3ccco3)csc2n1)NC(=O)c1ccc(Br)cc1
ZINC39792245	C=CCn1c([S-])nnc1-c1sc(NC(=O)C2=NC(c3ccccc3)SC2)nc1C
ZINC09908975	Cc1ccc(S(=O)(=O)c2cnc(SCC(=O)Nc3cccc(C)c3C)nc2[O-])cc1
ZINC35397599	O=C([O-])c1cc([N-]S(=O)(=O)c2ccc(Br)s2)c[nH+]c1N1CCCCCCC1
ZINC16902308	O=C([O-])Cc1csc(N2C(=O)CC(Nc3cc(Cl)c(Cl)cc3Cl)C2=O)n1
ZINC65021631	CC1CCN(C(=O)C2Sc3ccc(S(=O)(=O)[N-]c4ccc(F)c(Cl)c4)cc3NC2=O)CC1
ZINC65021744	O=C1Nc2cc(S(=O)(=O)[N-]c3ccc(Cl)cc3)ccc2SC1C(=O)N1CCCCCC1
ZINC65021924	O=C1Nc2cc(S(=O)(=O)[N-]c3ccc(F)cc3Cl)ccc2SC1C(=O)N1CCCCCC1
ZINC05224378	CC1=C/C(=C(\c2cc(C)c(O)cc2C(C)C)c2ccccc2S(=O)(=O)[O-])C(C(C)C)=CC1=O
ZINC08737922	O=C([O-])CCC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccccc3F)C2)C1c1ccccc1
ZINC13052091	CC(O)Cn1c(SCc2c(F)c(F)c(F)c(F)c2F)nc2cc(C(=O)[O-])ccc2c1=O
ZINC18198663	Cc1ccc(C2C3=C(CC(c4cccs4)CC3=O)Nc3c2c(C)nn3-c2ccccc2C(=O)[O-])cc1
ZINC19202978	Cc1ccc(NC(CC(=O)c2c([O-])n(C)c3ccccc3c2=O)c2ccc(N(C)C)cc2)cc1
ZINC11241254	O=C(NCCSCc1ccccc1)c1ccc2c(=O)n(Cc3ccco3)c([S-])nc2c1
ZINC27309594	CC(C(=O)[O-])C1(O)CC2CCC1(CS(=O)(=O)N1CCC3(C=Cc4ccccc43)CC1)C2(C)C
ZINC27309597	CC(C(=O)[O-])C1(O)CC2CCC1(CS(=O)(=O)N1CCC3(C=Cc4ccccc43)CC1)C2(C)C
ZINC35225612	O=C(C1=C([O-])C(=O)N(CCOCCO)C1c1ccc(Cl)cc1Cl)c1ccc(Br)cc1
ZINC35698023	CCN(CC)C(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCC3CC3)N2C1c1ccccc1F
ZINC35698210	CCN(CC)C(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NC3CC3)N2C1c1ccc(Cl)cc1
ZINC36072046	CCC(C)N/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)N(C)C)C(c3ccc(Cl)cc3)N12
ZINC36072047	CCC(C)N/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)N(C)C)C(c3ccc(Cl)cc3)N12
ZINC36393538	CCCCS(=O)(=O)Nc1ccc(F)c([N-]S(=O)(=O)c2cc(Cl)ccc2Cl)c1
ZINC38798827	C=CCn1c([S-])nnc1CC1=NC(NC(=O)c2ccc(C#Cc3ccccc3)cc2)SC1
ZINC13363984	Cc1ccc(CCNc2cnn(C34CC5CC(CC(CC(=O)[O-])(C5)C3)C4)c(=O)c2Cl)cc1
ZINC40030875	C=CCN1C(=O)C([O-])=C(C(=O)c2ccc(OCc3ccc(C)cc3)cc2)C1c1ccc(O)cc1
ZINC40048103	CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCCO)C2c2ccc(Cl)cc2Cl)cc1
ZINC40075061	O=C(C1=C([O-])C(=O)N(CCO)C1c1ccc(Cl)c(Cl)c1)c1ccc(OCc2ccccc2)cc1
ZINC40076583	O=C(C1=C([O-])C(=O)N(CCOCCO)C1c1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1
ZINC40076913	O=C(C1=C([O-])C(=O)N(CCOCCO)C1c1ccc(Cl)c(Cl)c1)c1ccc(Br)cc1
ZINC40076946	O=C(C1=C([O-])C(=O)N(CCOCCO)C1c1cccc2ccccc12)c1ccc(Br)cc1
ZINC40078145	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2ccc(Cl)cc2Cl)cc1
ZINC40080911	CC(C)COc1ccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2ccccc2Br)cc1
ZINC40084479	Cc1cc(OC(C)C)ccc1C(=O)C1=C([O-])C(=O)N(CCO)C1c1c(Cl)cccc1Cl
ZINC40094083	Cc1cc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2ccccc2Br)ccc1OCC(C)C
ZINC40099539	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2ccc(Cl)cc2Cl)cc1
ZINC40099564	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2c(Cl)cccc2Cl)cc1
ZINC40099842	Cc1ccc(C(=O)C2=C([O-])C(=O)N(CCOCCO)C2c2ccc(Cl)cc2Cl)cc1F
ZINC40102194	C=CCOc1cccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2ccc(Cl)c(Cl)c2)c1
ZINC40109078	Cc1ccc(COc2cccc(C(=O)C3=C([O-])C(=O)N(CCO)C3c3ccc(C)cc3)c2)cc1
ZINC40109150	Cc1ccc(COc2cccc(C(=O)C3=C([O-])C(=O)N(CCO)C3c3ccccc3Cl)c2)cc1
ZINC40110181	O=C(C1=C([O-])C(=O)N(CCO)C1c1ccc(F)cc1)c1ccc(OCc2ccc(F)cc2)cc1
ZINC40110216	O=C(C1=C([O-])C(=O)N(CCO)C1c1cccc(Cl)c1)c1ccc(OCc2ccc(F)cc2)cc1
ZINC40117579	COc1ccc(Br)cc1C1NC(=O)C([O-])=C1C(=O)c1ccc(Br)cc1
ZINC40126602	CN(C)c1ccc(C2NC(=O)C([O-])=C2C(=O)c2cccc(OCc3ccc(Cl)cc3)c2)cc1
ZINC40127800	CN(C)c1ccc(C2NC(=O)C([O-])=C2C(=O)c2ccc(OCc3ccc(F)cc3)cc2)cc1
ZINC40823202	Cc1c(C(=O)NC(C)(C)C)oc2c1/C(=N/N=C(\[O-])C(F)(F)C(F)(F)C(F)(F)F)CCC2
ZINC33526354	Cc1ccc(C)c(C2NC(Cc3ccccc3)(C(=O)[O-])C3C(=O)N(c4ccc(C)c(Cl)c4)C(=O)C23)c1
ZINC44321536	O=C(NC(Cc1ccncc1Br)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC44325256	Cc1cc(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c(C)n1C(C)C
ZINC46539035	Cc1cccc(-n2c([O-])c3ccc(C(=O)NC(c4ccccc4)c4ccccn4)cc3nc2=S)c1C
ZINC59936998	Cc1cccc(-c2nnc([S-])n2CC(=O)Nc2ncccc2I)c1
ZINC15768044	CC1=C/C(=N\N=C2\NC(=O)C(CC(=O)Nc3ccccc3C(F)(F)F)S2)CC(C)(C)C1
ZINC60208060	COCCCn1c([S-])nc2cc(C(=O)NCC(C)(C)c3cccc(Cl)c3)ccc2c1=O
ZINC60380570	CC(C)(NS(=O)(=O)c1ccc([N-]S(C)(=O)=O)cc1F)c1ccc(Br)cc1
ZINC02310444	Cc1cc(C)c(NC(=O)CSC2=C(C#N)C(c3ccco3)C3=C([O-])CCCC3=N2)c(C)c1
ZINC02310444	Cc1cc(C)c(NC(=O)CSC2=C(C#N)C(c3ccco3)C3=C(CCCC3=O)N2)c(C)c1
ZINC13055567	CCc1cccc(C)c1NC(=O)CSC1=C(C#N)C(c2ccco2)C2=C([O-])CCCC2=N1
ZINC13055567	CCc1cccc(C)c1NC(=O)CSC1=C(C#N)C(c2ccco2)C2=C(CCCC2=O)N1
ZINC13543756	Cc1ccc(C2CC(=O)C(/C=N/CCN3CCN(C(=S)Nc4ccccc4)CC3)=C([O-])C2)cc1
ZINC44963179	CCC(=O)OC1(C([O-])=S)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
ZINC02793043	CCOC(=O)c1c(NC(=O)C2CC(C)=C(C)CC2C(=O)[O-])sc2c1CCCC2
ZINC13258172	Cc1ccc(C(CC(=O)[O-])NC(=O)/C=C/c2cc(Cl)c3c(c2)OCCCO3)cc1
ZINC13571974	COc1ccc(C2c3sc(=O)[nH]c3SC(C(=O)[O-])C2C(=O)c2ccc(Cl)cc2)cc1
ZINC16907264	CCC(Oc1ccc(/C=C2/SC(=S)N(c3ccc(O)cc3)C2=O)cc1)C(=O)[O-]
ZINC16908405	CCC(Oc1cccc(/C=C2/SC(=S)N(c3ccc(O)cc3)C2=O)c1)C(=O)[O-]
ZINC19645172	CCC1CCc2c(sc(NC(=O)C3CCCCC3C(=O)[O-])c2C(=O)N2CCCCC2)C1
ZINC09324639	O=C(C1=C([O-])C(=O)N(Cc2ccco2)C1c1ccc(O)cc1)c1ccc(Cl)cc1
ZINC09311859	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(Cc4ccccc4)C3c3ccc(O)cc3)ccc2O1
ZINC20989769	Cc1[nH]c(C)c(S(=O)(=O)[N-]c2ccc(Cl)c(C(F)(F)F)c2)c1C(=O)N1CCCC1
ZINC24941467	Cc1c(NC(=O)CC2(C(=O)[O-])CCCCC2)cccc1C(=O)N1CCc2sccc2C1
ZINC25001114	O=S(=O)([N-]c1ccc(S(=O)(=O)NC2CC2)cc1)C1=Cc2ccccc2CC1
ZINC27300649	Cc1cc(C)c(NC(=O)CSc2nnc(/C=C/c3ccccc3)c([O-])n2)c(C)c1
ZINC27532426	CCOc1cc(/C=C2/C(=O)NC(=S)N=C2[O-])ccc1OCc1ccc(C)cc1
ZINC35898122	CCOC(=O)c1c(NC(=O)C2C3C=CC(CC3)C2C(=O)[O-])sc2c1CCCCC2
ZINC04013871	CCOc1cc(C2C3=C([O-])CCCC3=NC3=C2C(=O)CCC3)ccc1OCCO
ZINC39579476	O=C([O-])C1=CC(S(=O)(=O)[N-]c2c(Cl)cc(Br)cc2Cl)C=[NH+]1
ZINC39887494	CCOc1ccc(C2NC(=O)C(C#N)=C([S-])N2c2ccc(C)cc2C)cc1OC
ZINC40046905	O=C(C1=C([O-])C(=O)N(CCCO)C1c1cccc(Br)c1)c1ccccc1
ZINC40053172	O=C(C1=C([O-])C(=O)N(CCCO)C1c1ccccc1Cl)c1cc2ccccc2o1
ZINC40080061	COc1ccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2cccc3ccccc23)c(C)c1
ZINC40095301	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCO)C3c3cccc(Br)c3)ccc2O1
ZINC40095321	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCO)C3c3ccc(Br)cc3)ccc2O1
ZINC40095604	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCO)C3c3ccccc3Cl)ccc2O1
ZINC40095695	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCO)C3c3ccccc3Br)ccc2O1
ZINC40095765	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCO)C3/C=C/c3ccccc3)ccc2O1
ZINC40844957	O=C(NN1C(=O)/C(=C/c2ccccc2C(=O)[O-])SC1=S)c1ccc(Br)cc1
ZINC43736846	CC(=O)C1(O)CCC2C3CCC4=C/C(=N\OCC(=O)[O-])CCC4(C)C3CCC21C
ZINC43736848	CC(=O)C1(O)CCC2C3CCC4=C/C(=N\OCC(=O)[O-])CCC4(C)C3CCC21C
ZINC45574609	CC(NC(=O)c1cccc(S(=O)(=O)[N-]c2cccc(Cl)c2)c1)c1ccncc1
ZINC14044522	O=C(NCCN1C(=O)S/C(=C\c2cccc(Cl)c2Cl)C1=O)c1cccnc1[S-]
ZINC45899703	COCCCn1c([S-])nc2cc(C(=O)Nc3cc(C)ccc3F)ccc2c1=O
ZINC47991952	CS(=O)(=O)Nc1ccc(Cl)c([N-]S(=O)(=O)c2ccc(Cl)cc2)c1
ZINC49160877	CC(Cc1ccsc1)NS(=O)(=O)c1cc(C(=O)[O-])sc1Br
ZINC49111023	O=C([O-])c1cn(Cc2ccc(-c3ccc(F)nc3)cc2)c2c(c1=O)C(O)CCC2
ZINC50650581	CCNc1ncc(S(=O)(=O)[N-]c2cccc(I)c2)cn1
ZINC44922272	O=S(=O)([N-]c1ccc2nc(C3CCCO3)[nH]c2c1)c1ccc(Br)cc1
ZINC08535507	CC1CC(C(F)(F)F)n2ncc(-c3nnc([S-])n3C(C)c3ccccc3)c2N1
ZINC55632353	Cc1cnc2c(S(=O)(=O)[N-]c3cccc(C(=O)NC(C)(C)C)c3)cccc2c1
ZINC56030911	Cc1cccc(CNS(=O)(=O)c2c(C)cc(C)c([N-]S(C)(=O)=O)c2C)c1
ZINC57984721	O=C(NC1=NCCS1)c1ccc(Cl)c([N-]S(=O)(=O)c2ccc(F)cc2)c1
ZINC05920871	CCOc1cc(/C=C(/C#N)c2nc3ncc(Br)cc3[n-]2)cc(Br)c1O
ZINC59203012	CCc1cccc(C)c1NC(=O)CSc1nc([O-])c(C)c(=O)n1-c1ccccc1
ZINC59366251	COc1c(Br)cc(Br)cc1/C=C/C([O-])=N/c1ncn[nH]1
ZINC39968191	Cc1ccccc1-c1nnc(SCC(=O)NC2SC3=C(CCCC3)C2C#N)[n-]1
ZINC63911436	CCS(=O)(=O)[N-]c1ccc(S(=O)(=O)Nc2ccc3c(c2)CCC3)c(C)c1
ZINC64100082	O=c1[nH]c(-c2cccs2)ccc1/C([O-])=N/S(=O)(=O)c1ccccc1Cl
ZINC65029656	CS(=O)(=O)[N-]c1ccc(C2(C(=O)NCc3ccc(F)cc3Cl)CCC2)cc1
ZINC66456430	CCn1c([O-])c2ccc(C(=O)NC(C)CN(C)c3ccccc3)cc2nc1=S
ZINC66580511	O=S(=O)(Nc1ccccc1)c1cccc([N-]S(=O)(=O)C2CCCCC2)c1
ZINC66584229	O=S(=O)(Nc1ccccc1[N-]S(=O)(=O)C1CCCCC1)c1ccccc1
ZINC02765237	CCOC(=O)c1c(NC(=O)C2CC=CCC2C(=O)[O-])sc2c1CCCCCCC2
ZINC02765238	CCOC(=O)c1c(NC(=O)C2CC=CCC2C(=O)[O-])sc2c1CCCCCCC2
ZINC09310826	O=C([O-])c1ccc(-n2c(/C=C/c3c(O)ccc4ccccc34)nc3ccccc3c2=O)cc1
ZINC13251320	O=C([O-])c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2O)C2CCCCC2)c1
ZINC13442191	Cc1ccc(SCc2cccc(C(=O)NCCc3ccc(C(=O)[O-])cc3)c2)c(C)c1
ZINC13460511	CCOC(=O)C1=C(C)N(c2cc(C)ccc2C)C(=S)NC1c1ccc(C(=O)[O-])cc1
ZINC13460525	CC1=C(C(=O)OC(C)C)C(c2ccc(C(=O)[O-])cc2)NC(=S)N1c1cc(C)ccc1C
ZINC13460561	CCOC(=O)C1=C(C)N(c2ccc(Cl)cc2)C(=S)NC1c1ccc(C(=O)[O-])cc1
ZINC13460597	CCOC(=O)C1=C(C)N(c2ccc(C)c(C)c2)C(=S)NC1c1ccc(C(=O)[O-])cc1
ZINC16927037	C=CCN1C(=O)/C(=C/c2ccc(Br)cc2)S/C1=N\c1ccc(O)cc1C(=O)[O-]
ZINC16927840	CCN1C(=O)/C(=C/c2cccc3ccccc23)S/C1=N\c1ccc(O)cc1C(=O)[O-]
ZINC16927887	CCN1C(=O)/C(=C/C(C)=C/c2ccccc2)S/C1=N\c1ccc(O)cc1C(=O)[O-]
ZINC17097627	CCOC(=O)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)[O-])sc2c1CCCCCCC2
ZINC20069619	Cc1ccc(N2C(=O)C(NC(=O)CCC3CCCCC3)(C(F)(F)F)N=C2[O-])cc1C
ZINC20069621	Cc1ccc(N2C(=O)C(NC(=O)CCC3CCCCC3)(C(F)(F)F)N=C2[O-])cc1C
ZINC20569594	CCc1cccc2sc(NC(=O)c3ccccc3[N-]S(=O)(=O)c3ccccc3)nc12
ZINC20986644	CC/C(=N\NC(=O)CSc1nc(C)cc(C)n1)c1cc(Cl)cc(Cl)c1[O-]
ZINC23138440	Cc1cccc2sc(NC(=O)Cc3cc([O-])nc(SCc4ccccc4F)n3)nc12
ZINC25447098	CC(C)(C)c1csc(NC(=O)c2ccc(S(=O)(=O)[N-]c3ccccc3F)cc2)n1
ZINC29000380	O=C(Nc1ccccc1Cc1ccccc1)c1ccc(S(=O)(=O)[N-]c2ccccc2F)cc1
ZINC08618901	O=c1[nH]nc([O-])c2c1nc(SCc1c(Cl)cccc1Cl)n2Cc1ccccc1
ZINC32099719	Cc1cc(S(=O)(=O)Nc2ccc(-c3nnc([S-])n3-c3ccccc3)cc2)ccc1F
ZINC34954945	Cc1ccc(C)c(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(C)cc4s3)C2c2ccc(O)cc2)c1
ZINC01478758	COc1cc(/C=N/n2c([S-])nnc2-c2ccccc2Cl)cc(Br)c1O
ZINC08951263	Cc1ccc(C2(C)CC(C)(C)N(C(=O)CSC3=NNC(C)(C)C([O-])=N3)c3ccccc32)cc1
ZINC03325263	Cc1ccc(F)cc1NC(=O)c1ccc([N-]S(=O)(=O)c2ccc(Br)s2)cc1
ZINC13521919	CCc1ccc(Nc2cnn(C34CC5CC(CC(CC(=O)[O-])(C5)C3)C4)c(=O)c2Cl)cc1
ZINC39866717	O=C([O-])c1cccc(/N=C2\S/C(=C\c3ccccc3O)C(=O)N2c2ccccc2)c1
ZINC39887204	Cc1ccccc1N1C([S-])=C(C#N)C(=O)NC1c1cn(-c2ccccc2)nc1-c1ccccc1
ZINC39894998	Cc1cc(=O)[nH]c(SCC(=O)Nc2ncc(Cc3ccc(Cl)cc3Cl)s2)n1
ZINC39959774	O=C(NCC(Cc1ccc2ccccc2c1)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC39997284	N#CC(=C\c1ccc(O)cc1)/C([O-])=N/c1nnc(SCc2ccccc2Cl)s1
ZINC39997300	N#CC(=C\c1cccc(O)c1)/C([O-])=N/c1nnc(SCc2ccccc2Cl)s1
ZINC40126749	Cc1ccc(COc2cccc(C(=O)C3=C([O-])C(=O)NC3c3ccc(Cl)cc3Cl)c2)cc1
ZINC39898334	CCCN1C(=O)c2[nH]nc(-c3cc(Cl)ccc3O)c2C1c1ccc(OCC)cc1
ZINC39898722	O=C1c2[nH]nc(-c3cc(Cl)ccc3O)c2C(c2ccc(Cl)cc2)N1Cc1ccco1
ZINC39898724	Cc1ccc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2Cc2ccco2)cc1
ZINC39898855	COc1ccc(C2c3c(n[nH]c3-c3cc(Cl)ccc3[O-])C(=O)N2Cc2ccccc2)cc1
ZINC39898855	COc1ccc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2Cc2ccccc2)cc1
ZINC39898889	CSc1ccc(C2c3c(n[nH]c3-c3cc(Cl)ccc3[O-])C(=O)N2Cc2ccccc2)cc1
ZINC39898889	CSc1ccc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2Cc2ccccc2)cc1
ZINC39899016	O=C1c2[nH]nc(-c3cc(Cl)ccc3O)c2C(c2ccc(Cl)cc2)N1Cc1ccc(F)cc1
ZINC39899084	COc1ccc(CN2C(=O)c3[nH]nc(-c4cc(Cl)ccc4O)c3C2c2ccc(C)cc2)cc1
ZINC40950765	Cc1cc(OCC(=O)N/N=C/c2ccc(C(=O)[O-])cc2)c(Br)c(C)c1Cl
ZINC46899458	O=C(Nc1ccccc1N1CCCCC1)c1cccc([N-]S(=O)(=O)c2cccs2)c1
ZINC06871123	CCc1ccccc1-n1c([S-])nnc1-c1cnn2c1NC(C)CC2C(F)(F)F
ZINC09419578	Cc1ccc(N2C(=O)C(NC(=O)CCC3CCCCC3)(C(F)(F)F)N=C2O)c(C)c1
ZINC09419578	Cc1ccc(N2C(=O)C(NC(=O)CCC3CCCCC3)(C(F)(F)F)N=C2[O-])c(C)c1
ZINC58013931	CC1CC[NH+](c2ccc(C(=O)[O-])cc2[N-]S(=O)(=O)c2ccc(Br)s2)CC1
ZINC59105357	CCO/C([O-])=C1\C(=O)/C(=C/c2cc(Cl)c(O)c(Cl)c2)S\C1=N/c1ccc(OC)cc1
ZINC59203524	CCc1c([O-])nc(SCC(=O)Nc2ccc(C)cc2C)n(-c2ccc(C)cc2)c1=O
ZINC13076245	CCOc1cc(C2C=C(c3ccc(Cl)cc3)N=C3[N-]C(c4ccccc4)=NN32)ccc1O
ZINC39731609	O=C1N=C(SCc2ccccc2Cl)N=C2N=C3CCCC([O-])=C3C(c3ccc(O)cc3)C12
ZINC04854866	Cc1ccc2c(c1)C1C(Cl)C(Sc3ccccc3[N+](=O)[O-])CC1C(C(=O)[O-])N2
ZINC01635802	CC(=O)NC(CCSCc1c2ccccc2c(C)c2c1ccc1ccccc12)C(=O)[O-]
ZINC05372084	CCOc1cc(/C=C2\SC(=S)N(c3cc(C(=O)[O-])ccc3C)C2=O)ccc1O
ZINC11635169	O=C([O-])CCCCCNS(=O)(=O)c1cc(Br)ccc1Br
ZINC13301287	O=C([O-])c1csc(S(=O)(=O)Nc2ncc(Cc3cc(Cl)ccc3Cl)s2)c1
ZINC13411465	Cc1ccc(-c2nc(NC(=O)/C=C/c3ccc(CCC(=O)[O-])o3)sc2C)cc1C
ZINC13632940	Cc1ccc2c(c1)C1C(Cl)C(Sc3ccccc3[N+](=O)[O-])CC1C(C(=O)[O-])N2
ZINC09312397	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(Cc4ccccc4)C3c3cccc(O)c3)ccc2O1
ZINC22229460	C=CCc1cc(/C=C2/C(=O)N(c3ccc(Cl)cc3)C(=S)N=C2[O-])cc(OCC)c1O
