ZINC01406388	O=[N+]([O-])c1ccc(Sc2ccc(Br)cc2)c(Br)c1
ZINC25155327	CC(C)(C)c1ccc(C(=O)N2CCN(c3nc4nccc(-c5ccc(N6CCOCC6)cc5)n4n3)CC2)cc1
ZINC10078494	C/C(=N/S(=O)(=O)c1ccc(C)cc1)N1CCN(S(=O)(=O)c2ccccc2)C1c1ccc(N(C)C)cc1
ZINC32954006	Cc1nc(-c2ccc(C)c(S(=O)(=O)N3CCC(C(=O)N4CCN(c5ccc(F)cc5)CC4)CC3)c2)no1
ZINC33781659	Cc1ccc2nc(N3CC(C)CC(C)C3)c(/C=C3/SC(=S)N(Cc4ccc(F)cc4)C3=O)c(=O)n2c1
ZINC35040226	CC(c1nc2ccccc2c(=O)n1-c1ccc(F)cc1)N(C)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
ZINC35393996	Cc1ccc(Cc2c(C)nc(C)nc2N2CCN(S(=O)(=O)c3ccc(Cl)c([N+](=O)[O-])c3)CC2)cc1
ZINC35867865	CCc1nc(N2CCN(S(=O)(=O)c3ccc(Cl)c([N+](=O)[O-])c3)CC2)c2c3c(sc2n1)CCCC3
ZINC36044734	COc1cc(C2CN(S(=O)(=O)c3ccc(Cl)cc3)CC2C(=O)N2CCOCC2)cc(OC)c1OC
ZINC02957083	CCN(CC)C(=O)c1sc2c(c1C)c(=O)n(-c1ccccc1)c(=O)n2Cc1cc(=O)n2ccccc2n1
ZINC38491163	Cc1ccc(-n2nnc(C(=O)N3CC4CC(C3)c3cccc(=O)n3C4)c2CSc2nc(C)cc(C)n2)cc1
ZINC38648942	C=CCOc1ccc(C2c3c(oc4c(C)cc(C)cc4c3=O)C(=O)N2C2CCS(=O)(=O)C2)cc1OCC
ZINC39459301	CCOc1ccnc2c1C(=O)CCc1c(S(=O)(=O)Oc3ccccc3)c(C)n(S(=O)(=O)C(C)C)c1-2
ZINC39490982	CC(C)S(=O)(=O)N1CC(C)(S(=O)(=O)C(C)C)N(CC2(C3CCCCC3)CCN(Cl)CC2)C1=O
ZINC39508128	CC(C)S(=O)(=O)C1CCC2(CC(S(=O)(=O)Oc3ccccc3)CN2S(=O)(=O)c2ccccc2)C1
ZINC39825636	COc1cc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2Cc2ccccc2)ccc1OCc1ccccc1
ZINC40325099	CCS(=O)(=O)c1ccc(-c2cc(C(=O)N(Cc3ccc(Cl)cc3)C3CCS(=O)(=O)C3)no2)cc1
ZINC12496785	CCCn1/c(=N/C(=O)c2ccc(S(=O)(=O)N3CC(C)OC(C)C3)cc2)sc2cc3c(cc21)OCO3
ZINC59138972	Cc1ccc(N2C(=O)/C(=C\c3cc(C)n(-c4ccc([N+](=O)[O-])cc4)c3C)C(=O)N(c3ccccc3)C2=O)cc1
ZINC27570505	Cc1ccc(S(=O)(=O)/N=C(/CN2CCOCC2)N2CCN(S(=O)(=O)c3ccc(C)cc3)C2C)cc1
ZINC00210438	COc1ccc(/C=C2/C(=O)N(C3CCCCC3)C(=S)N2C)cc1C
ZINC04498604	CN1C(=S)N(C2CCCCC2)C(=O)/C1=C/c1ccc(N(C)C)cc1
ZINC01358089	Cc1ccccc1N1C(=O)CN(C(C)C)C(=O)C1c1ccc(F)cc1
ZINC00376063	O=C(C1CCCO1)N1N=C(c2cccs2)CC1c1ccc(F)cc1
ZINC05313221	Cc1cc(C(=O)Cn2cnc3sc4c(c3c2=O)CCCC4)c(C)s1
ZINC05070504	O=C(C1CCCC1)N(c1ccc(Cl)cc1)C1C=CS(=O)(=O)C1
ZINC05878348	CSc1nc2sc3c(c2c(=O)n1CC1CCCO1)CCCC3
ZINC04963718	Cc1ccc(S(=O)(=O)OC2CCCC3CC(=O)CCC32C)cc1
ZINC02776998	Cc1c(Cl)c(C(F)(F)F)nn1C(C)C(=O)N1CCCCC1C
ZINC00036497	COC(=O)C1C(C)=NC2=C(C(=O)CCC2)C1c1cc(F)ccc1F
ZINC07599503	CSc1ccc2nc(N3CCN(C(=O)C(C)C)CC3)sc2c1
ZINC00707805	O=C1OC(c2ccccc2)=N/C1=C/c1cccn(-c2ccccc2)c1=S
ZINC06984494	Cc1cccc2nc(CSc3ccc4ccccc4n3)cc(=O)n12
ZINC05460455	Cc1ccc(N2CC(c3nc4ccccc4n3C(C)C)CC2=O)cc1
ZINC14111026	CC(C)n1c(SC2CCCCC2=O)nc2sc3c(c2c1=O)CCC3
ZINC15012791	C#CCN1C(=O)S/C(=C\c2cc(C)n(-c3cc(C)cc(C)c3)c2C)C1=O
ZINC26297069	Cc1oc(-c2cccs2)nc1CC(=O)N1CCc2sccc2C1C
ZINC32912537	Cc1nc(C2CC2)nc2sc(C(=O)c3cc(C)n(C)c3C)c(C)c12
ZINC35365925	CC1CCCC(N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)C1
ZINC35566765	CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
ZINC37162745	CN(C1CCCc2ccccc21)S(=O)(=O)N1CCc2ccccc2C1
ZINC05749557	Cc1cc(C)c(S(=O)(=O)N2C=CC(C(F)(F)F)=NCC2)c(C)c1
ZINC39525058	COC1CCCC2(CCCC(S(=O)(=O)C(C)C)C2)N1Br
ZINC39525734	COC1CCCC2(CCCC(S(=O)(=O)C(C)C)N2Br)C1
ZINC41172126	Cc1ccccc1S(=O)(=O)N1CCOC(c2ccccc2F)C1
ZINC41172361	O=S(=O)(c1ccc(Cl)s1)N1CCOC(c2ccc(F)cc2)C1
ZINC41175409	CC1(C)COC(c2ccc(F)cc2)CN1S(=O)(=O)c1ccccc1
ZINC41423672	Cc1ccc(S(=O)(=O)N2CC(C)OC(c3ccc(F)cc3)C2)s1
ZINC43633200	O=C(/C=C/c1cccc(F)c1)N1CC2CC1C(=O)N2c1ccccc1F
ZINC48355369	COc1ccc(-c2csc(-c3cnccn3)n2)cc1Br
ZINC12469270	CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(N2CCCC2)c(F)c1
ZINC14915012	Fc1cc2c(c(CN3CCN(c4ccccc4F)CC3)c1)OCOC2
ZINC53263854	CN(C(=O)C1CCN(c2ccc(F)c(F)c2)C1=O)C1CCCCC1
ZINC55766282	CCn1c(=C(C#N)C#N)s/c(=C/c2cc(-c3ccccc3)cs2)c1=O
ZINC56059851	Cc1cc(F)ccc1S(=O)(=O)N1CCCCCC1c1ccncc1
ZINC10678098	O=C1CCc2c(OS(=O)(=O)c3c(Cl)cccc3Cl)cccc21
ZINC32416504	Cc1ccc(S(=O)(=O)N2CCOC(c3ccc(F)cc3)C2)cc1F
ZINC60881554	Brc1ccc(CON=C2CCC3(CC2)OCCO3)cc1
ZINC39778234	CC1CCC2=C3C(=O)N=C(SCC4CCCO4)N=C3SC2C1
ZINC63277352	O=C1N=C(N2CCCCC2)S/C1=C/c1csc(-c2ccsc2)n1
ZINC64508312	CC1COCCN1Cc1coc(-c2ccc(Br)cc2)n1
ZINC64869487	O=C(/C=C/c1cscn1)N1CCS/C1=N\c1ccccc1Cl
ZINC66787217	Cc1ccc(F)c2c1N(C(=O)c1ccc(CN3CCCC3=O)cc1)CCC2
ZINC66851248	Cc1noc(C)c1CN1CCOC(c2ccc(Cl)c(Cl)c2)C1
ZINC66934106	Cc1ccc(S(=O)(=O)N2CCOC(c3cccc(F)c3)C2)cc1C
ZINC67228125	CC(C(=O)N1C(C)CCCC1C)N1CCOC(c2ccc(F)c(F)c2)C1
ZINC67232944	C/C(=C/C(=O)N1CCCN(c2nc(C)cs2)CC1)c1ccc(F)cc1
ZINC67385477	Brc1ccc(CON=C2CCC3(CC2)OCCO3)s1
ZINC67482014	CC(C)(C)c1ncc(C(=O)N2CCCCCC2c2ccncc2)s1
ZINC67654017	CC(C)c1nc(/C=C2\N=C(c3ccc(F)c(F)c3)OC2=O)cs1
ZINC04146357	COCCCN(CC(=O)N1CCc2sccc2C1c1ccc(F)cc1)C(=O)C1CCC1
ZINC09381046	Cc1ccccc1CSC1=NCCN1C(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
ZINC09766605	C=CCN(C(=O)CCCc1cccs1)c1nc(-c2ccc(S(C)(=O)=O)cc2)cs1
ZINC12135011	CN(C(=O)CC1(c2cccc(C(F)(F)F)c2)CC(=O)N(C2CC2)C1=O)C(C1CC1)C1CC1
ZINC12202417	CCC(=O)C1CCCN(C(=O)CC2(c3ccccc3F)CC(=O)N(C3CCCC3)C2=O)C1
ZINC12566161	Cc1cc(C(=O)Cn2c(=O)/c(=C\c3ccsc3)s/c2=C\C(=O)C(C)(C)C)c(C)n1C
ZINC12905930	CSCc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)CCCC4)CC2)cc1
ZINC13881010	C#CCOc1c(I)cc(/C=C2\SC(=O)N(C)C2=O)cc1OCC
ZINC02777968	Cc1nn(C)cc1CN(C)C(=O)C(C)n1nc(C(F)(F)F)c(Br)c1C1CC1
ZINC14168256	CN(C(=O)/C=C/c1cn(Cc2ccccc2)nc1-c1cccs1)C1CCS(=O)(=O)C1
ZINC14992804	C=CCC1CC=CC(C)N1C(=O)CC1(c2cccc(C(F)(F)F)c2)CC(=O)N(C2CC2)C1=O
ZINC18623941	CC(Sc1nnc(CC2CCS(=O)(=O)C2)o1)C(=O)c1ccc(Br)cc1
ZINC18623942	CC(Sc1nnc(CC2CCS(=O)(=O)C2)o1)C(=O)c1ccc(Br)cc1
ZINC13655895	CC(C)CCN1C(=O)/C(=C/N(CCN2CCOCC2)Cc2ccccc2F)SC1=S
ZINC13692228	O=C1/C(=C/N(CCN2CCOCC2)Cc2ccccc2F)SC(=S)N1c1ccccc1
ZINC13729424	COc1ccc2c(c1)c(/C=C1/SC(=S)N(CCCN3CCOCC3)C1=O)c(C)n2C
ZINC21868586	CN(Cc1c(F)cccc1Cl)C(=O)COC(=O)C12CCC(=O)N1c1ccccc1S2
ZINC12924383	CCCN(Cn1nc(-c2ccc(Br)cc2)oc1=S)C1CCS(=O)(=O)C1
ZINC25402358	O=C(COc1ccc(Br)cc1F)N(CC1CCCO1)C1CCS(=O)(=O)C1
ZINC26873338	CC(c1ccc(F)cc1)N(C)C(=O)c1ccc(Br)c(S(=O)(=O)N(C)C)c1
ZINC12949131	CC(=O)N(c1nn(CN2CCc3sccc3C2c2ccccc2)c(=S)s1)C1CC1
ZINC12949133	CC(=O)N(c1nn(CN2CCc3sccc3C2c2ccccc2)c(=S)s1)C1CC1
ZINC28629686	COCCCN1C(=O)/C(=C\c2cc(-c3cccs3)nn2-c2ccccc2)SC1=S
ZINC32760491	CC(c1ccc(S(C)(=O)=O)cc1)N(C)S(=O)(=O)c1ccc(Cl)cc1C(F)(F)F
ZINC02509027	CCN1C(=O)/C(=C2/SC(=S)N(CCCOC)C2=O)c2cc(Br)ccc21
ZINC33808696	O=C1/C(=C\c2cn(-c3ccccc3)nc2-c2ccncc2)SC(=S)N1Cc1ccccc1
ZINC34761056	CCN(C)C(=O)c1ccc(/C=C2\SC(=O)N(Cc3ccccc3C(F)(F)F)C2=O)cc1
ZINC34830501	CCC(=O)N1CCN(C(=O)CCN2CCc3sccc3C2c2cccc(F)c2)CC1C
ZINC34878222	Cc1ccc(CN(Cc2ccc(F)cc2)C(=O)CN(CC2CCCO2)C(=O)C(C)C)s1
ZINC18256331	Cc1csc(C(C#N)C(=O)COC(=O)CC23CC4CC(CC(Br)(C4)C2)C3)n1
ZINC35383317	CC(Cl)C(=O)N(CC(=O)N(Cc1ccc(F)cc1)Cc1cccs1)CC1CCCO1
ZINC36849675	Cc1cc(C(=O)COc2ccc(F)cc2Br)c(C)n1C1CCS(=O)(=O)C1
ZINC38775857	CCN(CC1CC=C(Cl)S1)C(=O)CSCC1=NC(=O)C2=C3CCCC3SC2=N1
ZINC39431806	CC1CCC2=C3C(=O)N(Cc4ccco4)C(SCC(=O)C4C=CC=N4)N=C3SC2C1
ZINC39431808	CC1CCC2=C3C(=O)N(Cc4ccco4)C(SCC(=O)C4C=CC=N4)N=C3SC2C1
ZINC39527982	CSC1CCCC2(CCCC(S(=O)(=O)c3ccccc3)N2S(=O)(=O)C(C)C)C1
ZINC40885084	CCOC(=O)CCCN1C(=O)/C(=C/c2ccc(OC)c(Br)c2)SC1=S
ZINC40885088	CCCOC(=O)CCN1C(=O)/C(=C/c2ccc(OC)c(Br)c2)SC1=S
ZINC42681792	CCC(/C=C1\Sc2cc(OC)ccc2N1CCC(=O)[O-])=C\c1sc2ccc3ccccc3c2[n+]1C
ZINC14232270	Cn1c(-c2ccccc2F)nn(CN(Cc2cccs2)C2CCS(=O)(=O)C2)c1=S
ZINC14232273	Cn1c(-c2ccccc2F)nn(CN(Cc2cccs2)C2CCS(=O)(=O)C2)c1=S
ZINC45916393	COCCOC(=O)Cn1cc(I)c(=O)c(I)c1
ZINC46550947	CC(c1ccc(S(C)(=O)=O)cc1)N(C)S(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1
ZINC46571310	CCOc1ccc(CN(C)C(=O)c2c(-n3cccc3)sc3c2CCSC3)cc1OC
ZINC47132740	CC1CC1c1ccc(CN(C(=O)c2ccc(Cl)cc2Cl)C2CCS(=O)(=O)C2)o1
ZINC47155708	CCOC(=O)C1=C(C)N(C)c2sc(-c3ccccc3)c([O-])[n+]2C1c1ccccc1Cl
ZINC57353052	O=C(CSc1ccc(Br)cc1)N(CC1CCCO1)C1CCS(=O)(=O)C1
ZINC59368539	CN(Cc1ccccc1N1CCCC1)C(=O)C1CC(=O)N(c2ccccc2Br)C1
ZINC60357293	O=S(=O)(Cc1ccccc1F)N1CCCN(S(=O)(=O)Cc2ccccc2F)CC1
ZINC22808052	O=C1CC(N2CCN(C(c3ccccc3)c3ccccc3)CC2)C(=O)N1c1ccccc1F
ZINC08734791	Cc1nn(C2CCS(=O)(=O)C2)c(C)c1C[NH+](C)Cc1cc(Cl)c2c(c1)OCCCO2
ZINC08735890	O=C(CSc1nc(C[NH+]2CCOCC2)nc2ccccc12)N1CCSC1c1ccccc1F
ZINC09215650	C=CCOc1ccc(C2c3c(oc4ccccc4c3=O)C(=O)N2CC[NH+]2CCOCC2)cc1
ZINC09387275	COc1ccc(C)c2sc(N(CC[NH+](C)C)C(=O)c3ccc(S(C)(=O)=O)cc3)nc12
ZINC09603920	Cc1cccc2sc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N(C)C)cc3)nc12
ZINC10046183	O=C(CS(=O)(=O)c1ccccc1)N(CC[NH+]1CCOCC1)c1nc2ccccc2s1
ZINC10046198	COc1ccc(C(=O)N(CC[NH+]2CCOCC2)c2nc3c(C)cccc3s2)cc1OC
ZINC10046453	COc1ccc(C(=O)N(CC[NH+]2CCOCC2)c2nc3c(F)cccc3s2)cc1OC
ZINC10046564	COc1ccc(C(=O)N(CC[NH+]2CCOCC2)c2nc3ccc(C)cc3s2)cc1OC
ZINC10068056	C[NH+](C)CCCN(C(=O)c1ccc(N2C(=O)CCC2=O)cc1)c1nc2c(Cl)cccc2s1
ZINC10814185	CC(=O)c1ccc(C(=O)N(CC[NH+](C)C)c2nc3c(S(C)(=O)=O)cccc3s2)cc1
ZINC10816246	CSc1ccc2nc(N(CC[NH+](C)C)C(=O)c3ccc(N4C(=O)CCC4=O)cc3)sc2c1
ZINC10816421	CSc1ccc2nc(N(CC[NH+](C)C)C(=O)CCS(=O)(=O)c3ccccc3)sc2c1
ZINC12140930	C[NH+](C)CCCN(C(=O)CCS(=O)(=O)c1ccccc1)c1nc2ccc(F)cc2s1
ZINC02557586	C[n+]1c(-c2ccc(Cl)cc2)csc1Nc1ccc(S(=O)(=O)N2CCCCC2)cc1
ZINC12433367	CCS(=O)(=O)c1ncc(C[NH+](C)C(C)c2nc(C)sc2C)n1CCc1ccccc1
ZINC14949937	O=C(CN1CCOC1=O)N(CC1CC[NH+](C2Cc3ccccc3C2)CC1)CC1CCCO1
ZINC14977753	COC(=O)c1c(S(=O)(=O)N2CC(C)OC(C)C2)sc2c1CC[NH+](CCC(C)C)C2
ZINC16699572	Cc1cccc2nc(CSc3nnc(C[NH+]4CCCC4)n3Cc3ccccc3)cc(=O)n12
ZINC20462787	COC(=O)CC1CCN(C(=O)C2CCC2)CC1CC[NH+]1CC2CC(C1)c1cccc(=O)n1C2
ZINC20907235	CC(C)C1CN(C)CCN1C(=O)CC1(c2ccccc2Cl)CC(=O)N(CC[NH+](C)C)C1=O
ZINC21319380	CCN1CC(C[NH+](C)Cc2cccc(S(=O)(=O)N3CCOCC3)c2)Oc2ccccc21
ZINC21651093	O=C(CS(=O)Cc1cnn(-c2ccccc2)c1-n1cccc1)N1CCC([NH+]2CCCCC2)CC1
ZINC21651096	O=C(CS(=O)Cc1cnn(-c2ccccc2)c1-n1cccc1)N1CCC([NH+]2CCCCC2)CC1
ZINC22758645	CCN(CC)S(=O)(=O)c1ccc2nn(C[NH+](C)C3CCc4ccccc43)c(=S)n2c1
ZINC34759988	CCC[NH+]1CCN(c2nc(SCC(=O)N3CCOCC3)nc3sc(C)c(C)c23)CC1
ZINC35047532	CC[n+]1c(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)csc1Nc1ccccc1
ZINC35924680	CCCCc1nc(N2CC[NH+](Cc3ccncc3)CC2)c2c(C)nn(-c3ccccc3)c2n1
ZINC36034319	FC(F)Oc1ccc(Nc2scc(-c3ccc(Cl)cc3)[n+]2CCN2CCOCC2)cc1
ZINC36056140	O=S(=O)(c1ccc(-c2csc(Nc3ccccc3)[n+]2CCc2ccccc2)cc1)N1CCCC1
ZINC36312241	C[NH+]1CCN(c2onc(-c3ccc(F)cc3)c2CN(CC2CCCO2)C(=O)C2CC2)CC1
ZINC13594758	COCCOC1CC[NH+](Cc2cn(Cc3ccccc3)nc2-c2cc3ccccc3o2)CC1
ZINC13565100	Cc1ccc(S(=O)(=O)N2CCC(c3nnc(SCC[NH+]4CCCC4)n3C)CC2)cc1
ZINC39485981	O=C(CCC1CCCN(C(=O)C2=CC3N=CC=C3C=C2)C1)N1CCN(c2cccc[nH+]2)CC1
ZINC39834644	CCCC[n+]1c(-c2ccc(S(=O)(=O)N(C)C)cc2)csc1Nc1ccc(OC)cc1
ZINC39834911	CCOc1ccc(Nc2scc(-c3ccc(Cl)cc3)[n+]2CCN2CCOCC2)cc1
ZINC39834915	CCOc1ccc(Nc2scc(-c3ccc(Cl)cc3)[n+]2CCCN2CCOCC2)cc1
ZINC39834979	CCC[n+]1c(-c2ccc(S(=O)(=O)N3CCCC3)cc2)csc1Nc1ccc(C)cc1
ZINC39834983	CC[n+]1c(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)csc1Nc1ccc(C)cc1
ZINC39947597	O=C(CN1CC(S(=O)(=O)N2CCCC2)C=CC1=O)C1=c2ccccc2=[NH+]C1c1ccccc1
ZINC39947599	O=C(CN1CC(S(=O)(=O)N2CCCC2)C=CC1=O)C1=c2ccccc2=[NH+]C1c1ccccc1
ZINC39947603	O=C(CN1CC(S(=O)(=O)N2CCCC2)C=CC1=O)C1=c2ccccc2=[NH+]C1c1ccccc1
ZINC39947606	O=C(CN1CC(S(=O)(=O)N2CCCC2)C=CC1=O)C1=c2ccccc2=[NH+]C1c1ccccc1
ZINC40010512	CCOc1ccc2c(c1)=CC(C1c3cc(OC)c(OC)cc3CCN1C(=O)C(C)C)C(=O)[NH+]=2
ZINC20573281	CCOc1ccc2oc(=O)cc(C[NH+]3CCN(CC(=O)N4CCCCC4CC)CC3)c2c1
ZINC63141115	CCOc1ccccc1C1C2[NH+]=c3ccccc3=C2CC2C(=O)N(CCCOC)CC(=O)N21
ZINC63141121	CCOc1ccccc1C1C2[NH+]=c3ccccc3=C2CC2C(=O)N(CCCOC)CC(=O)N21
ZINC63142240	CCOCCCN1CC(=O)N2C(CC3=c4ccccc4=[NH+]C3C2c2ccccc2OC)C1=O
ZINC64201879	CC1[NH+]=c2ccccc2=C1C(=O)C(C)OC(=O)C1=C(S(=O)(=O)N2CCCC2)CCS1
ZINC64201880	CC1[NH+]=c2ccccc2=C1C(=O)C(C)OC(=O)C1=C(S(=O)(=O)N2CCCC2)CCS1
ZINC02904584	O=C(Oc1cccc(/C=C2/SC(=S)N(c3cccc(Cl)c3)C2=O)c1)c1ccco1
ZINC00651665	C=C(C)COc1c(Br)cc(/C=C2\N=C(c3cccs3)OC2=O)cc1OC
ZINC08855550	COc1cc(/C=C/C(=O)N2CCc3sccc3C2c2cccs2)ccc1OCC#N
ZINC03629299	C=CCSc1nnc(N2C(=O)CC(c3ccccc3Cl)C3=C2CC(C)(C)CC3=O)s1
ZINC02150028	COC(=O)Cc1c(C)c2ccc(OCc3ccc(Br)cc3F)cc2oc1=O
ZINC02362725	C=CCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2C)SC1=S
ZINC01093155	Cc1cc(C(=O)CSc2nnc3ccccn23)c(C)n1-c1ccc(Br)cc1
ZINC09565703	C#CCn1/c(=N\C(=O)Cc2ccc(SCC)cc2)sc2cc(S(C)(=O)=O)ccc21
ZINC09623783	C=CCn1/c(=N/C(=O)c2ccc(S(=O)(=O)C(C)C)cc2)sc2cc(F)cc(F)c21
ZINC09964552	C=CCn1c(SCC(=O)N2CCC(C)CC2)nc2scc(-c3cccs3)c2c1=O
ZINC10437631	CC1CC(C)CN(C(=O)CSc2nc3scc(C4CC4)c3c(=O)n2-c2ccccc2)C1
ZINC11002436	Cc1ccc(S(=O)(=O)N2CCCN(C(=O)C(C)Sc3ccc(Cl)cc3)CC2)cc1
ZINC11386109	CCC1CCCCN1C(=O)CSc1nc2sc(C)c(C)c2c(=O)n1C1CCCC1
ZINC12821016	CC(c1ccc(F)c(F)c1)N(C)C(=O)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1
ZINC12631084	CSc1ccc2c(c1)s/c(=N\C(=O)CCCS(=O)(=O)c1ccc(F)cc1)n2C
ZINC15042459	CCn1c(CSc2ccc(F)cc2)nc2cc(S(=O)(=O)N3CCCCC3)ccc21
ZINC16212284	Cc1cc(OC(=O)C(c2ccccc2)N2C(=O)C3C4C=CC(C5CC45)C3C2=O)ccc1Cl
ZINC16779037	CCC1c2ccsc2CCN1C(=O)/C=C/c1csc(N(C(C)=O)c2ccccc2)n1
ZINC17103006	CCc1ccc(-c2cc(C(=O)N(C)Cc3cnn(C)c3C)c3cc(Cl)ccc3n2)s1
ZINC14953504	CN(Cc1cscn1)C1CCc2c(sc3ncn(CCc4ccc(F)cc4)c(=O)c23)C1
ZINC20228225	COc1cc(/C=C2/SC(=S)N(c3ccc(Cl)c(Cl)c3)C2=O)cc(OC)c1OC
ZINC20623208	Cc1oc2cc(OCCN3CCOCC3)ccc2c(=O)c1-c1ccc(Br)cc1
ZINC15275099	Cc1ccc(-n2c(SCCN3CCOCC3)nc3sc4c(c3c2=O)CCCC4)cc1
ZINC22029220	CC1CCC(N(C)C(=O)CSc2nc3scc(-c4cccs4)c3c(=O)n2C)CC1
ZINC22358783	c1ccc(-c2nc(CSc3nc(CN4CCOCC4)nc4ccccc34)cs2)cc1
ZINC23588351	COc1ccc(C(=O)CSc2nncn2-c2ccc(C)c(Cl)c2)cc1Br
ZINC28607593	CCC1CCCCN1C(=O)CSc1nc2scc(-c3cccs3)c2c(=O)n1C
ZINC30514785	Cc1ccc(-n2c(SCc3ccc(C(F)(F)F)cc3)nnc2N2CCOCC2)cc1
ZINC32559126	CN(C(=O)CSc1nnc(-c2ccccc2F)n1C1CC1)C1CCCc2ccccc21
ZINC32508075	CCc1cccc(CC)c1N1/C(=N/C(=O)Cc2ccc(C)cc2)SC2CS(=O)(=O)CC21
ZINC34829884	CC1CN(C(=O)CN2CCc3sccc3C2c2cccc(F)c2)CCN1C(=O)CC(C)(C)C
ZINC34830506	CC1CN(C(=O)CCN2CCc3sccc3C2c2cccc(F)c2)CCN1C(=O)C(C)(C)C
ZINC35382660	COc1ccc(C2c3ccsc3CCN2C(=O)CN(C(=O)C2CCC2)C(C)(C)C)cc1
ZINC37281688	CCC(Oc1ccc2c(c1)C(c1cccc(F)c1)N(C(=O)C1CC1)CC2)C(=O)N1CCCC1
ZINC37542190	CCOC(=O)C1CCCN(C(=O)c2cc3sc(Br)cc3n2CC2CC2)C1
ZINC02367802	CC(C)COC(=O)C1C2C=CC3(CN(C(C)c4ccc(Br)cc4)C(=O)C13)O2
ZINC36714823	Cc1ccc2nc(N(CCN3CCOCC3)C(=O)c3ccc(C(F)(F)F)cc3)sc2c1
ZINC39242873	O=C1N=C(c2ccc(OC(F)F)cc2)N=C2c3c(-c4ccccc4)cc(C(F)F)nc3SC12
ZINC11386982	CCCn1c(SCC(=O)N2CC(C)CC(C)C2)nc2ccc(Br)cc2c1=O
ZINC39499734	COc1cc2c(cc1SC)CN(S(=O)(=O)Oc1ccccc1)C2=Cc1ccccc1
ZINC40175950	CCCCOc1ccc(N2C(=S)N(c3ccc(F)cc3)C3CS(=O)(=O)CC32)cc1
ZINC37603835	CC(Oc1ccc2c(c1)C(c1ccc(F)cc1)N(C(=O)C1CC1)CC2)C(=O)N(C)C(C)C
ZINC45668883	Cc1ccc(OCc2nc(Cn3cnc4ccc(Br)cc4c3=O)cs2)cc1
ZINC49444171	CCc1ccc(S(=O)(=O)N2CCC(Oc3nc4c(Cl)cccc4s3)CC2)cc1
ZINC49444452	CCCc1ccc(S(=O)(=O)N2CCC(Oc3nc4ccc(F)cc4s3)CC2)cc1
ZINC59167693	CCOc1cc(/C=c2\sc3nc4ccccc4n3c2=O)cc(Br)c1OCC
ZINC59925444	C=CCn1c(SCc2cccc(C(=O)N(C)C)c2)nc2sc3c(c2c1=O)CCCCC3
ZINC41429963	O=C(Oc1ccc2c(=O)c(-c3ccc(Cl)cc3)c(C(F)(F)F)oc2c1)C1CCCO1
ZINC41589410	Cc1c2c(cc3c1O/C(=C\c1ccc(N(C)C)cc1)C3=O)CN(CCc1cccs1)CO2
ZINC41648822	COCCCN1COc2cc(C)c3c(c2C1)O/C(=C\c1ccc(Cl)c(Cl)c1)C3=O
ZINC03420676	O=c1cc(CSc2nnc(C3CC3)n2-c2ccccc2)nc2ccc(Br)cn12
ZINC08790922	CCOc1cc2c(cc1C1C=C3c4cc(OC)c(OC)cc4CCN3C(=O)C1)OC(C)C2
ZINC08869618	CCc1ccc(CN(C(=O)c2cc(=O)c3cc(Cl)ccc3o2)C2CCS(=O)(=O)C2)cc1
ZINC08912506	CCCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(N2CCCC2)s1
ZINC03373315	COc1ccc(/C=C2\N=C(c3ccccc3I)OC2=O)c(OC)c1OC
ZINC10439372	CC1CCc2c(sc3nc(SCC(=O)N4CCCCC4)n(CC4CCCO4)c(=O)c23)C1
ZINC10522108	COc1ccc(Br)cc1/C=C/C(=O)OCc1cc(=O)n2c(C)csc2n1
ZINC10871953	CS(=O)(=O)c1ccccc1C(=O)N(CC1CCCO1)c1nc2c(Cl)cccc2s1
ZINC11847440	COc1ccc(-c2nn(-c3ccccc3)cc2C2CC(c3cccs3)=NN2C(C)=O)cc1
ZINC11872423	CCC1c2cccn2CCN1C(=O)CC1(c2ccccc2F)CC(=O)N(C2CCCC2)C1=O
ZINC12325111	COCCn1c(N2CCN(c3ccc(F)cc3)CC2)nc2sc3c(c2c1=O)CCCC3
ZINC13567933	COc1cc(C2CC(=O)N(c3ccc(C)c(Cl)c3)C3=C2C(=O)CCC3)cc(OC)c1OC
ZINC03506428	CC1CN(C(=O)CSc2nnc(Cc3cccs3)n2C2CCCCC2)CC(C)O1
ZINC16133718	CC(=O)N1CCc2cc(C(=O)C(C)Sc3nnc(-c4cccs4)n3C3CC3)ccc21
