ZINC01208863	CN1C(=O)N(C)C2C1N(CO)C(=O)N2CO
ZINC20331643	COc1ccc2[nH]c3c([O-])n(CCCCC(=O)N4CCC(N5CCCCC5)CC4)c(=S)nc3c2c1
ZINC22471831	Cc1cc(OCC(=O)N(CCCNC(=O)c2nc([O-])c3ccccc3n2)Cc2ccccc2)ccc1Cl
ZINC22472097	O=C(NCCCN(C(=O)c1ccc(Cl)c(Cl)c1)C1CCCCC1)c1nc([O-])c2ccccc2n1
ZINC22508514	O=C(NCc1coc(-c2cccs2)n1)c1cc2ccccc2cc1[N-]S(=O)(=O)c1cccs1
ZINC23410929	CCOc1cc(/C=N/NC(=O)C2COc3ccccc3O2)c(Br)c(Br)c1[O-]
ZINC28066256	O=C(CC1SC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=NC1=O)Nc1cccc(C(=O)[O-])c1
ZINC30700256	CC(=O)N(C)Cc1ccccc1NC(=O)c1ccc(Cl)c(S(=O)(=O)[N-]c2ccc(F)cc2)c1
ZINC32741656	N#Cc1ccccc1NC(=O)CSc1nc2cc(S(=O)(=O)[N-]c3ccccc3Cl)ccc2o1
ZINC33290391	O=C1Nc2cc(S(=O)(=O)[N-]c3ccc(Cl)cc3F)ccc2SCC1CC(=O)N1CCCC1
ZINC33642099	COc1cc(C2C(C(=O)c3cccs3)=C([O-])C(=O)N2c2nc3c(C)cc(C)cc3s2)ccc1O
ZINC33804066	CCOc1cccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(OCC)cc4s3)C2c2cccc(O)c2)c1
ZINC34930124	COc1ccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(Cl)cc4s3)C2c2cccc(O)c2)cc1
ZINC35057128	CC(=O)NC1C(Sc2ccc(F)cc2)OC2COC(c3ccccc3)OC2C1OC(C)C(=O)[O-]
ZINC35566411	CCOc1cc(C2C(C(=O)c3sc(C)nc3C)=C([O-])C(=O)N2c2nc3ccc(C)cc3s2)ccc1O
ZINC35695929	CCN(CC)C(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCCN3CCOCC3)N2C1c1ccccc1C
ZINC09356697	COC(=O)C1C([O-])=NC(SCC(=O)Nc2ccc(C)c(Cl)c2)=C(C#N)C1c1ccc(Cl)cc1
ZINC36061172	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccco3)N2C1c1ccc(C)cc1C
ZINC36330079	CCC(C)NC(=O)c1cc(S(=O)(=O)[N-]c2cc(Cl)c(OC)cc2OC)c(Cl)cc1Cl
ZINC02310538	COC(=O)C1C([O-])=NC(SCC(=O)Nc2cccc(C(C)=O)c2)=C(C#N)C1c1ccc(Cl)cc1
ZINC14122825	CC1CCc2c(sc(NC(=O)C(C)N3CCN(S(=O)(=O)c4cccs4)CC3)c2C(=O)[O-])C1
ZINC39887141	COc1ccc(-c2nn(-c3ccccc3)cc2C2NC(=O)C(C#N)=C([S-])N2c2ccc(C)cc2)cc1
ZINC39887592	COc1ccc(-c2nn(-c3ccccc3)cc2C2NC(=O)C(C#N)=C([S-])N2c2ccccc2OC)cc1
ZINC40047804	C=CCOc1ccc(C2C(C(=O)c3ccc(Br)cc3)=C([O-])C(=O)N2CCCO)cc1OCC
ZINC40079189	CC(C)Oc1ccc(C(=O)C2=C([O-])C(=O)N(CCOCCO)C2c2c(Cl)cccc2Cl)cc1
ZINC40095178	CCN(CC)c1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCOCCO)cc1
ZINC40102828	O=C(C1=C([O-])C(=O)N(CCOCCO)C1c1ccccc1)c1cccc(OCc2ccccc2Cl)c1
ZINC40103062	CCOc1cccc(C2C(C(=O)c3cccc(OCc4ccc(Cl)cc4)c3)=C([O-])C(=O)N2CCO)c1
ZINC40109746	CCCOc1ccc(C2C(C(=O)c3ccc(OCc4ccc(Cl)cc4)cc3)=C([O-])C(=O)N2CCO)cc1
ZINC40109747	CCCOc1ccc(C2C(C(=O)c3ccc(OCc4ccc(Cl)cc4)cc3)=C([O-])C(=O)N2CCO)cc1
ZINC40111254	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)C1c1cccc(O)c1
ZINC40111641	O=C(C1=C([O-])C(=O)N(CCO)C1c1ccc(Cl)cc1)c1ccc(S(=O)(=O)N2CCCC2)cc1
ZINC40112142	O=C(C1=C([O-])C(=O)N(CCO)C1c1ccccc1F)c1ccc(S(=O)(=O)N2CCCCCC2)cc1
ZINC40548239	C=CCOc1ccc(C2c3c(n[nH]c3-c3cc(Cl)ccc3[O-])C(=O)N2C2CCS(=O)(=O)C2)cc1
ZINC40548239	C=CCOc1ccc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2C2CCS(=O)(=O)C2)cc1
ZINC45652229	O=C(NC1CCN(C(=O)c2ccc(S(=O)(=O)[N-]c3ccc(Cl)cc3)cc2)CC1)c1ccccc1
ZINC47162580	CC(C)NS(=O)(=O)c1ccc([N-]S(=O)(=O)c2ccc(-c3ncc(-c4ccccc4)o3)cc2)cc1
ZINC49823700	COC(=O)C1=C([O-])N=C(SCC(=O)Nc2cccc(Cl)c2C)C(C#N)C1c1ccccc1Cl
ZINC59489649	Cc1ccc(S(=O)(=O)[N-]c2ccc3nc(SC(C)C(=O)Nc4nccs4)sc3c2)cc1
ZINC46020340	Cc1ccc(CNc2nc3nc(CN4CCN(c5cccc(C(F)(F)F)c5)CC4)cc([O-])n3n2)cc1
ZINC65074590	O=C(NCC1CCCO1)c1cccnc1Oc1ccc([N-]S(=O)(=O)c2ccc(Cl)s2)cc1
ZINC46132818	COc1cc(C(=O)/N=C(/[N-]CC2CCCO2)Nc2cccc(Br)c2)cc(OC)c1OC
ZINC65575653	COC(=O)C(C)(NC(=O)/C=C/c1ccc(S(=O)(=O)[N-]c2ccccc2Cl)cc1)c1ccccc1
ZINC02120951	COc1cc(OC)c2c(C)c(CC(=O)NCC(=O)NCC(=O)[O-])c(=O)oc2c1
ZINC05641327	O=C([O-])CCSCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O
ZINC01634757	CC12C(=CC(=O)CC1SCCS(=O)(=O)[O-])C(C#N)=C(N)N2c1ccc(Cl)c(Cl)c1
ZINC03889989	Cc1cc(Cl)c(S(=O)(=O)NC(C(=O)[O-])C(C)C)cc1OCC(N)=O
ZINC06047617	Cc1ccc(NC(=O)CC2SCC(C(=O)[O-])NC2=O)c([N+](=O)[O-])c1
ZINC06167504	Cc1cc2oc(O)c(CC(=O)NCC(=O)NCC(=O)[O-])c(C)c-2c(=O)c1
ZINC05612056	CC1(NC(=S)Nc2cccc3c(S(=O)(=O)[O-])cccc23)CCS(=O)(=O)C1
ZINC06490197	CCn1cc(NC(=O)C2C3CCC(O3)C2C(=O)[O-])c(C(=O)NCCOC)n1
ZINC02504695	NC1=NN(c2ccc(Oc3ccccc3)c(S(=O)(=O)[O-])c2)C(=O)C1
ZINC04095938	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COS(=O)(=O)[O-]
ZINC08783043	O=C([O-])CNC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1
ZINC11592809	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)[O-])=CCSC12)c1csc(N)n1
ZINC13013423	C/C(=N\NC(=O)c1cccc(O)c1)c1ccc(S(=O)(=O)NC(C)C(=O)[O-])cc1
ZINC13212125	NC(=O)CNc1ccc(S(=O)(=O)N2CCC(C(=O)[O-])CC2)cc1[N+](=O)[O-]
ZINC13244676	O=C(CNC(=O)NC(CC(=O)N1CCCC1)C(=O)[O-])Nc1ccc2c(c1)OCCCO2
ZINC13394155	O=C([O-])CNS(=O)(=O)c1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1
ZINC13552105	CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CO)CSC12)c1ccco1
ZINC16036560	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)[O-])=CCSC12)c1cnc(N)s1
ZINC18192198	COc1ccc(C2=NN(CCO)C(=O)/C2=N\Nc2ccc(S(=O)(=O)[O-])cc2)cc1
ZINC22010112	COCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)/C(=N\OC)c3cnc(N)s3)C2SC1
ZINC22056129	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CS)CSC12)c1csc(N)n1
ZINC31156445	CC1CCC2C(C(=O)[O-])=COC(OC3OC(CO)C(O)C(O)C3O)C12
ZINC05540824	COc1ccc(-c2c(C#N)c([O-])n(C3OC(CO)C(O)C(O)C3O)c(=S)c2C#N)cc1
ZINC34196888	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COS(=O)(=O)[O-]
ZINC35354079	CS(=O)(=O)c1ccc(NN)c(S(=O)(=O)[N-]c2nncs2)c1
ZINC15023393	O=C1C(=O)c2ccccc2C([O-])=C1OC1OC(CO)C(O)C(O)C1O
ZINC36532656	O=C1NC2CSC(CCCCC(=O)N3C(=O)CC(S(=O)(=O)[O-])C3=O)C2N1
ZINC38752550	CC(=O)NC1(C(F)(F)F)C(=O)NC2C1C(=O)N=C([O-])N2CCc1c[nH]c2ccc(F)cc12
ZINC38793646	CC(NS(=O)(=O)c1ccc2nc([O-])oc2c1)C1NNC(S(C)(=O)=O)O1
ZINC39029711	O=C([O-])CCC(=O)NCCC1=c2cc([N+](=O)[O-])ccc2=[NH+]C1C(=O)[O-]
ZINC39709583	CC(NC(=O)C(NC(=O)C1OC2OC(C)(C)OC2C2OC(C)(C)OC12)C(C)C)C(=O)[O-]
ZINC40800576	Nc1c(NCCN2CCOCC2)ncnc1N1CCC(C(=O)[O-])CC1
ZINC40936294	Cc1oc(-c2cccc(N)c2)nc1C(=O)N(CC(=O)[O-])Cc1ccccn1
ZINC33630069	O=C1NC(=O)C2C1C(c1ccc3c(c1)OCCO3)NC2(Cc1ccc(O)cc1)C(=O)[O-]
ZINC33925302	Cc1ccc(C)c(C2[NH2+]C(CC(=O)[O-])(C(=O)[O-])C3C(=O)N(C(C)(C)C)C(=O)C23)c1
ZINC44021274	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)OC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC44021277	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)OC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC04155240	CC(=O)NS(=O)(=O)c1ccc(NC(=O)C2C3C=CC(O3)C2C(=O)[O-])cc1
ZINC04776109	O=C1C([O-])=C(OC2OC(CO)C(O)C(O)C2O)C(=O)c2ccccc21
ZINC04776111	O=C1C([O-])=C(OC2OC(CO)C(O)C(O)C2O)C(=O)c2ccccc21
ZINC20673427	COc1cc(NC(=O)CC2SC([N-]C(=N)N)=NC2=O)cc(OC)c1OC
ZINC58901918	CCOC(=O)C(=O)N1C[N-]S(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc21
ZINC59293871	COC(=O)C1=C(N)N2C(=O)C(CC(=O)[O-])SC2=C(C#N)C1c1ccc(O)cc1
ZINC59293872	COC(=O)C1=C(N)N2C(=O)C(CC(=O)[O-])SC2=C(C#N)C1c1ccc(O)cc1
ZINC13424839	CC(NC(=O)C(NC(=O)C1OC2OC(C)(C)OC2C2OC(C)(C)OC12)C(C)C)C(=O)[O-]
ZINC63144124	CS(=O)(=O)CCS(=O)(=O)[N-]c1ccc(CS(N)(=O)=O)cc1
ZINC38675537	CCCN1C(=O)N(C)C([O-])=C(C(=O)CSc2n[nH]c(=O)n2CCC)C1N
ZINC64610683	NS(=O)(=O)c1ccc(O)c(NC(=O)CC2(C(=O)[O-])CCSC2)c1
ZINC65387042	O=C([O-])C1=CC2CN(C(=O)C(Cc3cnc[nH]3)n3cccc3)CCN2N1
ZINC67150960	CC(=O)NC(CC(=O)Nc1nc(C#N)c(C#N)[n-]1)c1c(F)cccc1F
ZINC05715363	NS(=O)(=O)c1ccc(NC(=O)CS(=O)CC(=O)[O-])cc1
ZINC20759715	CSCCC([NH2+]Cc1oc(CO)cc(=O)c1[O-])C(=O)[O-]
ZINC22178629	CC(NC(=O)NCC(=O)N1CCCC1)(C(=O)[O-])C1CC1
ZINC24868852	NC(=S)N1CCN(CC(O)CS(=O)(=O)[O-])CC1
ZINC26573299	C#CC1C(NC(=O)/C(=N/OC)c2csc(N)n2)C(=O)N1S(=O)(=O)[O-]
ZINC33443622	O=C([O-])CNC(=O)CCC(=O)NC1CCS(=O)(=O)C1
ZINC34186902	CC1C(NC(=O)C(=O)c2csc(NC=O)n2)C(=O)N1S(=O)(=O)[O-]
ZINC35383923	CCCn1nc(C(=O)NCC(=O)NCC(=O)[O-])ccc1=O
ZINC36026099	NC(=O)C1=CC2([N+](=O)[O-])CN(CC(=O)[O-])CC([N+](=O)[O-])(C1)C2
ZINC36746353	CC(=O)NCCNS(=O)(=O)c1cnn(CCC(=O)[O-])c1
ZINC36977267	COCCn1nc(C(=O)NC(CO)C(=O)[O-])ccc1=O
ZINC36977609	O=C(NC(CO)C(=O)[O-])C1CC(=O)N(CC(F)(F)F)C1
ZINC36980900	CC(NC(=O)C1CCCN(C(N)=O)C1)(C(=O)[O-])C1CC1
ZINC37431843	Cc1ccc(S(C)(=O)=O)cc1C(=O)NC(C(=O)[O-])C(C)O
ZINC37432455	CC(O)C(NC(=O)C1CCCN(C(=O)C2CC2)C1)C(=O)[O-]
ZINC37432456	CC(O)C(NC(=O)C1CCCN(C(=O)C2CC2)C1)C(=O)[O-]
ZINC37435197	NC(=O)COc1ccc(C(=O)N2CCCC2C(=O)[O-])cc1
ZINC37435495	CSCCC(NC(N)=O)C(=O)N1CCCC1C(=O)[O-]
ZINC37448959	CC(C)CC(NC(N)=O)C(=O)N1CC(O)CC1C(=O)[O-]
ZINC37449665	CC(C)CC(NS(C)(=O)=O)C(=O)N1CC(O)CC1C(=O)[O-]
ZINC37449804	O=C(NCCC(=O)N1CC(O)CC1C(=O)[O-])C1CCCC1
ZINC37449806	O=C(NCCC(=O)N1CC(O)CC1C(=O)[O-])C1CCCC1
ZINC37450799	CC(C)C(=O)N1CCCC(C(=O)NC(CO)C(=O)[O-])C1
ZINC37456869	CC(NC(=O)CCNC(=O)c1ccoc1)(C(=O)[O-])C1CC1
ZINC38655364	C/C(=N\OS(=O)(=O)[O-])SC1OC(CO)C(O)C(O)C1O
ZINC40532968	CC(NC(=O)NC1CCS(=O)(=O)C1)(C(=O)[O-])C1CC1
ZINC40578738	CC1CCC(NC(=O)NCCNS(C)(=O)=O)(C(=O)[O-])CC1
ZINC40579108	CC(=O)NCCNC(=O)NC1(C(=O)[O-])CCC(C)CC1
ZINC40697488	COCCn1nc(C(=O)NC(CCO)C(=O)[O-])ccc1=O
ZINC40697744	O=C([O-])C(CCO)NC(=O)C1CCCN1c1ncccn1
ZINC40698038	CC(C)C(=O)N1CCCC(C(=O)NC(CCO)C(=O)[O-])C1
ZINC40698489	O=C(Cc1cn2ccsc2n1)NC(CCO)C(=O)[O-]
ZINC40698492	O=C(Cc1cn2ccsc2n1)NC(CCO)C(=O)[O-]
ZINC40698863	O=C(CSc1nncn1C1CC1)NC(CCO)C(=O)[O-]
ZINC40698921	O=C(NC(CCO)C(=O)[O-])C1CC(=O)N(CC2CC2)C1
ZINC41036168	CC1CCCC(NC(=O)NCC(=O)N(C)C)(C(=O)[O-])C1
ZINC42440355	COC1CC(C(=O)[O-])N(C(=O)N(CC(N)=O)C(C)C)C1
ZINC43509242	CC(NC(=O)c1ccco1)C(=O)NC1(C(=O)[O-])CCSC1
ZINC44567363	CS(=O)(=O)CCCNC(=O)NC(=O)COCC(=O)[O-]
ZINC48843355	O=C(NCC(=O)N1CCNCC1)NC(CCO)C(=O)[O-]
ZINC48843420	CC(O)C(NC(=O)NCC(=O)N1CCNCC1)C(=O)[O-]
ZINC48988232	CC(O)C(NC(=O)N(C)CC(=O)N1CCCC1)C(=O)[O-]
ZINC49103369	CNC(=O)C(C)NC(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1
ZINC06158743	CC(=O)NC(CCS(C)(=O)=O)/C([O-])=N/c1ncn[nH]1
ZINC50603841	O=C(NCC1CCS(=O)(=O)C1)NC(CCO)C(=O)[O-]
ZINC52763976	O=C([O-])C1CC(O)CN1C(=O)N1CCCC1CCCO
ZINC52784598	COCCC(NC(=O)C1CCCN(C(N)=O)C1)C(=O)[O-]
ZINC55272836	CS(=O)(=O)CCC(NC(=O)Cc1csc(N)n1)C(=O)[O-]
ZINC03869586	CN1C(=O)C(OC2OC(C(=O)[O-])C(O)C(O)C2O)CC1c1cccnc1
ZINC44567511	CC(NC(=O)NCCCS(C)(=O)=O)(C(=O)[O-])C1CC1
ZINC04917345	C=CC/C(=N\OS(=O)(=O)[O-])SC1OC(CO)C(O)C(O)C1O
ZINC13235127	O=C([O-])CCC1NC(=O)N(CC(=O)NC2CCS(=O)(=O)C2)C1=O
ZINC13276609	CC(=O)NCCNc1ccc(C(=O)NC(C)C(=O)[O-])cc1[N+](=O)[O-]
ZINC13522808	C=CC/C(=N/OS(=O)(=O)[O-])SC1OC(CO)C(O)C(O)C1O
ZINC26477765	CC(=O)Nc1ccc(S(=O)(=O)N2CCCC(C(=O)NC(C)C(=O)[O-])C2)cc1
ZINC33367216	CSCCC(NC(=O)NCCN1CCOCC1)C(=O)[O-]
ZINC08653660	COC(=O)C(C(=O)/C([O-])=N/c1n[nH]c(=S)[nH]1)c1csc(N)n1
ZINC33745245	O=[N+]([O-])c1cc(NC2OCC(O)C(O)C2O)ccc1S(=O)(=O)[O-]
ZINC36745545	Cc1nn(CC(=O)[O-])c(C)c1S(=O)(=O)NCCS(N)(=O)=O
ZINC36976132	Cc1ccc(C(=O)NCC(=O)N2CC(O)CC2C(=O)[O-])s1
ZINC36979992	CCC(C)C(NC(N)=O)C(=O)N1CC(OC)CC1C(=O)[O-]
ZINC36983852	COC(=O)C1CCN(S(=O)(=O)NC(C(=O)[O-])C(C)O)CC1
ZINC37429942	Cc1nc(-c2c[nH]c(C(=O)NC(C(=O)[O-])C(C)O)c2)cs1
ZINC37429955	CNS(=O)(=O)c1cc(C(=O)NC(C(=O)[O-])C(C)C)n(C)c1
ZINC37455010	COC1CC(C(=O)[O-])N(C(=O)C(CC(C)C)NC(N)=O)C1
ZINC37582372	NC(=O)CSCCC(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1
ZINC37655619	O=C([O-])C1CCCCN1S(=O)(=O)NC1CCC(O)CC1
ZINC20444127	C/C=C\C1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
ZINC38020068	CCCN(CC(=O)[O-])C(=O)c1cc(S(N)(=O)=O)cn1C
ZINC38648258	O=S(=O)([O-])c1ccccc1C(O)S(=O)(=O)c1ccccc1CO
ZINC40393965	CSCCC(NC(N)=O)C(=O)N1CC(O)CC1C(=O)[O-]
ZINC40469338	Nc1ccc(C(=O)NCC(=O)N2CSCC2C(=O)[O-])cc1
ZINC40546949	CC(O)C(NC(=O)Nc1ccc(S(C)(=O)=O)cc1)C(=O)[O-]
ZINC40578579	CC(NC(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1)C(N)=O
ZINC40588977	CSCCC(NC(=O)N1CCN(CCO)CC1)C(=O)[O-]
ZINC40590455	CC(NC(=O)NC1CCS(=O)(=O)CC1)(C(=O)[O-])C1CC1
ZINC40591442	CN(C(=O)NCC(=O)NCC(=O)[O-])C1CCS(=O)(=O)C1
ZINC40698049	CNS(=O)(=O)c1cc(C(=O)NC(CCO)C(=O)[O-])n(C)c1
ZINC40698133	O=C(CSC1CCS(=O)(=O)C1)NC(CCO)C(=O)[O-]
ZINC40911145	CC(C)(Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])C(=O)[O-]
ZINC42439959	COCCNC(=O)CN(C)C(=O)N1CC(O)CC1C(=O)[O-]
ZINC43509255	CCC(C)C(NC(N)=O)C(=O)NC1(C(=O)[O-])CCSC1
ZINC43510257	CC(=O)Nc1nc(C(=O)NC2(C(=O)[O-])CCSC2)cs1
ZINC43511494	Cn1cc(S(=O)(=O)NC2(C(=O)[O-])CCSC2)cc1C(N)=O
ZINC43703039	Cn1cc(S(=O)(=O)N2CCOC(C(=O)[O-])C2)cc1C(N)=O
ZINC15050187	O=C([O-])CNC(=O)CN1C(=O)S/C(=C\c2ccc(O)cc2O)C1=O
ZINC48843320	O=C([O-])CNC(=O)CNC(=O)NCC(=O)N1CCNCC1
ZINC50265133	Cn1cc(S(=O)(=O)[N-]c2nn(C)cc2S(N)(=O)=O)cn1
ZINC50604007	CSCCC(NC(=O)NCC1CCS(=O)(=O)C1)C(=O)[O-]
ZINC54398846	NC(=O)c1nccnc1N(CC(=O)[O-])C1CCS(=O)(=O)C1
ZINC55168895	Nc1nc(C(=O)N(CC(=O)[O-])C2CCS(=O)(=O)C2)n[nH]1
ZINC61808462	NC(=O)CN(CC(N)=O)S(=O)(=O)c1ccc(C(=O)[O-])s1
ZINC62173675	Cc1cc(C)c2c(c1)C(O)C([NH+](CC(=O)[O-])CC(=O)[O-])CO2
ZINC62173992	Cc1cc2c(cc1C)C(O)C([NH+](CC(=O)[O-])CC(=O)[O-])CO2
ZINC62173995	Cc1cc2c(cc1C)C(O)C([NH+](CC(=O)[O-])CC(=O)[O-])CO2
ZINC62174375	Cc1cc(C)c2c(c1)OCC([NH+](CC(=O)[O-])CC(=O)[O-])C2O
ZINC62177702	CC1(C)Oc2ccccc2C(O)C1[NH+](CC(=O)[O-])CC(=O)[O-]
ZINC63142474	CS(=O)(=O)CCS(=O)(=O)NCC(=O)NCC(=O)[O-]
ZINC13135556	NC(=O)NC(=O)CC1SC([N-]NC2=NC(=O)CS2)=NC1=O
ZINC13135556	NC(=O)NC(=O)CC1S/C(=N/N=C2\NC(=O)CS2)NC1=O
ZINC67460060	Cc1ccccc1C1C(C(=O)NCC(=O)[O-])CC(C)(C(=O)[O-])[NH+]1C
ZINC04060955	CC(NC(=O)C1CCN(C(=O)C2CCCN2C(=O)OC(C)(C)C)CC1)C(=O)[O-]
ZINC09201593	CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)c3nn(C)c(C)c3Cl)C2SC1
ZINC12658286	CC12CC/C(=N\OCC(=O)N3CC(O)CC3C(=O)[O-])C=C1CCC1C2CCC2(C)C(O)CCC12
ZINC13013431	C/C(=N\NC(=O)c1ccc2c(=O)n3c(nc2c1)CCC3)c1ccc(S(=O)(=O)NC(C)C(=O)[O-])cc1
ZINC13026393	C/C(=N\NC(=O)C1CCS(=O)(=O)C1)c1ccc(S(=O)(=O)N2CCCCC2C(=O)[O-])cc1
ZINC13028451	COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)N2CC(O)CC2C(=O)[O-])c1
ZINC13030284	O=C([O-])CN(C1CCS(=O)(=O)C1)S(=O)(=O)c1ccc2c(c1)CC(=O)N2
ZINC13034722	Cn1c(SCC(=O)NC2CCS(=O)(=O)C2)nc2cc(C(=O)[O-])ccc2c1=O
ZINC13058737	C/C(=N\NC(=O)Cc1cn2ccsc2n1)c1ccc(S(=O)(=O)N2CCCCC2C(=O)[O-])cc1
ZINC13060542	C/C(=N\NC(=O)c1ccncc1)c1ccc(S(=O)(=O)N2CCCCC2C(=O)[O-])cc1
ZINC13061139	C/C(=N\NC(=O)Cn1nc(C)cc1C)c1ccc(S(=O)(=O)N2CCCCC2C(=O)[O-])cc1
ZINC13076568	O=C(Nc1ccc2c(c1)OCCCO2)c1cccc(S(=O)(=O)N2CCCCC2C(=O)[O-])c1
ZINC13210862	CN(CCO)c1ccc(S(=O)(=O)N2CCC(C(=O)[O-])CC2)cc1[N+](=O)[O-]
ZINC13211835	N#CCCNc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCC(C(=O)[O-])CC1
ZINC13264300	C/C(=N\NC(=O)c1ccoc1C)c1ccc(S(=O)(=O)N2CCCCC2C(=O)[O-])cc1
ZINC13406606	O=C([O-])C1CCCCN1C(=O)CSc1nnc(NCC2CCCO2)s1
ZINC13451762	COC1CCN(c2ccc(S(=O)(=O)NCCC(=O)[O-])cc2[N+](=O)[O-])CC1
ZINC13527543	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)COS(=O)(=O)[O-])CCC12
ZINC02747867	CCn1ncc([N+](=O)[O-])c1C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C)CSC12
ZINC02785173	CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CCn3ncc([N+](=O)[O-])c3C)C2SC1
ZINC17080789	CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CCn3ncc([N+](=O)[O-])c3C)C2SC1
ZINC09464060	CS(=O)(=O)c1ccc2nc(NC(=O)Cn3nc([O-])ccc3=O)sc2c1
ZINC27831321	CC1=NN=C(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)C1
ZINC32629447	CS(=O)(=O)c1ccc(C(=O)N[N-]S(=O)(=O)c2ccccc2[N+](=O)[O-])cc1
ZINC32917940	Cc1nn(CC(=O)NC(C)(C)C)c(C)c1S(=O)(=O)N1CCC(C(=O)[O-])CC1
ZINC26599831	COc1ccc(C2[CH-]C(c3c([O-])nc(=[SH+])n(C)c3[O-])=[NH+]c3ccccc3S2)cc1OC
ZINC34924549	CC(=O)Nc1ccc(S(=O)(=O)N2CCCC(C(=O)N3CCCC(C(=O)[O-])C3)C2)cc1
ZINC35361220	CC12CC/C(=N\OCC(=O)N3CC(O)CC3C(=O)[O-])C=C1CCC1C2CCC2(C)C(O)CCC12
ZINC17196366	CCC(C)N1C(=O)/C(=C\NNc2nc3c(c(=O)n(C)c(=O)n3C)n2C)C([O-])=NC1=S
ZINC38604814	CN1C(=O)C(C(c2nc3ccccc3[nH]2)c2c([O-])n(C)c(=O)n(C)c2=O)C(O)N(C)C1=O
ZINC38794044	CS(=O)(=O)C1NNC(C2CCN(S(=O)(=O)c3ccc4nc([O-])oc4c3)CC2)O1
ZINC40176807	CNS(=O)(=O)c1ccc([N-]S(=O)(=O)c2ccc(N3C(=O)CCC3=O)c(C)c2)cc1
ZINC40267672	Cn1c(C(=O)[O-])c(C(C(=O)[O-])[NH+]2CCN(C3CCS(=O)(=O)C3)CC2)c2ccccc21
ZINC33457748	O=C([O-])CC1(C(=O)[O-])[NH2+]C(c2ccc(Cl)s2)C2C(=O)N(c3cccc([N+](=O)[O-])c3)C(=O)C21
ZINC59293954	CCOC(=O)C1=C(N)N2C(=O)C(CC(=O)[O-])SC2=C(C#N)C1c1cc(OC)c(OC)c(OC)c1
ZINC59293955	CCOC(=O)C1=C(N)N2C(=O)C(CC(=O)[O-])SC2=C(C#N)C1c1cc(OC)c(OC)c(OC)c1
ZINC59443297	CC(C)C(NC(=O)Cc1csc(N2C(=O)C3CC=CCC3C2=O)n1)C(=O)[O-]
ZINC59743749	COCC(=O)N1CCCC(C(=O)Nc2ccc(S(=O)(=O)[N-]c3nccc(C)n3)cc2)C1
ZINC40668644	CC(=O)Nc1nnc(S(=O)(=O)[N-]c2cccc3c2OCC(=O)N3C)s1
ZINC41237936	Cc1cc([N-]S(=O)(=O)CCNS(=O)(=O)c2ccc3c(c2)OCO3)no1
ZINC62162971	CS(=O)(=O)N1CCC(C(=O)NCCS(=O)(=O)[N-]c2ccccc2)CC1
ZINC63720388	COC(=O)C1=NC(C)=C(/C([O-])=C/C(=O)C(=O)NCCN2CCOCC2)C1C
ZINC63850933	COc1ccc(C(=O)/C(=C(/[S-])NC2CC2)[n+]2cc([O-])ccc2C)c(OC)c1
