ZINC04018031	NC(=S)N/N=C/C(O)C(O)C(O)CO
ZINC39683787	CNC(=O)C(C)NC(=O)C1CN(C(=O)c2ccc(Cl)cc2Cl)CC12CC[NH2+]CC2
ZINC39683845	CNC(=O)C(C)NC(=O)C1CN(C(=O)c2cc(Cl)cc(Cl)c2)CC12CC[NH2+]CC2
ZINC39683911	CNC(=O)C(C)NC(=O)C1CN(C(=O)c2cccc(Cl)c2F)CC12CC[NH2+]CC2
ZINC39683913	CNC(=O)C(C)NC(=O)C1CN(C(=O)c2ccc(C)c(F)c2F)CC12CC[NH2+]CC2
ZINC39683959	CNC(=O)C(C)NC(=O)C1CN(C(=O)c2csc(Cl)c2OC)CC12CC[NH2+]CC2
ZINC39683985	CNC(=O)C(C)NC(=O)C1CN(C(=O)c2csc3ccccc23)CC12CC[NH2+]CC2
ZINC39684039	CNC(=O)C(C)NC(=O)C1CN(C(=O)c2c(F)ccc(Cl)c2F)CC12CC[NH2+]CC2
ZINC39695861	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4cncn4C)CC34CC[NH2+]CC4)[nH]c2c1
ZINC39695862	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4cncn4C)CC34CC[NH2+]CC4)[nH]c2c1
ZINC39695863	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4cncn4C)CC34CC[NH2+]CC4)[nH]c2c1
ZINC39159896	CCN1C(=O)C(C(=O)N/N=C(\C)C2C(=O)[NH+]=c3ccccc3=C2O)C(O)c2ccccc21
ZINC39159897	CCN1C(=O)C(C(=O)N/N=C(\C)C2C(=O)[NH+]=c3ccccc3=C2O)C(O)c2ccccc21
ZINC39159898	CCN1C(=O)C(C(=O)N/N=C(\C)C2C(=O)[NH+]=c3ccccc3=C2O)C(O)c2ccccc21
ZINC39840981	CNC(=O)c1c(NC(=O)c2cc3c(=O)n4ccccc4nc3[n+](C3CCCC3)c2N)sc2c1CCCC2
ZINC44713621	Cc1n[nH]c(C)c1C(C)NC(=O)C1CN(C(=O)c2ccccc2F)CC12CC[NH2+]CC2
ZINC44713665	Cc1n[nH]c(C)c1C(C)NC(=O)C1CN(C(=O)c2c(F)cccc2F)CC12CC[NH2+]CC2
ZINC44713667	Cc1n[nH]c(C)c1C(C)NC(=O)C1CN(C(=O)c2c(F)cccc2F)CC12CC[NH2+]CC2
ZINC44713701	Cc1n[nH]c(C)c1C(C)NC(=O)C1CN(C(=O)c2ccc(F)cc2F)CC12CC[NH2+]CC2
ZINC44713703	Cc1n[nH]c(C)c1C(C)NC(=O)C1CN(C(=O)c2ccc(F)cc2F)CC12CC[NH2+]CC2
ZINC44713756	Cc1n[nH]c(C)c1C(C)NC(=O)C1CN(C(=O)c2cccnc2Cl)CC12CC[NH2+]CC2
ZINC44713929	CC(=O)N1CCC(C(=O)N2CC(C(=O)NC(C)c3c(C)n[nH]c3C)C3(CC[NH2+]CC3)C2)CC1
ZINC44714276	Cc1noc(C)c1C(=O)N1CC(C(=O)NC(C)c2c(C)n[nH]c2C)C2(CC[NH2+]CC2)C1
ZINC44714278	Cc1noc(C)c1C(=O)N1CC(C(=O)NC(C)c2c(C)n[nH]c2C)C2(CC[NH2+]CC2)C1
ZINC44714343	Cc1n[nH]c(C)c1C(C)NC(=O)C1CN(C(=O)c2cc(C)n(C)n2)CC12CC[NH2+]CC2
ZINC44714347	Cc1n[nH]c(C)c1C(C)NC(=O)C1CN(C(=O)c2cc(C)n(C)n2)CC12CC[NH2+]CC2
ZINC44714701	Cc1cc(C(=O)N2CC(C(=O)NCc3nc4ccccc4c(=O)[nH]3)C3(CC[NH2+]CC3)C2)nn1C
ZINC19362684	O=C1NC(=O)N(c2ccc(Br)cc2)C(=O)/C1=C/NCCN1CC[NH2+]CC1
ZINC63205541	CCN1C(=O)C2C(c3ccccc3O)[NH2+]C(CC3=c4ccccc4=[NH+]C3)(C(=O)[O-])C2C1=O
ZINC63205542	CCN1C(=O)C2C(c3ccccc3O)[NH2+]C(CC3=c4ccccc4=[NH+]C3)(C(=O)[O-])C2C1=O
ZINC64661371	O=C1CC=C(C(=O)NC2N/C(=C\C(=O)NCCC3=c4ccccc4=[NH+]C3)CS2)C=N1
ZINC01169080	Cc1ccc(C(Nc2cccc[nH+]2)c2ccc3ccc(C)nc3c2O)cc1
ZINC04729261	CCOc1cccc(C2CC(c3ccc(C)cc3)=NC(C(C)C)[NH2+]2)c1O
ZINC08300475	CCC1C[NH+]2CCC1CC2CNC(=O)Nc1ccc(Br)cc1
ZINC11823151	COc1ccc(CC[NH3+])c(OCCOc2cc(Cl)ccc2Cl)c1
ZINC11864622	COc1cccc(C[NH3+])c1OCCOc1cc(C)ccc1C(C)(C)C
ZINC11889509	COc1ccc(CC[NH3+])c(OCCOc2cc(C)c(Cl)c(C)c2)c1
ZINC11957267	COc1ccc(C[NH3+])c(OCCOc2c(C)cccc2C(C)(C)C)c1
ZINC11994152	COc1cccc(CC[NH3+])c1OCCOc1ccc(Cl)cc1Cl
ZINC12074266	COc1cc(C[NH2+]Cc2cc(C)cc3c(C)c(C)[nH]c23)cc(OC)c1
ZINC12344569	CC(=O)NC1(c2ccccc2F)CC[NH+](Cc2c(C)[nH]c3c(C)cccc23)CC1
ZINC12597000	Cc1c(C(C)[NH2+]Cc2cc3ccccc3[nH]2)cnn1-c1cccc(F)c1
ZINC12717340	c1cc2c(cc1C[NH2+]Cc1ccc3[nH]c4c(c3c1)CCCC4)OCCO2
ZINC19229444	CC1=C(CCNC2CC(C(=O)NC(C)C)[NH+](C(C)C)C2)C(C)(C)CCC1
ZINC19595404	c1ccc2c(c1)CC([NH2+]C1CCN(c3ccc(-c4ccn[nH]4)cc3)CC1)C2
ZINC22916882	CC(C)(C)c1cc(C[NH+]2CCN(CCO)CC2)c(O)c(C(C)(C)C)c1
ZINC31896250	O=C(NCC(c1c(F)cccc1Cl)[NH+]1CCCC1)c1ccccc1O
ZINC35172382	Cc1cc(C)n2c(NC(C)(C)CC(C)(C)C)c(-c3ccc[nH]3)[nH+]c2c1
ZINC35556567	CC[NH2+]C(c1cccc(I)c1)c1ccc2[nH]c(=O)oc2c1
ZINC35556611	CC[NH2+]C(c1cccc(Br)c1)c1ccc2[nH]c(=O)oc2c1
ZINC18158709	CCOc1c(Cl)cc(C[NH2+]C23CC4CC(CC(O)(C4)C2)C3)cc1OC
ZINC36154395	CC(C)CC[NH2+]Cc1nc2scc(-c3cccc(Cl)c3)c2c(=O)[nH]1
ZINC36348103	CCc1ccc(C2c3cccn3CCC[NH+]2Cc2ccc(O)cc2O)cc1
ZINC36937691	Cn1[nH+]c(CCc2ccco2)c(-c2ccc(Br)cc2)c1N
ZINC37028940	CCC(Nc1ccc[nH+]c1N(C)C)c1cc(Br)ccc1O
ZINC00086493	Cc1ccc(C(Nc2cccc[nH+]2)c2ccc3cccnc3c2O)cc1
ZINC05065470	CC(Oc1ccc(C(C)(C)C)cc1)C(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC05065471	CC(Oc1ccc(C(C)(C)C)cc1)C(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC21517100	CC(C)C(=O)NCC[NH2+]C(C)c1cc2cc(Br)ccc2o1
ZINC40155751	CC(C)(C)C([NH2+]CCC(=O)Nc1sccc1C#N)c1cccs1
ZINC40449516	Cc1nn(-c2ccccc2)c(Oc2ccc(Br)cc2)c1C[NH3+]
ZINC42979246	CC([NH2+]CC(=O)NC(C)(C#N)C(C)C)c1ccc(Cl)cc1Cl
ZINC43135886	Cc1cccc(NC(=O)NCC2([NH+]3CCSCC3)CCCC2)c1C
ZINC43526312	C=CC1C[NH+]2CCC1CC2CNC(=O)Nc1ccc(Br)cc1
ZINC54433842	CC[NH+](CC)Cc1ccccc1NC(=O)NC(C)c1ccc(C)s1
ZINC57421394	Cc1sc2nc(C(C)[NH2+]C(C)c3ccccc3Cl)[nH]c(=O)c2c1C
ZINC59170761	CCOc1cccc2cc(C(N)=S)/c(=[NH+]/c3ccc(C)cc3)oc12
ZINC48052990	CCc1cccc(CC)c1NC(=O)NCC(c1ccc(F)cc1)[NH+](C)C
ZINC59852538	CC(Cc1c(F)cccc1F)NC(=O)NCC(c1cccs1)[NH+](C)C
ZINC61771906	Cc1ccc(Br)cc1NC(=O)NC1CC[NH+](CC(F)F)CC1
ZINC62776771	CCC[NH2+]C(c1cn[nH]c1)c1cc(Cl)cc(Br)c1OC
ZINC63256033	CC(C)([NH2+]Cc1cc2c(cc1O)OCO2)c1ccc(Br)cc1
ZINC63486082	COc1ccccc1NC(=S)NCc1ccc2c(c1)=C1CCCCC1[NH+]=2
ZINC13471194	Cc1ccccc1N/C([S-])=[NH+]/C1CC2CCC(C1)[NH+]2Cc1ccco1
ZINC13471194	Cc1ccccc1NC(=S)NC1CC2CCC(C1)[NH+]2Cc1ccco1
ZINC65515076	C[NH+](C)C1(CNC(=O)c2c[nH]cc2-c2ccc(Cl)s2)CCCC1
ZINC65889975	COc1c(Cl)cc(Cl)cc1C[NH2+]CC(O)COc1ccccc1
ZINC67247423	OCC1CCN(c2ccc(C[NH2+]Cc3cc4ccccc4o3)cc2)CC1
ZINC67286072	C[NH+](C)C(CNC(=O)c1[nH]c2ccccc2c1Cl)c1cccs1
ZINC67401037	OC(c1ccc(Cl)cc1)C1CC[NH+](Cc2nc3c(F)cccc3[nH]2)CC1
ZINC67410155	CC(C)[NH+](C)CCCCNC(=O)NC(C)(C)c1ccc(Cl)cc1
ZINC67490514	Cc1ccc2nc(C[NH2+]CC3(c4ccc(F)cc4)CCOC3)[nH]c2c1C
ZINC01026232	CCN(CC)C(=O)COc1ccc(C2C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)cc1OC
ZINC03304834	O=C(/C=C/c1ccc(S(=O)(=O)N2CCOCC2)cc1)NC(=S)NCc1ccc2c(c1)OCO2
ZINC03366623	CCCNC(=O)NC(=O)COC(=O)C1Cc2ccccc2CN1S(=O)(=O)c1ccccc1F
ZINC08820466	O=C(CCN1C(=O)/C(=C/C=C/c2ccccc2)SC1=S)NNC(=O)c1ccccc1[N+](=O)[O-]
ZINC08808485	COc1cc(NC(=O)NCCS(=O)(=O)c2c(C)n(C)c3ccccc23)cc(OC)c1OC
ZINC08969530	CC(=O)Nc1ccc(S(=O)(=O)NCC(c2ccc3c(c2)OCO3)S(=O)(=O)c2cccs2)cc1
ZINC09007386	CC(C)c1ccc(S(=O)(=O)C(CNS(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c2cccnc2)cc1
ZINC09305379	Cc1sc(NC(=O)CSc2nnc(CNC(=O)c3ccco3)n2C)nc1-c1ccccc1
ZINC09517972	Cc1ccc(N2CC(C(=O)Nc3nnc(SCC(=O)NCc4ccco4)s3)CC2=O)cc1C
ZINC09609293	O=C(CNc1cccc(F)c1)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCOCC1
ZINC09700471	COc1ccc(NC(=O)Cc2csc(NC(=O)C3CC(=O)N(c4ccc(OC)cc4)C3)n2)cc1
ZINC09813533	Cc1ccc(NC(=O)C(C)Sc2nnc(NC3CC3)s2)cc1S(=O)(=O)N1CCOCC1
ZINC09558548	Cc1cc(C(=O)COC(=O)/C=C/c2ccc3c(c2)OCCO3)c(C)n1-c1ccc(S(N)(=O)=O)cc1
ZINC10686460	COc1ccc(C2(C)NC(=O)N(NC(=O)CSc3nc(C)cc(C(F)(F)F)c3C#N)C2=O)cc1
ZINC01836225	Cc1ccc(/C=C2/SC(=S)N(CCC(=O)NNC(=O)c3ccccc3[N+](=O)[O-])C2=O)cc1
ZINC12325245	Cc1cc(C)n(CCNC(=O)c2cn(CC3CCCO3)cc(C(=O)NC3CCCCCCC3)c2=O)n1
ZINC06445984	O=c1[nH]c2cc3c(cc2cc1CN(Cc1ccc2c(c1)OCO2)C(=S)NCC1CCCO1)OCO3
ZINC14123678	O=C(CNS(=O)(=O)c1ccccc1F)OCC(=O)N1c2ccccc2NC(=O)C12CCCC2
ZINC14128601	Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)CCCN1C(=O)NC2(CCCC2)C1=O
ZINC14242119	CC(NS(=O)(=O)c1ccc(F)cc1)C(=O)OC(C)C(=O)N1c2ccccc2NC(=O)C1(C)C
ZINC15317677	COc1ccc(N2C(=O)CCC(C(=O)NNC(=O)c3cc(C)oc3C)C2c2ccccc2OC)cc1
ZINC15348187	O=[N+]([O-])c1cc(NC(=S)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)ccc1Cl
ZINC16596546	CCOc1ccc(/C=C2\SC(=O)N(CCNC(=O)c3cc(O)nc4ccccc34)C2=O)cc1OC
ZINC18526762	CCCN(Cc1nnc(-c2cccs2)o1)C(=O)CSc1nnc(-c2cccs2)n1N
ZINC21155638	Cn1cccc1C(CNC(=O)C(=O)Nc1ccc(F)c([N+](=O)[O-])c1)N1CCc2ccccc2C1
ZINC21727836	CC(CSc1ccc(Cl)cc1)Cn1c(N2CCN(CCO)CC2)nc2c1c(=O)[nH]c(=O)n2C
ZINC22096958	COCCNC(=O)NC(=O)CSc1nc2sc3c(c2c(=O)n1CC1CCCO1)CCC(C)C3
ZINC22096962	COCCNC(=O)NC(=O)CSc1nc2sc3c(c2c(=O)n1CC1CCCO1)CCC(C)C3
ZINC23036827	CC(=O)NC(CC(=O)OC(C)C(=O)Nc1cc([N+](=O)[O-])ccc1Cl)c1ccc(Cl)cc1
ZINC23482580	CCc1c(C)sc2nc(SCC(=O)NNC(=O)c3ccco3)n(CC3CCCO3)c(=O)c12
ZINC24172657	NS(=O)(=O)c1ccc(OCCSc2nnc(N3CCOCC3)n2-c2cccc(F)c2)cc1
ZINC29435914	CCN(CC)S(=O)(=O)c1cccc(C(=O)NNC(=O)c2nc(-c3ccco3)sc2C)c1
ZINC32039008	CCOc1ccc(OC(C)C(=O)NNC(=O)CN2C(=O)COc3cc(Br)ccc32)cc1
ZINC33024905	CC(Cc1ccco1)NC(=O)CC1CCN(C(=O)c2nnc(C(=O)Nc3cccc(Cl)c3)s2)CC1
ZINC20975708	CC(=O)NC12CC3CC(C1)CC(C(=O)OC(C)C(=O)Nc1c(C)n(C)n(-c4ccccc4)c1=O)(C3)C2
ZINC39223561	CC(NC(=O)c1ccco1)C(=O)OCC(=O)Nc1cc(C(F)(F)F)ccc1N1CCOCC1
ZINC36759799	CC(C)CC(C(=O)Nc1cccc(NC(=O)C(C)n2cccn2)c1)N1C(=O)C2CC=CCC2C1=O
ZINC39758483	CCn1c(SC(C)C(=O)/N=C2/NCCS2)nnc1C(C)NC(=O)Cc1ccc(OC)cc1
ZINC39761671	CC(C)c1nnc(NC(=O)CSc2nnc(CC(=O)Nc3ccccc3Cl)n2C)s1
ZINC39767413	CCc1nnc(NC(=O)C(C)Sc2nnc(CC(=O)Nc3cccc(Cl)c3)n2C)s1
ZINC43254558	Cc1c(C(N)=O)cc(C(=O)CN2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)n1Cc1cccs1
ZINC49469786	Cc1nc(-c2ccccc2)sc1-c1ccc(=O)n(CCNS(=O)(=O)c2c(C)n[nH]c2C)n1
ZINC59293435	CCN1C(=O)C2(C(C(=O)OCCOC)=C(C)OC(N)=C2C(=O)OC)c2cc(Br)ccc21
ZINC59368030	CC(=O)NCc1ccc(-c2csc(NC(=O)c3ccc(COc4ccccc4C#N)o3)n2)o1
ZINC09108833	COc1cc(C(=O)NC2(C(F)(F)F)N=C(O)N(c3ccccc3F)C2=O)cc(OC)c1OC
ZINC09108833	COc1cc(C(=O)NC2(C(F)(F)F)NC(=O)N(c3ccccc3F)C2=O)cc(OC)c1OC
ZINC09108834	COc1cc(C(=O)NC2(C(F)(F)F)N=C(O)N(c3ccccc3F)C2=O)cc(OC)c1OC
ZINC09108834	COc1cc(C(=O)NC2(C(F)(F)F)NC(=O)N(c3ccccc3F)C2=O)cc(OC)c1OC
ZINC12468495	COc1cc(C2c3c(-c4cc(C)cc(C)c4O)n[nH]c3C(=O)N2CCCO)cc(OC)c1OC
ZINC12468495	COc1cc(C2c3c(n[nH]c3-c3cc(C)cc(C)c3O)C(=O)N2CCCO)cc(OC)c1OC
ZINC09446327	COc1cc(C2c3c(n[nH]c3-c3cc(Cl)c(C)cc3O)C(=O)N2CCO)cc(OC)c1OC
ZINC09446327	COc1cc(C2c3c(-c4cc(Cl)c(C)cc4O)n[nH]c3C(=O)N2CCO)cc(OC)c1OC
ZINC64701574	COc1ccc(C2CC3C(=O)N=NC(SCC(=O)Nc4ccc(F)cc4Cl)N3N2)cc1OC
ZINC64966013	CCOC(=O)Cn1c(=O)n(-c2ccc(F)cc2)c2nc(-c3ccc(F)cc3F)nc(C(N)=O)c21
ZINC09763202	O=C(CCC(=O)NC1C2CC3CC(C2)CC1C3)NNC(=O)CCC(=O)N(c1ccccc1)c1ccccc1
ZINC12311890	CCCOc1ccc(C2NC(=S)NC(O)(C(F)(F)F)C2C(=O)c2cccs2)c(OCCC)c1
ZINC13076141	CCOC(=O)c1sc(N)c(C#N)c1COC(=O)C(Nc1ccc(C(F)(F)F)cc1Cl)C(C)C
ZINC13613892	COCCOc1ccc(Br)cc1C(=O)NC(=S)Nc1cccc(NC(=O)C(C)(C)C)c1
ZINC13771003	CCCCCCC(=O)NCCc1c(/C=C2/C(=O)NC(=S)N(c3ccccc3F)C2=O)[nH]c2ccccc12
ZINC14029147	CCCCCCOc1ccc(C(=O)NC(=S)NNC(=O)COc2ccc(Br)c(C)c2)cc1
ZINC14030209	CCCCOc1ccc(C(=O)NC(=S)NNC(=O)COc2ccc(Cl)cc2Br)cc1
ZINC14623379	CCCCn1c(N)c(N(CCC(C)C)C(=O)C(C)Oc2ccc(Br)cc2)c(=O)[nH]c1=O
ZINC14660697	COCCOc1ccccc1C(=O)NC(=S)NNC(=O)COc1ccc(Br)cc1Cl
ZINC14661476	COCCOc1ccc(C(=O)NNC(=O)CCC(=O)Nc2cccc(Cl)c2C)cc1Br
ZINC14662134	COCCOc1ccc(C(=O)NC(=S)NNC(=O)c2cccc([N+](=O)[O-])c2)cc1Br
ZINC14670030	CCCCn1c(N)c(N(CC(C)C)C(=O)CCCOc2ccc(Br)cc2)c(=O)[nH]c1=O
ZINC14885512	COc1cccc(OCC(O)CNC(=O)c2sc3ncnc(NCCc4ccccn4)c3c2C)c1
ZINC15980570	CCOc1ccc(Br)cc1S(=O)(=O)Nc1ccc(NC(=S)NCC2CCCO2)cc1
ZINC16069921	CSCCC(NC(=O)c1ccco1)C(=O)NCC(c1ccccc1Cl)c1c[nH]c2ccccc12
ZINC20119689	CC(Oc1ccccc1Cl)C(=O)Nc1ccc(NC(=S)NC(=O)CCc2ccccc2Cl)cc1
ZINC20130338	C=CCOC(=O)C1=C(C)NC(SCC(=O)Nc2ccc(C)c(C)c2)=C(C#N)C1c1ccc(O)c(OC)c1
ZINC20644548	O=C(CCCCCn1c(=S)[nH]c2ccc(N3CCOCC3)cc2c1=O)NCCc1c[nH]c2ccccc12
ZINC20905220	Cc1nn(C(C)C)c(C)c1/C=N/Nc1nc(SCCC(=O)Nc2cccc(C(F)(F)F)c2)n[nH]1
ZINC20909432	COc1cc(/C=N/Nc2nc(SCC(=O)Nc3ccc(F)c(Cl)c3)n[nH]2)cc(OC)c1OC
ZINC21076178	CN(C)c1ccc(/C=N/Nc2nc(SCCC(=O)NC(c3ccccc3)c3ccccc3)n[nH]2)cc1
ZINC22616020	Cc1cccc(OC(C)C(=O)NNC(=O)/C=C/c2ccc(S(=O)(=O)NCc3ccco3)cc2)c1C
ZINC25757772	CCCOC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(=O)CCC
ZINC27641823	CC(C)OC(=O)CCC/C=C\CC1C(O)CC(O)C1/C=C/C(O)COc1cccc(C(F)(F)F)c1
ZINC30835255	CCCCCCOc1ccc(Br)cc1C(=O)NC(=S)Nc1ccc(CC(=O)NC)cc1
ZINC33618782	CCOc1ccccc1NC(=O)Nc1ccc(N2CCc3ccccc3C2)c(C(=O)NCCCOC)c1
ZINC35711612	CCCN1C(=O)NC(c2ccc(NC(=O)Nc3ccc(F)c(Cl)c3)cc2)C(C(=O)OCCOC)=C1C
ZINC35712141	CCCN1C(=O)NC(c2cccc(NC(=O)Nc3ccc(F)c(Cl)c3)c2)C(C(=O)OCCOC)=C1C
ZINC36500536	CC(c1ccccc1)C(C(=O)NC(C)(C)CC(C)(C)C)N(Cc1ccco1)C(=O)c1c(O)cccc1O
ZINC36571014	CCCN(C(=O)c1c(O)cccc1O)C(C(=O)NCS(=O)(=O)c1ccc(C)cc1)C(C)c1ccccc1
ZINC36586797	CCCCCC(C(=O)NCS(=O)(=O)c1ccc(C)cc1)N(C(=O)c1c(O)cccc1O)C(C)(C)C
ZINC36595477	COc1cc(C(C(=O)NC(C)(C)CC(C)(C)C)N(Cc2ccc(C)o2)C(=O)c2ccccc2O)ccc1O
ZINC36627160	CCOC(=O)C1=C(CSc2nc3ccccc3c(=O)n2CCCO)NC(=O)NC1c1ccccc1
ZINC00880730	CC(=O)Nc1ccc(NC(=O)CSc2nnc(CNc3ccc(F)cc3)n2CC2CCCO2)cc1
ZINC04177496	COCCN(CCOC)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1
ZINC39293110	COc1ccc2c3c1OC1CC(O)C=CC31CCN(C(=O)NCCCCCCNC(=O)OC(C)(C)C)C2
ZINC39534175	CCOC1C[NH+](C(C[N-]S(=O)(=O)Oc2ccccc2)c2ccc(-c3ccccc3O)cc2)CCN1
ZINC39693222	Cc1nc(SCC(=O)NC2SC3=C(CCCC3)C2C(=O)OC(C)C)[nH]c(=O)c1CCC(=O)O
ZINC39763368	C=CCn1c(SC(C)C(=O)Nc2nc(C)c(C)s2)nnc1C(CO)NC(=O)c1ccccc1F
ZINC45442458	CCCCC1(c2ccc(F)cc2)NC(=O)N(CC2=C(C(=O)OCC)C(c3ccco3)NC(=O)N2)C1=O
ZINC59015151	CCOC(=O)c1sc(NC(=O)CSc2n[nH]c(N/N=C/c3ccccc3Cl)n2)c(C#N)c1C
ZINC59019532	Cc1ccc(/C=N/Nc2nc(SCC(=O)Nc3ccccc3SCc3ccc(Cl)cc3)n[nH]2)cc1
ZINC59021808	C/C(=N/Nc1nc(SCC(=O)Nc2nnc(SCc3ccccc3)s2)n[nH]1)c1ccc(F)cc1
ZINC59309935	Cc1nn(C)c(C)c1/C=N/Nc1nc(SCC(=O)Nc2ccccc2SCc2ccccc2)n[nH]1
ZINC59310760	CCCSc1nnc(NC(=O)CSc2n[nH]c(N/N=C(\C)C34CC5CC(CC(C5)C3)C4)n2)s1
ZINC59310761	C=CCSc1nnc(NC(=O)CSc2n[nH]c(N/N=C(\C)C34CC5CC(CC(C5)C3)C4)n2)s1
ZINC01900390	CCCCC(=O)NC1(C(F)(F)F)C(=O)Nc2c1c(=O)[nH]c(=O)n2CCc1ccc(OC)c(OC)c1
ZINC64058046	C=CCn1c(Cc2csc(NC(=O)Cc3ccc(OCC4=C(C)NOC4C)cc3)n2)n[nH]c1=S
ZINC64491368	CCOC(=O)CC1=CC(=O)N(CC(=O)Nc2ccc([NH+](CC)CC)cc2C)c2cc(C)c(C)cc2N1
ZINC66331653	CC(C)OC(=O)CCC/C=C/CC1C(O)CC(O)C1/C=C/C(O)COc1cccc(C(F)(F)F)c1
ZINC04802405	COc1cc(C(=O)OC2CC3C[NH+](CCc4c[nH]c5ccccc45)CC3CC2OC)cc(OC)c1OC
ZINC06077509	CCC(C)(C)n1nnnc1C(c1cc2cc(C)c(C)cc2[nH]c1=O)[NH+]1CCN(c2ccc(OC)cc2)CC1
ZINC06149264	CCC(C)(C)n1nnnc1C(c1cc2ccc(C)cc2[nH]c1=O)[NH+](Cc1ccc(F)cc1)Cc1ccco1
ZINC06077663	CCC(C)(C)n1nnnc1C(c1cc2c(C)ccc(C)c2[nH]c1=O)[NH+]1CCN(c2ccccc2OC)CC1
ZINC06149430	CCC(C)(C)n1nnnc1C(c1cc2cc(C)ccc2[nH]c1=O)[NH+](Cc1ccc(F)cc1)Cc1ccco1
ZINC06196307	CCOc1ccc(C[NH+](Cc2ccco2)C(c2cc3ccc(C)cc3[nH]c2=O)c2nnnn2C(C)(C)C)cc1
ZINC06196859	CCOc1ccc2[nH]c(=O)c(C(c3nnnn3Cc3ccc(F)cc3)[NH+]3CCCC4(CCCCC4)C3)cc2c1
ZINC09428498	COc1ccc(/C=N/OCC(=O)N/N=C2\C(=O)N(C[NH+]3CC4(C)CC3CC(C)(C)C4)c3ccccc32)cc1
ZINC11847507	COc1ccc(OCC(O)C[NH+]2CCC(CN3C(=O)c4cccc5cccc(c45)C3=O)CC2)c(C(C)(C)C)c1
ZINC12098185	O=C1NC(Cc2ccccc2Cl)(C2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)C(=O)N1CC1CC1
ZINC13064850	CCC(c1nnnn1C1CCCCC1)[NH+](CCc1ccccc1)Cc1cc2c(C)cc(C)cc2[nH]c1=O
ZINC13064884	CCC(c1nnnn1Cc1ccccc1)[NH+](CCc1ccccc1)Cc1cc2c(C)cc(C)cc2[nH]c1=O
ZINC13064972	CCC(c1nnnn1Cc1ccco1)[NH+](CCc1ccccc1)Cc1cc2c(C)cc(C)cc2[nH]c1=O
ZINC13064990	CCC(c1nnnn1CCc1ccccc1)[NH+](CCc1ccccc1)Cc1cc2c(C)cc(C)cc2[nH]c1=O
ZINC13065205	CCC(c1nnnn1C1CCCCC1)[NH+](Cc1ccc2c(c1)OCO2)Cc1cc2c(C)ccc(C)c2[nH]c1=O
ZINC06405636	COCCn1nnnc1C(c1cc2c(C)ccc(C)c2[nH]c1=O)[NH+](CCc1ccccc1)Cc1ccccc1
ZINC13495938	CCC(c1nnnn1C(C)(C)CC)[NH+](CCc1cccc(C)c1)Cc1cc2cc(C)cc(C)c2[nH]c1=O
ZINC13499057	Cc1cc(C)c2cc(C[NH+](C3CCCCC3)C(c3nnnn3Cc3ccccc3)C(C)C)c(=O)[nH]c2c1
ZINC13499613	CCCC(c1nnnn1CCc1ccccc1)[NH+](Cc1cc2c(C)cc(C)cc2[nH]c1=O)C1CCCC1
ZINC13500657	Cc1ccc2[nH]c(=O)c(C[NH+](C3CCCCC3)C(c3nnnn3CCc3ccccc3)C(C)C)cc2c1
ZINC13500999	CCCC(c1nnnn1C1CCCC1)[NH+](CCc1cccc(C)c1)Cc1cc2cccc(C)c2[nH]c1=O
ZINC13501219	CCC(c1nnnn1CCc1ccccc1)[NH+](Cc1cc2cc3c(cc2[nH]c1=O)OCO3)C1CCCCC1
ZINC15675667	C[NH+](CCCN1C(=O)c2cc3occc3n2CC1(C)C(=O)NC1CCCCCCC1)C1CCCCC1
ZINC08582581	CCC(c1nnnn1Cc1ccco1)[NH+](CCc1ccccc1)Cc1cc2ccc(OC)cc2nc1O
ZINC20080445	CCOc1ccc2[nH]c(=O)c(C(c3nnnn3C3CCCCC3)N3CC[NH+](C4CCCCC4)CC3)cc2c1
ZINC01381768	Cc1ccc(C)c2[nH]c(=O)c(C(c3nnnn3CCc3ccccc3)N3CC[NH+](C4CCCCC4)CC3)cc12
ZINC20114933	CCOc1ccc(N2C(=O)C(CC(=O)Nc3ccc(F)cc3)N(CC[NH+]3CCC(C)CC3)C2=S)cc1
ZINC20114968	CCOc1ccc(N2C(=O)C(CC(=O)Nc3ccc(OC)cc3)N(CCN3CC[NH+](C)CC3)C2=S)cc1
ZINC20153512	CC[NH+]1CCN(c2cc(C)c3cc(NC(=S)N4CCN(c5ccc([N+](=O)[O-])cc5)CC4)ccc3n2)CC1
