ZINC03839681	CC(=O)NC1C=C(C(=O)NC(C)C(N)=O)CC(O)C1O
ZINC00036783	Cc1ccc(C2C(C#N)=C(N)SC(N)=C2C#N)cc1
ZINC37951478	CC(Nc1ccccc1F)(C(N)=O)c1ccc(O)cc1
ZINC07852664	CCC(NNC(N)=O)=C1C=CC(=O)C=C1
ZINC04529827	NC(=S)NN=C1C2CC3CC1CC(O)(C3)C2
ZINC40302853	CCC(C)CN(C)C(=O)c1ccc(N)cc1N
ZINC41023981	Nc1cc(N)nc(SCC(F)F)n1
ZINC41084284	CN(CC(F)(F)F)c1ccc(N)c(C(N)=O)c1
ZINC41779507	Cc1ccccc1NC(=O)C(C)NC(N)=O
ZINC42271105	CC(N(C)C(=O)c1ccc(N)cc1N)C(C)(C)C
ZINC42427650	CC1CCC(C(N)=O)CN1c1ccc(N)cc1F
ZINC42427757	CC1CCC(C(N)=O)CN1c1cccc(F)c1N
ZINC42427764	CC1CCC(C(N)=O)CN1c1cc(N)cc(F)c1
ZINC42561115	CNC(=O)C(C)Nc1ccc(N)cc1F
ZINC42561378	CNC(=O)C(C)Nc1cccc(F)c1N
ZINC50014993	CN(Cc1cc(C(N)=O)ccc1F)c1ccccc1N
ZINC50031460	C[NH+]1CCC(Nc2cc(C(=O)[O-])c(N)cc2F)C1
ZINC51095560	CCC(C)NC(=O)c1ccc(NN)cc1
ZINC51095602	CC(C)CNC(=O)c1ccc(NN)cc1
ZINC51988756	Nc1ccc(F)c(C(=O)NC2CCCCC2O)c1
ZINC51989053	Nc1cc(F)c(F)cc1C(=O)NC1CCCCC1O
ZINC52833438	N/C(=N\O)NC12CC3CC(CC(C3)C1)C2
ZINC53735270	CNC(=O)C(C)Nc1cc(N)ccc1C
ZINC54216364	CCC(C)NC(=O)c1cccc(F)c1NN
ZINC54413618	Nc1ccc(C(=O)NC2CCCCC2O)cc1F
ZINC57292382	NC(=O)NCC(=O)NC1CCc2cc(F)ccc21
ZINC44353737	CC1CCCCC1N(C)C(=O)c1cc(N)cc(N)c1
ZINC20271470	CC[NH+](CC)c1ccc(N2CC[NH+](C)CC2)c(N)c1
ZINC58848319	Cc1ccc(NC(C)CC(=O)NN)cc1
ZINC58951537	Cc1cc(N2CC(C(N)=O)CCC2C)ccc1N
ZINC59971749	Nc1ccc2[nH]c(C(=O)NCC(F)(F)F)cc2c1
ZINC15147990	CC1(C)CCCC2(C)C1C(O)C=C(CO)C2(O)CO
ZINC61701597	CNC(=O)C(C)Nc1ccc(C)c(N)c1
ZINC63007626	CCC(C)NC(=O)c1cc(F)c(NN)c(F)c1
ZINC63058971	Cc1cc(C(=O)NCC(C)(C)C)ccc1NN
ZINC63059064	CCC(C)NC(=O)c1ccc(NN)c(C)c1
ZINC63172965	[NH3+]C1CCCC1NC(=O)c1cc(F)c(F)c([O-])c1F
ZINC63202548	Nc1ccc(F)cc1NC(=O)NC1CC1
ZINC00342693	O=C(NNC(=O)C1CC12CCC2)Nc1ccccc1
ZINC03086065	CC(=O)NNC(=O)Nc1ccc(C)c(Cl)c1
ZINC05601069	C=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O
ZINC11624115	CNC(=O)NC(=O)CNc1cccc(Cl)c1F
ZINC11723867	CNC(=O)NC(=O)CNc1cc(Cl)ccc1F
ZINC12972542	CNC(=O)CNC(=O)Nc1ccccc1F
ZINC13758664	C/C(=N\NC(N)=S)C1COc2ccccc2O1
ZINC00075153	Cc1cc(C)c(C(=O)c2cnc(N)nc2)c(O)c1
ZINC05265646	CC(O)CNC(=O)Nc1cn(C)c2ccccc12
ZINC09732930	CC(C)NC(=O)NNC(=O)c1ccc(F)cc1
ZINC11634004	COc1cc2cc(C)c(NN)nc2cc1OC
ZINC21962099	CC(/C(N)=N/O)c1nc2ccccc2n1C(F)F
ZINC34572470	O=C([O-])c1cccc(NC(=O)C2CCC[NH2+]2)c1
ZINC05899627	O=C(NNC1/C(=N/O)C2CCC1C2)c1ccccc1
ZINC35789077	CC1CN(C(=O)Nc2ccc(N)cc2)C(C)CO1
ZINC37504171	CCCC(=O)Nc1cc2c(cc1N)OCO2
ZINC37560930	CC(Nc1ccn(C)n1)c1cc(O)ccc1O
ZINC37560984	CC(Nc1ccn(C)n1)c1ccc(O)cc1O
ZINC04894734	CCC(C)C1C(C#N)=C(N)Oc2[nH]nc(C)c21
ZINC04894734	CCC(C)C1C(C#N)=C(N)Oc2n[nH]c(C)c21
ZINC39159624	CC1=NN=C2CC(C)(C)CC(=NNC(N)=S)[C@H]12
ZINC40472871	O=C([O-])c1ccc(NC(=O)C2CSC[NH2+]2)cc1
ZINC40706956	CNc1ncnc(N2CCc3ccccc3C2)c1N
ZINC40769606	COc1cc(NC(=O)c2ccc(C)o2)ccc1N
ZINC40992245	Nc1ccc(C(=O)OC2CCOCC2)cc1O
ZINC41040594	Cc1cc(NC(=O)c2ccc(C#N)cc2)ncc1N
ZINC41040596	Cc1cc(C(=O)Nc2cc(C)c(N)cn2)c(C)o1
ZINC41703108	[NH3+]C(c1nnn[n-]1)c1ccc(Br)s1
ZINC44584639	Nc1ccc(NC(=O)c2ccon2)c(Cl)c1
ZINC44865374	CCC(C(=O)N1CCCCCCC1)/C(N)=N/O
ZINC45299768	CNC(=O)NNC(=O)c1ccc(C)cc1C
ZINC47463821	CC(C)NC(=O)NNC(=O)c1ccccc1F
ZINC48488238	CCNC(=O)Nc1ccc(C)c(NC(C)=O)c1
ZINC48942009	CC(NC(N)=O)C(=O)N1CCCC1C1CCCC1
ZINC48949787	CCc1ccc(C(=O)NNC(=O)NC)s1
ZINC48952795	CNC(=O)NNC(=O)/C=C(/C)c1ccccc1F
ZINC49165355	CCNC(=O)NNC(=O)C1CC2CCC1C2
ZINC49986782	Cc1ccccc1N(C)c1ccc(/C(N)=N/O)cn1
ZINC50121494	CN1C=[NH+]C(c2cc(Cl)c3c(c2)OCO3)C1=[NH2+]
ZINC51151581	CCOc1cccc2c(NN)c(C#N)cnc12
ZINC51151703	CN(C)c1ccc2ncc(C#N)c(NN)c2c1
ZINC51169011	CN(C)c1ccc(-c2nccc(NN)n2)cc1
ZINC51607429	Cc1cc(C)nc(SC(C)/C(N)=N/O)n1
ZINC54405216	Cc1cc(NC(=O)c2ccc(N)c(F)c2)n(C)n1
ZINC54457578	O=C(Nc1ccc(-c2cc[nH]n2)cc1)NC1CC1
ZINC54699032	CC(C)Cc1nc(-c2ccc(N)cc2O)n(C)n1
ZINC13598882	N/C([S-])=[NH+]\N=C\c1ccc2c(c1)OCCO2
ZINC62115663	Cc1ccc(NC(=O)C2CC[NH2+]C2)c(C(=O)[O-])c1
ZINC63119109	Cc1cc2cccc(N3CCOCC3)c2nc1NN
ZINC64874656	COc1cc(C)cc2c(N)c(C(=O)[O-])c[nH+]c12
ZINC67271462	CC(C)NC(=O)NNC(=O)C1(C)CCCC1
ZINC01555890	CC1(C)Oc2nc(N)nc(N)c2C1c1ccc(Cl)cc1
ZINC03165577	Nc1c(Br)c(Br)c(N)c2nonc12
ZINC19337639	N#CC1=C(N)SC(N)=C(C#N)C1c1cccc2ccccc12
ZINC19505746	Nc1ccc(F)c(NC(=O)c2ccc(Cl)cc2O)c1
ZINC22143862	Cc1ccc(C(=O)Nc2ccc(N)cc2)cc1O
ZINC33494856	CC(C)Nc1c(Br)cc(Cl)cc1C(=O)NN
ZINC04015387	Cc1ccc(S(=O)(=O)c2cc(N)ccc2N)cc1
ZINC35324263	N#CC1=C(N)Oc2cc(N)ccc2C1c1c(F)cccc1F
ZINC36159148	NC(=S)c1c(F)cccc1NC(=O)Nc1ccccc1F
ZINC36224448	Cc1ccccc1NC(=O)c1sc(NN)cc1C
ZINC36926849	Nc1cc(S(N)(=O)=O)ccc1Sc1ccccc1F
ZINC37012613	Cc1ccc(C(C)Nc2cc(C(N)=O)ccc2F)c(O)c1
ZINC37013637	Cc1ccc(O)c(C(C)Nc2cc(C(N)=O)ccc2F)c1
ZINC37136537	CC(Nc1ccc(NC(N)=O)cc1)c1cc(F)ccc1F
ZINC37198451	CC(Nc1cc(F)ccc1F)c1ccc(NC(N)=O)cc1
ZINC37214272	CC(Nc1cc(F)cc(F)c1)c1ccc(NC(N)=O)cc1
ZINC37224890	CNC(=O)CNc1ccc(Br)cc1N
ZINC37933990	CC1Cc2ccccc2N1c1cc(N)cc(S(N)(=O)=O)c1
ZINC37934300	Nc1cc(N2CCC3CCCCC3C2)cc(S(N)(=O)=O)c1
ZINC37934345	Nc1cc(Sc2ccc(F)cc2)cc(S(N)(=O)=O)c1
ZINC40354440	NC(=S)C1(NC(=O)c2ccc(O)c(Cl)c2)CCCC1
ZINC40361598	CC1CCC(NC(=O)Nc2ccccc2F)(C(N)=S)CC1
ZINC40372483	CC1CCC(NC(=O)C2CC2C)(/C(N)=N/O)CC1
ZINC40898690	CC12CCC3c4ccc(O)cc4CCC3C1C(O)C(O)C2O
ZINC42427825	CC1CCC(C(N)=O)CN1c1ccc(N)c(C(F)(F)F)c1
ZINC43596961	CCNC(=O)CNc1ccc(N)cc1Br
ZINC44676169	NNC(=O)c1[nH]c2ccccc2c1I
ZINC44784022	CC(C)(C(=O)NC1CCCCCCC1)/C(N)=N/O
ZINC44784439	Cc1cc(C)cc(NC(=O)C(C)(C)/C(N)=N/O)c1
ZINC44963273	CC12CCC3c4ccc(O)cc4CCC3C1C(O)C(O)C2O
ZINC50034662	CCC1CCCCC1Oc1cc(C(N)=O)c(N)cc1F
ZINC50389919	Cc1ccc(O)c(C(=O)NC(C)CC(N)=S)c1
ZINC51096540	CC1CCCCC1NC(=O)c1cc(Cl)ccc1NN
ZINC51096724	CCc1ccc(NC(=O)c2ccc(NN)cc2)cc1
ZINC51122521	Cc1ccc(NC(=O)c2ccc(NN)cc2)c(Cl)c1
ZINC51123809	CCC1CCCCC1NC(=O)c1ccc(NN)cc1
ZINC51634351	NNc1ccccc1C(=O)NC1CCCc2ccccc21
ZINC51999488	Nc1c(NC2CCCCC2O)ccc2scnc12
ZINC53007150	Cc1ccc(NN)c(C(=O)NC2CCCC(C)C2C)c1
ZINC54215731	CSc1cccc(NC(=O)c2cccc(F)c2NN)c1
ZINC54216470	CC1CCCC(NC(=O)c2cccc(F)c2NN)C1C
ZINC54217065	NNc1c(F)cccc1C(=O)Nc1ccc(Cl)c(F)c1
ZINC54931282	Cc1cc(NN)nnc1-c1cc(Br)ccc1O
ZINC13543844	Cc1ccc(NC2=NC(N)=[NH+]C3(CCCC3)N2)c(C)c1
ZINC13543844	Cc1ccc(NC2=NC3(CCCC3)NC(=N)N2)c(C)c1
ZINC48846449	Cc1cccc(C(C)(NC2CCCCC2[NH3+])C(=O)[O-])c1
ZINC48846723	CC(NC1CCCCC1[NH3+])(C(=O)[O-])c1ccc(F)c(F)c1
ZINC48846775	CC(NC1CCCCC1[NH3+])(C(=O)[O-])c1ccccc1Cl
ZINC62832835	Nc1ccc2[nH]cc(C(=O)Nc3nc4c(s3)CCC4)c2c1
ZINC63007487	Cc1ccccc1CNC(=O)c1cc(F)c(NN)c(F)c1
ZINC63007670	Cc1ccc(NC(=O)c2cc(F)c(NN)c(F)c2)c(C)c1
ZINC03119385	Cc1c(C)c(C)c(NC(=O)/C=C/C(=O)[O-])c(NC(=O)/C=C/C(=O)[O-])c1C
ZINC04825595	O=C(COc1ccc(F)cc1)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1
ZINC00168164	CCOc1ccc(NC(=O)c2ccc(C(=O)[O-])cc2C(=O)[O-])cc1
ZINC04263118	CCOc1ccc(NC(=O)c2cc(C(=O)[O-])ccc2C(=O)[O-])cc1
ZINC13027954	O=C([O-])c1cc(NS(=O)(=O)c2cc(F)cc(F)c2)cc(C(=O)[O-])c1
ZINC13062171	CCn1c(SCC(=O)Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)nc2cc(S(N)(=O)=O)ccc21
ZINC13087459	O=C([O-])c1cc(NS(=O)(=O)c2cc(F)ccc2F)cc(C(=O)[O-])c1
ZINC13169129	O=C([O-])c1cc(NC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)cc(C(=O)[O-])c1
ZINC13169474	CN(C)S(=O)(=O)c1cc(C(=O)Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)ccc1Br
ZINC13169551	CC(Oc1ccc(C#N)cc1)C(=O)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1
ZINC13169552	CC(Oc1ccc(C#N)cc1)C(=O)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1
ZINC13267599	O=C([O-])c1cc(NS(=O)(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)cc(C(=O)[O-])c1
ZINC13273717	C=CCn1c(Sc2ccc(S(=O)(=O)NC)cc2C(=O)[O-])nc2cc(C(=O)[O-])ccc2c1=O
ZINC13274511	COc1cc(NC(=O)CSc2nc3nc(C)c(CC(=O)[O-])c(C)n3n2)c(Cl)cc1C(=O)[O-]
ZINC13274582	O=C(COc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)[O-])Nc1cc(F)ccc1C(=O)[O-]
ZINC13274600	NS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)N3CCCC3)cc2C(=O)[O-])c(C(=O)[O-])c1
ZINC13274691	CC(Sc1ccc(S(=O)(=O)Nc2ccccc2C(=O)[O-])cc1[N+](=O)[O-])C(=O)[O-]
ZINC13319336	O=C(CSc1ccc2c(c1)OCCCO2)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1
ZINC13342262	O=C([O-])c1cc(NS(=O)(=O)c2ccc(F)cc2F)cc(C(=O)[O-])c1
ZINC13391885	O=C([O-])c1ccc(C(=O)[O-])c(NC(=O)c2cccc([N+](=O)[O-])c2)c1
ZINC13422157	CC(Oc1ccc(C(=O)[O-])cc1C(=O)[O-])C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1
ZINC13422244	CC(Oc1ccc(C(=O)[O-])cc1C(=O)[O-])C(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1
ZINC13426310	Cc1ccc(S(=O)(=O)N2CCCC2C(=O)Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1
ZINC19202312	C/C(=C\C(=O)c1c([O-])n(C)c2ccccc2c1=O)Nc1ccc(C(=O)[O-])c(O)c1
ZINC21981752	CC(=O)ONC(Cc1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1)C(=O)[O-]
ZINC27528113	COc1cc([N+](=O)[O-])cc(/C=N/NC(=S)Nc2cccc(C(=O)[O-])c2)c1[O-]
ZINC16737639	COc1cc(C2c3sc(=O)[nH]c3SC3C(=O)N(CCCCCC(=O)[O-])C(=O)C32)ccc1O
ZINC16737637	COc1cc(C2c3sc(=O)[nH]c3SC3C(=O)N(CCCCCC(=O)[O-])C(=O)C32)ccc1O
ZINC37584419	CC(C)n1cc(Br)cc1C(=O)NC(CCC(=O)[O-])C(=O)[O-]
ZINC13247416	C/C([O-])=N/S(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(Br)c(C(=O)[O-])c2)cc1
ZINC13251369	CCN(CC)S(=O)(=O)c1ccc([O-])c(NS(=O)(=O)c2ccc(Cl)c(C(=O)[O-])c2)c1
ZINC13079290	Cc1cc(C(=O)[O-])cc(S(=O)(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2[O-])c1C
ZINC25693973	CC(=O)Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(/N=N/c3ccccc3C)c(O)c12
ZINC41124803	CN1C(=O)c2cccc3cc(S(=O)(=O)[N-]c4ccc(C(=O)[O-])c(O)c4)cc(c23)C1=O
ZINC41125349	COc1ccc(S(N)(=O)=O)cc1[N-]S(=O)(=O)c1ccc(Br)c(C(=O)[O-])c1
ZINC42794301	CNC(=O)c1ccc(Cl)c([N-]S(=O)(=O)c2cc(C)c(C(=O)[O-])s2)c1
ZINC44929803	CC(NS(=O)(=O)c1ccc(C(=O)[O-])cc1Br)c1nnn[n-]1
ZINC45328374	O=C([O-])c1cccc(S(=O)(=O)[N-]c2ccc(C(=O)NCC(F)(F)F)cc2)c1
ZINC48382932	C=CCNC(=O)c1ccc([N-]S(=O)(=O)c2cc(C)c(C(=O)[O-])s2)cc1
ZINC16906346	COc1ccc(/C=C2/SC([N-]c3ccc(NC(C)=O)cc3)=NC2=O)c(C(=O)[O-])c1OC
ZINC58867191	O=C([O-])Oc1ccc(C(=O)Nc2ccc(I)c(C(=O)[O-])c2)cc1
ZINC59382577	O=S(=O)([O-])c1ccc(N/N=C\C(=N/Nc2ccc(S(=O)(=O)[O-])cc2)c2ccccc2)cc1
ZINC06055686	C/C([O-])=N/S(=O)(=O)c1ccc(NC(=O)c2ccccc2[N-]S(=O)(=O)c2cccs2)cc1
ZINC62831835	Nc1ccc(C(=O)[O-])c([N-]S(=O)(=O)c2ccc(Br)s2)c1
ZINC63142358	CS(=O)(=O)CCS(=O)(=O)[N-]c1ccc(C(=O)[O-])c(O)c1
ZINC16995040	CCOC(=O)c1c(-c2ccc(C)o2)csc1NC=C1C(=O)NC(=S)NC1=O
ZINC16995040	CCOC(=O)c1c(-c2ccc(C)o2)csc1N/C=C1/C(=O)N=C([S-])N=C1[O-]
ZINC16902092	Cc1ccc(NC2CC(=O)N(c3cc(C(=O)[O-])cc(C(=O)[O-])c3)C2=O)cc1
ZINC66507364	N#CC(=C(/[O-])Nc1ccccc1F)/C([O-])=C1/CCN(c2ccc(F)cc2)C1=O
ZINC66509126	COc1ccc(N/C([O-])=C(C#N)/C([O-])=C2/CCN(c3ccc(F)cc3)C2=O)cc1
ZINC67245009	CCNC(=O)Cn1ccc([N-]S(=O)(=O)c2ccc(C)c(C(=O)[O-])c2)n1
ZINC06316616	NS(=O)(=O)c1ccc(CCNC(=O)/C=C/C(=O)[O-])cc1
ZINC13250203	NS(=O)(=O)c1cccc(NC(=O)CC2(C(=O)[O-])CCCC2)c1
ZINC22219410	CC(C)CNC(=O)CNC(=O)NC1(C(=O)[O-])CCCCC1
ZINC22223122	CC1CCCCC1(NC(=O)NCC(=O)NC1CC1)C(=O)[O-]
ZINC22223124	CC1CCCCC1(NC(=O)NCC(=O)NC1CC1)C(=O)[O-]
ZINC33420691	C/C(C(=O)[O-])=C(\C)C(=O)NCc1ccc(S(N)(=O)=O)cc1
ZINC36978725	NC(=O)N1CCCC(C(=O)NC2(C(=O)[O-])CCCCC2)C1
ZINC37436385	CSCCC(NC(N)=O)C(=O)N1CCCC(C(=O)[O-])C1
ZINC37789278	Cc1c(NC(=O)C2CC2C(=O)[O-])cccc1S(N)(=O)=O
ZINC37793521	CC(NC(=O)C1CC1C(=O)[O-])c1ccc(S(N)(=O)=O)cc1
ZINC40519816	Cc1cc(Br)cc(C)c1NC(=O)NC(CC(N)=O)C(=O)[O-]
ZINC40547539	CSCCC(NC(=O)N1CCCC(C(N)=O)C1)C(=O)[O-]
ZINC40547592	NC(=O)C1CCCN(C(=O)NC2(C(=O)[O-])CCCCC2)C1
ZINC40547656	NC(=O)C1CCCN(C(=O)NC2CCC(C(=O)[O-])CC2)C1
ZINC40551687	Cc1ccc(F)cc1NC(=O)NC(CCC(N)=O)C(=O)[O-]
ZINC40558811	COc1ccc([N+](=O)[O-])cc1NC(=O)NC(CO)C(=O)[O-]
ZINC40560009	CC(O)C(NC(=O)Nc1ccc(OC(F)F)cc1)C(=O)[O-]
ZINC40560428	CC(O)C(NC(=O)Nc1ccc(C#N)c(Cl)c1)C(=O)[O-]
ZINC40580067	CCCNC(=O)CNC(=O)NC1(C(=O)[O-])CCCCCC1
ZINC40602912	CS(=O)(=O)CCNC(=O)Nc1ccc(C(=O)[O-])c(O)c1
ZINC41036301	CC1CCCC(NC(=O)NCC(=O)NC2CC2)(C(=O)[O-])C1
ZINC41036303	CC1CCCC(NC(=O)NCC(=O)NC2CC2)(C(=O)[O-])C1
ZINC41071128	NNc1ncc(S(=O)(=O)[N-]c2ccc(F)c(F)c2)cn1
ZINC42439271	CC1CCC(C(N)=O)CN1C(=O)NC(=O)CCCC(=O)[O-]
ZINC42439582	CC1CCC(C(N)=O)CN1C(=O)NC1(C(=O)[O-])CCCC1
ZINC42439586	CC1CCC(C(N)=O)CN1C(=O)NC1(C(=O)[O-])CCCC1
ZINC42439590	CC1CCC(C(N)=O)CN1C(=O)NC(C)(C(=O)[O-])C1CC1
ZINC42439622	CCCCC(NC(=O)N1CC(C(N)=O)CCC1C)C(=O)[O-]
ZINC42439640	CCCC(C)(NC(=O)N1CC(C(N)=O)CCC1C)C(=O)[O-]
ZINC42439757	CC1CCC(C(N)=O)CN1C(=O)NC(C(=O)[O-])C(C)(C)C
ZINC42440425	CC(C)N(CC(N)=O)C(=O)Nc1ccc(F)c(C(=O)[O-])c1
ZINC42477509	NS(=O)(=O)c1ccc(CCNC(=O)C2CC2C(=O)[O-])cc1
ZINC42477511	NS(=O)(=O)c1ccc(CCNC(=O)C2CC2C(=O)[O-])cc1
ZINC43564615	CC(C)CC(NC(=O)N1CC(C(N)=O)CCC1C)C(=O)[O-]
ZINC49050113	Cc1c(F)cc(C(N)=O)cc1NS(=O)(=O)C(C)C(=O)[O-]
ZINC49228494	CCNC(=O)C(C)NC(=O)NC1(C(=O)[O-])CCC(C)CC1
ZINC49228498	CCNC(=O)C(C)NC(=O)NC1(C(=O)[O-])CCC(C)CC1
ZINC49594185	NS(=O)(=O)CCNC(=O)c1ccc(/C=C/C(=O)[O-])s1
ZINC50398237	CC1CCCC(NC(=O)NC2CCCNC2=O)(C(=O)[O-])C1
ZINC50398238	CC1CCCC(NC(=O)NC2CCCNC2=O)(C(=O)[O-])C1
ZINC50398240	CC1CCCC(NC(=O)NC2CCCNC2=O)(C(=O)[O-])C1
ZINC50672791	Nc1cc([N+](=O)[O-])ccc1S(=O)(=O)NCc1nnn[n-]1
ZINC54421329	CS(=O)(=O)[N-]c1ccccc1NC(=O)c1nonc1N
ZINC17105356	NN1C(=O)CS/C1=N\C([S-])=N/N=C1/SCC(=O)N1N
ZINC62868695	CC(C)CC(NC(N)=O)C(=O)N1CCCC(C)(C(=O)[O-])C1
ZINC62913682	CSCCC(NC(N)=O)C(=O)N1CCC(C)(C(=O)[O-])C1
ZINC62960286	CCC1(CC)CCN(C(=O)NC(CC(N)=O)C(=O)[O-])CC1
ZINC62960383	NC(=O)CC(NC(=O)N1CCC2(CCCC2)CC1)C(=O)[O-]
ZINC64380961	O=C(NNS(=O)(=O)c1ccc(C(=O)[O-])cc1)NC1CC1
ZINC64610597	Cc1cc(S(N)(=O)=O)cc(NC(=O)CC2(C(=O)[O-])CCSC2)c1C
ZINC21472959	CC1(C)CC(NC(=O)c2nccnc2N)CC(C)(C)[NH2+]1
ZINC25667112	Cc1cc(O)oc2cc(=[NH+]C(=O)[C@@H]([NH3+])CC(=O)[O-])ccc1-2
ZINC35353341	NS(=O)(=O)c1ccccc1NC1CC[NH2+]CC1
ZINC35354928	C[NH+]1CCC(NS(=O)(=O)c2ccccc2NN)CC1
ZINC35354931	C[NH+]1CCC(NS(=O)(=O)c2ccc(NN)cc2)CC1
ZINC35379760	[NH3+]C(c1ccoc1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC35379761	[NH3+]C(c1ccoc1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC36234059	COc1cccc(C(=O)NC2CC2[NH3+])c1O
ZINC36263245	COc1ccccc1NC(=O)NC1CC1[NH3+]
ZINC36780627	CCNC(=O)CNC(=O)C1([NH3+])CCCCC1
ZINC37025517	NC(=O)c1ccc(F)c(NC(=O)C2CCCC[NH2+]2)c1
ZINC37025577	C[NH2+]CC(=O)Nc1cc(C(N)=O)ccc1F
ZINC37042843	CNC(=O)c1ccc(C)c(NC(=O)C([NH3+])C(C)C)c1
ZINC37044754	CCC(=O)Nc1cccc(NC(=O)C(C)[NH3+])c1C
ZINC37623115	CC1CCCC(NC(=O)CNC(=O)C[NH3+])C1C
ZINC37623175	Cc1cc(C)cc(NC(=O)CNC(=O)C[NH3+])c1
ZINC37771133	Cc1c(NC(=O)C2CCC[NH2+]2)cccc1S(N)(=O)=O
ZINC37800831	CCCC(C)([NH3+])C(=O)N1Cc2ccccc2CC1C(N)=O
ZINC37821652	CC1CCC(C(N)=O)CN1C(=O)C1([NH3+])CCCC1
ZINC38049112	COc1cccc(C(=O)NC2CCCCC2[NH3+])c1O
ZINC38049888	[NH3+]C1CCCCC1NC(=O)Nc1cccc([N+](=O)[O-])c1
ZINC39102262	CC[NH+]1CCN(c2ncc(N)cc2N)CC1
ZINC31960571	CC(C)Nc1ccc(NC(=O)C(C)[NH3+])nc1
ZINC31960575	CC(C)Nc1ccc(NC(=O)C(C)[NH3+])nc1
ZINC40680369	CC(C)(C)Nc1ncnc(Nc2cc[nH+]cc2)c1N
ZINC40921106	CNS(=O)(=O)c1ccc(C)c(NC(=O)C(C)(C)[NH3+])c1
ZINC40921518	CC(C)C(=O)Nc1ccc(NC(=O)C(C)(C)[NH3+])cc1
ZINC41242325	COc1ccc(C)cc1NC(=O)NCC[NH3+]
ZINC44330802	COC(=O)C([NH3+])Cc1c(C)cc(O)cc1O
ZINC44727699	Nc1ccc(-c2nnnn2C2CC[NH+](C3CC3)C2)c(N)c1
ZINC44762261	CC(=O)Nc1ccc(NC(=O)C2(C[NH3+])CCCCC2)cc1
ZINC44785495	C[NH+]1CCC(CNC(=O)C2(/C(N)=N/O)CCCCC2)C1
ZINC44864307	CC(C)C(C(=O)NC1C[NH+]2CCC1CC2)/C(N)=N/O
ZINC49084083	CNS(=O)(=O)c1ccc(NC2CC[NH+](C)C2)c(N)c1
ZINC50460939	CC(=O)Nc1ccc(NC(=O)C2CC2[NH3+])cc1Cl
ZINC52045139	NC(=O)C1CCN(C(=[NH2+])NC2CCCC2)CC1
ZINC52047510	[NH2+]=C(NC1CCCC1)NC1CCCNC1=O
ZINC52838578	Cc1[nH+]c(-c2ccc3c(c2)CCO3)c(N)n1N
ZINC52838901	CCc1[nH+]c(-c2ccc3c(c2)CCO3)c(N)n1N
ZINC52839401	CCCc1[nH+]c(-c2ccc(C#N)cc2)c(N)n1N
ZINC52840018	CC(C)c1[nH+]c(-c2ccc3c(c2)OCCCO3)c(N)n1N
ZINC54432125	CC1(C)CC(NC(=O)c2nonc2N)CC(C)(C)[NH2+]1
ZINC55088956	NC(=O)C1CCCCN1C(=O)C1CCCCC1[NH3+]
ZINC55128385	CC(C)NC(=O)CNC(=O)C1C(C)CCCC1[NH3+]
ZINC49085015	CC([NH2+]C1CCN(C)C1)c1ccc(NC(N)=O)cc1
ZINC62852204	CC1(C(=O)Nc2ccc(C(N)=O)cc2)CCC[NH2+]C1
ZINC62888709	CC1(C(=O)Nc2ccc(S(N)(=O)=O)cc2)CC[NH2+]C1
ZINC62891347	CCCC1(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)CC[NH2+]C1
ZINC63174586	[NH3+]C1CCCC1NC(=O)Nc1cccc([N+](=O)[O-])c1
ZINC13656646	Cc1ccc(NC(=O)CC(=[NH2+])NO)cc1Cl
ZINC13656646	Cc1ccc(NC(=O)C/C(N)=N/O)cc1Cl
ZINC05890446	Oc1cc(O)c(Oc2cccc(O)c2O)c(O)c1
ZINC03765023	NC(=[NH2+])N/N=C\c1ccc([O-])c([N+](=O)[O-])c1
ZINC35101167	CC(C)CC(NC(N)=O)C(=O)NC1CCC(O)CC1
ZINC35238757	CCC(C)C(NC(N)=O)C(=O)Nc1cn[nH]c1
ZINC35366590	CC(C)(C)NC(=O)N(CC(N)=O)Cc1ccc(N)cc1
ZINC36733625	CCC(C)C(NC(N)=O)C(=O)Nc1c(C)n[nH]c1C
