ZINC02741019	CCOc1cc(C[NH2+]CCO)cc(I)c1OCc1ccccc1
ZINC09238493	CCOc1ccc(C2Nn3c(nnc3-c3ccccc3)SC2C(=O)N2CCCCCC2)cc1
ZINC02707391	COC(=O)c1ccc(C2Oc3ccccc3C3=C2C(c2ccc(SC)cc2)n2ncnc2N3)cc1
ZINC09554009	O=C(NC(=S)N1CCN(c2ccc([N+](=O)[O-])cc2Cl)CC1)c1cccc(Br)c1
ZINC10187207	O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)C1CCCN1S(=O)(=O)c1ccc(Cl)s1
ZINC12462148	Cc1ccc(-n2c(SCc3nc(-c4ccccc4Cl)oc3C)nc3c(=O)[nH]cnc32)cc1
ZINC06178042	Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3C3CCCCC3)N3CCCc4ccccc43)cc2c1
ZINC12468917	Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3C3CCCCC3)N3c4ccccc4CC3C)cc2c1
ZINC12469907	Cc1cc2cc(C(c3nnnn3C3CCCCC3)N3c4ccccc4CC3C)c(=O)[nH]c2cc1C
ZINC00654595	CCC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1
ZINC14132406	Cc1ccc(-n2c(SC(C)C(=O)Nc3ncc(Cl)cc3Cl)nc3ccccc3c2=O)nc1
ZINC15009666	COc1ccc(C2Nn3c(nnc3-c3ccccc3)SC2C(=O)N2CCCCC2C)cc1Cl
ZINC15971991	COc1ccc(C2=NOC3(C(=O)Nc4ccccc43)C2C(=O)c2ccc3ccccc3c2)c(OC)c1
ZINC16613318	CC(C)N(CC(=O)N1CC(=O)N(c2ccc(Cl)cc2)C1)C(=O)NC12CC3CC(CC(C3)C1)C2
ZINC18259378	CC(Sc1nnc(-c2ccc(Cl)cc2)n1C)c1nc2scc(-c3ccco3)c2c(=O)[nH]1
ZINC20358408	CSc1nc(N2CCN(CCO)CC2)c2sc3nc(C(C)C)c4c(c3c2n1)CC(C)(C)OC4
ZINC20713111	O=[N+]([O-])c1ccccc1C1Nc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2C2C=CCC21
ZINC20713196	CN(c1ccccc1)S(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1[N+](=O)[O-])N2
ZINC20989744	CC(Sc1nc2nn(-c3ccccc3)c(=O)c-2c2n1CCCCC2)C(=O)NC1CCCCC1C
ZINC21467556	O=C(CSc1nnc2c(Cl)cc(Cl)cn12)Nc1ccc2c(c1)OC1(CCCC1)O2
ZINC02731350	Cc1nn(C)c(-c2nnc(Nc3ccn(Cc4c(F)cccc4Cl)n3)s2)c1Br
ZINC24796846	CC(C)c1ccc(C(=O)CN2C(=O)NC(C)(c3ccc4c(c3)OCCO4)C2=O)c(C(C)C)c1
ZINC15970749	CN1CC(c2cccc([N+](=O)[O-])c2)C(C(=O)c2cccs2)C12C(=O)Nc1ccc(Cl)cc12
ZINC28056913	COc1cccc(C2C3=C(Nc4nnnn42)c2cc(C)ccc2OC3c2ccc(SC)cc2)c1
ZINC28696593	CCn1c(SC(C)C(=O)Nc2ccc3c(c2)OCO3)nc2sc3c(c2c1=O)CCC(C)C3
ZINC32399913	CC(C)(NC(=O)C1CCN(c2oc(-c3ccco3)nc2C#N)CC1)c1ccc(Br)cc1
ZINC24105276	CC(C)n1c(SCc2nc3scc(-c4ccco4)c3c(=O)[nH]2)nc2cc(Cl)ccc2c1=O
ZINC02419629	COc1ccc(C2C3=C(N=C4N=CNN42)c2ccccc2OC3c2cccc(Cl)c2)cc1OC
ZINC02398958	COc1ccc(C2Oc3ccc(C)cc3C3=C2C(c2ccccc2F)N2NC=NC2=N3)c(OC)c1
ZINC02398955	COc1ccc(C2Oc3ccc(C)cc3C3=C2C(c2ccccc2F)N2NC=NC2=N3)c(OC)c1
ZINC25784102	COc1ccc(OC)c(C2Oc3ccc(Cl)cc3C3=C2C(c2cccs2)N2NC=NC2=N3)c1
ZINC25575535	COc1ccc(C2C3=C(N=C4N=CNN42)c2ccccc2OC3c2ccc(Cl)cc2)cc1OC
ZINC09344498	COc1cccc(C2Oc3ccc(C)cc3C3=C2C(c2ccc(F)cc2)N2NC=NC2=N3)c1OC
ZINC39237944	CC1=CCC(C2C(C(=O)Nc3ccccc3C)=C(C)N=c3s/c(=C/C4C=CC=N4)c(=O)n32)O1
ZINC39639832	Cc1sc2nc(C(C)OC(=O)C3CCCCC3C(=O)N3CCc4ccccc43)[nH]c(=O)c2c1C
ZINC33960689	CC12CCC(C(=O)Nc3ccc(F)cc3)(C/C1=N\OC(=O)c1cc3ccccc3oc1=O)C2(C)C
ZINC40056360	Cc1cc2oc3c(c(=O)c2cc1Cl)C(c1cccc(O)c1)N(c1nnc(CC(C)C)s1)C3=O
ZINC40815171	Cc1ccc(S(=O)(=O)N/N=C2\CCCc3oc(C(=O)N4c5ccccc5CC4C)c(C)c32)cc1
ZINC43730787	CN1CC(c2cccc([N+](=O)[O-])c2)C(C(=O)c2ccccc2)C12C(=O)Nc1ccc(Cl)cc12
ZINC45235747	O=C1NC2(CCCC2)C(=O)N1CC(=O)N1N=C2/C(=C/c3ccccc3)CCCC2C1c1ccccc1
ZINC06115911	O=S(=O)([N-]c1nn2c([nH+]1)N=C(c1ccc(Cl)cc1)CC2c1ccccc1)c1ccccc1
ZINC06101513	O=S(=O)([N-]c1nn2c([nH+]1)N=C(c1ccccc1)CC2c1ccccc1)c1ccc(Cl)cc1
ZINC09292219	COc1ccc(OC)c(C2Oc3ccc(C)cc3C3=C2C(c2ccccc2F)N2N=CNC2=N3)c1
ZINC09292220	COc1ccc(OC)c(C2Oc3ccc(C)cc3C3=C2C(c2ccccc2F)N2N=CNC2=N3)c1
ZINC01077323	O=C(c1ccco1)N1N=C(c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)CC1c1ccco1
ZINC45913435	Cc1cc(F)ccc1NC(=O)CN1C(=O)C(C)(C)c2cc(S(=O)(=O)N3CCCC(C)C3)ccc21
ZINC64986789	CCN(C)S(=O)(=O)c1cc2c(cc1Oc1ccc(Cl)cc1)Oc1ccc(C)cc1NC2=O
ZINC00910129	CCC(C)(C)n1nnnc1C(c1cc2c(C)ccc(C)c2[nH]c1=O)N1CCc2ccccc21
ZINC01034571	CC1CCc2c(sc3ncnc(SCC(=O)N/N=C/c4ccc5c(c4)OCO5)c23)C1
ZINC09210485	COc1ccc(C2c3ccc(O)cc3Oc3ncn4nc(Cc5ccccc5)nc4c32)cc1
ZINC09491126	O=[N+]([O-])c1cc(/C=C(\c2nc3ccccc3[nH]2)S(=O)(=O)c2ccccc2)ccc1Cl
ZINC09731716	COc1cc(OC)cc(-c2nc3n(n2)C(c2ccc(Cl)cc2)C2=C(CCCC2=O)N3)c1
ZINC11398611	Cc1sc2nc(C(C)OC(=O)c3cc(-c4ccco4)nc4ccccc34)[nH]c(=O)c2c1C
ZINC03416559	CC(C)Cn1c(SCC(=O)N2c3ccccc3NC(=O)C2(C)C)nc2ccccc2c1=O
ZINC00929564	CC(=O)c1cccc(NC(=O)CSc2nnc3c4c5c(sc4ncn23)CC(C)CC5)c1
ZINC00889648	Cc1ccc2cc(C(c3nnnn3C3CCCCC3)N3CCc4ccccc43)c(=O)[nH]c2c1C
ZINC00893753	Cc1cc2cc(C(c3nnnn3C3CCCC3)N3CCCc4ccccc43)c(=O)[nH]c2cc1C
ZINC00893855	Cc1cc2cc(C(c3nnnn3C3CCCCC3)N3CCc4ccccc43)c(=O)[nH]c2cc1C
ZINC06244761	Cc1ccc(C)c2[nH]c(=O)c(C(c3nnnn3C(C)(C)C)N3CCCc4ccccc43)cc12
ZINC02775851	CCn1c2ccccc2c2nnc(SCC(=O)Nc3sc4c(c3C#N)CCCC4)nc21
ZINC04788438	CC(C)Cn1cc(C(=O)NCC2COc3ccccc3O2)c2c3ccccc3n(C)c2c1=O
ZINC13568617	COc1cc(C2CC(=O)C3=C(C2)NC(=O)CC3c2ccc3c(c2)OCO3)ccc1OC(C)C
ZINC14478047	CC1CCN(S(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2[N+](=O)[O-])N3)CC1
ZINC15866210	COc1cccc(C2CC(c3ccc(Br)cc3)Nc3nnnn32)c1OC(F)F
ZINC03409467	Cn1c(SCc2nc3scc(-c4ccccc4Cl)c3c(=O)[nH]2)nnc1-c1ccco1
ZINC16502886	CC1=C(C(=O)N(C)C)C(c2ccc(Cl)c([N+](=O)[O-])c2)NC(=S)N1c1ccc(C)c(F)c1
ZINC16511175	Cc1ccc(C)c(-n2nnnc2SCC(=O)Nc2sc3c(c2C#N)CCC(C)C3)c1
ZINC18326297	CC(Sc1nnc2c(Cl)cc(Cl)cn12)c1nc2scc(-c3ccco3)c2c(=O)[nH]1
ZINC18326717	Cc1ccc(-n2cnnc2SC(C)c2nc3scc(-c4ccco4)c3c(=O)[nH]2)c(C)c1
ZINC12515722	Cc1cc(C2=NN/C(=N\c3ccccc3)SC2)c(C)n1-c1c(C)n(C)n(-c2ccccc2)c1=O
ZINC19940882	Cc1ccc(C)c2[nH]c(=O)c(C(c3nnnn3C3CCCCC3)N3CCc4ccccc4C3)cc12
ZINC20713138	CC1CCN(S(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2[N+](=O)[O-])N3)CC1
ZINC21857903	COc1ccc2cc3n(c2c1)CC(C)(C(=O)NC1CCCCCC1)N(Cc1ccco1)C3=O
ZINC22609462	COc1ccc(C(c2sc3ncnn3c2O)N2CCN(c3cccc(Cl)c3)CC2)cc1
ZINC23873178	COc1cc2c(cc1OC)C(c1ccccc1)N(CN1C(=O)NC3(CCCCC3)C1=O)CC2
ZINC13591988	CN1CC(c2cccc([N+](=O)[O-])c2)C(C(=O)c2ccc(F)cc2)C12C(=O)Nc1ccccc12
ZINC16689778	CC1CN(C(c2ccccc2Cl)c2sc3nc(-c4ccco4)nn3c2O)CC(C)O1
ZINC01317986	COc1ccc(C2Oc3ccccc3C3=C2C(c2ccc(C)cc2)N2N=CNC2=N3)cc1OC
ZINC02285947	COc1ccc(C2Oc3ccccc3C3=C2C(c2ccccc2)N2N=CNC2=N3)c(OC)c1
ZINC02915250	COc1cccc(C2C3=C(N=C4N=CNN42)c2ccccc2OC3c2ccccc2OC)c1
ZINC02915247	COc1cccc(C2C3=C(N=C4N=CNN42)c2ccccc2OC3c2ccccc2OC)c1
ZINC38745289	Clc1ccc(OCc2nnc3n2NC(C2C=C(c4ccccc4)N=N2)S3)c(Cl)c1
ZINC38752717	Cc1ccc(-c2cc(CNC(=O)CC3CSC4=NC5CCCCC5C(=O)N43)no2)cc1
ZINC39223237	CC1(C)CC(=O)C2=C(C1)N(NC1=C(c3ccccc3)N=NC(=O)C1)C(=O)CC2c1ccc(F)cc1
ZINC39479844	CC(C)S(=O)(=O)/C1=N/c2c(Cl)ncnc2N(C)c2c(cc(O)cc2Cc2ccccc2)C1
ZINC39513960	Cc1ccc(N2C(=O)CCC(C(=O)Nc3cccc([N+](=O)[O-])c3C)C2c2cccs2)cc1
ZINC22145415	O=c1[nH]c(CSc2nnc(-c3ccco3)o2)nc2scc(-c3ccccc3Cl)c12
ZINC39608813	Cc1[nH]c2ccccc2c1C(=O)COC(=O)c1sc2nc3n(c(=O)c2c1C)CCCCC3
ZINC39838493	CCOc1cc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2c2cccc(C)n2)ccc1O
ZINC39872163	COc1cc(C2c3c(oc4ccccc4c3=O)C(=O)N2c2ccc(OC)c(Cl)c2)ccc1O
ZINC40044521	CCOc1cc(C2c3c(oc4c(C)cc(C)cc4c3=O)C(=O)N2c2ccc(C)cn2)ccc1O
ZINC40170520	Cc1cc(C)c2c(c1)c(C)cc1nnc(SC(C)C(=O)c3ccc4c(c3)NC(=O)CO4)n12
ZINC40815128	Cc1ccc(S(=O)(=O)N/N=C2\CCCc3oc(C(=O)N4CCCCC4C)c(C)c32)cc1
ZINC40923372	CC1(C)CC(=O)C2=C(C1)Nc1nnnn1C2c1ccccc1OCc1ccc(Cl)cc1
ZINC18068119	COc1cc(C2C3C(=O)N(c4ccc(C)cc4)C(=O)C3ON2c2ccc(Cl)cc2)ccc1O
ZINC64986552	O=C1Nc2ccccc2Oc2cc(Oc3ccc(Cl)cc3)c(S(=O)(=O)N3CCCC3)cc21
ZINC64986798	CCN(C)S(=O)(=O)c1cc2c(cc1N1CCCCCC1)Oc1ccc(C)cc1NC2=O
ZINC04532800	CC(CCCC(N)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
ZINC00668936	CCC(C)(C)C1CCc2c(sc(NC(=O)C3CC3c3ccccc3)c2C(N)=O)C1
ZINC05813194	OC1c2ccccc2C2(O)C1C(c1ccccc1)C(c1ccccc1)C2(O)c1ccccc1
ZINC05813198	OC1c2ccccc2C2(O)C1C(c1ccccc1)C(c1ccccc1)C2(O)c1ccccc1
ZINC06505788	N#Cc1c(Nc2cccc(F)c2)sc(C(=O)C23CC4CC(CC(C4)C2)C3)c1N
ZINC00695830	CCC(Nc1cccc(Br)c1)C(=O)N/N=C/c1c[nH]c2ccccc12
ZINC04262322	Oc1ccc(C(O)(c2ccccc2)c2ccc(O)c3ccccc23)c2ccccc12
ZINC00661907	CCC1CCc2nc3sc(C(=O)Nc4cc(Cl)cc(Cl)c4)c(N)c3cc2C1
ZINC13638297	O=C(CCc1ccccc1)Nc1ccc2c(c1)C1C=CCC1C(c1ccc(O)cc1)N2
ZINC13640281	Oc1ccc(C2Nc3ccc(OCCCc4ccccc4)cc3C3C=CCC32)c(O)c1
ZINC14467923	CC(C)C(=O)Nc1ccc2c(c1)C1C=CCC1C(c1cc(Cl)cc(Cl)c1O)N2
ZINC14548277	CC(C)C(=O)Nc1ccc2c(c1)C1C=CCC1C(c1c(O)ccc3ccccc13)N2
ZINC14548310	CC(C)(C)NC(=O)c1ccc2c(c1)C1C=CCC1C(c1c(O)ccc3ccccc13)N2
ZINC16953157	OC1c2ccccc2C2(O)C1C(c1ccccc1)C(c1ccccc1)C2(O)c1ccccc1
ZINC16953558	O/N=C1C(=C/c2ccc(Cl)cc2)/CCCC/1C(NO)c1ccc(Cl)cc1
ZINC17082595	CCCC1CCc2c(sc(NC(=O)/C=C/c3cccc(Cl)c3)c2C(N)=O)C1
ZINC20679659	Cc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(O)cc2)N3)c(C)c1
ZINC20752268	CC(C)C(=O)Nc1ccc2c(c1)C1C=CCC1C(c1c(O)ccc3ccccc13)N2
ZINC20879814	O=c1[nH]c2ccc(NCc3cc(Cl)ccc3OCc3ccc(Cl)cc3)cc2[nH]1
ZINC21220734	CCCOc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccccc2O)cc1
ZINC21225253	CN(C)c1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccccc2O)cc1
ZINC21247577	COc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(Cl)cc2)C3)ccc1O
ZINC06404623	Cc1ccc(-c2csc(C3C(=[NH2+])NC([S-])=C(C#N)C34CCCCC4)c2)cc1
ZINC23283598	Oc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1NC1C2CC3CC(C2)CC1C3
ZINC23486125	Nc1c(Cl)c(Cl)nc(C(=O)N/N=C/c2cccc3ccccc23)c1Cl
ZINC24204162	Oc1ccc(C2NCC(c3ccc(Cl)cc3Cl)c3c2[nH]c2ccccc32)cc1
ZINC25988848	C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O
ZINC25990590	C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O
ZINC27204289	C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O
ZINC27644174	C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O
ZINC39205096	c1ccc(C2NNC(SCc3c[nH]c4ccccc34)N2c2ccccc2)cc1
ZINC39503378	Oc1ccccc1C1CCC2(C1)CC(c1ccccc1O)CN2c1ccccc1O
ZINC34171097	CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C
ZINC36371724	CC(C)CCCC(C)C1CCC2C3C/C(=N\O)C4(O)CC(O)CCC4(C)C3CCC12C
ZINC37540391	C=C1CCC(O)C/C1=C/C(O)C1(O)CCCC2(C)C(C(C)/C=C/C(C)C(C)C)CCC21
ZINC40723020	Nc1c(NN(c2ccccc2)c2ccccc2)ncnc1Sc1ccc(Cl)cc1
ZINC43726746	CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C
ZINC43758248	CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C
ZINC43919175	CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C
ZINC44122868	CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C
ZINC48524209	Oc1ccccc1/C=[NH+]/CCNc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
ZINC04543536	C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O
ZINC04545439	CCC1CCc2c(sc3c2C(O)=NC(c2cc(Br)ccc2O)N3)C1
ZINC04553448	CCOc1cc(C2N=C(O)c3c(sc4c3CCC(C(C)(C)CC)C4)N2)ccc1O
ZINC04553456	CCC(C)(C)C1CCc2c(sc3c2C(O)=NC(c2ccc(C)cc2O)N3)C1
ZINC57316917	CC[NH+](CC)c1ccc(C2C3CCCCC3(O)CC[NH+]2Cc2ccccc2Cl)cc1
ZINC59105690	O=C1N/C(=N/c2ccc(F)cc2)S/C1=C/c1cc(Br)c(O)cc1O
ZINC59116531	Oc1c(Cl)cc(Cl)cc1C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12
ZINC59471597	O=C(N/N=C/c1ccccc1O)c1ccc(C2Nc3ccccc3C3C=CCC32)cc1
ZINC08997144	CC[NH+](CC)c1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccccc2)cc1
ZINC00644104	N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1ccccc1OCc1ccccc1Cl
ZINC04282364	O=C(CNC(=O)c1cccc2ccccc12)N/N=C/c1cccc2ccccc12
ZINC01027678	Cc1ccc(C)n1-c1sc2c(c1C(=O)NNC(=O)c1ccccc1)CCCC2
ZINC00720272	CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1ccc(Cl)c(Cl)c1
ZINC01472227	CCCc1nn(-c2ccccc2)c2c1C(c1c(F)cccc1Cl)C(C#N)=C(N)O2
ZINC01414015	Cc1c(C(=O)NC(=S)Nc2ccc(Br)cn2)oc2ccccc12
ZINC02266358	CCOC(=O)c1sc2nc(-c3ccccc3)c3c(c2c1N)CC(C)(C)OC3
ZINC04742838	O=C(CN1C(=O)c2ccccc2C1c1c[nH]c2ccccc12)NC1CCCCC1
ZINC04994420	N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1ccccc1OCc1ccc(Cl)cc1
ZINC03535035	Cc1ccc(-n2c(SCC(N)=O)nc3sc4c(c3c2=O)CCCC4)cc1C
ZINC05746425	Cc1ccc(S(=O)(=O)NNC(=O)c2cc3c(s2)-c2ccccc2CC3)cc1
ZINC06643714	CC(OC(=O)c1cc(Br)ccc1O)C(=O)NC1CCCCC1C
ZINC06771860	Cn1c(C(=O)NCC2(c3ccccc3)CCCC2)cc2c(=O)[nH]c3ccccc3c21
ZINC16811795	NC(=O)c1ccc(CSc2nc3ccccc3c3nc4ccccc4n23)cc1
ZINC17960748	Cc1cc(C)c(NC(=O)CNC(=O)C2c3ccccc3Oc3ccccc32)c(C)c1
ZINC21882469	Cc1ccc(NC(=O)CCc2nc3sc4c(c3c(=O)[nH]2)CCCCC4)cc1C
ZINC05868803	CCCCSc1nc2c(c(=O)[nH]1)C(c1ccccc1)C1=C(CCCC1=O)N2
ZINC05868803	CCCCSc1nc(=O)c2c([nH]1)NC1=C(C(=O)CCC1)C2c1ccccc1
ZINC13285550	CO/C([O-])=C1\C(C)=NC2=C(C(=O)CC(c3ccccc3)C2)C1c1ccc(O)cc1
ZINC13285550	COC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccccc3)C2)C1c1ccc(O)cc1
ZINC33119330	CC(NC(=O)C1(c2ccc(Cl)cc2)CCCC1)c1ccc2c(c1)NC(=O)CO2
ZINC35592605	COc1cc(C)c(Br)cc1S(=O)(=O)Nc1cc(Cl)ccc1O
ZINC05035409	O=C(Nc1ccccc1F)c1oc2ccccc2c1NC(=O)c1c(F)cccc1F
ZINC36272615	CC1CN(Cc2c(-c3ccc(C(C)C)cc3)nc3ccc(N)cn23)CC(C)O1
ZINC38677954	N#CC1=C(N)Oc2cc(OC(=O)c3cccs3)ccc2C1c1cccc(F)c1
ZINC39969132	CC1=C2C(N=N1)OC(N)=C(C#N)C2c1cc(CSc2ccc(Cl)cc2)cs1
ZINC40104184	O=C(Nc1ccccc1N1CCCC1=O)NC(c1cccs1)C1CCCC1
ZINC44451623	O=C(Nc1nc2c(s1)C(=O)CCC2)NC(c1ccccc1)c1ccccc1
ZINC44453022	CC(C)=NNC(=O)c1c(NC(=O)c2ccccc2F)sc2c1CCCCC2
ZINC49472205	Cc1c(C)c2ccc(NC(=O)CSc3nc4ccccc4s3)cc2[nH]c1=O
ZINC05509171	CCCC(C)n1nc(O)c2c1NC(=O)CSC2c1ccc(Br)cc1
ZINC05509171	CCCC(C)n1[nH]c(=O)c2c1N=C(O)CSC2c1ccc(Br)cc1
ZINC01469508	C/C(=N\NC(=O)CCn1c2c(c3ccccc31)CCCC2)c1ccccc1O
ZINC06752962	CCCN1C(=O)c2n[nH]c(-c3ccccc3O)c2C1c1ccc(SC)cc1
ZINC06752962	CCCN1C(=O)c2[nH]nc(-c3ccccc3O)c2C1c1ccc(SC)cc1
ZINC51711922	Cc1ccc(C(=O)NC2CCN(C(=O)NC(C)c3ccc(C)s3)CC2)s1
ZINC53341045	CC(C)(C)c1ccc(C2CCCN2C(=O)CSc2nnc(N)s2)cc1
ZINC53851087	CC(C)NC(=O)Cc1nc2cc(-c3ccc(Cl)cc3Cl)sc2c(=O)[nH]1
ZINC55493361	CCc1c(C)sc2nc(CC(=O)Nc3cc(Cl)cc(Cl)c3)[nH]c(=O)c12
ZINC00865924	CC(C)(C)NC(=O)c1nn2c(c1Cl)NC(c1cccs1)CC2C(F)(F)F
ZINC04944269	C=CCSc1nc2c(c(=O)[nH]1)C(c1c(Cl)cccc1Cl)CC(=O)N2
ZINC44774357	O=C(NNC(=O)C1CC=CCC1c1nc2ccccc2s1)c1ccccc1Cl
ZINC59307793	CN(c1ccc(NC(=O)C2CC(=O)Nc3ccccc32)cc1F)C1CCCCC1
ZINC14461494	CC[NH+](CC)c1ccc(C2Nc3c(ccc([N+](=O)[O-])c3C)C3C=CCC32)cc1
ZINC15769729	NC(=O)C1C(c2ccccc2)C(C(=O)c2ccco2)C2c3ccccc3C=CN12
ZINC62027307	COc1ccc(CCC(=O)Nc2ccc3c(c2)C2(CCCCC2)C(=O)N3)cc1
ZINC58008921	CCn1c2ccccc2c2cc(NC(=O)CC3C(=O)Nc4ccccc43)ccc21
ZINC63161564	CN(C(=O)Nc1cc(C(F)(F)F)c[nH]c1=O)C1CCC(c2ccccc2)CC1
ZINC66604324	CC1CC(CC(=O)NC2CCN(C(=O)Nc3ccccc3)CC2)CC(C)(C)C1
ZINC66606842	O=C(NNc1ccc(F)cc1)C1CC2CCCCC2N1C(=O)c1ccccc1
ZINC66978290	CC1CC(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c2ccccc21
ZINC67082683	Cc1[nH]c2ccccc2c1CCNC(=O)N1CCOC(c2ccc(F)c(F)c2)C1
ZINC67102152	Cc1ccsc1C(=O)NNC(=O)N(C)Cc1ccccc1-c1ccccc1
ZINC32512453	CC(Nc1ccc(Br)cc1)C(=O)Nc1ccc2c(c1)OCCO2
ZINC00710631	COc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccccc2)C3)cc(Br)c1OC
ZINC08825975	O=C(CSc1ccccc1C(=O)Nc1nc2c(s1)CCCC2)NC12CC3CC(CC(C3)C1)C2
ZINC09041185	Cc1sc2nc(SCC(=O)Nc3ccccc3Br)[nH]c(=O)c2c1-c1ccccc1
ZINC10003494	CCn1c2ccccc2c2cc(SCC(NC(C)=O)C(=O)NC34CC5CC(CC(C5)C3)C4)ccc21
ZINC12599889	O=C(COC(=O)c1cc(Br)cc(Br)c1O)NC12CC3CC(CC(C3)C1)C2
ZINC13643902	Cc1cc(C)cc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(N(C)C)cc2)N3)c1
ZINC13646720	CCOC(=O)c1c(NC(=S)NC(=O)/C=C\c2ccc(Br)cc2)sc2c1CCCC2
ZINC02727716	COC(=O)C1=C(C)OC(N)=C(C#N)C1c1cc(CSc2ccc(Br)cc2)c(C)cc1C
ZINC14461622	CCN(CC)c1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(C)cc4C)cc3C3C=CCC32)cc1
ZINC14461754	CCN(CC)c1ccc(C2Nc3ccc(S(=O)(=O)NCc4ccccc4)cc3C3C=CCC32)cc1
ZINC14461756	CCN(CC)c1ccc(C2Nc3ccc(S(=O)(=O)NCc4ccccc4)cc3C3C=CCC32)cc1
ZINC14461758	CCN(CC)c1ccc(C2Nc3ccc(S(=O)(=O)NCc4ccccc4)cc3C3C=CCC32)cc1
ZINC14467385	C=CCN(CC=C)S(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(Cl)cc(Cl)c1O)N2
ZINC14467387	C=CCN(CC=C)S(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(Cl)cc(Cl)c1O)N2
ZINC14832218	CCC(C)c1ccc(OCC(=O)NNC(=O)c2ccc(Cl)cc2Cl)c(Br)c1
ZINC15932181	CC1(C)CC(=O)C2=C(C1)Nc1ccccc1N(C(=S)Nc1ccc(Cl)cc1)C2c1ccco1
ZINC16161855	CCOc1cc(OCC)c(/C=C2\SC(Nc3ccc(CC)cc3)NC2=O)cc1Br
ZINC16161930	CCOc1cc(OCC)c(/C=C2/SC(Nc3ccc(CC)cc3)NC2=O)cc1Br
ZINC16856016	Cc1ccc(C)c(CCS(=O)CCc2c(O)nc(C)nc2/C=C/c2c(O)ccc3ccccc23)c1
ZINC17083997	CC(C)c1ccc(OCC(=O)O/N=C(\N)Cc2ccc(Cl)cc2Cl)c(Br)c1
ZINC02278473	O=C(Cc1ccccc1)N1NC(c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)=CC1c1ccccc1
ZINC19241252	O=C(CSc1nnc(Nc2cccc(F)c2)s1)NC(c1ccc(F)cc1)c1cccs1
ZINC20347671	CC(C)c1ccc(C2C(C#N)=C(SCC(=O)Nc3ccc(F)cc3)NC3=C2C(=O)CCC3)cc1
ZINC21218871	CCOc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2cc(F)ccc2F)cc1OC
ZINC21233451	COc1ccc(OC)c(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccccc2C(F)(F)F)c1
ZINC21241760	CCCOc1ccc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(OC(C)C)cc2)C3)cc1
