ZINC06244154	N#CCCSc1nncc2ccccc12
ZINC35704605	COCCN/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OCc3ccccc3)C(c3ccc(C(C)C)cc3)N12
ZINC35704615	CC1=C(C(=O)OCc2ccccc2)C(c2ccc(C(C)C)cc2)N2C(/C=C(\[O-])NCC3CC3)=CSC2=N1
ZINC35704707	CCN(CC)C(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N(C)CC)N2C1c1cccc(OCc2ccccc2)c1
ZINC36050444	CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC(C(=O)OCC)C3)N2C1c1ccc(C)cc1C
ZINC36050460	CC1=C(C(=O)OC(C)C)C(c2ccccc2Cl)N2C(/C=C(\[O-])NCCc3ccccn3)=CSC2=N1
ZINC36052840	CCOC(=O)C1CCCN(/C([O-])=C/C2=CSC3=NC(CC)=C(C(=O)OC)C(c4cccc(C)c4)N23)C1
ZINC36052879	CCOC(=O)C1CCCN(/C([O-])=C/C2=CSC3=NC(CC)=C(C(=O)OC)C(c4ccc(C)cc4)N23)C1
ZINC36052975	CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2)N2C(/C=C(\[O-])NCC3CCCO3)=CSC2=N1
ZINC36053159	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccc4c(c3)OCO4)N2C1c1cccc(C)c1
ZINC36053242	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccc(F)cc3)N2C1c1ccc(C(C)C)cc1
ZINC36053541	COC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccc4c(c3)OCO4)N2C1c1ccc(C(C)C)cc1
ZINC36058677	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC3)N2C1c1cccc(OCc2ccccc2)c1
ZINC36061202	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N(C)Cc3ccccc3)N2C1c1ccc(C)cc1C
ZINC36061420	COc1ccccc1C1C(C(=O)OC(C)(C)C)=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccccc3)N21
ZINC36065036	CC1=C(C(=O)OC(C)C)C(c2cccc(OCc3ccccc3)c2)N2C(/C=C(\[O-])NC(C)C)=CSC2=N1
ZINC36065038	CCC(C)N/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OC(C)C)C(c3cccc(OCc4ccccc4)c3)N12
ZINC36065057	COc1ccccc1C1C(C(=O)OC(C)C)=C(C(F)(F)F)N=C2SC=C(/C=C(\[O-])NCC3CC3)N21
ZINC36071762	CC1=C(C(=O)OC(C)C)C(c2ccc(C(C)C)cc2)N2C(/C=C(\[O-])NC(C)c3ccccc3)=CSC2=N1
ZINC36484278	O=C(NC1CCCCC1)C(C1CCCCC1)N(C(=O)c1cc([N+](=O)[O-])ccc1[O-])c1cccc(Cl)c1
ZINC36544674	O=C(NC1CCCCC1)C(c1ccco1)N(C(=O)c1cc([N+](=O)[O-])ccc1[O-])c1ccccc1Cl
ZINC36570124	CCCCNC(=O)C(C(c1ccccc1)c1ccccc1)N(CCC)C(=O)c1cc([N+](=O)[O-])ccc1[O-]
ZINC39998034	CCCSc1nnc(/N=C([O-])/C(C#N)=C/c2cn(-c3ccccc3)nc2-c2ccc(C)c(F)c2)s1
ZINC40003192	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SCCC)s3)C2c2ccc(C)cc2)cc1
ZINC40027493	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CC=C)C2c2ccc(OCCCC)c(OCC)c2)cc1C
ZINC40029611	C=CCN1C(=O)C([O-])=C(C(=O)c2cccc(OCCC)c2)C1c1ccc(OCCCCCC)c(OC)c1
ZINC40029644	C=CCN1C(=O)C([O-])=C(C(=O)c2cccc(OCCCC)c2)C1c1ccc(OCCCCC)c(OC)c1
ZINC40083427	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCCC)C2c2ccc(OCCCC)c(OCC)c2)c(C)c1
ZINC40401161	CC(C)CN/C([O-])=C/C1=CSC2=NC(C(F)(F)F)=C(C(=O)OC(C)C)C(c3ccc(C(C)C)cc3)N12
ZINC43919284	CC(C)CCCC(C)C1CCC2C3CC=C4CC(OC(=O)c5ccccc5C(=O)[O-])CCC4(C)C3CCC12C
ZINC44323722	Cc1c(N2CCCCC2)ccc(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c1Cl
ZINC44323826	O=C(NC(Cc1cc(Cl)c(N2CCCC2)c(Cl)c1)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC22507018	C/C(CC(C)(C)C1CCCCC1)=N/[N-]C1=NC(=O)C(CC(=O)Nc2ccc(/N=N/c3ccccc3)cc2)S1
ZINC02708212	CCOC(=O)c1c(NC(=O)/C=C/c2ccco2)sc2c1CCC(CC)C2
ZINC04481962	COc1cccc(/C=N/Nc2snc(SCc3ccccc3)c2C#N)c1
ZINC05261760	Cc1ccc(Nc2nc(CSc3nnc(C4CC4)n3C3CC3)cs2)cc1
ZINC05453248	CC1CCCCC1NC(=O)COC(=O)COc1cccc(Br)c1
ZINC05643186	CC(C)C(NC(=O)CN(c1cccc2ccccc12)S(C)(=O)=O)C(C)C
ZINC07429224	CCOc1ccc(OCc2ccc(C(=O)N/N=C3\CC4C=CCC34)cc2)cc1
ZINC07552267	CC(=O)c1c(C)[nH]c(C(=O)C(C)OC(=O)/C=C/c2cccc(Cl)c2)c1C
ZINC12597272	Cc1ccccc1Nc1nc(CSc2nnc(C3CC3)n2C2CC2)cs1
ZINC12923586	CCOc1ccccc1NC(=O)c1sc(COc2ccc(C)cc2)nc1C
ZINC06723614	CCNC(=O)N(Cc1nccn1Cc1ccc(Cl)c(Cl)c1)CC1CC1
ZINC11490213	COCCn1c(SC(C)C(=O)NC2CCCCC2C)nc2ccccc21
ZINC14831204	CC(C)CCNC(=O)/C=C/c1ccc(S(=O)(=O)N2CCCCCC2)cc1
ZINC15307784	Cc1ccc(C(=O)NC(C)CCC(C)C)cc1S(=O)(=O)N1CCCCC1
ZINC16575554	CC(C)OCCCNc1cnn(C23CC4CC(CC(C4)C2)C3)c(=O)c1Cl
ZINC17270859	CCCCOc1ccc(C(=O)Nc2ccc3c(c2)CCCN3C(=O)CC)cc1
ZINC02055114	CCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1ccccc1OCC
ZINC21053474	CCCC(C)NC(=O)/C=C/c1ccc(S(=O)(=O)N2CCCCCC2)cc1
ZINC21858645	CCCCN1C(=O)c2cc3ccccc3n2CC1(C)C(=O)NCCC(C)C
ZINC23178572	CCCc1ccc(NC(=O)c2cccnc2SCc2c(C)noc2C)cc1
ZINC24346081	CC(O/N=C/c1ccc(OC(F)F)cc1)C(=O)Nc1ccc2c(c1)CCC2
ZINC25161418	Cc1ccc(-c2nnc(CCC(=O)NC(c3ccc(C)cc3)C3CC3)o2)cc1
ZINC25195383	Cc1ccccc1-n1cnnc1SC(C)C(=O)NCC(C)c1ccccc1
ZINC25195389	Cc1ccccc1-n1cnnc1SC(C)C(=O)NCC(C)c1ccccc1
ZINC35008367	CCC(C(=O)N(CC)C(CC)c1nc2ccccc2c(=O)[nH]1)c1ccccc1
ZINC35622378	CCCc1nn(-c2cccc(Cl)c2)c(CC)c1C(=O)NCC1CCCO1
ZINC36506916	CCC(=O)N(Cc1ccco1)C(C(=O)NC(C)(C)C)c1ccc(C)cc1C
ZINC36599457	CC(C)=CC(=O)N(Cc1ccc(C)o1)C(C(=O)NC(C)(C)C)c1ccccc1
ZINC36703685	CCCC(C)NC(=O)/C=C/c1csc(N(C(C)=O)c2ccccc2F)n1
ZINC40274765	CC(C)C(=O)NCc1nc2ccccc2n1CCOc1ccccc1Cl
ZINC40643991	COc1ccc(C(CC(=O)NCc2ccc3c(c2)OCO3)C2CC2)cc1C
ZINC40889658	Cc1ccc(OCCCC(=O)Nc2nnc(C3CCCCC3)s2)c(C)c1
ZINC41090341	CCc1cc2c(NCCCN3CCOCC3)nc(-c3ccccc3)nc2s1
ZINC48290610	CCOc1ccc2cc(C(=O)N(Cc3ccc(C4CC4C)o3)C3CC3)[nH]c2c1
ZINC06690795	CC(C)NC(=O)N(Cc1nccn1Cc1cccc(C(F)(F)F)c1)C(C)C
ZINC53558716	CCOC(=O)C1CCN(C(=O)NCCSc2ccc(Cl)cc2)CC1
ZINC54541100	COc1ccccc1C(C)NC(=O)N(Cc1ccccc1)CC1CCCO1
ZINC56896850	CC(COc1ccc(F)cc1F)NC(=O)N(C)Cc1ccc(N(C)C)cc1
ZINC07111289	CCN(CC)C(=O)C(Sc1nc(-c2cccs2)n[nH]1)c1ccccc1
ZINC26618215	CCCNc1nnc(SC(C(=O)N2CCCCC2)c2ccccc2)s1
ZINC08047783	CCCCOc1ccc(CN2C(=O)C(NC(C)=O)c3cc(C)cc(C)c32)cc1
ZINC59278046	COc1ccc(CNC(=O)N(Cc2ccccc2F)CC2CCCO2)cc1
ZINC51745450	C/C=C/COC(=O)Cc1ccc(NC(=O)c2ccc(Br)o2)cc1
ZINC62628183	CC(NC(=O)C1CCCCC1)C(=O)OCc1cnc(-c2ccccc2)s1
ZINC64056621	CCCn1c(SCC2=NC(c3ccc(C(C)C)cc3)SC2)n[nH]c1=O
ZINC46012223	CCc1ccc(N2CCC(C(=O)NCc3ccc(OC(C)C)cc3)C2=O)cc1
ZINC66129741	CCCCN1C(=O)c2ccccc2NC1c1ccc(OCC2CCCO2)cc1
ZINC66175382	CC(C)N(Cc1ccc(C#N)cc1)C(=O)NCc1ccc(OC(F)F)cc1
ZINC66239219	Cc1ccc(OCC(O)CSc2nnc(C)n2C2CCCCC2)c(C)c1
ZINC67453390	O=C(CSCc1nc(Cc2cccc(Cl)c2)no1)NC1CCCCC1
ZINC67617293	COc1ccccc1CN(CC1CCCO1)C(=O)NC1CC1c1ccccc1
ZINC04403842	CC(C)c1ccc2c(c1)CCC1C(C)(COCCC#N)CCCC21C
ZINC02849133	C#CCOc1ccc2ccccc2c1/C=C(\C#N)c1ccc(Cl)cc1
ZINC04774712	FC(F)(F)c1ccccc1/N=C/c1c2ccccc2cc2ccccc12
ZINC04973285	C(=C1/CC(c2ccccc2)(c2ccccc2)N=N1)\c1ccccc1
ZINC05518838	CC1=C(/C=C\C(C)=C/c2cc(C)cc(=O)o2)C(C)(C)CCC1
ZINC05601339	C=C(C)CCOC(c1ccccc1)(c1ccccc1)c1ccccc1
ZINC05719496	CCn1c(-c2ccc(C)cc2)cs/c1=N\c1ccc(C)cc1
ZINC05799848	Clc1ccccc1/N=C/N(Cc1ccccc1)c1ccccc1
ZINC06379681	CCCCC(C#N)(c1ccccc1)C(c1ccccc1)c1ccccc1
ZINC00309093	N#C/C(=C\c1ccc(-c2cccc(F)c2)o1)c1ccc(Cl)cc1
ZINC12489879	CC1=CC(C)C2COC(c3ccccc3OCc3ccccc3)C1C2C
ZINC13404280	CC1CCC(C(C)C)C(OC(=O)C2(C)CCC(C)C2(C)C)C1
ZINC13511495	O=C1CCCCC1C(c1ccccc1)C1CCCN(c2ccccc2)C1
ZINC13547114	Cc1ccc(COc2cccc(C(=S)N3CCC(C)CC3)c2)cc1
ZINC16887409	C=C(C)Oc1ccc2c(c1)OC(C)=C/C2=C\c1ccccc1
ZINC20553674	CC(=O)c1ccc(OC2CC(C)CCC2C(C)C)c(F)c1
ZINC20553677	CC(=O)c1ccc(OC2CC(C)CCC2C(C)C)c(F)c1
ZINC21060917	O=Cc1ccccc1N(C1CCCCC1)C1CCCCC1
ZINC32142289	Cc1cc(C)c(OC(CCCl)c2ccccc2)cc1C
ZINC32142301	CCc1ccccc1OC(CCCl)c1ccc(C)cc1
ZINC32158639	CC(C)c1cccc(OC(CCCl)c2cccs2)c1
ZINC32187620	Cc1cccc(OC(CCCl)c2ccc(C(C)C)cc2)c1
ZINC05328900	CN1CC(Cc2ccccc2)/C(=N\c2ccccc2)c2ccccc21
ZINC35662251	O=Cc1cc(Cl)cc(Cl)c1OCc1ccc(Cl)c(Cl)c1
ZINC36749753	CC(C)(C)c1ccc2oc(C(Cl)c3ccccc3)nc2c1
ZINC36858467	CC(=O)c1ccc(OC2CC(C)CCC2C(C)C)c(F)c1
ZINC37148143	CCc1ccc(OC2CC(C(C)(C)C)CCC2C#N)cc1
ZINC37148144	CCc1ccc(OC2CC(C(C)(C)C)CCC2C#N)cc1
ZINC37148267	CCC(C)(C)C1CCC(C#N)C(Oc2ccc(Br)cc2)C1
ZINC37148359	CCC(C)(C)c1ccc(OC2CC(C)CCC2C#N)cc1
ZINC37148402	Cc1ccc(OC2CC(C(C)(C)C)CCC2C#N)cc1C
ZINC37148405	Cc1ccc(OC2CC(C(C)(C)C)CCC2C#N)cc1C
ZINC37148431	Cc1cc(C)cc(OC2CC(C(C)(C)C)CCC2C#N)c1
ZINC37149517	CCCC1CCC(C#N)C(Oc2ccccc2C(C)C)C1
ZINC37153566	CCc1ccccc1OC1CC(C(C)(C)C)CCC1C#N
ZINC37153717	CCc1cc(OC2CC(CC)CCC2C#N)ccc1Cl
ZINC37311677	Cc1cc(CBr)cc(C)c1OCc1ccc(Cl)s1
ZINC41440112	COc1ccc(C(C)(C)C)cc1C(CCl)CC(C)C
ZINC57608644	Cc1cc(C)cc(OC(C#N)CCc2ccc(C)cc2C)c1
ZINC57608763	Cc1cccc(CCC(C#N)Oc2c(C)ccc(C)c2C)c1
ZINC57608776	Cc1cccc(CCC(C#N)Oc2cc(C)c(C)cc2C)c1
ZINC57684967	Cc1ccc(C(C#N)CCOc2cc(C)c(C)cc2C)cc1
ZINC57724609	CC(C)(C)c1ccc(C(C#N)Cc2c(Cl)cccc2Cl)cc1
ZINC57743204	N#CC(Cc1ccc(Cl)c(Cl)c1)c1cccc(Cl)c1
ZINC57746375	CC(c1ccccc1)C(C#N)c1ccc(Cl)c(Cl)c1
ZINC03896889	C(=N/c1ccc(CC23CC4CC(CC(C4)C2)C3)cc1)\c1ccccc1
ZINC06223071	Fc1cccc(Cl)c1/C=N/N(Cc1ccccc1)c1ccccc1
ZINC59457231	Cc1cc(C)c(/N=C/c2ccccc2OCc2ccccc2)c(C)c1
ZINC05548975	Cc1ccccc1/C=N/c1ccc(Oc2ccccc2)cc1
ZINC62341086	CCN(Cc1ccccc1)CC(Cl)c1ccc(C(C)C)cc1
ZINC02030435	CCCCCc1ccc(-c2ccc(-c3ccc(C#N)cc3)nc2)cc1
ZINC00985292	c1ccc(SCCc2ccc3cc(-c4ccccc4)cn3c2)cc1
ZINC04507071	CCCCC(CC)C(=O)N1CCSC1c1ccc(C(C)(C)C)cc1
ZINC05003299	Brc1ccc(/C=N/N(c2ccccc2)c2ccccc2)cc1
ZINC05170721	CCCCCC1CCC(c2ccc(-c3ccc(C#N)cc3)cc2)C1
ZINC05170730	CCCCCC1CCC(c2ccc(-c3ccc(C#N)cc3)cc2)C1
ZINC05196188	CC(C)(C)c1ccc(OCCSc2nc3ccccc3s2)cc1
ZINC05376088	C(\CCC1CCCCC1)=N/N(Cc1ccccc1)c1ccccc1
ZINC01935795	CCCCCCSc1ncnc2scc(-c3ccc(C)cc3)c12
ZINC05545395	CC(C)c1ccc(Cn2c(/C=C/c3ccccc3)nc3ccccc32)cc1
ZINC05545705	CCCCc1nc2ccccc2n1Cc1c(C)c(C)cc(C)c1C
ZINC01640686	C=CCC1(C)CCCCCCCCCC(C)(CC=C)C1=O
ZINC13303430	CC(=O)CC/C=C(\C)CCC1C(C)=CCC2C(C)(C)CCCC12C
ZINC16939401	CCCC(=O)C1C(c2ccccc2)CC(=O)C(CC)C1c1ccccc1
ZINC32142278	CC(C)c1ccc(OC(CCCl)c2ccccc2)cc1
ZINC33680390	CC(C)=CCC1(C)OC(c2ccc(C)cc2)C2CC1CC=C2C
ZINC35097214	CCCCCN(CC1CC2C=CC1C2)C(=O)c1cccc2ccccc12
ZINC37155825	Cc1ccc(C)c(SC2CC(C(C)(C)C)CCC2C#N)c1
ZINC37296372	CC(C)(C)CC(C)(C)c1ccc(OCCCBr)cc1
ZINC04587567	CC(=O)CC/C=C(\C)CCC1C(C)=CCC2C(C)(C)CCCC12C
ZINC38656226	C/C(=N\CC1(C)CC(/N=C(\C)C(C)(C)C)CC(C)(C)C1)C(C)(C)C
ZINC36716615	Fc1ccccc1CSc1ccc(-c2ccc3ccccc3c2)nn1
ZINC40945401	Cc1ccc(SCC(=O)N(C2CCCCC2)C2CCCCC2)cc1
ZINC41466402	Cc1cccc(-c2ccc(C(C#N)C3CCCC3)cc2)c1C
ZINC43256371	CCCCCCn1c(-c2cccc3ccccc23)nc2ccccc21
ZINC43301922	O=S1(=O)CCC(C(Cl)c2ccc(SC(F)(F)F)cc2)C1
ZINC43736964	CC(C)=CC/C=C1/CC(C)C2COC(c3ccccc3)C1C2
ZINC49793988	CC(C)CC(CBr)c1ccc2c(c1)CCCC2
ZINC49794096	CCC(C)c1ccc(C(CBr)CC(C)C)cc1
ZINC57608344	CCc1ccc(CCC(C#N)Oc2cccc(CC)c2)cc1
ZINC57652606	Cc1ccccc1OC(C#N)CCc1ccc(C(C)(C)C)cc1
ZINC57652608	Cc1cccc(OC(C#N)CCc2ccc(C(C)(C)C)cc2)c1
ZINC57652615	CCc1ccc(OC(C#N)CCc2ccc(C(C)C)cc2)cc1
ZINC57652619	Cc1ccc(C)c(CCC(C#N)Oc2ccccc2C(C)C)c1
ZINC57652653	Cc1cc(C)cc(CCC(C#N)Oc2ccc(C(C)C)cc2)c1
ZINC57652663	Cc1cccc(CCC(C#N)Oc2cccc(C(C)(C)C)c2)c1
ZINC57652673	Cc1ccc(CCC(C#N)Oc2ccc(C(C)(C)C)cc2)cc1
ZINC57652685	Cc1cc(C)cc(OC(C#N)CCc2ccc(C(C)C)cc2)c1
ZINC57655690	CC(C)(C)c1ccc(OC(C#N)CCc2ccccc2F)cc1
ZINC57684553	CC(C)(C)c1ccc(OCCCC(C#N)c2ccccc2)cc1
ZINC57685873	Cc1ccc(OCCCCC(C#N)c2cccc(Cl)c2)cc1
ZINC57687293	Cc1ccccc1OCCCC(C#N)c1ccc(C(C)C)cc1
ZINC57687332	Cc1ccc(C)c(OCCC(C#N)c2ccc(C(C)C)cc2)c1
ZINC57687408	Cc1ccccc1OCCC(C#N)c1ccc(C(C)(C)C)cc1
ZINC57687441	CC(C)(C)c1ccc(OCCC(C)(C#N)c2ccccc2)cc1
ZINC06826426	CC(C)(C)c1ccc(SCC2CC2(Cl)Cl)cc1
ZINC06240521	Fc1cccc(Cl)c1/C=N/N(c1ccccc1)c1ccccc1
ZINC59426953	Cc1cc(C)cc(-n2c(C)cc(/C=N/c3ccc4ccccc4c3)c2C)c1
ZINC59508273	Clc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1Cl
ZINC62348495	CCC(C)c1ccc(C(Cl)CN(CC)c2ccccc2)cc1
ZINC03849967	CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CCC(=O)C2(C)OC(C)=O)C1
ZINC02701709	CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2Cl)N2C(=O)C(C)SC2=N1
ZINC04588282	CC1CN(c2nc(Cc3ccc(Cl)cc3)ns2)CCN1C(=O)C1CCCC1
ZINC01068159	Cc1c(CC(Cl)(Cl)Cl)c2c(n1-c1ccc([N+](=O)[O-])cc1)CCCC2=O
ZINC02295808	CCSc1nc2sc3c(c2c(=O)n1-c1ccccc1OC)CC(C)(C)OC3
ZINC02415417	CC(Sc1nc(-c2ccccc2)nc2c1COC(C)(C)C2)C(=O)N1CCCCC1
ZINC05182237	Cc1cc(C)c2sc(N3CCN(C(=O)c4ccc(OC(C)C)cc4)CC3)nc2c1
ZINC05182514	Cc1ccc(C)c2sc(N3CCN(C(=O)c4ccc(OC(C)C)cc4)CC3)nc12
ZINC05227436	CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CCC(=O)C2(C)OC(C)=O)C1
ZINC05228188	CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CCC(=O)C2(C)OC(C)=O)C1
ZINC05240012	Cc1ccc2sc(N3CCN(C(=O)c4ccc(OC(C)C)cc4)CC3)nc2c1C
ZINC06755171	CC1CC(N(C(=O)C2CC2)c2ccccc2)c2ccccc2N1C(=O)c1ccco1
ZINC06755172	CC1CC(N(C(=O)C2CC2)c2ccccc2)c2ccccc2N1C(=O)c1ccco1
ZINC06755173	CC1CC(N(C(=O)C2CC2)c2ccccc2)c2ccccc2N1C(=O)c1ccco1
ZINC06776222	CCc1nc(C)nc(N2CCN(C(=O)C3CC3)CC2)c1Cc1cc(C)ccc1C
ZINC07779748	COc1cc2c(cc1OC)CN(c1nc(-c3cccs3)nc3ccccc13)CC2
ZINC03304353	Cc1ccccc1-c1nnc(SCC(=O)N2CC3(C)CC2CC(C)(C)C3)n1C
ZINC03600243	O=C(CSc1nc2sc3c(c2c(=O)n1C1CCCC1)CCCC3)N1CCCCC1
ZINC09958975	Cc1nc2c3ccccc3nn2c(C)c1CCC(=O)N1CCCC1c1ccccc1
ZINC10187708	Cc1c(Cl)ccc2sc(N(Cc3ccccn3)C(=O)c3ccc(C#N)cc3)nc12
ZINC11065443	Cc1ccc2nc(N(CC3CCCO3)C(=O)c3nc4ccccc4s3)sc2c1
ZINC11140011	O=C(c1ccc2ncsc2c1)N(CC1CCCO1)c1nc2c(F)cc(F)cc2s1
ZINC11140015	O=C(c1ccc2ncsc2c1)N(CC1CCCO1)c1nc2c(F)cc(F)cc2s1
ZINC12795014	CN(C)C(=O)CSc1nnc(-c2cc3c(s2)CCC(C(C)(C)C)C3)n1C
ZINC06106503	Cc1sc2nc(SCc3cn4cccc(C)c4n3)n(C(C)C)c(=O)c2c1C
ZINC12063418	Cn1/c(=N/C(=O)CCS(=O)(=O)c2ccccc2)sc2ccc(Cl)c(Cl)c21
ZINC14608858	Cc1nc(-n2nc(C)c(Cc3ccccc3)c2C)sc1C(=O)N1CCCCC1C
ZINC14635691	O=C(Cc1csc(-c2ccccn2)n1)/N=c1\sccn1Cc1ccccc1
ZINC16037278	COc1ccccc1C1C(C(=O)c2ccccc2)N2c3ccccc3C=CC2C1(C#N)C#N
ZINC20858874	CCSc1nn2c(=O)cc(CSc3nc4ccccc4s3)nc2s1
ZINC21150597	CC1(C)Cc2c(C#N)c(SCc3ccc(Cl)cc3)nc(N3CCOCC3)c2CO1
ZINC21151717	CC(=O)N1N=C(C(C)Sc2nc3ccccc3s2)OC1c1ccc(C)cc1
ZINC21151720	CC(=O)N1N=C(C(C)Sc2nc3ccccc3s2)OC1c1ccc(C)cc1
ZINC23237096	Cc1ccc(CN2CCN(C(=O)c3noc4c3CC(C(C)(C)C)CC4)CC2)cc1
ZINC12986118	N#CC(c1ccc(F)cc1)N1CCN(C(=O)c2ccc(-c3ccc(Cl)cc3)o2)CC1
ZINC33174737	Cc1ccc(/C=C/C(=O)N2CCN(c3cc(-c4ccc(C)cc4)ncn3)CC2)cc1
ZINC35318984	O=C(C1CC1c1ccccc1)N1CCCC1c1nc(-c2cccc(Cl)c2)no1
ZINC35372745	CCc1nc(C)nc(N2CCCN(C(=O)C3CC3)CC2)c1Cc1ccc(C)cc1
ZINC35865979	CCCc1nc(N2CCN(C(=O)C(C)C)CC2)c2c3c(sc2n1)CC(C)CC3
ZINC35892222	CC(C)CC(=O)N1CCN(c2nc(C3CC3)nc3sc4c(c23)CCCCC4)CC1
ZINC35892576	CCCc1nc(N2CCN(C(=O)C(C)Cl)CC2)c2c3c(sc2n1)CCCCC3
ZINC35957697	O=C(OCc1ccccc1)N1CCCC1c1nc2cc(Br)ccc2o1
ZINC36687159	Cc1cc(C)c2sc(N3CCN(C(=O)C(C)Oc4ccccc4)CC3)nc2c1
ZINC36687362	Cc1ccccc1OCC(=O)N1CCN(c2nc3c(C)c(C)ccc3s2)CC1
ZINC36687380	Cc1c(Cl)ccc2sc(N3CCN(C(=O)COc4ccccc4F)CC3)nc12
ZINC39912897	COCCN1C(=O)c2oc3cc(C)c(Cl)cc3c(=O)c2C1c1ccc(Cl)cc1
ZINC43726633	CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CCC(=O)C2(C)OC(C)=O)C1
ZINC58427844	COC(=O)C1CC2CCCCC2N1Cc1cc2c(cc1Br)OCCO2
ZINC41646749	COc1cccc(/C=C2\Oc3c4c(cc(C)c3C2=O)OCN(Cc2cccs2)C4)c1
ZINC41649416	Cc1cc2c(c3c1C(=O)/C(=C/C=C/c1ccccc1)O3)CN(Cc1ccco1)CO2
ZINC04087495	CCn1c(CNC(=O)C23CC4CC(CC(C4)C2)C3)nnc1SC(C)C
ZINC05123666	Cc1ccc(N2CC(NC(=O)N(CC(C)C)CC(C)C)CC2=O)cc1C
ZINC06113365	COc1ccccc1NC(=O)C(C)OC(=O)c1cc2ccccc2s1
ZINC06694847	Cc1cccc(-n2nc(CC(C)C)c(C(=O)NCC3CCCO3)c2C)c1
ZINC07552109	CCOC(=O)C1=C(C)N(C)C(=S)NC1c1ccccc1OC(F)F
ZINC01172705	CCOC(=O)c1c(NC(=O)/C=C/c2ccco2)sc2c1CC(C)CC2
ZINC09709999	Cc1nc2cc(NC(=O)c3ccc(COCC(F)(F)F)cc3)ccc2o1
ZINC09338926	Cc1ccc2nc(CNc3ccc(OCC(F)(F)F)cc3)cc(=O)n2c1
ZINC15582464	CCSc1nnc(NC(=O)/C=C/c2c(CC)oc3ccccc23)s1
ZINC16742312	CCCSc1nnc(NC(=O)Cc2coc3cc(C)cc(C)c23)s1
ZINC15778839	COc1ccccc1Nc1ncc2c(n1)CCN(CCc1ccccc1)C2
ZINC21688697	Cc1ccc(-n2ccnc2SCC(=O)NC(C)(C#N)C(C)C)c(C)c1
ZINC17316209	CCOC(=O)c1cnc(SCc2ccc(Cl)c(Cl)c2)[nH]c1=O
ZINC35547167	CC(C)CCN1Cc2cc(NC(=O)CC(C)(C)C)ccc2OC(C)C1=O
ZINC06773459	CCc1nn(-c2cccc(Cl)c2)c(CC)c1C(=O)NCC1CCCO1
ZINC13637728	CCOC(=O)c1sc2nc(CSc3ccccc3)[nH]c(=O)c2c1C
ZINC02752222	O=C(NCc1cccnc1)c1ccc(COc2cccc3ccccc23)o1
ZINC36661451	COc1ccccc1OCC(=O)Nc1nc2c(C(C)C)cccc2s1
ZINC45659976	CC(Sc1nnc(C(C)C)n1C1CC1)C(=O)NC1CCCC(C)C1C
ZINC50291574	O=C(CCCn1cccn1)Nc1ccc(-c2nc3ccccc3s2)cc1
ZINC52073605	CC(Nc1ncnc2ccsc12)c1ccc(OCc2cccnc2)cc1
ZINC53317457	O=Cc1c(OCC(=O)NCC2Cc3ccccc3O2)ccc2ccccc12
ZINC54353873	COc1ccc(C)cc1NC(=O)N(Cc1ccccc1)CC1CCCO1
ZINC56532407	CC(NC(=O)N(Cc1ccco1)CC1CCCO1)c1ccc(F)cc1F
ZINC57369074	CN(C)c1cccc(C(=O)Nc2ccccc2OCC2CCCCO2)c1
ZINC07789503	CC(C)(C)C(=O)CSc1nnc(-c2c[nH]c3ccccc23)n1C1CC1
ZINC23363834	CCCCc1nnc(NC(=O)c2sc(-c3ccsc3)nc2C)s1
ZINC11206804	Cc1cc(=O)oc2cc(OCC(=O)NC(c3ccccc3)C3CC3)ccc12
ZINC49729650	CC1CCC(C(C)C)C(NC(=O)CCc2nnc(-c3ccsc3)o2)C1
ZINC47085711	CCN(Cc1ccc(Cl)s1)C(=O)NCCN1CCCCCC1=O
ZINC59801076	CC1CCCCN1C(=O)CNc1cccc(OCc2cccc(C#N)c2)c1
