ZINC04717953	CC1(C(=O)[O-])CCC(C(=O)N2CCCC2)C1(C)C
ZINC51732850	CC1CCN(C(=O)C([NH3+])C(C)C)C(C)C1
ZINC51732854	CC1CCN(C(=O)C([NH3+])C(C)C)C(C)C1
ZINC51924525	CCc1ccc(C2[NH2+]CCNC2=O)s1
ZINC52788899	CS(=O)(=O)C1(C[NH3+])CCCCCC1
ZINC53862164	CC1CN(CC2CCCCCC2[NH3+])CCO1
ZINC53868360	CC1(C)CN(CC2CCCC2[NH3+])CCO1
ZINC53923745	OC1CCC[NH+](CC2CCCCC2O)C1
ZINC53923767	OC1CCC[NH+](CC2CCCCCC2O)C1
ZINC55123205	CC1CCCC(C(=O)N(C)C(C)C)C1[NH3+]
ZINC55136432	CC1CCN(C(=O)CC2CCC([NH3+])CC2)C1
ZINC55136468	CC1CCN(C(=O)CC2CCCC([NH3+])C2)C1
ZINC44802502	CC(C[NH3+])C(=O)N1CCC2CCCCC2C1
ZINC61916233	CC1CN(C2(C[NH3+])CCCC2)CCCO1
ZINC61916617	CC1CCCC(C[NH3+])(N2CCCOCC2)C1
ZINC61917682	CCC1CCC([NH3+])C(N2CCCOCC2)C1
ZINC61934593	CC1CN(CC2([NH3+])CCCC2)CCCO1
ZINC61934755	[NH3+]C1CCCCCC1CN1CCCOCC1
ZINC61934774	[NH3+]C1CCCCC1CN1CCCOCC1
ZINC62612725	CC1CCCC([NH+]2CCCNCC2CO)C1
ZINC66475368	OC1CCC[NH+](CC2(O)CCCCC2)C1
ZINC03876618	CC([NH3+])C12CC3CC(CC(S)(C3)C1)C2
ZINC19489212	Cc1cccc(N2CCC([NH3+])CC2)c1C
ZINC26515051	[NH3+]C(c1ccncc1)c1ccc2c(c1)CCC2
ZINC34939234	CC(C)(C)C([NH3+])c1ccc(Cl)s1
ZINC34958221	CC1CCCC(OC2CC(C)CCC2[NH3+])C1
ZINC35380249	Cc1occc1C([NH3+])c1ccc(F)cc1F
ZINC36159553	OC(c1ccc2c(c1)CCC2)C1CCC[NH2+]1
ZINC36159637	OC(c1ccc(Cl)s1)C1CCC[NH2+]1
ZINC36761698	CCC1CCC([NH3+])(c2ncc(C)s2)CC1
ZINC36927778	Cc1ccc(-c2ccc(C(C)[NH3+])s2)cc1C
ZINC36928752	Cc1c(C(C)[NH3+])oc2c(C)cc(Cl)cc12
ZINC37245763	CC(C[NH3+])c1cc2ccccc2o1
ZINC37362457	CC([NH3+])C1CC1c1ccc2c(c1)CCO2
ZINC37375426	CC(C)C([NH3+])c1ccc(Cl)c(Cl)c1
ZINC37376514	CCC1([NH3+])CC(C)CC(C)(C)C1
ZINC37871923	OC1CCCCCC1[NH2+]C1CC1
ZINC38072575	CC([NH3+])c1cccc(-c2ccc(F)c(F)c2)c1
ZINC36683400	CC(C)C(C)[NH+]1Cc2ccc(N)cc2C1
ZINC39109030	CC1(C)CCC2(C)CCC(C)(C)[NH2+]C2N1
ZINC40908761	CC(c1ccc(N)cc1)[NH+]1CCSCC1
ZINC41212321	CC1Cc2ccc(C(C)(C)C)cc2C1[NH3+]
ZINC41653360	[NH3+]C(c1ccncc1)c1cc(F)cc(F)c1
ZINC43635137	Cc1cc(C(C)(C)C)cc2c1OC(C)C2[NH3+]
ZINC44373840	Cc1c(F)c(F)c(F)c(F)c1CC[NH3+]
ZINC49815861	Cc1cccc(-c2ccc(C(C)[NH3+])o2)c1C
ZINC43642025	CC1Sc2ccc(C(C)(C)C)cc2C1[NH3+]
ZINC50286004	CC([NH3+])C1CC1c1ccc2c(c1)CCN2C
ZINC50325498	Cc1ccsc1C([NH3+])C1=CCCCC1
ZINC50325893	[NH3+]C(C1=CCCCC1)c1cc(F)cc(F)c1
ZINC50326939	[NH3+]C(C1=CCCC1)c1cc2ccccc2s1
ZINC50326992	[NH3+]C(C1=CCCC1)c1ccc2ccccc2c1
ZINC50328151	CC1CC1C([NH3+])C1=CCCCCC1
ZINC52068832	Cc1c(C[NH3+])oc2c(Cl)cc(F)cc12
ZINC53752688	CC1CC(C)(C)CC([NH3+])(CC2CCCO2)C1
ZINC54036213	CC1CCCCC1OC1CCCCCC1[NH3+]
ZINC54159021	CCc1cnc(C2([NH3+])CCCCC2)s1
ZINC54438876	CC#CCC([NH3+])c1cccc2ccccc12
ZINC54555248	CC1CC[NH+](C2CC(C(C)C)CCC2N)C1
ZINC54629220	[NH3+]C1CC2CCC(C1)N2CC1CC=CCC1
ZINC53327791	Cc1cccc(-c2ccc(C(C)[NH3+])cc2)c1C
ZINC61825887	COc1ccc(C)c2c1CCC(C)(C)CC2[NH3+]
ZINC61831379	Cc1ccc(C)c2c1CCC(C)CC2[NH3+]
ZINC61831755	CCc1ccc2c(c1)C([NH3+])CC(C)CC2
ZINC61831758	CCc1ccc2c(c1)C([NH3+])CC(C)CC2
ZINC62215693	CCc1ccc2c(c1)C([NH3+])(CC)CCO2
ZINC62354876	[NH3+]C(c1ccc(F)c(F)c1)c1cscn1
ZINC62612114	[NH3+]CCc1cc(Cl)cc2c1OCCCC2
ZINC62665471	Cc1ccc(C([NH3+])c2cc(F)ccc2C)o1
ZINC62716644	OC1(C(F)(F)F)CCC2C[NH2+]CC2C1
ZINC63393861	Cc1ccc2c(c1)=CC(c1cccc(N)c1)[NH+]=2
ZINC05721739	CC([NH3+])C1Oc2ccccc2OC1(C)C
ZINC05965207	C[NH+](C)C1CCc2cc(O)c(O)cc2C1
ZINC19409570	CC(C)(C)NC(=O)C1CCC[NH2+]1
ZINC19427055	[NH3+]C1(C(=O)N2CCCCC2)CCCCC1
ZINC21949513	Cc1sc(-n2cccc2)c(C[NH3+])c1C
ZINC23071891	Cc1cc(C)n(C2CCCCCC2[NH3+])n1
ZINC23071892	Cc1cc(C)n(C2CCCCCC2[NH3+])n1
ZINC23071894	Cc1cc(C)n(C2CCCCCC2[NH3+])n1
ZINC28762467	Nc1ccc(C2=CCCn3cc[nH+]c32)cc1
ZINC31974087	CC1CCc2c(sc3ncc(C[NH3+])n23)C1
ZINC31935571	Cc1cccc2ncc(C(C)C[NH3+])n12
ZINC34679251	CC1CCCN(C2(C[NH3+])CCSC2)C1
ZINC35379539	Cc1occc1C([NH3+])c1ccc(F)cc1
ZINC35380096	[NH3+]C(c1ccoc1)c1ccc(F)c(F)c1
ZINC35679681	[NH3+]C1CC(=O)N(C2CCCCCCC2)C1
ZINC36261977	CC1CC1C(=O)N1CC2CCC([NH3+])CC2C1
ZINC36753543	[NH3+]C1CCN(C(=O)C2CC3CCC2C3)CC1
ZINC37166327	OC1CCCC([NH2+]C2CCSCC2)C1
ZINC37381307	[NH3+]C1CC1c1ccc(Br)o1
ZINC37479445	CN(C(=O)C1([NH3+])CCCC1)C1CC1
ZINC37677182	Cc1cnn(C2CCCCCCC2[NH3+])c1
ZINC37681905	C=C(Br)CN1CCC([NH3+])CC1
ZINC38057701	CC1CC1C([NH3+])c1ccc2c(c1)CCCO2
ZINC38284827	[NH3+]C1CCN(c2ccccc2Cl)C1=O
ZINC40729364	Cc1nn(C2CCCCC2[NH3+])c(C)c1C
ZINC41214061	Cc1cccc(C(O)C2CCC[NH2+]2)c1C
ZINC42062831	C[NH2+]C1C(=O)Nc2c(C)ccc(Cl)c21
ZINC43635407	CC1Oc2cc(Cl)cc(Cl)c2C1[NH3+]
ZINC44463335	CC([NH3+])Cc1nc(Br)cs1
ZINC49819093	CC([NH3+])c1ccc(-c2ccc(F)cc2F)o1
ZINC50328074	Cc1ccoc1C([NH3+])C1=CCCCCC1
ZINC50459258	[NH3+]C1CC1C(=O)N1CCC2CCCCC2C1
ZINC50459261	[NH3+]C1CC1C(=O)N1CCC2CCCCC2C1
ZINC52887629	CC1CC(C)(C)CC([NH3+])(c2cncnc2)C1
ZINC52924204	Cc1ccc(-c2ccc(C(C)[NH3+])o2)cc1F
ZINC52924256	Cc1ccc(F)cc1-c1ccc(C(C)[NH3+])o1
ZINC52924279	Cc1cc(F)ccc1-c1ccc(C(C)[NH3+])o1
ZINC53879804	[NH3+]C1CCCC1CN1CCCSCC1
ZINC54159276	Cc1cccc(-c2ncc(C(C)[NH3+])s2)c1
ZINC54159288	CC([NH3+])c1cnc(-c2ccccc2F)s1
ZINC54742804	CC(C)(C)c1ccc2c(c1)C([NH3+])COCC2
ZINC52126161	CC1(c2ccc3c(c2)OCCCO3)CC1[NH3+]
ZINC52126162	CC1(c2ccc3c(c2)OCCCO3)CC1[NH3+]
ZINC60714759	Cn1cc(C2CCCCCC2[NH3+])cn1
ZINC60714760	Cn1cc(C2CCCCCC2[NH3+])cn1
ZINC60743756	[NH3+]C1CCCCC1CN1CCSCC1
ZINC62119367	Fc1cc2nc(C3CC[NH2+]C3)[nH]c2cc1F
ZINC62208811	Cc1ccc(C2C([NH3+])CC(=O)N2C)cc1
ZINC62749519	Cc1c(C([NH3+])C(C)C)oc2cc(F)ccc12
ZINC62951832	[NH3+]C1CC1C(=O)N1CCC2(CCCC2)CC1
ZINC04645054	CC(C)=CC1C(C[NH3+])C1(C)C
ZINC03206938	CC([NH3+])C12CCCC(CCC1)C2
ZINC08271983	CC12CCC(CC1[NH3+])C2
ZINC02140860	C#CC1([NH3+])CCCCC1
ZINC08614794	CC(C)c1nc(C[NH3+])co1
ZINC19091113	CC(C)CC1([NH3+])CC1
ZINC19943213	CN1C(C)(C)CC([NH3+])CC1(C)C
ZINC20510821	CC(C)(C)OC1CCCC1[NH3+]
ZINC21953415	CCc1[nH]nc2c1C[NH2+]CC2
ZINC22130024	CC(C)CC1CCCC1[NH3+]
ZINC22563749	CCC1CCC([NH3+])C(OC)C1
ZINC05120854	N#CC1=C([NH3+])CCCC1
ZINC33459520	C[NH2+]C(C)(C)/C(C)=N/O
ZINC34079043	CC(C)CC1(C)[NH2+]CCNC1=O
ZINC34380568	CC1CCCC(C)([NH3+])C1
ZINC35235954	COC1CC(C)CCC1C[NH3+]
ZINC36761868	CCC(C)([NH3+])c1ncc(C)s1
ZINC36879148	CC([NH3+])CN1C(C)CCCC1C
ZINC37376642	CCC1([NH3+])CCCC1
ZINC38121077	C[NH2+]C1(CO)CCCC1
ZINC38343271	CC12CCC(C1)C(C)(C)C2C[NH3+]
ZINC38948847	C#CCC1([NH3+])C=C(C)CCC1
ZINC39056368	[NH3+]C1C2C=CC(C2)C1C(=O)Cl
ZINC39056369	[NH3+]C1C2C=CC(C2)C1C(=O)Cl
ZINC39059977	CCC1(C)C[NH2+]CC(C)C1O
ZINC39059981	CCC1(C)C[NH2+]CC(C)C1O
ZINC39136064	C=CC1(C)CCC([NH3+])=C(C#N)C1
ZINC41054510	[NH3+]C1CCCCC1n1cccc1
ZINC41062090	Cc1ccc(C(C)C[NH3+])s1
ZINC44980769	CC1CCCC(C(C)[NH3+])C1
ZINC51074729	C#CCC([NH3+])C(C)(C)C
ZINC51074730	C#CCC([NH3+])C(C)(C)C
ZINC52126258	CCC1(CC)CC1[NH3+]
ZINC52126292	CC1(c2ccsc2)CC1[NH3+]
ZINC53752940	[NH3+]C1(CC2CCCO2)CCCC1
ZINC54404899	CC1CCCC(C2([NH3+])CC2)C1
ZINC54586986	Cc1ccc(C2CC2C[NH3+])s1
ZINC56958711	CCC(C)C1CNCC[NH2+]1
ZINC41051914	CC(C)(C)CN1CCCC([NH3+])C1
ZINC39113554	CC(C)CC1CNC(C)C[NH2+]1
ZINC50520158	[NH3+]C1CCCCC1OC1CCC1
ZINC39434541	CC(C)C1CCCC1[NH3+]
ZINC60714454	C#CCC1CCCCCC1[NH3+]
ZINC54587183	CC(C)C1CC1C[NH3+]
ZINC61686232	CC(C)C(C)C(C)[NH3+]
ZINC61884513	[NH3+]CC1CCCC1n1cccc1
ZINC62566555	CC(C)CC1CNC(C)(C)C[NH2+]1
ZINC63028705	Cc1cccnc1C(C)C(C)[NH3+]
ZINC19321106	CN1C2CCCC1([NH3+])CCC2
ZINC66054796	[NH3+]CC1CC2CCC2C1
ZINC19420761	CC(C)C([NH3+])c1ccc(Br)cc1
ZINC19873809	CC([NH3+])c1ccc(SC(C)(C)C)c(F)c1
ZINC19873910	Cc1ccc(Sc2cccc(F)c2C(C)[NH3+])cc1
ZINC19969007	CC(C)(c1ccccc1)C([NH3+])c1ccc(F)cc1F
ZINC19970534	[NH3+]C(c1ccc2c(c1)CCCC2)C1CCC1
ZINC26513975	Cc1cc(C([NH3+])CC(C)(C)C)c(C)s1
ZINC26515073	CC1CC(N2CCC([NH3+])CC2)CC(C)(C)C1
ZINC35751909	CC1CC([NH3+])c2c(Cl)ccc(Cl)c2S1
ZINC35751912	CC1CC([NH3+])c2c(Cl)ccc(Cl)c2S1
ZINC36171794	CC(C)CC([NH3+])c1ccc(Br)s1
ZINC36379702	[NH3+]C(CC(F)(F)F)c1ccc(Cl)c(Cl)c1
ZINC36927666	CC([NH3+])c1ccc(-c2ccc(F)c(F)c2F)s1
ZINC36928846	[NH3+]C1CCCSc2c(Cl)ccc(Cl)c21
ZINC36960424	CC1CC1C([NH3+])c1ccc(Br)cc1
ZINC37479279	CC([NH3+])CCc1ccc(Br)s1
ZINC37685899	CC([NH3+])c1ccc(SC2CCCCC2)c(F)c1
ZINC37947495	CC([NH3+])C(C)Cc1ccc(Cl)s1
ZINC38063928	CSC1CC(C(C)(C)C)CCC1C[NH3+]
ZINC38127492	Cc1cccc(C([NH3+])Cc2ccsc2)c1C
ZINC38127570	[NH3+]C(Cc1ccsc1)c1ccc2c(c1)CCC2
ZINC38127592	[NH3+]C(Cc1ccsc1)c1c(F)cccc1Cl
ZINC38127686	[NH3+]C(Cc1ccsc1)c1cc2c(s1)CCC2
ZINC40996518	[NH3+]Cc1cnc(-c2ccc(F)cc2)s1
ZINC41059913	CC1CC(C)(C)CC([NH3+])(c2nccs2)C1
ZINC41212432	CC(C)C(C[NH3+])c1ccc(Cl)s1
ZINC41262236	CC(CC[NH3+])c1ccc(Br)s1
ZINC41724261	Cc1cccc(-n2c(C)cc3c2CCCC3[NH3+])c1C
ZINC41724271	Cc1cccc(-n2ccc3c2CCCC3[NH3+])c1C
ZINC41725549	CC1CCCCC1n1ccc2c1CCCC2[NH3+]
ZINC41725644	CC1(C)Cc2c(ccn2-c2ccccc2F)C([NH3+])C1
ZINC41727787	Cc1ccc(-n2ccc3c2CCCC3[NH3+])cc1Cl
ZINC41729846	CC1(C)Cc2c(ccn2C2CCCCCC2)C([NH3+])C1
ZINC42728730	Cc1ccsc1C([NH3+])c1ccsc1
ZINC42733211	Cc1cc(C([NH3+])C2CC2)sc1-c1ccccc1F
ZINC43676168	CC([NH3+])C(C)Cc1sccc1Br
ZINC44399473	CCC([NH3+])Cc1c(F)c(F)c(F)c(F)c1F
ZINC45046046	CC1CC([NH3+])CCN1C1(C)CCCCC1
ZINC49711955	Cc1c(Cl)cccc1N1CCC([NH3+])CC1C
ZINC50244207	[NH3+]C1CCN(c2c(F)c(F)c(F)c(F)c2F)C1
ZINC50328109	CCc1ccc(C([NH3+])C2=CCCCCC2)s1
ZINC53816671	Cc1ccc(C([NH3+])Cc2ccc(Cl)s2)cc1
ZINC53818088	CC(C)C([NH3+])Cc1sccc1Br
ZINC53818487	Cc1cccc(C([NH3+])Cc2ccc(Cl)s2)c1
ZINC55228068	CC1CCC(C([NH3+])c2cc(F)cc(F)c2)CC1
ZINC57952974	Cc1ccc(N2CCCC([NH3+])C2)cc1Cl
ZINC38127601	Cc1ccc(C([NH3+])Cc2ccsc2)cc1
ZINC54587408	CSc1ccc(C2(C)CC2C[NH3+])cc1
ZINC62625816	Cc1cc(Br)cc2c1NCC(C)[NH2+]C2
ZINC62773221	Cc1ccc(F)cc1C([NH3+])C(C)(C)c1ccccc1
ZINC62829989	[NH3+]CC1CCCCC1SC1CCCC1
ZINC04159387	CC([NH3+])C12CC3CC(C)(CC(C)(C3)C1)C2
ZINC01733125	CC12CC3CC(C)(C1)CC(SCC[NH3+])(C3)C2
ZINC11883677	CC([NH3+])Cc1nc2c(s1)CC(C)CC2
ZINC19420763	CC(C)C([NH3+])c1ccc(Br)cc1
ZINC19804051	CC(C)(c1ccccc1)C([NH3+])c1ccc(F)cc1
ZINC19970558	CC(C)CC([NH3+])c1ccc2c(c1)CCCC2
ZINC21516440	CC(C)(C)CC([NH3+])c1ccc2c(c1)CCCC2
ZINC35751910	CC1CC([NH3+])c2c(Cl)ccc(Cl)c2S1
ZINC35755508	Cc1cc2c(cc1C)C([NH3+])C(C)CS2
ZINC36171795	CC(C)CC([NH3+])c1ccc(Br)s1
ZINC36778800	CCC([NH3+])Cc1cc(Br)cs1
ZINC36927803	CCC([NH3+])c1ccc(-c2ccc(F)c(F)c2)s1
ZINC36928736	Cc1c(C(C)[NH3+])oc2ccc(Cl)cc12
ZINC36960429	CC1CC1C([NH3+])c1ccc(Br)cc1
ZINC36962009	CC(C)(C)CC([NH3+])c1cc(Cl)sc1Cl
ZINC37377806	CCCC([NH3+])c1ccc(Cl)c(Cl)c1
ZINC37685898	CC([NH3+])c1ccc(SC2CCCCC2)c(F)c1
ZINC37947496	CC([NH3+])C(C)Cc1ccc(Cl)s1
ZINC38127591	[NH3+]C(Cc1ccsc1)c1c(F)cccc1Cl
ZINC38127685	[NH3+]C(Cc1ccsc1)c1cc2c(s1)CCC2
ZINC38130325	Cc1ccc(CC([NH3+])c2cc3c(s2)CCC3)cc1
ZINC40236333	CC(C)(C)CC([NH3+])c1ccc(Br)s1
ZINC40236345	CCC(C)C([NH3+])c1ccc(Br)s1
ZINC40696310	Cc1cccc(Sc2cccc(F)c2C(C)[NH3+])c1
ZINC41059912	CC1CC(C)(C)CC([NH3+])(c2nccs2)C1
ZINC41229567	CC(C)C([NH3+])c1ccccc1C(F)(F)F
ZINC41724275	Cc1cccc(-n2ccc3c2CCCC3[NH3+])c1C
ZINC41725260	Cc1cc2c(n1-c1ccccc1Cl)CCCC2[NH3+]
ZINC41726526	CC1(C)Cc2c(ccn2-c2ccccc2)C([NH3+])C1
ZINC41727792	Cc1ccc(-n2ccc3c2CCCC3[NH3+])cc1Cl
ZINC41730133	CC1CCCC(n2ccc3c2CC(C)(C)CC3[NH3+])C1
ZINC43258208	CSC(c1ccc(Cl)s1)C(C)[NH3+]
ZINC43676173	CC([NH3+])C(C)Cc1sccc1Br
ZINC45046028	CC1C[NH+](C2(C)CCCCC2)CCC1N
ZINC49729315	Cc1cc(C)c(C)c(C([NH3+])CC2CC2)c1C
ZINC49730464	[NH3+]C(CC1CC1)c1ccc(Br)s1
ZINC50326920	[NH3+]C(C1=CCCC1)c1cc2c(s1)CCCC2
ZINC50327020	CC(C)(C)c1ccc(C([NH3+])C2=CCCC2)cc1
ZINC50327106	[NH3+]C(C1=CCCC1)c1ccc(Br)cc1
ZINC50328163	Cc1ccccc1C([NH3+])C1=CCCCCC1
ZINC50330514	Cc1ccc(-c2nc3c(s2)C([NH3+])CCC3)s1
ZINC50331148	CC1(C)Cc2nc(C3CCCC3)sc2C([NH3+])C1
ZINC51665115	CC#CCC([NH3+])c1cccc(Br)c1
ZINC51665699	CC#CCC([NH3+])Cc1cc(F)cc(F)c1
ZINC52946779	CC(C[NH3+])Cc1cc(Br)cs1
ZINC53817253	[NH3+]C(Cc1ccc(Cl)s1)c1ccsc1
ZINC54681454	[NH3+]C(Cc1ccc(Cl)c(F)c1)c1ccccc1
ZINC50331092	CC1(C)Cc2nc(-c3ccccc3)sc2C([NH3+])C1
ZINC62625815	Cc1cc(Br)cc2c1NCC(C)[NH2+]C2
ZINC62773224	Cc1cc(F)ccc1C([NH3+])C(C)(C)c1ccccc1
ZINC11629512	Cc1cc(C(C)CC[NH3+])ccc1F
ZINC02383481	Cc1cc(C)c(CSCC[NH3+])c(C)c1
ZINC01730663	Cc1ccc(C2(O)CC[NH2+]CC2)cc1
ZINC19727454	CC(C)c1ccc2c(c1)C([NH3+])CCCC2
ZINC19971824	CCCCC([NH3+])c1c(F)cc(F)cc1F
ZINC20431414	CCCC(C)C([NH3+])c1cc(C)sc1C
ZINC35721881	CC(C)CSC1CC(C)CCC1C[NH3+]
ZINC35722299	CCC(C)SC1CC(C)CCC1C[NH3+]
ZINC36888975	CC(C)C([NH3+])CCc1cccc(F)c1F
ZINC36928799	Cc1cc(C)c2oc(C(C)[NH3+])c(C)c2c1
ZINC37381815	[NH3+]C1CC1c1ccc(Cl)s1
ZINC37381819	[NH3+]C1CC1c1ccc(Cl)s1
ZINC37687375	CCC1CCC(C[NH3+])C(SC(C)C)C1
ZINC38127243	[NH3+]C(Cc1ccc2ccccc2c1)C1CC1
ZINC41054504	Cc1ccc(C)n1C1CCCCC1[NH3+]
ZINC41059623	[NH3+]C1(c2nccs2)CCCCC1
ZINC41059645	CC1CCCC([NH3+])(c2nccs2)C1
ZINC41059658	[NH3+]C1(c2nccs2)CCCCCC1
ZINC41204934	CCC(C[NH3+])c1ccc(Cl)s1
ZINC41207483	[NH3+]CC(c1ccc(F)c(F)c1)C1CC1
ZINC41212227	CC(C)(C[NH3+])c1ccc2c(c1)CCCC2
ZINC41212375	CC1CC([NH3+])c2cc(C(C)(C)C)ccc21
ZINC41228047	[NH3+]CC/C=C/c1ccccc1C(F)(F)F
ZINC41230646	CC(C)C(CC[NH3+])c1ccc2c(c1)CCC2
ZINC43126341	CC(C)SC(c1ccsc1)C(C)[NH3+]
ZINC43251522	Cc1ccsc1C(C[NH3+])SC(C)C
ZINC43297887	CCC([NH3+])C(SC)C(C)(C)C
ZINC44248592	[NH3+]CCc1c(F)cccc1C(F)(F)F
ZINC44280148	[NH3+]CCCc1cc(F)cc(Cl)c1
ZINC44463527	CC([NH3+])Cc1c(Cl)ccc(F)c1F
ZINC49708567	CC1CC([NH3+])CCN1c1ccc(F)cc1
ZINC50885191	CC(C)C([NH3+])CCc1ccc(F)cc1F
ZINC50885192	CC(C)C([NH3+])CCc1ccc(F)cc1F
ZINC51752797	CC#CCC([NH3+])Cc1ccc(C)cc1
ZINC53818462	CCCCC([NH3+])c1cccc(C)c1
ZINC53832128	[NH3+]C(CC1CCCCC1)CC(F)(F)F
ZINC53832164	[NH3+]C(Cc1ccsc1)CC(F)(F)F
ZINC53832166	[NH3+]C(Cc1ccsc1)CC(F)(F)F
ZINC54402305	CCC(C)(C)C([NH3+])c1ccc(F)cc1
ZINC54402306	CCC(C)(C)C([NH3+])c1ccc(F)cc1
ZINC54402374	CCc1ccc(C([NH3+])C(C)(C)CC)cc1
ZINC54440305	CCCCC([NH3+])c1ccc2ccccc2c1
ZINC43542559	CCC(C[NH3+])Sc1ccc2c(c1)CCC2
ZINC52126118	Cc1ccc(C2(C)CC2[NH3+])s1
ZINC54688598	CC1CCCC(SCCC[NH3+])C1
ZINC61681585	C=CCC([NH3+])Cc1ccc(C)c(C)c1
ZINC61825991	CCc1ccc2c(c1)C([NH3+])CC(C)(C)CC2
ZINC62706234	CC([NH3+])C1CC1c1cc(F)c(F)c(F)c1
ZINC62802620	[NH3+]C1(c2ccc3ncccc3c2)CC1
ZINC62836385	[NH3+]CC1CCCC1SCC1CCCC1
ZINC05011999	Nc1cccc(/C=C\c2ccncc2)c1
ZINC05592670	Cc1ccc(C)c(OCC(N)=S)c1C
ZINC06744139	CC(NO)c1ccc2ccccc2c1
ZINC14630649	Nc1ccc(Oc2ccccc2Cl)c(F)c1
ZINC02556414	Nc1ccc(C(F)(F)F)c(F)c1
ZINC05566290	C/C=C(/C)C1(O)CCCCC1O
ZINC16947759	Nc1ccc(-c2cnc3ccccc3c2)cc1F
ZINC20257396	NC(=S)c1ccc(N2CCSCC2)cc1
ZINC22143393	CN(c1ccccc1)c1ccc(N)cc1Cl
ZINC16948013	Nc1ccc(-c2ccccc2C(F)(F)F)cn1
ZINC32015502	Cc1cc(C)c(NCC(C)(C)O)c(Cl)c1
ZINC34049856	CC(O)C(O)C1C2CCC(C2)C1(C)C
ZINC36887352	CCN(C)c1ccc(C(N)=S)cc1F
ZINC37079507	CCN(c1ccc(N)cc1F)C1CC1
ZINC37192702	C=C(Cl)CSc1ccc(N)nc1
ZINC37380747	Nc1cnccc1Sc1ccc(F)c(F)c1
ZINC36683574	Cc1ccc(N2Cc3cccc(N)c3C2)cc1C
ZINC37484006	CC(c1ccc(N)cc1)n1cccc1
ZINC37689973	Cc1ccccc1NC1CCCC1O
ZINC00532170	CC1CCN(c2ccc(N)cc2Cl)CC1
ZINC38039799	Nc1cc(F)c(N2CCCCCC2)c(F)c1
ZINC39102897	CCc1ccc2c(c1)C(=O)c1c-2csc1N
ZINC39102898	CCc1ccc2c(c1)-c1csc(N)c1C2=O
ZINC39104483	CC1CCC(C(C)C)C(NO)C1
ZINC39105108	Cc1ccncc1-c1cc(N)cc(F)c1
ZINC40717656	CC1CCN(c2ccc(N)cc2F)C1
ZINC40724974	CC1CCN(c2ccc(C(N)=S)cc2F)C1
ZINC41048916	Cc1cc(-c2cc(N)c(F)cc2F)c(C)o1
ZINC42143257	Nc1cc(F)c(SCC(F)F)c(F)c1
ZINC42143696	Nc1ccc(Sc2ccc(Cl)cn2)cc1
ZINC42143731	Nc1ccc(Sc2ncccc2Cl)cc1
ZINC42767469	CC(N(C)C(N)=S)C(C)(C)C
ZINC43554070	CCC(C#N)Sc1c(F)cc(N)cc1F
ZINC44396134	OCCCc1ccc(F)cc1O
ZINC49964900	CN(c1ccc(F)cc1)c1ccccc1N
ZINC50839124	CSCc1cc2ccccc2nc1N
ZINC51663632	CC#CC[NH2+]CC1CCCCC1C
ZINC54189699	Cc1ccc(C(N)c2cccc(F)c2F)s1
ZINC57557203	CC(C1CC1)N(C)c1ccc(N)cc1
ZINC59731677	Cc1cc(C)c2c(CO)c[nH]c2c1
ZINC60392667	CC1CCN(c2ccc(N)cc2Cl)C(C)C1
ZINC61700773	Cc1ccc(N2CCSCC2)cc1N
ZINC62053825	Cc1cc(N)ccc1SC1CCOCC1
ZINC62334298	Cc1cc(-c2ccc3c(c2)COC3)ccc1N
ZINC62354922	Cc1ccc(C(N)c2cscn2)s1
ZINC62724600	CCC(C)N(C)c1cccc(N)c1C
ZINC62724848	Cc1c(N)cccc1N1CCC(C)C1
ZINC62997854	C=CCOc1cc(C)c(N)cc1C
ZINC65340031	Oc1cccc(-c2cc(O)ccc2Cl)c1
ZINC65340796	Oc1ccc(-c2ccc(F)cc2O)cc1F
ZINC04488007	COc1ccc(-c2ccc(C[NH2+]CCC[NH+]3CCOCC3)o2)cc1Cl
ZINC05478518	COc1ccccc1C(CC[NH2+]C1CC(C)[NH+](C)CC1C)c1ccco1
ZINC08635560	C=CC[NH+](C)CC1C[NH+]2CCC1CC2CNC(=O)c1ccc(N(C)C)cc1
ZINC12204008	Cc1c[nH]c(C[NH+](CC2CC[NH+](C3Cc4ccccc4C3)CC2)CC2CCCO2)n1
ZINC12297353	Cc1ncsc1CCNC(=O)C1CCC[NH+](C2CC[NH+](C(C)C)CC2)C1
ZINC14886153	CN(C)c1ccc(/C=C/C[NH+]2CCOc3ccc(C(C)(O)C[NH+](C)C)cc3C2)cc1
ZINC14993199	C[NH+](C)CCNC(=O)C1CC(Sc2ccccn2)C[NH+]1C1Cc2ccccc2C1
ZINC19225133	CCOC(=O)C[NH+]1CCC2(CC1)c1ccccc1C([NH+]1CC=CCC1)C2O
ZINC19932446	CN(C)c1ccc(C(c2[nH+]ccn2Cc2ccccc2)N2CC[NH2+]CC2)cc1
ZINC19932448	CN(C)c1ccc(C(c2[nH+]ccn2Cc2ccccc2)N2CC[NH2+]CC2)cc1
ZINC20349715	CCn1cc(C(C)[NH2+]Cc2ccc(OC)c(C[NH+]3CCCC3)c2)c(C)n1
ZINC20364034	c1ccc2c(c1)CC([NH+]1CCC(CN(Cc3[nH]cc[nH+]3)CC3CCCO3)CC1)C2
